,song_name,song_link,song_id,song_uri,album_name,album_id,album_uri,artist_name,artist_id,artist_uri,duration_seconds,album_song_count,song_popularity,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_genres,album_genres
0,Brand New Key,https://open.spotify.com/track/3tm6LVXZJg0lG4hQm5ytrT,3tm6LVXZJg0lG4hQm5ytrT,spotify:track:3tm6LVXZJg0lG4hQm5ytrT,Beautiful People: The Greatest Hits of Melanie,0d0QHnq1JlNiBTQhC1eKRS,spotify:album:0d0QHnq1JlNiBTQhC1eKRS,Melanie,6sOP8RUFR0q0nBOBOXGdBK,spotify:artist:6sOP8RUFR0q0nBOBOXGdBK,144.866,19,51,1999-07-01,0.667,0.412,1,-7.544,1,0.0353,0.817,0.0,0.107,0.82,83.816,"['classic uk pop', 'folk', 'folk rock', 'persian pop', 'singer-songwriter', 'traditional folk']",[]
1,Family Affair - Remix,https://open.spotify.com/track/3kz9Y49oerJS3rN2c1QWwD,3kz9Y49oerJS3rN2c1QWwD,spotify:track:3kz9Y49oerJS3rN2c1QWwD,Club Epic 2,7uaEidk0DCBjMHvQeMzYob,spotify:album:7uaEidk0DCBjMHvQeMzYob,Sly & The Family Stone,5m8H6zSadhu1j9Yi04VLqD,spotify:artist:5m8H6zSadhu1j9Yi04VLqD,228.466,12,3,1992-05-12,0.685,0.671,7,-13.725,1,0.0468,0.000456,0.48,0.216,0.737,108.428,"['classic rock', 'classic soul', 'disco', 'folk rock', 'funk', 'funk rock', 'mellow gold', 'motown', 'psychedelic rock', 'rock', 'soul', 'southern soul']",[]
3,An Old Fashioned Love Song,https://open.spotify.com/track/5RiLHDGPrVvAEtpvICiqYM,5RiLHDGPrVvAEtpvICiqYM,spotify:track:5RiLHDGPrVvAEtpvICiqYM,"Celebrate: The Three Dog Night Story, 1965–1975",5Kmb6R2nnEPqOiDUA1Bl8F,spotify:album:5Kmb6R2nnEPqOiDUA1Bl8F,Three Dog Night,4FAEZeJcsYYBkNq2D3KGTV,spotify:artist:4FAEZeJcsYYBkNq2D3KGTV,230.693,43,44,1993-12-07,0.46,0.498,10,-12.718,1,0.0373,0.478,0.00884,0.0817,0.84,101.392,"['album rock', 'art rock', 'blues rock', 'brill building pop', 'bubblegum pop', 'classic rock', 'country rock', 'folk', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock', 'soft rock']",[]
4,Got To Be There,https://open.spotify.com/track/0fVnrbJVoP8CFPSOByBnK9,0fVnrbJVoP8CFPSOByBnK9,spotify:track:0fVnrbJVoP8CFPSOByBnK9,20th Century Masters: The Millennium Collection: Best of Michael Jackson,5cKwhK6ChXbJE77TKnOx30,spotify:album:5cKwhK6ChXbJE77TKnOx30,Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,spotify:artist:3fMbdgg4jU18AjLCKBhRSm,205.76,11,41,2000-01-01,0.341,0.656,1,-7.889,1,0.0692,0.239,3.44e-05,0.129,0.674,171.429,"['pop', 'r&b', 'soul']",[]
5,Have You Seen Her,https://open.spotify.com/track/3hRJmeg1d5bXdmUylhZbiO,3hRJmeg1d5bXdmUylhZbiO,spotify:track:3hRJmeg1d5bXdmUylhZbiO,20 Greatest Hits,5mPnkoXhX4PWuhqVE30vVh,spotify:album:5mPnkoXhX4PWuhqVE30vVh,The Chi-Lites,7BFr36uI1dzJyo6tpa5Ued,spotify:artist:7BFr36uI1dzJyo6tpa5Ued,309.013,20,46,2001,0.62,0.334,4,-15.598,1,0.0536,0.479,1.2e-06,0.169,0.298,139.375,"['chicago soul', 'classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",[]
6,All I Ever Need Is You,https://open.spotify.com/track/359IJq43c4SVrf5ZeUDiFl,359IJq43c4SVrf5ZeUDiFl,spotify:track:359IJq43c4SVrf5ZeUDiFl,All I Ever Need Is You,1b65R3vz02Asj7XVnV2872,spotify:album:1b65R3vz02Asj7XVnV2872,Sonny & Cher,71lGEtP9qYXDsSXjfexTqO,spotify:artist:71lGEtP9qYXDsSXjfexTqO,155.293,10,37,1990-04-24,0.503,0.477,10,-14.039,1,0.0449,0.321,2.36e-06,0.093,0.577,79.414,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'rock-and-roll']",[]
7,Cherish,https://open.spotify.com/track/5JXYP6vg4npNCJ8R0qs64l,5JXYP6vg4npNCJ8R0qs64l,spotify:track:5JXYP6vg4npNCJ8R0qs64l,Cherish,34wYqahJkLSQQU6YZlcAVj,spotify:album:34wYqahJkLSQQU6YZlcAVj,David Cassidy,0isDnZYMWbwDz7hzw0XRjt,spotify:artist:0isDnZYMWbwDz7hzw0XRjt,227.226,11,36,2000,0.468,0.391,5,-9.26,1,0.0262,0.866,0.00969,0.138,0.361,97.97,['bubblegum pop'],[]
9,Baby I'm-a Want You,https://open.spotify.com/track/7IX2e7pEShera9T1QIMvi7,7IX2e7pEShera9T1QIMvi7,spotify:track:7IX2e7pEShera9T1QIMvi7,Baby I'm-a Want You,5OlNb8PMZXFkhhtSrhLuO5,spotify:album:5OlNb8PMZXFkhhtSrhLuO5,Bread,70ZTdbPEcEugBNay4MvxfL,spotify:artist:70ZTdbPEcEugBNay4MvxfL,150.706,12,58,1972,0.613,0.289,8,-16.529,1,0.0305,0.743,1.57e-06,0.0617,0.553,144.188,"['adult standards', 'country rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",[]
10,Respect Yourself,https://open.spotify.com/track/4lzTyLYXb3ED01TSLCJ1Hz,4lzTyLYXb3ED01TSLCJ1Hz,spotify:track:4lzTyLYXb3ED01TSLCJ1Hz,The Very Best Of The Staple Singers,7tUOJxXojOWdWU2T2ZSge7,spotify:album:7tUOJxXojOWdWU2T2ZSge7,The Staple Singers,7xGGqA85UIWX1GoTVM4itC,spotify:artist:7xGGqA85UIWX1GoTVM4itC,211.68,20,52,2007-01-01,0.828,0.669,6,-8.637,0,0.0254,0.16,0.00333,0.0756,0.926,109.964,"['brill building pop', 'chicago soul', 'classic soul', 'funk', 'memphis soul', 'motown', 'quiet storm', 'soul', 'southern soul']",[]
11,Sunshine,https://open.spotify.com/track/0eFndjUBaTQdO81uRO9lBL,0eFndjUBaTQdO81uRO9lBL,spotify:track:0eFndjUBaTQdO81uRO9lBL,Jonathan Edwards,1MOCW5iFxcApHNSkl170OF,spotify:album:1MOCW5iFxcApHNSkl170OF,Jonathan Edwards,7gyVuJLsatWofXCAw1SGxM,spotify:artist:7gyVuJLsatWofXCAw1SGxM,138.733,12,30,1971-01-01,0.709,0.347,10,-15.387,1,0.0697,0.371,0.0,0.107,0.832,125.268,"['country rock', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",[]
