,song_name,song_link,song_id,song_uri,album_name,album_id,album_uri,artist_name,artist_id,artist_uri,duration_seconds,album_song_count,song_popularity,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_genres,album_genres
0,All I Want for Christmas Is You - Mariah's New Dance Mix Extended 2009,https://open.spotify.com/track/4I5Hn34v6foGP3ta9Xx0rN,4I5Hn34v6foGP3ta9Xx0rN,spotify:track:4I5Hn34v6foGP3ta9Xx0rN,Merry Christmas (Deluxe Anniversary Edition),0cS9prZ8u3fdbc7lmtCaMV,spotify:album:0cS9prZ8u3fdbc7lmtCaMV,Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,spotify:artist:4iHNK0tOyZPYnBU7nGAgpQ,401.68,29,31,2019-11-01,0.695,0.652,11,-7.828,0,0.0751,0.000441,5.66e-06,0.0667,0.744,128.024,"['dance pop', 'pop', 'r&b', 'urban contemporary']",[]
1,Rockin' Around The Christmas Tree,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97,2EjXfH91m7f8HiJN1yQg97,spotify:track:2EjXfH91m7f8HiJN1yQg97,Merry Christmas From Brenda Lee,34wa3zf2prXFMk47t9zHFG,spotify:album:34wa3zf2prXFMk47t9zHFG,Brenda Lee,4cPHsZM98sKzmV26wlwD2W,spotify:artist:4cPHsZM98sKzmV26wlwD2W,126.266,12,73,1964-10-19,0.589,0.472,8,-8.749,1,0.0502,0.614,0.0,0.505,0.898,67.196,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rockabilly']",[]
2,Circles,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,21jGcNKet2qwijlDFuPiPb,spotify:track:21jGcNKet2qwijlDFuPiPb,Hollywood's Bleeding,4g1ZRSobMefqF6nelkgibi,spotify:album:4g1ZRSobMefqF6nelkgibi,Post Malone,246dkjvS1zLTtiykXe5h60,spotify:artist:246dkjvS1zLTtiykXe5h60,215.28,17,95,2019-09-06,0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,"['dfw rap', 'melodic rap', 'rap']",[]
3,ROXANNE,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,696DnlkuDOXcMAnKlTgXXK,spotify:track:696DnlkuDOXcMAnKlTgXXK,ROXANNE,6HJDrXs0hpebaRFKA1sF90,spotify:album:6HJDrXs0hpebaRFKA1sF90,Arizona Zervas,0vRvGUQVUjytro0xpb26bs,spotify:artist:0vRvGUQVUjytro0xpb26bs,163.636,1,97,2019-10-10,0.621,0.601,6,-5.616,0,0.148,0.0522,0.0,0.46,0.457,116.735,['pop rap'],[]
4,Futsal Shuffle 2020,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs,2Ec33AVlkTTq8BHFgBTdQs,spotify:track:2Ec33AVlkTTq8BHFgBTdQs,Futsal Shuffle 2020,4uTOUYhLrGRKkfxfPKTkuy,spotify:album:4uTOUYhLrGRKkfxfPKTkuy,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,spotify:artist:4O15NlyKLIASxsJ0PrXPfz,198.912,1,88,2019-12-12,0.881,0.457,7,-8.191,0,0.156,0.0327,0.0,0.231,0.296,136.97,"['melodic rap', 'philly rap', 'pop rap', 'rap', 'trap']",[]
5,A Holly Jolly Christmas - Single Version,https://open.spotify.com/track/65Q2mv3UlVi9eO70OpsmSe,65Q2mv3UlVi9eO70OpsmSe,spotify:track:65Q2mv3UlVi9eO70OpsmSe,Have A Holly Jolly Christmas,5r5iTtNflB2DAKO1t5ih8f,spotify:album:5r5iTtNflB2DAKO1t5ih8f,Burl Ives,0MHgLfmQdutffmvWe5XBTN,spotify:artist:0MHgLfmQdutffmvWe5XBTN,135.533,12,62,1965-01-01,0.683,0.375,0,-13.056,1,0.0303,0.579,0.0,0.076,0.888,140.467,"['adult standards', 'american folk revival', 'lounge']",[]
6,Memories,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2b8fOow8UzyDFAE27YhOZM,spotify:track:2b8fOow8UzyDFAE27YhOZM,Memories,3nR9B40hYLKLcR0Eph3Goc,spotify:album:3nR9B40hYLKLcR0Eph3Goc,Maroon 5,04gDigrS5kc9YWfZHwBETP,spotify:artist:04gDigrS5kc9YWfZHwBETP,189.486,1,95,2019-09-20,0.764,0.32,11,-7.209,1,0.0546,0.837,0.0,0.0822,0.575,91.019,"['pop', 'pop rock']",[]
7,Someone You Loved,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,7qEHsqek33rTcFNT9PFqLf,spotify:track:7qEHsqek33rTcFNT9PFqLf,Divinely Uninspired To A Hellish Extent,5658aM19fA3JVwTK6eQX70,spotify:album:5658aM19fA3JVwTK6eQX70,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,spotify:artist:4GNC7GD6oZMSxPGyXy4MNB,182.16,12,93,2019-05-17,0.501,0.405,1,-5.679,1,0.0319,0.751,0.0,0.105,0.446,109.891,"['pop', 'uk pop']",[]
8,Jingle Bell Rock,https://open.spotify.com/track/3hBXvHLlTHvnbwrPbeoyAj,3hBXvHLlTHvnbwrPbeoyAj,spotify:track:3hBXvHLlTHvnbwrPbeoyAj,The Classic Years: 1956-1962,7yeVUGG3xvGjKwhM2FBItZ,spotify:album:7yeVUGG3xvGjKwhM2FBItZ,Bobby Helms,38EmEgXkgK51MT2tPY0EoC,spotify:artist:38EmEgXkgK51MT2tPY0EoC,130.973,62,72,1992-01-01,0.754,0.424,2,-8.463,1,0.0363,0.643,0.0,0.0652,0.806,119.705,['adult standards'],[]
9,Good as Hell (feat. Ariana Grande) - Remix,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd,07Oz5StQ7GRoygNLaXs2pd,spotify:track:07Oz5StQ7GRoygNLaXs2pd,Good as Hell (feat. Ariana Grande) [Remix],1k1HuvFs562Z3CCiSYhtc1,spotify:album:1k1HuvFs562Z3CCiSYhtc1,Lizzo,56oDRnqbIiwx4mymNEv7dS,spotify:artist:56oDRnqbIiwx4mymNEv7dS,159.011,2,86,2019-10-25,0.668,0.892,5,-3.001,0,0.0645,0.298,0.0,0.735,0.478,95.927,"['escape room', 'minnesota hip hop', 'pop', 'pop rap', 'trap queen']",[]
