,song_name,song_link,song_id,song_uri,album_name,album_id,album_uri,artist_name,artist_id,artist_uri,duration_seconds,album_song_count,song_popularity,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_genres,album_genres
0,How Do I Live,https://open.spotify.com/track/7BD50ATrF3Vab5FQy7vtK8,7BD50ATrF3Vab5FQy7vtK8,spotify:track:7BD50ATrF3Vab5FQy7vtK8,Greatest Hits,5GIEvyzVeUKAs6Uf2EeoqD,spotify:album:5GIEvyzVeUKAs6Uf2EeoqD,LeAnn Rimes,2d3VHzlOEwXvmBdS4pzOPL,spotify:artist:2d3VHzlOEwXvmBdS4pzOPL,266.973,18,66,2003-11-18,0.577,0.462,2,-7.989,1,0.0279,0.128,0.0,0.0822,0.258,128.303,"['country', 'country dawn', 'dance pop', 'pop rock']",[]
1,You Make Me Wanna...,https://open.spotify.com/track/47TqCCnEliDp8NRDyIQoQq,47TqCCnEliDp8NRDyIQoQq,spotify:track:47TqCCnEliDp8NRDyIQoQq,My Way,0fQdoem8dnrl80YcZzQ8f0,spotify:album:0fQdoem8dnrl80YcZzQ8f0,Usher,23zg3TcAtWQy7J6upgbUnj,spotify:artist:23zg3TcAtWQy7J6upgbUnj,219.12,10,66,1997-09-16,0.761,0.639,5,-7.577,0,0.0539,0.0359,0.0,0.0945,0.922,164.088,"['atl hip hop', 'dance pop', 'pop', 'r&b', 'urban contemporary']",[]
2,Together Again,https://open.spotify.com/track/1GrikfH0jDejDvrxo84n4P,1GrikfH0jDejDvrxo84n4P,spotify:track:1GrikfH0jDejDvrxo84n4P,The Velvet Rope,6ZANEjETQ9L9pjBuvOAhCQ,spotify:album:6ZANEjETQ9L9pjBuvOAhCQ,Janet Jackson,4qwGe91Bz9K2T8jXTZ815W,spotify:artist:4qwGe91Bz9K2T8jXTZ815W,301.2,22,66,1997-10-07,0.873,0.591,7,-8.942,1,0.102,0.0788,0.0071,0.104,0.496,123.091,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'pop', 'r&b', 'urban contemporary']",[]
4,My Body - LSG Remix,https://open.spotify.com/track/6ECu5C8I4m5tUW7HXN5UIB,6ECu5C8I4m5tUW7HXN5UIB,spotify:track:6ECu5C8I4m5tUW7HXN5UIB,Ghost: Electro Anthems,4C4KajelXin9GSPQeza1YY,spotify:album:4C4KajelXin9GSPQeza1YY,LSG,1J3nCyJ2KtGhh9JuywOrVD,spotify:artist:1J3nCyJ2KtGhh9JuywOrVD,424.133,24,0,2020-02-14,0.732,0.797,10,-8.416,0,0.076,0.0647,0.88,0.137,0.139,124.99,"['neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",[]
5,Feel so good - Instrumental,https://open.spotify.com/track/5ao4bepRM7sahxGX6PR2ml,5ao4bepRM7sahxGX6PR2ml,spotify:track:5ao4bepRM7sahxGX6PR2ml,Feel so good,0aMNZhAToDfHsUp3mUavep,spotify:album:0aMNZhAToDfHsUp3mUavep,MaseWonder,560ui2GbbsNVhBH0B4360C,spotify:artist:560ui2GbbsNVhBH0B4360C,200.392,2,0,2016-08-26,0.919,0.664,0,-7.082,1,0.118,0.182,0.0465,0.112,0.372,120.049,[],[]
6,Show Me Love - Radio Version,https://open.spotify.com/track/6SluaPiV04KOaRTOIScoff,6SluaPiV04KOaRTOIScoff,spotify:track:6SluaPiV04KOaRTOIScoff,Robyn Is Here,5OvepfQiCFMCzML6fTgrBW,spotify:album:5OvepfQiCFMCzML6fTgrBW,Robyn,6UE7nl9mha6s8z0wFQFIZ2,spotify:artist:6UE7nl9mha6s8z0wFQFIZ2,229.226,14,59,1995-10-13,0.546,0.643,6,-4.069,0,0.0437,0.0746,0.0,0.213,0.706,181.838,"['art pop', 'dance pop', 'electropop', 'pop', 'pop rock', 'scandipop', 'swedish electropop', 'swedish pop']",[]
7,Truly Madly Deeply,https://open.spotify.com/track/013AWvizllIUEC2FOBzOnh,013AWvizllIUEC2FOBzOnh,spotify:track:013AWvizllIUEC2FOBzOnh,Savage Garden,64peTvbTLBDeSBu0GsCRE4,spotify:album:64peTvbTLBDeSBu0GsCRE4,Savage Garden,3NRFinRTEqUCfaTTZmk8ek,spotify:artist:3NRFinRTEqUCfaTTZmk8ek,277.266,11,73,1997-03-04,0.555,0.698,0,-8.874,1,0.0287,0.403,0.0,0.0851,0.816,168.12,"['boy band', 'dance pop', 'europop', 'pop rock']",[]
8,My Love Is the Shhh!,https://open.spotify.com/track/3TS25nchaYIPb2Y2fw6cbb,3TS25nchaYIPb2Y2fw6cbb,spotify:track:3TS25nchaYIPb2Y2fw6cbb,This Time It's Personal,7H9HgzKgHs2Bb5BM6tmXE3,spotify:album:7H9HgzKgHs2Bb5BM6tmXE3,Somethin' For The People,1Hu56IprUt6GltqTkpvguI,spotify:artist:1Hu56IprUt6GltqTkpvguI,281.746,16,43,1997-09-12,0.779,0.715,2,-5.886,0,0.0368,0.297,0.0,0.157,0.621,126.036,"['new jack swing', 'r&b', 'urban contemporary']",[]
9,Tubthumping,https://open.spotify.com/track/5YScXJKtefsgdskIy60N7A,5YScXJKtefsgdskIy60N7A,spotify:track:5YScXJKtefsgdskIy60N7A,Tubthumper,0x3uUHhj8bCoM5Uzi5FNIv,spotify:album:0x3uUHhj8bCoM5Uzi5FNIv,Chumbawamba,0TcYeHEK9sBtv7xPbKhzHz,spotify:artist:0TcYeHEK9sBtv7xPbKhzHz,278.96,12,61,1997-01-01,0.263,0.871,2,-7.496,1,0.131,0.106,0.0,0.363,0.622,206.679,['anarcho-punk'],[]
10,A Song For Mama,https://open.spotify.com/track/6FuJokk9FHx0E00SZ8ib8X,6FuJokk9FHx0E00SZ8ib8X,spotify:track:6FuJokk9FHx0E00SZ8ib8X,Evolution,4zLchzG29ngh0MJgiy5GQx,spotify:album:4zLchzG29ngh0MJgiy5GQx,Boyz II Men,6O74knDqdv3XaWtkII7Xjp,spotify:artist:6O74knDqdv3XaWtkII7Xjp,303.373,13,50,1997-03-23,0.569,0.44,7,-8.948,1,0.035,0.471,0.0,0.143,0.151,75.001,"['boy band', 'new jack swing', 'pop', 'quiet storm', 'r&b', 'urban contemporary']",[]
12,I Don't Want to Wait,https://open.spotify.com/track/5MDQNJ7SZTytJwCbWKqJDL,5MDQNJ7SZTytJwCbWKqJDL,spotify:track:5MDQNJ7SZTytJwCbWKqJDL,This Fire,5cUiPJUUMfNQr0ELSDGscs,spotify:album:5cUiPJUUMfNQr0ELSDGscs,Paula Cole,08DLZqQd6XDAVteF9nSEJ1,spotify:artist:08DLZqQd6XDAVteF9nSEJ1,320.026,11,60,1996,0.41,0.468,11,-8.177,1,0.0553,0.298,1.19e-05,0.0426,0.475,177.508,"['ectofolk', 'folk', 'lilith', 'new wave pop', 'pop rock', 'singer-songwriter']",[]
13,The One I Gave my Heart to,https://open.spotify.com/track/5Hr3o3xLPcMfruYm8Fd5EN,5Hr3o3xLPcMfruYm8Fd5EN,spotify:track:5Hr3o3xLPcMfruYm8Fd5EN,Cloak and Dagger - The Complete Fantasy Playlist,52bBONEkxLev2MXrEg6cV4,spotify:album:52bBONEkxLev2MXrEg6cV4,Aaliyah,0urTpYCsixqZwgNTkPJOJ4,spotify:artist:0urTpYCsixqZwgNTkPJOJ4,270.893,20,36,2018-09-25,0.698,0.48,7,-7.932,1,0.0392,0.378,0.0,0.123,0.345,125.343,"['dance pop', 'hip pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",[]
14,We're Not Making Love No More,https://open.spotify.com/track/0fW2lTbzO1dcd2uahQUtwV,0fW2lTbzO1dcd2uahQUtwV,spotify:track:0fW2lTbzO1dcd2uahQUtwV,Hits,6EnEIHhrTtnWKKlWsHicTU,spotify:album:6EnEIHhrTtnWKKlWsHicTU,Dru Hill,1255GTUKNCLCTvH9ctD4cT,spotify:artist:1255GTUKNCLCTvH9ctD4cT,292.506,17,47,2005-10-11,0.569,0.511,3,-6.88,0,0.0349,0.257,0.0,0.0997,0.193,114.047,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'quiet storm', 'r&b', 'southern hip hop', 'urban contemporary']",[]
