,song_name,song_link,song_id,song_uri,album_name,album_id,album_uri,artist_name,artist_id,artist_uri,duration_seconds,album_song_count,song_popularity,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_genres,album_genres
0,Independent Women Part 1,https://open.spotify.com/track/0J2Wgm8zu6y5qKOFgYjv9H,0J2Wgm8zu6y5qKOFgYjv9H,spotify:track:0J2Wgm8zu6y5qKOFgYjv9H,"A Tribute to R&B Icons Alicia Keys, Mary J. Blige, Destiny's Child and Beyonce",7w3LAYnbEAXtizEHVyUc17,spotify:album:7w3LAYnbEAXtizEHVyUc17,The Hit Crew,76PJKS3IQsf4sSayx2taE0,spotify:artist:76PJKS3IQsf4sSayx2taE0,217.68,22,6,2012-06-19,0.747,0.638,6,-6.137,0,0.245,0.107,6.44e-06,0.126,0.947,97.99,[],[]
1,He Loves U Not (Karaoke Version),https://open.spotify.com/track/4CiQ45N5V43BWaPWWFVRaJ,4CiQ45N5V43BWaPWWFVRaJ,spotify:track:4CiQ45N5V43BWaPWWFVRaJ,Karaoke (In the Style of Dream),62DiHJAvmBW29Ly2kyk8NL,spotify:album:62DiHJAvmBW29Ly2kyk8NL,Ameritz Digital Karaoke,7ihHolAdjjtkPQNBV3dwwX,spotify:artist:7ihHolAdjjtkPQNBV3dwwX,225.812,4,0,2013-01-31,0.595,0.877,1,-11.787,1,0.0579,0.026,2.85e-06,0.419,0.394,156.972,['karaoke'],[]
3,With Arms Wide Open,https://open.spotify.com/track/0eKyHwckh9vQb8ncZ2DXCs,0eKyHwckh9vQb8ncZ2DXCs,spotify:track:0eKyHwckh9vQb8ncZ2DXCs,Human Clay,3Nyjm9NBEdiaiWr2BEaV46,spotify:album:3Nyjm9NBEdiaiWr2BEaV46,Creed,43sZBwHjahUvgbx1WNIkIz,spotify:artist:43sZBwHjahUvgbx1WNIkIz,274.8,12,63,1999-01-01,0.41,0.539,0,-8.412,1,0.0302,0.00425,0.00089,0.117,0.141,138.852,"['alternative metal', 'nu metal', 'pop rock', 'post-grunge', 'rock']",[]
4,Ms. Jackson,https://open.spotify.com/track/0I3q5fE6wg7LIfHGngUTnV,0I3q5fE6wg7LIfHGngUTnV,spotify:track:0I3q5fE6wg7LIfHGngUTnV,Stankonia,2tm3Ht61kqqRZtIYsBjxEj,spotify:album:2tm3Ht61kqqRZtIYsBjxEj,OutKast,1G9G7WwrXka3Z1r7aIDjI7,spotify:artist:1G9G7WwrXka3Z1r7aIDjI7,270.506,24,76,2000-10-31,0.843,0.805,4,-5.946,0,0.269,0.142,0.0,0.0771,0.615,94.946,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",[]
5,The Way You Love Me,https://open.spotify.com/track/6vgN6KGstss0GnBbKlMNK9,6vgN6KGstss0GnBbKlMNK9,spotify:track:6vgN6KGstss0GnBbKlMNK9,Breathe,3BGPil8BDPVoDK0lnUPtvb,spotify:album:3BGPil8BDPVoDK0lnUPtvb,Faith Hill,25NQNriVT2YbSW80ILRWJa,spotify:artist:25NQNriVT2YbSW80ILRWJa,186.066,13,55,1999-11-09,0.627,0.716,2,-7.175,1,0.0352,0.127,0.0,0.0344,0.734,101.99,"['contemporary country', 'country', 'country dawn', 'country road', 'pop rock']",[]
6,If You're Gone,https://open.spotify.com/track/2f5N826udWfjT9iomeaBJt,2f5N826udWfjT9iomeaBJt,spotify:track:2f5N826udWfjT9iomeaBJt,Mad Season,2HqQR5SkxWX7uUWaxlLksn,spotify:album:2HqQR5SkxWX7uUWaxlLksn,Matchbox Twenty,3Ngh2zDBRPEriyxQDAMKd1,spotify:artist:3Ngh2zDBRPEriyxQDAMKd1,274.933,13,64,2000-05-23,0.544,0.659,9,-7.191,1,0.0298,0.427,1.33e-06,0.126,0.361,109.933,"['neo mellow', 'pop rock', 'post-grunge']",[]
7,Kryptonite,https://open.spotify.com/track/6ZOBP3NvffbU4SZcrnt1k6,6ZOBP3NvffbU4SZcrnt1k6,spotify:track:6ZOBP3NvffbU4SZcrnt1k6,The Better Life,5gO2acKSOaJnP0Mcy8IpU6,spotify:album:5gO2acKSOaJnP0Mcy8IpU6,3 Doors Down,2RTUTCvo6onsAnheUk3aL9,spotify:artist:2RTUTCvo6onsAnheUk3aL9,233.933,11,76,2000,0.545,0.865,11,-5.708,0,0.0286,0.00664,1.12e-05,0.168,0.543,99.01,"['alternative metal', 'nu metal', 'pop rock', 'post-grunge']",[]
8,Dance with Me,https://open.spotify.com/track/1C2Q3AymKS17bw7T5gfq6p,1C2Q3AymKS17bw7T5gfq6p,spotify:track:1C2Q3AymKS17bw7T5gfq6p,Dance With Me,0oFog5D96o6hSZXSj0obCn,spotify:album:0oFog5D96o6hSZXSj0obCn,Debelah Morgan,0tRRrNLQY5rejEDVSjy4w3,spotify:artist:0tRRrNLQY5rejEDVSjy4w3,220.106,15,41,2000,0.85,0.674,7,-7.981,0,0.0373,0.309,0.000645,0.0356,0.74,115.005,['urban contemporary'],[]
9,I Just Wanna Love U (Give It 2 Me),https://open.spotify.com/track/0s46SltT4On0Z6kglK1I5c,0s46SltT4On0Z6kglK1I5c,spotify:track:0s46SltT4On0Z6kglK1I5c,The Dynasty,3VfeeJElCEDeXlDiNZbn3E,spotify:album:3VfeeJElCEDeXlDiNZbn3E,JAY-Z,3nFkdlSjzX9mRTtwJOzDYB,spotify:artist:3nFkdlSjzX9mRTtwJOzDYB,227.866,16,57,2000-10-31,0.8,0.922,4,-5.125,0,0.24,0.301,9.31e-06,0.0352,0.801,98.631,"['east coast hip hop', 'hip hop', 'pop rap', 'rap']",[]
10,This I Promise You,https://open.spotify.com/track/46n2EGFnPC3tzWCN1Aqe26,46n2EGFnPC3tzWCN1Aqe26,spotify:track:46n2EGFnPC3tzWCN1Aqe26,No Strings Attached,20RMokVwJ2wjQ0s8FOdOFC,spotify:album:20RMokVwJ2wjQ0s8FOdOFC,*NSYNC,6Ff53KvcvAj5U7Z1vojB5o,spotify:artist:6Ff53KvcvAj5U7Z1vojB5o,284.76,12,69,2000-03-21,0.55,0.587,2,-6.279,1,0.0329,0.354,0.0,0.128,0.466,165.975,"['boy band', 'dance pop', 'europop', 'pop']",[]
11,Gotta Tell You,https://open.spotify.com/track/7ccz9p1ErD6Kq5ZSQmyvLm,7ccz9p1ErD6Kq5ZSQmyvLm,spotify:track:7ccz9p1ErD6Kq5ZSQmyvLm,Gotta Tell You,0qBAPMZBIkek4j6MIRLK3v,spotify:album:0qBAPMZBIkek4j6MIRLK3v,Samantha Mumba,7L12TqJ0fbwtFljTbwfwRI,spotify:artist:7L12TqJ0fbwtFljTbwfwRI,201.066,11,43,2000,0.741,0.753,0,-4.528,0,0.0277,0.215,1.11e-06,0.189,0.771,109.998,"['bubblegum dance', 'dance pop', 'europop']",[]
12,Most Girls,https://open.spotify.com/track/635PqgECfFbL0MNLogX7Yv,635PqgECfFbL0MNLogX7Yv,spotify:track:635PqgECfFbL0MNLogX7Yv,Can't Take Me Home (Expanded Edition),6PSOOxrBZuoLe88zn0wGQr,spotify:album:6PSOOxrBZuoLe88zn0wGQr,P!nk,1KCSPY1glIKqW2TotWuXOR,spotify:artist:1KCSPY1glIKqW2TotWuXOR,298.96,15,51,2000-04-04,0.742,0.732,2,-6.046,0,0.0311,0.0424,0.00444,0.101,0.695,97.923,"['dance pop', 'pop', 'post-teen pop']",[]
13,I Wish - Remix (To the Homies That We Lost),https://open.spotify.com/track/0budOgxFC9sDSG369T6yi9,0budOgxFC9sDSG369T6yi9,spotify:track:0budOgxFC9sDSG369T6yi9,TP-2.com,6wQNHLyPfngt7Yk7g2cw2u,spotify:album:6wQNHLyPfngt7Yk7g2cw2u,R. Kelly,2mxe0TnaNL039ysAj51xPQ,spotify:artist:2mxe0TnaNL039ysAj51xPQ,317.893,19,37,2000-11-07,0.605,0.521,6,-8.961,1,0.0867,0.284,0.0,0.0957,0.295,85.04,[],[]
