,song_name,song_link,song_id,song_uri,album_name,album_id,album_uri,artist_name,artist_id,artist_uri,duration_seconds,album_song_count,song_popularity,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_genres,album_genres
0,Don't Forget About Us,https://open.spotify.com/track/2hQU8LNZFUcXLUwqeABX3K,2hQU8LNZFUcXLUwqeABX3K,spotify:track:2hQU8LNZFUcXLUwqeABX3K,The Emancipation of Mimi,0yv6r2Prvx8j0tibLJf9pj,spotify:album:0yv6r2Prvx8j0tibLJf9pj,Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,spotify:artist:4iHNK0tOyZPYnBU7nGAgpQ,233.866,18,56,2005-01-01,0.7,0.529,10,-6.816,0,0.0395,0.0422,0.0,0.101,0.386,143.555,"['dance pop', 'pop', 'r&b', 'urban contemporary']",[]
1,Run It!,https://open.spotify.com/track/197upxP5u4NherktLyhDl0,197upxP5u4NherktLyhDl0,spotify:track:197upxP5u4NherktLyhDl0,00s Party Mixtape,6uEj5L8M2kF3TrxjcnH5q0,spotify:album:6uEj5L8M2kF3TrxjcnH5q0,Chris Brown,7bXgB6jMjp9ATFy66eO08Z,spotify:artist:7bXgB6jMjp9ATFy66eO08Z,195.306,50,39,2015-09-04,0.871,0.495,1,-7.57,0,0.0466,0.0127,0.0,0.0882,0.191,100.996,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",[]
3,Laffy Taffy,https://open.spotify.com/track/2ajhenDRiiAnCHHjsIOHhJ,2ajhenDRiiAnCHHjsIOHhJ,spotify:track:2ajhenDRiiAnCHHjsIOHhJ,Down For Life,5PE3OnyEPOlTShpjij8Wfp,spotify:album:5PE3OnyEPOlTShpjij8Wfp,D4L,4AllEJE7mVkhhyUV6DjqPz,spotify:artist:4AllEJE7mVkhhyUV6DjqPz,224.253,14,66,2005-11-08,0.891,0.439,7,-7.994,0,0.428,0.0351,0.0,0.0932,0.622,77.499,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'southern hip hop', 'trap']",[]
4,Stickwitu,https://open.spotify.com/track/4NjR63Up0uMkQBlKvlZd1l,4NjR63Up0uMkQBlKvlZd1l,spotify:track:4NjR63Up0uMkQBlKvlZd1l,PCD,5x8e8UcCeOgrOzSnDGuPye,spotify:album:5x8e8UcCeOgrOzSnDGuPye,The Pussycat Dolls,6wPhSqRtPu1UhRCDX5yaDJ,spotify:artist:6wPhSqRtPu1UhRCDX5yaDJ,207.506,12,63,2005-01-01,0.655,0.54,9,-6.482,1,0.0516,0.268,0.0,0.068,0.43,79.983,"['dance pop', 'girl group', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",[]
5,Photograph,https://open.spotify.com/track/3hb2ScEVkGchcAQqrPLP0R,3hb2ScEVkGchcAQqrPLP0R,spotify:track:3hb2ScEVkGchcAQqrPLP0R,All the Right Reasons,3eZd2XbhLyPcgbgcsLTZh3,spotify:album:3eZd2XbhLyPcgbgcsLTZh3,Nickelback,6deZN1bslXzeGvOLaLMOIF,spotify:artist:6deZN1bslXzeGvOLaLMOIF,258.92,11,66,2005-09-26,0.513,0.877,8,-3.756,1,0.0292,0.000932,0.000163,0.136,0.389,145.919,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']",[]
6,Gold Digger (As Made Famous By Kanye West Featuring Jamie Foxx),https://open.spotify.com/track/6ZRlVQTyAj1BgAYp74gmBO,6ZRlVQTyAj1BgAYp74gmBO,spotify:track:6ZRlVQTyAj1BgAYp74gmBO,Drew's Famous # 1 Karaoke Hits: 2000's Party Hits Vol. 2,4JNAQ2MPnM6oh5GSUUic8o,spotify:album:4JNAQ2MPnM6oh5GSUUic8o,The Karaoke Crew,0GRelLAVHzwasg0Ja7gJUy,spotify:artist:0GRelLAVHzwasg0Ja7gJUy,227.013,30,0,2011-02-15,0.776,0.577,6,-6.465,0,0.294,0.000271,2.22e-05,0.154,0.654,184.914,['karaoke'],[]
7,Check On It (feat. Bun B & Slim Thug) - Bama Boyz Remix featuring Bun B and Slim Thug,https://open.spotify.com/track/7byWBvitPVbnTX6M7AyM2s,7byWBvitPVbnTX6M7AyM2s,spotify:track:7byWBvitPVbnTX6M7AyM2s,Check On It (Remix 5 Pak) (feat. Bun B & Slim Thug),7rzuaWl7eker4dHdJsBfGr,spotify:album:7rzuaWl7eker4dHdJsBfGr,Beyoncé,6vWDO969PvNqNYHIOW5v0m,spotify:artist:6vWDO969PvNqNYHIOW5v0m,234.333,5,8,2006-01-31,0.718,0.733,2,-5.401,1,0.297,0.0141,0.0,0.308,0.503,166.06,"['dance pop', 'pop', 'post-teen pop', 'r&b']",[]
8,Because of You,https://open.spotify.com/track/3f3omU8n47Mqyab5nCaGyT,3f3omU8n47Mqyab5nCaGyT,spotify:track:3f3omU8n47Mqyab5nCaGyT,Breakaway,5gDAEao3VxFdbm8vS0koQq,spotify:album:5gDAEao3VxFdbm8vS0koQq,Kelly Clarkson,3BmGtnKgCSGYIUhmivXKWX,spotify:artist:3BmGtnKgCSGYIUhmivXKWX,219.493,12,71,2004-01-17,0.583,0.584,5,-5.362,0,0.0314,0.254,0.0,0.123,0.136,140.039,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show', 'urban contemporary']",[]
9,There It Go (The Whistle Song),https://open.spotify.com/track/50UkypyQJbSQLaXHke5Yep,50UkypyQJbSQLaXHke5Yep,spotify:track:50UkypyQJbSQLaXHke5Yep,What The Game's Been Missing!,1UnAHcFabsZQnZbPQRuwq8,spotify:album:1UnAHcFabsZQnZbPQRuwq8,Juelz Santana,6Uh8uJyN9g7oFjDK16nJgb,spotify:artist:6Uh8uJyN9g7oFjDK16nJgb,180.493,22,56,2005-01-01,0.942,0.892,6,-6.363,0,0.196,0.023,0.000897,0.264,0.595,100.007,"['gangster rap', 'harlem hip hop', 'hip hop', 'nyc rap', 'pop rap', 'rap', 'trap']",[]
10,My Humps,https://open.spotify.com/track/7GTDDQCOacgaL3Bj16PPgn,7GTDDQCOacgaL3Bj16PPgn,spotify:track:7GTDDQCOacgaL3Bj16PPgn,The Black Eyed Peas,5kthdznS7EgZJXdAs4c8YH,spotify:album:5kthdznS7EgZJXdAs4c8YH,Sitar Inspirations,34gEhroq1JVwlU5p8advmp,spotify:artist:34gEhroq1JVwlU5p8advmp,228.805,9,1,2009-12-15,0.3,0.98,0,-3.09,0,0.344,0.615,0.322,0.074,0.195,67.859,[],[]
