,song_name,song_link,song_id,song_uri,album_name,album_id,album_uri,artist_name,artist_id,artist_uri,duration_seconds,album_song_count,song_popularity,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_genres,album_genres
0,Hello,https://open.spotify.com/track/4sPmO7WMQUAf45kwMOtONw,4sPmO7WMQUAf45kwMOtONw,spotify:track:4sPmO7WMQUAf45kwMOtONw,25,0K4pIOOsfJ9lK8OjrZfXzd,spotify:album:0K4pIOOsfJ9lK8OjrZfXzd,Adele,4dpARuHxo51G3z768sgnrY,spotify:artist:4dpARuHxo51G3z768sgnrY,295.493,11,71,2016-06-24,0.481,0.451,5,-6.095,0,0.0347,0.336,0.0,0.0872,0.289,157.966,"['british soul', 'pop', 'uk pop']",[]
1,Sorry,https://open.spotify.com/track/09CtPGIpYB4BrO8qb1RGsF,09CtPGIpYB4BrO8qb1RGsF,spotify:track:09CtPGIpYB4BrO8qb1RGsF,Purpose (Deluxe),6Fr2rQkZ383FcMqFyT7yPr,spotify:album:6Fr2rQkZ383FcMqFyT7yPr,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,spotify:artist:1uNFoZAHBGtllmzznpCI3s,200.786,19,80,2015-11-13,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945,"['canadian pop', 'pop', 'post-teen pop']",[]
2,Hotline Bling,https://open.spotify.com/track/0wwPcA6wtMf6HUMpIRdeP7,0wwPcA6wtMf6HUMpIRdeP7,spotify:track:0wwPcA6wtMf6HUMpIRdeP7,Views,40GMAhriYJRO1rsY4YdrZb,spotify:album:40GMAhriYJRO1rsY4YdrZb,Drake,3TVXtAsR1Inumwj472S9r4,spotify:artist:3TVXtAsR1Inumwj472S9r4,267.066,20,76,2016-05-06,0.891,0.625,2,-7.861,1,0.0558,0.00261,0.000176,0.0504,0.548,134.967,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",[]
3,What Do You Mean?,https://open.spotify.com/track/4B0JvthVoAAuygILe3n4Bs,4B0JvthVoAAuygILe3n4Bs,spotify:track:4B0JvthVoAAuygILe3n4Bs,Purpose (Deluxe),6Fr2rQkZ383FcMqFyT7yPr,spotify:album:6Fr2rQkZ383FcMqFyT7yPr,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,spotify:artist:1uNFoZAHBGtllmzznpCI3s,205.68,19,77,2015-11-13,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,"['canadian pop', 'pop', 'post-teen pop']",[]
4,Love Yourself (Justin Bieber Cover) - Live DR Output 2016,https://open.spotify.com/track/7CzhIfOec1ehR2XQdYkg1l,7CzhIfOec1ehR2XQdYkg1l,spotify:track:7CzhIfOec1ehR2XQdYkg1l,Love Yourself (Justin Bieber Cover) [Live DR Output 2016],5Zw394ez3zdg4Mpei1wTLB,spotify:album:5Zw394ez3zdg4Mpei1wTLB,Nabiha,0nYStwwY321ISCu6BGJq98,spotify:artist:0nYStwwY321ISCu6BGJq98,213.739,1,20,2016-03-14,0.473,0.403,5,-9.105,1,0.231,0.482,0.0,0.0749,0.459,97.945,['danish pop'],[]
5,The Hills,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB,7fBv7CLKzipRk6EC6TWHOB,spotify:track:7fBv7CLKzipRk6EC6TWHOB,Beauty Behind The Madness,0P3oVJBFOv3TDXlYRhGL7s,spotify:album:0P3oVJBFOv3TDXlYRhGL7s,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ,242.253,14,83,2015-08-28,0.58,0.565,0,-7.065,0,0.0488,0.0671,0.0,0.135,0.138,112.986,"['canadian contemporary r&b', 'canadian pop', 'pop']",[]
6,Stitches,https://open.spotify.com/track/5jsw9uXEGuKyJzs0boZ1bT,5jsw9uXEGuKyJzs0boZ1bT,spotify:track:5jsw9uXEGuKyJzs0boZ1bT,Handwritten,6sUOosXuYt0oUeczJRbedZ,spotify:album:6sUOosXuYt0oUeczJRbedZ,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,spotify:artist:7n2wHs1TKAczGzO7Dd2rGr,206.88,13,73,2015-04-14,0.746,0.754,1,-6.681,1,0.067,0.0152,0.0,0.0486,0.764,149.882,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",[]
7,Here,https://open.spotify.com/track/1wYZZtamWTQAoj8B812uKQ,1wYZZtamWTQAoj8B812uKQ,spotify:track:1wYZZtamWTQAoj8B812uKQ,Know-It-All (Deluxe),3rDbA12I5duZnlwakqDdZa,spotify:album:3rDbA12I5duZnlwakqDdZa,Alessia Cara,2wUjUUtkb5lvLKcGKsKqsR,spotify:artist:2wUjUUtkb5lvLKcGKsKqsR,199.453,13,64,2015-11-13,0.376,0.821,0,-3.974,1,0.104,0.0785,0.0,0.0823,0.331,120.462,"['canadian contemporary r&b', 'canadian pop', 'dance pop', 'electropop', 'pop', 'post-teen pop']",[]
8,Same Old Love,https://open.spotify.com/track/1BZG99C7Co1r6QUC3zaS59,1BZG99C7Co1r6QUC3zaS59,spotify:track:1BZG99C7Co1r6QUC3zaS59,Revival (Deluxe),7lDBDk8OQarV5dBMu3qrdz,spotify:album:7lDBDk8OQarV5dBMu3qrdz,Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx,229.08,14,64,2015-10-09,0.672,0.593,11,-4.01,0,0.0304,0.0223,0.0,0.214,0.438,98.02,"['dance pop', 'pop', 'post-teen pop']",[]
11,Ex's & Oh's,https://open.spotify.com/track/70eDxAyAraNTiD6lx2ZEnH,70eDxAyAraNTiD6lx2ZEnH,spotify:track:70eDxAyAraNTiD6lx2ZEnH,Love Stuff,0B4eikFaUJcf3hc6DaSVov,spotify:album:0B4eikFaUJcf3hc6DaSVov,Elle King,3bhu7P5PfngueRHiB9hjcx,spotify:artist:3bhu7P5PfngueRHiB9hjcx,202.173,12,71,2015-02-13,0.612,0.921,7,-2.879,1,0.0848,0.0183,0.0,0.0576,0.453,139.986,[],[]
