,song_name,song_link,song_id,song_uri,album_name,album_id,album_uri,artist_name,artist_id,artist_uri,duration_seconds,album_song_count,song_popularity,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_genres,album_genres
0,No One,https://open.spotify.com/track/6IwKcFdiRQZOWeYNhUiWIv,6IwKcFdiRQZOWeYNhUiWIv,spotify:track:6IwKcFdiRQZOWeYNhUiWIv,As I Am (Expanded Edition),6KlxyxhXEDo1LdheFulN7h,spotify:album:6KlxyxhXEDo1LdheFulN7h,Alicia Keys,3DiDSECUqqY1AuBP8qtaIa,spotify:artist:3DiDSECUqqY1AuBP8qtaIa,253.813,17,79,2007-11-09,0.644,0.548,1,-5.416,0,0.0286,0.0209,8.68e-06,0.134,0.166,90.042,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",[]
1,Low (In the style of Flo Rida Featuring T Pain),https://open.spotify.com/track/6rP7Qm2aMbWSBqJSFdEizv,6rP7Qm2aMbWSBqJSFdEizv,spotify:track:6rP7Qm2aMbWSBqJSFdEizv,Karaoke Most Downloaded 2008 Volume 1,7E9nmzYA7tBNaSkOq6AFi8,spotify:album:7E9nmzYA7tBNaSkOq6AFi8,2000s Karaoke Band,7u7ORV6MVjId1jfJwMdakL,spotify:artist:7u7ORV6MVjId1jfJwMdakL,241.541,15,0,2010-02-17,0.773,0.291,11,-11.983,1,0.0507,0.734,0.00794,0.0957,0.244,150.903,[],[]
4,Clumsy,https://open.spotify.com/track/50xeLNGKmskmYUSINhqvfa,50xeLNGKmskmYUSINhqvfa,spotify:track:50xeLNGKmskmYUSINhqvfa,The Dutchess,3t8HFQNlwLBW7htwLvFfzA,spotify:album:3t8HFQNlwLBW7htwLvFfzA,Fergie,3r17AfJCCUqC9Lf0OAc73G,spotify:artist:3r17AfJCCUqC9Lf0OAc73G,240.426,13,58,2006-01-01,0.731,0.563,2,-4.046,1,0.131,0.191,0.00042,0.296,0.452,184.009,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",[]
5,Bubbly,https://open.spotify.com/track/0rFOs9paloAvEtzwDX1Kmc,0rFOs9paloAvEtzwDX1Kmc,spotify:track:0rFOs9paloAvEtzwDX1Kmc,Coco,0gX4aTUhxNbdFTJBXX7OrH,spotify:album:0gX4aTUhxNbdFTJBXX7OrH,Colbie Caillat,6aZyMrc4doVtZyKNilOmwu,spotify:artist:6aZyMrc4doVtZyKNilOmwu,196.28,12,68,2007-01-01,0.697,0.474,9,-6.663,1,0.0351,0.603,0.0,0.11,0.249,127.907,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",[]
6,Paralyzer,https://open.spotify.com/track/28IEbk5a7twNTbUEvWslUb,28IEbk5a7twNTbUEvWslUb,spotify:track:28IEbk5a7twNTbUEvWslUb,Them Vs. You Vs. Me (Deluxe Edition),2pCfqddO9tLKRz3wzSNGsZ,spotify:album:2pCfqddO9tLKRz3wzSNGsZ,Finger Eleven,0niJkG4tKkne3zwr7I8n9n,spotify:artist:0niJkG4tKkne3zwr7I8n9n,208.106,16,68,2007-01-01,0.644,0.939,11,-3.486,0,0.0456,0.157,0.0,0.233,0.861,106.031,"['alternative metal', 'canadian rock', 'funk metal', 'nu metal', 'post-grunge', 'rap rock', 'wrestling']",[]
7,Tattoo,https://open.spotify.com/track/3Ui2jdyxbZQrZohfM0NOgG,3Ui2jdyxbZQrZohfM0NOgG,spotify:track:3Ui2jdyxbZQrZohfM0NOgG,Jordin Sparks,6JCNOvp9UeMrFuXwNW0JW6,spotify:album:6JCNOvp9UeMrFuXwNW0JW6,Jordin Sparks,2AQjGvtT0pFYfxR3neFcvz,spotify:artist:2AQjGvtT0pFYfxR3neFcvz,233.466,16,63,2007-11-20,0.566,0.766,2,-5.036,1,0.0399,0.431,0.0,0.101,0.547,168.005,"['dance pop', 'neo mellow', 'pop', 'pop rap', 'pop rock', 'post-teen pop', 'r&b', 'urban contemporary', 'viral pop']",[]
8,Hate That I Love You (In the style of Rihanna featuring Ne-Yo),https://open.spotify.com/track/4iXzEQDNkDdogz3pYwiQPS,4iXzEQDNkDdogz3pYwiQPS,spotify:track:4iXzEQDNkDdogz3pYwiQPS,2000s Divas Karaoke Volume 9,5IenAhxBjfX27UzYSNV4pz,spotify:album:5IenAhxBjfX27UzYSNV4pz,2000's Karaoke Band,4PDRKshhxFTKpZLAI4pQnb,spotify:artist:4PDRKshhxFTKpZLAI4pQnb,219.932,16,0,2010-03-03,0.692,0.734,5,-11.64,0,0.0595,0.441,0.000395,0.114,0.822,94.993,['karaoke'],[]
10,Crank That (Soulja Boy) [Originally Performed by Soulja Boy Tell'em] - Instrumental Version,https://open.spotify.com/track/3cm040EWro2UVWOxLr4G90,3cm040EWro2UVWOxLr4G90,spotify:track:3cm040EWro2UVWOxLr4G90,Karaoke Picks - Rap & Hip Hop,6h5spNAeJsL2uAL8AG4MZI,spotify:album:6h5spNAeJsL2uAL8AG4MZI,Hit The Button Karaoke,16DKwEFDumFEEUJWYSw21m,spotify:artist:16DKwEFDumFEEUJWYSw21m,224.279,32,10,2017-06-11,0.8,0.318,8,-12.032,1,0.148,0.0372,0.581,0.0846,0.238,140.182,['karaoke'],[]
12,Like You'll Never See Me Again,https://open.spotify.com/track/3JHDtmFdX9kdx9wz0md98U,3JHDtmFdX9kdx9wz0md98U,spotify:track:3JHDtmFdX9kdx9wz0md98U,As I Am (Expanded Edition),6KlxyxhXEDo1LdheFulN7h,spotify:album:6KlxyxhXEDo1LdheFulN7h,Alicia Keys,3DiDSECUqqY1AuBP8qtaIa,spotify:artist:3DiDSECUqqY1AuBP8qtaIa,315.36,17,57,2007-11-09,0.562,0.658,7,-8.072,1,0.0314,0.174,0.000285,0.102,0.268,127.81,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",[]
13,Hypnotized (Made Famous by Plies Featuring Akon),https://open.spotify.com/track/6PCLAkqlGfk5SoAp8OmpIm,6PCLAkqlGfk5SoAp8OmpIm,spotify:track:6PCLAkqlGfk5SoAp8OmpIm,Top 50 Hip Hop Beats 2010,0VEO7UhoFwhlmkGf8LF9RJ,spotify:album:0VEO7UhoFwhlmkGf8LF9RJ,Urban Beats,45po7XELMn2kmIGm0jZedi,spotify:artist:45po7XELMn2kmIGm0jZedi,207.89,50,2,2009-12-01,0.79,0.473,2,-14.453,0,0.0498,7.94e-05,0.785,0.0634,0.257,116.584,[],[]
