,song_name,song_link,song_id,song_uri,album_name,album_id,album_uri,artist_name,artist_id,artist_uri,duration_seconds,album_song_count,song_popularity,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_genres,album_genres
0,On Bended Knee,https://open.spotify.com/track/7MYmo0JJJDmu4MZTSAF9y3,7MYmo0JJJDmu4MZTSAF9y3,spotify:track:7MYmo0JJJDmu4MZTSAF9y3,II,1IWhZEOwEoXbOB4a40XaR3,spotify:album:1IWhZEOwEoXbOB4a40XaR3,Boyz II Men,6O74knDqdv3XaWtkII7Xjp,spotify:artist:6O74knDqdv3XaWtkII7Xjp,329.8,13,58,1994-01-01,0.631,0.516,8,-8.225,1,0.0353,0.413,0.0,0.115,0.18,116.654,"['boy band', 'new jack swing', 'pop', 'r&b', 'urban contemporary']",[]
1,Another Night,https://open.spotify.com/track/3pEuO9J2MTEmec8kUfYYvl,3pEuO9J2MTEmec8kUfYYvl,spotify:track:3pEuO9J2MTEmec8kUfYYvl,Another Night,0m4EUHpp4mVnV8AWHT7T7x,spotify:album:0m4EUHpp4mVnV8AWHT7T7x,Real McCoy,2vRfKzjQYJQd67X8x49MOh,spotify:artist:2vRfKzjQYJQd67X8x49MOh,236.933,11,58,1995-03-28,0.813,0.882,7,-7.575,1,0.0402,0.0908,0.00457,0.147,0.874,125.983,"['bubblegum dance', 'diva house', 'eurodance', 'europop', 'german techno', 'hip house']",[]
2,Creep,https://open.spotify.com/track/1aWV3uY3SIEZVbmv45oFWS,1aWV3uY3SIEZVbmv45oFWS,spotify:track:1aWV3uY3SIEZVbmv45oFWS,Crazysexycool,5eg56dCpFn32neJak2vk0f,spotify:album:5eg56dCpFn32neJak2vk0f,TLC,0TImkz4nPqjegtVSMZnMRq,spotify:artist:0TImkz4nPqjegtVSMZnMRq,268.533,16,66,1994-11-15,0.811,0.458,5,-9.688,0,0.0402,0.0193,1.41e-06,0.0526,0.797,92.94,"['atl hip hop', 'dance pop', 'girl group', 'hip hop', 'hip pop', 'new jack swing', 'pop', 'pop rap', 'r&b', 'urban contemporary']",[]
3,Always,https://open.spotify.com/track/2RChe0r2cMoyOvuKobZy44,2RChe0r2cMoyOvuKobZy44,spotify:track:2RChe0r2cMoyOvuKobZy44,Cross Road,0tBfLeYdX3oBnl5NVpot4m,spotify:album:0tBfLeYdX3oBnl5NVpot4m,Bon Jovi,58lV9VcRSjABbAbfWS6skp,spotify:artist:58lV9VcRSjABbAbfWS6skp,353.026,14,75,1994-10-18,0.383,0.659,4,-5.558,1,0.0312,0.117,0.0,0.0778,0.327,140.795,"['glam metal', 'rock']",[]
4,I Wanna Be Down,https://open.spotify.com/track/6N9uyMZf9pbNOuomveWscp,6N9uyMZf9pbNOuomveWscp,spotify:track:6N9uyMZf9pbNOuomveWscp,Brandy,2yHJoGH0mIqYVAHUFKJcZ6,spotify:album:2yHJoGH0mIqYVAHUFKJcZ6,Brandy,05oH07COxkXKIMt6mIPRee,spotify:artist:05oH07COxkXKIMt6mIPRee,291.666,14,59,1994,0.703,0.469,11,-6.515,0,0.0415,0.177,0.0,0.726,0.661,86.038,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop', 'pop rap', 'r&b', 'urban contemporary']",[]
5,I'll Make Love To You,https://open.spotify.com/track/61sQYdFNS6sEBYCyr1q5gn,61sQYdFNS6sEBYCyr1q5gn,spotify:track:61sQYdFNS6sEBYCyr1q5gn,II,1IWhZEOwEoXbOB4a40XaR3,spotify:album:1IWhZEOwEoXbOB4a40XaR3,Boyz II Men,6O74knDqdv3XaWtkII7Xjp,spotify:artist:6O74knDqdv3XaWtkII7Xjp,236.773,13,63,1994-01-01,0.567,0.501,2,-8.038,1,0.0241,0.0995,0.0,0.0986,0.2,142.589,"['boy band', 'new jack swing', 'pop', 'r&b', 'urban contemporary']",[]
6,Before I Let You Go,https://open.spotify.com/track/2rkVoKVEMuct8SmEIGKzBw,2rkVoKVEMuct8SmEIGKzBw,spotify:track:2rkVoKVEMuct8SmEIGKzBw,Blackstreet,26yshjRCAGf1mLJtfTrlsb,spotify:album:26yshjRCAGf1mLJtfTrlsb,Blackstreet,2P3cjUru4H3fhSXXNxE9kA,spotify:artist:2P3cjUru4H3fhSXXNxE9kA,299.8,20,56,1994-01-01,0.67,0.468,1,-6.725,0,0.0328,0.325,0.0,0.0516,0.486,140.069,"['boy band', 'dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'quiet storm', 'r&b', 'rap', 'urban contemporary']",[]
7,Tootsee Roll,https://open.spotify.com/track/0TZiZV8pQ6RBlo3Fmd5LX1,0TZiZV8pQ6RBlo3Fmd5LX1,spotify:track:0TZiZV8pQ6RBlo3Fmd5LX1,199 Quad (w/ Bonus Dvd),0pTv9npSf7D3pqKDi9fad1,spotify:album:0pTv9npSf7D3pqKDi9fad1,69 Boyz,7qeBsFLeNEuzrDhDMbnDwF,spotify:artist:7qeBsFLeNEuzrDhDMbnDwF,256.333,21,36,1994-05-27,0.875,0.651,9,-12.139,0,0.236,0.0316,0.0,0.0754,0.715,133.029,['miami bass'],[]
8,I'm The Only One,https://open.spotify.com/track/4veE1jrMbVSy9FRCiYDGkD,4veE1jrMbVSy9FRCiYDGkD,spotify:track:4veE1jrMbVSy9FRCiYDGkD,Yes I Am,1qzfqlEyzPD0VyCcSSQwZD,spotify:album:1qzfqlEyzPD0VyCcSSQwZD,Melissa Etheridge,01Ppu7N8uYJI8SAONo2YZA,spotify:artist:01Ppu7N8uYJI8SAONo2YZA,295.0,10,57,1993-01-01,0.613,0.476,0,-9.648,1,0.0321,0.0448,0.0,0.0608,0.644,84.938,"['folk', 'heartland rock', 'lilith', 'mellow gold', 'pop rock', 'singer-songwriter']",[]
10,Secret,https://open.spotify.com/track/15FcP9qwmIKqaD5NhfhNpu,15FcP9qwmIKqaD5NhfhNpu,spotify:track:15FcP9qwmIKqaD5NhfhNpu,Bedtime Stories,1saoZHjleM0tAQQoCvpMrB,spotify:album:1saoZHjleM0tAQQoCvpMrB,Madonna,6tbjWDEIzxoDsBA1FuhfPW,spotify:artist:6tbjWDEIzxoDsBA1FuhfPW,304.933,11,50,1994-10-25,0.813,0.655,1,-7.884,1,0.0262,0.101,6.65e-05,0.146,0.46,99.982,"['dance pop', 'pop']",[]
