,song_name,song_link,song_id,song_uri,album_name,album_id,album_uri,artist_name,artist_id,artist_uri,duration_seconds,album_song_count,song_popularity,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_genres,album_genres
0,How You Remind Me,https://open.spotify.com/track/0gmbgwZ8iqyMPmXefof8Yf,0gmbgwZ8iqyMPmXefof8Yf,spotify:track:0gmbgwZ8iqyMPmXefof8Yf,Silver Side Up,5fKL7vMTXvhR9tov8Kqt3u,spotify:album:5fKL7vMTXvhR9tov8Kqt3u,Nickelback,6deZN1bslXzeGvOLaLMOIF,spotify:artist:6deZN1bslXzeGvOLaLMOIF,223.84,10,77,2001-09-11,0.446,0.764,10,-5.042,1,0.033,0.00135,0.0,0.099,0.543,172.094,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']",[]
1,U Got It Bad,https://open.spotify.com/track/7J41dYQolQJEtj3UmKLu5r,7J41dYQolQJEtj3UmKLu5r,spotify:track:7J41dYQolQJEtj3UmKLu5r,8701,6k16WXh4rKyusIoN00rmpi,spotify:album:6k16WXh4rKyusIoN00rmpi,Usher,23zg3TcAtWQy7J6upgbUnj,spotify:artist:23zg3TcAtWQy7J6upgbUnj,247.84,15,69,2001-08-07,0.816,0.5,1,-4.551,1,0.03,0.0227,1.53e-06,0.0733,0.649,124.037,"['atl hip hop', 'dance pop', 'pop', 'r&b', 'urban contemporary']",[]
2,Family Affair,https://open.spotify.com/track/3aw9iWUQ3VrPQltgwvN9Xu,3aw9iWUQ3VrPQltgwvN9Xu,spotify:track:3aw9iWUQ3VrPQltgwvN9Xu,No More Drama,5QJmKwPveBV4IwLlo4OcG4,spotify:album:5QJmKwPveBV4IwLlo4OcG4,Mary J. Blige,1XkoF8ryArs86LZvFOkbyr,spotify:artist:1XkoF8ryArs86LZvFOkbyr,265.866,17,69,2001-01-01,0.911,0.551,8,-3.75,0,0.0449,0.132,4.12e-05,0.0863,0.969,92.887,"['dance pop', 'hip pop', 'neo soul', 'pop', 'pop rap', 'r&b', 'urban contemporary']",[]
3,Get the Party Started,https://open.spotify.com/track/02jcEwywffn3Tsb48fXmlW,02jcEwywffn3Tsb48fXmlW,spotify:track:02jcEwywffn3Tsb48fXmlW,M!ssundaztood (Expanded Edition),57wJKO7qrPw56iOEKhTmg2,spotify:album:57wJKO7qrPw56iOEKhTmg2,P!nk,1KCSPY1glIKqW2TotWuXOR,spotify:artist:1KCSPY1glIKqW2TotWuXOR,192.533,18,66,2001,0.802,0.904,11,-3.267,0,0.0459,0.00108,0.0,0.173,0.961,128.931,"['dance pop', 'pop', 'post-teen pop']",[]
4,Hero,https://open.spotify.com/track/24Gxm7Eh7tO83E26LG0CsY,24Gxm7Eh7tO83E26LG0CsY,spotify:track:24Gxm7Eh7tO83E26LG0CsY,Escape,6whfi6LNFoQnkvrQAWwZix,spotify:album:6whfi6LNFoQnkvrQAWwZix,Enrique Iglesias,7qG3b048QCHVRO5Pv1T5lw,spotify:artist:7qG3b048QCHVRO5Pv1T5lw,264.6,13,62,2001-01-01,0.581,0.651,7,-5.617,1,0.0392,0.143,1.05e-05,0.107,0.146,151.959,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'tropical']",[]
5,"Whenever, Wherever",https://open.spotify.com/track/2lnzGkdtDj5mtlcOW2yRtG,2lnzGkdtDj5mtlcOW2yRtG,spotify:track:2lnzGkdtDj5mtlcOW2yRtG,Laundry Service,4DyMK9x2gnmRkRa16zHaEV,spotify:album:4DyMK9x2gnmRkRa16zHaEV,Shakira,0EmeFodog0BfCgMzAIvKQp,spotify:artist:0EmeFodog0BfCgMzAIvKQp,196.16,13,75,2001-11-13,0.793,0.832,1,-4.862,0,0.0406,0.236,1.12e-05,0.202,0.872,107.661,"['colombian pop', 'dance pop', 'latin', 'latin pop', 'pop']",[]
6,Always On Time (Karaoke in the style of Ja Rule featuring Ashanti),https://open.spotify.com/track/1OFiiULo1op1n4Hh8siCSU,1OFiiULo1op1n4Hh8siCSU,spotify:track:1OFiiULo1op1n4Hh8siCSU,2002 Karaoke Classics Volume 2,3UQxpzzE0de6c8cWxAPlRi,spotify:album:3UQxpzzE0de6c8cWxAPlRi,2000's Karaoke Band,4PDRKshhxFTKpZLAI4pQnb,spotify:artist:4PDRKshhxFTKpZLAI4pQnb,255.906,17,1,2009-09-21,0.817,0.707,5,-9.101,0,0.0584,0.118,0.000133,0.0708,0.622,94.981,['karaoke'],[]
7,Differences,https://open.spotify.com/track/0Uyh92tLyb9JawG8lmWCzJ,0Uyh92tLyb9JawG8lmWCzJ,spotify:track:0Uyh92tLyb9JawG8lmWCzJ,The Life,5IZeegMeRHlyKE6LKrVuYt,spotify:album:5IZeegMeRHlyKE6LKrVuYt,Ginuwine,7r8RF1tN2A4CiGEplkp1oP,spotify:artist:7r8RF1tN2A4CiGEplkp1oP,265.533,15,68,2001-04-03,0.562,0.594,3,-4.578,0,0.0558,0.318,0.0,0.311,0.423,62.876,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop', 'r&b', 'southern hip hop', 'urban contemporary']",[]
8,My Sacrifice,https://open.spotify.com/track/2VSbEXqs6NbNiZSTcHlIDR,2VSbEXqs6NbNiZSTcHlIDR,spotify:track:2VSbEXqs6NbNiZSTcHlIDR,Weathered,2ENlJXygQX6en4iziijet6,spotify:album:2ENlJXygQX6en4iziijet6,Creed,43sZBwHjahUvgbx1WNIkIz,spotify:artist:43sZBwHjahUvgbx1WNIkIz,294.6,11,68,2001-01-01,0.32,0.88,2,-6.035,1,0.0504,0.000101,4.31e-06,0.076,0.257,146.349,"['alternative metal', 'nu metal', 'pop rock', 'post-grunge', 'rock']",[]
10,A Woman's Worth,https://open.spotify.com/track/1NRorokmYEtr1koWybvaE4,1NRorokmYEtr1koWybvaE4,spotify:track:1NRorokmYEtr1koWybvaE4,Songs In A Minor (Expanded Edition),1SLgJeTdzDAJLcDyQqoWnu,spotify:album:1SLgJeTdzDAJLcDyQqoWnu,Alicia Keys,3DiDSECUqqY1AuBP8qtaIa,spotify:artist:3DiDSECUqqY1AuBP8qtaIa,303.333,22,56,2001-06-26,0.667,0.41,4,-8.323,0,0.138,0.331,0.0,0.064,0.493,75.069,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",[]
11,Turn Off The Light,https://open.spotify.com/track/6P8pMrMxdkUtW7Ze6Zx2l1,6P8pMrMxdkUtW7Ze6Zx2l1,spotify:track:6P8pMrMxdkUtW7Ze6Zx2l1,"Whoa, Nelly!",1Tm4dxG0SLeX7VgeHZO9Ix,spotify:album:1Tm4dxG0SLeX7VgeHZO9Ix,Nelly Furtado,2jw70GZXlAI8QzWeY2bgRc,spotify:artist:2jw70GZXlAI8QzWeY2bgRc,276.106,17,56,2000,0.587,0.679,2,-6.26,1,0.0927,0.0839,0.000316,0.413,0.65,180.184,"['canadian latin', 'canadian pop', 'dance pop', 'pop', 'pop rap', 'pop rock']",[]
12,Gone,https://open.spotify.com/track/4CCUjYJPbSXLL23BFeBVbI,4CCUjYJPbSXLL23BFeBVbI,spotify:track:4CCUjYJPbSXLL23BFeBVbI,Celebrity,7zBue2Vuzg4Z3ncRXaIkJg,spotify:album:7zBue2Vuzg4Z3ncRXaIkJg,*NSYNC,6Ff53KvcvAj5U7Z1vojB5o,spotify:artist:6Ff53KvcvAj5U7Z1vojB5o,292.0,13,53,2001-07-24,0.704,0.409,11,-8.581,0,0.0597,0.43,0.0,0.109,0.495,113.863,"['boy band', 'dance pop', 'europop', 'pop']",[]
13,Superman (It's Not Easy),https://open.spotify.com/track/3TwtrR1yNLY1PMPsrGQpOp,3TwtrR1yNLY1PMPsrGQpOp,spotify:track:3TwtrR1yNLY1PMPsrGQpOp,America Town,5MqEXYwwyJYjOb3g7vJ9ZY,spotify:album:5MqEXYwwyJYjOb3g7vJ9ZY,Five For Fighting,7FgMLbnZVrEnir95O0YujA,spotify:artist:7FgMLbnZVrEnir95O0YujA,221.693,12,68,2000-09-26,0.382,0.416,0,-9.303,1,0.0302,0.0733,0.0,0.0719,0.125,102.089,"['acoustic pop', 'neo mellow', 'piano rock', 'pop rock', 'post-grunge']",[]
14,Wherever You Will Go,https://open.spotify.com/track/5QpaGzWp0hwB5faV8dkbAz,5QpaGzWp0hwB5faV8dkbAz,spotify:track:5QpaGzWp0hwB5faV8dkbAz,Camino Palmero,2Ir1mtE8K61cCNY5WQyKGV,spotify:album:2Ir1mtE8K61cCNY5WQyKGV,The Calling,5aMmmNxw4vgpc5XC6hK0zp,spotify:artist:5aMmmNxw4vgpc5XC6hK0zp,208.6,11,71,2001,0.558,0.719,2,-5.113,1,0.0267,0.0367,0.0,0.115,0.371,112.027,"['neo mellow', 'pop rock', 'post-grunge']",[]
15,Rock The Boat,https://open.spotify.com/track/1DV0qNMGu93EoFWbLskoda,1DV0qNMGu93EoFWbLskoda,spotify:track:1DV0qNMGu93EoFWbLskoda,Love & Hate,3aa8Nm2s3wjTX1l00Mr9Mx,spotify:album:3aa8Nm2s3wjTX1l00Mr9Mx,A.M.P Tone,2yUQ1n3aBzJfXzFlrtnOaq,spotify:artist:2yUQ1n3aBzJfXzFlrtnOaq,228.284,16,5,2019-05-15,0.453,0.453,11,-12.407,1,0.261,0.29,1.31e-06,0.107,0.629,134.104,[],[]
16,The Way I Do - Total Ape Remix,https://open.spotify.com/track/5Aj2y5U7l9aP2ESKXf5iVw,5Aj2y5U7l9aP2ESKXf5iVw,spotify:track:5Aj2y5U7l9aP2ESKXf5iVw,The Way I Do (Remixes),0NK6WmVTj3gXZKkUDdE1Ru,spotify:album:0NK6WmVTj3gXZKkUDdE1Ru,Bishop Briggs,0yb46jwm7gqbZXVXZQ8Z1e,spotify:artist:0yb46jwm7gqbZXVXZQ8Z1e,204.533,2,21,2017-07-28,0.499,0.758,9,-5.044,0,0.171,0.637,0.0,0.369,0.728,171.968,"['electropop', 'modern alternative rock', 'modern rock', 'pop']",[]
18,Only Time,https://open.spotify.com/track/6FLwmdmW77N1Pxb1aWsZmO,6FLwmdmW77N1Pxb1aWsZmO,spotify:track:6FLwmdmW77N1Pxb1aWsZmO,A Day Without Rain,2ioso1tqQ5zABQDVYyiUi5,spotify:album:2ioso1tqQ5zABQDVYyiUi5,Enya,6uothxMWeLWIhsGeF7cyo4,spotify:artist:6uothxMWeLWIhsGeF7cyo4,218.546,12,69,2000-11-11,0.418,0.249,3,-13.744,1,0.0301,0.841,0.661,0.112,0.213,82.803,"['celtic', 'middle earth']",[]
19,Where The Stars And Stripes And The Eagle Fly,https://open.spotify.com/track/1tTZM7LUDkxcykOVVIGW4W,1tTZM7LUDkxcykOVVIGW4W,spotify:track:1tTZM7LUDkxcykOVVIGW4W,Stars And Stripes,1mSzw5lUy0z6iIjBwkBmCK,spotify:album:1mSzw5lUy0z6iIjBwkBmCK,Aaron Tippin,4XwKU420OWVk38vz1KvH3M,spotify:artist:4XwKU420OWVk38vz1KvH3M,228.2,11,46,2002,0.597,0.773,2,-4.053,1,0.0288,0.0351,3.85e-05,0.248,0.354,100.009,"['country', 'country road', 'country rock', 'redneck']",[]
