,song_name,song_link,song_id,song_uri,album_name,album_id,album_uri,artist_name,artist_id,artist_uri,duration_seconds,album_song_count,song_popularity,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_genres,album_genres
3,24K Magic,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,6b8Be6ljOzmkOmFslEb23P,spotify:track:6b8Be6ljOzmkOmFslEb23P,24K Magic,4PgleR09JVnm3zY1fW3XBA,spotify:album:4PgleR09JVnm3zY1fW3XBA,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,spotify:artist:0du5cEVh5yTK9QJze8zA0C,225.983,9,76,2016-11-17,0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97,"['pop', 'post-teen pop']",[]
4,Side to Side - Ariana Grande Ft. Nicki Minaj Tribute,https://open.spotify.com/track/2bzY0Pp9o8CxnZcFt9xpPk,2bzY0Pp9o8CxnZcFt9xpPk,spotify:track:2bzY0Pp9o8CxnZcFt9xpPk,Maximum Hits 2016,2gyAGKQNP8C6pbDI6firfI,spotify:album:2gyAGKQNP8C6pbDI6firfI,Sandro Martinez Featuring Sandra,0KcsjYJqeQGhfbWALzu6Eg,spotify:artist:0KcsjYJqeQGhfbWALzu6Eg,224.773,10,8,2016-11-05,0.69,0.774,6,-5.793,0,0.0407,0.141,0.00022,0.215,0.767,158.978,[],[]
5,Deja Vu,https://open.spotify.com/track/6I6NX6tjGsxFAsIfGzY9lJ,6I6NX6tjGsxFAsIfGzY9lJ,spotify:track:6I6NX6tjGsxFAsIfGzY9lJ,4 Your Eyez Only,3CCnGldVQ90c26aFATC1PW,spotify:album:3CCnGldVQ90c26aFATC1PW,J. Cole,6l3HvQ5sa6mXTsMTB19rO5,spotify:artist:6l3HvQ5sa6mXTsMTB19rO5,264.746,10,69,2016-12-09,0.657,0.421,9,-11.378,1,0.412,0.352,0.000218,0.187,0.181,174.063,"['conscious hip hop', 'hip hop', 'nc hip hop', 'pop rap', 'rap']",[]
6,Juju on That Beat (TZ Anthem) - DJ Taj and DJ Flex Remix; Challenge Version,https://open.spotify.com/track/6VQ1iGUwAyFugBI73h1iqs,6VQ1iGUwAyFugBI73h1iqs,spotify:track:6VQ1iGUwAyFugBI73h1iqs,This Is A Challenge,0ezkpFcE5jANBI2ZrmvhQY,spotify:album:0ezkpFcE5jANBI2ZrmvhQY,Zay Hilfigerrr,7nKeLE1toRtW4M279iS26h,spotify:artist:7nKeLE1toRtW4M279iS26h,102.857,15,18,2016-12-16,0.808,0.919,1,-5.391,1,0.167,0.00476,1.11e-06,0.0625,0.64,154.009,[],[]
9,Immortal,https://open.spotify.com/track/6AGON2BGdPmPMJGiiNuuwl,6AGON2BGdPmPMJGiiNuuwl,spotify:track:6AGON2BGdPmPMJGiiNuuwl,4 Your Eyez Only,3CCnGldVQ90c26aFATC1PW,spotify:album:3CCnGldVQ90c26aFATC1PW,J. Cole,6l3HvQ5sa6mXTsMTB19rO5,spotify:artist:6l3HvQ5sa6mXTsMTB19rO5,201.666,10,65,2016-12-09,0.744,0.43,3,-10.604,0,0.309,0.455,2.73e-06,0.126,0.266,92.039,"['conscious hip hop', 'hip hop', 'nc hip hop', 'pop rap', 'rap']",[]
10,Fake Love,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,343YBumqHu19cGoGARUTsd,spotify:track:343YBumqHu19cGoGARUTsd,More Life,1lXY618HWkwYKJWBRYR4MK,spotify:album:1lXY618HWkwYKJWBRYR4MK,Drake,3TVXtAsR1Inumwj472S9r4,spotify:artist:3TVXtAsR1Inumwj472S9r4,210.937,22,74,2017-03-18,0.928,0.481,9,-9.35,0,0.287,0.105,0.0,0.176,0.613,134.007,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",[]
11,Neighbors,https://open.spotify.com/track/0utlOiJy2weVl9WTkcEWHy,0utlOiJy2weVl9WTkcEWHy,spotify:track:0utlOiJy2weVl9WTkcEWHy,4 Your Eyez Only,3CCnGldVQ90c26aFATC1PW,spotify:album:3CCnGldVQ90c26aFATC1PW,J. Cole,6l3HvQ5sa6mXTsMTB19rO5,spotify:artist:6l3HvQ5sa6mXTsMTB19rO5,216.52,10,72,2016-12-09,0.898,0.283,6,-12.335,0,0.356,0.319,0.000383,0.11,0.469,138.97,"['conscious hip hop', 'hip hop', 'nc hip hop', 'pop rap', 'rap']",[]
12,Bad Things - (Machine Gun Kelly x Camila Cabello x Cover Version),https://open.spotify.com/track/3XjqLgDutxuGWZlZU1yisE,3XjqLgDutxuGWZlZU1yisE,spotify:track:3XjqLgDutxuGWZlZU1yisE,Acoustic & Guitar Session Vol.7 Covers,6ohzGGMwkHv3POLNl7Uwim,spotify:album:6ohzGGMwkHv3POLNl7Uwim,Jason Gordon,2krcORhOPUPKbh2qTKLnt9,spotify:artist:2krcORhOPUPKbh2qTKLnt9,243.597,17,10,2017-01-25,0.677,0.297,2,-8.646,1,0.0601,0.71,0.0,0.188,0.719,137.762,['channel pop'],[]
13,Heathens,https://open.spotify.com/track/6i0V12jOa3mr6uu4WYhUBr,6i0V12jOa3mr6uu4WYhUBr,spotify:track:6i0V12jOa3mr6uu4WYhUBr,Heathens,3J8W9AOjQhnBLCX33m3atT,spotify:album:3J8W9AOjQhnBLCX33m3atT,Twenty One Pilots,3YQKmKGau1PzlVlkL1iodx,spotify:artist:3YQKmKGau1PzlVlkL1iodx,195.92,1,80,2016-06-16,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,"['modern rock', 'rock']",[]
14,Caroline,https://open.spotify.com/track/5hTpBe8h35rJ67eAWHQsJx,5hTpBe8h35rJ67eAWHQsJx,spotify:track:5hTpBe8h35rJ67eAWHQsJx,Good For You,3lajefIuUk4SfzqVBSJy8p,spotify:album:3lajefIuUk4SfzqVBSJy8p,Aminé,3Gm5F95VdRxW3mqCn8RPBJ,spotify:artist:3Gm5F95VdRxW3mqCn8RPBJ,209.64,15,75,2017-07-28,0.941,0.335,5,-10.179,0,0.505,0.17,0.0,0.262,0.707,120.041,"['hip hop', 'pop', 'pop rap', 'portland hip hop', 'rap']",[]
