,song_name,song_link,song_id,song_uri,album_name,album_id,album_uri,artist_name,artist_id,artist_uri,duration_seconds,album_song_count,song_popularity,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_genres,album_genres
0,Single Ladies (Put a Ring On It),https://open.spotify.com/track/4um8zKtKAfwJ4ssz3WW5ZV,4um8zKtKAfwJ4ssz3WW5ZV,spotify:track:4um8zKtKAfwJ4ssz3WW5ZV,"NOW That's What I Call Music! 20th Anniversary, Vol. 1",5aNqHSr2qZND9vV2xYJXK8,spotify:album:5aNqHSr2qZND9vV2xYJXK8,Beyoncé,6vWDO969PvNqNYHIOW5v0m,spotify:artist:6vWDO969PvNqNYHIOW5v0m,189.973,20,16,2018-10-26,0.424,0.591,1,-5.286,1,0.323,0.0362,0.0,0.548,0.241,193.2,"['dance pop', 'pop', 'post-teen pop', 'r&b']",[]
1,Live Your Life - Karaoke / Instrumental,https://open.spotify.com/track/1Mfw0f44fhLSMG9RlYaOeM,1Mfw0f44fhLSMG9RlYaOeM,spotify:track:1Mfw0f44fhLSMG9RlYaOeM,Live Your Life (Originally Performed by T.I. featuring Rihanna),7rVKrVNMnfU53lKFhJSSXw,spotify:album:7rVKrVNMnfU53lKFhJSSXw,DJ Cover This,6NsbgCL11dQEy3LIXLyA2X,spotify:artist:6NsbgCL11dQEy3LIXLyA2X,249.693,1,0,2010-03-30,0.512,0.817,7,-8.553,1,0.0341,0.00024,0.891,0.214,0.796,160.027,[],[]
3,Circus,https://open.spotify.com/track/7jk7gqyEonmVVYahZN5zhW,7jk7gqyEonmVVYahZN5zhW,spotify:track:7jk7gqyEonmVVYahZN5zhW,Circus (Deluxe Version),2tve5DGwub1TtbX1khPX5j,spotify:album:2tve5DGwub1TtbX1khPX5j,Britney Spears,26dSoYclwsYLMAKD3tpOr4,spotify:artist:26dSoYclwsYLMAKD3tpOr4,192.36,15,68,2008-12-02,0.791,0.733,6,-5.215,0,0.052,0.147,0.000381,0.0713,0.761,114.98,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",[]
4,Whatever You Like,https://open.spotify.com/track/1IAzD1muglOxOcPbUHs70R,1IAzD1muglOxOcPbUHs70R,spotify:track:1IAzD1muglOxOcPbUHs70R,Paper Trail,5PfepkNWgRR2DI02Y8AawC,spotify:album:5PfepkNWgRR2DI02Y8AawC,T.I.,4OBJLual30L7gRl5UkeRcT,spotify:artist:4OBJLual30L7gRl5UkeRcT,249.533,16,73,2008-09-08,0.68,0.687,9,-6.162,0,0.0709,0.0161,0.0,0.261,0.467,150.053,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",[]
5,Womanizer,https://open.spotify.com/track/4fixebDZAVToLbUCuEloa2,4fixebDZAVToLbUCuEloa2,spotify:track:4fixebDZAVToLbUCuEloa2,Circus (Deluxe Version),2tve5DGwub1TtbX1khPX5j,spotify:album:2tve5DGwub1TtbX1khPX5j,Britney Spears,26dSoYclwsYLMAKD3tpOr4,spotify:artist:26dSoYclwsYLMAKD3tpOr4,224.4,15,74,2008-12-02,0.724,0.695,11,-5.226,1,0.0622,0.073,0.0,0.0889,0.235,139.0,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",[]
6,Heartless,https://open.spotify.com/track/4EWCNWgDS8707fNSZ1oaA5,4EWCNWgDS8707fNSZ1oaA5,spotify:track:4EWCNWgDS8707fNSZ1oaA5,808s & Heartbreak,3WFTGIO6E3Xh4paEOBY9OU,spotify:album:3WFTGIO6E3Xh4paEOBY9OU,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,211.0,12,75,2008-01-01,0.79,0.647,10,-5.983,0,0.136,0.0515,0.0,0.248,0.654,87.999,"['chicago rap', 'rap']",[]
7,Hot N Cold,https://open.spotify.com/track/1y4eb6hmAvsqlDOl3fx9kk,1y4eb6hmAvsqlDOl3fx9kk,spotify:track:1y4eb6hmAvsqlDOl3fx9kk,One Of The Boys,0r2BUyPTmpbfuz4rR39mLl,spotify:album:0r2BUyPTmpbfuz4rR39mLl,Katy Perry,6jJ0s89eD6GaHleKKya26X,spotify:artist:6jJ0s89eD6GaHleKKya26X,220.226,12,65,2008-06-17,0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0.0,0.0688,0.861,132.032,"['dance pop', 'pop', 'post-teen pop']",[]
8,If I Were a Boy,https://open.spotify.com/track/26NX1wPt1TRCH536yocd6i,26NX1wPt1TRCH536yocd6i,spotify:track:26NX1wPt1TRCH536yocd6i,I AM...SASHA FIERCE,23Y5wdyP5byMFktZf8AcWU,spotify:album:23Y5wdyP5byMFktZf8AcWU,Beyoncé,6vWDO969PvNqNYHIOW5v0m,spotify:artist:6vWDO969PvNqNYHIOW5v0m,249.146,16,67,2008-11-14,0.632,0.518,6,-6.126,1,0.0313,0.107,0.0,0.354,0.427,90.007,"['dance pop', 'pop', 'post-teen pop', 'r&b']",[]
9,Love Lockdown,https://open.spotify.com/track/1kxeWHF9PrCVZHvVskv8lg,1kxeWHF9PrCVZHvVskv8lg,spotify:track:1kxeWHF9PrCVZHvVskv8lg,808s & Heartbreak,3WFTGIO6E3Xh4paEOBY9OU,spotify:album:3WFTGIO6E3Xh4paEOBY9OU,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,270.306,12,66,2008-01-01,0.76,0.524,1,-7.67,0,0.0323,0.0542,0.5,0.112,0.112,119.603,"['chicago rap', 'rap']",[]
10,Love Story,https://open.spotify.com/track/1vrd6UOGamcKNGnSHJQlSt,1vrd6UOGamcKNGnSHJQlSt,spotify:track:1vrd6UOGamcKNGnSHJQlSt,Fearless,2dqn5yOQWdyGwOpOIi9O4x,spotify:album:2dqn5yOQWdyGwOpOIi9O4x,Taylor Swift,06HL4z0CvFAxyc27GXpf02,spotify:artist:06HL4z0CvFAxyc27GXpf02,235.266,13,68,2008-11-11,0.618,0.741,2,-3.95,1,0.031,0.17,0.0,0.0822,0.296,118.984,"['dance pop', 'pop', 'post-teen pop']",[]
11,I'm Yours,https://open.spotify.com/track/1EzrEOXmMH3G43AXT1y7pA,1EzrEOXmMH3G43AXT1y7pA,spotify:track:1EzrEOXmMH3G43AXT1y7pA,We Sing. We Dance. We Steal Things.,04G0YylSjvDQZrjOfE5jA5,spotify:album:04G0YylSjvDQZrjOfE5jA5,Jason Mraz,4phGZZrJZRo4ElhRtViYdl,spotify:artist:4phGZZrJZRo4ElhRtViYdl,242.186,12,81,2008-05-12,0.686,0.457,11,-8.322,1,0.0468,0.595,0.0,0.105,0.718,150.953,"['acoustic pop', 'neo mellow', 'pop', 'pop rock', 'viral pop']",[]
12,Let it Rock (As Made Famous By Kevin Rudolf Featuring Lil Wayne),https://open.spotify.com/track/70bcc6oaCznrl7ZYeBFh7T,70bcc6oaCznrl7ZYeBFh7T,spotify:track:70bcc6oaCznrl7ZYeBFh7T,Drew's Famous # 1 Karaoke Hits: Men of R&B Vol. 1,0HNrlgz6XJOiKQ09THj7ak,spotify:album:0HNrlgz6XJOiKQ09THj7ak,The Karaoke Crew,0GRelLAVHzwasg0Ja7gJUy,spotify:artist:0GRelLAVHzwasg0Ja7gJUy,252.258,17,0,2011-01-18,0.707,0.764,2,-4.831,1,0.0413,0.00104,0.000397,0.0659,0.654,112.029,['karaoke'],[]
13,Miss Independent,https://open.spotify.com/track/34ceTg8ChN5HjrqiIYCn9Q,34ceTg8ChN5HjrqiIYCn9Q,spotify:track:34ceTg8ChN5HjrqiIYCn9Q,Year Of The Gentleman (Bonus Track Edition),6dTn9vJSxVTIGm4Cu5dH4x,spotify:album:6dTn9vJSxVTIGm4Cu5dH4x,Ne-Yo,21E3waRsmPlU7jZsS13rcj,spotify:artist:21E3waRsmPlU7jZsS13rcj,232.0,13,67,2008-01-01,0.673,0.683,1,-5.693,1,0.115,0.522,0.0,0.235,0.713,171.86,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",[]
14,Right Now (Na Na Na),https://open.spotify.com/track/1ARJhjuI6TNYZCxYygFQ4F,1ARJhjuI6TNYZCxYygFQ4F,spotify:track:1ARJhjuI6TNYZCxYygFQ4F,Freedom,7EZP6OSbWvMZTrEmlBt1HX,spotify:album:7EZP6OSbWvMZTrEmlBt1HX,Akon,0z4gvV4rjIZ9wHck67ucSV,spotify:artist:0z4gvV4rjIZ9wHck67ucSV,240.746,13,65,2008-01-01,0.832,0.87,8,-4.2,0,0.167,0.267,0.0,0.412,0.566,138.003,"['dance pop', 'pop']",[]
15,So What,https://open.spotify.com/track/0JiY190vktuhSGN6aqJdrt,0JiY190vktuhSGN6aqJdrt,spotify:track:0JiY190vktuhSGN6aqJdrt,Funhouse (Expanded Edition),1LOJfNDxQhbpssKx7oM7at,spotify:album:1LOJfNDxQhbpssKx7oM7at,P!nk,1KCSPY1glIKqW2TotWuXOR,spotify:artist:1KCSPY1glIKqW2TotWuXOR,215.16,14,70,2008-10-24,0.534,0.87,11,-3.078,0,0.0425,0.000329,0.0,0.241,0.462,126.019,"['dance pop', 'pop', 'post-teen pop']",[]
16,Gotta Be Somebody,https://open.spotify.com/track/06T10fEzN8ZCcqzQZYA184,06T10fEzN8ZCcqzQZYA184,spotify:track:06T10fEzN8ZCcqzQZYA184,Dark Horse,0GQ9AZBJSj109gmSdSrviC,spotify:album:0GQ9AZBJSj109gmSdSrviC,Nickelback,6deZN1bslXzeGvOLaLMOIF,spotify:artist:6deZN1bslXzeGvOLaLMOIF,252.653,11,62,2008-10-28,0.536,0.89,0,-5.222,1,0.0601,0.000354,0.00165,0.133,0.205,115.998,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']",[]
