,song_name,song_link,song_id,song_uri,album_name,album_id,album_uri,artist_name,artist_id,artist_uri,duration_seconds,album_song_count,song_popularity,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_genres,album_genres
0,Let's Do It Again,https://open.spotify.com/track/1YQIOrrOg1UDqZCGcZWQ0a,1YQIOrrOg1UDqZCGcZWQ0a,spotify:track:1YQIOrrOg1UDqZCGcZWQ0a,Let's Do It Again Original Sound Track,7x6xnADtRaDBPlzcPCsks7,spotify:album:7x6xnADtRaDBPlzcPCsks7,The Staple Singers,7xGGqA85UIWX1GoTVM4itC,spotify:artist:7xGGqA85UIWX1GoTVM4itC,293.6,8,47,1975-10-11,0.637,0.524,1,-11.397,0,0.0428,0.394,6.91e-06,0.129,0.82,80.299,"['brill building pop', 'chicago soul', 'classic soul', 'funk', 'memphis soul', 'motown', 'quiet storm', 'soul', 'southern soul']",[]
1,Saturday Night,https://open.spotify.com/track/78zYiMv9yNTHgmm6kaUPCm,78zYiMv9yNTHgmm6kaUPCm,spotify:track:78zYiMv9yNTHgmm6kaUPCm,Shang-A-Lang,1JXwUifkvVxOVMBOg6TZIt,spotify:album:1JXwUifkvVxOVMBOg6TZIt,Bay City Rollers,3r9TXuXfOUxXjgYgAR0fP8,spotify:artist:3r9TXuXfOUxXjgYgAR0fP8,174.4,16,49,1993-05-14,0.514,0.681,7,-10.026,1,0.065,0.199,0.0356,0.0745,0.913,136.821,"['bubblegum pop', 'classic uk pop']",[]
2,That's the Way (I Like It),https://open.spotify.com/track/0RQTbMBgSq7xgdZSHFZg4R,0RQTbMBgSq7xgdZSHFZg4R,spotify:track:0RQTbMBgSq7xgdZSHFZg4R,KC & The Sunshine Band... And More,6ufis2iWp3hrox9QJfg5Jq,spotify:album:6ufis2iWp3hrox9QJfg5Jq,KC & The Sunshine Band,3mQBpAOMWYqAZyxtyeo4Lo,spotify:artist:3mQBpAOMWYqAZyxtyeo4Lo,308.16,16,36,1994-12-13,0.661,0.828,5,-11.376,0,0.0343,0.223,9.97e-05,0.376,0.858,108.265,"['disco', 'funk', 'motown', 'soft rock']",[]
3,Love Rollercoaster,https://open.spotify.com/track/1hRDHWWealh2Pk3fnpIe75,1hRDHWWealh2Pk3fnpIe75,spotify:track:1hRDHWWealh2Pk3fnpIe75,Honey,6cdbsUYFysGXOh5fqWpIuR,spotify:album:6cdbsUYFysGXOh5fqWpIuR,Ohio Players,6m30rs1IQqnWqV5nKMpU7U,spotify:artist:6m30rs1IQqnWqV5nKMpU7U,290.16,7,58,1975-08-16,0.613,0.82,0,-10.175,1,0.0737,0.181,1.45e-06,0.049,0.465,115.125,"['classic soul', 'disco', 'funk', 'jazz funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'southern soul']",[]
4,Theme From Mahogany (Do You Know Where You're Going To) - Single Version,https://open.spotify.com/track/10VbGCpgC4FtmYSwBLvIDX,10VbGCpgC4FtmYSwBLvIDX,spotify:track:10VbGCpgC4FtmYSwBLvIDX,Diana Ross (Expanded Edition),2Fin5oppCDiqiLfqb3j3QO,spotify:album:2Fin5oppCDiqiLfqb3j3QO,Diana Ross,3MdG05syQeRYPPcClLaUGl,spotify:artist:3MdG05syQeRYPPcClLaUGl,204.493,33,47,1976-02-10,0.323,0.42,0,-10.658,0,0.0291,0.553,0.002,0.096,0.286,139.842,"['adult standards', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",[]
5,I Write The Songs,https://open.spotify.com/track/5VU6nvX3BqkqBmOJ2d9vhW,5VU6nvX3BqkqBmOJ2d9vhW,spotify:track:5VU6nvX3BqkqBmOJ2d9vhW,The Greatest Songs Of The Seventies,29MkM2BlD2jnF6g8lcMDuP,spotify:album:29MkM2BlD2jnF6g8lcMDuP,Barry Manilow,3alW3LYQS8K29z8C8NSLIX,spotify:artist:3alW3LYQS8K29z8C8NSLIX,239.186,18,50,2007-09-18,0.397,0.381,3,-8.553,1,0.0294,0.835,0.0,0.0829,0.423,148.649,"['adult standards', 'bubblegum pop', 'disco', 'lounge', 'mellow gold', 'quiet storm', 'soft rock', 'yacht rock']",[]
6,Convoy,https://open.spotify.com/track/6dGWq08LXuIw6T2oUeHECh,6dGWq08LXuIw6T2oUeHECh,spotify:track:6dGWq08LXuIw6T2oUeHECh,C.W. McCall's Greatest Hits,6XbZ0Hc2LQaLJuUaFrHfTY,spotify:album:6XbZ0Hc2LQaLJuUaFrHfTY,C.W. McCall,0iTkPxRldzi5lmS6qZ70JV,spotify:artist:0iTkPxRldzi5lmS6qZ70JV,230.6,12,57,1990-01-01,0.68,0.543,5,-14.876,1,0.141,0.857,0.000116,0.0881,0.796,111.62,"['country', 'truck-driving country']",[]
7,Fox On The Run,https://open.spotify.com/track/4uip0lLkMKl1nwchsdXs1r,4uip0lLkMKl1nwchsdXs1r,spotify:track:4uip0lLkMKl1nwchsdXs1r,Desolation Boulevard,3PsFboiPeObjAc6gbQHt54,spotify:album:3PsFboiPeObjAc6gbQHt54,Sweet,3JaAGmSTpJK35DqWrDUzBz,spotify:artist:3JaAGmSTpJK35DqWrDUzBz,207.666,10,57,1974,0.511,0.644,4,-12.191,1,0.0352,0.173,6.17e-05,0.0928,0.828,128.067,"['album rock', 'blues rock', 'classic rock', 'classic uk pop', 'glam rock', 'hard rock', 'rock']",[]
8,Fly Robin Fly,https://open.spotify.com/track/4Wr14AISsCuBGdkA6rids4,4Wr14AISsCuBGdkA6rids4,spotify:track:4Wr14AISsCuBGdkA6rids4,Silver Convention - Fly Robin Fly,7oBAC7hVvGjIOWYyPpRYYI,spotify:album:7oBAC7hVvGjIOWYyPpRYYI,Silver Convention,5QHvbEwccF3WANUD5lEIuA,spotify:artist:5QHvbEwccF3WANUD5lEIuA,230.92,14,45,2010-09-20,0.826,0.406,0,-14.153,0,0.0317,0.00719,0.731,0.0725,0.939,100.278,['disco'],[]
9,I Love Music (Part 1),https://open.spotify.com/track/19jA8RUXJZIqoZEPehYpBf,19jA8RUXJZIqoZEPehYpBf,spotify:track:19jA8RUXJZIqoZEPehYpBf,The Karaoke Channel - Sing I Love Music (Part 1) Like the O'jays,0sWnxrdJXqzr1HrBmuEwCz,spotify:album:0sWnxrdJXqzr1HrBmuEwCz,The Karaoke Channel,5UloVKzUNJcjORzhhTWWiJ,spotify:artist:5UloVKzUNJcjORzhhTWWiJ,222.013,2,0,2014-11-24,0.743,0.584,0,-9.905,1,0.0574,0.0722,3.58e-05,0.169,0.866,129.999,['karaoke'],[]
10,Our Day Will Come,https://open.spotify.com/track/2EOUtaIm5jz5fQuzvTQvJZ,2EOUtaIm5jz5fQuzvTQvJZ,spotify:track:2EOUtaIm5jz5fQuzvTQvJZ,Our Day Will Come,20z0XA4TSZzLQzGep3nLXX,spotify:album:20z0XA4TSZzLQzGep3nLXX,Frankie Valli,3CDKmzJu6uwEGnPLLZffpD,spotify:artist:3CDKmzJu6uwEGnPLLZffpD,346.946,9,33,1975,0.61,0.759,7,-8.778,1,0.06,0.238,0.0104,0.1,0.655,126.642,"['adult standards', 'brill building pop', 'bubblegum pop', 'mellow gold', 'soft rock']",[]
11,Sky High,https://open.spotify.com/track/0PawNY8n4GvLqlbDIs6OPT,0PawNY8n4GvLqlbDIs6OPT,spotify:track:0PawNY8n4GvLqlbDIs6OPT,Anthology,65r2vQ5xYoHSACdtWYRBBa,spotify:album:65r2vQ5xYoHSACdtWYRBBa,Jigsaw,29NJ6VbDPYhqdXXANEwHc7,spotify:artist:29NJ6VbDPYhqdXXANEwHc7,171.586,24,45,1975-08-10,0.611,0.497,11,-11.138,0,0.0275,0.00703,0.0,0.162,0.603,134.96,"['bubblegum pop', 'classic uk pop']",[]
12,Nights On Broadway,https://open.spotify.com/track/4JjcCdm0RSPuvQWnZyrNkm,4JjcCdm0RSPuvQWnZyrNkm,spotify:track:4JjcCdm0RSPuvQWnZyrNkm,Main Course,2blsPE3sO5SnroFjfEAlfj,spotify:album:2blsPE3sO5SnroFjfEAlfj,Bee Gees,1LZEQNv7sE11VDY3SdxQeN,spotify:artist:1LZEQNv7sE11VDY3SdxQeN,271.373,10,52,1975-06-01,0.573,0.641,5,-9.196,1,0.0443,0.235,0.00414,0.859,0.613,88.862,"['adult standards', 'disco', 'mellow gold', 'soft rock']",[]
13,Times Of Your Life,https://open.spotify.com/track/3AdX0KdVoMBqe82b19rWAU,3AdX0KdVoMBqe82b19rWAU,spotify:track:3AdX0KdVoMBqe82b19rWAU,Feelings,0lbELQG6SSHy7LvBttGF2d,spotify:album:0lbELQG6SSHy7LvBttGF2d,Paul Anka,7ceUfdWq2t5nbatS6ollHh,spotify:artist:7ceUfdWq2t5nbatS6ollHh,195.76,12,47,1975,0.391,0.441,7,-9.876,1,0.0267,0.573,0.0,0.0665,0.513,76.524,"['adult standards', 'brill building pop', 'canadian pop', 'easy listening', 'lounge', 'rock-and-roll']",[]
14,Love To Love You Baby,https://open.spotify.com/track/6Szw3sQC5Zssr15AJsUY9J,6Szw3sQC5Zssr15AJsUY9J,spotify:track:6Szw3sQC5Zssr15AJsUY9J,Love To Love You Baby,210folYgKMSZAz4IiqDnmy,spotify:album:210folYgKMSZAz4IiqDnmy,Donna Summer,2eogQKWWoohI3BSnoG7E2U,spotify:artist:2eogQKWWoohI3BSnoG7E2U,1008.533,6,45,1975-09-01,0.622,0.425,10,-16.256,1,0.052,0.292,5.73e-05,0.0498,0.417,96.168,"['dance pop', 'disco', 'hi-nrg', 'motown', 'new wave pop']",[]
