,song_name,song_link,song_id,song_uri,album_name,album_id,album_uri,artist_name,artist_id,artist_uri,duration_seconds,album_song_count,song_popularity,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_genres,album_genres
0,Locked Out of Heaven,https://open.spotify.com/track/3w3y8KPTfNeOKPiqUTakBh,3w3y8KPTfNeOKPiqUTakBh,spotify:track:3w3y8KPTfNeOKPiqUTakBh,Unorthodox Jukebox,58ufpQsJ1DS5kq4hhzQDiI,spotify:album:58ufpQsJ1DS5kq4hhzQDiI,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,spotify:artist:0du5cEVh5yTK9QJze8zA0C,233.478,10,78,2012-12-07,0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994,"['pop', 'post-teen pop']",[]
1,Diamonds,https://open.spotify.com/track/1z9kQ14XBSN0r2v6fx4IdG,1z9kQ14XBSN0r2v6fx4IdG,spotify:track:1z9kQ14XBSN0r2v6fx4IdG,Unapologetic (Edited Version),0T23GvNaBUGtMKxZko8LQG,spotify:album:0T23GvNaBUGtMKxZko8LQG,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,225.146,14,65,2012-01-01,0.564,0.71,11,-4.92,0,0.0461,0.00125,0.0,0.109,0.393,91.972,"['barbadian pop', 'dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",[]
2,Ho Hey,https://open.spotify.com/track/0W4Kpfp1w2xkY3PrV714B7,0W4Kpfp1w2xkY3PrV714B7,spotify:track:0W4Kpfp1w2xkY3PrV714B7,The Lumineers,6NWYmlHxAME5KXtxrTlUxW,spotify:album:6NWYmlHxAME5KXtxrTlUxW,The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,spotify:artist:16oZKvXb6WkQlVAjwo2Wbg,163.133,11,69,2012-04-03,0.685,0.466,0,-9.074,1,0.0304,0.794,2.06e-06,0.0915,0.353,79.936,"['folk-pop', 'stomp and holler']",[]
3,Die Young,https://open.spotify.com/track/7EQGXaVSyEDsCWKmUcfpLk,7EQGXaVSyEDsCWKmUcfpLk,spotify:track:7EQGXaVSyEDsCWKmUcfpLk,Warrior (Expanded Edition),5ZQB1ZQ2Yx9YT3nZlR2Pgu,spotify:album:5ZQB1ZQ2Yx9YT3nZlR2Pgu,Kesha,6LqNN22kT3074XbTVUrhzX,spotify:artist:6LqNN22kT3074XbTVUrhzX,211.92,24,73,2012-11-30,0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001,"['dance pop', 'electropop', 'pop', 'post-teen pop']",[]
4,One More Night,https://open.spotify.com/track/4XNrMwGx1SqP01sqkGTDmo,4XNrMwGx1SqP01sqkGTDmo,spotify:track:4XNrMwGx1SqP01sqkGTDmo,Overexposed (Deluxe),2pjfMmH52fryXVQuWTWOgP,spotify:album:2pjfMmH52fryXVQuWTWOgP,Maroon 5,04gDigrS5kc9YWfZHwBETP,spotify:artist:04gDigrS5kc9YWfZHwBETP,219.466,15,66,2012-01-01,0.718,0.82,5,-3.453,0,0.0323,0.0444,0.0,0.0846,0.613,92.998,"['pop', 'pop rock']",[]
5,I Cry,https://open.spotify.com/track/4bZd0nRuX8HyjeXAUBczvm,4bZd0nRuX8HyjeXAUBczvm,spotify:track:4bZd0nRuX8HyjeXAUBczvm,Wild Ones,7eLwoxxWs6lfkVYJGkGNbk,spotify:album:7eLwoxxWs6lfkVYJGkGNbk,Flo Rida,0jnsk9HBra6NMjO2oANoPY,spotify:artist:0jnsk9HBra6NMjO2oANoPY,223.8,10,62,2012-06-22,0.693,0.822,4,-5.441,0,0.0439,0.00616,1.79e-06,0.315,0.763,126.035,"['dance pop', 'edm', 'miami hip hop', 'pop', 'pop rap']",[]
7,Home,https://open.spotify.com/track/4rsW3WCZBGwhHfJWuHRwyT,4rsW3WCZBGwhHfJWuHRwyT,spotify:track:4rsW3WCZBGwhHfJWuHRwyT,The World From The Side Of The Moon (Deluxe),773GsAWk3z8mGgMDeR7n1A,spotify:album:773GsAWk3z8mGgMDeR7n1A,Phillip Phillips,6p5JxpTc7USNnBnLzctyd4,spotify:artist:6p5JxpTc7USNnBnLzctyd4,210.173,18,65,2013-01-01,0.606,0.826,0,-6.04,1,0.0307,0.0256,1.56e-05,0.117,0.322,121.04,"['folk-pop', 'neo mellow', 'pop rock']",[]
8,Some Nights,https://open.spotify.com/track/6t6oULCRS6hnI7rm0h5gwl,6t6oULCRS6hnI7rm0h5gwl,spotify:track:6t6oULCRS6hnI7rm0h5gwl,Some Nights,7iycyHwOW2plljYIK6I1Zo,spotify:album:7iycyHwOW2plljYIK6I1Zo,fun.,5nCi3BB41mBaMH9gfr6Su0,spotify:artist:5nCi3BB41mBaMH9gfr6Su0,277.04,12,69,2012-02-21,0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75e-05,0.0927,0.392,107.938,"['baroque pop', 'metropopolis', 'modern rock', 'pop', 'pop rock']",[]
9,I Knew You Were Trouble.,https://open.spotify.com/track/72jCZdH0Lhg93z6Z4hBjgj,72jCZdH0Lhg93z6Z4hBjgj,spotify:track:72jCZdH0Lhg93z6Z4hBjgj,Red,1EoDsNmgTLtmwe1BDAVxV5,spotify:album:1EoDsNmgTLtmwe1BDAVxV5,Taylor Swift,06HL4z0CvFAxyc27GXpf02,spotify:artist:06HL4z0CvFAxyc27GXpf02,217.973,16,65,2012-10-22,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0398,0.679,77.019,"['dance pop', 'pop', 'post-teen pop']",[]
10,Let Me Love You (Until You Learn To Love Yourself),https://open.spotify.com/track/4kte3OcW800TPvOVgrLLj8,4kte3OcW800TPvOVgrLLj8,spotify:track:4kte3OcW800TPvOVgrLLj8,R.E.D. (Deluxe Edition),4HPdvrPf9RGfJ2hNYrODpC,spotify:album:4HPdvrPf9RGfJ2hNYrODpC,Ne-Yo,21E3waRsmPlU7jZsS13rcj,spotify:artist:21E3waRsmPlU7jZsS13rcj,251.626,17,67,2012-01-01,0.658,0.677,5,-6.628,1,0.0393,0.248,0.0,0.368,0.248,124.91,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",[]
