,song_name,song_link,song_id,song_uri,album_name,album_id,album_uri,artist_name,artist_id,artist_uri,duration_seconds,album_song_count,song_popularity,album_release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist_genres,album_genres
1,One Less Bell To Answer,https://open.spotify.com/track/41WWlhyhixPIVs7s8SYdyB,41WWlhyhixPIVs7s8SYdyB,spotify:track:41WWlhyhixPIVs7s8SYdyB,Portrait,62LU3tOqWhkL3dz8zAhTW9,spotify:album:62LU3tOqWhkL3dz8zAhTW9,The 5th Dimension,1UUYAQ9LiRsZF0ZukQNWXM,spotify:artist:1UUYAQ9LiRsZF0ZukQNWXM,210.76,9,33,2000,0.398,0.405,11,-6.664,0,0.0258,0.737,4.97e-05,0.131,0.443,99.694,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk', 'folk rock', 'mellow gold', 'motown', 'singer-songwriter', 'soft rock', 'sunshine pop']",[]
2,The Tears Of A Clown,https://open.spotify.com/track/4Dq749x2QP6OXTURJ9GGY8,4Dq749x2QP6OXTURJ9GGY8,spotify:track:4Dq749x2QP6OXTURJ9GGY8,Make It Happen,6vbD4D3SpN2JBjCoXdGE3i,spotify:album:6vbD4D3SpN2JBjCoXdGE3i,Smokey Robinson & The Miracles,6TKOZZDd5uV5KnyC5G4MUt,spotify:artist:6TKOZZDd5uV5KnyC5G4MUt,181.8,12,57,1967-08-29,0.593,0.607,1,-9.886,1,0.0283,0.147,0.0,0.128,0.953,128.365,"['adult standards', 'brill building pop', 'classic soul', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",[]
3,Knock Three Times,https://open.spotify.com/track/4Z0K8WzmzsPpX0Po6qMfEh,4Z0K8WzmzsPpX0Po6qMfEh,spotify:track:4Z0K8WzmzsPpX0Po6qMfEh,Knock Three Times,3ZOLIQrSyuIcrek9YB7zys,spotify:album:3ZOLIQrSyuIcrek9YB7zys,Dawn,4sloBbHoVZwuXD9XuPVHUp,spotify:artist:4sloBbHoVZwuXD9XuPVHUp,180.666,20,34,2010-03-29,0.777,0.471,1,-12.655,1,0.0834,0.221,0.0,0.3,0.905,122.458,[],[]
4,Black Magic Woman,https://open.spotify.com/track/4nmne9J3YCEdhvjTzwiAgu,4nmne9J3YCEdhvjTzwiAgu,spotify:track:4nmne9J3YCEdhvjTzwiAgu,Ultimate Santana,6FbFvnlSfEoNhwz5MdK0Dx,spotify:album:6FbFvnlSfEoNhwz5MdK0Dx,Santana,6GI52t8N5F02MxU0g5U69P,spotify:artist:6GI52t8N5F02MxU0g5U69P,195.866,18,60,2007-09-25,0.497,0.552,9,-7.102,0,0.0307,0.679,0.0314,0.089,0.633,124.359,"['blues rock', 'classic rock', 'mexican classic rock']",[]
5,Stoned Love,https://open.spotify.com/track/5p2XusrbkhI52jQy4oaKpZ,5p2XusrbkhI52jQy4oaKpZ,spotify:track:5p2XusrbkhI52jQy4oaKpZ,New Ways But Love Stays,4fxliucGdRCrlRd3S3jUu2,spotify:album:4fxliucGdRCrlRd3S3jUu2,The Supremes,57bUPid8xztkieZfS7OlEV,spotify:artist:57bUPid8xztkieZfS7OlEV,247.493,10,31,1970-10,0.571,0.748,2,-8.452,1,0.0431,0.604,0.000886,0.341,0.565,119.531,"['adult standards', 'brill building pop', 'classic girl group', 'disco', 'funk', 'motown', 'quiet storm', 'soul']",[]
6,Does Anybody Really Know What Time It Is?,https://open.spotify.com/track/6Q6YqGj1Ku1CUGHWSFwSHY,6Q6YqGj1Ku1CUGHWSFwSHY,spotify:track:6Q6YqGj1Ku1CUGHWSFwSHY,Chicago IX: Chicago's Greatest Hits,5qWGV0fd7hpdptJYI4G9Dd,spotify:album:5qWGV0fd7hpdptJYI4G9Dd,Chicago,3iDD7bnsjL9J4fO298r0L0,spotify:artist:3iDD7bnsjL9J4fO298r0L0,202.133,11,49,1975-11-10,0.564,0.455,0,-11.615,1,0.0369,0.645,3.05e-06,0.0915,0.697,117.792,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock', 'yacht rock']",[]
7,Gypsy Woman,https://open.spotify.com/track/1txNotaGMAx0ihqiOHDVan,1txNotaGMAx0ihqiOHDVan,spotify:track:1txNotaGMAx0ihqiOHDVan,Brian Hyland,5AsudF4Rktkvb4BWqw5nUq,spotify:album:5AsudF4Rktkvb4BWqw5nUq,Brian Hyland,6YROFUbu5zRCHi2xkir5pk,spotify:artist:6YROFUbu5zRCHi2xkir5pk,154.44,11,32,1970,0.61,0.685,11,-8.345,1,0.0312,0.0952,7.83e-05,0.16,0.893,107.189,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']",[]
8,No Matter What,https://open.spotify.com/track/0139jdnQYneN6R0LsbV1Dc,0139jdnQYneN6R0LsbV1Dc,spotify:track:0139jdnQYneN6R0LsbV1Dc,No Matter What You Are,4cRdpAyhGpFJ3O7dkS5AQk,spotify:album:4cRdpAyhGpFJ3O7dkS5AQk,Badfinger,4pJCawaKSZ40EnxN0YEYw3,spotify:artist:4pJCawaKSZ40EnxN0YEYw3,183.053,10,34,2007-01-01,0.667,0.475,9,-14.668,1,0.0344,0.162,0.0,0.0564,0.842,115.615,"['album rock', 'art rock', 'bubblegum pop', 'classic rock', 'classic uk pop', 'country rock', 'folk rock', 'jangle pop', 'mellow gold', 'power pop', 'psychedelic rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'symphonic rock']",[]
9,Domino - Live,https://open.spotify.com/track/3iqdPnVQeZnB7wnX65QeH2,3iqdPnVQeZnB7wnX65QeH2,spotify:track:3iqdPnVQeZnB7wnX65QeH2,..It's Too Late to Stop Now...Volume I,7ycOIZnRNdpnAEaHXZwah4,spotify:album:7ycOIZnRNdpnAEaHXZwah4,Van Morrison,44NX2ffIYHr6D4n7RaZF7A,spotify:artist:44NX2ffIYHr6D4n7RaZF7A,287.893,18,21,1974-01,0.551,0.88,2,-6.735,1,0.115,0.498,2.75e-05,0.911,0.761,147.921,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",[]
10,Stoney End,https://open.spotify.com/track/5P04XSoLl5FT2Ma5xbgjle,5P04XSoLl5FT2Ma5xbgjle,spotify:track:5P04XSoLl5FT2Ma5xbgjle,Stoney End,2Hr4mEAYq6P5nhHDir5BhS,spotify:album:2Hr4mEAYq6P5nhHDir5BhS,Barbra Streisand,7jmTilWYlKOuavFfmQAcu6,spotify:artist:7jmTilWYlKOuavFfmQAcu6,177.373,11,37,1971-02,0.504,0.656,0,-13.219,1,0.0466,0.0249,2.07e-05,0.154,0.826,120.994,"['adult standards', 'hollywood', 'mellow gold', 'soft rock']",[]
