,title,lyrics,artistsFromLyrics,artists,date,rank,cnt
0,Black Or White,"[Skit]
Hey!
What?
Turn that off!
Dad, this is the best part!
Turn it off!
No!
It’s too late for this, turn it off!
Dad, this is the best part, come on!
No, turn it off now!
No, this is the, I want to listen to it, okay?
You’ve got things to do tomorrow
Yeah, right. Too late. Sure. Eat this

[Verse 1]
I took my baby on a Saturday bang
Boy, is that girl with you?
Yes, we're one and the same
Now, I believe in miracles
And a miracle has happened tonight

[Chorus]
But, if you're thinking about my baby
It don't matter if you're black or white

[Verse 2]
They print my message in the Saturday sun
I had to tell them I ain't second to none
And I told 'em about equality
And it's true, either you're wrong or you're right

[Chorus]
But, if you're thinking about my baby
It don't matter if you're black or white

[Bridge]
I am tired of this devil
I am tired of this stuff
I am tired of this business
So when the going gets rough
I ain't scared of your brother
I ain't scared of no sheets
I ain't scared of nobody
Girl, when the going gets mean

[Rap: L.T.B.]
Protection for gangs, clubs and nations
Causing grief in human relations
It's a turf war on a global scale
I'd rather hear both sides of the tale
See, it's not about races
Just places, faces
Where your blood comes from is where your space is
I've seen the bright get duller
I'm not going to spend my life being a color

[Verse 3]
Don't tell me you agree with me
When I saw you kicking dirt in my eye

[Chorus]
But, if you're thinking about my baby
It don't matter if you're black or white
But, if you're thinking about my baby
It don't matter if you're black or white
I said if you're thinking of being my brother
It don't matter if you're black or white

[Outro]
It's black, it's white
It's tough for you to get by
It's black, it's white
It's tough for you to get by
It's black, it's white",Michael Jackson,Michael Jackson,1991,"[1, 1, 1, 1, 3, 35]",6
1,It's So Hard To Say Goodbye To Yesterday,"How do I say goodbye
To what we had?
The good times that made us laugh
Outweigh the bad

I thought we'd get to see forever
But forever's gone away
It's so hard to say goodbye to yesterday

I don't know where this road
Is going to lead
All I know is where we've been
And what we've been through

If we get to see tomorrow
I hope it's worth all the wait
It's so hard to say goodbye to yesterday

And I'll take with me the memories
To be my sunshine after the rain
It's so hard to say goodbye to yesterday

And I'll take with me the memories
To be my sunshine after the rain
It's so hard to say goodbye to yesterday",Boyz II Men,Boyz II Men,1991,"[2, 2, 2, 4, 4, 4, 4, 8, 12, 22, 30, 39, 53, 60, 77]",15
2,All 4 Love,"I'm so glad you're my girl
I'll do anything 4 U
Call U every night
And give U flowers 2

I thank the Lord 4 U
And think about U all the time
I ask him everyday
That you'll 4-ever B mine

I wanna hold your hand
2 show U I'll be there
I like 2 do the things
That let U know I care

I sing this lullabye
'Cause girl U fill me full
I look into your eyes
You're so beautiful

Oh girl, I think I love ya
I'm always thinkin' of ya
I want ya to know I do it all 4 love
I love it when we're 2-gether
Girl I need you 4-ever
I want U 2 know I do it all 4 love

I will never leave U sugar
This I guarantee
I look in-2 the future
I see U and me

Knight in shining armor
I will B your fairy tale
I wanna take care of U, girl
I'll serve you well

I will B there 4 ya
2 catch U when U fall
I'll hold U in my arms
That's were U belong

I sing this lullabye
'Cause girl U fill me full
I look in-2 your eyes
You're so beautiful, beautiful, yeah

Oh girl, I think I love ya
I'm always thinkin' of ya
I want ya to know I do it all 4 love
I love it when we're 2-gether
Girl I need you 4-ever
And I want U 2 know I do it all 4 love

Now, come here sweetheart
I want U 2 know something alright
Everyday N my life without U
Would be like a hundred years
The distance B-tween us
An ocean of tears
See all the things I do 4 U
Are 4 love, dig it

All 4 lovin' (all for love)
All 4 U (U)
All 4 lovin' U, U, U

Oh girl, I think I love ya
I'm always thinkin' of ya
I want ya to know I do it all 4 love
I love it when we're 2-gether
Girl I need you 4-ever
I want U 2 know I do it all 4 love

Oh girl, I think I love ya
I'm always thinkin' of ya
I want ya to know I do it all 4 love
I love it when we're 2-gether
Girl I need you 4-ever
I want U 2 know I do it all 4 love

Oh girl, I think I love ya
I'm always thinkin' of ya
All 4 love

I love it when we're 2-gether
Girl I need you 4-ever",Color Me Badd,Color Me Badd,1991,"[3, 3, 5, 5, 7, 21, 28, 37]",8
3,Set Adrift On Memory Bliss,"[Hook]
Baby you send me, baby you send me
Set adrift on memory bliss of you

[Verse 1]
The camera pans the cocktail glass
Behind a blind of plastic plants
I found the lady with the fat diamond ring
Then you know I can't remember a damn thing
I think it's one of those déjà vu things
Or a dream that's tryin' to tell me somethin'
Or will I ever stop thinkin' about it
I don't know, I doubt it
Subterranean by design
I wonder what I would find
If I met you, let my eyes caress you
Until I meet the thought of Mrs Princess Who?
I often wonder what makes her work
I guess I'll leave that question to the experts
Assuming that there are some out there
They're probably alone, solitaire
I can remember when
I caught up with a past-time intimate friend
She said, bet you're probably gonna say I look lovely
But you probably don't think nothin' of me
She was right, though, I can't lie
She's just one of those corners in my mind
And I just put her right back with the rest
That's the way it goes, I guess

[Hook]
Baby you send me, baby you send me
Set adrift on memory bliss of you
Baby you send me, baby you send me
Set adrift on memory bliss of you

[Verse 2]
A careless whisper from a careless man
A neutron dance for a neutron fan
Marionette strings are dangerous things
I thought of all the trouble they bring
An eye for an eye, a spy for spy
Rubber bands expand in a frustrating sigh
Tell me that she's not dreaming
She's got an ace in the hole, it doesn't have meaning
Reality used to be a friend of mine
Cause complete control, I don't take too kind
Christina Applegate, you gotta put me on
And guess whose piece of the cake is Jack gone?
She broke her wishbone and wished for a sign
I told her whispers in my heart were fine
What did she think she could do?
I feel for her, I really do
And I stared at the ring finger on her hand
I wanted her to be a big PM Dawn fan
But I had to put her right back with the rest
That's the way it goes, I guess

[Hook]
Baby you send me, baby you send me
Set adrift on memory bliss of you
Baby you send me, baby you send me
Set adrift on memory bliss of you
Baby you send me, baby you send me
Set adrift on memory bliss of you
Baby you send me, baby you send me
Set adrift on memory bliss of you
Baby you send me, baby you send me
Set adrift on memory bliss of you
Baby you send me, baby you send me
Baby you send me, baby you send me
Baby you send me, baby you send me
Baby you send me, baby you send me
Set adrift on memory bliss of you
Baby you send me, baby you send me
Baby you send me, baby you send me
Baby you send me, baby you send me
Set adrift on memory bliss of you",P.M. Dawn,P.M. Dawn,1991,"[4, 4, 3, 3, 1, 3, 5, 11, 25, 34, 50]",11
4,When A Man Loves A Woman,"When a man loves a woman
Can't keep his mind on nothin' else
He'd trade the world
For the good thing he's found

If she is bad, he can't see it
She can do no wrong
Turn his back on his best friend
If he puts her down

When a man loves a woman
Spend his very last dime
Trying to hold on
To what he needs

He'd give up all his comforts
Sleep out in the rain
If she said that's the way
It oughtta be, hey

When a man loves a woman, hey
I give you everything I've got
Trying to hold on to your precious love
Baby, baby please don't treat me bad

When a man loves a woman
Deep down in his soul
She can bring him
Such misery

If she is playing him for a fool
He's the last one to know
Loving eyes
Can never see

Yes when a man loves a woman
I know exactly how he feels
Cause, baby, baby

When a man loves a woman, oh
When a man loves a woman, yeah
When a man loves a woman
When a man, when a man, when a man loves a woman
Ooh",Michael Bolton,Michael Bolton,1991,"[5, 5, 4, 2, 2, 1, 3, 5, 15, 25, 32, 44]",12
5,Can't Let Go,"[Verse 1]
There you are, holding her hand
I am lost, dying to understand
Didn't I cherish you right?
Don't you know you were my life?

[Chorus]
Even though I try, I can't let go
Something in your eyes captured my soul
And every night I see you in my dreams
You're all I know, I can't let go

[Verse 2]
Just cast aside, you don't even know I'm alive
You just walk on by, don't care to see me cry
And here I am, still holding on
I can't accept my world is gone, no, no

[Chorus]
Even though I try, I can't let go
'Cause something in your eyes captured my soul
And every night I see you in my dreams
You're all I know, I can't let go

[Bridge]
Do you even realize the sorrow I have inside
Every day of my life?
Do you know the way it feels when all you have just dies?
I try and try to deny that I need you
But still you remain on my mind

[Chorus]
Even though I try, I can't let go
(No, I just can't get you out of my mind)
Something in your eyes captured my soul
(I never can say goodbye)
'Cause every night I see you in my dreams
You're all I know, I can't let you go
Even though I try I can't let go
Something in your eyes captured my soul
(Of something that I need so badly)
Every night I see you in my dreams
You're all I know, I can't let go",Mariah Carey,Mariah Carey,1991,"[6, 6, 7, 8, 17, 30, 42]",7
6,Blowing Kisses In The Wind,"[Verse 1]
So tell, baby, tell your true heart
Say what you say when you're all alone
I'm tryin', tryin' to try and feel you
And see if I see I'm feelin' alone
And all I want is to get through
So maybe you'll see that the way you're leaving me, it won't do

[Chorus]
It's like I'm blowing kisses in the wind
Giving you love that you haven't been given
I cross my heart and hope to die
I'm only wishing you would love me like I
Blowing kisses in the wind, waiting, waiting, waiting
Waiting for you is, it's like blowing, blowing kisses

[Verse 2]
So please, baby, please, release me
If time after time your heart's growing cold
I'm sayin' if you don't believe in believing
Ooh ooh, then how can true love ever be so?
And all I want is to get through
So maybe you'll see that the way you're leaving me, it won't do

[Chorus]
It's like I'm blowing kisses in the wind
Giving you love that you haven't been given
I cross my heart and hope to die
I'm only wishing you would love me like I
Blowing kisses in the wind, waiting, waiting, waiting
Waiting for you is, it's like blowing, blowing kisses

[Interlude]
Like I'm, like blowing kisses, like blowing kisses

[Pre-Chorus]
And all I want is to get through
So maybe you'll see that the way you're leaving me, it won't do

[Chorus]
It's like I'm blowing kisses in the wind
Giving you love that you haven't been given
I cross my heart and hope to die
I'm only wishing you would love me like I
Blowing kisses in the wind, waiting, waiting, waiting
Waiting for you is, it's like blowing kisses
Like I'm blowing kisses in the wind
Giving you love that you haven't been given
I cross my heart and hope to die
I'm only wishing you would love me like I
Blowing kisses in the wind, waiting, waiting, waiting
Waiting for you is, it's like blowing kisses

[Outro]
Like I'm blowing kisses in the wind
Like I'm blowing kisses in the wind
Like I'm blowing kisses in the wind
Waiting for you is like blowing blowing kisses",Paula Abdul,Paula Abdul,1991,"[7, 7, 6, 6, 6, 8, 13, 21, 27, 33, 47]",11
7,Finally,"[Intro]
Finally, finally, yeah yeah, ow

[Hook]
Finally it has happened to me right in front of my face
And I just cannot hide it

[Verse 1]
Meeting Mr. Right, the man of my dreams
The one who shows me true love, or at least it seems
With brown cocoa skin and curly black hair
It's just the way he looks at me, that gentle loving stare

[Bridge]
Finally you've come along
The way I feel about you, it just can't be wrong
If you only knew the way I feel about you
I just can't describe it, oh no no

[Refrain]
Finally it has happened to me, right in front of my face
My feelings can't describe it
Finally it has happened to me, right in front of my face and
I just can not hide it
Finally it has happened to me, right in front of my face
My feelings can't describe it
Finally it has happened to me, right in front of my face and
I just cannot hide it

[Verse 2]
It seems so many times you seemed to be the one
But all he ever wanted was to have a little fun
But now you've come along and brightened up my world
In my heart I feel it, I'm that special kind of girl

[Bridge]
Finally you've come along
The way I feel about you it just can't be wrong
If you only knew the way I feel about you
I just can't describe it, oh no no

[Refrain]
Finally it has happened to me, right in front of my face
My feelings can't describe it
Finally it has happened to me, right in front of my face and
I just cannot hide it
Finally it has happened to me, right in front of my face
My feelings can't describe it
Finally it has happened to me, right in front of my face and
I just cannot hide it

[Break]
Finally
Oh finally yeah yeah
Oh finally finally yeah yeah oww
Finally finally yeah yeah oww
Finally finally yeah yeah oww
Finally finally yeah yeah oww
Finally finally yeah yeah oww

[Bridge]
Finally you've come along
The way I feel about you it just can't be wrong
If you only knew the way I feel about you
I just can't describe it, oh no no

[Refrain]
Finally it has happened to me, right in front of my face
My feelings can't describe it
Finally it has happened to me, right in front of my face and
I just can not hide it
Finally it has happened to me right in front of my face
My feelings can't describe it",CeCe Peniston,CeCe Peniston,1991,"[8, 8, 8, 11, 24, 25, 31, 39, 43, 52, 67, 75, 86, 94]",14
8,2 Legit 2 Quit,"[Intro]
Too legit... Too legit to quit
Sweat running all over my chest
I don't quit no!
I just press harder
Than I ever did before going for
The dreams that I have in store
In my mind (mind) and I know
That I'm makin it I gotta
Get mine and nobody's takin it away
(No!) cause Hammer don't play that
You try to get mine
Boy you better step back freeze (freeze) cause
You don't want none I hustle
For my muscle and you look
Weak son (real weak) yea!...
I'm goin for all that I can get
Kickin at the top cause I'm too legit to quit...sing!..

[Hook]
Too legit... Too legit to quit
(Hey...hey...)
Too legit, too legit to quit..

[Verse 1]
When I feel high post don't
You play me close a dig 'em smack
A get you back and i'll
Hit with a dose of Oaktown power
And charge you by the hour
I'm shakin like a quake and funks
Get devoured I choose to abuse, misuse and confuse
Competitors who think
They're makin up all the rules, fools
In the game lame and insane
It's a shame I gotta do this but
I remain the same unchanged
Gettin better never known
As a sweater kickin it at the
Top cause I got myself together
So roll with a guy who's
Physical and fit knows the time
And too legit to quit...sang!

[Hook]
Too legit... Too legit to quit
(Hey...hey...)
Too legit, too legit to quit..

[Verse 2]
Step to the rhythm of a
Sho-nuff winner (winner) I been
Here before (yo!) I ain't no
Beginner (word) but I been new
Tried and true survival of the fittest
Yo!..it brought me through
My crew (talk) we're ready to
Strike trained for the mission
So believe the hype and sweat it
Cause you're gonna
Regret it the day that you dissed us
You'll wish you never met us
You remind me of a real short
Story one hit record and you
Star to bore me get ready
Cause this is it your crew is
Through and we too legit to quit...sang!..

[Hook]
Too legit... Too legit to quit
(Hey...hey...)
Too legit, too legit to quit..

[Verse 3]
My people we don't know defeat
We crush the strong and
Percolate the weak daily
(Everyday) we make our moves to
Improve our groove because we love to rule where we
Lay yo!..(Yo!) work and play
We started at the bottom and
Now we're leading the way and yea!
I'm havin a fit kickin it
At the top because I'm too legit to quit - sing!",MC Hammer,M.C. Hammer,1991,"[9, 9, 11, 17, 19, 36, 59, 61]",8
9,Wildside,"Ah yeah huh American the beautiful
Huh yeah let me introduce y'all to the wildside
Annie was a high school cheerleader
Pom poms and bobby socks and no girl was sweeter
Come prom time everybody was on the line
All the fellas singing nickel and dime
Tales about love and lust and trust
But Annie took it in all in stride
Cause deep inside annie had aspirations
Wanted to be a chemical engineer
Making 50 to 55 thousand a year
Her first year of college was a success
But along came Billy possessed and obsessed
He took Annie on a fatal date
And showed her things that made heart beats accelerate
Annie took a hit breathed two short breaths
One for life the last for death
Now she's gone a former valedictorian
Ended up becoming a topic for historians
Washed up dreams, shattered pride
All because Annie took a hit on the wildside

(Chorus)

Ron had enough of being broke every day
Saying to himself. There's gotta be a better way
Cause 9 to 5 wasn't worth the headaches
So ron figured out a faster way to make money
Before you know it, he's a rich man
Gold on every finger of his hand
A brand new BMW. A condo. Ron ended up a john doe
A body was found in the alley but never claimed
Full of bullet holes but none to blame
Ron became another victim of homicide
Because he chose to walk on the wildside

(Chorus)

Charles had everything going for him
A top paying job a good life. A good wife
A baby boy on the way any day
A gentleman attitude is all he displayed
Carol was the wife he loved and adored
Her family and friends treated him like an ambassador
One night on the other side of town
A police dispatcher picked up a weird sound
Charles on the car phone asking for help
Claiming a burglar shot his wife and himself
His pregnant wife lay slumped over
Dreams corrupt and a young life over
Extensive searches throughout the projects
Put a lot of people through misery and wreck
Everyone a suspect till someone was found
Interrogated cause their skin was brown
Then there was Benny, guilty until proven so
But soon as the case started moving slow
What do you know, sure as a sea gull gets webbed toed
Charles was the culprit
The whole plot was an insurance scam
Charles and his brother came up with a plan
Kill carol collect a big check
Blame it on a black man. What the heck!
And just before the story was known
Charles had a feeling his cover was blown
So he jumped off a bridge
Committed suicide
This is how it is on the wildside!

(Chorus)

Little Tiffany. Only thirteen
Came to the city. Place of big dreams
Visiting family and friends for the summer time
Sitting on a mailbox, watching the boys climb trees
And the girls play hopscotch
So far her vacation was top notch
But of the blue a Mercedes at top speed
Gang bangers chasing the robbers on the stampede
Quick as a blink shots rang out loud
And a hail of bullets zipped through the crowd
One hit Tiffany and instantly she died
Innocently on the wildside",Marky Mark and the Funky Bunch,Marky Mark & The Funky Bunch,1991,"[10, 10, 10, 15, 21, 26, 43, 47]",8
