,title,lyrics,artistsFromLyrics,artists,date,rank,cnt
0,Firework,"[Verse 1]
Do you ever feel like a plastic bag
Drifting through the wind, wanting to start again?
Do you ever feel, feel so paper-thin
Like a house of cards, one blow from caving in?
Do you ever feel already buried deep?
Six feet under screams, but no one seems to hear a thing
Do you know that there's still a chance for you?
'Cause there's a spark in you

[Pre-Chorus]
You just gotta ignite the light
And let it shine
Just own the night
Like the Fourth of July

[Chorus]
'Cause baby, you're a firework
Come on show 'em what you're worth
Make 'em go, ""Aah, aah, aah""
As you shoot across the sky
Baby, you're a firework
Come on, let your colors burst
Make 'em go, ""Aah, aah, aah""
You're gonna leave them all in awe, awe, awe

[Verse 2]
You don't have to feel like a waste of space
You're original, cannot be replaced
If you only knew what the future holds
After a hurricane comes a rainbow
Maybe a reason why all the doors are closed
So you could open one that leads you to the perfect road
Like a lightning bolt, your heart will glow
And when it's time, you'll know

[Pre-Chorus]
You just gotta ignite the light
And let it shine
Just own the night
Like the Fourth of July

[Chorus]
'Cause baby, you're a firework
Come on, show 'em what you're worth
Make 'em go, ""Aah, aah, aah""
As you shoot across the sky
Baby, you're a firework
Come on, let your colors burst
Make 'em go, ""Aah, aah, aah""
You're gonna leave them all in awe, awe, awe

[Bridge]
Boom, boom, boom
Even brighter than the moon, moon, moon
It's always been inside of you, you, you
And now it's time to let it through

[Chorus]
'Cause baby, you're a firework
Come on, show 'em what you're worth
Make 'em go, ""Aah, aah, aah""
As you shoot across the sky
Baby, you're a firework
Come on, let your colors burst
Make 'em go, ""Aah, aah, aah""
You're gonna leave them all in awe, awe, awe

[Outro]
Boom, boom, boom
Even brighter than the moon, moon, moon
Boom, boom, boom
Even brighter than the moon, moon, moon",Katy Perry,Katy Perry,2010,"[1, 1, 2, 6, 9, 10, 29, 57]",8
1,What's My Name?,"[Chorus: Rihanna]
Oh na-na, what's my name?
Oh na-na, what's my name?
Oh na-na, what's my name?
Oh na-na, what's my name?
Oh na-na, what's my name?
What's my name, what's my name?

[Verse 1: Drake]
Uh, yeah
I heard you good with them soft lips
Yeah, you know word of mouth
The square root of 69 is 8 somethin', right?
'Cause I've been tryna work it out, oh
Uh, good weed, white wine
Uh, I come alive in the night time, yeah
Okay, away we go
Only thing we have on is the radio
Let it play
Say you gotta leave, but I know you wanna stay
You just waitin' on the traffic jam to finish girl
The things that we could do in twenty minutes girl
Say my name, say my name, wear it out
It's gettin' hot, crack a window, air it out
I can get you through a mighty long day
Soon as you go the text that I write is gon' say

[Chorus: Rihanna]
Oh na-na, what's my name?
Oh na-na, what's my name?
Oh na-na, what's my name?
What's my name, what's my name?

[Verse 2: Rihanna]
Not everybody
Knows how to work my body
Knows how to make me want it
But boy, you stay up on it
You got that somethin'
That keeps me so off balance
Baby, you're a challenge
Let's explore your talent

[Refrain: Rihanna]
Hey boy, I really wanna see if you
Can go downtown with a girl like me
Hey boy, I really wanna be with you
'Cause you just my type
Ooh, na, na, na, na
I need a boy to take it over
Lookin' for a guy to put in work, uh
Ohh-oh-oh, ohh-oh-oh
Hey boy, I really wanna see if you
Can go downtown with a girl like me
Hey boy, I really wanna be with you
'Cause you just my type
Ooh, na, na, na, na
I need a boy to take it over
Lookin' for a guy to put in work, uh
Ohh-oh-oh, ohh-oh-oh

[Chorus: Rihanna]
Oh na-na, what's my name?
Oh na-na, what's my name?
Oh na-na, what's my name?
What's my name, what's my name?

[Verse 3: Rihanna]
Baby, you got me
And ain't nowhere that I'd be
Than with your arms around me
Back and forth, you rock me, yeah
So I surrender
To every word you whisper
Every door you enter
I will let you in

[Refrain: Rihanna]
Hey boy, I really wanna see if you
Can go downtown with a girl like me
Hey boy, I really wanna be with you
'Cause you just my type
Ooh, na, na, na, na
I need a boy to take it over
Lookin' for a guy to put in work, uh
Ohh-oh-oh, ohh-oh-oh

[Bridge: Rihanna]
You're so amazing, you took the time to figure me out
That's why you take me, way past the point of turnin' me on
You 'bout to break me
I swear you got me losin' my mind

[Chorus: Rihanna]
Oh na-na, what's my name?
Oh na-na, what's my name?
Oh na-na, what's my name?
Oh na-na, what's my name?
Oh na-na, what's my name?
What's my name? What's my name?

[Refrain: Rihanna]
Hey boy, I really wanna see if you
Can go downtown with a girl like me
Hey boy, I really wanna be with you
'Cause you just my type
Ooh, na, na, na, na
I need a boy to take it over
Lookin' for a guy to put in work, uh
Ohh-oh-oh, ohh-oh-oh
Hey boy, I really wanna see if you
Can go downtown with a girl like me
Hey boy, I really wanna be with you
'Cause you just my type
Ooh, na, na, na, na
I need a boy to take it over
Lookin' for a guy to put in work, uh
Ohh-oh-oh, ohh-oh-oh",Rihanna,Rihanna Featuring Drake,2010,"[2, 3, 5, 8, 7, 1, 60, 83]",8
2,Grenade,"[Verse 1]
Easy come, easy go, that's just how you live, oh
Take, take, take it all, but you never give
Shoulda known you was trouble from the first kiss
Had your eyes wide open; why were they open? (Ooh)

[Pre-Chorus]
Gave you all I had and you tossed it in the trash
You tossed it in the trash, you did
To give me all your love is all I ever ask
'Cause what you don't understand is

[Chorus]
I'd catch a grenade for ya (Yeah, yeah, yeah)
Throw my hand on a blade for ya (Yeah, yeah, yeah)
I'd jump in front of a train for ya (Yeah, yeah, yeah)
You know I'd do anything for ya (Yeah, yeah, yeah)
Oh, oh-oh oh oh, I would go through all this pain
Take a bullet straight through my brain
Yes, I would die for ya baby
But you won't do the same

[Post-Chorus]
No, no, no, no, oh-oh oh...

[Verse 2]
Black, black, black and blue, beat me 'til I'm numb
Tell the devil I said ""Hey"" when you get back to where you're from
Mad woman, bad woman, that's just what you are
Yeah, you'll smile in my face then rip the brakes out my car

[Pre-Chorus]
Gave you all I had and you tossed it in the trash
You tossed it in the trash; yes, you did!
To give me all your love is all I ever ask
'Cause what you don't understand is

[Chorus]
I'd catch a grenade for ya (Yeah, yeah, yeah)
Throw my hand on a blade for ya (Yeah, yeah, yeah)
I'd jump in front of a train for ya (Yeah, yeah, yeah)
You know I'd do anything for ya (Yeah, yeah, yeah)
Oh, oh-oh oh oh, I would go through all this pain
Take a bullet straight through my brain
Yes, I would die for ya, baby
But you won't do the same

[Bridge]
If my body was on fire
Ooh, you'd watch me burn down in flames
You said you loved me, you're a liar
Cause you never, ever, ever did, baby

[Chorus]
But darlin', I'd still catch a grenade for ya (Yeah, yeah, yeah)
Throw my hand on a blade for ya (Yeah, yeah, yeah)
I'd jump in front of a train for ya (Yeah, yeah, yeah)
You know I'd do anything for ya (Yeah, yeah, yeah)
Oh, oh-oh oh-oh, I would go through all this pain
Take a bullet straight through my brain
Yes, I would die for ya, baby
But you won't do the same

[Outro]
No, you won't do the same
You wouldn't do the same
Ooh, you'd never do the same
No, no, no, no oh-oh oh",Bruno Mars,Bruno Mars,2010,"[3, 5, 10, 17, 30, 36, 64, 75, 79, 88, 81]",11
3,Raise Your Glass,"[Verse 1]
Right, right, turn off the lights
We're gonna lose our minds tonight
What's the dealio?
I love when it's all too much
5 A.M. turn the radio up
Where's the rock 'n roll?

[Pre-Chorus]
Party crasher, panty snatcher
Call me up if you're gangsta
Don't be fancy, just get dancy
Why so serious?

[Chorus]
So raise your glass if you are wrong
In all the right ways, all my underdogs
We will never be, never be anything but loud
And nitty, gritty, dirty, little freaks
Won't you come on and come on and
Raise your glass
Just come on and come on and
Raise your glass

[Verse 2]
Slam, slam, oh hot damn
What part of party don't you understand?
Wish you'd just freak out (Freak out already)
Can't stop, coming in hot
I should be locked up right on the spot
It's so on right now (It's so fuckin' on right now)

[Pre-Chorus]
Party crasher, panty snatcher
Call me up if you're gangsta
Don't be fancy, just get dancy
Why so serious?

[Chorus]
So raise your glass if you are wrong
In all the right ways, all my underdogs
We will never be, never be anything but loud
And nitty, gritty, dirty, little freaks
Won't you come on and come on and
Raise your glass
Just come on and come on and raise your glass
Won't you come on and come on and
Raise your glass
Just come on and come on and raise your glass

[Bridge]
Oh shit! My glass is empty
That sucks!
So if you're too school for cool (I mean)
And you're treated like a fool (Treated like a fool)
You can choose to let it go
We can always, we can always party on our own
So raise your (Ah, fuck)

[Chorus]
So raise your glass if you are wrong
In all the right ways, all my underdogs
We will never be, never be anything but loud
And nitty, gritty, dirty, little freaks
So raise your glass if you are wrong
In all the right ways, all my underdogs
We will never be, never be anything but loud
And nitty, gritty, dirty, little freaks
Won't you come on and come on and
Raise your glass
Just come on and come on and raise your glass
Won't you come on and come on and
Raise your glass for me
Just come on and come on and raise your glass
For me",P!nk,P!nk,2010,"[4, 2, 1, 2, 4, 7, 10, 10, 11, 51]",10
4,We R Who We R,"[Verse 1]
Hot and dangerous
If you’re one of us, then roll with us
'Cause we make the hipsters fall in love
When we’ve got our hot-pants on and up
And yes, of course we does
We’re running this town just like a club
And no, you don’t wanna mess with us
Got Jesus on my necklace

[Pre-Chorus]
Got that glitter on my eyes
Stockings ripped all up the side
Looking sick and sexy-fied
So let’s go, oh-oh
Let’s go!

[Chorus]
Tonight we’re going hard
Just like the world is ours
We’re tearing it apart
You know we’re superstars
We are who we are
We’re dancing like we’re dumb
Our bodies go numb
We’ll be forever young
You know we’re superstars
We are who we are

[Verse 2]
DJ, turn it up
It’s about damn time to live it up
I’m so sick of being so serious
It’s making my brain delirious
I’m just talking truth
I’m telling you ’bout the shit we do
We’re selling our clothes, sleeping in cars
Dressing it down, hitting on dudes
Hard

[Pre-Chorus]
Got that glitter on my eyes
Stockings ripped all up the side
Looking sick and sexy-fied
So let’s go, oh-oh
Let’s go!

[Chorus]
Tonight we’re going hard
Just like the world is ours
We’re tearing it apart
You know we’re superstars
We are who we are
We’re dancing like we’re dumb
Our bodies go numb
We’ll be forever young
You know we’re superstars
We are who we are

[Breakdown]
DJ, turn it up
DJ, turn it up
DJ, turn it up
DJ, turn it up

[Chorus]
Tonight we’re going hard
Just like the world is ours
We’re tearing it apart
You know we’re superstars
We are who we are
We’re dancing like we’re dumb
Our bodies go numb
We’ll be forever young
You know we’re superstars
We are who we are",Kesha,Ke$ha,2010,"[5, 8, 6, 4, 6, 5, 1]",7
5,Only Girl (In The World),"[Intro]
La-la-la-la
La-la-la-la
La-la-la-la (Yeah)
La-la-la-la

[Verse 1]
I want you to love me like I'm a hot ride (Yeah)
Be thinking of me
Doing what you like
So boy, forget about the world, 'cause it's gon' be me and you tonight (Yeah)
I wanna make you beg for it
Then I'ma make you swallow your pride, ooh

[Chorus]
Want you to make me feel like I'm the only girl in the world
Like I'm the only one that you'll ever love
Like I'm the only one who knows your heart
Only girl in the world
Like I'm the only one that's in command
'Cause I'm the only one who understands
How to make you feel like a man, yeah
Want you to make me feel like I'm the only girl in the world
Like I'm the only one that you'll ever love
Like I'm the only one who knows your heart
Only one

[Verse 2]
Want you to take it like a thief in the night
Hold me like a pillow
Make me feel right (Feel right)
Baby, I'll tell you all my secrets that I'm keeping
You can come inside (Yeah)
And when you enter, you ain't leaving
Be my prisoner for the night, ooh

[Chorus]
Want you to make me feel like I'm the only girl in the world
Like I'm the only one that you'll ever love
Like I'm the only one who knows your heart
Only girl in the world
Like I'm the only one that's in command
'Cause I'm the only one who understands
Like I'm the only one who knows your heart
Only one

[Bridge]
Take me for a ride, ride
Oh, baby, take me high, high
Let me make you rise, rise
Oh, make it last all night, night
Take me for a ride, ride
Oh, baby, take me high, high
Let me make you rise, rise
Make it last all night

[Chorus]
Want you to make me feel like I'm the only girl in the world
Like I'm the only one that you'll ever love
Like I'm the only one who knows your heart
Only girl in the world
Like I'm the only one that's in command
'Cause I'm the only one who understands
How to make you feel like a man
Only girl in the world
Girl in the world
Only girl in the world
Girl in the world",Rihanna,Rihanna,2010,"[6, 6, 3, 1, 2, 4, 4, 3, 4, 6, 8, 8, 3, 75]",14
6,Just The Way You Are,"[Verse 1]
Oh, her eyes, her eyes
Make the stars look like they're not shinin'
Her hair, her hair
Falls perfectly without her trying
She's so beautiful
And I tell her every day
Yeah, I know, I know
When I compliment her she won't believe me
And it's so, it's so
Sad to think that she don't see what I see
But every time she asks me, ""Do I look okay?""
I say

[Chorus]
When I see your face
There's not a thing that I would change
'Cause you're amazing just the way you are
And when you smile
The whole world stops and stares for a while
'Cause, girl, you're amazing just the way you are

[Verse 2]
Her lips, her lips
I could kiss them all day if she'd let me
Her laugh, her laugh
She hates but I think it's so sexy
She's so beautiful, and I tell her every day
Oh you know, you know, you know
I'd never ask you to change
If perfect's what you're searching for
Then just stay the same
So don't even bother asking if you look okay
You know I'll say

[Chorus]
When I see your face
There's not a thing that I would change
'Cause you're amazing just the way you are
And when you smile
The whole world stops and stares for a while
'Cause, girl, you're amazing just the way you are

[Post-Chorus]
The way you are
The way you are
Girl, you're amazing just the way you are

[Chorus]
When I see your face
There's not a thing that I would change
'Cause you're amazing just the way you are
And when you smile
The whole world stops and stares for a while
'Cause, girl, you're amazing just the way you are, yeah",Bruno Mars,Bruno Mars,2010,"[7, 7, 4, 40, 7, 3, 3, 3, 2, 2, 1, 1, 1, 1, 3, 4, 6, 9, 16, 20, 36, 43]",22
7,The Time (Dirty Bit),"[Intro: Announcer]
This is international
Big mega radio smasher

[Chorus: will.i.am & Fergie]
I've, had, the time of my life
And I never felt this way before
And I swear, this is true
And I owe it all to you
Oh I've, had, the time of my life
And I never felt this way before
And I swear, this is true
And I owe it all to you-you
You-you-you-you-you-you-you-you
Youyouyouyouyouyouyouyou
Y-y-y-y-y-y-y-y-y-y-y
Dirty bit!
Dirty bit!

[Verse 1: will.i.am]
I-I came up in here to rock
Light a fire, make it hot
I don't wanna take no pictures
I just wanna take some shots
So come on, let's go
Let's lose control
Let's do it all night
'Til we can't do it no mo'
People rockin' to the sound
Turn it up and watch it pound
We gon' rock it to the top
Until the roof come burnin' down
Yeah, it's hot in hurrrr
The temperaturrrre
Has got these ladies
Gettin' freaky-urrrr

[Verse 2: Fergie]
I got freaky freaky baby
I was chilling with my ladies
I didn't come to get bougie
I came here to get crazy
I was born to get wild
That's my style
If you didn't know that
Well, baby, now you know now

[Interlude: The Black Eyed Peas]
'Cause I'm... havin'...
A good, time, with you
I'm tellin' you

[Chorus: will.i.am & Fergie]
I've, had, the time of my life
And I never felt this way before
And I swear, this is true
And I owe it all to you
Oh I've, had, the time of my life
And I never felt this way before
And I swear, this is true
And I owe it all to you-you
You-you-you-you-you-you-you-you
Youyouyouyouyouyouyouyou
Y-y-y-y-y-y-y-y-y-y-y
Dirty bit!
Dirty bit!

[Verse 3: apl.de.ap]
All-all these girls, they like my swagger
They callin' me Mick Jagger
I be Rolling like a Stone
Jetsetter, jetlagger
We ain't messin' with no maggots
Messin' with the baddest
Chicks in the club
Honey, what's up?

[Bridge: apl.de.ap]
Mirror, mirror on the wall
Who's the baddest of them all?
Yeah it's gotta be the apl
I'm the mack daddy, y'all
Haters better step back
Ladies (Download your Ap')
I'm the party application
Rockin' just like that

[Interlude 2: Announcer]
This is international
Big mega radio smasher

[Interlude: The Black Eyed Peas]
'Cause I'm.. havin'...
A good, time, with you
I'm tellin' you

[Chorus: will.i.am & Fergie]
I-I-I-I-I, had, the time of my life
And I never felt this way before
And I swear, this is true
And I owe it all to you
Oh I've, had, the time of my life
And I never felt this way before
And I swear, this is true
And I owe it all to you-you
I-I-I-I-I, had, the time of my life
And I never felt this way before
And I swear, this is true
And I owe it all to you
Oh I've, had, the time of my life
And I never felt this way before
And I swear, this is true
And I owe it all to you-you

[Outro: Announcer]
Welcome
This is the beginning
For every ending, is mega starter
When they bring the dark
We bring the light, let's go",The Black Eyed Peas,The Black Eyed Peas,2010,"[8, 4, 9, 13, 12]",5
8,Just A Dream,"[Chorus]
Uhh, uhh, uhh
I was thinking 'bout her, thinking 'bout me
Thinking 'bout us, what we gon' be?
Opened my eyes, yeah
It was only just a dream
So I travel back, down that road
Will she come back? No one knows
I realize, yeah
It was only just a dream

[Verse 1]
I was at the top and now it's like I'm in the basement
Number one spot, now she found her a replacement
I swear now I can't take it
Knowing somebody's got my baby
And now you ain't around, baby I can't think
I shoulda put it down, shoulda got that ring
'Cause I can still feel it in the air
See her pretty face, run my fingers through her hair
My love of my life
My shorty, my wife
She left me, I'm tight
'Cause I knew that it just ain't right

[Chorus]
Uhh, uhh, uhh
I was thinking 'bout her, thinking 'bout me
Thinking 'bout us, what we gon' be?
Opened my eyes, yeah
It was only just a dream
So I travel back, down that road
Will she come back? No one knows
I realize, yeah
It was only just a dream

[Verse 2]
When I be riding man I swear I see her face at every turn
Trying to get my Usher on but I can't let it Burn
And I just hope she know that she the only one I yearn - for
My woman, oh I miss her, when will I learn?
Didn't give her all my love, I guess now I got my payback
Now I'm in the club thinking all about my baby
Hey, she was so easy to love
But wait, I guess that love wasn't enough
I'm going through it every time that I'm alone
And now I'm missing, wishing she pick up the phone
But she made a decision that she wanted to move on
'Cause I was wrong

[Chorus]
Uhh, uhh, uhh
I was thinking 'bout her, thinking 'bout me
Thinking 'bout us, what we gon' be?
Opened my eyes, yeah
It was only just a dream
So I travel back, down that road
Will she come back? No one knows
I realize, yeah
It was only just a dream

[Verse 3]
If you ever loved somebody put your hands up
If you ever loved somebody put your hands up
And now they're gone
And you wishing you could give them everything
Everything (heyyy)
Said if you ever loved somebody put your hands up
If you ever loved somebody put your hands up
And now they're gone
And you wishing you could give them everything

[Chorus]
Uhh, uhh, uhh
I was thinking 'bout her, thinking 'bout me
Thinking 'bout us, what we gon' be?
Opened my eyes, yeah
It was only just a dream
So I travel back, down that road
Will she come back? No one knows
I realize, yeah
It was only just a dream
Uhh, uhh, uhh
I was thinking 'bout her, thinking 'bout me
Thinking 'bout us, what we gon' be?
Opened my eyes, yeah
It was only just a dream
So I travel back, down that road
Will she come back? No one knows
I realize, yeah
It was only just a dream",Nelly,Nelly,2010,"[9, 9, 8, 5, 5, 6, 5, 4, 3, 3, 4, 7, 8, 7, 9, 13, 12]",17
9,Bottoms Up,"[Intro: Trey Songz]
Kane is in the building, nigga
It's Mr. Steal Yo Girl
It's Mr. Steal Yo Girl
Let's go

[Chorus: Trey Songz]
Bottoms up, bottoms up, ayy, what's in ya cup?
Got a couple bottles, but a couple ain't enough
Bottoms up, bottoms up, throw your hands up
Tell security we 'bout to tear this club up
Bottoms up, bottoms up, pocket full of green
Girl, you know I love the way you shake it in them jeans
Bottoms up, bottoms up, throw ya hands up
Bottoms up, bottoms up, bottoms up, up, up

[Verse 1: Trey Songz]
You know what it is, girl, we back up in this thang
Money stay in my pocket, girl, I'm like a walkin' bank
Tell me whatcha drank, tell me whatcha thank
If I go get these bottles, we go alcohol insane

[Pre-Chorus: Trey Songz]
Callin' all the girls, do you hear me?
All around the world, city to city
Cheers to the girls, throw a deuce to the guys
Now I got a chicken and a goose in the ride
Gettin' loose in the ride
Hatin' ass nigga you can move to the, move to the, move to the side

[Chorus: Trey Songz]
Bottoms up, bottoms up, ayy, what's in ya cup?
Got a couple bottles, but a couple ain't enough
Bottoms up, bottoms up, throw your hands up
Tell security we 'bout to tear this club up
Bottoms up, bottoms up, pocket full of green
Girl, you know I love the way you shake it in them jeans
Bottoms up, bottoms up, throw ya hands up
Bottoms up, bottoms up, bottoms up, up, up

[Verse 2: Trey Songz]
My vision's blurred, my words slurred
It's jam-packed, a million girls
And I ain't tryna leave, though
We drunk so let me be your alcohol hero

[Pre-Chorus: Trey Songz]
Callin' all the girls, do you hear me?
All around the world, city to city
Cheers to the girls, throw a deuce to the guys
Now I got a chicken and a goose in the ride
Gettin' loose in the ride
Hatin' ass nigga you can move to the move to the move to the side

[Chorus: Trey Songz]
Bottoms up, bottoms up, ayy, what's in ya cup?
Got a couple bottles, but a couple ain't enough
Bottoms up, bottoms up, throw your hands up
Tell security we 'bout to tear this club up
Bottoms up, bottoms up, pocket full of green
Girl, you know I love the way you shake it in them jeans
Bottoms up, bottoms up, throw ya hands up
Bottoms up, bottoms up, bottoms up, up, up

[Verse 3: Nicki Minaj]
Yo, could I get that 'Trón? Could I get that Remy?
Could I get that Coke? Could I get that Henny?
Could I get that margarita on the rock rock rocks?
Could I get that salt all around that rim rim rim rim?
Trey, I was like ""Yo, Trey""
Do you think you could buy me a bottle of Rosé?
Okay, let's get it now
I'm with a bad bitch, he's with his friends
I don't say ""Hi"", I say ""keys to the Benz""
Keys to the Benz? Keys to the Benz
Motherfuckin' right, yeah, V to the 10
If a bitch tryna get cute I'ma stomp her
Throw a lot of money at her then yell ""Fuck her!
Fuck her! Fuck her!"", then yell, ""Fuck her!""
Then I'ma go get my Louisville Slugger
Excuse me, I'm sorry, I'm really such a lady
I rep Young Money, you know Slim, Baby?
And we be doin' donuts while we wavin' the .380
We give a lot of money to the babies out in Haiti
Yellin' all around the world
Do you hear me? Do you like my body?
Anna Nicki
Rest in peace to Anna Nicole Smith
Yes, my dear, you're so explosive
Say ""Hi"" to Mary, Mary and Joseph
Now bottoms up and double my dosage

[Chorus: Trey Songz]
Bottoms up, bottoms up, ayy, what's in ya cup?
Got a couple bottles, but a couple ain't enough
Bottoms up, bottoms up, throw your hands up
Tell security we 'bout to tear this club up
Bottoms up, bottoms up, pocket full of green
Girl, you know I love the way you shake it in them jeans
Bottoms up, bottoms up, throw ya hands up
Bottoms up, bottoms up, bottoms up, up, up

[Outro: Nicki Minaj & Trey Songz]
It's Nicki, I'm drunk, I'm, I'm, I'm, I'm wanna
I'm beat
I'm, I'm, I'm, I'm good, I'm good
Trigga Trey, Nicki M., let's get it
Bottoms up (C'mere!), bottoms up, bottoms up
I-I-I-I I am Zolanski (Bottoms up)
I'm Roman (Bottoms up)
Yeah",Trey Songz,Trey Songz Featuring Nicki Minaj,2010,"[10, 10, 11, 10, 10, 8, 7, 6, 10, 13, 11, 13, 13, 17, 20, 27, 27, 22]",18
