,title,lyrics,artistsFromLyrics,artists,date,rank,cnt
0,No One,"[Verse 1]
I just want you close
Where you can stay forever
You can be sure
That it will only get better

[Pre-Chorus]
You and me together
Through the days and nights
I don't worry 'cause
Everything's going to be alright
People keep talking, they can say what they like
But all I know is everything's gonna be alright

[Chorus]
No one, no one, no one
Can get in the way of what I'm feelin'
No one, no one, no one
Can get in the way of what I feel for you, you, you
Can get in the way of what I feel for you

[Verse 2]
When the rain is pouring down
And my heart is hurting
You will always be around
This I know for certain

[Pre-Chorus]
You and me together
Through the days and nights
I don't worry 'cause
Everything's going to be alright
People keep talking, they can say what they like
But all I know is everything's gonna be alright

[Chorus]
No one, no one, no one
Can get in the way of what I'm feelin'
No one, no one, no one
Can get in the way of what I feel for you, you, you
Can get in the way of what I feel

[Bridge]
I know some people search the world
To find something like what we have
I know people will try, try to divide, something so real
So till the end of time, I'm telling you there ain't no one

[Chorus]
No one, no one
Can get in the way of what I'm feelin'
No one, no one, no one
Can get in the way of what I feel for you

[Outro]
Oh, oh oh oh, oh oh oh, oh oh oh oh oh oh oh oh oh oh
Oh, oh oh oh, oh oh oh, oh oh oh oh oh oh oh oh oh oh",Alicia Keys,Alicia Keys,2007,"[1, 1, 1, 1, 1, 2, 3, 4, 4, 4, 8, 12, 16, 15, 71]",15
1,Low,"[Intro: T-Pain, Flo Rida]
Hmm-mmm-mmm-mmm-mmm-mmm
Let me talk to 'em, let me talk to 'em let it rain
Hmm-mmm-mmm-mmm-mmm-mmm
Let me talk to 'em come on

[Chorus: T-Pain]
Shawty had them Apple Bottom jeans, boots with the fur (with the fur)
The whole club was lookin' at her
She hit the flo' (She hit the flo'), next thing you know
Shawty got low-low-low-low-low-low-low-low
Them baggy sweat pants
And the Reeboks with the straps (with the straps)
She turned around and gave that big booty a smack (Ayy!)
She hit the flo' (She hit the flo'), next thing you know
Shawty got low-low-low-low-low-low-low-low

[Verse 1: Flo Rida]
I ain't never seen nothin' that'll make me go
This crazy all night spendin' my dough
Had a million dollar vibe and a bottle to go
Them birthday cakes they stole the show
So sexual, she was flexible
Professional, drinkin' X and O
Hold up, wait a minute, do I see what I think I, whoa
Did I think I see shawty get low?
Ain't the same when it's up that close
Make it rain, I'm makin' it snow
Work the pole, I got the bank roll
I'ma say that I prefer them no clothes
I'm into that, I love women exposed
She threw it back at me, I gave her mo'
Cash ain't no problem, I know where it goes
She had them

[Chorus: T-Pain]
Apple Bottom jeans, boots with the fur (with the fur)
The whole club was lookin' at her
She hit the flo' (She hit the flo'), next thing you know
Shawty got low-low-low-low-low-low-low-low
Them baggy sweat pants
And the Reeboks with the straps (with the straps)
She turned around and gave that big booty a smack (Ayy!)
She hit the flo' (She hit the flo'), next thing you know
Shawty got low-low-low-low-low-low-low-low

[Verse 2: Flo Rida]
Hey, shawty, what I gotta do to get you home?
My jeans full of guap and they ready for shones
Cadillacs, Maybachs for the sexy groan
Patron on the rocks that'll make you moan
One stack c'mon, two stacks c'mon
Three stacks c'mon, now that's three grand
What, you think I'm playin', baby girl?
I'm the man, I'll bend the rubber bands
That's what I told her, her legs on my shoulder
I knew it was over, that Henny and Cola
Got me like a soldier, she ready for Rover
I couldn't control her
So lucky oh me, I was just like a clover
Shawty was hot like a toaster
Sorry but I had to fold her
Like a pornography poster, she showed her

[Chorus: T-Pain]
Apple Bottom jeans, boots with the fur (with the fur)
The whole club was lookin' at her
She hit the flo' (She hit the flo'), next thing you know
Shawty got low-low-low-low-low-low-low-low
Them baggy sweat pants
And the Reeboks with the straps (with the straps)
She turned around and gave that big booty a smack (Ayy!)
She hit the flo' (She hit the flo'), next thing you know
Shawty got low-low-low-low-low-low-low-low

[Verse 3: Flo Rida]
Whoa, shawty
Yeah she was worth the money
Lil' mama took my cash
And I ain't want it back
The way she bent that back
Got her them paper stacks
Tattoo above her crack
I had to handle that
I was on it, sexy woman
Let me showin' and made me want it
Two in the mornin', I'm zonin'
And them Rosay bottles foamin'
She wouldn't stop, made it drop
Shawty did that pop and lock
Had to break her off that guap
Gal was fly just like my Glock

[Chorus: T-Pain]
Apple Bottom jeans, boots with the fur (with the fur)
The whole club was lookin' at her
She hit the flo' (She hit the flo'), next thing you know
Shawty got low-low-low-low-low-low-low-low
Them baggy sweat pants
And the Reeboks with the straps (with the straps)
She turned around and gave that big booty a smack (Ayy!)
She hit the flo' (She hit the flo'), next thing you know
Shawty got low-low-low-low-low-low-low-low",Flo Rida,Flo Rida Featuring T-Pain,2007,"[2, 3, 4, 4, 4, 6, 64, 91]",8
2,Apologize,"[Verse 1]
I'm holding on your rope, got me ten feet off the ground
And I'm hearing what you say, but I just can't make a sound
You tell me that you need me, then you go and cut me down
But wait
You tell me that you're sorry, didn't think I'd turn around
And say (that)

[Chorus]
It's too late to apologize, it's too late
I said it's too late to apologize, it's too late

[Verse 2]
I'd take another chance, take a fall, take a shot for you, oh, oh
I need you like a heart needs a beat, but it's nothing new
Yeah, yeah
I loved you with a fire red, now it's turning blue
And you say
Sorry like the angel Heaven let me think was you
But I'm afraid

[Chorus]
It's too late to apologize, it's too late
I said it's too late to apologize, it's too late
Oh, oh
It's too late to apologize, it's too late
I said it's too late to apologize, it's too late
It's too late to apologize, yeah
I said it's too late to apologize, yeah

[Outro]
I'm holding on your rope, got me ten feet off the ground",Timbaland,Timbaland Featuring OneRepublic,2007,"[3, 2, 3, 2, 3, 3, 2, 2, 3, 3, 4, 6, 22, 33, 52, 75, 96, 91, 92, 95]",20
3,Kiss Kiss,"[Intro: T-Pain & Caller]
Yo, this is Nappy Boy Radio live
With your boy T-Pain, we love rap music
Listen, uh, we got a caller on line one
Caller, what's your problem?
Hello, I'm on the radio with T-Pain!
How's it going? Yeah
It ain't going good, my girl ain't doing her things she used to do, at all
I got just what you need, brand new Chris Brown, T-Pain (Okay)
You heard it here first, Nappy Boy Radio, we, love, you
What them boys gon' do for me? Aw

[Chorus: T-Pain & Chris Brown]
Hey, she want that lovey-dovey, lovey-dovey
That kiss kiss, kiss kiss
In her mind she fantasize 'bout getting with me
They hating on me, hating on me
They wanna diss diss, diss this
Because she mine and so fine, thick as can be
Hey, she want that lovey-dovey, lovey-dovey
That kiss kiss, kiss kiss
In her mind she fantasize 'bout getting with me
They hating on me, hating on me
They wanna diss this, diss this
Because she mine and so fine, thick as can be

[Verse 1: Chris Brown & T-Pain]
I'm a country boy from Tappahannock (Ah-woo)
V.A. is where I reside, so shawty understand it (Ah-woo)
And I know I just turned 18 and I get a little mannish (Ah-woo)
And you see this bandana hanging
That means I'm like a bandit, like, like a bandit, bandit (Ah, woo!)

[Pre-Chorus: Chris Brown & T-Pain]
I got paper, girl (Woo!)
The Lamborghini (Woo!)
With the spider seats (Woo!)
You never seen it (Ah, woo!)
So get it, shawty
We parking lot pimping in my donk
And I know what you want

[Chorus: T-Pain & Chris Brown]
Hey, she want that lovey-dovey, lovey-dovey
That kiss kiss, kiss kiss
In her mind she fantasize 'bout getting with me
They hating on me, hating on me
They wanna diss diss, diss this
Because she mine and so fine, thick as can be
Hey, she want that lovey-dovey, lovey-dovey
That kiss kiss, kiss kiss
In her mind she fantasize 'bout getting with me
They hating on me, hating on me
They wanna diss this, diss this
Because she mine and so fine, woah, thick as can be

[Verse 2: Chris Brown & T-Pain]
I'm the epitome of this demonstration, I got the remedy
You feeling me, so why is you hating on my anatomy?
It's bird-like, yeah, you heard right
Girl, I'm the king, so that means I'm fly (Ah, woo!)

[Pre-Chorus: Chris Brown & T-Pain]
If you with it, girl (Woo!)
Get it popping (Woo!)
Roll with me (Woo!)
Ain't no stopping (Ah, woo!)
So get it, shawty
We parking lot pimping in my donk
And I know what you want

[Chorus: T-Pain, Chris Brown & Both]
Hey, she want that lovey-dovey, lovey-dovey
That kiss kiss, kiss kiss (Hey)
In her mind she fantasize 'bout (Hey), getting with me
They hating on me, hating on me (Yeah)
They wanna diss diss, diss this
Because she mine and so fine, thick as can be (Thick as can be, yeah)
Hey, she want that lovey-dovey, lovey-dovey
That kiss kiss, kiss kiss
In her mind she fantasize 'bout getting with me, yeah
They hating on me, hating on me
They wanna diss this, diss this (Hey)
Because she mine and so fine, (Hey), thick as can be

[Verse 3: T-Pain]
Ayy, ayy, ayy, ayy
Shawty, let me holla at you, you so hot, hot, hot, hot
You think I'd be hollerin' if you not, not, not, not?
I'm king of the town, you can take a look around
Teddy Penderazdown is in the spot, spot, spot, spot
Yeah, I got money on me
Yeah, baby girl, no problem
Yeah, you rollin', shawty?
Yeah, let's hit McDonald's (Ha!)
It's TP, and CB
I'm a Nappy Boy, ah-ow-ah-ah-ah-oh-ooh-wee

[Chorus: T-Pain & Chris Brown]
Hey, she want that lovey-dovey, lovey-dovey (Oh-oh)
That kiss kiss, kiss kiss
In her mind she fantasize 'bout (Oh, woah), getting with me (Woah)
They hating on me, hating on me
They wanna diss diss, diss this
Because she mine and so fine, so fine, thick as can be
Hey, she want that lovey-dovey, lovey-dovey (Girl)
That kiss kiss, kiss kiss (Yeah)
In her mind she fantasize 'bout getting with me, getting with me, shawty
They hating on me, hating on me
They wanna diss this, diss this
T-Pain, Chris Brown
Because she mine and so fine, thick as can be

[Outro: Chris Brown & T-Pain]
Yeah, yeah
We are live back on Nappy Boy Radio (Oh, oh)
This is your boy DJ Pain (Yeah)
I gotta get outta here, man, I just wanna leave with
Told y'all I was gon' do it like this, ha
If you ain't got it by now (Yeah), then you just ain't getting it, yeah
Let's go, Nappy Boy (Ayy) and Pretty Boy (Ayy)
Nappy Boy (Ayy) and Pretty Boy (Ayy)
Boy, I say, Nappy Boy and Pretty Boy
Hit us up, man, (850) 321-8692
Nappy, Nappy, Nappy and Pretty Boy
(804) 698-5430, yeah",Chris Brown,Chris Brown Featuring T-Pain,2007,"[4, 4, 2, 3, 2, 1, 1, 1, 2, 22, 35, 55, 74, 100]",14
4,Clumsy,"[B-Section]
She can't help it, the girl can't help it (Oh, baby!)
She can't help it, the girl can't help it (Oh, baby!)
She can't help it, the girl can't help it (Oh, baby!)
She can't help it

[Verse 1]
First time that I saw your eyes
Boy, you looked right through me, mmm, mmm
Played it cool, but I knew you knew
That cupid hit me, mmm, mmm

[Chorus]
You got me trippin' (Oh), stumblin' (Oh), flippin' (Oh), fumblin'
Clumsy 'cause I'm fallin' in love (In - in, love - love)
You got me slippin' (Oh), tumblin' (Oh), sinkin' (Oh), crumblin'
Clumsy 'cause I'm fallin' in love (In - in, love - love)
So in love with you

[B-Section]
She can't help it, the girl can't help it (Oh, baby!)
She can't help it, the girl can't help it (Oh, no!)
She can't help it, the girl can't help it (No how!)
She can't help it

[Verse 2]
Can't breathe, when you touch my sleeve
Butterflies so crazy, mmm, mmm
Whoa now, think I'm goin' down
Friends don't know what's with me, mmm, mmm

[Chorus]
You got me trippin' (Oh), stumblin' (Oh), flippin' (Oh), fumblin'
Clumsy 'cause I'm fallin' in love (In - in, love - love)
You got me slippin' (Oh), tumblin' (Oh), sinkin' (Oh), crumblin'
Clumsy 'cause I'm fallin' in love (In - in, love - love)
So in love with you

[B-Section]
She can't help it, the girl can't help it (Oh, no!)
She can't help it, the girl can't help it (Oh, please!)
She can't help it, the girl can't help it (Oh, no!)
She can't help it

[Bridge]
You know, this ain't the first time this has happened to me
This ""love sick"" thing
