,title,lyrics,artistsFromLyrics,artists,date,rank,cnt
0,I'm Your Angel,"[Verse 1: Céline Dion]
No mountains too high, for you to climb
All you have to do is have some climbing faith, oh yeah
No rivers too wide, for you to make it across
All you have to do is believe it when you pray

[Pre-Chorus: R. Kelly]
And then you will see, the morning will come
And every day will be bright as the sun
All of your fears, cast them on me
I just want you to see

[Chorus: Céline Dion & R. Kelly]
I'll be your cloud up in the sky
I'll be your shoulder when you cry
I'll hear your voices when you call me
I am your angel
And when all hope is gone, I'm here
No matter how far you are, I'm near
It makes no difference who you are
I am your angel
I'm your angel

[Verse 2: R. Kelly]
I saw the teardrops, and I heard you cry
All you need is time, seek me and you shall find
You have everything and you're still lonely
It don't have to be this way, let me show you a better day

[Pre-Chorus: Céline Dion]
And then you will see, the morning will come
And all of your days will be bright as the sun
So all of your fears, just cast them on me
How can I make you see?

[Chorus: Céline Dion & R. Kelly]
I'll be your cloud up in the sky
I'll be your shoulder when you cry
I'll hear your voices when you call me
I am your angel
And when all hope is gone, I'm here
No matter how far you are, I'm near
It makes no difference who you are
I am your angel
I'm your angel

[Verse 3: Céline Dion & R. Kelly]
And when it's time to face the storm
I'll be right by your side
Grace will keep us safe and warm
And I know we will survive
And when it seems as if your end is drawing near
(It is drawing near)
Don't you dare give up the fight (Oh no)
Just put your trust beyond the skies

[Chorus: Céline Dion & R. Kelly]
I'll be your cloud up in the sky
I'll be your shoulder when you cry
I'll hear your voices when you call me
I am your angel
And when all hope is gone, I'm here
No matter how far you are, I'm near
It makes no difference who you are
I am your angel
I'll be your cloud up in the sky
I'll be your shoulder when you cry
I'll hear your voices when you call me
I am your angel
And when all hope is gone, I'm here
No matter how far you are, I'm near
It makes no difference who you are
I am your angel
I'll be your cloud up in the sky
I'll be your shoulder when you cry
I'll hear your voices when you call me
Oh...oh...oh-oh...I'm your angel",Céline Dion,R. Kelly & Celine Dion,1998,"[1, 1, 1, 1]",4
1,Nobody's Supposed To Be Here,"[Chorus]
How did you get here? Nobody's supposed to be here
I tried that love thing for the last time
My heart says ""No, no."" Nobody's supposed to be here
But you came along and changed my mind

[Verse 1]
I've spent all my life on a search to find
The love who'll stay for eternity
The heaven sent to fulfill my needs
But when I turn around, again, love has knocked me down
My heart got broken, oh it hurts so bad
I'm sad to say love wins again

[Pre-Chorus]
So I placed my heart under lock and key
To take some time to take care of me
But I turn around and you're standing here

[Chorus]

[Verse 2]
This time I swear I'm through
But, if only you knew how many times I've said those words
Then fall again, when will I ever learn?
Knowing these tears I cry, this lovely black butterfly
Must take a chance, and spread my wings
Love can make you do some crazy things

[Pre-Chorus & Chorus]",Deborah Cox,Deborah Cox,1998,"[2, 2, 2, 2, 3, 5, 8, 10, 17, 23, 29, 35, 52]",13
2,Lately,"Lately (I've been watching you)
Been thinkin bout you baby
(And everything you do)
Just sittin' away watching the days go by

Lately (I've been watching you)
Been thinkin bout you baby
(And everything you do)
Just sittin' away watching the days go by

Have you ever felt a breeze hit your heart
Like the wind was blowing it apart (blowing it apart)
As you're spinning like a merry-go-round
Indications of a storm touching down

I wish that I could weather any storm
But I guess it was a heart break from the norm
Was a day I will always remember
The saddest day in sweet November

Lately (I've been watching you)
Been thinkin bout you baby
(And everything you do)
Just sittin' away watching the days go by
(Watching the days go by, oh)

Lately (I've been watching you)
Been thinkin bout you baby
(And everything you do)
Just sittin' away (sitting away)
Watching the days go by (watching the days go by)

Baby I'm on my knees, praying to God help me please
Bring my baby back, right back to me, mmm
If lovin' you is right, then I don't wanna go wrong
So I drown myself with tears
Sittin' here, singin' another sad love song

Lately (I've been watching you)
Been thinkin bout you baby
(And everything you do)
Just sittin' away watching the days go by

Lately (I've been watching you)
Been thinkin bout you baby
(And everything you do)
Just sittin' away watching the days go by

Lately I've been torn apart
I wish you hadn't broke my heart
I'm missing you babe, missing you everyday
Lately I've been torn apart
I wish you hadn't broke my heart
I'm missing you babe, missing you everyday

Lately (I've been watching you)
Been thinkin bout you baby
(And everything you do)
Just sittin' away watching the days go by

Lately (I've been watching you)
Been thinkin bout you baby
(And everything you do)
Just sittin' away watching the days go by

Lately (I've been watching you)
Been thinkin bout you baby
(And everything you do)
Just sittin' away watching the days go by

Lately (I've been watching you)",Divine (Girl Group),Divine,1998,"[3, 3, 3, 3, 1, 2, 2, 4, 6, 10, 13, 15, 20, 22, 30, 36]",16
3,From This Moment On,"[Intro: Shania Twain]
I do swear that I'll always be there
I'd give anything and everything and I will always care
Through weakness and strength, happiness and sorrow
For better for worse, I will love you
With every beat of my heart

[Verse 1: Shania Twain, Bryan White, Both]
From this moment life has begun
From this moment, you are the one
Right beside you is where I belong
From this moment on
From this moment I have been blessed
I live only for your happiness
And for your love, I'd give my last breath
From this moment on

[Chorus 1: Shania Twain, Bryan White, Both]
I give my hand to you with all my heart
I can't wait to live my life with you, can't wait to start
You and I will never be apart
My dreams came true because of you

[Verse 2: Shania Twain & Bryan White]
From this moment, as long as I live
I will love you, I promise you this
There is nothing I wouldn't give
From this moment on
Ohh

[Chorus 2: Shania Twain, Bryan White, Both]
You're the reason I believe in love
And you're the answer to my prayers from up above
All we need is just the two of us
My dreams came true because of you

[Verse 3: Shania Twain & Bryan White]
From this moment as long as I live
I will love you, I promise you this
There is nothing I wouldn't give
From this moment

[Outro: Shania Twain, Bryan White, Both]
I will love you (I will love you) as long as I live
From this moment on (on)
Mmm, mmm",Shania Twain,Shania Twain,1998,"[4, 4, 5, 5]",4
4,...Baby One More Time,"[Intro]
Oh baby, baby
Oh baby, baby

[Verse 1]
Oh baby, baby, how was I supposed to know
That something wasn't right here?
Oh baby, baby, I shouldn't have let you go
And now you're out of sight, yeah

[Pre-Chorus]
Show me how you want it to be
Tell me, baby, 'cause I need to know now, oh, because

[Chorus]
My loneliness is killing me (And I)
I must confess I still believe (Still believe)
When I'm not with you, I lose my mind
Give me a sign
Hit me baby one more time

[Verse 2]
Oh baby, baby, the reason I breathe is you
Boy, you got me blinded
Oh pretty baby, there's nothing that I wouldn't do
It's not the way I planned it

[Pre-Chorus]
Show me how you want it to be
Tell me, baby, 'cause I need to know now, oh, because

[Chorus]
My loneliness is killing me (And I)
I must confess I still believe (Still believe)
When I'm not with you, I lose my mind
Give me a sign
Hit me baby one more time

[Interlude]
Oh baby, baby
Oh baby, baby
Oh baby, baby, how was I supposed to know?
Oh pretty baby, I shouldn't have let you go

[Bridge]
I must confess that my loneliness is killing me now
Don't you know I still believe
That you will be here and give me a sign
Hit me baby one more time

[Chorus]
My loneliness is killing me (And I)
I must confess I still believe (Still believe)
When I'm not with you, I lose my mind
Give me a sign
Hit me baby one more time

[Bridge]
I must confess that my loneliness is killing me now
Don't you know I still believe?
That you will be here and give me a sign
Hit me baby one more time",Britney Spears,Britney Spears,1998,"[5, 8, 9, 18, 14, 17]",6
5,Because Of You,"[Chorus]
You're my sunshine after the rain
You're the cure against my fear and my pain
'Cause I'm losing my mind when you're not around
It's all (It's all) It's all because of you

[Verse 1]
Baby I really know by now
Since we met that day
You showed me the way
I felt it then you gave me love, I can't describe
How much I feel for you
I said baby I should have known by now
Should have been right there whenever you gave me love
And if only you were here
I'd tell you yes I'd tell you (oh yeah)

[Chorus]

[Verse 2]
Honestly, could it be you and me
Like it was before neither less or more
'Cause when I close my eyes at night
I realize that no one else could ever take your place
I still can feel and it's so unreal
When you're touching me, kisses endlessly
It's just a place in the sun where our love's begun
I miss you, yes I miss you baby, oh yeah

[Chorus]

[Interlude]
If I knew how to tell you what's on my mind
(Make you understand)
Then I'd always be there right by your side

[Chorus x2]

[Outro]
You're my sunshine
You're my sunshine
Oh, yeah",98°,98 Degrees,1998,"[6, 6, 6, 6, 4, 3, 5, 5, 7, 8, 8, 19, 26]",13
6,Doo Wop (That Thing),"[Intro]
Yo, remember back on the Bully
When cats used to harmonize like
Yo, yo, my men and my women
Don't forget about the deen
Sirat al-Mustaqeem
Yo, it's about a thing, uh, yo, yo
If ya feel real good wave your hands in the air
And lick two shots in the atmosphere!
(Put them up, put them up)
(Put them up, put them up)
(Put them up, put them up)

[Verse 1]
It's been three weeks since you were looking for your friend
The one you let hit it and never called you again
'Member when he told you he was 'bout the Benjamins?
You act like you ain't hear him then give him a little trim
To begin, how you think you're really gon' pretend
Like you wasn't down and you called him again?
Plus, when you give it up so easy you ain't even foolin' him
If you did it then, then you'd probably fuck again
Talking out your neck, sayin' you're a Christian
A Muslim, sleeping with the jinn
Now that was the sin that did Jezebel in
Who you gon' tell when the repercussions spin?
Showing off your ass 'cause you're thinking it's a trend
Girlfriend, let me break it down for you again
You know I only say it 'cause I'm truly genuine
Don't be a hard rock when you really are a gem
Baby girl, respect is just a minimum
Niggas fucked up and you still defending 'em
Now, Lauryn is only human
Don't think I haven't been through the same predicament
Let it sit inside your head like a million women in Philly, Penn
It's silly when girls sell their souls because it's in
Look at where you be in, hair weaves like Europeans
Fake nails done by Koreans
Come again

(A win win, come again
A win win, come again)

[Hook]
Guys you know you'd better watch out
Some girls, some girls are only about
That thing, that thing, that thing
That thing, that thing, that thing

[Verse 2]
The second verse is dedicated to the men
More concerned with his rims and his Timbs than his women
Him and his men come in the club like hooligans
Don't care who they offend, poppin' yang (like you got yen!)
Let's stop pretend, the ones that pack pistols by they waist men
Cristal by the case men, still in they mother's basement
The pretty face men claiming that they did a bid men
Need to take care of they three or four kids
And they face a court case when the child support late
Money taking and heart breaking, now you wonder why women hate men
The sneaky, silent men
The punk, domestic violence men
Quick to shoot the semen, stop acting like boys and be men
How you gonna win when you ain't right within?
How you gonna win when you ain't right within?
How you gonna win when you ain't right within?
Come again, come again
Come again, come again

[Bridge]
Watch out, watch out
Look out, look out
Watch out, watch out
Look out, look out
Watch out, watch out
Look out, look out
Watch out, watch out
Look out, look out

[Hook]
Girls, you know you'd better watch out
Some guys, some guys are only about
That thing, that thing, that thing
That thing, that thing, that thing
Guys, you know you'd better watch out
'Cause girls, some girls are only about
That thing, that thing, that thing
That thing, that thing, that thing

[Skit/Outro]
Class!
Hey, we’ve got some very intelligent women here, man
Do you think you’re too young to really love somebody?
(No! No, no, I don’t think so)
I say it for me, uh, I’m an adult I say, wait
“You’re too young to be in love, this is silly
You’re infatuated or whatever, you got nice jeans
You wear fancy Adidas”, I mean, it might be something I don’t know
(It's the difference from loving somebody and being in love with somebody)
Well, you tell me. What’s the difference?
(Okay, You can love anybody but when you’re in love with somebody you’re looking at it like this: You’re taking that person for what he or she is no matter what he or she look like or no matter what he or she do)
(You’re crazy! You fall in love, you can fall out of love)
(You might stop being in love but you are not gonna stop loving that person)
(Maybe they ain’t never been loved before or been in love before, they don’t know what the feeling is to be loved)
(She poetic)
She killed it, we could end that conversation with that, right?",Lauryn Hill,Lauryn Hill,1998,"[7, 5, 4, 4, 2, 1, 1]",7
7,Love Like This,"[Chorus]
I never knew there was a love like this before
Never had someone to show me a love
Love like this before

[Verse 1]
Now that we have come to be
A brand new life I can't see
Never thought you'd be a special part of me
No, baby
The reasons are because of you
I can go on and make it through
I can't even take my mind off lovin' you
And I wanna say

[Chorus]
I never knew there was a love like this before
(A love like this before, no)
Never had someone to show me a love (Ooh)
Love like this before

[Verse 2]
I know you can't see
All the things you mean to me
I'm so amazed that you are mine
Yeah yeah, yeah yeah
If we can work together
Maybe this could last forever
This is something that I wanna hold on to
So baby, try to understand

[Bridge]
Baby, try to understand
I'll be crazy if you leave (Crazy)
'Cause you compliment my style (Ooh)
And I like the way you walk, and the sexy things you talk
(The way you walk, the way you talk)
You don't know just what you do to me
You see I never (Oh, never)

[Chorus]
I never (Never) knew there was a love like this before
(A love like this before, no)
Never had someone to show me a love
(Oh, I never had a) Love like this before
I never knew there was a love like this before
(Never knew, never knew)
Never had someone to show me a love
Love like this before (Baby, try to understand)

[Bridge]
Baby, try to understand
I'll go crazy if you leave
'Cause you compliment my style (You compliment my style)
And I like the way you walk, and the sexy things you talk (Oh yeah)
You don't know just what you do to me
You see I never (Oh, never, never)

[Interlude]
Never knew a
Never knew a
Never knew a
Love like this before
(Never knew no other love, no)
Never knew a
Never knew a
Never knew a
(Never had someone, no)
Love like this before (Oh)

[Chorus]
I never knew there was a love like this before (I never)
(Never had somebody)
Never had someone to show me a love
Love like this before
I never knew there was a love like this before
(I never knew a love like you)
Never had someone to show me a love (Yeah yeah)
Love like this before
I never knew there was a love like this before
(A love like this before)
Never had someone to show me a love
Love like this before",Faith Evans,Faith Evans,1998,"[8, 7, 7, 10, 15, 15, 21]",7
8,Have You Ever?,"[Chorus]
Have you ever loved somebody
So much it makes you cry
Have you ever needed something
So bad you can't sleep at night
Have you ever tried to find the words
But they don't come out right
Have you ever, have you ever

[Verse 1]
Have you ever been in love
Been in love so bad
You'd do anything to make them understand
Have you ever had someone steal your heart away
You'd give anything to make them feel the same
Have you ever searched for words to get you in their heart
But you don't know what to say
And you don't know where to start

[Chorus]
Have you ever loved somebody
So much it makes you cry
Have you ever needed something
So bad you can't sleep at night
Have you ever tried to find the words
But they don't come out right
Have you ever, have you ever

[Verse 2]
Have you ever found the one
You've dreamed of all of your life
You'd do just about anything to look into their eyes
Have you finally found the one you've given your heart to
Only to find that one won't give their heart to you
Have you ever closed your eyes and
Dreamed that they were there
And all you can do is wait for the day when they will care

[Chorus]
Have you ever loved somebody
So much it makes you cry
Have you ever needed something
So bad you can't sleep at night
Have you ever tried to find the words
But they don't come out right
Have you ever, have you ever

[Bridge]
What do I gotta do to get you in my arms baby
What do I gotta say to get to your heart
To make you understand how I need you next to me
Gotta get you in my world
Cause baby I can't sleep

[Chorus]
Have you ever loved somebody
So much it makes you cry
Have you ever needed something
So bad you can't sleep at night
Have you ever tried to find the words
But they don't come out right
Have you ever, have you ever

Have you ever loved somebody
So much it makes you cry
Have you ever needed something
So bad you can't sleep at night (just can't sleep at night )
Have you ever tried to find the words
But they don't come out right
Have you ever, have you ever, ever, ever
Have you ever",Brandy,Brandy,1998,"[9, 10, 10, 15]",4
9,Lullaby,"[Verse 1]
She grew up
With the children of the stars
In the Hollywood Hills and the boulevard

Her parents threw big parties
Everyone was there
They hung out with folks
Like Dennis Hopper and Bob Seger
And Sonny and Cher

She feels safe now in this bar on Fairfax
And from the stage
I can tell that

She can`t let go and she can`t relax
And just before
She hangs her head to cry
I sing to her a lullaby

[Chorus]
Everything is gonna be all right
Rockabye
Rockabye
Everything is gonna be all right
Rockabye
Rockabye
Rockabye

[Verse 2]
She still lives with her mom outside the city
Down that street
About a half a mile
And all her friends tell her she`s so pretty

But she`d be a whole lot prettier
If she smiled once in a while
Cause even her smile looks like a frown
She`s seen her share of devils in this angel town

[Repeat Chorus]
Everything is gonna be all right
Rockabye
Rockabye
Everything is gonna be all right
Rockabye
Rockabye
Rockabye

[Verse 3]
I told her
I ain`t so sure about this place
It`s hard to play a gig in this town
And keep a straight face
Seems like everybody`s got a plan
It`s kind of like Nashville with a tan

[Chorus]
Everything is gonna be all right
Rockabye
Rockabye
Everything`s gonna be all right
Rockabye
Rockabye

Everything`s gonna be all right
Rockabye
Rockabye
Everything is gonna be all right
Rockabye
Rockabye

Everything is gonna be all right
Rockabye
Rockabye
Everything is gonna be all right
Rockabye
Rockabye
Rockabye
Bye, bye, bye, bye",Shawn Mullins,Shawn Mullins,1998,"[10, 9, 8, 12]",4
