,title,lyrics,artistsFromLyrics,artists,date,rank,cnt
0,Hero,"[Verse 1]
There's a hero
If you look inside your heart
You don't have to be afraid
Of what you are
There’s an answer
If you reach into your soul
And the sorrow that you know
Will melt away

[Chorus]
And then a hero comes along
With the strength to carry on
And you cast your fears aside
And you know you can survive
So when you feel like hope is gone
Look inside you and be strong
And you'll finally see the truth
That a hero lies in you

[Verse 2]
It's a long road
When you face the world alone
No one reaches out a hand for you to hold
You can find love
If you search within yourself
And the emptiness you felt
Will disappear

[Chorus]
And then a hero comes along
With the strength to carry on
And you cast your fears aside
And you know you can survive
So when you feel like hope is gone
Look inside you and be strong
And you'll finally see the truth
That a hero lies in you

[Bridge]
Lord knows
Dreams are hard to follow
But don't let anyone
Tear them away
Hold on
There will be tomorrow
In time
You'll find the way

[Chorus]
And then a hero comes along
With the strength to carry on
And you cast your fears aside
And you know you can survive
So when you feel like hope is gone
Look inside you and be strong
And you'll finally see the truth
That a hero lies in you

[Outro]
That a hero lies in you
That a hero lies in you",Mariah Carey,Mariah Carey,1993,"[1, 3, 4, 6, 7, 8, 12, 21, 45, 71, 87, 81, 80, 67, 63, 57, 58, 51, 44, 44, 60, 53, 46, 50, 53, 53, 60, 68, 75, 90]",30
1,Again,"[Intro]
There are times when I look above and beyond
There are times when I feel your love around me, baby
I'll never forget my baby
I'll never forget you

[Verse 1]
There are times when I look above and beyond
There are times when I feel your love around me, baby
I'll never forget my baby
When I feel that I don't belong
Draw my strength from the words when you said
Hey, it's about you, baby
Look deeper inside you, baby

[Pre-Chorus]
Dream about us together again
What I want: us together again, baby
I know we'll be together again, 'cause

[Chorus]
Everywhere I go, every smile I see
I know you are there smilin' back at me
Dancin' in moonlight, I know you are free
'Cause I can see your star shinin' down on me

[Post-Chorus]
(Together again, ooh)
Good times we'll share again
(Together again, ooh)
Makes me wanna dance
(Together again, ooh)
Say it loud and proud
(Together again, ooh)
All my love's for you

[Verse 2]
Always been a true angel to me - now above
I can't wait for you to wrap your wings around me, baby
(Wrap them around me, baby)
Oooh, wrap them around me, baby
(Wrap them around me, baby)
Sometimes hear you whisperin' ""No more pain""
No worries will you ever see now, baby
(Ever see you, baby)
I'm so happy for my baby
(Happy for you, baby)

[Pre-Chorus]
Dream about us together again
What I want: us together again, baby
I know we'll be together again, 'cause

[Chorus]
Everywhere I go, every smile I see
I know you are there smilin' back at me
Dancin' in moonlight, I know you are free
'Cause I can see your star shinin' down on me

[Post-Chorus]
(Together again, ooh)
Good times we'll share again
(Together again, ooh)
Makes me wanna dance
(Together again, ooh)
Say it loud and proud
(Together again, ooh)
All my love's for you

[Bridge]
There are times when I look above and beyond
There are times when I feel you smile upon me, baby
I'll never forget my baby
What I'd give just to hold you close as on earth
In heaven, we will be together, baby
(Together)
Together again, my baby
(Together again, my baby)

[Chorus]
Everywhere I go, every smile I see
I know you are there smilin' back at me
Dancin' in moonlight, I know you are free
'Cause I can see your star shinin' down on me
Everywhere I go, every smile I see
I know you are there smilin' back at me
Dancin' in moonlight, I know you are free
'Cause I can see your star shinin' down on me",Janet Jackson,Janet Jackson,1993,"[2, 1, 1, 2, 2, 2, 3, 4, 9, 15]",10
2,All That She Wants,"[Intro]
She leads a lonely life
She leads a lonely life

[Verse 1]
When she woke up late in the morning light
And the day had just begun
She opened up her eyes and thought
""Oh, what a morning""
It's not a day for work
It's a day for catching tan
Just lying on the beach and having fun
She's going to get you

[Chorus]
All that she wants is another baby
She's gone tomorrow, boy
All that she wants is another baby, yeah
All that she wants is another baby
She's gone tomorrow, boy
All that she wants is another baby, yeah
(All that she wants)
(All that she wants)

[Verse 2]
So if you are in sight and the day is right
She's the hunter, you're the fox
The gentle voice that talks to you won't talk forever
It is a night for passion
But the morning means goodbye
Beware of what is flashing in her eyes
She's going to get you

[Chorus]
All that she wants is another baby
She's gone tomorrow, boy
All that she wants is another baby, yeah
All that she wants is another baby
She's gone tomorrow, boy
All that she wants is another baby (Is one more baby, yeah)
Ahhh, ahh

[Chorus]
All that she wants is another baby (Is one more baby)
She's gone tomorrow, boy
All that she wants is another baby (Is one more baby)
All that she wants is another baby (Is one more baby)
She's gone tomorrow, boy
All that she wants is another baby (Is one more baby)

[Outro]
All that she wants
All that she wants",Ace of Base,Ace Of Base,1993,"[3, 2, 3, 3, 3, 3, 2, 2, 3, 4, 8, 21, 42, 68, 92]",15
3,I'd Do Anything For Love (But I Won't Do That),"[Intro]
And I would do anything for love
I'd run right into hell and back
I would do anything for love
I'll never lie to you and that's a fact

But I'll never forget the way you feel right now
- Oh no
- No way
And I would do anything for love
But I won't do that,
No I won't do that

Anything for love
Oh I would do anything for love
I would do anything for love
But I won't do that
No I won't do that

[Verse 1]
And some days it don't come easy
And some days it don't come hard
Some days it don't come at all
And these are the days that never end

And some nights you're breathing fire
And some nights you're carved in ice
Some nights you're like nothing I've ever
Seen before, or will again

[Pre-Chorus]
And maybe I'm crazy
Oh it's crazy and it's true
I know you can save me
No one else can save me now but you

As long as the planets are turning
As long as the stars are burning
As long as your dreams are coming true-
You better believe it!

[Chorus]
That I would do anything for love!
And I'll be there till the final act
And I would do anything for love!
And I'll take the vow and seal a pact

But I'll never forgive myself if we don't go all the way
Tonight

And I would do anything for love!
Oh I would do anything for love!
Oh I would do anything for love!
But I won't do that!
No I won't do that!

[Hook]
I would do anything for love
Anything you've been dreaming of
But I just won't do that...

I would do anything for love
Anything you've been dreaming of
But I just won't do that...

I would do anything for love
Anything you've been dreaming of
But I just won't do that...

[Verse 2]
And some days I pray for Silence
And some days I pray for Soul
Some days I just pray to the God
Of Sex and Drums and Rock 'N' Roll

And some nights I lose the feeling
And some nights I lose control
Some nights I just lose it all
When I watch you dance and the thunder rolls

[Pre-Chorus]
And maybe I'm lonely
That's all I'm qualified to be
There's just one and only
One and only promise I can keep

As long as the wheels are turning
As long as the fires are burning
As long as your prayers are coming true
You better believe it!

[Chorus]
That I would do anything for love!
And you know it's true and thats a fact
I would do anything for love!
And there'll never be no turning back

But I'll never do it better than I do it with you
So long
So long

And I would do anything for love
Oh, I would do anything for love
I would do anything for love
But I won't do that, No
No. No, I won't do that!

[Hook]
I would do anything for love
Anything you've been dreaming of
But I just won't do that...

I would do anything for love
Anything you've been dreaming of
But I just won't do that...

I would do anything for love
Anything you've been dreaming of
But I just won't do that...

I would do anything for love
Anything you've been dreaming of
But I just won't do that...

I would do anything for love
Anything you've been dreaming of
But I just won't do that...

I would do anything for love
Anything you've been dreaming of
But I just won't do that...

I would do anything for love
Anything you've been dreaming of
But I just won't do...

[Verse 3]
But I'll never stop dreaming of you every night of my life
No way

And I would do anything for love
Oh I would do anything for love
Oh I would do anything for love
But I won't do that
No I won't do that

[Call: Lorraine Crosby]
Will you raise me up?
Will you help me down?
Will you help get me right out of this Godforsaken town?
Will you make it all a little less cold?

[Response: Meat Loaf]
I can do that!
I can do that!

[Call: Lorraine Crosby]
Will you hold me sacred
Will you hold me tight
Will you colorize my life
I'm so sick of black and white!
Can you make it all a little less old

[Response: Meat Loaf]
I can do that!
Oh, Oh, I can do that!

[Call: Lorraine Crosby]
Will you make me some magic with your own two hands?
Can you build an emerald city with these grains of sand?
Can you give me something I can take home?

[Response: Meatloaf]
I can do that
I can do that

[Call: Lorraine Crosby]
Will you cater to every fantasy I've got?
Will you hose me down with holy water - If I get too hot?
Will you take me to places I'll never know?

[Response: Meat Loaf]
I can do that!
Oh no, no, I can do that!

[Call: Lorraine Crosby]
After a while you'll forget everything
Just a brief interlude, and a mid-summer night's fling
Then you'll see that it's time to move on

[Response: Meat Loaf]
I won't do that
I won't do that

[Call: Lorraine Crosby]
I know the territory - I've been around
It'll all turn to dust and we'll all fall down
Sooner or later you'll be screwing around

[Response: Meat Loaf]
I won't do that!
No, I won't do that!

[Outro]
Anything for love
Oh I would do anything for love!
I would do anything for love!
But I won't do that
No, I won't do that",Meat Loaf,Meat Loaf,1993,"[4, 4, 2, 1, 1, 1, 1, 1, 2, 3, 6, 9, 25, 48, 68]",15
4,All For Love,"[Verse 1]
When it's love you give
I'll be a man of good faith
Then in love you live
I'll make a stand. I won't break
I'll be the rock you can build on
Be there when you're old
To have and to hold

[Verse 2]
When there's love inside
I swear I'll always be strong
Then there's a reason why
I'll prove to you we belong
I'll be the wall that protects you (Yeah)
From the wind and the rain
From the hurt and the pain
Yeah (Hey)

[Chorus]
Let's make it, all for one and all for love
Let the one you hold be the one you want
The one you need
'Cause when it's all for one it's one for all
When there's someone that should know
Then just let your feelings show
And make it all for one and all for love

[Verse 3]
When it's love you make
I'll be the fire in your night
Then it's love you take
I will defend, I will fight
I'll be there when you need me
When honor's at stake
This vow I will make, yeah

[Chorus]
That it's all for one and all for love
Let the one be the one you want
The one you need
'Cause when it's all for one it's one for all
When there's someone that should know
Then just let your feelings show
And make it all for one and all for love

[Bridge]
Don't lay our love to rest
'Cause we could stand up to you test
We got everything and more than we had planned
More than the rivers that run the land
We've got it all in our hands

[Chorus]
Now it's all for one and all for love
Let the one you hold be the one you want
The one you need
'Cause when it's all for one it's one for all
When there's someone that should know
Then just let your feelings show
When there's someone that you want
When there's someone that you need
Let's make it all, all for one and all for love","Bryan Adams, Rod Stewart & Sting",Bryan Adams/Rod Stewart/Sting,1993,"[5, 7, 10, 17, 51]",5
5,Gangsta Lean,"[Verse 1]
This song's dedicated
To my homies in that gangsta lean
Why'd you have to go so soon?
It seems like yesterday
We were hangin 'round the hood
Now I'm gonna
Keep your memory alive
Like a homie should

A lifetime of memories
Going down the drain
I'd like to keep steppin'
But I can't get past the pain

I tip my 40 to your memory
Take a drink, and I
Stop to think, and I
I know one day soon
We'll be- We'll be hangin' out

[Chorus]
This is for my homies
This is for my homies, well well
See you when I get there
In that gangsta lean, in that gangsta lean
This is for my homies
This is for my homies, well well
See you when I get there
In that gangsta lean, in that gangsta lean

[Verse 2]
My God, my God
Could you pass on a message for me?
Tell him put down those dice for a second, Lord
Listen to his homie
Could you tell him
I'll never let go of his memory?
So his son will know
He don't have to cry no more
Cause God's got his back, I said God's got his back

A lifetime of memories
Going down the drain
I'd like to keep steppin'
But I can't get past the pain

I tip my 40 to your memory
Take a drink, and I
Stop to think, and I
I know one day soon
We'll be, we'll be hangin out

[Chorus]
This is for my homies
This is for my homies
See you when I get there
In that gangsta lean, in that gangsta lean
This is for my homies
This is for my homies
You know I miss you, you know I miss you, my homie
See you when I get there
In that gangsta lean, in that gangsta lean

[Interlude]
This song is decicated to homies in that gangsta lean
Tommy from Master's Touch
My boy Y-B
And my boy Eibere
And whoever else out there
Thats gotta homie thats in a gangsta lean
And also my boys in the pen
That ain't ever gonna see the street again
Cause you know what?
It dont matter what they was doing while they was here
They couldve been bangin', slangin'
But they ain't here no more
And thats somebody's daddy
Somebody's baby, that's somebody's homie
So go on and let 'em rest while they in that gangsta lean
You know what I'm sayin'?
That's on the real, loc

[Chorus/Outro]
This is for my homies
I can't believe that your gone
See you when I get there
I'll see you, I'll see you, I'll see you
Illlll see you
This is for my homies
Now that your in that gangsta lean, well well well
See you when I get there
I'm so sorry you're gone but I've got to keep on
(This is for my homies)
I gotta keep movin', I gotta keep movin
I gotta keep movin', movin', movin', movin'
(See you when I get there)
I'll see you, I'll see you
One day, someday, homie, someday
This is for my homies
This is for my homies, yeyeah
See you when I get there",DRS,DRS,1993,"[6, 6, 6, 5, 4, 4, 5, 7, 30, 52, 76]",11
6,Shoop,"[Intro: Pepa]
(Hey yeah, I wanna shoop baby!)
Ooh, how you doing baby?
No, not you, you, the bow-legged one, yeah
What’s your name?
Damn baby, that sounds sexy

[Verse 1: Pepa]
Uh, here I go, here I go, here I go again
Girls, what's my weakness? (Men!)
Ok then, chilling, chilling, minding my business (Word)
Yo Salt, I looked around and I couldn't believe this
I swear, I stared, my niece my witness
The brother had it going on with something kinda uh
Wicked, wicked, had to kick it
I'm not shy so I asked for the digits
A ho, no that don't make me
See what I want slip slide to it swiftly
Felt it in my hips so I dipped back to my bag of tricks
Then I flipped for a tip, make me wanna do tricks for him
Lick him like a lollipop should be licked
Came to my senses and I chilled for a bit
Don't know how you do the voodoo that you do
So well it's a spell, hell, makes me wanna shoop shoop shoop

[Chorus: Salt-N-Pepa]
Shoop shoop ba-doop
Shoop ba-doop
Shoop ba-doop ba-doop ba-doop
Shoop ba-doop
Shoop ba-doop
Shoop ba-doop ba-doop ba-doop

[Verse 2: Salt]
Um, you're packed and you're stacked 'specially in the back
Brother, wanna thank your mother for a butt like that (thanks, Mom)
Can I get some fries with that shake-shake booty
If looks could kill you would be an Uzi
Or a shotgun - bang! What's up with that thang?
I wanna know, How does it hang?
Straight up, wait up, hold up, Mr. Lover
Like Prince said you're a sexy motha-
Well-a, I like 'em real wild, b-boy style by the mile
Smooth black skin with a smile
Bright as the sun, I wanna have some fun
Come and give me some of that yum-yum
Chocolate chip, honey dip, can I get a scoop?
Baby, take a ride in my coupe, you make me wanna

[Chorus: Salt-N-Pepa]
Shoop shoop ba-doop
Shoop ba-doop
Shoop ba-doop ba-doop ba-doop
Shoop ba-doop
Shoop ba-doop
Shoop ba-doop ba-doop ba-doop

[Verse 3: Pepa]
Well let me bring you back to the subject, Pep's on the set
Make you get hot, make you work up a sweat
When you skip-to-my-lou, my darling
Not falling in love but I'm falling for your (Super sperm)
When I get ya betcha bottom dollar you were best under pressure
[Yo, Sandy, I wanna like, taste you]
Getcha getcha lips wet cause it's time to have Pep

[Verse 4: Salt]
On your mark, get set, go, let me go, let me shoop
To the next man in the three-piece suit
I spend all my dough, ray me, cutie
Shoop shoop a-doobie like Scoobie Doobie Doo
I love you in your big jeans, you give me nice dreams
You make me wanna scream, ooo, oooo, oooo
I like what you do when you do what you do
You make me wanna shoop

[Chorus: Salt-N-Pepa]
Shoop shoop ba-doop
Shoop ba-doop
Shoop ba-doop ba-doop ba-doop
Shoop ba-doop
Shoop ba-doop
Shoop ba-doop ba-doop ba-doop

[Interlude: Salt]
Oh my goodness, girl look at him
He's the cutest brother in here
And he's comin' this way, oooh

[Verse 5: Big Twan (Salt)]
S and the P wanna get with me, cool (uh-huh)
But I'm wicked, G, (yeah) hit skins but never quickly (that's right)
I hit the skins for the hell of it, just for the yell I get
Mmm mmm mmm, for the smell of it
They want my bod, here's the hot rod (hot rod)
Twelve inches to a yard and have you sounding like a retard (yeah)
Big 'Twan Love-Her, six-two, wanna hit you
(So what you wanna do?)
What you wanna do?
(Mmmm, I wanna shoop)

[Chorus: Salt-N-Pepa]
Shoop shoop ba-doop
Shoop ba-doop
Shoop ba-doop ba-doop ba-doop
Shoop ba-doop
Shoop ba-doop
Shoop ba-doop ba-doop ba-doop
Oh, you make me wanna shoop
Hey yeah, I wanna shoop, baby",Salt-N-Pepa,Salt-N-Pepa,1993,"[7, 5, 5, 4, 5, 6, 7, 12, 18, 33, 54, 68]",12
7,Breathe Again,"[Chorus:]
If I never feel you in my arms again
If I never feel your tender kiss again
If I never hear I love you now and then
Will I never make love to you once again
Please understand if love ends
Then I promise you, I promise you
That, that I shall never breathe again
Breathe again
Breathe again
That I shall never breathe again
Breathe again

[Verse 1:]
And I can't stop thinking about
About the way things used to be
And I can't stop thinking about
About the love that you make to me
And I can't get you outta my head
How in the world will I begin
To let you walk right out my life
And blow my heart away
And I can't stop caring about
About the apple of my eye
And I can't stop doing without
Without the center of my life
And I can't get you outta my head
And I know I can't pretend
That I won't die if you decide
You won't see me again

[Chorus:]
If I never feel you in my arms again
If I never feel your tender kiss again
If I never hear I love you now and then
Will I never make love to you once again
Please understand if love ends
Then I promise you, I promise you
That, that I shall never breathe again
Breathe again
Breathe again
That I shall never breathe again
Breathe again

[Verse 2:]
And I can't stop thinking about
About the way my life would be
No I can't stop thinking about
How could your love be leavin' me
And I can't get you outta my mind
God knows how hard I tried
And if you walk right out my life
God knows I'd surely die
And I can't stop doing without
Without the rhythm of my heart
No I can't stop doing without
For I would surely fall apart
And I can't get you outta my mind
Cause I know I can't deny it
And I would die if you decide
You won't see me again

[Chorus:]
If I never feel you in my arms again
If I never feel your tender kiss again
If I never hear I love you now and then
Will I never make love to you once again
Please understand if love ends
Then I promise you, I promise you
That, that I shall never breathe again
Breathe again
Breathe again
That I shall never breathe again
Breathe again",Toni Braxton,Toni Braxton,1993,"[8, 8, 8, 9, 11, 12, 14, 15, 19, 41, 53]",11
8,What's My Name?,"[Intro]
EeeyiyiyiyiyahtheDoggPound'sinthehou-owwse (the bomb)
EeeyiyiyiyiyeahtheDoggPound'sinthehou-oww-owse
Snoop Doggy, Do-owww-ohhhh-oggg (the bomb)
Snoop Doggy, Do-owww-ohhhh-oggg (Dog)

[Verse 1: Snoop Dogg & Dr. Dre]
From the depths of the sea, back to the block
Snoop Doggy Dogg, funky as the, the, The D.O.C
Went solo on that ass, but it's still the same
Long Beach is the spot where I serve my 'caine
Follow me, follow me, follow me, follow me, but don't lose your grip
Nine-trizzay's the yizzear for me to fuck up shit
So I ain't holdin nuttin' back
And motherfucker, I got five on that twenty sack
It's like that and as a matter of fact (rat-tat-tat-tat)
'Cause I never hesitate to put a nigga on his back
Yeah, so peep out the manuscript
You see that it's a must we drop gangsta shit
What's my motherfuckin name?

[Hook]
Snoop Doggy Dogg
Snoop Doggy Dogg (the bomb)
Dah dah dah dah, hey hey hey hey hey hey hey, dah dah

[Verse 2: Snoop Dogg]
It's the bow to the wow, creepin and crawlin
Yiggy yes y'allin, Snoop Doggy Dogg in
The motherfuckin house like everyday
Droppin shit with my nigga Mr Dr. Dre
Like I said, niggas can't FUCK with this
And niggas can't FUCK with that
Shit that I drop 'cause ya know it don't stop
Mr. One Eight Seven on a motherfuckin cop
Tic toc never the Glock just some nuts and a cock
Robbin motherfuckers then I kill dem bloodclots
Then I step through the fog and I creep through the smog
'Cause I'm Snoop Doggy (who?) Doggy (what?) Doggy [Dogg]

[Hook]
Snoop Doggy Dogg
Snoop Doggy Dogg (the bomb)
Bow wow wow yuppie yo yupie ye
Bow wow wow yuppie yo
Bow wow wow yuppie yo yupie ye
Bow wow wow yuppie yo yo yo yo

[Verse 3: Snoop Dogg]
Now just throw your hands in the motherfuckin air
And wave the motherfuckers like ya just don't care
Yeah roll up the dank, and pour the drank
And watch your step (why?) 'cause Doggy's on the gank
My bank roll's on swoll
My shit's on hit, legit, now I'm on parole, stroll
With the Dogg Pound right behind me
And up in yo bitch, is where ya might find me
Layin that, playin that G Thang
She want the nigga with the biggest nuts, and guess what?
He is I, and I am him, slim with the tilted brim
What's my motherfuckin name?

[Outro]
Oh, Snoopy Dogg, Snoopy Dogg, Snoopy Dogg (the bomb)
Yeah yeah (Dog) I know his name
C'mon Snoopy, c'mon Snoopy (the bomb)
And the Dogg Pound
Snoopy Dogg (the bomb) Snoopy Dogg
Snoopy Dogg (Dog)
(Dog, nasty dog, doggy dog)",Snoop Dogg,Snoop Dogg,1993,"[9, 15, 37, 40]",4
9,Said I Loved You...But I Lied,"[Verse 1: Michael Bolton]
You are the candle, love's the flame
A fire that burns through wind and rain
Shine your light on this heart of mine
Till the end of time
You came to me like the dawn through the night
Just shinin' like the sun
Out of my dreams and into my life
You are the one, you are the one

[Chorus: Michael Bolton]
Said I loved you but I lied
'Cause this is more than love I feel inside
Said I loved you but I was wrong
'Cause love could never ever feel so strong
Said I loved you but I lied

[Verse 2: Michael Bolton]
With all my soul I've tried in vain
How can mere words my heart explain
This taste of heaven so deep so true
I've found in you
So many reasons in so many ways
My life has just begun
Need you forever, I need you to stay
You are the one, you are the one

[Chorus: Michael Bolton]
Said I loved you but I lied
'Cause this is more than love I feel inside
Said I loved you but I was wrong
'Cause love could never ever feel so strong
Said I loved you but I lied

[Verse 3: Michael Bolton]
You came to me like the dawn through the night
Just shinin' like the sun
Out of my dreams and into my life
You are the one, you are the one

[Chorus: Michael Bolton]
Said I loved you but I lied
'Cause this is more than love I feel inside
Said I loved you but I was wrong
'Cause love could never ever feel so strong
Said I loved you but I lied

[Outro: Michael Bolton]
Said I loved you
But this is more than love I feel inside
Said I loved you... But I lied",Michael Bolton,Michael Bolton,1993,"[10, 10, 12, 12, 14, 18, 25, 55]",8
