,title,lyrics,artistsFromLyrics,artists,date,rank,cnt
0,Drop It Like It's Hot,"[Produced by The Neptunes]

[Refrain]
Snoop
Snoop

[Chorus: Snoop Dogg]
When the pimp's in the crib, ma
Drop it like it's hot, drop it like it's hot, drop it like it's hot
When the pigs try to get at you
Park it like it's hot, park it like it's hot, park it like it's hot
And if a nigga get a attitude
Pop it like it's hot, pop it like it's hot, pop it like it's hot
I got the Rolly on my arm, and I'm pourin' Chandon
And I roll the best weed ‘cause I got it goin' on

[Verse 1: Pharrell]
I'm a nice dude, with some nice dreams
See these ice cubes? See these Ice Creams?
Eligible bachelor, million dollar boat
That's whiter than what's spillin' down your throat
The Phantom, exterior like fish eggs
The interior like suicide wrist red
I can exercise you, this can be your Phys. Ed
Cheat on your man, ma, that's how you get ahizzead
Killer with the beat, I know killers in the street
With the steel that'll make you feel like Chinchilla in the heat
So don't try to run up on my ear
Talkin' all that raspy shit, tryin' to ask me shit
When my niggas fill your vest they ain't gon' pass me shit
You should think about it, take a second (Ding)
Matter fact, you should take four, b
And think before you fuck with lil Skateboard P

[Chorus: Snoop Dogg]
When the pimp's in the crib, ma
Drop it like it's hot, drop it like it's hot, drop it like it's hot
When the pigs try to get at you
Park it like it's hot, park it like it's hot, park it like it's hot
And if a nigga get a attitude
Pop it like it's hot, pop it like it's hot, pop it like it's hot
I got the Rolly on my arm, and I'm pourin' Chandon
And I roll the best weed ‘cause I got it goin' on

[Verse 2: Snoop Dogg]
I'm a gangsta, but y'all knew that
Da Big Boss Dogg, yeah I had to do that
I keep a blue flag hangin' out my backside
But only on the left side, yeah, that's the Crip side
Ain't no other way to play the game the way I play
I cut so much you thought I was a DJ
""Two, one, yep, three!""
S-N double O-P, D-O double G
I can't fake it, just break it, and when I take it
See, I specialize in makin' all the girls get naked
So bring your friends, all of y'all come inside
We got a world premiere right here, now get live!
So don't change the dizzle, turn it up a little
I got a livin' room full of fine dime brizzles
Waitin' on the Pizzle, the Dizzle and the Chizzle
G's to the bizzack—now, ladies, here we gizzo!

[Chorus: Snoop Dogg]
When the pimp's in the crib, ma
Drop it like it's hot, drop it like it's hot, drop it like it's hot
When the pigs try to get at you
Park it like it's hot, park it like it's hot, park it like it's hot
And if a nigga get a attitude
Pop it like it's hot, pop it like it's hot, pop it like it's hot
I got the Rolly on my arm, and I'm pourin' Chandon
And I roll the best weed ‘cause I got it goin' on

[Verse 3: Snoop Dogg]
I'm a bad boy, with a lot of hoes
Drive my own cars, and wear my own clothes
I hang out tough, I'm a real boss
Big Snoop Dogg, yeah he's so sharp
On the TV screen and in the magazines
If you play me close, you're on a red beam
Oh you got a gun, so you wanna pop back?
AK-47 now, nigga, stop that!
Cement shoes, now I'm on the move
Your family's cryin', now you on the news
They can't find you, and now they miss you
Must I remind you, I'm only here to twist you
Pistol-whip you, dip you, then flip you
Then dance to this mothafuckin' music we Crip to
Subscribe, nigga, get your issue
Baby, come close, let me see how you get loose!

[Chorus: Snoop Dogg]
When the pimp's in the crib, ma
Drop it like it's hot, drop it like it's hot, drop it like it's hot
When the pigs try to get at you
Park it like it's hot, park it like it's hot, park it like it's hot
And if a nigga get a attitude
Pop it like it's hot, pop it like it's hot, pop it like it's hot
I got the Rolly on my arm, and I'm pourin' Chandon
And I roll the best weed ‘cause I got it goin' on

[Refrain]
Snoop
Snoop",Snoop Dogg,Snoop Dogg Featuring Pharrell,2004,"[1, 1, 1, 2, 2, 2, 2, 4, 7, 11, 19, 40, 51]",13
1,Let Me Love You,"[Intro]
Mmmm
Mmmmm
Yeah
Mmmmm
Yeah, yeah, yeah
Mmmm
Yeah
Mmmm
Yeah, yeah

[Verse 1]
Baby, I just don't get it, do you enjoy being hurt?
I know you smelled the perfume, the make-up on his shirt
You don't believe his stories, you know that they're all lies
Bad as you are, you stick around and I just don't know why

[Pre-Chorus]
If I was ya' man, baby, you'd...
Never worry 'bout what I do
I'd be coming home back to you...
Every night, doing you right
You're the type of woman deserves good things
Fistful of diamonds hand full of rings
Baby, you're a star, I just want to show you you are

[Chorus]
You should let me love you
Let me be the one to
Give you everything you want and need
Baby, good love and protection
Make me your selection
Show you the way love's supposed to be
Baby, you should let me love you, love you, love you
Love you
Yeah, listen

[Verse 2]
Your true beauty’s description; look so good that it hurts
You're a dime plus 99 and it's a shame, don't even know what you're worth
Everywhere you go, they stop and stare, cause you're bad and it shows
From your head to your toes, out of control baby you know

[Pre-Chorus]
If I was ya man baby you'd
Never worry bout what I do
I'd be coming home back to you
Every night, doing you right
You're the type of woman deserves good things
Fistful of diamonds hand full of rings
Baby you're a star, I just want to show you, you are

[Chorus]
You should let me love you
Let me be the one to
Give you everything you want and need
Baby, good love and protection
Make me your selection
Show you the way love's supposed to be
Baby, you should let me

[Bridge]
You deserve better girl (You know you deserve better)
We should be together girl (Baby)
With me and you it's whatever girl, hey
So can we make this thing ours?

[Chorus]
You should let me love you
Let me be the one to (Let me be the one to give)
Give you everything you want and need (Everything you need)
Baby, good love and protection (Said everything)
Make me your selection (Will you take me, baby?)
Show you the way love's supposed to be
Baby, you should let me love you
Let me be the one to
Give you everything you want and need
That good love and protection
Make me your selection
Show you the way love's supposed to be
You should let me love you
Let me be the one to give you everything you want and need (Everything you need)
Good love and protection (Protection)
Make me your selection (Selection)
Show you the way love's supposed to be, yeah
Let me love you, that's all you need, baby",Mario,Mario,2004,"[2, 3, 3, 5, 9, 15, 21, 45, 80, 97]",10
2,"1, 2 Step","[Intro: Jazze Pha]
Ladies and Gentlemen (Ladies and Gentlemen)
This is a Jazze Phizzle (Phizzle, phizzle)
Productshizzle, uh, oh
Missy! (Missy)
The princess is here, she's Ciara!

[Verse 1: Ciara w/ Missy Elliot, Missy Elliot]
This beat is
Automatic, supersonic, hypnotic, funky fresh (Ha!)
Work my body, so melodic, this beat rolls right through my chest (Yup)
Everybody, ma and papi, came to party, grab somebody
Work ya body, work ya body
Let me see you 1, 2 step (Here we go!)

[Chorus: Ciara]
Rock it, don't stop it
Everybody get on the floor
Crank the party up
We about to get it on
Let me see you 1, 2 step
I love it when you 1, 2 step
Everybody 1, 2 step
We about to get it on

[Verse 2: Ciara, w/ Missy Elliot, Missy Elliot]
This beat is
Outrageous, so contagious, make you crave it
Jazze made it (Ha!)
So retarded, top charted, ever since the day I started
Strut my stuff, and yes, I flaunt it
Goodies make the boys jump on it (Ha!)
No, I can't control myself
Now let me do my 1, 2 step (Come on!)

[Chorus: Ciara]
Rock it, don't stop it
Everybody get on the floor
Crank the party up
We about to get it on
Let me see you 1, 2 step
I love it when you 1, 2 step
Everybody 1, 2 step
We about to get it on

[Interlude: Missy Elliot]
We gon' flip it like this, ooh, wee!

[Bridge: Ciara, Jazze, Missy]
It don't matter to me, we can dance slow (Ladies and gentlemen)
Whichever way the beat drops, our bodies will flow (I like this)
So swing it over here Mr. DJ (Hey, hey)
And we will, we will rock you, oh
It don't matter to me, we can dance slow (Yeah, dance slow)
Whichever way the beat drops, our bodies will flow
So swing it over here Mr. DJ (Ladies and gentlemen)
And we will, we will rock you

[Verse 3: Missy Elliott]
(Let's shake!)
I shake it like Jello, make the boys say hello
'Cause they know I'm rockin the beat (Uh-huh)
I know you heard about a lot of great MC's
But they ain't got nothing on me
Because I'm 5 foot 2, I wanna dance with you
And I'm sophisticated fun
I eat filet mignon, I'm nice and young
Best believe I'm number one

[Chorus: Ciara]
Rock it, don't stop it
Everybody get on the floor
Crank the party up
We about to get it on
Let me see you 1, 2 step
I love it when you 1, 2 step
Everybody 1, 2 step
We about to get it on

Rock it, don't stop it
Everybody get on the floor
Crank the party up
We about to get it on
Let me see you 1, 2 step
I love it when you 1, 2 step
Everybody 1, 2 step
We about to get it on

[Outro: Ciara]
This is for the hearing impaired
A Jazze Pha Production",Ciara,Ciara Featuring Missy Elliott,2004,"[3, 5, 6, 9, 13, 16, 24, 42, 74]",9
3,My Boo,"[Intro: Usher, Alicia Keys & Both]
There's always that one person that will always have your heart
You never see it coming 'cause you're blinded from the start
Know that you're that one for me, it's clear for everyone to see
Oh baby, ooh, yeah (You gotta rock away to this one)
You will always be my boo
See, I don't know 'bout y'all, but I know about us and, uh (Oh!)
It's the only way we know how to rock
I don't know 'bout y'all, but I know about us and, uh (Oh!)
It's the only way we know how to rock

[Verse 1: Usher]
Do you remember, girl?
I was the one who gave you your first kiss
'Cause I remember, girl
I was the one who said, ""Put your lips like this""
Even before all the fame
And people screaming your name
Girl, I was there when you were my baby

[Chorus: Usher & Alicia Keys]
It started when we were younger, you were mine (my boo)
Now another brother's taken over, but it's still in your eyes (my boo)
Even though we used to argue, it's alright (my boo)
I know we haven't seen each other in a while
But you will always be my boo
I was in love with you when we were younger, you were mine (my boo)
And I see it from time to time, I still feel like (my boo)
And I can see it no matter how I try to hide (my boo)And even though there's another man who's in my life
You will always be my boo

[Verse 2: Alicia Keys with Usher]
Yes, I remember, boy
'Cause after we kissed, I could only think about your lips
Yes, I remember, boy
The moment I knew you were the one I could spend my life with
Even before all the fame
And people screaming your name
I was there
And you were my baby

[Chorus: Usher & Alicia Keys]
It started when we were younger, you were mine (my boo)
Now another brother's taken over, but it's still in your eyes (my boo)
Even though we used to argue, it's alright (my boo)
I know we haven't seen each other in a while
But you will always be my boo
I was in love with you when we were younger, you were mine (my boo)
And I see it from time to time, I still feel like (my boo)
And I can see it no matter how I try to hide (my boo)
And even though there's another man who's in my life
You will always be my...

[Bridge: Usher & Alicia Keys]
Oh, my oh, my oh, my oh, my, my boo
My oh, my oh, my oh, my oh, my boo

[Chorus: Usher & Alicia Keys]
It started when we were younger, you were mine (my boo)
Now another brother's taken over, but it's still in your eyes (my boo)
Even though we used to argue, it's alright (my boo)
I know we haven't seen each other in a while
But you will always be my boo

[Outro: Usher]
I don't know about y'all, but I know about us and, uh
It's the only way we know how to rock
I don't know about y'all, but I know about us and, uh
It's the only way we know how to rock
It started when we were younger
My boo...",Usher,Usher And Alicia Keys,2004,"[4, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2, 2, 5, 7, 18, 29]",16
4,Over And Over,"[Intro: Nelly]
Uh, uh-uh-uh
Uh, uh-uh-uh
Uh, uh-uh-uh

[Chorus: Tim McGraw & Nelly]
'Cause it's all in my head
I think about it over and over again
And I can't keep picturin' you with him
And it hurts so bad, yeah
'Cause it's all in my head
I think about it over and over again
I replay it over and over again
And I can't take it, yeah, I can't shake it no

[Verse 1: Nelly & Tim McGraw]
I can't wait to see you
Wanna see if you still got that look in your eye
That one you had for me
Before, we, said our goodbyes
And it's a shame that we
Gotta spend our time bein' mad about the same things
Over and over again about the same thing
Over and over again
Ho, but I think, she's leavin'
Aw, man, she's leavin'
And, I don't know what else to do
I can't go on not lovin' you

[Chorus: Tim McGraw & Nelly]
'Cause it's all in my head
I think about it over and over again
And I can't keep picturin' you with him
And it hurts so bad, yeah
'Cause it's all in my head
I think about it over and over again
I replay it over and over again
Yeah, and I can't take it, yeah, I can't shake it no

[Verse 2: Nelly & Tim McGraw]
I remember the day you left
I remember the last breath you took right in front of me
When you said that you would leave
I was too damn stubborn to try to stop you or say anything
But I see clearly now
And this choice I made keeps playin' in my head
Over and over again play in my head
Over and over again
Ho, I think, she's leavin'
Aw, man, she's leavin'
And, I don't know what else to do
I can't go on not lovin' you

[Chorus: Tim McGraw & Nelly]
'Cause it's all in my head
I think about it over and over again
And I can't keep picturin' you with him
And it hurts so bad, yeah
'Cause it's all in my head
I think about it over and over again
I replay it over and over again
And I can't take it, and I can't shake it no

[Bridge: Nelly & Tim McGraw]
Now, that I've realized
That I'm goin' down
From all this pain you've put me through
Everytime I close my eyes (woo)
I lock it down, ohh-hooo
I can't go on not lovin' you

[Chorus: Tim McGraw & Nelly]
'Cause it's all in my head
I think about it over and over again
And I can't keep picturin' you with him
And it hurts so bad, yeah
'Cause it's all in my head
I think about it over and over again
I replay it over and over again
And I can't take it, no I can't shake it no

[Outro: Nelly]
Uh, uh-uh-uh
Uh, uh-uh-uh
Uh, uh-uh-uh
Uh, uh-uh-uh
Uh, uh-uh-uh
Uh, over and over again, over and over again
'Cause it's all in my head",Nelly,Nelly Featuring Tim McGraw,2004,"[5, 4, 4, 3, 4, 4, 5, 5, 8, 18, 58]",11
5,Soldier,"[Intro: T.I & (Destiny's Child)]
Hey!
(I want a Soldier!)
The way you got it, I'm the hottest around
They'll know it when they see you rollin' Impala's around
(I got a Soldier!)
Wit' the top down feeling the sounds
Quakin' and vibratin' your thighs ridin' harder than guys
Wit' the chrome wheels at the bottom, white leather inside
When them lames be spittin' at you tell 'em, ""don't even try it""
To shoot it with 'Chelle, and kick it with Kelly, or holla at B
Ya', gotta be g's, you way outta your league
Please!

[Verse: Kelly & Destiny's Child]
We like them boys that be in them lac's leanin' (Leanin')
Open their mouth, they grill gleamin' (Gleamin')
Candy paint, keep that whip clean and (Clean and)
(They always be talking that country slang, we like)
They keep that beat that be in the back beating (Beating)
Eyes be so low from their chiefin' (Chiefin')
I love how he keep my body screaming (Screaming)
A rude boy that's good to me, wit street credibility

[Hook: Destiny's Child]
If his status ain't hood
I ain't checking for him
Better be street if he looking at me
I need a soldier
That ain't scared to stand up for me
Known to carry big things
If you know what I mean
If his status ain't hood
I ain't checking for him
Better be street if he looking at me
I need a soldier
That ain't scared to stand up for me
Gotta know to get dough
And he better be street

[Verse: Beyoncé & Destiny's Child]
We like them boys up top from the B.K. (B.K.)
Know how to flip that money three ways (Three ways)
Always riding big on the freeway (Freeway)
(Wit' that east coast slang that us country girls, we like)
Low cut Caesars with the deep waves (Deep waves)
So quick to snatch up your Beyoncé (Beyoncé)
Always coming down popping our way (Our way)
(Telling us that country girls the kind of girl they like)

[Hook: Destiny's Child]
If his status ain't hood
I ain't checking for him
Better be street if he looking at me
I need a soldier
That ain't scared to stand up for me
Known to carry big things
If you know what I mean
If his status ain't hood
I ain't checking for him
Better be street if he looking at me
I need a soldier
That ain't scared to stand up for me
Gotta know to get dough
And he better be street

[Bridge: Beyoncé & (Destiny's Child)]
I know some soldiers in here (Where they at? Where they at?)
They wanna take care of me (Where they at?)
I know some soldiers in here (Where they at? Where they at?)
Don't mind taking one for me (Where they at?)
I know some soldiers in here (Where they at? Where they at?)
They wanna spend that on me (Where they at?)
I know some soldiers in here (Where they at? Where they at?)
Wouldn't mind putting that on me (Where they at?)

[T.I.]
Next to the speakers keep a toy in the trunk of the 'lac
A reformed D boy use to run into traps
Still a soldier, go to war if you running your trap
About my girls ain't no thing to put you under the map
Walk the streets five deep with nothing less than a stack
And 80 carats on my chest provides a special attraction
50 G's in my jeans plus the dough from the waller
It's the reason I'm the king girl, I know what you like

[Hook: Destiny's Child]
If his status ain't hood
I ain't checking for him
Better be street if he looking at me
I need a soldier
That ain't scared to stand up for me
Known to carry big things
If you know what I mean
If his status ain't hood
I ain't checking for him
Better be street if he looking at me
I need a soldier
That ain't scared to stand up for me
Gotta know to get dough
And he better be street

[Verse: Michelle & Destiny's Child]
I like them boys over there they looking strong tonight (Strong tonight)
Just might give one the phone tonight (Phone tonight)
Homey in the dickies in my zone tonight (Zone tonight)
He don't know it might be on tonight (On tonight)
Ooh he looking good and he talking right (Talking right)
He the type that might change my life (Change my life)
Every time he look at me my girls be like (Girls be like)
(That one may be the one tonight)

[Hook: Destiny's Child]
If his status ain't hood
I ain't checking for him
Better be street if he looking at me
I need a soldier
That ain't scared to stand up for me
Known to carry big things
If you know what I mean
If his status ain't hood
I ain't checking for him
Better be street if he looking at me
I need a soldier
That ain't scared to stand up for me
Gotta know to get dough
And he better be street

[Verse: Lil Wayne]
Hey, see, Cash Money is a army
I'm walking with purple hearts on me
You talking to the sergeant
Body marked up like the subway in Harlem
Call him, Weezy F. baby, please say the baby
If you don't see me on the block I ain't trying to hide
I blend in wit the hood, I'm camouflage
Bandanna tied, so mommy join my troop
Now every time she hear my name she salute!

[Bridge: Beyoncé & (Destiny's Child)]
I know some soldiers in here (Where they at? Where they at?)
They wanna take care of me (Where they at?)
I know some soldiers in here (Where they at? Where they at?)
Don't mind taking one for me (Where they at?)
I know some soldiers in here (Where they at? Where they at?)
They wanna spend that on me (Where they at?)
I know some soldiers in here (Where they at? Where they at?)
Wouldn't mind putting that on me (Where they at?)",Destiny’s Child,Destiny's Child Featuring T.I. & Lil Wayne,2004,"[7, 10, 14, 20, 41]",5
6,Wonderful,"[Chorus]
[R KELLY (ASHANTI)]
If it wasn't for the money, cars and movies stars and jewels
And all these things I got
I wonder, hey
Would you still want me (Want you)
Would you still be calling me (Still calling you)
You be loving me? (I'll be loving you)
[JA RULE]
Wanna keep you flawed with no dough
Pimpin ain't easy
Trust me I know
When gangstas and hoes
Go go go go go go together
Like chinchilla and bad weather
I'm good but been better
All my bros, chedda and glamorous things
Copped a few cars
A crib with a east and west wing
Cuz this is how I'm livin and yall women know the secrets
Of how to get it and keep it
How to prey on my weakness
Cuz its the power of the want the p-u-s-s-y
Got a lotta niggas wonderin it ain't just i
Gotta keep ya cash comin and that's on my life
If it wasn't for the money and the things I got
Shit, she probably wouldn't like me
But I keep her and irv and jeffrey quite icy
Sip seraphin
Who doesn't like me
And the murderous I-n-c

[Chorus]
[R KELLY]
How many girls does it take to get to
Mack status
Player status
Pimps that get
Ya boy half rich before we hit show biz
But show biz brought next level chicks
Pull them in them hot cars go buy the whole bar nigga
I came from the dirt what you want me to say
I'm at the top of the world and life's a pussy buffet
And that's why I get m-i-a
Shut the game down so the bustas can't play
Hell yeah I splurge money
Hell yeah I act funny
Look at you like fuck you
All the shit I been through
It's a wonder why I'm still here (God)
Said I was gone but I'm still here (God)
And all you bitches that left me here (Oh)
Its mighty strange how you right back here

[Chorus]
[JA RULE]
I wonder why love is about money
And why wou wanna take it all from me
Honey
My life is dark but its lovely
Crimes cars cribs ain't that right kelly?
(oh oh oh oh oh)
Yall bitches don't know
Money ain't a thang
Mami need a lil change
Girl I'm pitchin quarters
Closest to the arches but live in a fortress
New benzes new porsches
New cases new lawyers
I'm becoming the infamous notorious rule
Niggas couldn't walk a mile in my shoes
Niggas don't possess the heart that I do
And it's a wonder that I'm still here (god)
Thought I was gone but I'm still here (god)
And all you bitches that left me here (oh)
Its kinda funny how you right back there (oh oh oh)

[Chorus]
[R KELLY]
Oh oh oh oh ohhhhh
Oh oh oh oh",Ja Rule,Ja Rule Featuring R. Kelly & Ashanti,2004,"[8, 8, 7, 6, 5, 9, 13, 21, 34, 60, 69]",11
7,Lose My Breath,"[Intro: Destiny’s Child]
Hit me!

[Chorus: Destiny’s Child]
Can you keep up?
Baby boy, make me lose my breath
Bring the noise, make me lose my breath
Hit me hard, make me lose my (Hah Hah)
Can you keep up?
Baby boy, make me lose my breath
Bring the noise, make me lose my breath
Hit me hard, make me lose my breath (Hah Hah)

[Verse 1: Beyoncé]
Oooh!
I put it right there, made it easy for you to get to
Now you wanna act like ya don't know what to do
After I done everything that you asked me
Grabbed you, grind you, liked you, tried you
Moved so fast baby now I can't find you
Oooh!
I'm startin' to believe that I'm way too much for you
All that talk but it seems like it can't come through
All them lies like you could satisfy me
Now I see where believing you got me
Gave you the wheel, but you can't drive me

[Chorus: Destiny’s Child]
Can you keep up?
Baby boy, make me lose my breath
Bring the noise, make me lose my breath
Hit me hard, make me lose my (Hah Hah)
Can you keep up?
Baby boy, make me lose my breath
Bring the noise, make me lose my breath
Hit me hard, make me lose my breath (Hah Hah)

[Verse 2: Kelly]
Oooh!
Two things I don't like when I tryin' to get my groove
Is a partna that meets me only half way and just can't prove
Take me out so deep when you know you can't swim
Need a lifeguard and I need protection
To put it on me deep in the right direction
Oooh!
You understand the facts that I'm tryin' to give to you
You movin' so slow like you just don't have a clue
Didn't mama teach you to give affection?
I know the difference of a man and an adolescent
It ain't you, boo, so get to steppin'!

[Chorus: Destiny’s Child]
Can you keep up?
Baby boy, make me lose my breath
Bring the noise, make me lose my breath
Hit me hard, make me lose my (Hah Hah)
Can you keep up?
Baby boy, make me lose my breath
Bring the noise, make me lose my breath
Hit me hard, make me lose my breath (Hah Hah)
Can you keep up?
Baby boy, make me lose my breath
Bring the noise, make me lose my breath
Hit me hard, make me lose my (Hah Hah)
Can you keep up?
Baby boy, make me lose my breath
Bring the noise, make me lose my breath
Hit me hard, make me lose my breath (Hah Hah)

[Bridge: Michelle & All]
If you can't make me say 'oooh'
Like the beat of this drum
Why you ask for some and you really want none
If you can't make me say 'oooh'
Like the beat of this groove
(You don't have no business in this here's your papers
Baby you are dismissed, dismissed, dismissed....)

[Chorus: Destiny’s Child]
Can you keep up?
Baby boy, make me lose my breath
Bring the noise, make me lose my breath
Hit me hard, make me lose my (Hah Hah)
Can you keep up?
Baby boy, make me lose my breath
Bring the noise, make me lose my breath
Hit me hard, make me lose my breath (Hah Hah)
Can you keep up?
Baby boy, make me lose my breath
Bring the noise, make me lose my breath
Hit me hard, make me lose my (Hah Hah)
Can you keep up?
Baby boy, make me lose my breath
Bring the noise, make me lose my breath
Hit me hard, make me lose my breath (Hah Hah)",Destiny’s Child,Destiny's Child,2004,"[9, 6, 5, 4, 3, 3, 4, 3, 3, 4, 5, 7, 12, 30]",14
8,Breakaway,"[Verse 1]
Grew up in a small town
And when the rain would fall down
I'd just stare out my window
Dreaming of what could be
And if I'd end up happy
I would pray (I would pray)

[Verse 2]
Trying hard to reach out
But when I tried to speak out
Felt like no one could hear me
Wanted to belong here
But something felt so wrong here
So I prayed (I would pray) I could break away

[Chorus 1]
I'll spread my wings and I'll learn how to fly
I'll do what it takes 'til I touch the sky
And I'll make a wish, take a chance, make a change
And breakaway
Out of the darkness and into the sun
But I won't forget all the ones that I love
I'll take a risk, take a chance, make a change
And breakaway

[Verse 3]
Wanna feel the warm breeze
Sleep under a palm tree
Feel the rush of the ocean
Get onboard a fast train
Travel on a jet plane, far away (I will)
And breakaway

[Chorus 1]
I'll spread my wings and I'll learn how to fly
I'll do what it takes 'til I touch the sky
And I'll make a wish, take a chance, make a change
And breakaway
Out of the darkness and into the sun
I won't forget all the ones that I love (I gotta)
I'll take a risk, take a chance, make a change
And breakaway

[Bridge]
Buildings with a hundred floors
Swinging around revolving doors
Maybe I don't know where they'll take me, but
Gotta keep moving on, moving on
Fly away, breakaway

[Chorus 2]
I'll spread my wings and I'll learn how to fly (Learn how to fly)
Though it's not easy to tell you goodbye
I gotta take a risk, take a chance, make a change
And breakaway
Out of the darkness and into the sun
But I won't forget of the place I come from
I gotta take a risk, take a chance, make a change
And breakaway

[Outro]
Breakaway
Breakaway",Kelly Clarkson,Kelly Clarkson,2004,"[10, 11, 9, 8, 8, 6, 8, 9, 10, 12, 14, 20, 27, 31, 42, 48, 54, 60]",18
9,Let's Go,"[Intro: Lil Jon & Ozzy Osbourne]
Hahahahahahahaaaa
Yeah (yeaaaahhhh!)
There's a lot of fuck niggas in the club tonight (fuck 'em! fuck 'em! fuck 'em!)
Ay (ay-ay-ay-ay-ay-ay)
But its gonna be aight (yeah! yeah! yeah! yeah!)
Hahahahahahahaaaa
Cause me and my clique we don't give a fuck nigga
Ay (ay-ay-ay-ay-ay-ay)
Trick Daddy, Jim Johnson, Big D, Lil Jon

[Hook - Lil Jon]
Let's go! (Let's go!)
If you want it you can get it, let me know (let me know)
I'm bout to fuck a nigga up
Let's go! (Let's go!)
If you want it you can get it let me know (let me know)
I'm bout to fuck a nigga up
Let's go! (Let's go!)

[Verse 1 - Trick Daddy]
If you want some - come get some
Cause where I'm from we tote big guns
And everybody know somebody
That know somebody that know somethin' 'bout it
And I want answers now
Who, what, where, when and why?
See, a lot of dudes like to act a fool
And on get all loud but that ain't my style (what?!)
Now who he gon' get? And what he gon' do?
Run up on me if he want to
Out there impressin' his homies
But he stood up in front of his momma
I mop up the flo' with him
And I kick in the door and let the fo-fo hit him
I got fools that'll go get him
This for him, his crew and the dudes that run with him

[Hook - Lil Jon]
Let's go! (Let's go!)
If you want it you can get it, let me know (let me know)
I'm bout to fuck a nigga up
Let's go! (Let's go!)
If you want it you can get it let me know (let me know)
I'm bout to fuck a nigga up
Let's go! (Let's go!)

[Verse 2 - Twista]
Gotta spit it for the murderers and the killers and the thugsters
That be fuckin' up the ballers and the dealers and the hustlers
Got me comin' at you bogus in the V.I
While they bumpin' Lil Jon, I'mma rush ya
It's the psycho nigga Twista from Chicago
Rollin' with the Miami nigga, that'll crush ya
We already been lookin' for drama
If a nigga try to get into it, but what if, we still gotta get him
Feelin' fury from my tough shit that can't never be cute and no penicillin
I'm telling you Trick I'm finna steal 'em
Got me swingin' Crissy and Hennessey bottles in the club
And my homies goin' for ya scrilla
Don't get it twisted with that ""Overnight Celebrity""
You better be scared of me, and my city I'm a killer

[Hook - Lil Jon]
Let's go! (Let's go!)
If you want it you can get it, let me know (let me know)
I'm bout to fuck a nigga up
Let's go! (Let's go!)
If you want it you can get it let me know (let me know)
I'm bout to fuck a nigga up
Let's go! (Let's go!)

[Verse 3 - Trick Daddy]
I ain't that rapper type, alright?
And I that actor type, alright?
Bein' soft ain't in my script
I'm a playa, you, you just a square
See, once that Hennessy into me
The whole industry is my enemy (My enemy)
If you ain't no kin to me or friend to me
Bitch! Don't pretend to be
Yeah, I'm strictly for the thugs
I'm part of the streets and straight out the hood
M.O is ghetto (Ghetto)
And I don't even need the gat for you bougie cats
I'm straight out the county of Dade
3-0-5, nigga M-I-A
Never gone south of the border
America's most wanted, you gon' get slaughtered

[Hook - Lil Jon]
Let's go! (Let's go!)
If you want it you can get it, let me know (let me know)
I'm bout to fuck a nigga up
Let's go! (Let's go!)
If you want it you can get it let me know (let me know)
I'm bout to fuck a nigga up
Let's go! (Let's go!)
Let's go! (Let's go!)
If you want it you can get it, let me know (let me know)
I'm bout to fuck a nigga up
Let's go! (Let's go!)
If you want it you can get it let me know (let me know)
I'm bout to fuck a nigga up
Let's go! (Let's go!)

[Outro - Trick Daddy]
The AK go chop! Chop! Chop! Chop!
The SK go fah! Fah! Fah Fah!
The AK go chop! Chop! Chop! Chop!
The SK go fah! Fah! Fah Fah!",Trick Daddy,Trick Daddy Featuring Lil Jon & Twista,2004,"[11, 9, 8, 7, 7, 8, 10, 10, 14, 19, 24, 29, 37, 57, 72]",15
