,title,lyrics,artistsFromLyrics,artists,date,rank,cnt
210,Medicine,"[Verse 1]
You tell me you love me
But I ain't been feeling it lately
You say you love keeping me fly but
Can't keep me from looking' so crazy
Come in at 6 in the mornin'
Where you been, where you been?
Who is that texting your phone?
Just a friend, just a friend (okay)
My intuition never lies
There's nothing you can ever hide
Already got the screenshots
So there is no need to deny
You been creepin' and freakin' and sneakin'
Like you'll never lose me
Steady claiming that everyone know we together
But you steady choosing

[Pre-Chorus]
Swear I cannot win for losing
I been out here being faithful
I always got this on lockdown
But that ain't been keeping us stable
So I guess I know what I gotta do
Give you a taste of your own medicine (hey, yeah)

[Chorus]
How would you like it if I do the things you do?
Put you on do not disturb and entertain these dudes
I'ma ride him crazy and you'll never have a clue
Give another guy everything that belongs to you
I'ma call up Brian, I'ma FaceTime Ryan
I'ma text Lorenzo and, I'ma leave you cryin'
Don't get it twisted I can play this game too
How would you like it if I did the same to you (same to you)

[Verse 2]
You don't like it
Now you telling' me that I should fight it
Why you be out here playing the victim
When I am the one who been cryin'
Why dish it out but can't take it
I want revenge, I can't fake it
Wanna see the look on your face
When I drop my clothes and I get naked
Not for you, but for him
Now tell me player, how does that make you feel?
How could you play me when the love I gave was real
I even took you back and you still had no chill

[Pre-Chorus]
Boy you ain't gone ever learn
Play with fire you get burned
I don't think you'll understand
Until I hit you where it hurts
So I guess I know what I gotta do
Give you a taste of your own medicine

[Chorus]
How would you like it if I do the things you do?
Put you on do not disturb and entertain these dudes
I'ma ride him crazy and you'll never have a clue
Give another guy everything that belongs to you
I'ma call up Brian, I'ma FaceTime Ryan
I'ma text Lorenzo, and I'ma leave you cryin'
Don't get it twisted I can play this game too
How would you like it if I did the same to you (same to you)

[Outro]
All of those tears I cried
I can't count the lonely nights
Time and time again I've tried
So when I turn into a savage, boy, don't ask me why
Ask me why, don't ask me why, yeah
Give you a taste of your own medicine",Queen Naija,Queen Naija,2018,"[83, 86, 89, 66, 60, 61, 69, 70, 64, 65, 71, 54, 65, 78, 90, 85, 81, 100, 86, 45]",20
211,Biggest Alley Oop,"[Intro: Lil Yachty]
30, you a motherfucking fool, nigga

[Verse 1]
I was 22 when I first dropped (duece, duece)
Most influential dude when I first dropped
(Uh, true story) the bando named a new spot (bando)
Where them boys from? They ain't from the Hot (nawf)
Hotlanta (hot, hah), dirty mango Fanta (mud, hah)
Swept the game like I'm Huncho MC Hammer (uh, hammer time)
Write my name 'cross the hall of fame banner (write it, write it)
Hit the lights, diamonds flash like a camera (flip the switch)
First met her in some open toed sandals (yeah, hey)
Now her attitude like a candle (she lit, lit)
That bag make you wanna up your standards (get rich, rich)
Way too fat but she ain't got no manners
Lil' bitch (uh), hop on the stick, uh (hop on the stick)
Grant your wish, uh (woo), came for licks, uh (licks)
We came to hit, uh (hit), who that bitch? uh (who?)
Poppin' shit, uh (who?), let it rip, uh (who? raow)

[Chorus]
I said, this the biggest alley oop (alley oop)
I'm gon' air it out if i shoot (bow)
It's only one mic in the booth (one mic)
Guess it's my night to tell the truth (woo, truth)
Who got the biggest bag in the room? (bag, bag)
Who got the biggest bag in the room? (bag, bag)
Who got the biggest bag in the room? (racks, cash)
Who got the biggest bag in the room? (yeah, hey, hey)

[Verse 2]
I lead the way (Yes, leader), follow the wave (Follow the wave)
I'm not Beyoncé (No!), it's bigger than Jay (HOV)
All in the studio cookin' up beats (Woo), but I'm not 'Ye (Yeezy)
Blessin' the whole industry but they not tryna pay (Pay)
I wanted like ten mill (Aye), that was like last year (Aye)
They lookin' like, ""Oh, for real?"" (Aye), wait till this year (Aye)
Make the bank clear (Racks), grandma ain't here (Grandma)
Fuck your fake tears (Fake) Huncho made his (M's)
And I'm humble still (Yeah, yeah)
Niggas been handlin' business and dough before the deal
(Rah, handlin' business)
You livin' a lie, I only provide the real (Go, go)
Niggas been drownin' they kidneys before they got rid of the seal (Drownin' my kidneys)
Thinkin' 'bout gettin' a big Bentley and callin' it Shaquille O'Neal (Shaquille)
Thinkin' about wrappin' a Benz yellow, Kill Bill (Kill Bill)
Thinkin' that you poppin' but it's Advil (Advil)
Think your stage hoppin? It's a standstill (Standstill)

[Outro]
Yeah, I go by the name of Huncho
Quavo Huncho (30, you a motherfuckin' fool, nigga)
The hitman, woah
Huncho, let's go, skrt, skrt-skrt",Quavo,Quavo,2018,[86],1
212,Rerun,"[Intro: Travis Scott & Quavo]
This nigga, man
Yah, yahhh
Oh, uh-oh, yeah yeah
Woah, woah, woah, woah, woah, wooaahh
Yaah, yuh-yuh
Ayy

[Chorus: Travis Scott & Quavo]
She like it (like), I'm swipin' (swipe)
Ice bitin' (bite), she dykin' (dyke), ye-ah
I had to come right back like double back and rerun
I had to come right back like double back and rerun
She like it (she like), I'm swipin' (swipe)
Ice bitin' (blaow), she dykin' (dyke), yeah, yeah
I had to come right back like double back and rerun (yeah, uh)
I had to come right back like double back and rerun (yeah, uh)

[Verse: Travis Scott & Quavo]
Yeah, go ahead spend it, I’m live in it (yeah)
Yeah, my whip came with curtains, I don't need it tinted (ooh)
Yeah, when it come to I, she turn so independent (ooh-ooh)
Yeah, when it comes to this D, she turn so damn dependent (straight up, ooh-ooh)
Night times, summertime cold
You really wanna say yes, but you sayin' no (no)
I'm on top my game like a Kangol (yeah)
I let her drive the Range, then she wreck the Rolls (Rolls)
Yeah, ice-ice biting Cartier Bangles (bitin')
Yeah, she let me smash her friends long as the chain froze (alright)
Yeah, ain't been here 15 minutes, why she changed clothes? (it's lit)
She ride with me through the city while we swang doors (straight up)
Slide through the hood, pop up on the nawf (yeah, yeah)
You know everything good when you with the 'Cho (yeah, yeah)
Chosen, outspoken (yah), arrogant, that's on both ends (alright)
Good vibes, givin' off good vibes (good vibes)
One time, can you kick it one time? (one time)

[Chorus: Travis Scott & Quavo]
She like it (yeah, like), I'm swipin' (yeah, swipe, yeah)
Ice bitin' (bite), she dykin' (dyke), ye-ah
I had to come right back like double back and rerun
I had to come right back like double back and rerun
She like it (she like), I'm swipin' (swipe)
Ice bitin' (blaow), she dykin' (dyke), yeah, yeah
I had to come right back like double back and rerun (yeah, uh)
I had to come right back like double back and rerun (yeah, uh)

[Interlude: Kylie Jenner & Travis Scott]
I think one of us is inclined to
You, you didn't come the second night, I was here
No, I got too fucked up the first night
For real

[Break: Travis Scott]
Link up, come witness
Come link up, we can bring your bitches
Bring your drink up, we can do some business
When the min up, we can run a mission
Yeah, link up, come witness
Come link up, you can bring your bitches
We can drink; we can drink up
Yeah, link up, yeah, link up
Hit my beeper, I'ma hit the creep up
Just to see us, I'ma need a few dubs
In the 'pions, you gone get the reep-uh
Oh my, I swear, on the v-nuh
On a v-nuh, I can do no e-nuh
Called up Nina, rollin' on my d-nuh
Ike and Tina, way I beat the, beat the, beat the, beat the

[Chorus: Travis Scott & Quavo]
She like it (like), I'm swipin' (swipe)
Ice bitin' (bite), she dykin' (dyke), ye-ah
I had to come right back like double back and rerun
I had to come right back like double back and rerun
She like it (she like), I'm swipin' (swipe)
Ice bitin' (blaow), she dykin' (dyke), yeah, yeah
I had to come right back like double back and rerun (yeah, uh)
I had to come right back like double back and rerun (yeah, uh)",Quavo,Quavo Featuring Travis Scott,2018,[88],1
213,Don't Cry,"[Интро: Lil Wayne]
C5

[Припев: XXXTENTACION]
Не плачь, не уходи
Не буду лгать - я чертовски тебя люблю
О да!

[Куплет 1: Lil Wayne]
Ты смотришь в облака
Это я поднимаюсь или они опускаются?
Я вижу смерть за углом
А знак разворота выглядит как улыбка
Что же мне теперь делать? Кто меня теперь найдет и как?
Некуда идти, кроме как по кругу
Еще один ниггер, который потерял голову
Нет, гребаный король, который забыл свою корону
Я не номер один и это правда
Я номер 9-27-82
Дальтоник, даже если я синий
Моя тарелка полна, это не моя любимая еда
Но я голоден, так голоден
Мне нужно мое родовое дерево рядом с денежным деревом
С кучей листьев в Эдемском саду
С кучей Eves, фруктовым пуншем
Я пью из фонтана молодости
Так что, если я умру молодым - обвиню сок
Похороните меня в Новом Орлеане
И напишите на плите: «Не плачь, следи за ней»
Верни меня к жизни
Потерять жизнь ради жизни
Но если рай настолько хорош, как о нем говорят
Я хочу трехкратное продление моей чертовой жизни
Покойся с миром

[Припев: XXXTENTACION & Lil Wayne]
Не плачь (не плачь, не плачь)
Не уходи (почему? ну почему?)
Не буду лгать, я чертовски тебя люблю
Не плачь (не плачь, не плачь, не плачь)
Не пойди (почему? почему? почему? ну почему?)
Не будет лгать (не плачь, не плачь)
Я чертовски тебя люблю (не плачь, не плачь)

[Куплет 2: Lil Wayne]
Талант дан Богом, будь благодарен
Слава не дана, будь смиренным
А тщеславие появляется само, будь осторожен
Оставайся на своей собственной полосе, пристегнись
А иногда, когда нет музыки
Мы рождаем наши собственные рога, рум-бум-бум-бум
Эта женщина перенесла будущее
И Tunechi родился как «dun-dun-dun-dun»
Не называйте это возвращением
Было темно, а теперь солнце
Мне тяжело, но я повернул назад
Колеса отвалились, я поехал на ободах
Это самоубийством – вопрос жизни и смерти
Это более новые дни и это голубые небеса
Я сказал себе: «Это просто ты и я»
Затем повеял ветер и он свел меня с ума
Господь знает, кто я там
Я делаю последнее дыхание
Мама скажи, чтобы я был осторожен
Голос в голове дает мне нагоняй
Я получил контроль над сознанием
Я потерял контроль, но знал, что найду его
Я позволил Богу контролировать то, что я не могу
Невозможно контролировать слезы, позволить им падать и катиться

[Припев: XXXTENTACION & Lil Wayne]
Не плачь (не плачь, не плачь)
Не уходи (почему? ну почему?)
Не буду лгать, я чертовски тебя люблю
Не плачь (не плачь, не плачь, не плачь)
Не пойди (почему? почему? почему? ну почему?)
Не будет лгать (не плачь, не плачь)
Я чертовски тебя люблю (не плачь, не плачь)

[Аутро: Lil Wayne]
Не плачь, оставайся с нами
И трехкратно продли мою чертову жизнь
Покойся с миром",Genius Russian Translations,Lil Wayne Featuring XXXTENTACION,2018,"[91, 60, 5]",3
214,Huncho Dreams,"[Intro]
What's happenin', Uncle G?
How you doin' this mornin'?
Good mornin', brother
What's happenin'?
Good mornin', Uncle George
What is y'all so happy about?
I mean, you're walkin' through here grinnin'
You're just grinnin', grinnin'
Like you a new man or somethin'
Nah, Rashad's a New-New man
He got some cuddy last night
Shut up, mm-mm
You got some booty in this house last night?
Mm-mm
I told you I don't want no company in my house
Mmm
I told you that I don't want none of them lil fast girls in my house
Mm-hmm
No females in my house, that's the rule
There's a one-bull rule in effect
I ain't gon' lie, I got some cuddy last night
Stop lyin'
You ain't got no cuddy
Candy blinds, yeah
Murda on the beat so it's not nice

[Verse]
Raise the prices, raise it two times (Two)
No cap, these girls be the new vibe (New)
We don't like suicide so the doors fly (Doors)
She said I hurt her feelings 52 times (Two)
Call up queen (Nicki)
The queen can't flex on a young bull (Flex)
Made her scream (Scream)
Chanel, I bought her two of 'em
You can check IG (Hey, IG)
'Cause when she post, it go up (Go)
Is she for keeps? (For keeps)
Only if she come with two of 'em (Two)
Yeah, I be snipin' (Snipe, snipe)
I can't be wifin' (Nah, no wife)
I know she feisty (Feisty, feisty)
I'm Huncho Bison (Huncho Bison)
She treat me righteous (Righteous, righteous)
Nigga don't mean to brag (No)
I be tryin' to keep it cool, but I sniped yo' ass (Swear)
No ""FEFE,"" I skeet-skeet (""FEFE"") on yo' face ass (Face ass, brrt-brrt)
Called up Huncho to come tap that ass (Swear)
Pull up on you, autotune when I grip that ass (Skeet, skeet)
Pullin' on yo' weave, 'cross the room when I pipe that ass (Pipe it)
I see a queen on a tree-tree (What you see?)
She like the ride new boy tree-tree (Yeah, new boy)
I see a queen on the tree-tree (What you see?)
She like the ride that boy tree-tree (Yeah, new boy)
Nicki (Nicki), do you love me? (Please)
Why you crying? (Why?)
She don't wanna be a queen unless she got me (Queen)
She don't wanna be on scene unless we married (On scene)
No cap (No cap, yeah), for real (Hey)
Tea in my double cup, it can't spill (Tea)
Left the fire on the dresser at the hotel (Fye, yeah)
Drunk as hell, made her cook some RO-TEL (Whip it, whip it)
If the truth hurt, then I won't tell (Truth)

[Chorus]
Bounce that ass, Nicki (Bounce that ass)
Bounce that ass, Nicki (Bounce that ass)
Shake it like Iggy (Iggy)
Shake it like Iggy (She bad)
If I hurt your feelings (Feelings)
I am truly sorry (Sorry, woo)
I'm straight out the jungle (Hey), no safari (No)
Bounce that ass, Nicki (Bounce that ass)
Bounce that ass, Nicki (Bounce that ass)
Shake it like Iggy (Iggy)
Shake it like Iggy (She bad)
Woo, if I hurt your feelings, I am truly sorry (Sorry, woo)
Straight out the jungle, no safari

[Outro]
Ooh, yeah
(Woo, woo, woo, woo
Woo, woo, woo, woo)
Don't try to play me
(Woo, woo, woo, woo)
Cannot play that Huncho (Skrrt)
(Woo, woo, ha-ha-ha-ha, ad-libs)
Just don't play that Huncho, Huncho
(Smash, drip)
Huncho, that Huncho (Ad-libs)
That Huncho, that Huncho (Smash, drip)
Huncho, that Huncho (Drip, drip)
Huncho, that Huncho (Woo, woo, woo, yeah)
This all fun and games, right?
(Huncho, that Huncho)
Since I just dropped this
I'm gon' go get you a iced out chain, baby
(Huncho, that Huncho)
Iced out Chun Li, you know how we do it
(Huncho, that cha-cha-cha, hey)
Hey Elliott (Bling, bling, bling)
(Huncho, that cha-cha-cha, hey)
Get her that iced out chung-chung  (Bling, bling, blaow)
(Chancho that chancho)
(Ching-chong, blaow)
(Huncho, that chancho)
Put the tab on Huncho
(Huncho, this that Huncho)
Woo",Quavo,Quavo,2018,[93],1
215,Chanel (Go Get It),"[Intro: Gunna & Future]
Anything she want she can get, oh, give her (Get her)
Oh, anything she want she can get (She want, she can get it)
Wheezy outta here

[Chorus: Young Thug]
She want Chanel, go get it
She want Chanel, go get it
She want this Fendi, go get it
She want a Birkin, go get it
She want this Gucci, she can get it
She want this Louis, go get it
Loubs with the spikes, she get it
Everything I got, she gettin' it, yeah
Bentley sedan, she get it
Hop out the Benz, she gettin' it
Hop out the Lamb, she gettin' it
The Porsche Cayenne, she gettin' it
Hop out the coupe, she get it
Ashanti the shoes, she get it
I put my kids on her titty
Anything she want she can get it

[Verse 1: Gunna]
Anything you see, you can get it (Get it)
Here go the keys to the Bentley
When I fuck her I got good intentions (Yeah)
I just can't get my palms to stop itchin'
Water on me like I live with the fishes (Fishes)
I done ordered every color in tennis
Got the diamonds put in by my dentist (My dentist)
I'ma shine when I'm skinnin' and grinnin' (Shine)
Ice my watch, I'm not wastin' my time (My time)
Gunna drippin' with Uzi and Slime (Slime)
Connect with my bitch like a WiFi
Slidin' in the DM like a cha-cha
I got Ms, I can take care of the southside
I've been buildin' these billionaire ties (Ties)
Got the Yves Saint Laurent heels in your size
Get the penthouse and fill it with vibes (Vibes)
Got Marc Jacobs to cover my eyes
She need help, I'ma send her a dime
I can't pour nothin' less than two lines
Luxury all the back seats recline
She want me to put that dick in her spine
Take her shoppin' and keep her from cryin'
Give you stones you one of a kind
Got Chanel with the Cs on both sides

[Chorus: Young Thug]
She want Chanel, go get it
She want Chanel, go get it
She want this Fendi, go get it
She want a Birkin, go get it
She want this Gucci, she can get it
She want this Louis, go get it
Loubs with the spikes, she get it
Everything I got, she gettin' it, yeah
Bentley sedan, she get it
Hop out the Benz, she gettin' it
Hop out the Lamb, she gettin' it
The Porsche Cayenne, she gettin' it
Hop out the coupe, she get it
Ashanti the shoes, she get it
I put my kids on her titty
Anything she want she can get it

[Verse 2: Lil Baby]
She want Chanel, she can get it
Louis V bag and Dior her titty
They locked the door when we walk in Fendi
Save the hundreds, them dubs, we spendin'
Real dope boy, ain't chargin' no card
New G-Wagon, she already got
Real grown woman, she ain't post her body
Check price tags, you want it, you get it
You a big Thugger fan, you scared to admit it
Gettin' sixty for a show, I'm handlin' business
L.A. for a month, get away from the city
Sippin' this syrup, I'ma need a new kidney
Just tell me where it's at and I'ma go in and get it
'Ever I say, she on it
New Range Rover, she want it
We don't do loans, she own it
Runnin' out of space for the bags in her closet
Runnin' through checks every day, no fraud shit
Rose gold Presidential Rollie look polished
Bad lil' bitch, good brain, go to college
You ain't really gotta pay for nothin', I got it
Big bankroll, I ain't totin' no wallet
I don't withdraw, nickname deposit
T-Pain, Plies, I call her my shawty, my shawty

[Chorus: Young Thug (with Lil Baby)]
She want Chanel, go get it
She want Chanel, go get it
She want this Fendi, go get it
She want a Birkin, go get it
She want this Gucci, she can get it
She want this Louis, go get it
Loubs with the spikes, she get it
Everything I got, she gettin' it, yeah
Bentley sedan, she get it
Hop out the Benz, she gettin' it
Hop out the Lamb, she gettin' it
The Porsche Cayenne, she gettin' it
Hop out the coupe, she get it
Ashanti the shoes, she get it
I put my kids on her titty
Anything she want she can get it",Young Thug,Young Thug Featuring Gunna & Lil Baby,2018,"[94, 90, 81, 78]",4
216,"Sunrise, Sunburn, Sunset","[Verse 1]
Your daddy had a lakehouse
He had me paint it that summer sophomore year
Said I could stay for free
A couple buddies, a couple weeks
You rode in in a little red Honda
And headed straight for the pier
Tank top and cutoff jeans
A little PacSun underneath
Who knew it was 'bout to be

[Chorus]
Sunrise, sunburn, sunset, repeat
Moonlight, all night, crashing into me
Nothing will ever be easy as you and me
Tangled up with nowhere to be
Just sunrise, sunburn, sunset, repeat
Sunrise, sunburn, sunset, repeat, ayy

[Verse 2]
I turned those shutters the color of your eyes
'Til the day turned into night
And took turns with a jar
Turn that boat dock into a bar
And then we passed the guitar around the fire to each other
And watched all of our friends pair off with one another
But we felt like the stars we were under
And everybody knew that that was our summer

[Chorus]
Sunrise, sunburn, sunset, repeat
Moonlight, all night, crashing into me
Nothing will ever be easy as you and me
Tangled up with nowhere to be
Just sunrise, sunburn, sunset, repeat
Yeah

[Bridge]
Whoa
We set July on fire
Whoa
Yeah, girl, you and I were
Sunrise, sunburn, sunset, repeat

[Chorus]
Sunrise, sunburn, sunset, repeat
Moonlight, all night, crashing into me
Nothing will ever be easy as you and me
Tangled up with nowhere to be
Just sunrise, sunburn, sunset, repeat
Sunrise, sunburn, sunset, repeat
Yeah

[Outro]
Whoa
We set July on fire
Whoa
Yeah, girl, you and I were
Sunrise, sunburn, sunset, repeat
Sunrise, sunburn, sunset, repeat",Luke Bryan,Luke Bryan,2018,"[96, 99, 83, 59, 51, 40, 41, 35, 40, 47, 57, 50, 59, 64, 81, 86]",16
217,"If I'm Lyin, I'm Flyin","[Intro]
Glee

[Verse]
I can't let these niggas knock me off my pivot
God sat me down and talked to me, I listened
I was in that cell, he told me that I’m gifted
I don't make it in the booth, then I'ma make it in the kitchen
I’m special with the mic, special with the whippin'
I ran out of money, had to pay attention
All the people that was 'round me, they ain't have my best interest
You ain't have my best interest
You lazy with yo' loyalty and yo' position
And now I gotta execute 'cause you don’t listen
That throwaway on me dumpin’ with precision
I know shawty only on my trail 'cause she see a ticket
I’m readin' between the lines and peepin' they intentions
Can't have you niggas around me, shit gon’ go to missing
I had to press that bump, I had to feel it
You know if it ever come down to it, a nigga with it
All these drugs got the whole world jiggy
Hoes comin' out they clothes and niggas trippin'
Why hit the top to go back to the bottom?
All these bitches fallin' for me like it's Autumn
I'm tryna tell you, homie, you don't want none
They freed me so I'm right back to that mon-yun
Somebody tell these niggas they don't want none
Kodak Black but I'm spreadin' blue hundons
They sent my nigga Cool on the fuckin' run
When they let him out of prison, I'll be 31
I knew I was a star when I was sellin' hard
Everybody told me I would make it when I was on the block
See, before this rap shit, I was jackin' cars
I couldn't get all my time 'cause I was doin' fraud
Me and my nigga Lil' Marcus tearin' up the Wyatt
It hurt me to my heart, heard they gave him 25
I'm from the Noya, all I know is slang that iron

[Outro]
Just like I told you, if I'm lyin' then I'm flyin'
Just like I told you, if I'm lyin' then I'm flyin'
Just like I told you, if I'm lyin' then I'm flyin'",Kodak Black,Kodak Black,2018,"[99, 74, 56]",3
218,Off White VLONE,"[Intro]
Run that back, Turbo

[Chorus: Gunna & Lil Durk]
Shoppin' spree for fun, she did Saint Laurent (Uh)
Alexander, Laurent (Yah), private flight to Milan ('Lan)
Ice VVs (Ice, ice), ice VS1s (ice VS1s)
Off-White, Vlone 1's, foreigns parked in my lawn
Them 40's come, we jump, I like my bitches blonde
Wockhardt gimme the runs, don't none of my hoes wear Uggs
If you go on a hit you can't call off, name hold weight, can't raw dog
Off Perks and X, can't nod off, if I call you the plug, can't fall off

[Verse 1: Gunna]
Coupe from outer space (Shh), trust me, I'm okay
Bought Hi-Tech, paid by the case (By the case)
You could tell that's Chanel by the lace (Chanel)
You could tell it's a bale by the weight (By the weight)
Rock Gazelle, you could see I got cake (Got cake)
I'm a young boss, I could cut a nigga pay (Cut)
Smash, I don't never use the brakes

[Verse 2: Lil Durk]
She ask me for cash, is you serious?
New car Fast and the Furious
Spend a big bag on Amiris
I got a big bag, that's period
My name hold weight I'm superior
Took her to Gucci, I'm serious
Gotta suck dick on your period
You can't say, ""No,"" I ain't hearin' it

[Chorus: Gunna & Lil Durk]
Shoppin' spree for fun, she did Saint Laurent (Uh)
Alexander, Laurent (Yah), private flight to Milan ('Lan)
Ice VVs (Ice, ice), ice VS1s (ice VS1s)
Off-White, Vlone 1's, foreigns parked in my lawn
Them 40s come, we jump, I like my bitches blonde
Wockhardt gimme the runs, don't none of my hoes wear Uggs
If you go on a hit you can't call off, name hold weight, can't raw dog
Off Perks and X, can't nod off, if I call you the plug, can't fall off

[Verse 3: Lil Baby]
Baby
Drippin' all in France (France), shoppin' when we land
Made a stop in Punta Cana, shawty keep her body tan
Went to Magic last week, we prolly fucked up 40 bands
Get them flipped, I really can, bitch, I'm the shit, ho, fuck your man
In Dior they call me Mr. Baby, they know who I am
BB belt hold up my pants, Louis pouch hold a FN
Big Balencis, I don't care for fashion, do it 'cause I can
Vlone Forgiato rims, white T-shirt, Amiri Timbs, yeah

[Chorus: Gunna]
Shoppin' spree for fun, she did Saint Laurent (Uh)
Alexander, Laurent (Yah), private flight to Milan ('Lan)
Ice VVs (Ice, ice), ice VS1s (ice VS1s)
Off-White, Vlone 1's, foreigns parked in my lawn

[Verse 4: NAV]
Spent six hunnid eatin' lunch (No cap), got tired of honey buns (Ayy)
Smokin' by the ton (Ayy), give a fuck about my lungs (Ayy)
She suck me sloppy (Yeah), put my lil' 'babies on her tongue
In the hotel lobby (Yeah), got a Glock on me with a drum (Yeah)
Half a mil' in jewelry, got a quarter in my safe (Yeah)
She don't ask me nothin' (Yeah), put my main bitch in her place (Yeah)
Take her shoppin' I got good taste (Good taste), I approve her fit of the day
You ain’t goin out like that, no way (No), I drip too hard every day (Drip)

[Chorus: Gunna & Lil Durk]
Shoppin' spree for fun, she did Saint Laurent (Uh)
Alexander, Laurent (Yah), private flight to Milan ('Lan)
Ice VVs (Ice, ice), ice VS1s (ice VS1s)
Off-White, Vlone 1's, foreigns parked in my lawn
Them 40s come, we jump, I like my bitches blonde
Wockhardt gimme the runs, don't none of my hoes wear Uggs
If you go on a hit you can't call off, name hold weight can't raw dog
Off Perks and X can't nod off, if I call you the plug, can't fall off
Turn up",Lil Baby & Gunna,Lil Baby & Gunna Featuring Lil Durk & NAV,2018,[54],1
219,Business Is Business,"[Intro: Gunna]
Yeah, yah
Uh
Run that back, Turbo
Yeah

[Chorus: Gunna]
I tote a TEC 'cause niggas be shady
And a surfboard 'cause we're really wavy
I need some love to go with this hate
Give mama a hug, we finally made it
We puttin' Ms in all the Mercedes
Spend a whole M in the mall, boy you crazy
Bitches ain't shit, bet' not trust your old lady
Business is business, so you gotta pay me

[Verse 1: Gunna]
Uh, Bentleys on Bentleys, we mob through the A
Benjis on Benjis, we stack every day
Business is business, so you gotta pay
New Lamborghinis make me wanna race
Still eat fettuccine I'm stuck in my ways
My bed Tempur-Pedic, I fuckin' get paid
My flow a disease, kill these rappers like AIDS
Yves St. Laurent on the lens of my shades
Gunna back up, I was goin' through a phase
I doubled up and got my bitches straight
You learned how to drip from you watchin' my page
Niggas be tossin', somebody decay
Off-White'd the coupe and the inside is beige
I pop this shit like I've been doin' for ages
So many dead faces I got me a grave
YSL, nigga say ""Slatt"" every day
I pop me a pill, one got stuck in my throat
This Rollie a Presi', I don't need to vote
Your ho super ready, she at my condo
I stay with that 9, they should call me Marlo
I'm the greatest of all, my emoji is goat
Bouncin' my life, got my back off the rope
Too real I can't turn my back on the bros

[Chorus: Gunna]
I tote a TEC 'cause niggas be shady
And a surfboard 'cause we're really wavy
I need some love to go with this hate
Give mama a hug, we finally made it
Puttin' Ms in all the Mercedes
Spend a whole M in the mall, boy you crazy
Bitches ain't shit, bet' not trust your old lady
Business is business, so you gotta pay me

[Verse 2: Lil Baby & (Gunna)]
Brought out a dub and I'm ready to spend it
You dropped the ball I got it, we winnin'
Spaceship for a car that ain't rented
They know who I am, I ain't walkin' through Lenox
It didn't take long, I ran up them racks
Bought it, ain't like it, ain't takin it back
I shoulda playin' linebacker, I want a sack
I got this cheetah print all on my jacket
I got the belt and the shoes to match it
I'm from the hood, I'm keepin' my ratchet
My bitch the baddest, she ain't bougie, she ratchet
I get him flipped, then I buy him a casket
I'm servin' real, I ain't just singin', rappin'
I got on Soldier Re's, they're classics
I got a 31 doin' gymnastics
I sold a brick, it was still in the package
Sixty five hundred was spent on this coat
(Got a bitch in the condo, she snortin' the coke)
I don't wanna fuck her just want the throat
I'm savin' my money, I ain't goin' broke
Don't want no handouts, that shit ain't no joke
They listen up when I speak, I'm the pope
I'm bringin' cash, ain't payin' no notes
I got the stick just in case they want smoke

[Chorus: Gunna]
I tote a TEC 'cause niggas be shady
And a surfboard 'cause we're really wavy (Surfboard)
I need some love to go with this hate
Give mama a hug, we finally made it (Finally made it)
Puttin' Ms in all the Mercedes
Spend a whole M in the mall, boy you crazy
Bitches ain't shit, bet' not trust your old lady (Bitches ain't shit)
Business is business, so you gotta pay me (Business is business)",Lil Baby & Gunna,Lil Baby & Gunna,2018,[61],1
220,Is That Alright?,"[Verse 1]
Life is so simple
A little boy, a little girl
Laughing and loving
Tryin' to figure out the world
It felt like summer when I kissed you in the rain
And I know your story but tell me again

[Pre-Chorus 1]
Nothing you say wouldn't interest me
All of your words are like poems to me
I would be honored if you would take me as I am

[Chorus]
I want you
To look right in my eyes
To tell me you love me
To be by my side
I want you
At the end of my life
Wanna see your face
When I fall with grace
At the moment I die
Is that alright?
Is that alright?

[Verse 2]
I hope you’re still with me
When I’m not quite myself
And I pray that you’ll lift me
When you know I need help
It’s a warm celebration of all of our years
I dream of our story of our fairytale

[Pre-Chorus 2]
Family dinners and family trees
Teachin' the kids to say thank you and please
Knowing if we stay together that things will be right

[Chorus]
I want you
To look right in my eyes
To tell me you love me
To be by my side
I want you
At the end of my life
Wanna see your face
When I fall with grace
At the moment I die
Is that alright?
Is that alright?

[Outro]
Is that alright?",Lady Gaga,Lady Gaga,2018,[63],1
