,title,lyrics,artistsFromLyrics,artists,date,rank,cnt
0,Don't Forget About Us,"[Intro]
(Don't forget about us)
Don't baby, don't baby, don't let it go
No baby, no baby, no baby, no
(Don't forget about us)
Don't baby, don't baby, don't let it go
My baby boy

[Verse 1]
Just let it die with no goodbyes
Details don't matter, we both paid the price
Tears in my eyes
You know sometimes it'd be like that, baby

[Pre-Chorus 1]
Now every time I see you, I pretend I'm fine
When I wanna reach out to you
But I turn and I walk and I let it ride
Baby, I must confess
We were bigger than anything
Remember us at our best
And don't forget about

[Chorus]
Late nights, playing in the dark
And waking up inside my arms
Boy, you'll always be in my heart and
I can see it in your eyes, you still want it
So don't forget about us
I'm just speaking from experience
Nothing can compare to your first true love
So I hope this will remind you
When it's for real, it's forever
So don't forget about us

[Verse 2]
Oh, they say that you're in a new relationship
But we both know nothing comes close to
What we had, it perseveres
That we both can't forget it
How good we used to get it

[Pre-Chorus 2]
There's only one me and you
And how we used to shine (We used to shine)
No matter who you go through
We are one, that's a fact that you can't deny
So, baby, we just can't let the fire pass us by
Forever we'd both regret
So don't forget about

[Chorus]
Late nights, playing in the dark
And waking up inside my arms
Boy, you'll always be in my heart and
I can see it in your eyes, you still want it
So don't forget about us
I'm just speaking from experience
Nothing can compare to your first true love
So I hope this will remind you
When it's for real, it's forever
So don't forget about us

[Bridge]
And if she's got your head all messed up now
That's the trickery
So why you act like you don't know how this loving used to be?
I bet she can't do it like me, she'll never be MC
Baby, don't you, don't you forget about us

[Chorus]
Late nights, playing in the dark
And waking up inside my arms
Boy, you'll always be in my heart and
I can see it in your eyes you still want it
So don't forget about us
I'm just speaking from experience
Nothing can compare to your first true love
So I hope this will remind you
When it's for real, it's forever
So don't forget about us
Late nights, playing in the dark
And waking up inside my arms
Boy, you'll always be in my heart and
I can see it in your eyes, you still want it
So don't forget about us
I'm just speaking from experience
Nothing can compare to your first true love
So I hope this will remind you, babe
When it's for real, it's forever
So don't forget about us

[Outro]
Don't baby, don't baby, don't let it go
No baby, no baby, no baby, no
(Don't forget about us)
Don't baby, don't baby, don't let it go
When it's for real, it's forever
So don't forget about us",Mariah Carey,Mariah Carey,2005,"[1, 2, 7, 12, 11, 17, 20, 26, 36, 56, 81]",11
1,Run It!,"[Produced by Scott Storch]

[Intro: Juelz Santana]
Okay, check it, check it, check it out
It's Santana again steppin', steppin', steppin' out (Uh)
One of the brand new big boy toys
I do big boy things, I make big boy noise, 'cause
I know what girls want (Want), I know what they like (Like)
They wanna stay up (Ayy!) and party all night
So bring a friend

[Verse 1: Chris Brown]
Let me talk to you, tell you how it is
I was thinking when I saw that body
Gotta get shawty, tell her what the young boy gon' do
Damn, them chicks with you gotta be your kin
Babe, pretty thick with the kick that's sick
That need to be hit, so tell me what y'all gon' do

[Pre-Chorus: Chris Brown & Juelz Santana]
I got friends and you got friends (Word, oh)
They hop out, and you hop in (Word, oh-oh)
I look fly and they jocking (Word)
The way you drop, drop makes me wanna pop
I got friends and you got friends (Word, hey)
They hop out, and you hop in (Word)
I look fly and they jocking (Word)
The way you drop, drop makes me wanna pop

[Chorus: Chris Brown]
Is ya man (Man) on the floor? (Floor)
If he ain't (Ain't), lemme know (Know)
Let me see if you can run it, run it
Girl, indeed I can run it, run it
Is ya man (Man) on the floor? (Floor)
If he ain't (Ain't), lemme know (Lemme know)
Let me see if you can run it, run it
Girl, indeed I can run it, run it (Come here!)

[Verse 2: Chris Brown]
You'll see, girl, I can set you off
Don't believe my age is gonna slow us down
I can definitely show you things to have you saying I can't be 16
Once I get in you won't let go
(And I) I'll have the girls wishing they were you
(And I) I know you heard about me
But guess what's going down if we leave

[Pre-Chorus: Chris Brown & Juelz Santana]
I got friends and you got friends (Word, oh)
They hop out, and you hop in (Word, oh)
I look fly and they jocking (Word)
The way you drop, drop makes me wanna pop
I got friends and you got friends (Word)
They hop out, and you hop in (Word, hey)
I look fly and they jocking (Word, ooh)
The way you drop, drop makes me wanna pop (Ooh, ooh)

[Chorus: Chris Brown & Juelz Santana]
Is ya man (Man) on the floor? (Floor, uh-huh)
If he ain't (Ain't), lemme know (Know, uh-huh)
Let me see if you can run it, run it (Yeah)
Girl, indeed I can run it, run it (Ayy)
Is ya man (Man) on the floor? (Floor, uh-huh)
If he ain't (Ain't), lemme know (Lemme know, uh-huh)
Let me see if you can run it, run it (Ayy)
Girl, indeed I can run it, run it (Let's go)

[Bridge: Chris Brown & Juelz Santana]
Girl, you feel right (Feel right)
Make me feel like (Feel like)
I wanna do a little something (Do a little something)
Ain't no thing 'less you do it for sure
Girl, the way that you're wearing them jeans is turning me on
I'm the hottest thing that's in these streets (DipSet, Santana)
So baby won't you rock me? (Ayy)

[Verse 3: Juelz Santana]
Make it drop, honey (Honey), make it pop, honey (Honey)
Whip whop, tick tock to the clock for me
Don't stop doing that (Don't)
And shawty know I mean what I say so she won't stop doing that
Plus I heard if you can dance, you can bump
Well dance time is us, let's go, let's go (Yup)
We can get it in (Yup), we can gets some friends
Do it like the Ying Yang twins, start whispering
Wait 'til you see my ayy!
Wait 'til you see my ayy!
Let me fall back, you ain't ready for all that
Have you sleep late, real late, yeah, taking a long nap (Ayy)
You tell your friends to get with my friends
We can be friends, switch and meet friends
(Switch!) We can do it all night long and...
'Til the clock hit morning, ya dig? (Ayy)

[Chorus: Chris Brown]
Is ya man (Man, oh) on the floor? (Floor)
If he ain't (Ain't), lemme know (Know, ooh, ooh, yeah)
Let me see if you can run it, run it
Girl, indeed I can run it, run it (Oh, woah-oh)
Is ya man (Man, oh, woah-oh) on the floor? (Floor)
If he ain't (Ain't), lemme know (Lemme know, mmm)
Let me see if you can run it, run it (Run it)
Girl, indeed I can run it, run it (Yeah)

[Outro: Chris Brown & Juelz Santana]
Oh-oh (Uh)
Oh, oh (Woo! Uh-huh)
Oh, woah (Woo!)
Oh-oh (Woo! Chris Brown)
(Ayy! Woo!)
(Woo! Ayy!)
(Woo!)
(Ayy, ayy)",Chris Brown,Chris Brown,2005,"[2, 1, 1, 1, 1, 1, 2, 2, 2, 2, 8, 11, 24, 31, 46, 56, 79, 84, 92]",19
2,Grillz,"Robbed a jewelry store and tell â€~em make me a grill
Yeah da whole top diamonds and da bottom row's gold
Yo, we â€~bout to start an epidemic wit dis one
Y'all know what dis is, so so def
Got 30 down at da bottom, 30 mo' at da top
All invisible set in little ice cube blocks
If I could call it a drink, call it a smile on da rocks
If I could call out a price, let's say I call out a lot
I got like platinum and white golds, traditional gold
I'm changin' grillz e'rday, like Jay change clothes
I might be grilled out nicely in my white tee
On South Beach in my wife b
Vive ustedes, you can tell when they cut it
You see my grandmama hate it
But my lil' mama love it, â€~cuz when I
Open up ya mouth ya grill gleamin'
Eyes stay low from da chiefin'
I got a grill I call â€~penny candy', you know what dat mean?
It look like Now an' Later, gum drops, jelly beans
I wouldn't leave it fo' nutin, only a crazy man would
So if ya catch me in ya city, somewhere out in ya hood
Just say
Smile fo' me daddy
(What you lookin' at?)
Let me see ya grill
(Let me see my what?)
Ya, ya grill ya, ya, ya grill
(Robbed a jewelry store and tell 'em make me a grill, she said)
Smile fo' me daddy
(What you lookin' at?)
I want to see your grill
(You wanna see my what?)
Ya, ya grill ya, ya, ya grill
(Yeah the whole top diamonds and da bottom row's gold)
What it do baby, it's da ice man powwow
I got my mouth lookin' somethin' like a disco ball
I got da diamonds and da ice all hand set
I might cause a cold front if I take a deep breath
My teeth gleamin' like I'm chewin' on aluminum foil
Smilin' showin' off my diamonds sippin' on some potent oil
I put my money where my mouth is and bought a grill
20 carrots, 30 stacks, let â€~em know I'm so fo' real
My motivation is them 30 pointers VVS
The furniture in my mouthpiece simply symbolize success
I got da wrist wear and neck wear dat's captivatin'
But it's my smile dat got these onlookers spectatin'
My mouthpiece simply certified a total package
Open up my mouth and you see mo' carrots than a salad
My teeth are mind blowin' givin' everybody chillz
Call me George Foreman â€~cuz I'm sellin' everybody grillz
Smile fo' me daddy
(What you lookin' at?)
Let me see ya grill
(Let ya see my what?)
Ya, ya grill ya, ya, ya grill
(Robbed a jewelry store and tell 'em make me a grill, she said)
Smile fo' me daddy
(What you lookin' at?)
I want to see your grill
(You wanna see my what?)
Ya, ya grill ya, ya, ya grill
(Yeah the whole top diamonds and da bottom row's gold)
Gipp got dem yellows, got dem purples, got dem reds
Lights gon' head and make you woozy in ya head
You can catch me in my Too Short drop
Mob got colors like a Fruit Loop box
Dis what it do when it Lou ice grill country grammar
Where da hustlas move bricks and da gangstas bang hammas
Where I got â€~em you can spot â€~em on da top, in da bottom
Got a bill in my mouth like I'm Hillary Rodham
I ain't dissin' nobody but let's bring it to da light
Yeah was da first wit my mouth bright white
Yeah dez hoes can't focus â€~cuz they eyesight blurry
Tippin' on some fo's you can see my mouth je'elry
I got fo' different sets it's a fabolous thang
1 white, 1 yellow, like fabolous chain
And da otha set is same got my name in da mold
Yeah da whole top diamonds and da bottom row's gold
Smile fo' me daddy
(What you lookin' at?)
Let me see ya grill
(Let ya see my what?)
Ya, ya grill ya, ya, ya grill
(Robbed a jewelry store and tell 'em make me a grill, she said)
Smile fo' me daddy
(What you lookin' at?)
I want to see your grill
(You wanna see my what?)
Ya, ya grill ya, ya, ya grill
(Yeah the whole top diamonds and da bottom row's gold)
Boy, how you'd get your grill that way?
And how much did you pay?
Every time I see you
The first thing I wan' say is
Smile fo' me daddy
(What you lookin' at?)
Let me see ya grill
(Let ya see my what?)
Ya, ya grill ya, ya, ya grill
(Robbed a jewelry store and tell 'em make me a grill, she said)
Smile fo' me daddy
(What you lookin' at?)
I want to see your grill
(You wanna see my what?)
Ya, ya grill ya, ya, ya grill
(Yeah the whole top diamonds and da bottom row's gold)
C'mon",Nelly,"Nelly Featuring Paul Wall, Ali & Gipp",2005,"[3, 4, 11, 19, 52, 69, 84]",7
3,Laffy Taffy,"[Intro]
That laffy taffy (candy girl)
Girl, shake dat laffy taffy
That laffy taffy
Shake that laffy taffy
That laffy taffy
Girl, shake that laffy taffy
That laffy taffy
That laffy taffy (candy girl)
That laffy taffy

[Verse 1]
I'm lookin' for Mrs. Bubble Gum
I'm Mr. Chik-O-Stick
I wanna (dun dun dunt)(oh)
Cause you so thick
Girls call me Jolly Rancher
Cause I stay so hard
You can suck me for a long time
(Oh my God!)
Girl this ain't no dance flo'
This a candy sto'
And I'm really geeked up
And I got mo' dro'
I pop? I roll
It's all I do
It's the summer time
But yo laffy taffy got me cold (oh)
Gone get loose (oh)
Gone get low (oh)
Don't be shy
Ho I'm Fabo (oh)
I know you wanna ride
You a star and it shows
(well tell 'em, damn whassup, whassup let's go, let's go, let's go)

[Hook]
That laffy taffy (candy girl)
Girl, shake dat laffy taffy
That laffy taffy
Shake that laffy taffy
That laffy taffy
Girl, shake that laffy taffy
That laffy taffy
That laffy taffy (candy girl)
That laffy taffy

[Verse 2]
C'mon trick, c'mon trick
Here go Mr. Chocolate
I like the way you break it down
Waddle, stop you watchin' me
Laffy taffy I'm likin' this
Big ole ass you shakin' bitch
Close yo mouth and don't say shit
Bend on ova and hit a split
Work that pole and work it well
Stacks on deck, yo ankles swell
Girl, lemme touch ya
I will neva tell
Security guard don't scare nobody
Damn right I touched that ho
All the money just hit the flo'
D4L I'm ready to go
Ho can't even shake no mo'
They tired out
Let's ride out
Bitch you wanna go
Then she can go
She get in my car
I ain't playin' no mo'
Start movin' on my Faybo
Bitch she probably already know
Lemme see that laffy taffy
(dun dun dunt)

[Hook]
That laffy taffy (candy girl)
Girl, shake dat laffy taffy
That laffy taffy
Shake that laffy taffy
That laffy taffy
Girl, shake that laffy taffy
That laffy taffy
That laffy taffy (candy girl)
That laffy taffy

[Verse 3]
Say baby girl
Ay what you gon' do
I got a hundred ones
I wanna po' on you
Just keep that ass shakin'
And I keep tippin' you
While I sit back like a playa
And sip that grey goose
Feelin' all loose
Cause girl you on yo job
You got my dick hard
The way you touch them toes
Workin' them micros
On the stilletos
You made it skeet skeet skeet
Like a water hose (candy girl)
Got me goin' in my pocket pullin' out mo' dough
Let the waitress know I need to order, five hundred mo'
You best believe later on we headed to the mo'
So gone and pack them bags
And let's motherfuckin' go
I'm waitin' on yo fine ass
At the front do'
Girl, you don't know
I'mma toss the laffy taffy
Toss it, flip it, and slap it
Bust a couple of nuts
And get right back at it

[Hook]
That laffy taffy (candy girl)
Girl, shake dat laffy taffy
That laffy taffy
Shake that laffy taffy
That laffy taffy
Girl, shake that laffy taffy
That laffy taffy
That laffy taffy (candy girl)
That laffy taffy",D4L,D4L,2005,"[4, 3, 2, 4, 6, 7, 13, 18, 23, 30, 70, 91, 95, 98]",14
4,Stickwitu,"[Intro: Nicole Scherzinger]
Mmm
Come on

[Verse 1: Nicole Scherzinger, with Melody Thornton & Carmit Bachar]
I don't wanna go another day
So I'm telling you exactly what is on my mind
Seems like everybody's breaking up
And throwing their love away
But I know I got a good thing right here
That's why I say, hey

[Chorus: All, Melody Thornton]
Nobody gonna love me better (mmh)
I'ma stick with you forever (mmh)
Nobody gonna take me higher
I'ma stick with you (mmh)
You know how to appreciate me
I'ma stick with you, my baby
Nobody ever made me feel this way
I'ma stick with you

[Verse 2: Nicole Scherzinger, with Melody Thornton & Carmit Bachar, Ashley Roberts, Jessica Sutta & Kimberly Wyatt]
I don't wanna go another day
So I'm telling you exactly what is on my mind
See the way we ride in our private lives
Ain't nobody getting in between
I want you to know that you're the only one for me (one for me)
And I say...

[Chorus: All, Melody Thornton, Nicole Scherzinger]
Nobody gonna love me better (mmh)
I'ma stick with you forever
Nobody gonna take me higher
I'ma stick with you (oh bae)
You know how to appreciate me
I'ma stick with you, my baby (yeah)
Nobody ever made me feel this way
I'ma stick with you

[Verse 3: Nicole Scherzinger, Melody Thornton, Carmit Bachar, Ashley Roberts, Jessica Sutta & Kimberly Wyatt]
And now
Ain't nothing else I could need (nothing else I could need)
And now
I'm singing 'cause you're so, so into me
I got you
We'll be making love endlessly
I'm with you (baby, I'm with you)
Baby, you're with me (baby, you're with me higher)

[Bridge: Nicole Scherzinger, Melody Thornton]
So don't you worry about
People hanging around
They ain't bringing us down
I know you and you know me
And that's all that counts (hey hey)
So don't you worry about
People hanging around
They ain't bringing us down (mmh)
I know you and you know me
And that's... that's why I say, hey

[Chorus: All, Nicole Scherzinger]
Nobody gonna love me better
I'ma stick with you forever
Nobody gonna take me higher
I'ma stick with you (come on)
You know how to appreciate me
I'ma stick with you, my baby
Nobody ever made me feel this way
I'ma stick with you
Nobody gonna love me better
I'ma stick with you forever
Nobody gonna take me higher
I'ma stick with you
You know how to appreciate me
I'ma stick with you, my baby

[Outro: Nicole Scherzinger]
Nobody ever made me feel this way
I'ma stick with you",The Pussycat Dolls,The Pussycat Dolls,2005,"[5, 7, 9, 8, 10, 9, 18, 25, 40, 67, 85]",11
5,Photograph,"[Verse 1]
Look at this photograph
Every time I do, it makes me laugh
How did our eyes get so red?
And what the hell is on Joey's head?
And this is where I grew up
I think the present owner fixed it up
I never knew we ever went without
The second floor is hard for sneaking out
And this is where I went to school
Most of the time had better things to do
Criminal record says I broke in twice
I must've done it half a dozen times
I wonder if it's too late
Should I go back and try to graduate?
Life's better now than it was back then
If I was them, I wouldn't let me in

[Chorus]
Oh, oh, oh
Oh, God, I, I
Every memory of looking out the back door
I had the photo album spread out on my bedroom floor
It's hard to say it, time to say it
Goodbye, goodbye
Every memory of walking out the front door
I found the photo of the friend that I was looking for
It's hard to say it, time to say it
Goodbye, goodbye
(Goodbye)

[Verse 2]
Remember the old arcade?
Blew every dollar that we ever made
The cops hated us hangin' out
They say somebody went and burned it down
We used to listen to the radio
And sing along with every song we know
We said someday we'd find out how it feels
To sing to more than just the steering wheel
Kim's the first girl I kissed
I was so nervous that I nearly missed
She's had a couple of kids since then
I haven't seen her since God knows when

[Chorus]
Oh, oh, oh
Oh, God, I, I
Every memory of looking out the back door
I had the photo album spread out on my bedroom floor
It's hard to say it, time to say it
Goodbye, goodbye
Every memory of walking out the front door
I found the photo of the friend that I was looking for
It's hard to say it, time to say it
Goodbye, goodbye

[Bridge]
I miss that town
I miss their faces
You can't erase
You can't replace it
I miss it now
I can't believe it
So hard to stay
Too hard to leave it
If I could, I'd relive those days
I know the one thing that would never change

[Chorus]
Every memory of looking out the back door
I had the photo album spread out on my bedroom floor
It's hard to say it, time to say it
Goodbye, goodbye
Every memory of walking out the front door
I found the photo of the friend that I was looking for
It's hard to say it, time to say it
Goodbye, goodbye

[Outro]
Look at this photograph
Every time I do, it makes me laugh
Every time I do, it makes me",Nickelback,Nickelback,2005,"[6, 5, 4, 6, 5, 5, 5, 5, 4, 3, 2, 3, 4, 25, 42, 63, 75]",17
6,Gold Digger,"[Produced by Kanye West and Jon Brion]

[Intro: Jamie Foxx]
She take my money when I'm in need
Yeah, she's a triflin' friend indeed
Oh, she's a gold digger
Way over town that digs on me

[Hook: Kanye West & (Jamie Foxx)]
(She give me money) Now, I ain't sayin' she a gold digger
(When I'm in need) But she ain't messin' with no broke niggas
(She give me money) Now, I ain't sayin' she a gold digger
(When I'm in need) But she ain't messin' with no broke niggas
(I gotta leave) Get down girl, go 'head, get down
(I gotta leave) Get down girl, go 'head, get down
(I gotta leave) Get down girl, go 'head, get down
(I gotta leave) Get down girl, go 'head

[Verse 1: Kanye West]
Cutie the bomb, met her at a beauty salon
With a baby Louis Vuitton under her underarm
She said: ""I can tell you rock, I can tell by your charm
Far as girls, you got a flock
I can tell by your charm and your arm""
But I'm lookin' for the one, have you seen her?
My psychic told me she'll have a ass like Serena
Trina, Jennifer Lopez, four kids
And I gotta take all they bad asses to ShowBiz?
Okay, get your kids, but then they got their friends
I pulled up in the Benz, they all got up in
We all went to din' and then I had to pay
If you fuckin' with this girl, then you better be paid
You know why? It take too much to touch her
From what I heard she got a baby by Busta
My best friend said she used to fuck with Usher
I don't care what none of y'all say, I still love her

[Hook: Kanye West & (Jamie Foxx)]
(She give me money) Now, I ain't sayin' she a gold digger
(When I'm in need) But she ain't messin' with no broke niggas
(She give me money) Now, I ain't sayin' she a gold digger
(When I'm in need) But she ain't messin' with no broke niggas
(I gotta leave) Get down girl, go 'head, get down
(I gotta leave) Get down girl, go 'head, get down
(I gotta leave) Get down girl, go 'head, get down
(I gotta leave) Get down girl, go 'head

[Verse 2: Kanye West]
Eighteen years, eighteen years
She got one of your kids, got you for eighteen years
I know somebody payin' child support for one of his kids
His baby mama car and crib is bigger than his
You will see him on TV any given Sunday
Win the Super Bowl and drive off in a Hyundai
She was supposed to buy your shorty Tyco with your money
She went to the doctor, got lipo with your money
She walkin' around lookin' like Michael with your money
Shoulda got that insured, Geico for your money
If you ain't no punk
Holla, ""We want prenup! We want prenup!"" (Yeah!)
It's somethin' that you need to have
‘Cause when she leave yo' ass, she gon' leave with half
Eighteen years, eighteen years
And on the 18th birthday, he found out it wasn't his?

[Hook: Kanye West & (Jamie Foxx)]
(She give me money) Now, I ain't sayin' she a gold digger
(When I'm in need) But she ain't messin' with no broke niggas
(She give me money) Now, I ain't sayin' she a gold digger
(When I'm in need) But she ain't messin' with no broke niggas
(I gotta leave) Get down girl, go 'head, get down
(I gotta leave) Get down girl, go 'head, get down
(I gotta leave) Get down girl, go 'head, get down
(I gotta leave) Get down girl, go 'head

[Verse 3: Kanye West]
Now, I ain't sayin' you a gold digger, you got needs
You don't want a dude to smoke, but he can't buy weed
You go out to eat, he can't pay, y'all can't leave
There's dishes in the back, he gotta roll up his sleeves
But while y'all washin', watch him
He gon' make it to a Benz out of that Datsun
He got that ambition, baby, look at his eyes
This week he moppin' floors, next week it's the fries
So stick by his side
I know there's dudes ballin', and yeah, that's nice
And they gonna keep callin' and tryin', but you stay right, girl
And when you get on, he'll leave yo' ass for a white girl

[Hook: Kanye West & (Jamie Foxx)]
(I gotta leave) Get down girl, go 'head, get down
(I gotta leave) Get down girl, go 'head, get down
(I gotta leave) Get down girl, go 'head, get down
(I gotta leave) Get down girl, go 'head

[Outro: Kanye West]
Let me hear that back",Kanye West,Kanye West Featuring Jamie Foxx,2005,"[7, 6, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 19, 27, 30, 47, 62, 75, 92]",23
7,Check On It,"[Intro: Swizz Beatz & (Slim Thug)]
Swizz Beatz
DC, Destiny Child (Slim Thug)

[Verse 1: Slim Thug]
You need to stop playing 'round with all them clowns and the wankstas
Good girls gotta get down with the gangsta's
Go 'head girl, put some back and some neck up on it
While I stand up in the background and check up on it

[Chorus: Beyoncé]
Ooh, boy, you looking like you like what you see
Won't you come over and check up on it
I'm-a let you work up on it
Ladies let 'em check up on it, watch it while he check up on it
Dip it, pop it, twerk it, stop it, check on me tonight

[Verse 2: Beyoncé]
If you got it, flaunt it, boy, I know you want it
While I turn around, you watch me check up on it
Ooh, you watchin' me shake it, I see it in ya face
Ya can't take it, it's blazin', you watch me in amazement
You can look at it, as long as you don't grab it
If you don't go braggin', I might let you have it
You think that I'm teasin', but I ain't got no reason
I'm sure that I can please ya, but first I gotta read you

[Chorus: Beyoncé]
Ooh, boy, you looking like you like what you see
Won't you come over and check up on it
I'm-a let you work up on it
Ladies let 'em check up on it, watch it while he check up on it
Dip it, pop it, twerk it, stop it, check on me tonight
Ooh, boy, you looking like you like what you see
Won't you come over and check up on it
I'm-a let you work up on it
Ladies let 'em check up on it, watch it while he check up on it
Dip it, pop it, twerk it, stop it, check on me tonight

[Verse 3: Beyoncé]
I can tell you wanna taste it, but I'ma make you chase it
You've got to be patient, I like my men patient
More patience, you take my get you in more places
You can't be abrasive, has to know to pace it
If I let you get up on it, you gotta make a promise
That you gon' put it on me, like no one's put it on me
Don't bore me, just show me, all men talk, but don't please
I can be a tease, but I really wanna please you

[Chorus: Beyoncé]
Ooh, boy, you looking like you like what you see
Won't you come over and check up on it
I'm-a let you work up on it
Ladies let 'em check up on it, watch it while he check up on it
Dip it, pop it, twerk it, stop it, check on me tonight
Ooh, boy, you looking like you like what you see
Won't you come over and check up on it
I'm-a let you work up on it
Ladies let 'em check up on it, watch it while he check up on it
Dip it, pop it, twerk it, stop it, check on me tonight

[Verse 4: Bun B]
Well it's the King of the Underground, and the King of the Trill
Standin' on the top of the South like the King of the Hill
You're tuned into a winner that's never takin' a loss
Reppin' Houston with Beyoncé and Slim Thug The Boss
Diamonds on the wood peel, I'm a Dirty South Soldier
Draped up in that Crown Holder homie, I thought I told ya...
I like your wiggle and the way that you work it
But no touchin', just watchin' you twerk it, I'm checkin' up on you tonight!

[Chorus: Beyoncé]
Ooh, boy, you looking like you like what you see (Yeah, yeah)
Won't you come over and check up on it
I'm-a let you work up on it (All my ladies)
Ladies let 'em check up on it, watch it while he check up on it
Dip it, pop it, twerk it, stop it, check on me tonight (Yeah)
(Check on it, check on it, check on it, check on it...)
Ooh, boy, you looking like you like what you see
Won't you come over and check up on it
I'm-a let you work up on it
Ladies let 'em check up on it, watch it while he check up on it
Dip it, pop it, twerk it, stop it, check on me tonight
(Hey)
Ooh, boy, you looking like you like what you see
Won't you come over and check up on it (You, so sexy boy)
I'm-a let you work up on it
Ladies let 'em check up on it, watch it while he check up on it
(And I know you want it)
Dip it, pop it, twerk it, stop it, check on me tonight
(So baby, check up on me)
Ooh, boy, you looking like you like what you see
(He having such a good time)
Won't you come over and check up on it
(I'm gonna work it, baby, you're mine)
I'm-a let you work up on it
Ladies let 'em check up on it, watch it while he check up on it
(All mine, all mine)
Dip it, pop it, twerk it, stop it, check on me tonight",Beyoncé,Beyonce Featuring Slim Thug,2005,"[8, 18, 21, 27, 34, 55, 72]",7
8,Because Of You,"[Verse 1]
I will not make the same mistakes that you did
I will not let myself cause my heart so much misery
I will not break the way you did, you fell so hard
I've learned the hard way to never let it get that far

[Chorus 1]
Because of you
I never stray too far from the sidewalk
Because of you
I learned to play on the safe side so I don't get hurt
Because of you
I find it hard to trust not only me, but everyone around me
Because of you, I am afraid

[Verse 2]
I lose my way
And it's not too long before you point it out
I cannot cry
Because I know that's weakness in your eyes
I'm forced to fake a smile, a laugh, every day of my life
My heart can't possibly break
When it wasn't even whole to start with

[Chorus 1]
Because of you
I never stray too far from the sidewalk
Because of you
I learned to play on the safe side so I don't get hurt
Because of you
I find it hard to trust
Not only me, but everyone around me
Because of you
I am afraid

[Bridge]
I watched you die, I heard you cry every night in your sleep
I was so young, you should have known better than to lean on me
You never thought of anyone else, you just saw your pain
And now I cry in the middle of the night
For the same damn thing

[Chorus 2]
Because of you
I never stray too far from the sidewalk
Because of you
I learned to play on the safe side so I don't get hurt
Because of you
I try my hardest just to forget everything
Because of you
I don't know how to let anyone else in
Because of you
I'm ashamed of my life because it's empty
Because of you
I am afraid

[Outro]
Because of you
Because of you",Kelly Clarkson,Kelly Clarkson,2005,"[9, 10, 12, 10, 9, 8, 7, 8, 8, 9, 9, 14, 21, 23, 34, 43, 61, 99]",18
9,There It Go! (The Whistle Song),"[Intro]
San-tana, aight
It's Dipset, bitch!

There it go, baby don't stop now
There it go, baby don't stop now

[Hook]
There it go
Damn, shorty look good and I'm thinking 'bout getting at her
Okay, time to whistle at her

Ay, girl – you make – my whistle blow

There it go, bring it here baby
There it go, bring it here baby

[Verse 1]
Top down and I'm at it again
It's hot now and I'm at it to win, you heard me?
Who want it with me? Nobody want it with me
Oh, I'm so fly, oh, mami come and get me
Sit it down, back up, bring it on back up
Move it 'til you feel something hard on your back, ugh
There it go, if you want it, come and get it
I ain't kidding I'm with it, here it go, go

So girl – let me – see you get low

There it go, yeah, just like that
Move the thang like a boomerang and come right back
There it go, I don't need to ask I proceed to grab her
Chicks love my G'd up swagger, there it go

[Hook]
There it go
Damn, shorty look good and I'm thinking 'bout getting at her
Okay, time to whistle at her

Ay, girl – you make – my whistle blow

There it go, bring it here baby, come on
There it go, bring it here baby, come on

Ay, girl – let me – see you get low

There it go, set it down baby
There it go, set it down baby
There it go, it's Dipset
There it go, aight, aight, aight
There it go, it's Dipset
There it go, aight, aight

[Verse 2]
I got to get it, I'm so hot terrific
So not fair to the other guys that's in it
I know not my limit cause no sky's the limit
'til then I'm doing my, doing my, doing my thing
So baby keep moving your, moving your, moving your thing
And that'll keep you in the, you in the, you in the ring (or maybe not)

Ay, girl – you make – me want to know

You do it like a pro, lil' lady
If so bring it here, let it show, lil' lady, there it go
Let's go, lil' lady, to the crib
To the tele, you know, lil' lady
Um, yes girl, um, yes we can have a cum-fest, girl
'til the sun sets girl, girl
But first I gotta get you undressed girl
So take off them clothes and get undressed girl

[Hook]",Juelz Santana,Juelz Santana,2005,"[10, 12, 15, 11, 19, 23, 29, 29, 39, 55, 66, 88]",12
