,title,lyrics,artistsFromLyrics,artists,date,rank,cnt
103,Give It Away,"[Verse 1]
She was storming through the house that day
And I could tell she was leaving
And I thought, aw, she'll be back
Till she turned around and pointed at the wall and said

[Verse 2]
That picture from our honeymoon
That night in Frisco Bay
Just give it away
She said, give it away
And that big four-poster king-size bed
Where so much love was made
Just give it away
She said, just give it away

[Chorus]
Just give it away
There ain't nothing in this house worth fighting over
Oh, and we're both tired of fighting anyway
Just give it away

[Bridge]
So I tried to move on
But I found that each woman I held
Just reminded me of that day
Hmm

[Verse 3]
When that front door swung wide open
She flung her diamond ring
Said, give it away
Just give it away
And I said, now, honey, don't you even want
Your half of everything
She said, give it away
Just give it away

[Chorus]
Just give it away
There ain't nothing in this house worth fighting over
Oh, and we're both tired of fighting anyway
Just give it away

[Instrumental interlude]

[Verse 4]
So I'm still right here where she left me
Along with all the other things
She don't care about anymore
Mmm, like that picture from our honeymoon
That night in Frisco Bay
She said, give it away
Well, I can't give it away
And that big four-poster king-size bed
Where all our love was made
She said, give it away
Well, I can't give it away

[Outro]
I've got a furnished house, a diamond ring
And a lonely broken heart
Full of love and I can't even give it away",George Strait,George Strait,2006,"[99, 91, 87, 79, 65, 73, 73, 64, 50, 35, 79, 69, 74, 73, 74, 74, 87, 90, 99]",19
104,Buttons,"[Verse 1: Snoop Dogg]
What it do, baby boo?
Yeah, lil' mama, you lookin' good
I see you wanna play wit a player from the hood
Come holla at me, you got it like that
Big Snoop Dogg with the lead Pussycat
I show you how it go down, yeah, I wanna throw down
Me and you one-on-one, treat it like a showdown
You look at me and I look at you
I'm reachin' for your shirt, whatchu want me to do?

[Chorus: The Pussycat Dolls]
I'm telling you to loosen up my buttons, babe (Uh-huh!)
But you keep fronting, uh
Sayin' what you gon' do to me (Uh-huh!)
But I ain't seen nothing
I'm telling you to loosen up my buttons, babe (Uh-huh!)
But you keep fronting, uh
Sayin' what you gon' do to me (Uh-huh!)
But I ain't seen nothing

[Verse 2: The Pussycat Dolls]
Typical and hardly the type I fall for
I like when the physical
Don't leave me asking for more
I'm a sexy mama (Mama)
Who knows just how to get what I wanna (Wanna)
What I wanna do is spring this on ya (On ya)
Back up all of the things that I told ya (Told ya, told ya, told ya)
You been sayin' all the right things all night long
But I can't seem to get you over here to help take this off

[Pre-Chorus: The Pussycat Dolls]
Baby, can't you see (See)
How these clothes are fitting on me (Me)
And the heat coming from this beat? (Beat)
I'm about to blow, I don't think you know

[Chorus: The Pussycat Dolls]
I'm telling you to loosen up my buttons, babe (Uh-huh!)
But you keep fronting, uh
Sayin' what you gon' do to me (Uh-huh!)
But I ain't seen nothing
I'm telling you to loosen up my buttons, babe (Uh-huh!)
But you keep fronting, uh
Sayin' what you gon' do to me (Uh-huh!)
But I ain't seen nothing

[Verse 3: The Pussycat Dolls]
You say you're a big boy, but I can't agree
'Cause the love you said you had ain't been put on me
I wonder (Wonder) if I'm just too much for you
Wonder (Wonder) if my kiss don't make you just
Wonder (Wonder), what I got next for you
What you wanna do? (Do)
Take the chance to recognize that this could be yours
I can see just like most guys that your game don't please

[Pre-Chorus: The Pussycat Dolls]
Baby, can't you see (See)
How these clothes are fitting on me (Me)
And the heat coming from this beat? (Beat)
I'm about to blow, I don't think you know

[Chorus: The Pussycat Dolls, Melody Thornton]
I'm telling you to loosen up my buttons, babe (Uh-huh!) (Oh whoa)
But you keep fronting, uh
Sayin' what you gon' do to me (Uh-huh!) (Oh, oh, oh, oh)
But I ain't seen nothing
I'm telling you to loosen up my buttons, babe (Uh-huh!)
But you keep fronting, uh
Sayin' what you gon' do to me (Uh-huh!)
But I ain't seen nothing

[Verse 4: Snoop Dogg]
Now you can get what you want, but I need what I need
Now let me tell you what's crackalackin' 'fore I proceed
I'mma show you where to put it at
PCD on me, yeah, I thought I saw a pussycat
Now roll with the big dog, all six of y'all on me
Now tell me how it feel, babydoll
Ashley, Nicole, Carmit, Jessica, Kimberley, Melody, you tellin' me?

[Bridge: The Pussycat Dolls]
Loosen up my buttons, babe
Loosen up my buttons, babe
Baby, won't you loosen up my buttons, babe?
Loosen up my buttons, babe
Come on baby, loosen up my buttons, babe
Loosen up my buttons, babe
Baby, won't you loosen up my buttons, babe?
Loosen up my buttons, babe

[Chorus: The Pussycat Dolls, Melody Thornton]
I'm telling you to loosen up my buttons, babe (Uh-huh!)
But you keep fronting, uh
Sayin' what you gon' do to me (Uh-huh!)
But I ain't seen nothing
I'm telling you to loosen up my buttons, babe (Uh-huh!)
But you keep fronting, uh
Sayin' what you gon' do to me (Uh-huh!)
But I ain't seen nothing (Oh, oh, oh)
I'm telling you to loosen up my buttons, babe (Uh-huh!)
But you keep fronting, uh (Oh...)
Sayin' what you gon' do to me (Uh-huh!)
But I ain't seen nothing
I'm telling you to loosen up my buttons, babe (Uh-huh!) (Oh)
But you keep fronting, uh
Sayin' what you gon' do to me (Uh-huh!)
But I ain't seen nothing",The Pussycat Dolls,The Pussycat Dolls Featuring Snoop Dogg,2006,"[46, 36, 37, 38, 30, 21, 18, 19, 18, 11, 10, 10, 3, 4, 5, 5, 5, 5, 6, 4, 7, 12, 17, 19, 22, 21, 27, 37, 52, 71]",30
105,Gallery,"[Intro]
Ooh, ooh (Oh)
Ooh-ooh, yeah (Oh)

[Verse 1]
God broke the mold when he made this one, I know
She's breathtaking, but so much more
She walks in the room, your lungs close
Making you never wanna breathe again
Her boyfriend has got so much dough
So much ice, his neck, and wrist froze
Is he faithful to her? Hell no
But she chose to be with him, shorty

[Bridge]
Tell me, is the money worth your soul?
Tell me what's the reason that you hold on
When you know that dude has a whole wall of 'em just like you?
And girl, you're just way too fine
Gotta be treated as one of a kind
Girl, use your mind
Don't be just another dime
Because...

[Chorus]
I can't take
Seeing you with him
'Cause I'll know exactly what you'll be
In his gallery
Just not fair
And it's tearing me apart
You're just another priceless work of art
In his gallery

[Verse 2]
She's so confused
She knows she deserves more (More)
Someone who will love and adore (Adore)
But his money's hard to ignore
She really doesn't know what to do
Girl, it's just a matter of time (Oh)
Before he finds another more fine
After he's done dulling your shine (Oh)
You're out the door and he's through with you

[Bridge]
Tell me, is the money worth your soul?
Tell me, what's the reason that you hold on
When you know that dude has a whole wall of 'em just like you?
And girl, you're just way too fine (Oh)
Gotta be treated as one of a kind
Girl, use your mind (Oh)
Don't be just another dime

[Chorus]
I can't take
Seeing you with him
'Cause I'll know exactly what you'll be
In his gallery
Just not fair
And it's tearing me apart
You're just another priceless work of art
In his gallery

[Bridge]
You're a masterpiece
I know that he
Can't appreciate your beauty
Don't let him cheapen you
He don't see you like I do
Beautiful, not just for show
It's time that someone let you know

[Chorus]
I can't take (Baby)
Seeing you with him
'Cause I'll know exactly what you'll be
In his gallery
Just not fair
And it's tearing me apart
You're just another priceless work of art
Oh, I can't take (I can't take it)
Seeing you with him (Oh)
'Cause I'll know exactly what you'll be
(I'll know exactly what you'll be, baby)
In his gallery
Just not fair
And it's tearing me apart
You're just another priceless work of art

[Outro]
In his gallery
In his gallery",Mario Vazquez,Mario Vazquez,2006,"[79, 61, 57, 49, 37, 35, 37, 38, 40, 43, 49, 55, 59, 59, 57, 57, 70, 82, 89, 99]",20
106,About Us,"[Intro: Brooke Hogan & (Paul Wall)]
Boys talkin' down
On the sidelines watchin wishin' they was playin' the game we playin'
But it's all good though; Paul Wall
Brooke, what up baby?
What's it to you Paul Wall? Yeah (naw)
Now who's talkin? (naw)

[Chorus: Brooke Hogan + (Paul Wall)]
I see your lips movin, but I don't hear nothin (naw)
Everybody talkin' like they really know somethin 'bout us
(They don't know baby) But they don't know nothin 'bout us
(They don't know baby, they don't know about it)
I see your lips movin', but I don't hear nothin (naw)
Everybody's talkin' like they really wanna know about us
(They don't know baby) But they don't know nothin 'bout us
(They don't know about you baby, talk to 'em Brooke)

[Verse 1: Brooke Hogan]
I'm just tryin to live, but you're all up in my grill
How's a girl to breathe with the media
Starin down my mouth, with a fo' inch lens?
I just wanna hit the mall with some of my friends
And I need to clear my mind
'Cause they're driving me insane
I be switchin' lanes down 95
Swervin' in my E-class, sunroof popped
With my stunner shades on
'Cause the haters won't stop, no!

[Chorus: Brooke Hogan + (Paul Wall)]
I see your lips movin, but I don't hear nothin (naw)
Everybody talkin' like they really know somethin 'bout us
(They don't know baby) But they don't know nothin 'bout us
(They don't know baby, they don't know about it)
I see your lips movin', but I don't hear nothin (naw)
Everybody's talkin' like they really wanna know about us
(They don't know baby) But they don't know nothin 'bout us
(They don't know about you baby, talk to 'em Brooke)

[Verse 2: Paul Wall]
What it do?
I hear the commentators on the side chatterboxin'
Paul Wall and Brooke got all the paparazzi watchin'
I hear 'em jaw-jappin, bumpin gums, chasin' crumbs
We ain't concerned with the bums, we accumulatin' funds
Flash the wrist, got the Johnny Dane watch froze
Five karat with the yellow stone in my earlobe
I'm squashin chatter when the light hit the pinky ring
Starched and clean, white cup full of lean
See me in that new Benz cause I'm also ballin
Or a old school slab with the fifth wheels fallin'
We got 'em talkin', but really they ain't sayin' too much
Just speculatin' with they gossip
Truth is, they don't know about us

[Chorus: Brooke Hogan & Paul Wall]
I see your lips movin, but I don't hear nothin (no)
Everybody talkin' like they really know somethin 'bout us
They dont know about us, they don't know nothin' 'bout us
They don't know about us
I see your lips movin', but I don't hear nothin (naw)
Everybody's talkin' like they really wanna know about us
(They don't know baby) But they don't know nothin 'bout us
(They don't know baby) But they don't know nothin 'bout us

[Bridge: Brooke Hogan]
Stop stop stop! I'm not listening, you can save your breath
I don't wanna, hear the rumors people are spreading
Why, why, why do people go, out of their way
To try to bring us down, they don't know nothin 'bout us

[Chorus: Brooke Hogan + (Paul Wall)]
I see your lips movin, but I don't hear nothin (naw)
Everybody talkin' like they really know somethin 'bout us
(They don't know baby) But they don't know nothin 'bout us
(They don't know baby, they don't know about us)
I see your lips movin', but I don't hear nothin (naw)
Everybody's talkin' like they really wanna know about us
(They don't know baby) But they don't know nothin 'bout us
(They don't know about you baby)

[Outro: Paul Wall]
They don't know baby, naw {*to fade*}",Brooke Hogan,Brooke Hogan Featuring Paul Wall,2006,"[80, 58, 58, 58, 52, 55, 83, 60, 63, 61, 59, 62, 60, 52, 44, 33, 53]",17
107,Hate (I Really Don't Like You),"Love, love, love, love, love, love
Woo!

You were everything I wanted
You were everything a girl could be
Then you left me brokenhearted
Now you do not mean a thing to me
All I wanted was your
Love, love, love, love, love, love

Hate is a strong word
But I really, really, really don't like you
Now that it's over
I don't even know what I liked about you
Brought you around
And you just brought me down
Hate is a strong word
But I really, really, really don't like you

I really don't like you...

Thought that everything was perfect
Isn't that how it's supposed to be
Thought you thought that I was worth it
Now I think a little differently
All I wanted was your
Love, love, love, love, love, love

Hate is a strong word
But I really, really, really don't like you
Now that it's over
I don't even know what I liked about you
Brought you around
And you just brought me down
Hate is a strong word
But I really, really, really don't like you

Now that it's over
You can't hurt me
Now that it's over
You can't bring me down

(Oh, oh...)

All I wanted was your
Love, love, love, love, love, love

Hate is a strong word
But I really, really, really don't like you
(I really don't like you)
Now that it's over
I don't even know what I liked about you
(I liked about you)
Brought you around
And you just brought me down
(Hate) Hate is a strong word
But I really, really, really don't like you

I really don't like you
I really don't like you
I really don't like you",Plain White T’s,Plain White T's,2006,"[83, 72, 70, 68, 83]",5
108,Ser O Parecer,"[Letra de ''Ser O Parecer'']

[Verso 1: Anahí]
Ser o parecer quien te imaginas
No me puede hacer la dueña de tu vida
Si no me miras, baby

[Verso 2: Dulce María]
Mucho yo intenté por levantar la voz
Por despertar el interés vacío
Que te haga mío, baby

[Pre-coro: Anahí]
Y sé que tal vez ese día
Nunca me suceda

[Coro: RBD]
Pero tú en mis sueños siempre has de estar
Como una luz que me ilumina
Y al despertar quiero volverlo a intentar
Yo, sé que el corazón late más fuerte, más que un motor
Y aunque no sabes nada de mí
Un día te habré de alcanzar, amor

[Verso 3: Maite]
Cuando lo logré y me acerqué a ti
Me congelé, los nervios me mataban
No dije nada, baby

[Verso 4: Anahí y Dulce María, Anahí]
Otro día que me convencí de hablar
Te vi pasar con otra muy contento
No era el momento, baby

[Pre-coro: Dulce María]
Cómo sucedió que estoy loca
Tan enamorada

[Coro: RBD]
Pero tú en mis sueños siempre has de estar
Como una luz que me ilumina
Y al despertar quiero volverlo a intentar
Yo, sé que el corazón late más fuerte, más que un motor
Y aunque no sabes nada de mí
Un día te habré de alcanzar, amor

[Puente: Anahí, Dulce]
Verte pasar sin hablar es un cruel sufrimiento
Que desaparece de pronto cuando te pienso
Volando a mi lado, colgados de un sentimiento
No importan los días que pase o muera en el intento
Volverlo a Intentar

[Coro: RBD]
Pero tú en mis sueños siempre has de estar
Como una luz que me ilumina
Y al despertar quiero volverlo a intentar
Yo, sé que el corazón late más fuerte, más que un motor
Y aunque no sabes nada de mí
Un día te habré de alcanzar, amor

[Coro: Christian, Alfonso y Christopher, Anahí, RBD]
Pero tú en mis sueños siempre has de estar
Como una luz que me ilumina (volverlo a intentar)
Y al despertar quiero volverlo a intentar, yo
Sé que el corazón late más fuerte, más que un motor
Y aunque no sabes nada de mí
Un día te habré de alcanzar, amor

[Outro: Anahí]
Ser o parecer quien te imaginas
Ser o parecer quien te imaginas
Ser o parecer quien te imaginas
Ser o parecer quien te imaginas",RBD,RBD,2006,[84],1
109,Dangerous,"[Intro: Kaine]
Ying Yang
Wyclef
Collipark
Lets Go

[Verse 1: Kaine]
She's fire, she's fine
She's his,  she's mine
Black barbie
I'm ken
She's got honey melon-dew skin
I ain't really trying to let you in
But you can spend your Benjamins
Make no mistake thinking she's your friend
This is all about dividends

[D-Roc]
Wait, she like to play games
And she don't care who she play wit'
She do what she do
And she gon' get what she gon' get
She hit the strip club
And she gon' make her money quick
Shake ass on the pole
Bes' believe lil mama thick

[Wyclef]
I like the way
The way she dance
She take the thug
Put them in the trance
She shake that ass
Like an avalanche
Look into her eyes
And you taking the chance
I see the fire in her eyes
Fire in her eyes
Like the way she moves
She got the fire in her eyes
Fire on her waist
Fire in her thighs
I love the scandal

[Chorus]
She's so dangerous (dangerous)
She's so dangerous (dangerous)
She's so scandalous (scandalous)
I love the scandal
Hear me sing
Wohoo Here she comes
Watch out boy she'll chew you up
She's dangerous (dangerous)
Dangerous (dangerous)
I love the scandal

[Verse 2: D-Roc]
Pretty black skin
Shawty gon' make spend all my ends
When I leave I'mma tell my friend
And we both coming back again
And I'm looking for that girl
That danced for me the last time
Shawty get crunk so I'mma get her to dance for me four more times

[Kaine]
Thick and chunky
Work that monkey
Pop that money
Boy she want it
All up on it
They gon' pay her
Shawty 'bout bread so you can't play her

Dangerous (black girl)
Scandalous

[Chorus]

[Verse 3: D-Roc]
Get crunk lil mama
Lemme see you move
Dirty dancing all in the nude
Get crunk as shit
She about 5'6""
So I spend the money to see it
I love them girls that belly dance
Drop it down low
And shake that ass
Like whoa
Shorty look like her ma
Remind me of a coke cola bottle

[Kaine]
She a bad-ass broad
With her mind on the riches
So bad she pimp out bitches
All about that mighty dolla
You ain't talking bread boy
She ain't gonna hollah
745 (She gon' get it)
Big ol' eyes (?)
Tell 'em why
She already did it
Oh boy (?)
Only rotate 'bout digits
Black baby
Ramalam
Whoa Black baby
Ramalam
[x3]
Yeah Black baby
Ramalam
[x4]
Wow Black Baby
Ramalam
[x4]",Ying Yang Twins,Ying Yang Twins Featuring Wyclef,2006,[85],1
110,Push It,"[Intro]
Push it to the limit

[Verse 1]
Port of Miami (uhh), I'm importin' the candy (uhh)
Ain't got nothin' to lose, we supportin' the family
Never traffic for fun, only traffic for funds
All I seen is the struggle, it's like I'm trapped in the slums
Workers were barely paid, no water, we barely bathe
There better be better days on the way that's on my daddy grave
I'm pushin' it hard, I'm pushin' it soft
If he pushin' a line, he pushin' for Ross
I waited and waited, I done ran out of patience
They hated and hated, left him slow dancin' with Satan
Fresh in my white tee, Mac-11, swear to God
I bought my first block, broke it down and tore the block apart

[Hook]
I push and I push, I ride and I ride
Tryna survive on 95
Put it all on the line every drop of a dime
I be pushin' them whips, yep, three at time
I'm pushin' it, I'm pushin' it
I'm pushin' it, I gotta (push it to the limit)
II'm pushin' it, I'm pushin' it
I'm pushin' it, I gotta (push it to the limit)

[Verse 2]
I handle dope like a vandal off the banana boat
Bananas in our rifles, no cyphers, I'm just the man to know
I paid dues, my moves done made news
I'm smooth, my suede shoes they new like Ray shoes
Nobody used to speak, now e'rybody wave
You duck your momma house, you set your sister straight
I'm buildin' a dream, with elevators in it
Tailor made the linen, no gators got on my hater-vision
I see ya, I see ya suckers, I see ya clear
I know you see me in that Phantom whiter than veneers
Allergic to broke, determined to blow
On the boat we hid the work in detergent and soap
We ship it from Haiti, baby I'm whippin' them babies
Let it dry, let it dry, try to whip a Mercedes
Arrangin' my Range, here to rain ya parade
You gotta push it to the limit you wanna be paid

[Hook]
I push and I push, I ride and I ride
Tryna survive on 95
Put it all on the line every drop of a dime
I be pushin' them whips, yep, three at time
I'm pushin' it, I'm pushin' it
I'm pushin' it, I gotta (push it to the limit)
II'm pushin' it, I'm pushin' it
I'm pushin' it, I gotta (push it to the limit)

[Verse 3]
We started minute, the money matured
My money's secured, I got bundles in Europe
My bubble be pure, it cost like a hundred a pull
The world is yours, hundred million or more
Now I run the streets, they all mine
12 years overdue, call it due time
I told you never roll on the soul of a soldier
You never know that dishwasher may be the beholder
Whoever thought that fat girl would grow into Oprah
Or that boy Rick Ross would be moldin' the culture
I push and push, we breakin' the mold
We push and we push, we rake in the hoes

[Hook]
I push and I push, I ride and I ride
Tryna survive on 95
Put it all on the line every drop of a dime
I be pushin' them whips, yep, three at time
I'm pushin' it, I'm pushin' it
I'm pushin' it, I gotta (push it to the limit)
II'm pushin' it, I'm pushin' it
I'm pushin' it, I gotta (push it to the limit)",Rick Ross,Rick Ross,2006,"[86, 76, 63, 62, 57, 59, 63, 69, 61, 73, 74, 91, 93, 97]",14
111,Once In A Lifetime,"[Intro]
Mm hmm

[Verse 1]
I can see it in your eyes
And feel it in your touch
I know that you're scared
But you've never been this loved (mm hmm)
It's a long shot, baby
I know it's true
But if anyone can make it
I'm betting on me and you. (mm hmm)
Just keep on moving into me
I know you're going to see
The best is yet to come

[Chorus]
And don't fear it now
We're going all the way
That sun is shining on a brand new day
It's a long way down
And it's a leap of faith
But we're never giving up
Because I know we've got a once in a lifetime love

[Verse 2]
Everybody's looking
For what we've found
Some wait their whole life
And it never comes around (Uu huh)
So don't hold back now
Just let go of all you've ever known
You can put your hand in mine

[Chorus]
And don't fear it now
We're going all the way
That sun is shining on a brand new day
It's a long way down
And it's a leap of faith
But we're never giving up
Because I know we've got a once in a lifetime love

[Verse 3]
I close my eyes and I see you standing right there
Saying I do and they're throwing the rice in our hair
Well the first one's born
And a brother comes along
And he's got your smile
I've been looking back on the life we had
I'm still by your side

[Chorus]
And don't fear it now
We're going all the way
That sun is shining on a brand new day
It's a long way down
And it's a leap of faith
But we're never giving up
Because I know we've got a once in a lifetime love",Keith Urban,Keith Urban,2006,"[87, 67, 49, 31, 53, 53, 57, 52, 54, 55, 56, 60, 53, 72]",14
112,The Kill (Bury Me),"[Verse 1]
What if I wanted to break?
Laugh it all off in your face
What would you do?
What if I fell to the floor?
Couldn't take all this anymore
What would you do (Do, do)?

[Chorus]
Come, break me down
Bury me, bury me
I am finished with you

[Verse 2]
What if I wanted to fight?
Beg for the rest of my life
What would you do (Do, do)?
You say you wanted more
What are you waiting for?
I'm not running from you (From you)

[Chorus]
Come, break me down
Bury me, bury me
I am finished with you
Look in my eyes
You're killin' me, killin' me
All I wanted was you

[Bridge]
I tried to be someone else
But nothing seemed to change
I know now, this is who I really am inside
Finally found myself fighting for a chance
I know now, this is who I really am
Oh, oh
Oh, oh
Oh, oh

[Chorus]
Come, break me down
Bury me, bury me
I am finished with you, you, you
Look in my eyes
You're killing me, killing me
All I wanted was you

[Outro]
Come, break me down
Break me down, break me down
(You say you wanted more)
What if I wanted to break?
(What are you waiting for?)
(I'm not running from you)
What if I, what if I, what if I, what if I
Bury me, bury me",Thirty Seconds to Mars,Thirty Seconds To Mars,2006,"[88, 83, 87, 85, 80, 82, 82, 87, 86, 85, 81, 72, 65, 71, 88, 91, 86, 81, 85, 86]",20
113,S.E.X.,"[Intro: Lyfe Jennings]
Ay yo' you
Now see most cats, would take advantage of you right now
But I ain't gone do that yo'
I'mma give you the game, right
I'mma give it to you because
I would want somebody to give my little girl the game
When she done found her S.E.X

[Verse 1: Lyfe Jennings]
Life's a trip
Heard you just turned 17 and finally got some hips
Hustlers on the block go crazy when you lick yo' lips
But they just want relation, they don't want relationships
(welcome to the real world)
It ain't the same
Fellas old enough to be yo' daddy know ya' name
Everybody's talkin' 'bout how much that girl done changed
Can't quite put ya' finger on it, but you feelin' strange
Like it's fire in your veins

[Chorus: Lala Brown]
Girl it's just your
S.E.X
Mama's secret, and Daddy gone go crazy when he finds out that his baby's found her
S.E.X
Take a deep breath, and think before you let it go (let it go)

[Verse 2: Lyfe Jennings]
The block is packed
Baby got an attitude and Prada holla back
Momma's givin' advice but she ain't tryna hear that
Not because it's wrong, just her delivery is wack
(Shay get ya behind in this house, if I see you with another boy, I swear)
Life is rough
You say that you're not ready for sex, but you're in love
He says if you really loved him, you would give it up
Momma says that's just a line guys use to get yo' stuff
Which one will you trust?

[Chorus: Lala Brown]
Girl it's just your
S.E.X
Mama's secret, and daddy gone go crazy when he finds out that his baby's found her
S.E.X
Take a deep breath, and think before you let it go (let it go)

[Verse 3: Lala Brown & Lyfe Jennings]
Ay yo' Lyfe, she might take it better comin' from a woman (get 'em Lala)
See he'll tell you all kind of things to get in your pants, yeah (just to get in your pants yeah)
Baby it's a fact, that once it's gone you'll never get it back (never get it back)
Hold on, to your innocence, use your common sense
You're worth waitin' on, you're worth waitin' on
Be strong, honey don't give in blessings come with patience
'Til we meet again, I pray for you, yeah

[Chorus: Lala Brown]
Girl it's just your
S.E.X
Mama's secret, and Daddy gone go crazy when he finds out that his baby's found her
S.E.X
Take a deep breath, and think before you let it go (let it go)
Girl it's just your
S.E.X
Mama's secret, and Daddy gone go crazy when he finds out that his baby's found her
S.E.X
Take a deep breath, and think before you let it go (let it go)",Lyfe Jennings,Lyfe Jennings,2006,"[89, 88, 81, 70, 61, 54, 51, 40, 37, 40, 38, 40, 44, 48, 49, 53, 52, 65, 95, 99]",20
114,Tu Amor,"[Verse 1]
Mi amor I'm not sure of the right words to say
Maybe these simple words will do best to best explain
What I feel in my heart
What I feel more each day, oh
How to make you see
How to let you know
How to say how to say how I love you so
With words you understand
Words that get right through to your heart
Here's the place to start

[Chorus]
Tu amor, I will always be
Tu amor, means the world to me
Estarás siempre en mi corazón
You're the one in my soul
And I live for tu amor, tu amor

[Verse 2]
Mi amor, love you more with each look in your eyes
Maybe these simple words will do best to best describe
What I feel in my heart
What I'll feel for all time, oh
How to make you see
How to let you know
How to say how to say how I need you so
With words you understand
Words that get right through to your soul
Words that let you know

[Chorus]
Tu amor, I will always be
Tu amor, means the world to me
Estarás siempre en mi corazón
You're the one in my soul
And I live for tu amor, tu amor

[Bridge]
You're the one that I need in my arms
Believe me these words I say
Are words that come straight from my heart
How do I make you believe
Nothing else means as much as what you mean to me

[Spoken]
Tú eres la única en mi alma (Tú eres la única en mi alma)
Yo te quiero (Yo te quiero)
Te adoro (Te adoro)
Tus labios (Tus labios)
Tus ojos (Tus ojos)
Mi amor...

[Chorus]
Tu amor, I will always be
Tu amor, means the world to me
Estarás siempre en mi corazón
You're the one in my soul
And I live for tu amor, tu amor",RBD,RBD,2006,"[90, 81, 72, 71, 65, 78, 99]",7
115,I Call It Love,"I look at you
You look at me
(You can't tell me you ain't feeling butterflies)
It's obvious
We have some chemistry
(I think I know it because it feels so right)
Girl I wanted so long to know
Now you're telling me you gotta let it go
(Don't tell me I have to start all over again)
I never thought that this day would come
(This is something that I've wanted in my life)
I realize that you're the one
(And you're telling me its time to say goodbye)
What's inside of my heart it ain't going to change
So it shouldn't be so easy to walk away
(You feel it, I feel it, let's not pretend)

[Chorus]
Baby, I don't know what love Is
Maybe I'm a fool
I just know what I'm Feeling
And it's all because of you
Don't tell me
I don't know
I want the truth
Because they call it
We call it
You call it
I call it love

[Verse 2]
It's so clear for you to see
(Don't let anybody tell you what to do)
Why they can't they just let us be happy
(I don't want to find somebody new)
If you know whats really in your heart
Then don't let them tear us apart
(Because you feel it, I feel it
Let's think this through)

[Chorus]
Baby, I don't know what love Is
Maybe I'm a fool
I just know what I'm Feeling
And it's all because of you (please don't go)
Don't tell me
I don't know
I want the truth
Because they call it
We call it
You call it
I call it love

[Bridge]
We have a bond that's unbreakable
And it's not time to let it go (don't let it go)
And now that we know it's real
We are going to let it show
To the whole world
That I'm yours forever
And you're my girl (you're my girl)
You might live with me, oh oh
I don't know

[Chorus]
Baby, I don't know what love Is
Maybe I'm a fool (Maybe I'm a fool)
I just know what I'm Feeling
And it's all because of you (it's all because of you)
Don't tell me
I don't know
I want the truth (I want you)
Because they call it
We call it
You call it
I call it love
Baby, I don't know what love Is
Maybe I'm a fool
I just know what I'm Feeling
And it's all because of you
Don't tell me
I don't know
I want the truth
Because they call it
We call it
You call it
I call it love

[Outro]
Love
They call it love
I call it
Love",Lionel Richie,Lionel Richie,2006,"[94, 90, 76, 74, 68, 74, 73, 75, 62, 68, 63, 64, 75, 70, 71, 72, 88, 89, 88, 95]",20
