,title,lyrics,artistsFromLyrics,artists,date,rank,cnt
0,How You Remind Me,"[Verse 1]
Never made it as a wise man
I couldn't cut it as a poor man stealing
Tired of living like a blind man
I'm sick of sight without a sense of feeling
And this is how you remind me

[Pre-Chorus]
This is how you remind me of what I really am
This is how you remind me of what I really am

[Chorus]
It's not like you to say sorry
I was waiting on a different story
This time I'm mistaken
For handing you a heart worth breaking
And I've been wrong, I've been down
Been to the bottom of every bottle
These five words in my head
Scream ""Are we having fun yet?""

[Post-Chorus]
Yeah, yeah, yeah, no, no
Yeah, yeah, yeah, no, no

[Verse 2]
It's not like you didn't know that
I said I love you and I swear I still do
And it must have been so bad
'Cause living with me must have damn near killed you

[Pre-Chorus]
And this is how you remind me of what I really am
This is how you remind me of what I really am

[Chorus]
It's not like you to say sorry
I was waiting on a different story
This time I'm mistaken
For handing you a heart worth breaking
And I've been wrong, I've been down
Been to the bottom of every bottle
These five words in my head
Scream ""Are we having fun yet?""

[Post-Chorus]
Yeah, yeah, yeah, no, no
Yeah, yeah, yeah, no, no
Yeah, yeah, yeah, no, no
Yeah, yeah, yeah, no, no

[Bridge]
Never made it as a wise man
I couldn't cut it as a poor man stealing
And this is how you remind me
This is how you remind me

[Pre-Chorus]
This is how you remind me of what I really am
This is how you remind me of what I really am

[Chorus]
It's not like you to say sorry
I was waiting on a different story
This time I'm mistaken
For handing you a heart worth breaking
And I've been wrong, I've been down
Been to the bottom of every bottle
These five words in my head
Scream ""Are we having fun yet?""

[Outro]
Yeah, yeah, are we having fun yet?
Yeah, yeah, are we having fun yet?
Yeah, yeah, are we having fun yet?
(These five words in my head) Yeah, yeah
No, no",Nickelback,Nickelback,2001,"[1, 1, 3, 3, 4, 5, 9, 11, 17, 26, 36, 43, 53, 58, 60, 64, 75]",17
1,U Got It Bad,"[Intro]
Ooh-oh
No, no, no, no
No, no, no, no, no, no, no
No-ouh

[Verse 1]
When you feel it in your body, you found somebody who
Makes you change your ways like hanging with your crew
Said you act like you ready, but you don't really know
And everything in your past, you wanna let it go

[Pre-Chorus 1]
I've been there, done it, fucked around
After all that, this is what I found
Nobody wants to be alone
If you're touched by the words in this song
Then maybe...

[Chorus]
You got, you got it bad
When you're on the phone, hang up and you call right back
You got, you got it bad
If you miss a day without your friend, your whole life's off-track
Know you know you got it bad when you're stuck in the house
You don't wanna have fun, it's all you think about
You got it bad when you're out with someone
But you keep on thinking 'bout somebody else
You got it bad

[Verse 2]
When you say that you love them and you really know
Everything that used to matter don't matter no more
Like my money, all my cars (you can have it all back)
Flowers, cards and candy (I do it just cause I'm)
Said I'm fortunate to have you, girl
I want you to know I really adore you
All my people who know what's going on
Look at your mate, help me sing my song
Tell her: ""I'm your man, you're my girl
I'm gonna tell it to the whole wide world""
Ladies say: ""I'm your girl, you're my man
Promise to love you the best I can""

[Pre-Chorus 2]
See, I've been there, done it, fucked around
After all that, this is what I found
Everyone of y'all are just like me
It's too bad that you can't see
That you got it bad

[Chorus]
You got, you got it bad
When you're on the phone, hang up and you call right back
You got, you got it bad
If you miss a day without your friend, your whole life's off track
Know you know you got it bad when you're stuck in the house
You don't wanna have fun, it's all you think about
You got it bad when you're out with someone
But you keep on thinking 'bout somebody else
You got it bad

[Electric Guitar Solo]

[Chorus]
You got, you got it bad
When you're on the phone, hang up and you call right back
You got, you got it bad
If you miss a day without your friend, your whole life's off track
Know you know you got it bad when you're stuck in the house
You don't wanna have fun, it's all you think about
You got it bad when you're out with someone
But you keep on thinking 'bout somebody else...",Usher,Usher,2001,"[2, 2, 1, 2, 2, 2, 5, 6, 8, 16, 21, 32, 59, 87, 93]",15
2,Family Affair,"[Chorus]
Let's get it crunk upon
Have fun upon up in this dancery
We got ya open, now ya floatin'
So you gots to dance for me
Don't need no hateration
Holleration in this dancery
Let's get it percolatin', while you're waiting
So just dance for me

[Verse 1]
Come on everybody, get on up
'Cause you know we gots to get it crunk
Mary J. is in the spot tonight
And I'mma make it feel alright (Make it feel alright)
Come on baby, just party with me
Let loose and set your body free
Leave your situations at the door
So when you step inside, jump on the floor

[Chorus]
Let's get it crunk upon (Let's get it crunk upon)
Have fun upon up in this dancery
We got ya open, now ya floatin'
So you gots to dance for me (Gots to dance for me)
Don't need no hateration
Holleration in this dancery (Holler, holler, holler)
Let's get it percolatin', while you're waiting
So just dance for me

[Verse 2]
Ooh, it's only gonna be about a matter of time
Before you get loose and start to lose your mind
Cop you a drink, go 'head and rock your ice
'Cause we celebrating No More Drama in our life
With a Dre track pumpin', everybody's jumpin'
Go ahead and twist your back and get your body bumpin'
I told you, ""Leave your situations at the door""
So grab somebody and get your ass on the dance floor

[Chorus]
Let's get it crunk upon
Have fun upon up in this dancery (In this dancery)
We got ya open, now ya floatin'
So you gots to dance for me (And you gots to dance for me)
Don't need no hateration
Holleration in this dancery
Let's get it percolatin', while you're waiting
So just dance for me

[Bridge]
We don't need no haters (Y'all, we don't need no)
We're just trying to love one another (Love)
We just want y'all have a good time
No more drama in your life
Work real hard to make a dime
If you got beef, your problem, not mine (Oh, not mine)
Leave all that BS outside
(We) We're gonna celebrate all night (All night)
Let's have fun, tonight, no fights
Turn that Dre track way up high (Turn it up, turn it up)
Making you dance all night and I (All night long)
Got some real heat for ya this time (Real heat. boy)
Doesn't matter if you're white or black (Doesn't matter, doesn't matter)
Let's get crunk 'cause Mary's back

[Chorus]
Let's get it crunk upon (Let's get it crunked upon)
Have fun upon up in this dancery (In this dancery)
We got ya open, now ya floatin'
So you gots to dance for me (So you gotta dance for me)
Don't need no hateration (Dance for me)
Holleration in this dancery (Dance for me)
Let's get it percolatin', while you're waiting (Let's get it, let's get it, let's get it)
So just dance for me

Let's get it crunk upon (Dance for me)
Have fun up on up in this dancery (Let's get crunk upon)
We got ya open, now ya floatin' (All I want y'all to do)
So you gots to dance for me (Is just dance, just dance)
Don't need no hateration (C'mon, c'mon)
Holleration in this dancery (C'mon, c'mon)
Let's get it percolatin', while you're waiting
So just dance for me

Let's get it crunk upon
Have fun upon up in this dancery (Oh, yeah)
We got ya open, now ya floatin'
So you gots to dance for me (You gotta dance for me)
Don't need no hateration (Just dance for me)
Holleration in this dancery  (Just dance for me)
Let's get it percolatin', while you're waiting (Dance for me, dance for me, dance for me, yeah)
So just dance for me

Let's get it crunk upon (Dance for me)
Have fun upon up in this dancery (C'mon yall, dance)
We got ya open, now ya floatin' (Dance, dance, dance, dance)
So you gots to dance for me
Don't need no hateration
Holleration in this dancery  (You don't need no hands)
Let's get it percolatin', while you're waiting (We just want you all to holler, holler when you hear me, get it percolated)
So just dance for me",Mary J. Blige,Mary J. Blige,2001,"[3, 3, 2, 1, 1, 1, 1, 1, 1, 3, 3, 4, 5, 8, 9, 12, 18, 23, 23, 29, 42, 53, 76]",23
3,Get The Party Started,"[Chorus]
I'm comin' up, so you better get this party started
I'm comin' up, so you better get this party started

[Verse 1]
Get the party started on a Saturday night
Everybody's waiting for me to arrive
Sending out the message to all of my friends
We'll be looking flashy in my Mercedes Benz
I got lots of style, check my gold diamond rings
I can go for miles if you know what I mean

[Chorus]
I'm comin' up, so you better get this party started
(I'm comin' up, I'm comin')
I'm comin' up, so you better get this party started

[Verse 2]
Pumping up the volume, breaking down to the beat
Cruising through the west side, we'll be checking the scene
Boulevard is freaking as I'm coming up fast
I'll be burning rubber, you'll be kissing my ass
Pull up to the bumper, get out of the car
License plate says, ""Stunner: #1 Superstar""

[Chorus]
I'm comin' up, so you better get this party started
(I'm comin' up, so you better)
I'm comin' up, so you better get this party started
Get this party started

[Verse 3]
Making my connection as I enter the room
Everybody's chillin' as I set up the groove
Pumping up the volume with this brand new beat
Everybody's dancing and they're dancing for me
I'm your operator, you can call anytime
I'll be your connection to the party line

[Chorus]
I'm comin' up, so you better get this party started
(I'm comin' up, I'm comin')
I'm comin' up, so you better get this party started
(I'm comin' up, I'm comin')
I'm comin' up, so you better get this party started
(I'm comin' up, so you better)
I'm comin' up, so you better get this party started
Get this party started (Ooh)
Get this party started right now
Get this party started (Ooh)
Get this party started
Get this party started right now",P!nk,P!nk,2001,"[4, 5, 6, 9, 13, 15, 24, 35, 45, 69]",10
4,Hero,"[Intro]
Let me be your hero

[Verse 1]
Would you dance
If I asked you to dance?
Would you run
And never look back?
Would you cry
If you saw me crying?
Would you save my soul, tonight?
Would you tremble
If I touched your lips?
Would you laugh?
Oh please tell me this
Now would you die
For the one you loved?
Hold me in your arms, tonight

[Chorus]
I can be your hero, baby
I can kiss away the pain
I will stand by you forever
You can take my breath away

[Verse 2]
Would you swear
That you'll always be mine?
Or would you lie?
Would you run and hide?
Am I in too deep?
Have I lost my mind?
I don't care, you're here tonight

[Chorus]
I can be your hero, baby
I can kiss away the pain
I will stand by you forever
You can take my breath away

[Guitar Solo]

[Verse 3]
Oh, I just want to hold you
I just want to hold you
Oh, yeah
Am I in too deep?
Have I lost my mind?
Well, I don't care
You're here tonight

[Chorus]
I can be your hero baby
I can kiss away the pain (Oh yeah)
I will stand by you forever
You can take my breath away

[Outro]
I can be your hero
I can kiss away the pain
And I will stand by you forever
You can take my breath away
You can take my breath away
I can be your hero",Enrique Iglesias,Enrique Iglesias,2001,"[5, 4, 4, 4, 3, 3, 3, 4, 5, 9, 12, 22, 27, 44]",14
5,"Whenever, Wherever","[Verse 1]
Lucky you were born that far away so
We could both make fun of distance
Lucky that I love a foreign land for
The lucky fact of your existence
Baby, I would climb the Andes solely
To count the freckles on your body
Never could imagine there were only
Ten million ways to love somebody

[Pre-Chorus]
Le ro lo le lo le, le ro lo le lo le
Can't you see? I'm at your feet

[Chorus]
Whenever, wherever
We're meant to be together
I'll be there and you'll be near
And that's the deal, my dear
Thereover, hereunder
You'll never have to wonder
We can always play by ear
But that's the deal, my dear

[Verse 2]
Lucky that my lips not only mumble
They spill kisses like a fountain
Lucky that my breasts are small and humble
So you don't confuse them with mountains
Lucky I have strong legs like my mother
To run for cover when I need it
And these two eyes that for no other
The day you leave will cry a river

[Pre-Chorus]
Le ro lo le lo le, le ro lo le lo le
At your feet
I'm at your feet

[Chorus]
Whenever, wherever
We're meant to be together
I'll be there and you'll be near
And that's the deal, my dear
Thereover, hereunder
You'll never have to wonder
We can always play by ear
But that's the deal, my dear

[Bridge]
Le ro le le lo le, le ro le le lo le
Think out loud, say it again
Le ro lo le lo le lo le
Tell me one more time
That you'll live
Lost in my eyes

[Chorus]
Whenever, wherever
We're meant to be together
I'll be there and you'll be near
And that's the deal, my dear
Thereover, hereunder
You've got me head over heels
There's nothing left to fear
If you really feel the way I feel
Whenever, wherever
We're meant to be together
I'll be there and you'll be near
And that's the deal, my dear
Thereover, hereunder
You've got me head over heels
There's nothing left to fear
If you really feel the way I feel",Shakira,Shakira,2001,"[6, 7, 9, 14, 21, 37, 50, 68, 71, 74]",10
6,Always On Time,"Hi, I’m the Rap Critic. Let’s talk about Ja Rule. Yeah… remember him?

Well, if you do, you, you’ll remember that he was one of the more successful 2Pac Knock-offs that tried to capatilize off of his likeness in the aftermath of his death, as made obvious by the bald head, red bandana, and perpetual shirtlessness, but whereas 2Pac’s musical material, no matter how controversial or disagreeable, at least came across as genuine, intricate, insights of a man trying to sort out his world, Ja Rule’s music came across as very… watered down, to say the least

First of all, he sang WAY too much for a hardcore thug, as he kept claiming to be. Secondly, he sang WAY too much for someone who CAN’T SING. *montage of Ja Rule singing* And Third, he had all of the mannerisms of 2Pac with absolutely none of the substance. And fourth, we already had a late 90’s, eastcoast version of 2Pac. His name was DMX!

And this is a comparison that must be noted, because not only did DMX arrive on the scene about a year before Ja Rule, but he also had an energy, griminess, and passion in his rhymes that made Ja Rule look like a corny knock off. X had diversity in his topics, ranging from hardcore anthems to tracks about multiple personalities to songs detailing his life like “Slippin’”. His material was not only more clever and diverse, but also grittier, making you believe every word he viciously growled. That, coupled with the fact that, in 1998, both his first and second albums went number one in the same year, and you can bet your ass people were trying to imitate the formula. Not by trying to achieve the same intensity or ability as DMX, but by taking his exact aesthetic, and watering it down to hell

Now, Ja and DMX were actually cool with each other at first, that is until right around the release of his second album, Rule 3:36, which is about the time Ja started going from run-of-the-mill gangsta rapper to employing one of the worst trends in HipHop: the “thugs need love too” songs. These were Ja Rule’s Bread and FREAKING butter: songs with females on the chorus singing soulfully about how much they need Ja Rule and declaring their loving loyalty to him while he, in return, spits rhymes about hardcore sex and how much of a gangsta and playa he still is, despite his relationship with her. By the end of 2002, there was a never-ending torrent of “I wanna be gangsta for the fellas and lovey-dovey for the ladies” songs that dominated the airwaves for a while, the biggest single of which was “Always On Time”, which is pretty much the first and last song from him that you really needed to hear when it comes to this topic. Everything that’s done right and wrong is on this song, and mostly, it’s done wrong, so let’s check it out

""Always there when you call (Buckshots, hah), always on time""

RIGHT THERE! That’s exactly what I’m talking about. Smooth, R and B singer crooning about love for the girls, but we’ve still gotta be hardcore, so I gotta talk about shooting guns!... Despite the fact that that has nothing to do with the mood she’s trying to set. Like, in reality, this wouldn’t work

*singing* Yeah, boy, You know I love you! Tell me what you say to that! *pause* *guns go off* Holy shit! What the fuck!

“Gave you my.... baby be mine”
What… what did you give him?
“And I gave you my all, now baby be mine”

Oh… why was that edited out the first time? Did the first take have a… different word there?

“Gave you my....” *...you know… “baby be mine”

Although, the word she actually says here is “I gave you my all”, but then she says, “Now baby, be mine”. And, seeing that the context is, “Yeah, I don’t always answer my phone, but when you need me, I’m there, giving you my “ALL” and since, after giving him her “all”, she still doesn’t know whether or not he wants to be with her, I’m going to forgo any thought that she’s talking about spending quality time together as a loving couple and just assuming she’s talking about her… you know…

BUT, it’s just innocuously worded enough that someone could interpret it in a more innocent context, and that’s a great way that R and B writing works: you can easily deduce a sexual or emotional context from what they’re saying. However, when the verses are coming from a rapper who’s still trying to be hardcore…

“C'mon and get a piece of this late-night lover
You know, the one that swing dick like no other”

Goodbye, subtlety…

""I know, I got a lot of things I need to explain
But baby you know the name and love is about pain""

Yeah, I know I’ve done very disrespectful things to you in the past, but, hey, you know who I am! I’m a rich rapper! And besides, love is SUPPOSED to be about being hurt. That’s why I’m doing things that hurt you! I’m ONLY trying to verify the enduring power of our love!

""So, stop the complaints and drop the order restraints""

Yeah, so just sign these papers that will nullify your restraining order and… WHHA?!

""Hold down on the bed while I'm yankin your braids""

I’m sorry, did you mention something about a restraining order a little while ago?

""Thug style, you never thought I'd make you smile""

I guess not! She had a freaking restraining order on you! Look, I understand that people get into relationship problems, but if it’s come to the point of trying to legally restrict a person from being near you, we’ve tread into some dangerous territory

""While I'm smackin you fast and hittin you all wild""

That line about restraining orders is really ruining the rest of this song

""[With Ashanti] But we share somethin so rare,""

Yes, most couples DON’T have what we have between us, namely a document stating that we can’t be within 100 feet of each other

""But who cares?""

The court that drafted it?

“Baby, I’m not always there when you call, but I’m always on time”

Are you still singing this chorus? Why do you like this guy? He’s obviously not worth your time!

“Girl, get a grip, c'mon, pull it together”

See, even Ja Rule wants you to get over him! He’s done nothing to illustrate why he’s not a good person! Like he said, get a grip!

It's only a sunshower, we been through worse weather”

Oh wait, was he saying “pull it together” and “get a grip” because he wants her to overlook his shortcomings, because they’ve “been through worse”, as he says? My bad, I guess. I thought he was having a moment of clarity, realizing he was a horrible person and telling her to move on from him. But what a foolish presumption, because most of these songs are about how “girl, you know that I’m a bad boy, and you like the fact that I’m a bad boy, and we’re terrible for each other, but we just can’t stay away from each other, because we love the fact that we’re not supposed to be together *points finger in mouth* and blegh! You know, where Wale handled this topic with nuance and gave the proper weight to the subject, Ja Rule’s songs exploit that angle, and that’s what annoys me. The way this chorus is sung, it treats the topic with no gravity whatsoever, and tries to make the whole thing cute while Ja’s lyrics in the verses outline just how stupid it really is

""Like the stormy nights you wrote a ""Dear Ja"" letter
And took my Benz and keyed and cut the leather""

Okay, here’s an instance where she did something pretty crappy to him, but I’m fairly sure that she did this in response to something HE did

""Bitch, you know better, we live M-O-B
Money Over Bitches""

You know, like casually referring to her as a bitch, or living by the phrase “M.O.B.”, which means that he values money and material items over bitches, a derogatory term that he just called her, as in “Why did you cut up my car? Don’t you remember? I value material items more than I value you! See, this is why things aren’t working out! You don’t understand me!""

“I got two or three hoes for every V”

Or, you could look at the fact that he sees no shame in telling you that he has other girls

“And I keep 'em drugged up off that ecstasy”

And he keeps them high off of drugs to incapacitate them… like a pimp or… wait, is this song about a pimp and his relationship with a prostitute? Yeah, dude, I think it is! I mean, listen to that chorus again!

“I’m not always there when you call, but I’m always on time”

That’s something a prostitute would say to her pimp, “yeah daddy, I may not always answer my phone, but I’m always on time with my money!” Dear God, why didn’t I see it before!

""Believe me, this pimp game is very religious""

Seriously, why didn’t I notice this? This is basically a song about how a pimp makes a girl feel special so that she’ll sell her body for him, and Ashanti is the chick who’s going for it! I mean, if that ISN’T what this song is about, and Ja Rule writing a love song can be this easily misconstrued as a pimp-ho relationship, well, I guess that just shows how terrible he is at it

""I play hard, there's so many women I fathered""

Wait, “fathering” someone means that you’ve been a father to a person. So, you’re bragging about the fact that you have a lot of daughters? I mean, contextually, this should be another line about how many women you’ve had sex with, but if you’re saying you “fathered” them, that verb specifically means to be a father to someone, so… unless raising multiple daughters was a thing that rappers bragged about in the early 2000’s, this line is very wrongly worded

“Oh I'm, feelin like ya livin a, double life
Cause you don't be comin home, sometimes”

Hold on, so now, Ja Rule is the one concerned about her faithfulness? You just told us that you have two hoes for every car you own. As far as we know, you’re the only one who’s had sex with anyone else, so excuse me if I don’t show sympathy to your speculations that probably arise from the fact that you’re afraid your girlfriend might have the exact same morality code as you!

And you could say that this is a lust song, that’s it’s not meant to be taken as a song about intimate relationships as much as sexual attraction, but then what’s the excuse for cutesy lines like this:

""But we share something so rare
But who cares, you care""

Dude, I know what this really is. This isn’t a morally elusive song for the purpose of telling us a real story about two people struggling between lust and genuine attraction, this is a morally elusive song for the purpose of fooling girls into thinking he has a softer side to make them believe he’ll treat them special, all the while flagging the “but I’m a complicated thug” card that’s supposed to make it okay for him to have sex with other women because he “just doesn’t want to be committed yet”!

It’s obvious, it’s manipulative, and it’s a perfect example of why I don’t like these songs when they’re done this way. And that’s not to say that I don’t like Rap love songs in general, or that hardcore rappers shouldn’t make love songs. It can be done right. Look at the quintessential “thugs need love too” song, “All I Need” by Method Man

“Back when I was nothing You made a brother feel like he was somethin
That's why I'm with you to this day boo no frontin
Even when the skies were gray You would rub me on my back and say ""Baby it'll be okay""”

This is a great example of a rap love song that doesn’t come across as either corny or pandering

""I'm realizing that you didn't have to fuck wit me
But you did, now I'm going all out kid And I got mad love to give,""

Sure, to some people, this may not sound super romantic and sweet, but this brand of HipHop isn’t about that: it’s raw, it’s reality, and it sounds authentic, and it doesn’t need to be sugar-coated, which is what they did for “Always On Time”, to cover up the fact that it’s not about love, it’s about manipulating women into thinking that Ja Rule gives a crap about you, and it barely bothers to hide it. Sorry, but I just hate the mood of this song. Ashanti here is desperately trying to get her to love him, begging him to be hers, and the only thing he does is talk about how awesome he is. It’s annoyingly lop-sided in regards to who’s giving them self to the other. I’d give this song a 1 out of 5, because, you know, Ashanti was an okay singer

I’m the Rap Critic. You don’t have to like my opinion, but I don’t have to like your song!",Rap Critic,Ja Rule Featuring Ashanti,2001,"[7, 9, 13, 20, 31, 56, 84]",7
7,Differences,"[Intro]
Oh, hey...
Oh, yeah, oh, yeah
To you
Oh, yeah, oh, yeah

[Chorus]
My whole life has changed
Since you came in, I knew back then
You were that special one
I'm so in love, so deep in love
You made my life complete
You are so sweet, no one competes
Glad you came into my life
You blind me with your love
With you I have no sight

[Verse 1]
Girl, you open me, I'm wide open
And I'm doing things I never do
But I feel so good, I feel so good
Why it takes so long for me finding you
This is my story and I'm telling you
It's not fiction, it's surely a fact
Without you right here having my back
I really don't know just where I'd be at

[Chorus]
My whole life has changed (my whole life has changed)
Since you came in, I knew back then (ooh, oh)
You were that special one (you were, baby)
I'm so in love, so deep in love
You made my life complete (made my life complete)
You are so sweet (oh, oh), no one competes
Glad you came into my life (ooh)
You blind me with your love
With you I have no sight

[Verse 2]
I analyzed myself, I was buckwild
Never thought about settling down
But all the time I knew I was ready
But not with all my friends around
But girl, I put you first now (I put you first now)
You made me, helped mold me (helped mold me, baby)
Turned me into a man, I'm so responsible
And I owe it all to you

[Chorus]
My whole life has changed (my whole life has changed)
Since you came in, I knew back then (oh, oh)
You were that special one (you were that special one)
I'm so in love, so deep in love (oh, oh, oh)
You made my life complete (you made my life complete)
You are so sweet, no one competes
Glad you came into my life (so glad you came in)
You blind me with your love (blind me, baby)
With you I have no sight

[Bridge]
(God has blessed me) God has blessed me, baby
Girl, he was good to me when he sent you
(I'm so happy, baby)
I'm so happy, I'm so happy, baby, oh, yes, baby
(Share my world) Come and share my world, baby
Oh...whoa...yeah, yeah
(I'm so in love) I'm so in love
I'm addicted to your love, baby, yeah

[Chorus]
My whole life has changed (oh, yes, I am)
Since you came in, I knew back then (ooh)
You were that special one (you were that very, very
Special one)
I'm so in love (you were that very, very special one)
So deep in love
You made my life complete (you made my life complete)
You are so sweet (yes, you did, baby), no one competes
(No one competes, hah)
Glad you came into my life
You blind me with your love (come on)
With you I have no sight
My whole life has changed (my whole life has changed)
Since you came in, I knew back then (you made a difference in my life)
You were that special one (I knew you were that special one)
I'm so in love, so deep in love (when I first laid eyes on you, babe)
You made my life complete (you made my life complete, darlin')
You are so sweet, no one competes (no one competes, baby)
Glad you came into my life (no one, no one)
You blind me with your love (no one)
With you I have no sight (come on)
My whole life has changed (oh...whoa...whoa...whoa...)
Since you came in, I knew back then",Ginuwine,Ginuwine,2001,"[8, 6, 7, 8, 7, 9, 7, 7, 4, 4, 7, 10, 11, 13, 14, 22, 25, 30, 34, 48, 57, 75, 79]",23
8,My Sacrifice,"[Verse 1]
Hello my friend, we meet again
It's been a while, where should we begin?
Feels like forever
Within my heart are memories
Of perfect love that you gave to me
Oh I remember

[Chorus]
When you are with me, I'm free
I'm careless, I believe
Above all the others, we'll fly
This brings tears to my eyes
My sacrifice

[Verse 2]
We've seen our share of ups and downs
Oh, how quickly life can turn around
In an instant
It feels so good to reunite
Within yourself and within your mind
Let's find peace there

[Chorus]
Because when you are with me, I'm free
I'm careless, I believe
Above all the others, we'll fly
This brings tears to my eyes
My sacrifice

[Bridge]
I just want to see you again
I just want to see you again

[Chorus]
Because when you are with me, I'm free
I'm careless, I believe
Above all the others, we'll fly
This brings tears to my eyes
My sacrifice
Because when you are with me, I'm free
I'm careless, I believe
Above all the others, we'll fly
This brings tears to my eyes
My sacrifice

[Outro]
I just want to say hello again
I just want to say hello again
I just want to say hello again
My sacrifice",Creed,Creed,2001,"[9, 11, 17, 17, 22, 31, 38, 42, 47, 50]",10
9,Livin' It Up,"Yeah, yeah, yeah
We all my
Yeah
C'mon, c'mon, uh
To all my bitches that be givin' it up, uh
To all my niggas that be livin' it up, we say
To all my bitches that be givin' it up, ah
C'mon
Baby, you're such a typical, everyday, one night thing
It's a physical, I'ma fuck, you tonight thing
Fuck, knowing your name, get your ass in the Range
And rollover, gettin' blown while blowing the doja
Bring head to a closure
That's a good bitch
Before it's all over, I'ma leave this bitch
Probably treat this bitch, smoke better
'Cause if you ain't know, gangstas and hoes go together
Poppin' my collar, partna
Who in the spot?
Baby, Rule in the spot
In the mug and the watch, love me
Half the hoes hate me, half them love me
The ones that hate me only hate me 'cause they ain't fucked me
And they say I'm lucky
Do you think I've got time to fuck all these hoes?
And do all these shows?
Or flight in the lama, Dodge and White Rolls
Uh-oh, another episode
What, do I do?
To all my niggas that be livin' it up, we say
What, I do
To all my bitches that be givin' it up, uhh
What, you do
To all my niggas that be livin' it up, we say
What, do I do?
To all my bitches that be givin' it up, uhh
My love for you
C'mon
Bitches, just wanna hold the name exactly
That's why they suck dick with more passion than apples
And I ain't mad at'cha
Never leave you alone
'Cause we fucks when I'm home
Phone sex when I'm gone
We both grown, both got minds of our own
Bust our freaks off like old dog and Love Jones
Been, in many zones, baby
One hoe, two hoes
Fuck prizzy bitches, the hoes that do bono
But you know, the Rule be livin' it up
And got all these hoes, givin' it up
I like a little Rule baby, how cute are you?
With a body that rides all sexual
I got a stick, I'll ride right next to you
Do a doughnut, and cut, and I'll open it up
On the freeway, dick in her mouth, foot on the clutch
Rule bitch, not givin' a fuck
What, do I do?
To all my niggas that be livin' it up, we say
What, I do
To all my bitches that be givin' it up, uhh
What, you do
To all my niggas that be livin' it up, we say
What, do I do?
To all my bitches that be givin' it up, uhh
My love for you
C'mon
C'mon, we get high
C'mon, we get ride
C'mon, we get live
Live yo' life
Love you so sexy, I just want you next to me
Your whole vibe, like you high on Extasy
'Caue ain't nuthin' but an ""E"" thang baby
I know that pussy wet like crazy
I wanna feel your passion, come when you ask me
Laugh when you cry, cry when you laughin'
But ain't nothin' happenin'
The bitch got a little too high
Picked up my ride and started crackin'
The radio blastin' +Between Me And You+
But you ain't on the low with that freak shit you do
I thought you knew (What I do)
Know I know (What you do)
'Cause it's been a good night, your head ain't right
Like Teddy P, let's +Turn Off The Light+'
And grind it out, takin' no times out
'Til the sun come out
Bitch, when you find out
What, do I do?
To all my niggas that be livin' it up, we say
What, I do
To all my bitches that be givin' it up, uhh
What, you do
To all my niggas that be livin' it up, we say
What, do I do?
To all my bitches that be givin' it up, uhh
My love for you
C'mon
What, do I do?
To all my niggas that be livin' it up, we say
What, I do
To all my bitches that be givin' it up, uhh
What, you do
To all my niggas that be livin' it up, we say
What, do I do?
To all my bitches that be givin' it up, uhh
My love for you
C'mon
C'mon, we get high
C'mon, we get ride
C'mon, we get live
C'mon, it's my time",Ja Rule,Ja Rule Featuring Case,2001,"[10, 8, 8, 6, 8, 8, 8, 8, 9, 12, 14, 19, 19, 23, 31, 40, 61, 78]",18
