,title,lyrics,artists,date,rank,cnt
0,No One,"[Verse 1]
I just want you close
Where you can stay forever
You can be sure
That it will only get better

[Pre-Chorus]
You and me together
Through the days and nights
I don't worry 'cause
Everything's going to be alright
People keep talking, they can say what they like
But all I know is everything's gonna be alright

[Chorus]
No one, no one, no one
Can get in the way of what I'm feelin'
No one, no one, no one
Can get in the way of what I feel for you, you, you
Can get in the way of what I feel for you

[Verse 2]
When the rain is pouring down
And my heart is hurting
You will always be around
This I know for certain

[Pre-Chorus]
You and me together
Through the days and nights
I don't worry 'cause
Everything's going to be alright
People keep talking, they can say what they like
But all I know is everything's gonna be alright

[Chorus]
No one, no one, no one
Can get in the way of what I'm feelin'
No one, no one, no one
Can get in the way of what I feel for you, you, you
Can get in the way of what I feel

[Bridge]
I know some people search the world
To find something like what we have
I know people will try, try to divide, something so real
So till the end of time, I'm telling you there ain't no one

[Chorus]
No one, no one
Can get in the way of what I'm feelin'
No one, no one, no one
Can get in the way of what I feel for you

[Outro]
Oh, oh oh oh, oh oh oh, oh oh oh oh oh oh oh oh oh oh
Oh, oh oh oh, oh oh oh, oh oh oh oh oh oh oh oh oh oh",Alicia Keys,2007,"[1, 1, 1, 1, 1, 2, 3, 4, 4, 4, 8, 12, 16, 15, 71]",15
1,Low,"[Refrain]
High, high, get, get, gettin' high, everybody gettin' high
Get, get, get, gettin' high, you're unbelievably high

[Intro: Future]
I just took some molly, what else? (Hey)
Got some bitch from Follies with us ('scuse me, 'scuse me)
She gon' fuck the squad, what else? (I swear)
I'ma fuck her broads, what else? (Get, get!)
Bitch from Pakistan, what up? (Foreign!)
Ferraris and them Lambs, what else? (skrrrt)
'Bout to fuck this club up, what else? (Get, get!)
Metro Boomin wants some more, nigga!

[Verse 1: The Weeknd]
I turn the Ritz into a poor house
It's like eviction number four now
Go 'head and ash it on the floor now
Girl go 'head and show me how you go down
And I feel my whole body peakin'
And I'm fuckin' anybody with they legs wide
Gettin' faded with some bitches from the West Side
East coast, nigga reppin' North Side
Never waste a ho's time (Freebands)
Bitch, I'm on my own time
Fuck a nigga co-sign
Always change my number and my phone line
Baby girl, I don't lie
Used to have no money for a crib
Now my room service bill cost your whole life
If they try to stunt me, I go all out military
I'm camo'ed all out, like I'm in the military
I free up all my niggas locked up in the penitentiary

[Hook: The Weeknd + Future]
'Cause I'm always reppin' for that low life
Reppin' for that low life turn up
Low life, low life, low life
Know I'm reppin' for that low, low life
Representin', I'm representin', representin'
Said I'm reppin' for that low life
Low life, low life, low life, low life
I'm representin' for that low life
Said I'm repping for that low life
I'm reppin', that's reppin', I'm reppin'
Low life, low life, low life
Rep, rep, rep, rep, rep, rep, rep
Woo, woo, woo, woo
Yeah

[Verse 2: Future]
Wake up take a sip of Ace of Spade like it's water
I been on the molly and them Xans with your daughter
If she catch me cheating, I will never tell her sorry
If she catch me cheating, I will never tell her sorry
Porsches in the valet, I got Bentleys, I got 'Raris
Taking pain pills on the plane, gettin' chartered
Poppin' tags on tags, I was starvin'
Bitch, I got the juice and the carbine
Turn a five star hotel to a traphouse
Roaches everywhere, like we forgot to take the trash out
Flood my cross with ice, gettin' money my religion
Got my baby momma and my side bitch kissin'
I turn the Ritz into a lean house
This the sixth time gettin' kicked out
I can't feel my face, I'm on Adderall, nauseous
Niggas tryna ride my fuckin' wave, now they salty
Runnin' with the wave, get you killed quick
Shoot you in your back like you Ricky
Lil Mexico, from no life to afterlife
My whole life, my whole life

[Hook: The Weeknd + Future]
'Cause I'm always reppin' for that low life
Low life, low life, low life
Know I'm reppin' for that low, low life
Representin', I'm representin', representin'
Said I'm reppin' for that low life
Low life, low life, low life, low life
I'm representin' that low life
Said I'm reppin' for that low life
Low life, I'm reppin' for that low life
Low life, low life, low life
Rep, rep, rep, rep, rep, rep, rep, woo
Yeah

[Bridge: Future]
Yeah, they stereotypin'
'Cause they know a nigga keep ten rifles
And they know a nigga keep ten snipers
Keep a baby bottle like we wearin' diapers
Yeah, they stereotypin'
'Cause they know a nigga keep twenty rifles
And they know a nigga keep twenty snipers
And they know a nigga keep ten wifeys
Sniper, sniper, sniper, sniper, sniper
Wifey, wifey, wifey, wifey, wifey
That's your wifey, wifey, wifey, wifey, wifey?
I think I like her, like her, like her, like her
That's your wifey, wifey, wifey, wifey, wifey?
I think I like her, like her, like her, like her
Oh, that's your wifey, wifey, wifey, wifey, wifey?
I think I like her, like her, like her, like her

[Refrain]
Getting high, getting high, getting high
Everybody getting high
Getting high, getting high, getting high
Everybody getting high
Getting high, getting high, getting high
Everybody getting high
Getting high, getting high, getting high
And I'm the reason why
Getting high, getting high, getting high
Everybody getting high
Getting high, getting high, getting high
Everybody getting high
Getting high, getting high, getting high
Everybody getting high
Getting high, getting high, getting high
And I'm the reason why

[Outro: Future]
I just took some molly, what else?
Got some bitch from Follies with us
She gon' fuck the squad, what else?
I'ma fuck her broads, what else?
Bitch from Pakistan, what up?
Ferraris and them Lambs, what else?
'Bout to fuck this club up, what else?
'Bout to fuck this club up, what else?",Future,2007,"[2, 3, 4, 4, 4, 6, 64, 91]",8
2,Apologize,"[Verse 1]
I'm holding on your rope, got me ten feet off the ground
And I'm hearing what you say, but I just can't make a sound
You tell me that you need me, then you go and cut me down
But wait
You tell me that you're sorry, didn't think I'd turn around
And say (That)

[Chorus]
It's too late to apologize, it's too late
I said it's too late to apologize, it's too late
Too late, oh, oh

[Verse 2]
I'd take another chance, take a fall, take a shot for you, oh, oh
I need you like a heart needs a beat, but it's nothing new
Yeah, yeah
I loved you with a fire red, now it's turning blue
And you say
Sorry like the angel Heaven let me think was you
But I'm afraid

[Chorus]
It's too late to apologize, it's too late
I said it's too late to apologize
It's too late, oh, oh
It's too late to apologize, it's too late
I said it's too late to apologize, it's too late
I said it's too late to apologize, yeah
I said it's too late to apologize, yeah

[Outro]
I'm holding on your rope, got me ten feet off the ground",OneRepublic,2007,"[3, 2, 3, 2, 3, 3, 2, 2, 3, 3, 4, 6, 22, 33, 52, 75, 96, 91, 92, 95]",20
3,Kiss Kiss,"[Intro: T-Pain & Caller]
Yo, this is Nappy Boy Radio live
With your boy T-Pain, we love rap music
Listen, uh, we got a caller on line one
Caller, what's your problem?
Hello, I'm on the radio with T-Pain!
How's it going? Yeah
It ain't going good, my girl ain't doing her things she used to do, at all
I got just what you need, brand new Chris Brown, T-Pain (Okay)
You heard it here first, Nappy Boy Radio, we, love, you
What them boys gon' do for me? Aw

[Chorus: T-Pain & Chris Brown]
Hey, she want that lovey-dovey, lovey-dovey
That kiss kiss, kiss kiss
In her mind she fantasize 'bout getting with me
They hating on me, hating on me
They wanna diss diss, diss this
Because she mine and so fine, thick as can be
Hey, she want that lovey-dovey, lovey-dovey
That kiss kiss, kiss kiss
In her mind she fantasize 'bout getting with me
They hating on me, hating on me
They wanna diss this, diss this
Because she mine and so fine, thick as can be

[Verse 1: Chris Brown & T-Pain]
I'm a country boy from Tappahannock (Ah-woo)
V.A. is where I reside, so shawty understand it (Ah-woo)
And I know I just turned 18 and I get a little mannish (Ah-woo)
And you see this bandana hanging
That means I'm like a bandit, like, like a bandit, bandit (Ah, woo!)

[Pre-Chorus: Chris Brown & T-Pain]
I got paper, girl (Woo!)
The Lamborghini (Woo!)
With the spider seats (Woo!)
You never seen it (Ah, woo!)
So get it, shawty
We parking lot pimping in my donk
And I know what you want

[Chorus: T-Pain & Chris Brown]
Hey, she want that lovey-dovey, lovey-dovey
That kiss kiss, kiss kiss
In her mind she fantasize 'bout getting with me
They hating on me, hating on me
They wanna diss diss, diss this
Because she mine and so fine, thick as can be
Hey, she want that lovey-dovey, lovey-dovey
That kiss kiss, kiss kiss
In her mind she fantasize 'bout getting with me
They hating on me, hating on me
They wanna diss this, diss this
Because she mine and so fine, woah, thick as can be

[Verse 2: Chris Brown & T-Pain]
I'm the epitome of this demonstration, I got the remedy
You feeling me, so why is you hating on my anatomy?
It's bird-like, yeah, you heard right
Girl, I'm the king, so that means I'm fly (Ah, woo!)

[Pre-Chorus: Chris Brown & T-Pain]
If you with it, girl (Woo!)
Get it popping (Woo!)
Roll with me (Woo!)
Ain't no stopping (Ah, woo!)
So get it, shawty
We parking lot pimping in my donk
And I know what you want

[Chorus: T-Pain, Chris Brown & Both]
Hey, she want that lovey-dovey, lovey-dovey
That kiss kiss, kiss kiss (Hey)
In her mind she fantasize 'bout (Hey), getting with me
They hating on me, hating on me (Yeah)
They wanna diss diss, diss this
Because she mine and so fine, thick as can be (Thick as can be, yeah)
Hey, she want that lovey-dovey, lovey-dovey
That kiss kiss, kiss kiss
In her mind she fantasize 'bout getting with me, yeah
They hating on me, hating on me
They wanna diss this, diss this (Hey)
Because she mine and so fine, (Hey), thick as can be

[Verse 3: T-Pain]
Ayy, ayy, ayy, ayy
Shawty, let me holla at you, you so hot, hot, hot, hot
You think I'd be hollerin' if you not, not, not, not?
I'm king of the town, you can take a look around
Teddy Penderazdown is in the spot, spot, spot, spot
Yeah, I got money on me
Yeah, baby girl, no problem
Yeah, you rollin', shawty?
Yeah, let's hit McDonald's (Ha!)
It's TP, and CB
I'm a Nappy Boy, ah-ow-ah-ah-ah-oh-ooh-wee

[Chorus: T-Pain & Chris Brown]
Hey, she want that lovey-dovey, lovey-dovey (Oh-oh)
That kiss kiss, kiss kiss
In her mind she fantasize 'bout (Oh, woah), getting with me (Woah)
They hating on me, hating on me
They wanna diss diss, diss this
Because she mine and so fine, so fine, thick as can be
Hey, she want that lovey-dovey, lovey-dovey (Girl)
That kiss kiss, kiss kiss (Yeah)
In her mind she fantasize 'bout getting with me, getting with me, shawty
They hating on me, hating on me
They wanna diss this, diss this
T-Pain, Chris Brown
Because she mine and so fine, thick as can be

[Outro: Chris Brown & T-Pain]
Yeah, yeah
We are live back on Nappy Boy Radio (Oh, oh)
This is your boy DJ Pain (Yeah)
I gotta get outta here, man, I just wanna leave with
Told y'all I was gon' do it like this, ha
If you ain't got it by now (Yeah), then you just ain't getting it, yeah
Let's go, Nappy Boy (Ayy) and Pretty Boy (Ayy)
Nappy Boy (Ayy) and Pretty Boy (Ayy)
Boy, I say, Nappy Boy and Pretty Boy
Hit us up, man, (850) 321-8692
Nappy, Nappy, Nappy and Pretty Boy
(804) 698-5430, yeah",Chris Brown,2007,"[4, 4, 2, 3, 2, 1, 1, 1, 2, 22, 35, 55, 74, 100]",14
4,Clumsy,"[B-Section]
She can't help it, the girl can't help it (Oh, baby!)
She can't help it, the girl can't help it (Oh, baby!)
She can't help it, the girl can't help it (Oh, baby!)
She can't help it

[Verse 1]
First time that I saw your eyes
Boy, you looked right through me, mmm, mmm
Played it cool, but I knew you knew
That cupid hit me, mmm, mmm

[Chorus]
You got me trippin' (Oh), stumblin' (Oh), flippin' (Oh), fumblin'
Clumsy 'cause I'm fallin' in love (In - in, love - love)
You got me slippin' (Oh), tumblin' (Oh), sinkin' (Oh), crumblin'
Clumsy 'cause I'm fallin' in love (In - in, love - love)
So in love with you

[B-Section]
She can't help it, the girl can't help it (Oh, baby!)
She can't help it, the girl can't help it (Oh, no!)
She can't help it, the girl can't help it (No how!)
She can't help it

[Verse 2]
Can't breathe, when you touch my sleeve
Butterflies so crazy, mmm, mmm
Whoa now, think I'm goin' down
Friends don't know what's with me, mmm, mmm

[Chorus]
You got me trippin' (Oh), stumblin' (Oh), flippin' (Oh), fumblin'
Clumsy 'cause I'm fallin' in love (In - in, love - love)
You got me slippin' (Oh), tumblin' (Oh), sinkin' (Oh), crumblin'
Clumsy 'cause I'm fallin' in love (In - in, love - love)
So in love with you

[B-Section]
She can't help it, the girl can't help it (Oh, no!)
She can't help it, the girl can't help it (Oh, please!)
She can't help it, the girl can't help it (Oh, no!)
She can't help it

[Bridge]
You know, this ain't the first time this has happened to me
This ""love sick"" thing
I like serious relationships and, uh
A girl like me don't stay single for long
'Cause every time a boyfriend and I break up
My world is crushed and I'm all alone
The love bug comes right back up and bites me
And I'm back!

[B-Section]
She can't help it, the girl can't help it (In love!)
She can't help it, the girl can't help it (Oh, God!)
She can't help it, the girl can't help it (I'm back in love!)
Can't help it (Ooh, whoo, ooh!)
She can't help it, the girl can't help it (I'm back in love now!)
She can't help it, the girl can't help it (I'm back in love now, baby!)
She can't help it, the girl can't help it (I'm back in love now!)
She can't help it (And now you got me)

[Chorus]
You got me trippin' (Oh), stumblin' (Oh), flippin' (Oh), fumblin'
Clumsy 'cause I'm fallin' in love (In - in, love - love)
You got me slippin' (Oh), tumblin' (Oh), sinkin' (Oh), crumblin'
Clumsy 'cause I'm fallin' in love (In - in, love - love)
So in love with you
Clumsy 'cause I'm fallin' in love (In - in, love - love)
You got me slippin' (Oh), tumblin' (Oh), sinkin' (Oh), crumblin'
Clumsy 'cause I'm fallin' in love (In - in, love - love)
So in love with you
So in love with you
So in love with you",Fergie,2007,"[5, 5, 6, 7, 8, 12, 20, 28, 45, 91]",10
5,Bubbly,"[Intro]
Will you count me in?

[Verse 1]
I've been awake for a while now
You've got me feeling like a child now
'Cause every time I see your bubbly face
I get the tingles in a silly place

[Chorus]
It starts in my toes and I crinkle my nose
Wherever it goes, I always know
That you make me smile, please stay for a while now
Just take your time, wherever you go

[Verse 2]
The rain is falling on my window pane
But we are hiding in a safer place
Under covers, staying dry and warm
You give me feelings that I adore

[Chorus]
They start in my toes, make me crinkle my nose
Wherever it goes, I always know
That you make me smile, please stay for a while now
Just take your time, wherever you go

[Bridge]
But what am I gonna say
When you make me feel this way?
I just... Mmm

[Chorus]
And it starts in my toes, makes me crinkle my nose
Wherever it goes, I always know
That you make me smile, please stay for a while now
Just take your time, wherever you go
Ta-da-dam, ta-da, da-dam, ta-da-dam, ta-da-da-da, ta-da-dam
Um-ba, da-da, um-ba, ta-da-da-da, uhm

[Breakdown]
I've been asleep for a while now
You tuck me in, just like a child now
'Cause every time you hold me in your arms
I'm comfortable enough to feel your warmth

[Chorus]
It starts in my soul and I lose all control
When you kiss my nose, the feeling shows
'Cause you make me smile, baby, just take your time now
Holding me tight

[Outro]
Wherever, wherever, wherever you go
Wherever, wherever, wherever you go
Wherever you go, I always know
'Cause you make me smile, even just for a while",Colbie Caillat,2007,"[6, 6, 5, 6, 5, 5, 5, 5, 5, 5, 7, 10, 10, 16, 21, 38, 59, 68, 81, 97, 98, 98, 97, 100, 91]",25
6,Paralyzer,"[Verse 1]
I hold on so nervously to me and my drink
I wish it was cooling me
But so far has not been good, it's been shitty
And I feel awkward as I should

[Pre-Chorus 1]
This club has got to be the most pretentious thing
Since I thought you and me
Well, I am imagining a dark lit place
Or your place or my place

[Chorus]
Well, I'm not paralyzed, but I seem to be struck by you
I wanna make you move because you're standing still
If your body matches what your eyes can do
You'll probably move right through me on my way to you

[Verse 2]
I hold out for one more drink, before I think
I'm looking too desperately
But so far has not been fun, I should just stay home
If one thing really means one

[Pre-Chorus 2]
This club will hopefully be closed in three weeks
That would be cool with me
Well, I'm still imagining a dark lit place
Or your place or my place

[Chorus]
Well, I'm not paralyzed, but I seem to be struck by you
I wanna make you move because you're standing still
If your body matches what your eyes can do
You'll probably move right through me on my way to you

[Chorus]
Well, I'm not paralyzed, but I seem to be struck by you
I wanna make you move because you're standing still
If your body matches what your eyes can do
You'll probably move right through me on my way to you

[Bridge]
Not paralyzed, but I seem to be struck by you
I wanna make you move because you're standing still
If your body matches what your eyes can do
You'll probably move right through me on my way to you

[Outro]
You'll probably move right through me on my way to you
You'll probably move right through me on my way to you",Finger Eleven,2007,"[7, 8, 10, 11, 11, 10, 14, 18, 21, 26, 32, 40, 45, 45, 43, 45, 54, 59, 57, 60, 66, 64, 66, 72, 81, 88, 91, 97]",28
7,Tattoo,"[Intro]
Kissin' on me, kissin' on me, kissin' on me, kissin' on me
Kissin' on me, kissin' on me, kissin' on me, kissin' on me

[Verse 1]
Baby, I don't blame you for being in the clubs and getting all that love
'Cause you're so beautiful, God made you to show that off
Now I ain't ever been the jealous type of guy, but I want you to myself, I can't lie
I know we ain't on no one-on-one thing, but baby, it should change

[Pre-Hook]
'Cause when I be out with other chicks I be thinking 'bout you
And when you be out on dates you be texting me too
Telling me to come pick you up when he drop you off
I pray to God he ain't breaking you off

[Hook]
I don't want nobody but you kissing on my tattoos
I don't want nobody but me talking to you until you fall asleep
We better stop playing before we mess around and someone gets hurt
I don't want nobody but you kissing on my tattoos
Nobody but you kissing on me, kissing on me
Nobody but you kissing on me, kissing on me
Nobody but you kissing on me, kissing on me
Nobody but you kissing on me, kissing on me

[Verse 2]
All my homies wanna know what's up with us
They can't believe that I'm kicking it with just one girl
But I'm cool with that
Them pretty eyes and that smile, girl I'm a fool for that, yeah I'm a fool for that

[Pre-Hook]
'Cause when I be out with other chicks I be thinking 'bout you
And when you be out on dates you be texting me too
Telling me to come pick you up when he drop you off
I pray to God he ain't breaking you off

[Hook]
I don't want nobody but you kissing on my tattoos
I don't want nobody but me talking to you until you fall asleep
We better stop playing before we mess around and someone gets hurt
I don't want nobody but you kissing on my tattoos
Nobody but you kissing on me, kissing on me
Nobody but you kissing on me, kissing on me, oh baby
Nobody but you kissing on me, kissing on me, oh baby
Nobody but you kissing on me, kissing on me

[Outro]
K I S S I N G on my T A T T O O S, you kissing on me
K I S S I N G on my T A T T O O S, you kissing on me
K I S S I N G on my T A T T O O S, you kissing on me
K I S S I N G on my T A T T O O S, you kissing on me
Kissing on me
Kissing on me
Kissing on me
Kissing on me",August Alsina,2007,"[8, 10, 11, 12, 16, 18, 27, 34, 39, 55, 56, 58]",12
8,Hate That I Love You,"[Intro: Rihanna & Ne-Yo]
Yeah, yeah
Yeah, yeah
That's how much I love you (Yeah)
That's how much I need you (Yeah, yeah, yeah)

[Verse 1: Rihanna & Ne-Yo, Both]
And I can't stand you
Must everything you do make me wanna smile
Can I not like you for awhile? (No)
But you won't let me
You upset me, girl
And then you kiss my lips
All of a sudden I forget (That I was upset)
Can't remember what you did
But I hate it...
You know exactly what to do
So that I can't stay mad at you
For too long, that's wrong
But I hate it
You know exactly how to touch
So that I don't wanna fuss and fight no more
Said I despise that I adore you

[Chorus: Rihanna & (Ne-Yo)]
And I hate how much I love you, boy (Yeah)
I can't stand how much I need you (I need you)
And I hate how much I love you, boy (Oh, whoa)
But I just can't let you go
And I hate that I love you so (Oh)

[Verse 2: Ne-Yo & Rihanna]
You completely know the power that you have (Power that you have)
The only one makes me laugh (Makes me laugh)
Said it's not fair
How you take advantage of the fact
That I... (I)
Love you beyond the reason why (Why)
And it just ain't right, oh

[Chorus: Ne-Yo & (Rihanna)]
And I hate how much I love you, girl (Ooh)
I can't stand how much I need you (Yeah)
And I hate how much I love you, girl
But I just can't let you go (Ooh)
But I hate that I love you so

[Bridge: Rihanna & Ne-Yo, Both]
One of these days, maybe your magic won't affect me (Hmm)
And your kiss won't make me weak
But no one in this world knows me the way you know me
So you'll probably always have a spell on me
Yeah
Ooh, oh, oh
Yeah, yeah, yeah, yeah, yeah, yeah

[Chorus: Rihanna & Ne-Yo, Both]
That's how much I love you
How much as I need you
How much I need you
How much I love you
That's how much I love you
Oh, I need you
That's how much I need you
I need you
And I hate that I love you so
And I hate how much I love you, boy
I can't stand how much I need you
(I can't stand how much I need you)
And I hate how much I love you, boy (Yeah)
But I just can't let you go
(But I just can't let you go, no)
And I hate that I love you so (Ooh)
And I hate that I love you so, so",Rihanna,2007,"[9, 7, 9, 9, 12, 11, 9, 9, 9, 15, 18, 26, 39, 54, 78, 98]",16
9,Good Life,"[Pre-Hook: Kehlani]
Raise a cup up for all my day ones
Two middle fingers for the haters
Life's only getting greater
Straight up from nothing we go
Higher than the highest skyscraper
No Little League, we major
The proof is in the paper

[Hook: Kehlani & G-Eazy]
We put the good in the good in the good life
We put the good in the good in the good life
We put the bad in the past, now we alright
Eazy
Ayy, ayy, ayy, ayy
Kehlani, I got you
Ayy, yeah

[Verse 1: G-Eazy]
And it's a feelin' that I can't explain
How you make it and your team still stay the same
Stay down from the jump and they never change
Man, this a moment I could never trade, yeah
I told my moms not to stress no more
Go hit the Bentley store and no credit card debts no more (Love you mom)
I bought the crib and it's in escrow now
So you don't ever have to worry about how you gon' pay rent no more

[Refrain: G-Eazy]
I put my team in position, now they makin' a killin'
Stackin' blue faces straight to the ceilin'
Out in Vegas I'm with 'em
Orderin' bottles of that Ace when they sit 'em
'Til there ain't enough space up on the table to fit 'em
Go ahead and

[Pre-Hook: Kehlani]
Raise a cup up for all my day ones
Two middle fingers for the haters
Life's only getting greater
Straight up from nothing we go
Higher than the highest skyscraper
No Little League, we major
The proof is in the paper

[Hook: Kehlani & G-Eazy]
We put the good in the good in the good life
The good life
We put the good in the good in the good life
I said the good life
We put the bad in the past, now we alright
We alright
Ayy, ayy, ayy, ayy
Yeah, yeah
Ayy, yeah

[Verse 2: G-Eazy]
Pour some Clicquot in the glass, have a toast to success
No lookin' back from here, no more bein' broke and distressed
I put my heart into this game like I opened my chest
We only pray for more M's while you hope for the best
We make these plays, man I'm finessin' these checks
Time's up for everybody, I'm collectin' on debts
And I swear this champagne just tastes better on jets
I'm just out here bein' great, man, this as real as it gets

[Refrain: G-Eazy]
I put my team in position, now they makin' a killin'
Stackin' blue faces straight to the ceilin'
Out in Vegas I'm with 'em
Orderin' bottles of that Ace when they sit 'em
'Til there ain't enough space up on the table to fit 'em
Go ahead and

[Pre-Hook: Kehlani & G-Eazy]
Raise a cup up for all my day ones
Two middle fingers for the haters
Life's only getting greater
Straight up from nothing we go
Yeah, go up
Higher than the highest skyscraper
No Little League, we major
Yeah
The proof is in the paper
You know

[Hook: Kehlani & G-Eazy]
We put the good in the good in the good life
The good life
We put the good in the good in the good life
I said the good life
We put the bad in the past, now we alright
We alright
Ayy, ayy, ayy, ayy
Yeah, yeah
Ayy, yeah

[Bridge: Kehlani]
Damn right, from the bottom we rise
So high, now we cover sky lights
We're building an empire
We owe it all to each other
Just look at us right now, destined
We're so good right now, legend
Here's to you and I
Raise 'em to the sky

[Hook: Kehlani & G-Eazy]
We put the good in the good in the good life
Yeah
We put the good in the good in the good life
Yeah
We put the bad in the past, now we alright
Yeah, you know, uh
We put the good in the good in the good life
The good life
We put the good in the good in the good life
I said the good life
We put the bad in the past, now we alright
We alright
Ayy, ayy, ayy, ayy
Uh
Ayy, yeah

[Outro: G-Eazy]
Uh, the good life",G-Eazy & Kehlani,2007,"[10, 9, 7, 8, 7, 7, 8, 7, 8, 10, 10, 18, 13, 14]",14
