,title,lyrics,artists,date,rank,cnt
0,Dominique,"[Intro]
Oh, this the one right here, Wicked?
Okay
Yeah, yeah
Run that back, Turbo

[Chorus]
We started off as close friends (Close friends)
Somehow you turned into my girlfriend (My girlfriend)
We used to tell each other everything (Everything)
I even went and bought her diamond rings, matching earrings
Everything was so cool (So cool)
Lately baby been actin' so rude (Been so rude)
I don't know what somebody told you (What they told you)
But I ain't gon' lie, I miss the old you

[Verse 1]
I know you remember how I would hold you
Still remember how I approached you
I think I loved you 'fore I knew you
Know we be fuckin' 'fore I screwed you
Made a promise I won't use you
Play my cards right, I won't lose you
Got 'em tuned in like I'm YouTube
Got somethin' on me like it's voodoo
I'll go nuts for you, go cuckoo, lose my cool and all
And I know that shit was wrong, I shouldn't've did what I did

[Verse 2]
Just wipe your eyes and stop this cryin'
I told the truth, that I'd been lyin'
I gave you racks, I tried to buy in
I even did the unthinkable, and I'm sorry for what I did to you
Take me back, if I was you and I did what I did
I probably would, I probably wouldn't
Take you back, if I was you and I did what I did
I probably would, I probably wouldn't
Just wipe your eyes and stop this cryin'
I told the truth, that I'd been lyin'
I gave you racks, I tried to buy in
I even did the unthinkable, and I'm sorry for what I did to you

[Chorus]
We started off as close friends (Close friends)
Somehow you turned into my girlfriend (My girlfriend)
We used to tell each other everything (Everything)
I even went and bought her diamond rings, matching earrings
Everything was so cool (So cool)
Lately baby been actin' so rude (Been so rude)
I don't know what somebody told you (What they told you)
But I ain't gon' lie, I miss the old you

[Verse 3]
Keep our business to ourselves
The internet ain't doin' no help
I know I shouldn't've never left
But everything I did for us
And us, I'm speakin' on my kids
Thinkin' 'bout this shit I did
Like how the hell I get myself involved in this bullshit?
Married to the game, I can't make you my fiancée
Bad young boss bitch, treat her like Beyoncé
But damn what them broads say, I fucked them all the first day
And that's why you trippin' anyway, like when I fuck 'em I don't pay
Even if we never speak again
I'll make sure you're ridin' in the latest Benz
Keep your business all apart if you can stay out of mine
Bought a brand new Audemars, but I done ran out of time

[Chorus]
We started off as close friends (Close friends)
Somehow you turned into my girlfriend (My girlfriend)
We used to tell each other everything (Everything)
I even went and bought her diamond rings, matching earrings
Everything was so cool (So cool)
Lately baby been actin' so rude (Been so rude)
I don't know what somebody told you (What they told you)
But I ain't gon' lie, I miss the old you",Lil Baby,1963,"[1, 1, 1, 1, 2, 9, 19, 64]",8
1,There! I've Said It Again,"(Love you, love you)
I love you, there’s nothing to hide
It’s better than burning inside
I love you, no use to pretend
There I’ve said it again
I’ve said it, what more can I say
Believe me, There’s no other way
I just love you and will to the end
There I’ve said it again

I tried to drum up
A frase that would sum up
All that I feel, that I feel for you
But what good are frazes
The thought that amazes
Is you love me and it’s so heavenly
Forgive me, for wanting you so
There’s one thing I want you to know
[?] and that I love you so
Heaven knows when
There I’ve said it again
There I’ve said it again",Sam Cooke,1963,"[2, 4, 9, 22, 50]",5
2,Louie Louie,"[Intro chords]

Louie Louie, oh no, you take me where ya gotta go, yeah, yeah, yeah, yeah, yeah, baby
Louie Louie, oh baby, take me where ya gotta go

A fine little girl, she waits for me
Me catch the ship across the sea
Me sailed the ship all alone
Me never think I'll make it home

Louie Louie, oh no no no, me gotta go, yeah, yeah, yeah, yeah, yeah, baby
Louie Louie, oh baby, me gotta go

Fuck!

Three nights and days I sailed the sea
Me think of girl constantly
On the ship, I dream she there
I smell the rose in her hair

Louie Louie, oh no, me gotta go, yeah, yeah, yeah, yeah, yeah, baby
Louie Louie, oh baby, me gotta go
OK, let's give it to 'em right now

Me see

Me see Jamaica, the moon above
It won't be long me see me love
Me take her in my arms and then
I tell her I'll never leave again

Louie Louie, oh no, me gotta go, yeah, yeah, yeah, yeah, yeah, baby
Louie Louie, oh baby, me gotta go
I said me gotta go now
Let's hustle on out of here
Let's go!",The Kingsmen,1963,"[3, 2, 2, 4, 23, 41, 58, 83]",8
3,Since I Fell For You,"When you just give love, and never get love
You'd better let love depart

I know it's so, and still I know
I can't get you out of my heart

You made me leave my happy home
You took my love, and now you've gone
Since I fell for you ...

My life has been such misery and pain
I guess I'll never be the same
Since I fell for you ...

Well it's too bad, and it's too sad
That I'm in love with you ...

When you love me, and then you snub me
But what can I do, I'm still in love with you

I guess I'll never see the light
I get these blues most every night
Since I fell for you ...

Well it's too bad, and it's too sad
That I'm in love with you...

When you love me, and then you snub me
But what can I do, I'm still in love with you

I guess I'll never see the light
I get those blues most every night
Since I fell for you ...

Since you loved me, then you snubbed me
I prayed you put no one above me
Now I'm black and blue since I fell for you

Since I fell for you...For you...yeah",Bonnie Raitt,1963,"[4, 5, 6, 14, 16, 20, 43, 66, 73, 99]",10
4,You Don't Have To Be A Baby To Cry,"You don't have to be a baby to cry
All you need is for love to go wrong
You don't have to be a baby to cry
Or to lie awake the whole night long

When you leave me
My golden rainbow disappears
And you leave me a broken heart
That's full of tears

These ain't raindrops in my eyes
Why should I lie
You don't have to be a baby to cry

When you leave me
My golden rainbow disappears
And you leave me a broken heart
That's full of tears

These ain't raindrops in my eyes
Why should I lie
You don't have to be a baby to cry

You don't have to be a baby to cry
You don't have to be a baby to cry",Tennessee Ernie Ford,1963,"[5, 3, 5, 7, 19, 22, 41, 56, 84]",9
5,Drip Drop,"[Chorus: Yazz and Serayah McNeill]
She do it all night
She goin' hard, right?
She love the spotlight
She make that thang go
Drip drop, drip drippity drop
Drip drop, I do my dance like
Drip drop, drip drippity drop
Drip drop, drip drippity drop

[Verse 1: Yazz]
I know you got that bomb shorty, can I get it?
Somethin' on my mind, girl I know you ready
I-I can't stop eyein' you
Lovin' the way you move
G-G-Got me obsessin' the sex, Undeniable
Don't let go (go)
You wanna get it when you on that pole (pole)
You wanna get it but you scared to admit it
‘Cause you livin’ for that minute when you on that flo', makin' doe
And look at the way you dance (I'm doin' it for the bands)
You got a lot of fans, make me wanna watch my hands

[Chorus: Yazz and Serayah McNeill]
She do it all night
She goin' hard, right?
She love the spotlight
She make that thang go
Drip drop, drip drippity drop
Drip drop, I do my dance like
Drip drop, drip drippity drop
Drip drop, drip drippity drop

Funny how time flies, when she buss it open
(When she buss it o-) W-when she buss it o-
Drip drop, drip drippity drop
Drip drop, drip drippity drop
Drip drop, drip drop

[Verse 2: Yazz (Serayah McNeill)]
You hella pretty, are you from the city?
Let me put you a viddy, maybe later on say Hello Kitty
Sorry if I come off too strong, but this yo' song
And if you come with me, you can puff on daddy
Like my middle name is Diddy (Take that)
What you wanna do girl, can I guess it?
You're my new girl, so let me test it
Let me get that thang, we can play first string
Come sit on my bench, let me press it
You so excited, delighted to hear I like it
The diamonds in my watch, you know they be shinin'

[Chorus: Yazz and Serayah McNeill]
She do it all night
She goin' hard, right?
She love the spotlight
She make that thang go
Drip drop, drip drippity drop
Drip drop, I do my dance like
Drip drop, drip drippity drop
Drip drop, drip drippity drop

Funny how time flies, when she buss it open
(When she buss it o-) W-when she buss it o-
Drip drop, drip drippity drop
Drip drop, drip drippity drop
Drip drop, drip drop

[Bridge: Serayah McNeill (Yazz)]
When they turn them lights off
I'mma take all your cash
Come and get this private dance
This private dance, this private dance
This private dance, this private dance


When they turn them lights off (When they turn them lights off)
I'mma take all your cash (You can have all my cash)
Come and get this private dance (Let me get that private dance)
This private dance, this private dance
(That private dance, that private dance)
This private dance, this private dance
(That private dance, that private dance)

Keep it goin', don't stop
Give me somethin' to watch
Got her ass in the air, but it's ready to drop
Shorty bad, shorty bad, bet she hear it a lot
Got that thang so wet, bet it's ready to pop
So let's go

[Chorus: Yazz and Serayah McNeill]
She do it all night
She goin' hard, right?
She love the spotlight
She make that thang go
Drip drop, drip drippity drop
Drip drop, I do my dance like
Drip drop, drip drippity drop
Drip drop, drip drippity drop

Funny how time flies, when she buss it open
(When she buss it o-) W-when she buss it o-
Drip drop, drip drippity drop
Drip drop, drip drippity drop
Drip drop, drip - I see you baby",Empire Cast,1963,"[6, 7, 8, 15, 26, 38, 73]",7
6,Forget Him,"Anthony

Forget him if he doesn’t love you, forget him if he doesn’t ca-a-a-a-are
Don’t let him tell you that he wants you
‘cause he can’t give you love which isn’t there
Little girl, he’s never dreaming of you
He’ll break your heart, ya wait and see
So don’t you cry now, just tell him goodbye now
Forget him and please come home to me

(Forget him if he doesn’t love you, forget him if he doesn’t care)
Don’t let him tell ya that he wants you
‘cause he can’t give you love which isn’t there
Oh little girl, he’s never dreaming of you
He’ll break your heart, ya wait and see-e-e
So don’t you cry now, just tell him goodbye now
Forget him and please come home to me

No don’t you cry now better tell him goodbye now
Forget him—and--please—come—home--to------meeeee",Gary Lewis & The Playboys,1963,"[7, 13, 25, 30, 49, 60, 78, 94]",8
7,Popsicles And Icicles,"[Verse 1]
Popsicles, icicles, baseball and fancy clothes
These are a few of the things he loves
He loves Levis and brown eyes
And wind blowin' through his hair
These are a part of the boy I love

[Pre-Chorus]
If you put them all together
Much to your surprise (oh tell me what)
You'll find a bit of heaven
Right before your eyes

[Chorus]
Bright stars and guitars and
Drive-ins on Friday night
These are a few of the things we love

[Bridge]
(May be) silly but still he is
Just what I dream about
Yes, he's the boy that I love

[Pre-Chorus]

[Chorus]

Popsicles, icicles
Popsicles, icicles, hmmm",The Murmaids,1963,"[8, 10, 16, 32, 63, 80]",6
8,Talk Back Trembling Lips,"Talk back trembling lips
Shaky legs don't just stand there

Don't let her know that she's getting through with you
Talk back trembling lips
Burning eyes don't start crying
Heart don't let her know that you're breaking in two

Everyday our love's a battle royal
Dear, it seems that fighting's all we do
But if I let you know how much I love you
You'll do things to me you shouldn't do so

Talk back trembling lips
Shaky legs don't just stand there

Every time you up and hurt my feelings
I pretend it couldn't matter less
I'm just hiding all of my emotions
Behind my broken heart I guess so

Talk back trembling lips
Shaky legs don't just stand there
Heart don't let her know that you're breaking in two",Ernie Ashworth,1963,"[9, 11, 18, 26, 31, 42, 59, 91]",8
9,Be True To Your School,"When some loud braggart
Tries to put me down
And says his school is great
I tell him right away

Now what's the matter, buddy?
Ain't you heard of my school?
It's number one in the state

So be true to your school now
Just like you would to your girl or guy
Be true to your school now
And let your colors fly
Be true to your school

I got a Letterman's sweater
With a letter in front
I got for football and track
I'm proud to where it now

When I cruise around
The other parts of the town
I got a decal in back

So be true to your school now
Just like you would to your girl or guy
Be true to your school now
And let your colors fly
Be true to your school

On Friday, we'll be jacked up
On the football game
And I'll be ready to fight
We're gonna smash 'em now

My girl will be working
On her pom-poms now
And she'll be yelling tonight

So be true to your school now
Just like you would to your girl or guy
Be true to your school now
And let your colors fly
Be true to your school

Rah rah rah, be true to your school
Rah rah rah, be true to your school
Rah rah rah, be true to your school
Rah rah rah, be true to your school",Jan and Dean,1963,"[10, 6, 7, 8, 14, 19, 44, 69, 83]",9
