,title,lyrics,artists,date,rank,cnt
0,Blank Space,"[Verse 1]
Nice to meet you, where you been?
I could show you incredible things
Magic, madness, heaven, sin
Saw you there, and I thought
""Oh my God, look at that face
You look like my next mistake
Love's a game, wanna play?""
Ayy

[Verse 2]
New money, suit and tie
I can read you like a magazine
Ain't it funny? Rumors fly
And I know you heard about me
So hey, let's be friends
I'm dyin' to see how this one ends
Grab your passport and my hand
I can make the bad guys good for a weekend

[Chorus]
So it's gonna be forever
Or it's gonna go down in flames
You can tell me when it's over, mm
If the high was worth the pain
Got a long list of ex-lovers
They'll tell you I'm insane
'Cause you know I love the players
And you love the game
'Cause we're young and we're reckless
We'll take this way too far
It'll leave you breathless, hmm
Or with a nasty scar
Got a long list of ex-lovers
They'll tell you I'm insane
But I've got a blank space, baby
And I'll write your name

[Verse 3]
Cherry lips, crystal skies
I could show you incredible things
Stolen kisses, pretty lies
You're the King, baby, I'm your Queen
Find out what you want
Be that girl for a month
Wait, the worst is yet to come
Oh, no

[Verse 4]
Screaming, crying, perfect storms
I can make all the tables turn
Rose garden filled with thorns
Keep you second guessin' like
""Oh my God, who is she?""
I get drunk on jealousy
But you'll come back each time you leave
'Cause, darling, I'm a nightmare dressed like a daydream

[Chorus]
So it's gonna be forever
Or it's gonna go down in flames
You can tell me when it's over, mm
If the high was worth the pain
Got a long list of ex-lovers
They'll tell you I'm insane
'Cause you know I love the players
And you love the game
'Cause we're young and we're reckless
We'll take this way too far
It'll leave you breathless, hmm
Or with a nasty scar
Got a long list of ex-lovers
They'll tell you I'm insane
But I've got a blank space, baby
And I'll write your name

[Bridge]
Boys only want love if it's torture
Don't say I didn't, say I didn't warn ya
Boys only want love if it's torture
Don't say I didn't, say I didn't warn ya

[Chorus]
So it's gonna be forever
Or it's gonna go down in flames
You can tell me when it's over, mm
If the high was worth the pain
Got a long list of ex-lovers
They'll tell you I'm insane
'Cause you know I love the players
And you love the game
'Cause we're young and we're reckless
We'll take this way too far
It'll leave you breathless, hmm
Or with a nasty scar
Got a long list of ex-lovers
They'll tell you I'm insane
But I've got a blank space, baby
And I'll write your name",Taylor Swift,2014,"[1, 1, 1, 1, 1, 13, 18]",7
1,Take Me To Church,"Pre-Verse:
From here on earth
Please hear my verse
Cause yea they said it
But I said it first
So in a sense, I gave these ni**as birth
That's why my fans at my show screaming Take Me To Church!

Verse:
No suit and tie, but baby I go to work
Don't do it for the money but that's one of the perks
If y'all got the shovel then I've got the dirt
Burying rappers is what I mean when I say take 'em to church!
Oh man I'm back with more bars
Your girlfriend on my score card
Opportunity knocks...
Well someone please tell me where the doors are
Before I trample it ni**a
Somebody better answer this ni**a
If you ain't never heard of me...
I'm bout to show you what the mother f*ckin anthem is ni**a
Diamonds and Treasure, that don't bring me no pleasure
Every day I just wake up, saying I can do better
Tryna find me a girl to put her hands in the holes of my sweater
And truth be told I just pray that this moment last me forever
I swear I...

Chorus: Hozier

Pre-Verse:
From here on earth
Please hear my verse
Cause yea they said it
But I said it first
So in a sense, I gave these ni**as birth
That's why my fans at my show screaming Take Me To Church!

Verse:
No suit and tie, but baby I go to work
Don't do it for the money but that's one of the perks
If y'all got the shovel then I've got the dirt
Burying rappers is what I mean when I say take 'em to church!
And I'm more influential, cause I'm somewhat anti governmental
And I feel like all I need is God, I don't really give a f*ck if I offend you
I don't really think you know what I have been through
But that's something I'd rather not get into
Cause I can't put my life inside a pencil, and that's something I'd rather not pretend to....
Be able to do, and an 8th full of shrooms
Couldn't paint what I paint when the bass goes boom
And the lights go low, and they call it magic
Like I'm rockin a cape and a broom
Mental patient escaping the room
Now I'm out the basement headed straight for the moon
And it might be some black shit, but I feel like I'm Radio Active

Chorus: Hozier

Pre-Bridge:
From here on earth
Please hear my verse
Cause yea they said it
But I said it first
So in a sense, I gave these ni**as birth
That's why my fans at my show screaming Take Me To Church!",YONAS,2014,"[2, 2, 3, 3, 92, 6, 8, 10, 9, 33, 49, 62, 64, 70, 69, 75, 84, 87, 96]",19
2,Uptown Funk!,"[Intro: Bruno Mars]
Doh, doh, doh, doh, doh, doh, doh, doh, doh
Doh, doh, doh, doh, doh, doh, doh, doh
Doh, doh, doh, doh, doh, doh, doh, doh
Doh, doh, doh, doh (Aww, ow)

[Verse 1: Bruno Mars]
This hit, that ice cold
Michelle Pfeiffer, that white gold
This one, for them hood girls
Them good girls, straight masterpieces
Stylin', wilin', livin' it up in the city
Got Chucks on with Saint Laurent
Gotta kiss myself, I'm so pretty (mwah!)

[Pre-Chorus: Bruno Mars]
I'm too hot (Hot damn)
Call the police and the fireman
I'm too hot (Hot damn)
Make a dragon wanna retire man
I'm too hot  (Hot damn)
Say my name you know who I am
I'm too hot (Hot damn)
And my band 'bout that money, break it down

[Chorus: Bruno Mars]
Girls hit your hallelujah (Woo!)
Girls hit your hallelujah (Woo!)
Girls hit your hallelujah (Woo!)
'Cause Uptown Funk gon' give it to you
'Cause Uptown Funk gon' give it to you
'Cause Uptown Funk gon' give it to you
Saturday night and we in the spot
Don't believe me, just watch (Come on)

[Post-Chorus]
Doh, doh, doh, doh, doh, doh, doh, doh
Doh, doh, doh, doh, doh, doh, doh, doh (Ah!)
Don't believe me, just watch (Doh, doh, doh, doh, doh, doh, doh, doh!)
Doh, doh, doh, doh, doh, doh, doh, doh
Doh, doh, doh, doh, doh, doh, doh, doh
Doh, doh, doh, doh, doh, doh, doh, doh (Ah!)
Don't believe me, just watch
Don't believe me, just watch
Don't believe me, just watch
Don't believe me, just watch
Hey, hey, hey, oh!

[Verse 2: Bruno Mars]
Stop, wait a minute!
Fill my cup, put some liquor in it
Take a sip, sign the check
Julio! Get the stretch!
Ride to Harlem, Hollywood, Jackson, Mississippi
If we show up, we gon' show out
Smoother than a fresh jar of Skippy

[Pre-Chorus: Bruno Mars]
I'm too hot (Hot damn)
Call the police and the fireman
I'm too hot (Hot damn)
Make a dragon wanna retire, man
I'm too hot (Hot damn)
Bitch, say my name you know who I am
I'm too hot (Hot damn)
And my band 'bout that money, break it down

[Chorus: Bruno Mars]
Girls hit your hallelujah (Woo!)
Girls hit your hallelujah (Woo!)
Girls hit your hallelujah (Woo!)
'Cause Uptown Funk gon' give it to you
'Cause Uptown Funk gon' give it to you
'Cause Uptown Funk gon' give it to you
Saturday night and we in the spot
Don't believe me, just watch (Come on)

[Post-Chorus]
Doh, doh, doh, doh, doh, doh, doh, doh (Ah!)
Don't believe me, just watch
Doh, doh, doh, doh, doh, doh, doh, doh (Ah!)
Don't believe me, just watch
Don't believe me, just watch
Don't believe me, just watch
Don't believe me, just watch
Hey, hey, hey, oh!

[Bridge: Bruno Mars]
Doh, doh, doh, doh, doh, doh, doh, doh
Before we leave (Doh, doh, doh, doh, doh, doh, doh, doh)
Lemme tell y'all a lil' something (Doh, doh, doh, doh, doh, doh, doh, doh)
Uptown Funk you up, Uptown Funk you up (Doh, doh, doh, doh, doh, doh, doh, doh)
Uptown Funk you up, Uptown Funk you up (Doh, doh, doh, doh, doh, doh, doh, doh)
I said Uptown Funk you up, Uptown Funk you up (Doh, doh, doh, doh, doh, doh, doh, doh)
Uptown Funk you up, Uptown Funk you up (Doh, doh, doh, doh, doh, doh, doh, doh)
Come on, dance
Jump on it (Doh, doh, doh, doh, doh, doh, doh, doh)
If you sexy then flaunt it (Doh, doh, doh, doh, doh, doh, doh, doh)
If you freaky then own it (Doh, doh, doh, doh, doh, doh, doh, doh)
Don’t brag about it, come show me (Doh, doh, doh, doh, doh, doh, doh, doh)
Come on, dance (Doh, doh, doh, doh, doh, doh, doh, doh)
Jump on it (Doh, doh, doh, doh, doh, doh, doh, doh)
If you sexy then flaunt it (Doh, doh, doh, doh, doh, doh, doh, doh)
Well it's Saturday night and we in the spot

[Post-Chorus: Bruno Mars]
Don't believe me, just watch (Come on, doh, doh, doh, doh, doh, doh, doh, doh)
Don't believe me, just watch (Doh, doh, doh, doh, doh, doh, doh, doh)
Don't believe me, just watch
Don't believe me, just watch
Don't believe me, just watch
Don't believe me, just watch
Hey, hey, hey, oh!

[Outro: Bruno Mars]
Uptown Funk you up, Uptown Funk you up (Say whaa?!)
Uptown Funk you up, Uptown Funk you up
Uptown Funk you up, Uptown Funk you up (Say whaa?!)
Uptown Funk you up, Uptown Funk you up
Uptown Funk you up, Uptown Funk you up (Say whaa?!)
Uptown Funk you up, Uptown Funk you up
Uptown Funk you up, Uptown Funk you up (Say whaa?!)
Uptown Funk you up",Mark Ronson,2014,"[3, 5, 8, 18, 65]",5
3,Lips Are Movin,"[Intro]
If your lips are movin, if your lips are movin
If your lips are movin, then you’re lyin’, lyin’, lyin’, baby
If your lips are movin, if your lips are movin (Oh)
If your lips are movin, I said you’re lyin’, lyin’, lyin’, baby

[Verse 1]
Boy, look at me in my face
Tell me that you’re not just about this bass (Uh)
You really think I could be replaced
Nah, I come from outer space
And I'm a classy girl, I'mma hold it up
You're full of something, but it ain't love
And what we got, straight overdue
Go find somebody new

[Pre-Chorus]
You can buy me diamond earrings and deny-ny-ny, ny-ny-ny, deny-ny
But I smell her on your collar, so goodbye-bye-bye, bye-bye-bye

[Chorus]
I know you're lyin' (Lyin')
'Cause your lips are movin' (Movin')
Tell me, do you think I'm dumb?
I might be young (Young), but I ain't stupid (Stupid)
Talking around in circles with your tongue
I gave you bass (Bass), you gave me sweet talk (Sweet talk)
Saying how I’m your number one
But I know you lie (Lie)
'Cause your lips are movin (Movin)
Baby, don't you know I'm done?

[Interlude]
If your lips are movin, if your lips are movin
If your lips are movin, then you’re lyin’, lyin’, lyin’, baby
If your lips are movin, if your lips are movin (Oh)
If your lips are movin, then you’re lyin’, lyin’, lyin’ (Hey)

[Verse 2]
Hey baby, don't you bring them tears
'Cause it's too late, too late, babe, oh (Ha)
You only love me when you're here
You're so two-faced, two-faced, babe, oh

[Pre-Chorus]
You can buy me diamond earrings and deny-ny-ny, ny-ny-ny, deny-ny (Yes you can, babe)
But I smell her on your collar, so goodbye-bye-bye, bye-bye-bye
(Hey)

[Chorus]
I know you're lyin' (Lyin')
'Cause your lips are movin' (Movin')
Tell me, do you think I'm dumb?
I might be young (Young), but I ain't stupid (Stupid)
Talking around in circles with your tongue
I gave you bass (Bass), you gave me sweet talk (Sweet talk)
Saying how I’m your number one
But I know you lie (Lie)
'Cause your lips are movin (Movin)
Baby, don't you know I'm done?

[Interlude]
Come on, say
If your lips are movin (Hey, hey), if your lips are movin (Hey, hey)
If your lips are movin, then you’re lyin’, lyin’, lyin’
If your lips are movin (Alright now), If your lips are movin
(I wanna hear yall sing it with me)
If your lips are movin, then you’re lyin’, lyin’, lyin’ (Here we go)

[Chorus]
I know you're lyin' (Lyin')
'Cause your lips are movin' (Movin')
Tell me, do you think I'm dumb? (Ohh)
I might be young (Young), but I ain't stupid (Stupid)
Talking around in circles with your tongue
I gave you bass (Bass), you gave me sweet talk (Sweet talk)
Saying how I’m your number one
But I know you lie (I know you lie)
'Cause your lips are movin (Your lips are movin)
Baby, don't you know I'm done?",Meghan Trainor,2014,"[4, 8, 13, 19, 38, 50, 70, 93]",8
4,I'm Not The Only One,"[Verse 1]
You and me, we made a vow
For better or for worse
I can't believe you let me down
But the proof's in the way it hurts
For months on end I've had my doubts
Denying every tear
I wish this would be over now
But I know that I still need you here

[Chorus]
You say I'm crazy
'Cause you don't think I know what you've done
But when you call me baby
I know I'm not the only one

[Verse 2]
You've been so unavailable
Now, sadly, I know why
Your heart is unobtainable
Even though Lord knows you kept mine

[Chorus]
You say I'm crazy
'Cause you don't think I know what you've done
But when you call me baby
I know I'm not the only one

[Bridge]
I have loved you for many years
Maybe I am just not enough
You've made me realise my deepest fear
By lying and tearing us up

[Chorus]
You say I'm crazy
'Cause you don't think I know what you've done
But when you call me baby
I know I'm not the only one

You say I'm crazy
'Cause you don't think I know what you've done
But when you call me baby
I know I'm not the only one

[Outro]
I know I'm not the only one
I know I'm not the only one
And I know, and I know, and I know, and I know, and I know, and I know, know
I know I'm not the only one",Sam Smith,2014,"[5, 7, 7, 7, 9, 11, 12, 16, 20, 25, 52, 63, 84, 93, 69]",15
5,Thinking Out Loud,"[Verse 1]
When your legs don't work like they used to before
And I can't sweep you off of your feet
Will your mouth still remember the taste of my love?
Will your eyes still smile from your cheeks?
And darling, I will be loving you till we're seventy
And baby, my heart could still fall as hard at twenty-three
And I'm thinking 'bout how

[Pre-Chorus 1]
People fall in love in mysterious ways
Maybe just the touch of a hand
Well me, I fall in love with you every single day
I just wanna tell you I am

[Chorus]
So honey, now, take me into your loving arms
Kiss me under the light of a thousand stars
Place your head on my beating heart, I'm thinking out loud
And maybe we found love right where we are

[Verse 2]
When my hair's all but gone and my memory fades
And the crowds don't remember my name
When my hands don't play the strings the same way
I know you will still love me the same
'Cause, honey, your soul could never grow old, it's evergreen
And baby, your smile's forever in my mind and memory
And I'm thinking 'bout how

[Pre-Chorus 2]
People fall in love in mysterious ways
And maybe it's all part of a plan
Well I'll just keep on making the same mistakes
Hoping that you'll understand

[Chorus]
That, baby, now, take me into your loving arms
Kiss me under the light of a thousand stars
Place your head on my beating heart, I'm thinking out loud
And maybe we found love right where we are

[Chorus]
So baby, now, take me into your loving arms
Kiss me under the light of a thousand stars
Oh darling, place your head on my beating heart, I'm thinking out loud
That maybe we found love right where we are
Oh baby, we found love right where we are
And we found love right where we are",Ed Sheeran,2014,"[6, 24, 39, 40, 62, 68, 84, 75, 79, 69]",10
6,All About That Bass,"[Chorus]
Because you know I'm all about that bass
'Bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass

[Verse 1]
Yeah, it's pretty clear, I ain't no size two
But I can shake it, shake it, like I'm supposed to do
'Cause I got that boom boom that all the boys chase
And all the right junk in all the right places
I see the magazines working that Photoshop
We know that shit ain't real, come on now, make it stop
If you got beauty beauty just raise 'em up
'Cause every inch of you is perfect from the bottom to the top

[Pre-Chorus]
Yeah, my momma she told me don't worry about your size
She says, boys like a little more booty to hold at night
(That booty, booty, uh, that booty booty)
You know I won't be no stick-figure, silicone Barbie doll
So, if that's what's you're into then go ahead and move along

[Chorus]
Because you know I'm all about that bass
'Bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass

[Verse 2]
Hey, I'm bringing booty back
Go ahead and tell them skinny bitches that
No, I'm just playing I know you think you're fat
But I'm here to tell you
Every inch of you is perfect from the bottom to the top

[Pre-Chorus]
Yeah, my momma she told me don't worry about your size
She says, boys like a little more booty to hold at night
(That booty, booty, uh, that booty booty)
You know I won't be no stick-figure, silicone Barbie doll
So, if that's what's you're into then go ahead and move along

[Chorus]
Because you know I'm all about that bass
'Bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass
Because you know I'm all about that bass
'Bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass
Because you know I'm all about that bass
'Bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass, no treble
I'm all 'bout that bass, 'bout that bass

[Click here to read about when Meghan Trainor met her co-writer on this song, Kevin Kadish]",Meghan Trainor,2014,"[7, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 2, 4, 8, 28, 54, 84]",23
7,Animals,"[Chorus]
Baby, I'm preying on you tonight
Hunt you down, eat you alive
Just like animals, animals, like animals-mals
Maybe you think that you can hide
I can smell your scent from miles
Just like animals, animals, like animals-mals
Baby, I'm... (Hey)

[Verse 1]
So what you trying to do to me? (Hey)
It's like we can't stop, we're enemies (Hey)
But we get along when I'm inside you, yeah (Hey)
You're like a drug that's killing me (Hey)
I cut you out entirely (Hey)
But I get so high when I'm inside you

[Pre-Chorus]
Yeah, you can start over, you can run free (Hey)
You can find other fish in the sea (Hey)
You can pretend it's meant to be (Hey)
But you can't stay away from me
I can still hear you making that sound (Hey)
Taking me down, rolling on the ground (Hey)
You can pretend that it was me, but no, oh (Hey)

[Chorus]
Baby, I'm preying on you tonight
Hunt you down, eat you alive
Just like animals, animals, like animals-mals
Maybe you think that you can hide
I can smell your scent from miles
Just like animals, animals, like animals-mals
Baby, I'm... (Hey)

[Verse 2]
So if I run, it's not enough (Hey)
You're still in my head, forever stuck (Hey)
So you can do what you wanna do, yeah (Hey)
I love your lies, I'll eat 'em up (Hey)
But don't deny the animal (Hey)
That comes alive when I'm inside you

[Pre-Chorus]
Yeah, you can start over, you can run free (Hey)
You can find other fish in the sea (Hey)
You can pretend it's meant to be
But you can't stay away from me
I can still hear you making that sound (Hey)
Taking me down, rolling on the ground (Hey)
You can pretend that it was me, but no, oh (Hey)

[Chorus]
Baby, I'm preying on you tonight
Hunt you down, eat you alive
Just like animals, animals, like animals-mals
Maybe you think that you can hide
I can smell your scent from miles
Just like animals, animals, like animals-mals
Baby, I'm...

[Bridge]
Don't tell no lie, lie, lie, lie
You can't deny-ny-ny-ny
The beast inside, si-si-side
Yeah, yeah, yeah
No girl don't lie, lie, lie, lie (No, no, don't lie)
You can't deny-ny-ny-ny (You can't deny)
The beast inside, si-si-side
Yeah, yeah, yeah, yo-oh, oh, oh, oh, oh, oh, oh
Just like animals, animals, like animals-mals (Hey, hey)
Just like animals, animals, like animals-mals, oww!
(Yeah, yeah, yeah)

[Chorus]
Baby, I'm preying on you tonight
Hunt you down, eat you alive
Just like animals, animals, like animals-mals
Maybe you think that you can hide
I can smell your scent from miles
Just like animals, animals, like animals-mals
Baby, I'm...

[Outro]
Don't tell no lie, lie, lie, lie
You can't deny-ny-ny-ny
The beast inside, si-si-side
Yeah, yeah, yeah
No girl don't lie, lie, lie, lie (No, no, don't lie)
You can't deny-ny-ny-ny (You can't deny)
The beast inside, si-si-side
Yeah, yeah, yeah",Maroon 5,2014,"[8, 4, 5, 4, 4, 3, 4, 5, 7, 7, 8, 33, 51, 56, 55, 54, 86, 47, 40, 24, 24, 21, 23, 24, 23, 26, 26, 31, 36, 37, 45, 48, 50, 53, 59, 51, 55, 59]",38
8,Love Me Harder,"[Verse 1: Ariana Grande]
Tell me something I need to know
Then take my breath and never let it go
If you just let me invade your space
I’ll take the pleasure, take it with the pain
And if in the moment, I bite my lip
Baby, in that moment, you’ll know this is
Something bigger than us and beyond bliss
Give me a reason to believe it

[Chorus: Ariana Grande]
'Cause if you want to keep me
You gotta, gotta, gotta, gotta
Got to love me harder
And if you really need me
You gotta, gotta, gotta, gotta
Got to love me harder (lo-love me harder)
Ooh-ooh-ooh-ooh
Love me, love me, love me
Ooh-ooh-ooh-ooh
Harder, harder, harder

[Verse 2: The Weeknd]
I know your motives and you know mine
The ones that love me, I tend to leave behind
If you know about me and choose to stay
Then take this pleasure and take it with the pain
And if in the moment you bite your lip
When I get you moaning, you know it's real
Can you feel the pressure between your hips?
I’ll make it feel like the first time

[Chorus: Ariana Grande, The Weeknd]
'Cause if you want to keep me
You gotta, gotta, gotta, gotta
Got to love me harder (I'ma love you harder, hey!)
And if you really need me
You gotta, gotta, gotta, gotta
Got to love me harder (baby I love you) (lo-love me harder)
Ooh-ooh-ooh-ooh
Love me, love me, love me
Ooh-ooh-ooh-ooh
Harder, harder, harder (oh)
Ooh-ooh-ooh-ooh
Love me, love me, love me
Ooh-ooh-ooh-ooh
Harder, harder, harder (you gotta love me harder)

[Bridge: The Weeknd, Ariana Grande]
So what do I do if I can’t figure it out?
You got to try, try, try again, yeah (oh whoa)
So what do I do if I can’t figure it out?
I’m gonna leave, leave, leave again

[Chorus: Ariana Grande, The Weeknd, both]
'Cause if you want to keep me (hey!)
You gotta, gotta, gotta, gotta
Got to love me harder (I'ma love you, love you, love)
And if you really need me (ooh)
You gotta, gotta, gotta, gotta
Got to love me harder (got to love me, baby)
'Cause if you want to keep me
You gotta, gotta, gotta, gotta
Got to love me harder (love me harder, love me harder)
And if you really need me
You gotta, gotta, gotta, gotta (I'ma do it, do it, do it)
Got to love me harder (I'ma love you harder, hey!)

[Outro: Ariana Grande, The Weeknd]
Ooh-ooh-ooh-ooh
Love me, love me, love me (love me)
Ooh-ooh-ooh-ooh
Harder, harder, harder (boy you gotta love me, love me, baby)
Ooh-ooh-ooh-ooh
Love me, love me, love me (just a little bit harder, harder, baby)
Ooh-ooh-ooh-ooh
Harder, harder, harder",Ariana Grande & The Weeknd,2014,"[9, 10, 10, 9, 13, 7, 24, 37, 57, 79]",10
9,Shake It Off,"[Verse 1]
I stay out too late
Got nothing in my brain
That's what people say, mm, mm
That's what people say, mm, mm
I go on too many dates
But I can't make them stay
At least that's what people say, mm, mm
That's what people say, mm, mm

[Pre-Chorus 1]
But I keep cruisin'
Can't stop, won't stop movin'
It's like I got this music in my mind
Saying it's gonna be alright

[Chorus]
'Cause the players gonna play, play, play, play, play
And the haters gonna hate, hate, hate, hate, hate
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off
Heartbreakers gonna break, break, break, break, break
And the fakers gonna fake, fake, fake, fake, fake
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off

[Verse 2]
I never miss a beat
I'm lightning on my feet
And that's what they don’t see, mm, mm
That's what they don’t see, mm, mm
I'm dancing on my own (Dancing on my own)
I make the moves up as I go (Moves up as I go)
And that's what they don't know, mm, mm
That’s what they don’t know, mm, mm

[Pre-Chorus 2]
But I keep cruisin'
Can't stop, won't stop groovin'
It's like I got this music in my mind
Saying it's gonna be alright

[Chorus]
'Cause the players gonna play, play, play, play, play
And the haters gonna hate, hate, hate, hate, hate
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off
Heartbreakers gonna break, break, break, break, break
And the fakers gonna fake, fake, fake, fake, fake
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off

[Post-Chorus]
Shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off

[Interlude]
Hey, hey, hey
Just think while you've been getting down and out about the liars
And the dirty, dirty cheats of the world
You could've been getting down
To this sick beat

[Bridge]
My ex-man brought his new girlfriend
She's like, “Oh my God,” but I'm just gonna shake
And to the fella over there with the hella good hair
Won't you come on over, baby?
We can shake, shake, shake
Yeah, oh, oh, oh

[Chorus]
'Cause the players gonna play, play, play, play, play
And the haters gonna hate, hate, hate, hate, hate
(Haters gonna hate)
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off
Heartbreakers gonna break, break, break, break, break (Mmhm)
And the fakers gonna fake, fake, fake, fake, fake
(And fake, and fake, and fake)
Baby, I'm just gonna shake, shake, shake, shake, shake
I shake it off, I shake it off

[Post-Chorus]
Shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off
Shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off (Yeah)
Shake it off, I shake it off
I, I, I shake it off, I shake it off (You got to)
I, I, I shake it off, I shake it off
I, I, I shake it off, I shake it off

[Video directed by Mark Romanek]",Taylor Swift,2014,"[10, 6, 4, 5, 3, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1]",17
