,title,lyrics,artists,date,rank,cnt
0,Because I Love You (The Postman Song),"I got your letter from the postman just the other day
So I decided to write you this song
And just to let you know exactly the way I feel
And let you know my love's for real

Because I love you
And I'll do anything
I'll give you my heart, my everything
Because I love you
I'll be right by your side
To be your light, to be your guide

If you should feel that I don't really care
And that you're starting to lose ground
Just let me reassure you that you can count on me
And that I'll always be around

Because I love you
My heart's an open door
Girl, won't you please come on in
Because I love you
I'll be right by your side
To be your light, to be your guide

If you should feel that I don't really care
And that you're starting to lose your ground
Just let me reassure you that you can count on me
And that I will always be around

Because I love you
My heart's an open door
Girl, won't you please come on in
Because I love you
I'll be right by your side
To be your light, to be your guide",Stevie B,1990,"[1, 1, 1, 1, 3, 5, 8, 15, 27, 37, 50, 61, 80]",13
1,Justify My Love,"[Verse 1]
I want to kiss you in Paris
I want to hold your hand in Rome
I want to run naked in a rainstorm
Make love in a train cross-country
You put this in me
So now what, so now what?

[Chorus]
Wanting, needing, waiting
For you to justify my love
Hoping, praying
For you to justify my love

[Verse 2]
I want to know you
Not like that
I don't want to be your mother
I don't want to be your sister either
I just want to be your lover
I want to have your baby
Kiss me, that's right, kiss me

[Chorus]
Wanting, needing, waiting
For you to justify my love
Yearning, burning
For you to justify my love

[Verse 3]
What are you going to do?
What are you going to do?
Talk to me, tell me your dreams
Am I in them?
Tell me your fears
Are you scared?
Tell me your stories
I'm not afraid of who you are
We can fly!
Poor is the man
Whose pleasures depend
On the permission of another
Love me, that's right, love me
I want to be your baby

[Chorus]
Wanting, needing, waiting
For you to justify my love
I'm open and ready
For you to justify my love
To justify my love
Wanting, to justify
Waiting, to justify my love
Praying, to justify
To justify my love
I'm open, to justify my love",Madonna,1990,"[2, 2, 4, 10, 23, 36, 46]",7
2,From A Distance,"[Intro]
Young Ugly God, bruh
The title explains everything, nigga
I don't got to say shit

[Pre-Chorus]
I went to Dollar General
To buy a pack of Skittles
Then I saw a girl she looked delicious
She walked down my aisle
So I turned around
