,title,lyrics,artists,date,rank,cnt
0,How You Remind Me,"[Verse 1]
Never made it as a wise man
I couldn't cut it as a poor man stealing
Tired of living like a blind man
I'm sick of sight without a sense of feeling
And this is how you remind me

[Pre-Chorus]
This is how you remind me of what I really am
This is how you remind me of what I really am

[Chorus]
It's not like you to say sorry
I was waiting on a different story
This time I'm mistaken
For handing you a heart worth breaking
And I've been wrong, I've been down
Been to the bottom of every bottle
These five words in my head
Scream ""Are we having fun yet?""

[Post-Chorus]
Yeah, yeah, yeah, no, no
Yeah, yeah, yeah, no, no

[Verse 2]
It's not like you didn't know that
I said I love you and I swear I still do
And it must have been so bad
'Cause living with me must have damn near killed you

[Pre-Chorus]
And this is how you remind me of what I really am
This is how you remind me of what I really am

[Chorus]
It's not like you to say sorry
I was waiting on a different story
This time I'm mistaken
For handing you a heart worth breaking
And I've been wrong, I've been down
Been to the bottom of every bottle
These five words in my head
Scream ""Are we having fun yet?""

[Post-Chorus]
Yeah, yeah, yeah, no, no
Yeah, yeah, yeah, no, no
Yeah, yeah, yeah, no, no
Yeah, yeah, yeah, no, no

[Bridge]
Never made it as a wise man
I couldn't cut it as a poor man stealing
And this is how you remind me
This is how you remind me

[Pre-Chorus]
This is how you remind me of what I really am
This is how you remind me of what I really am

[Chorus]
It's not like you to say sorry
I was waiting on a different story
This time I'm mistaken
For handing you a heart worth breaking
And I've been wrong, I've been down
Been to the bottom of every bottle
These five words in my head
Scream ""Are we having fun yet?""

[Outro]
Yeah, yeah, are we having fun yet?
Yeah, yeah, are we having fun yet?
Yeah, yeah, are we having fun yet?
(These five words in my head) Yeah, yeah
No, no",Nickelback,2001,"[1, 1, 3, 3, 4, 5, 9, 11, 17, 26, 36, 43, 53, 58, 60, 64, 75]",17
1,U Got It Bad,"[Intro]
Ooh-oh
No, no, no, no
No, no, no, no, no, no, no
No-ouh

[Verse 1]
When you feel it in your body, you found somebody who
Makes you change your ways like hanging with your crew
Said you act like you ready, but you don't really know
And everything in your past, you wanna let it go

[Pre-Chorus 1]
I've been there, done it, fucked around
After all that, this is what I found
Nobody wants to be alone
If you're touched by the words in this song
Then maybe...

[Chorus]
You got, you got it bad
When you're on the phone, hang up and you call right back
You got, you got it bad
If you miss a day without your friend, your whole life's off-track
Know you know you got it bad when you're stuck in the house
You don't wanna have fun, it's all you think about
You got it bad when you're out with someone
But you keep on thinking 'bout somebody else
You got it bad

[Verse 2]
When you say that you love them and you really know
Everything that used to matter don't matter no more
Like my money, all my cars (you can have it all back)
Flowers, cards and candy (I do it just cause I'm)
Said I'm fortunate to have you, girl
I want you to know I really adore you
All my people who know what's going on
Look at your mate, help me sing my song
Tell her: ""I'm your man, you're my girl
I'm gonna tell it to the whole wide world""
Ladies say: ""I'm your girl, you're my man
Promise to love you the best I can""

[Pre-Chorus 2]
See, I've been there, done it, fucked around
After all that, this is what I found
Everyone of y'all are just like me
It's too bad that you can't see
That you got it bad

[Chorus]
You got, you got it bad
When you're on the phone, hang up and you call right back
You got, you got it bad
If you miss a day without your friend, your whole life's off track
Know you know you got it bad when you're stuck in the house
You don't wanna have fun, it's all you think about
You got it bad when you're out with someone
But you keep on thinking 'bout somebody else
You got it bad

[Electric Guitar Solo]

[Chorus]
You got, you got it bad
When you're on the phone, hang up and you call right back
You got, you got it bad
If you miss a day without your friend, your whole life's off track
Know you know you got it bad when you're stuck in the house
You don't wanna have fun, it's all you think about
You got it bad when you're out with someone
But you keep on thinking 'bout somebody else...",Usher,2001,"[2, 2, 1, 2, 2, 2, 5, 6, 8, 16, 21, 32, 59, 87, 93]",15
2,Family Affair,"[Chorus]
Let's get it crunk upon
Have fun upon up in this dancery
We got ya open, now ya floatin'
So you gots to dance for me
Don't need no hateration
Holleration in this dancery
Let's get it percolatin', while you're waiting
So just dance for me

[Verse 1]
Come on everybody, get on up
'Cause you know we gots to get it crunk
Mary J. is in the spot tonight
And I'mma make it feel alright (Make it feel alright)
Come on baby, just party with me
Let loose and set your body free
Leave your situations at the door
So when you step inside, jump on the floor

[Chorus]
Let's get it crunk upon (Let's get it crunk upon)
Have fun upon up in this dancery
We got ya open, now ya floatin'
So you gots to dance for me (Gots to dance for me)
Don't need no hateration
Holleration in this dancery (Holler, holler, holler)
Let's get it percolatin', while you're waiting
So just dance for me

[Verse 2]
Ooh, it's only gonna be about a matter of time
Before you get loose and start to lose your mind
Cop you a drink, go 'head and rock your ice
'Cause we celebrating No More Drama in our life
With a Dre track pumpin', everybody's jumpin'
Go ahead and twist your back and get your body bumpin'
I told you, ""Leave your situations at the door""
So grab somebody and get your ass on the dance floor

[Chorus]
Let's get it crunk upon
Have fun upon up in this dancery (In this dancery)
We got ya open, now ya floatin'
So you gots to dance for me (And you gots to dance for me)
Don't need no hateration
Holleration in this dancery
Let's get it percolatin', while you're waiting
So just dance for me

[Bridge]
We don't need no haters (Y'all, we don't need no)
We're just trying to love one another (Love)
We just want y'all have a good time
No more drama in your life
Work real hard to make a dime
If you got beef, your problem, not mine (Oh, not mine)
Leave all that BS outside
(We) We're gonna celebrate all night (All night)
Let's have fun, tonight, no fights
Turn that Dre track way up high (Turn it up, turn it up)
Making you dance all night and I (All night long)
Got some real heat for ya this time (Real heat. boy)
Doesn't matter if you're white or black (Doesn't matter, doesn't matter)
Let's get crunk 'cause Mary's back

[Chorus]
Let's get it crunk upon (Let's get it crunked upon)
Have fun upon up in this dancery (In this dancery)
We got ya open, now ya floatin'
So you gots to dance for me (So you gotta dance for me)
Don't need no hateration (Dance for me)
Holleration in this dancery (Dance for me)
Let's get it percolatin', while you're waiting (Let's get it, let's get it, let's get it)
So just dance for me

Let's get it crunk upon (Dance for me)
Have fun up on up in this dancery (Let's get crunk upon)
We got ya open, now ya floatin' (All I want y'all to do)
So you gots to dance for me (Is just dance, just dance)
Don't need no hateration (C'mon, c'mon)
Holleration in this dancery (C'mon, c'mon)
Let's get it percolatin', while you're waiting
So just dance for me

Let's get it crunk upon
Have fun upon up in this dancery (Oh, yeah)
We got ya open, now ya floatin'
So you gots to dance for me (You gotta dance for me)
Don't need no hateration (Just dance for me)
Holleration in this dancery  (Just dance for me)
Let's get it percolatin', while you're waiting (Dance for me, dance for me, dance for me, yeah)
So just dance for me

Let's get it crunk upon (Dance for me)
Have fun upon up in this dancery (C'mon yall, dance)
We got ya open, now ya floatin' (Dance, dance, dance, dance)
So you gots to dance for me
Don't need no hateration
Holleration in this dancery  (You don't need no hands)
Let's get it percolatin', while you're waiting (We just want you all to holler, holler when you hear me, get it percolated)
So just dance for me",Mary J. Blige,2001,"[3, 3, 2, 1, 1, 1, 1, 1, 1, 3, 3, 4, 5, 8, 9, 12, 18, 23, 23, 29, 42, 53, 76]",23
3,Get The Party Started,"I'm comin' up so you better get this party started
I'm comin' up so you better get this party started

Get this party started on a Saturday night
Everybody's waitin' for me to arrive
Sendin' out the message to all of my friends
We'll be lookin' flashy in my Mercedes Benz
I got lotsa style, got my gold diamond rings
I can go for miles if you know what I mean
I'm comin' up so you better get this party started
I'm comin' up so you better get this party started

Pumpin up the volume, breakin down' to the beat
Cruisin' through the west side
We'll be checkin' the scene
Boulevard is freakin' as I'm comin' up fast
I'll be burnin' rubber, you'll be watchin' me pass
Pull up to the bumper, get out of the car
License plate says Stunner #1 Superstar

I'm comin' up so you better get this party started
I'm comin' up so you better get this party started
Get this party started

Makin' my connection as I enter the room
Everybody's chillin' as I set up the groove
Pumpin' up the volume with this brand new beat
Everybody's dancin' and their dancin' for me
I'm your operator, you can call anytime
I'll be your connection to the party line

I'm comin' up so you better get this party started
I'm comin' up so you better get this party started
I'm comin' up so you better get this party started
I'm comin' up so you better get this party started
Get this party started
Get this party started right now
Get this party started
Get this party started
Get this party started right now",Kidz Bop Kids,2001,"[4, 5, 6, 9, 13, 15, 24, 35, 45, 69]",10
4,Hero,"[Chorus]
I, I will be king
And you, you will be queen
Though nothing will drive them away
We can beat them, just for one day
We can be heroes, just for one day

[Verse 1]
And you, you can be mean
And I, I'll drink all the time
'Cause we're lovers, and that is a fact
Yes, we're lovers, and that is that

[Refrain]
Though nothing will keep us together
We could steal time, just for one day
We can be heroes, forever and ever
What d'you say?

[Verse 2]
I, I wish you could swim
Like the dolphins, like dolphins can swim

[Refrain]
Though nothing, nothing will keep us together
We can beat them, forever and ever
Oh, we can be heroes, just for one day

[Chorus]
I, I will be king
And you, you will be queen
Though nothing will drive them away
We can be heroes, just for one day
We can be us, just for one day

[Verse 3]
I, I can remember (I remember)
Standing, by the wall (By the wall)
And the guns shot above our heads (Over our heads)
And we kissed, as though nothing could fall (Nothing could fall)

[Refrain]
And the shame was on the other side
Oh, we can beat them, forever and ever
Then we could be heroes, just for one day
We can be heroes
We can be heroes
We can be heroes, just for one day
We can be heroes

[Outro]
We're nothing, and nothing will help us
Maybe we're lying, then you better not stay
But we could be safer, just for one day
Oh-oh-oh-oh, oh-oh-oh-oh, just for one day",David Bowie,2001,"[5, 4, 4, 4, 3, 3, 3, 4, 5, 9, 12, 22, 27, 44]",14
5,"Whenever, Wherever","[Verse 1]
Lucky you were born that far away so
We could both make fun of distance
Lucky that I love a foreign land for
The lucky fact of your existence
Baby, I would climb the Andes solely
To count the freckles on your body
Never could imagine there were only
Ten million ways to love somebody

[Pre-Chorus]
Le ro lo le lo le, le ro lo le lo le
Can't you see? I'm at your feet

[Chorus]
Whenever, wherever
We're meant to be together
I'll be there and you'll be near
And that's the deal, my dear
Thereover, hereunder
You'll never have to wonder
We can always play by ear
But that's the deal, my dear

[Verse 2]
Lucky that my lips not only mumble
They spill kisses like a fountain
Lucky that my breasts are small and humble
So you don't confuse them with mountains
Lucky I have strong legs like my mother
To run for cover when I need it
And these two eyes that for no other
The day you leave will cry a river

[Pre-Chorus]
Le ro lo le lo le, le ro lo le lo le
At your feet
I'm at your feet

[Chorus]
Whenever, wherever
We're meant to be together
I'll be there and you'll be near
And that's the deal, my dear
Thereover, hereunder
You'll never have to wonder
We can always play by ear
But that's the deal, my dear

[Bridge]
Le ro le le lo le, le ro le le lo le
Think out loud, say it again
Le ro lo le lo le lo le
Tell me one more time
That you'll live
Lost in my eyes

[Chorus]
Whenever, wherever
We're meant to be together
I'll be there and you'll be near
And that's the deal, my dear
Thereover, hereunder
You've got me head over heels
There's nothing left to fear
If you really feel the way I feel
Whenever, wherever
We're meant to be together
I'll be there and you'll be near
And that's the deal, my dear
Thereover, hereunder
You've got me head over heels
There's nothing left to fear
If you really feel the way I feel",Shakira,2001,"[6, 7, 9, 14, 21, 37, 50, 68, 71, 74]",10
6,Always On Time,"[Intro: Ashanti]
Always there when you call (Buckshots, ha), always on time
Gave you my, baby be mine
Always there when you call, always on time
Gave you my, baby

[Hook: Ashanti]
Baby, I'm not always there when you call, but I'm always on time
And I gave you my all, now baby, be mine
I'm not always there when you call, but I'm always on time
And I gave you my all, now baby, be mine

[Verse 1: Ja Rule]
C'mon and get a piece of this late-night lover
You know, the one that swing dick like no other
I know, I got a lot of things I need to explain
But, baby, you know the name, and love is about pain
So, stop the complaints and drop the order restraints
Our sex life's a game, so back me down in the paint
Cause I can't wait no more
Cause it's about a quarter past three and shorty's eyeing me
I got the Bentley valeted
And I'm just outside of Jersey, past the Palisades
And I'd love to see that ass in boots and shades
Throw down on the bed while I'm yanking your braids
Thug style, you never thought I'd make you smile
While I'm smacking your ass and fucking you all wild
But we share something so rare, but who cares, you care

[Chorus: Ashanti]
Baby, I'm not always there when you call, but I'm always on time
And I gave you my all, now baby, be mine
I'm not always there when you call, but I'm always on time
And I gave you my all, now baby, be mine

[Verse 2: Ja Rule]
Girl, get a grip, c'mon, pull it together
It's only a sunshower, we been through worse weather
Like the stormy nights you wrote a Dear Ja letter
And took my Benz and keyed and cut the leather
Bitch, you know better, we live M-O-B
Money over bitches, Murder, I-N-C
I got two or three hoes for every V
And I keep 'em drugged up off that ecstasy
I'm a playground legend like Kirkland Pee-wee
Name a nigga in the league got more game than me
I play hard, there's so many women I fathered
Meet 'em with scars and send 'em home hot and bothered
Truth or dare, this life ain't apparently fair
And a love with no glare is a crystal stare
But we share something so rare, but who cares, you care

[Chorus: Ashanti]
Baby, I'm not always there when you call, but I'm always on time
And I gave you my all, now baby, be mine
I'm not always there when you call, but I'm always on time
And I gave you my all, now baby, be mine

[Verse 3: Ja Rule]
Oh, I'm feeling like you living a double life
Cause you don't be coming home sometimes
Baby, but you're always on time, checking for one time
You and I got a special bond together
We go back like bombers, boo, in the coldest weather
And when I play, you play the same way
You freak me, baby, I fuck you crazy, then I'm gone
Baby don't really want me to get up and leave off that easy
She'll be wakin' up wet for sheezy
Remind these bitches to mind they business
Believe me, this pimp game is very religious
And I'm built like the Don Bishop
Gon' keep this money-green Benz and my hoes as my witness
The life we share is a thug affair
But who cares, you care

[Chorus: Ashanti]
Baby, I'm not always there when you call, but I'm always on time
And I gave you my all, now baby, be mine
I'm not always there when you call, but I'm always on time
And I gave you my all, now baby, be mine

[Outro: Ashanti]
Always there when you call, always on time
Gave you my, baby be mine
Always there when you call, always on time
Gave you my, baby be mine

[Radio Announcer]
Here at W-I-Z, we play nothing but the hits, nothing but the hits
Nothing but the motherfucking hits",Ja Rule,2001,"[7, 9, 13, 20, 31, 56, 84]",7
7,Differences,"[Intro]
The difference between me and you is
I’d rather get money and try and flip me something
You can’t tell me nothing
Yeah, yeah, yeah

[Hook]
The difference between me and you is(yeah)
I’d rather get money and try and flip me something
You can’t tell me nothing (nah)
The difference between me and you is (is what?)
You’d rather sit on your ass (okay)
Begging from another man holding out your hand
The difference between me and you (is what?)
Is I would never love her
I would never trust her(I swear I won't)
And she tell me that the difference between me and you (what the difference nigga?)
Is I’m go get a nigga, I swear like hell I go get a nigga

[Verse 1]
I was up all night counting them benjamins (I swear I was)
Haters eavesdropping say they saw me in the Benz (I see you nigga)
Bitch you guilty until proven innocent (get back hoe)
She wanna fuck with me so she can get these benefits
Hoe I ain’t stupid I ain’t crazy
Must be out of your mind (fuck you mean)
Know I got my back and I ain’t talking spine, no vertebrae
But I heard you say that you and me
You see the difference is there could never be
Two of me (nah)
I swear they phony they tryna clone me
Whatever just to be me (they trying though)
Get the racks that came with my Ray Bans
Cause these niggas can't see me
I told the ATM to feed me 20’s
Cause that’s all you can get when you get plenty
Rich homie baby

[Hook]
The difference between me and you is(yeah)
I’d rather get money and try and flip me something
You can’t tell me nothing (nah)
The difference between me and you is (is what?)
You’d rather sit on your ass (okay)
Begging from another man holding out your hand
The difference between me and you (is what?)
Is I would never love her
I would never trust her(I swear I won't)
And she tell me that the difference between me and you (what the difference nigga?)
Is I’m go get a nigga, I swear like hell I go get a nigga

[Verse 2]
The difference is, I pay attention (yeah)
Whatever I say they listen
I’ma idol pay attention
I ain’t seen 'em in a minute
Teasing, gotta pay a visit (I see you)
And I get stupid on these tracks some say I’m ig'nant
Got em sayin' Quan getting it
But you know my palm itching
Label talking two mill, tell them folk come on with it
I know what the difference is see me I’ma foreign whip it
Show em what the business is, I got a office and my phone ringing
I inhale and my nose bleeding
Smoked the whole zip for no reason
Two doors but got four people, backstreets and we slow creeping
Oh, okay, aye bring them guns out them bullets make you run fast
Venn diagram compare and contrast(nigga)

[Hook]
The difference between me and you is(yeah)
I’d rather get money and try and flip me something
You can’t tell me nothing (nah)
The difference between me and you is (is what?)
You’d rather sit on your ass (okay)
Begging from another man holding out your hand
The difference between me and you (is what?)
Is I would never love her
I would never trust her(I swear I won't)
And she tell me that the difference between me and you (what the difference nigga?)
Is I’m go get a nigga, I swear like hell I go get a nigga",Rich Homie Quan,2001,"[8, 6, 7, 8, 7, 9, 7, 7, 4, 4, 7, 10, 11, 13, 14, 22, 25, 30, 34, 48, 57, 75, 79]",23
8,My Sacrifice,"[Verse 1]
Hello my friend, we meet again
It's been a while, where should we begin?
Feels like forever
Within my heart are memories
Of perfect love that you gave to me
Oh I remember

[Chorus]
When you are with me, I'm free
I'm careless, I believe
Above all the others, we'll fly
This brings tears to my eyes
My sacrifice

[Verse 2]
We've seen our share of ups and downs
Oh, how quickly life can turn around
In an instant
It feels so good to reunite
Within yourself and within your mind
Let's find peace there

[Chorus]
Because when you are with me, I'm free
I'm careless, I believe
Above all the others, we'll fly
This brings tears to my eyes
My sacrifice

[Bridge]
I just want to see you again
I just want to see you again

[Chorus]
Because when you are with me, I'm free
I'm careless, I believe
Above all the others, we'll fly
This brings tears to my eyes
My sacrifice
Because when you are with me, I'm free
I'm careless, I believe
Above all the others, we'll fly
This brings tears to my eyes
My sacrifice

[Outro]
I just want to say hello again
I just want to say hello again
I just want to say hello again
My sacrifice",Creed,2001,"[9, 11, 17, 17, 22, 31, 38, 42, 47, 50]",10
9,Livin' It Up,"[Intro: Ja Rule]
Yea, yea, yea
Where all my...
Uhh, yea.. c'mon, c'mon uhh
To all my ladies that be givin' it up, uh
To everybody that be livin' it up, we say...
To all my ladies that be givin' it up, ah
C'mon, baby

[Verse 1: Ja Rule]
This ain't your typical, everyday, one night thing
It's a physical, I'ma love you tonight thing
Love , callin' your name, put your phone in the Range
And roll over, i just really wanted to hold ya
Time to know ya - that's a good chick
Before it's all over, I'ma meat this chick
Probably treat this chick, mo' betta
Cause if you ain't - know, thugs and ladies go together
Poppin' my collar, patnah - who in the spot?
Baby, Rule in the spot; and the mug and the watch ugly
Half the hoes hate me, half them love me
The ones that hate me only hate me cause they don't trust me
And they say I'm lucky; you think I got time
To blow all this dough and do all these shows?
Or flight in the llama chargin white Rolls
Uh-oh, another episode

[Hook: Case & Ja Rule]
What, do I do?
To everybody that be livin it up, we say
What, I do
And all my ladies that be givin it up, uhh
What, you do
To everybody that be livin' it up, we say
What, do I do?
And all my ladies that be givin it up, uhh
My love's for you
C'mon

[Verse 2: Ja Rule]
Ladies, just wanna hold a name Miss Atkins
That's why they show love  with mo' passion than average
And I ain't mad at' never leave you alone
Cause the song when I'm home, like the song when I'm gone
We both grown, both got minds of our own
Plus we hit it off like first sight in ""Love Jones""
Been in, many zones, baby love it all hate it all
From, prissy women to women who go to shadows
But you know, the Rule be livin' it up
And got all y'all, givin' it up
I like a, little ooh baby, how cute are you?
With a body that rides on sexual
I got a stick, I'll ride right next to you
Do a doughnut, and cut, then I'll open it up
On the freeway, hand on the wheel, foot on the clutch
Rule baby, not givin' it up

[Hook: Case & Ja Rule]
What, do I do?
To everybody that be livin it up, we say
What, I do
And all my ladies that be givin it up, uhh
What, you do
To everybody that be livin' it up, we say
What, do I do?
And all my ladies that be givin it up, uhh
My love's for you
C'mon

[Bridge: Ja Rule]
C'mon, we get right
C'mon, we get live
C'mon, we get right
Live yo' life

[Verse 3: Ja Rule]
Love you so sexy, I just want you next to me
Your whole vibe, like you high on ecstasy
Cause it ain't nuttin' but a 'E' thang, bay-bay
I know the pussy wet like crazy
I wanna, feel your passion, come when you askin'
Laugh when you cryin', cry when you laughin
But ain't nothing happenin', a girl got a little uptight
Turned off the light and then started crashin'
The radio blastin' ""Between Me and You""
But, you ain't on the low with that freaky thing you do
Girl I thought you knew (what I do), know I know
(what you do)
Cause it ain't a good night if you don't ain't right
Like, Teddy P let's ""Turn Off the Lights""
And, grind it out, takin' no times out
'til the sun come out, let me find out

[Hook: Case & Ja Rule]
What, do I do?
To everybody that be livin it up, we say
What, I do
And all my ladies that be givin it up, uhh
What, you do
To everybody that be livin' it up, we say
What, do I do?
And all my ladies that be givin it up, uhh
My love's for you
C'mon

To everybody that be livin it up, we say
What, I do
And all my ladies that be givin it up, uhh
What, you do
To everybody that be livin it up, we say
What, do I do?
And all my ladies that be givin it up, uhh
My love's for you
C'mon

[Bridge: Ja Rule]
C'mon, we get right
C'mon, we get live
C'mon, we get right
It's my time
Rule, baby

[Outro: Ja Rule]
Yeah
Do a roll
What do I do
Low key
We out, we out",Ja Rule,2001,"[10, 8, 8, 6, 8, 8, 8, 8, 9, 12, 14, 19, 19, 23, 31, 40, 61, 78]",18
