,title,lyrics,artists,date,rank,cnt
0,Telstar,"[Zwrotka 1]
Ktoś wozi zimę, a noce zamieniają wino w winę tu
Płonie kalumet jakby siedział z nami Winnetou
Mógłbym się oprzeć gdyby nie te parę sztyletów
Na samym końcu puszczę z dymem loop
Myśli jak pętla oblepione brudem
Ciągle podrzucają zwłoki, jak nad ranem Uber
W ciszy konstruuję burze, oświetlają mi pioruny tunel
Niczym te twarze ekrany komórek
To atol Bikini na sekundy przed wybuchem
Na metkach WySyRyHy, w ID jakbym miał Duke Nukem
Noszę wytrychy, bo wciąż słowa klucze gubię
Chcesz mnie rozkminić, choć samemu siebie kumam z trudem?
Piszę to tłustym drukiem, a patrzą pustym wzrokiem
I w sumie chuj z tym, ok? Bo gra to tu z tych okien
Zdmuchuję kurz z tych pociech znów
A one w nocy błyszczą w puszczy pod blokiem

[Refren]
Życie się bawi z nami jak pierwszego kwietnia
A parę spraw na głowie rzuca cień jak Gerlach
Chudnie kalendarz, kawał czasu niesie pendrive
Wszystko czarno na białym jak stary przeżuty Telstar
Życie się bawi z nami jak pierwszego kwietnia
A parę spraw na głowie rzuca cień jak Gerlach
Chudnie kalendarz, kawał czasu niesie pendrive
Wszystko czarno na białym jak stary przeżuty Telstar

[Zwrotka 2]
Tysiąc okien, tysiąc mieszkań
Miesza się szczera nienawiść i miłość z MDMA
Gdzieś na osiedlach w JBL'ach hula któraś EP'ka
Wiesz tyle o nas ile rzucimy ci z membran
A wokół ten sam betonowy pejzaż
Obok sześcianu sześcian i czyjeś oczy we łzach
Ściera się Air-Max, nie cofam się jak Rijkaard
I nie wypadam z torów, mimo że jadę jak Senna
Wiara się martwi czy ma czyste buty, a nie serca
Tu trasy toną we mgłach, a noce w bębnach
Gram jak ta zdrata płyta, niczym Evidence i Madchild
Kurwa jaki zostawisz komentarz
Przemierzam wszechświat, po nitce do kłębka
Gdzie system wciąż wnerwia, gdzie coś zniknie w bletkach
I się nie lękam, mimo że zamiast dłoni mają ostrza niczym Edward
Co trafiają pod żebra

[Refren]
Życie się bawi z nami jak pierwszego kwietnia
A parę spraw na głowie rzuca cień jak Gerlach
Chudnie kalendarz, kawał czasu niesie pendrive
Wszystko czarno na białym jak stary przeżuty Telstar
Życie się bawi z nami jak pierwszego kwietnia
A parę spraw na głowie rzuca cień jak Gerlach
Chudnie kalendarz, kawał czasu niesie pendrive
Wszystko czarno na białym jak stary przeżuty Telstar",Shellerini,1962,"[1, 1, 5, 7, 13, 18, 39, 71, 85]",9
1,Limbo Rock,[Instrumental],Herb Alpert & The Tijuana Brass,1962,"[2, 2, 4, 8, 4, 6, 9, 11, 8, 18, 23, 33, 47, 59, 68, 79, 85, 53, 55, 60, 50, 48, 40, 50, 54, 58, 66, 77, 89, 98]",30
2,Bobby's Girl,"(You're not a kid anymore)
(You're not a kid anymore)

When people ask of me
What would you like to be
Now that your not a kid anymore
(You're not a kid anymore)

I know just what to say
I answer right away
There's just one thing
I've been wishing for...

I want to be Bobby's girl
I want to be Bobby's girl
That's the most important thing to me...

And if I was Bobby's girl
If I was Bobby's girl
What a faithful, thankful girl I'd be

Each night I sit at home
Hoping that he will phone
But I know Bobby has someone else
(You're not a kid anymore)

Still in my heart I pray
There soon will come the day
When I will have him all to myself...

I want to be Bobby's girl
I want to be Bobby's girl
That's the most important thing to me...

And if I was Bobby's girl
If I was Bobby's girl
What a faithful, thankful girl I'd be
What a faithful, thankful girl I'd be

I want to be Bobby's girl
I want to be Bobby's girl
I want to be Bobby's girl",Tracey Ullman,1962,"[3, 4, 3, 3, 3, 4, 7, 19, 41, 66, 87]",11
3,Go Away Little Girl,"Go away, little girl
Go away, little girl
I'm not supposed to be alone with you

I know that your lips are sweet
But our lips must never meet
I'm dating somebody else
I must be true

Oh, go away little girl
Go away, little girl
It's hurting me more each minute that we delay

When you're near me like this
You're much too hard to resist
So go away, little girl
Before I beg you to stay

Go away, little girl
Go away, little girl
It hurts me more the more that we delay
When you're near me like this
You're much too hard to resist

So go away, little girl
Let's call it a day, little girl
Please, go away, little girl
Before I beg you to stay",Donny Osmond,1962,"[4, 7, 10, 20, 41, 54, 85, 100]",8
4,Big Girls Don't Cry,"[Intro]
La, da, da, da

[Verse 1]
The smell of your skin lingers on me now
You're probably on your flight back to your hometown
I need some shelter of my own protection, baby
Be with myself and center
Clarity, peace, serenity

[Chorus]
I hope you know, I hope you know
That this has nothing to do with you
It's personal, myself and I
We got some straightening out to do
And I'm gonna miss you like a child misses their blanket
But I've got to get a move on with my life
It's time to be a big girl now
And big girls don't cry
Don't cry, don't cry, don't cry

[Verse 2]
The path that I'm walking, I must go alone
I must take the baby steps 'til I'm full grown, full grown
Fairytales don't always have a happy ending, do they?
And I foresee the dark ahead if I stay

[Chorus]
I hope you know, I hope you know
That this has nothing to do with you
It's personal, myself and I
We got some straightening out to do
And I'm gonna miss you like a child misses their blanket
But I've got to get a move on with my life
It's time to be a big girl now
And big girls don't cry

[Bridge]
Like the little schoolmate in the school yard
We'll play jacks and UNO cards
I'll be your best friend and you'll be my Valentine
Yes, you can hold my hand if you want to
'Cause I wanna hold yours too
We'll be playmates and lovers
And share our secret worlds
But it's time for me to go home
It's getting late and dark outside
I need to be with myself and center
Clarity, peace, serenity, yeah

[Chorus]
I hope you know, I hope you know
That this has nothing to do with you
It's personal, myself and I
We got some straightening out to do
And I'm gonna miss you like a child misses their blanket
But I've got to get a move on with my life
It's time to be a big girl now
And big girls don't cry
Don't cry, don't cry, don't cry

[Outro]
La, da, da, da, da, da",Fergie,1962,"[5, 5, 1, 1, 1, 1, 1, 2, 6, 17, 66]",11
5,Return To Sender,"[Verse 1]
It’s not like I’ve been hoping, I’ve been praying
Dreamt it since the day she said I ain’t him
Remember when they said we’ll never make it
Now I’m out here vibing as my day shift
Just booked a trip to Atlanta then I’m going south
Was always in the making never had a doubt
Might hit up all the islands spend about a month
Now she’s salty like the water that I float above

[Pre Chorus]
Oh no no
Message in a bottle that you tryna throw
It bounce right back, girl let go
Rather be back on my own
Own

[Chorus]
Really thought I had it all before
Broke my heart in two and just left it on the floor
Got myself a new girl, all I want is more
All I want is more, bentley poster on the door
Really thought I had it all before
Broke my heart in two and just left it on the floor
Got myself a new girl, all I want is more
All I want is more, bentley poster on the door, yeah

[Verse 2]
Landed back in ‘Ronto now ya hittin up
Saw me on the gram really living up
You showed up at my place so that’s enough
Oh don’t cause a scene, how ya holdin up?
What could I do? I left when I left ‘cause I felt like I had to
You were loyal till the minute I had bad news
Couldn’t count on you

[Pre Chorus]
Move on on on
Message in a bottle that you tryna throw
It bounce right back, girl let go
Rather be back on my own
Own

[Chorus]
Really thought I had it all before
Broke my heart in two and just left it on the floor
Got myself a new girl, all I want is more
All I want is more, bentley poster on the door
Really thought I had it all before
Broke my heart in two and just left it on the floor
Got myself a new girl, all I want is more
All I want is more, bentley poster on the door, yeah",Always Never,1962,"[6, 3, 2, 2, 2, 2, 2, 4, 10, 20, 68]",11
6,You Are My Sunshine,"[Verse 1]
The other night dear, as I lay sleeping
I dreamed I held you in my arms
When I awoke, dear, I was mistaken
So I bowed my head and I cried

[Chorus]
You are my sunshine, my only sunshine
You make me happy when skies are gray
You'll never know, dear, how much I love you
Please don't take my sunshine away

[Verse 2]
I've always loved you and made you happy
And nothing else could come between
But now you've left me to love another
You have shattered all of my dreams

[Chorus]
You are my sunshine, my only sunshine
You make me happy when skies are gray
You'll never know, dear, how much I love you
Please don't take my sunshine away",Johnny Cash,1962,"[7, 9, 11, 22, 40, 50, 77]",7
7,Release Me,"Please release me, let me go
For I don't love you anymore
To waste our lives would be a sin
Release me and let me love again

I have found a new love, dear
And I will always want her near
Her lips are warm while yours are cold
Release me, my darling, let me go

(Please release me, let me go)
For I don't love you anymore
(To waste my life would be a sin)
So release me and let me love again

Please release me, can't you see
You'd be a fool to cling to me
To live our lives would bring us pain
So release me and let me love again
(Let me love, let me go)",Engelbert Humperdinck,1962,"[8, 8, 9, 10, 16, 17, 32, 50, 68, 90]",10
8,Zip-A-Dee Doo-Dah,"[Chorus 1]
Zip-a-dee-doo-dah
Zip-a-dee-eh
My, my, my, my, my, what a wonderful day
Plenty of sunshine heading my way
Zip-a-dee-doo-dah
Zip-a-dee-eh

[Verse]
Oh, Mr. Bluebird on my shoulder
It's the truth, and it's actual
Everything is going to be satisfactual

[Chorus 2]
Zip-a-dee-doo-dah
Zip-a-dee-eh
Wonderful feelings
Wonderful day

[Instrumental Bridge]
C'mon
That's right

[Verse]
Oh, Mr. Bluebird on my shoulder
It's the truth, and it's actual
Everything is going to be satisfactual

[Chorus 2]
Zip-a-dee-doo-dah
Zip-a-dee-eh
Wonderful feelings (yeah, yeah, yeah, yeah)
Wonderful day (one more time now)
Wonderful feelings
Wonderful day

[Outro]
Wonderful feeling, oh yeah
Wonderful day, yeah
What a wonderful day",Miley Cyrus,1962,"[9, 16, 25, 30, 44, 64, 75]",7
9,Hotel Happiness,"Hotel Happiness

- Artist: Brook Benton as sung on ""The Satin Sound Brook Benton""
- Suffolk Marketing-Smi 2
- peak Billboard position # 3 in 1963
- Words and Music by Earl Shuman and Leon Carr

I'm checking out of Hotel Loneliness
All my lonely days, they're all through
I'm checking into Hotel Happiness (oh, yeah)
Because, darlin', I found you

I left my teardrops in that old lonely room
Left my broken heart (my heart) back there, too
(Yeah, yeah, yeah, yeah, yeah, yeah)
I won't be needin' them in Hotel Happiness (oh, yeah)
'cause, darling, I found you

I woke up (woke up) dreamin' of your crazy kisses (kisses) (crazy)
I woke up (woke up) tellin' Mr. Misery ""Here's your key"" 'cause

I'm checking out of Hotel Loneliness
And no, I won't be back, yes it's true
(Yeah, yeah, yeah, yeah, yeah, yeah)
Gonna make my new address at Hotel Happiness (oh, yeah)
You know why, darlin', so glad I found you

No more, make my new address at Hotel Happiness
'cause, darlin', I found you

And do not necessarily correspond with lyrics from other recordings, sheet
Music, songbooks or lyrics printed on album jackets",Brook Benton,1962,"[10, 14, 15, 24, 42, 65]",6
10,Pepino The Italian Mouse,"Pepino, oh, you little mouse, oh, won't you go away
Find yourself another house to run around and play
You scare my girl, you eat my cheese, you even drink my wine
I try so hard to catch you but you trick me all the time

Cesta no surecillo a basoccella dinda mur
Ogna sere quella esce quanda casa scura
Endo dindo la cucina balla sulasu
