,title,lyrics,artists,date,rank,cnt
0,Brand New Key,"I rode my bicycle past your window last night
I roller skated to your door at daylight
It almost seems like you're avoiding me
I'm okay alone but you've got something I need

Well, I've got a brand new pair of roller skates
You've got a brand new key
I think that we should get together
And try them on to see
I've been looking around awhile
You've got something for me
Oh I've got a brand new pair of roller skates
You've got a brand new key

I ride my bike I rollerskate don't drive no car
Don't go too fast but I go pretty far
For somebody who don't drive
I've been all around the world
Some people say I've done alright for a girl
Oh, yeah yeah

I asked your mother if you were at home
She said yes, but you weren't alone
Sometimes I think that you're avoiding me
I'm okay alone but you've got something I need

Well I've got a brand new pair of roller skates
You've got a brand new key
I think that we should get together
And try them on to see
La la la la la la la la
La la la la la la
Oh I've got a brand new pair of roller skates
You've got a brand new key",Melanie,1971,"[1, 2, 9, 15, 33, 54, 66, 77, 87]",9
1,Family Affair,"[Chorus]
Let's get it crunk upon
Have fun upon up in this dancery
We got ya open, now ya floatin'
So you gots to dance for me
Don't need no hateration
Holleration in this dancery
Let's get it percolatin', while you're waiting
So just dance for me

[Verse 1]
Come on everybody, get on up
'Cause you know we gots to get it crunk
Mary J. is in the spot tonight
And I'mma make it feel alright (Make it feel alright)
Come on baby, just party with me
Let loose and set your body free
Leave your situations at the door
So when you step inside, jump on the floor

[Chorus]
Let's get it crunk upon (Let's get it crunk upon)
Have fun upon up in this dancery
We got ya open, now ya floatin'
So you gots to dance for me (Gots to dance for me)
Don't need no hateration
Holleration in this dancery (Holler, holler, holler)
Let's get it percolatin', while you're waiting
So just dance for me

[Verse 2]
Ooh, it's only gonna be about a matter of time
Before you get loose and start to lose your mind
Cop you a drink, go 'head and rock your ice
'Cause we celebrating No More Drama in our life
With a Dre track pumpin', everybody's jumpin'
Go ahead and twist your back and get your body bumpin'
I told you, ""Leave your situations at the door""
So grab somebody and get your ass on the dance floor

[Chorus]
Let's get it crunk upon
Have fun upon up in this dancery (In this dancery)
We got ya open, now ya floatin'
So you gots to dance for me (And you gots to dance for me)
Don't need no hateration
Holleration in this dancery
Let's get it percolatin', while you're waiting
So just dance for me

[Bridge]
We don't need no haters (Y'all, we don't need no)
We're just trying to love one another (Love)
We just want y'all have a good time
No more drama in your life
Work real hard to make a dime
If you got beef, your problem, not mine (Oh, not mine)
Leave all that BS outside
(We) We're gonna celebrate all night (All night)
Let's have fun, tonight, no fights
Turn that Dre track way up high (Turn it up, turn it up)
Making you dance all night and I (All night long)
Got some real heat for ya this time (Real heat. boy)
Doesn't matter if you're white or black (Doesn't matter, doesn't matter)
Let's get crunk 'cause Mary's back

[Chorus]
Let's get it crunk upon (Let's get it crunked upon)
Have fun upon up in this dancery (In this dancery)
We got ya open, now ya floatin'
So you gots to dance for me (So you gotta dance for me)
Don't need no hateration (Dance for me)
Holleration in this dancery (Dance for me)
Let's get it percolatin', while you're waiting (Let's get it, let's get it, let's get it)
So just dance for me

Let's get it crunk upon (Dance for me)
Have fun up on up in this dancery (Let's get crunk upon)
We got ya open, now ya floatin' (All I want y'all to do)
So you gots to dance for me (Is just dance, just dance)
Don't need no hateration (C'mon, c'mon)
Holleration in this dancery (C'mon, c'mon)
Let's get it percolatin', while you're waiting
So just dance for me

Let's get it crunk upon
Have fun upon up in this dancery (Oh, yeah)
We got ya open, now ya floatin'
So you gots to dance for me (You gotta dance for me)
Don't need no hateration (Just dance for me)
Holleration in this dancery  (Just dance for me)
Let's get it percolatin', while you're waiting (Dance for me, dance for me, dance for me, yeah)
So just dance for me

Let's get it crunk upon (Dance for me)
Have fun upon up in this dancery (C'mon yall, dance)
We got ya open, now ya floatin' (Dance, dance, dance, dance)
So you gots to dance for me
Don't need no hateration
Holleration in this dancery  (You don't need no hands)
Let's get it percolatin', while you're waiting (We just want you all to holler, holler when you hear me, get it percolated)
So just dance for me",Mary J. Blige,1971,"[2, 1, 1, 1, 5, 8, 21, 50]",8
2,American Pie (Parts I & II),"The Mabbot street entrance of nighttown, before which stretches an uncobbled transiding set with skeleton tracks, red and green will-o'-the-wisps and danger signals. Rows of flimsy houses with gaping doors. Rare lamps with faint rainbow fans. Round Rabaiotti's halted ice gondola stunted men and women squabble. They grab wafers between which are wedged lumps of coal and copper snow. Sucking, they scatter slowly. Children. The swancomb of the gondola, highreared, forges on through the murk, white and blue under a lighthouse. Whistles call and answer.

THE CALLS Wait, my love, and I'll be with you.


THE ANSWERS Round behind the stable.

(A deaf mute idiot with goggle eyes, his shapeless mouth dribbling, jerks past, shaken in Saint Vitus' dance. A chain of children's hands imprisons him.)

THE CHILDREN Kithoguel Salute.

THE IDIOT (Lifts a palsied left arm and gurgles.) Grhahute!

THE CHILDREN Where's the great light?

THE IDIOT (Gobbing.) Ghaghahest.

(They release him. He jerks on. A pygmy woman swings on a rope slung between the railings, counting. A form sprawled against a dustbin and muffled by its arm and hat moves, groans, grinding growling teeth, and snores again. On a step a gnome totting among a rubbish tip crouches to shoulder a sack of rags and bones. A crone standing by with a smoky oil lamp rams the last bottle in the maw of his sack. He heaves his booty, tugs askew his peaked cap and hobbles off mutely. The crone makes back for her lair swaying her lamp. A bandy child, asquat on the doorstep with a papershuttlecock, crawls sidling after her in spurts, clutches her skirt, scrambles up. A drunken navvy ups with both hands the railings of an area, lurching heavily. At a corner two night watch in shoulder capes, their hands upon their staffholsters, loom tall. A plate crashes; a woman screams; a child wails. Oaths of a man roar, mutter, cease. Figures wander, lurk, peer from warrens. In a room lit by a candle stuck in a bottleneck a slut combs out the tatts from the hair of a scrofulous child. Cissy Caffrey's voice, still young, sings shrill from a lane.)

CISSY CAFFREY



I gave it to Molly
Because she was jolly,
The leg of the duck
The leg of the duck.


(Private Cart and Private Compton, swaggersticks tight in their oxters, as they march unsteadily rightaboutface and burst together from their mouths a volleyed fart. Laughter of men from the lane. A hoarse virago retorts.)

THE VIRAGO Signs on you, hairy arse. More power the Cavan girl.

CISSY CAFFREY More luck to me. Cavan, Cootehill and Belturbet.

(She sings.)

I gave it to Nelly
To stick in her belly
The leg of the duck
The leg of the duck.


