,title,lyrics,artists,date,rank,cnt
0,Angie Baby,"{Intro}

You live your life in the songs you hear
On the rock'n'roll radio
And when a young girl
Doesn't have any friends
That's a really nice place to go

Folks hoping you'd turn out cool
But they had to take you outta school
You're a little touched you know
Angie Baby

{Hook}

Lovers appear in your room each night
And they whirl you across the floor
But they always seem to fade away
When your daddy taps on your door

Angie girl, are you allright
Tell the radio good night
All alone once more
Angie Baby

Angie Baby
You're a special lady
Living in a world of make-believe
Well, maybe

Stopping at her house is a neighbor boy
With evil on his mind
Cause he's been peeking in Angie's room
At night through her window blind

""I see your folks have gone away
Would you dance with me today
I'll show you how to have a good time
Angie Baby""

Angie baby
Angie baby

When he walks in her room
He feels confused like he's walked into a play
And the music's so loud
It spins him around
'Til his soul has lost its way

And as she turns the volume down
He's getting smaller with the sound
It seems to pull him off the ground
Toward the radio he's bound
Never to be found

{Hook}

The headlines read that a boy disappeared
And everyone thinks he died
'Cept a crazy girl with a secret lover who keeps her satisfied

It's so nice to be insane
No one asks you to explain
Radio by your side
Angie Baby

Angie Baby
You're a special lady
Living in a world of make-believe
Well, maybe
Well, maybe

{Outro}",Helen Reddy,1974,"[1, 3, 5, 6, 10, 14, 20, 26, 36, 44, 60]",11
1,Lucy In The Sky With Diamonds,"[Verse 1]
Picture yourself in a boat on a river
With tangerine trees and marmalade skies
Somebody calls you, you answer quite slowly
A girl with kaleidoscope eyes

[Pre-Chorus]
Cellophane flowers of yellow and green
Towering over your head
Look for the girl with the sun in her eyes
And she's gone

[Chorus]
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Ahh

[Verse 2]
Follow her down to a bridge by a fountain
Where rocking horse people eat marshmallow pies
Everyone smiles as you drift past the flowers
That grow so incredibly high

[Pre-Chorus]
Newspaper taxis appear on the shore
Waiting to take you away
Climb in the back with your head in the clouds
And you're gone

[Chorus]
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Ahh

[Verse 3]
Picture yourself on a train in a station
With plasticine porters with looking glass ties
Suddenly, someone is there at the turnstile
The girl with kaleidoscope eyes

[Chorus]
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Ahh

[Chorus]
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Ahh

[Chorus]
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Lucy in the sky with diamonds
Ahh",The Beatles,1974,"[2, 6, 9, 36, 48]",5
2,"You're The First, The Last, My Everything","[Intro]
We got it together, didn't we?
We've definitely got our thing together, don't we baby?
Isn't that nice?
I mean, really, when you really sit and think about it, isn't it really, really nice?
I can easily feel myself slipping more and more ways
That super world of my own
Nobody but you
And me
We've got it together, baby
Ohhhh ohhhh

[Verse 1]
The first, my last, my everything
And the answer to
All my dreams
You're my sun (sun)
My moon (moon-oooon)
My guiding star
My kind of wonderful
That's what you are

[Chorus]
I know there's only
Only one like you
There's no way
They could have made two
You're you're all I'm living for
Your love I'll keep forevermore
(You're the first)
You're the first
(My last)
You're the last
My everything

[Verse 2]
In you
I found
So many things
A love so new, only you
Could bring
(Can't you see it's you?)
Can't you see it's you? (you, you)
You make me feel this way
You're like a first morning dew
On a brand new day

[Chorus]
I see so many ways that I
Can love you 'til
The day I die
You're my reality
Yet I'm lost in a-a-a-a dream
(You're the first)
You're the first
(You're the last)
The last
My everything

[Bridge]
Ooh ooh
Ooh ooh
Ooh ooh
Ooh ooh

[Chorus]
I know there's only
Only one like you
There's no way
They could have made two
Girl, you're my reality
But I'm lost in a-a-a-a dream
(You're the first)
You're the first
(You're the last)
You're the last
(My everything)
My everything

[Outro]
You and me babe
It's you
And me
And you are the first
The last
My everything",Barry White,1974,"[3, 5, 7, 10, 17, 27, 36, 46, 60]",9
3,Kung Fu Fighting,"Everybody was kung-fu fighting
Those kicks were fast as lightning
In fact it was a little bit frightening
But they fought with expert timing

There were funky Chinamen from funky Chinatown
They were chopping them up and they were chopping them down
It's an ancient Chinese art and everybody knew their part
From a feint into a slip, and kicking from the hip

Everybody was kung-fu fighting
Those kicks were fast as lightning
In fact it was a little bit frightening, hell, yeah
But they fought with expert timing

There was funky Billy Chin and little Sammy Chung
He said: ""Here comes the big boss, lets get it on""
We took a bow and made a stand, started swinging with the hand
The sudden motion made me skip now we're into a brand new trip

Everybody was kung-fu fighting
Those kicks were fast as lightning
In fact it was a little bit frightening
But they did it with expert timing

[Repeat]
Make sure you have expert timing
Kung-fu fighting, had to be fast as lightning",Carl Douglas,1974,"[4, 2, 1, 1, 2, 7, 27, 33, 55, 67, 80, 94]",12
4,Cat's In The Cradle,"[Verse 1]
My child arrived just the other day
He came to the world in the usual way
But there were planes to catch and bills to pay
He learned to walk while I was away
And he was talkin' 'fore I knew it, and as he grew
He'd say ""I'm gonna be like you, Dad
You know I'm gonna be like you""

[Chorus]
And the cat's in the cradle and the silver spoon
Little boy blue and the man in the moon
When you comin' home, Dad
I don't know when, but we'll get together then
You know we'll have a good time then

[Verse 2]
My son turned ten just the other day
He said, ""Thanks for the ball, Dad, come on let's play
Can you teach me to throw"", I said ""Not today
I got a lot to do"", he said, ""That's okay""
And he walked away but his smile never dimmed
And said, ""I'm gonna be like him, yeah
You know I'm gonna be like him""

[Chorus]
And the cat's in the cradle and the silver spoon
Little boy blue and the man on the moon
When you comin' home, Dad
I don't know when, but we'll get together then
You know we'll have a good time then

[Verse 3]
Well, he came from college just the other day
So much like a man I just had to say
""Son, I'm proud of you, can you sit for a while""
He shook his head and then said with a smile
""What I'd really like, Dad, is to borrow the car keys
See you later, can I have them please""

[Chorus]
