,title,lyrics,artists,date,rank,cnt
0,Black Beatles,"[Intro: Swae Lee & Gucci Mane]
Black Beatles in the city
Be back immediately to confiscate the moneys
(Ear Drummers)
Rae Sremm, Guwop, Mike WiLL!
I sent flowers, but you said you didn't receive 'em
But you said you didn't need 'em (Mike WiLL Made-It!)

[Chorus: Swae Lee]
That girl is a real crowd pleaser (oh yeah)
Small world, all her friends know of me (know me)
Young bull livin' like an old geezer (ah)
Quick release the cash, watch it fall slowly (slowly)
Frat girls still tryna get even (get even)
Haters mad for whatever reason (yeah, yeah)
Smoke in the air, binge drinking (oh, oh)
They lose it when the DJ drops the needle (remember)

[Verse 1: Swae Lee]
Getting so gone I'm not blinkin'
What in the world was I thinkin'?
New day, new money to be made
There is nothin' to explain
I'm a fuckin' black Beatle, cream seats in the Regal
Rockin' John Lennon lenses, like to see ‘em spread eagle
Took a bitch to the club and let her party on the table
Screamin', ""Everybody's famous!""
Like clockwork, I blow it all
And get some more
Get you somebody that can do both
Black Beatles got the babes belly rollin'
She think she love me, I think she trollin'

[Chorus: Swae Lee]
That girl is a real crowd pleaser
Small world, all her friends know of me
Young bull livin' like an old geezer
Quick release the cash, watch it fall slowly (slowly)
Frat girls still tryna get even
Haters mad for whatever reason
Smoke in the air, binge drinkin'
They lose it when the DJ drops the needle

[Verse 2: Gucci Mane]
Came in with two girls, look like strippers in their real clothes
A broke ho can only point me to a rich ho
A yellow bitch with green hair, a real weirdo
Black man, yellow Lamb', red light go
They seen that Guwop and them just came in through the side door
There's so much money on the floor we buyin' school clothes
Why you bring the money machine to the club for?
Pint of lean, pound of weed, and a kilo
I Eurostep past a hater like I'm Rondo
I upgrade your baby mama to a condo
Like Chapo servin' llello to the gringos
Black Beatle, club close when I say so

[Chorus: Swae Lee]
That girl is a real crowd pleaser
Small world, all her friends know of me
Young bull livin' like an old geezer
Quick release the cash, watch it fall slowly
Frat girls still tryna get even
Haters mad for whatever reason
Smoke in the air, binge drinkin'
They lose it when the DJ drops the needle

[Verse 3: Slim Jxmmi]
She's a good teaser, and we blowin' reefer
Your body like a work of art, baby
Don't fuck with me, I'll break your heart, baby
D&G on me, I got a lot of flavor
15 hundred on my feet, I'm tryna kill these haters
I had haters when I was broke, I'm rich, I still got haters
I had hoes when I was broke, I'm rich, I'm still a player
I wear leather Gucci jackets like it's still the 80s
I've been blowin' OG Kush, I feel a lil' sedated
I can't worry about a broke nigga or a hater
Black Beatle, bitch, me and Paul McCartney related

[Chorus: Swae Lee]
That girl is a real crowd pleaser
Small world, all her friends know of me
Young bull livin' like an old geezer
Quick release the cash, watch it fall slowly
Frat girls still tryna get even
Haters mad for whatever reason
Smoke in the air, binge drinkin'
They lose it when the DJ drops the needle",Rae Sremmurd,2016,"[1, 1, 1, 1, 1, 1, 9, 16, 22, 33, 38, 41, 77, 96]",14
1,Starboy,"[Verse 1]
I'm tryna put you in the worst mood, ah
P1 cleaner than your church shoes, ah
Milli point two just to hurt you, ah
All red Lamb’ just to tease you, ah
None of these toys on lease too, ah
Made your whole year in a week too, yah
Main bitch out your league too, ah
Side bitch out of your league too, ah

[Pre-Chorus]
House so empty, need a centerpiece
20 racks a table cut from ebony
Cut that ivory into skinny pieces
Then she clean it with her face man I love my baby
You talking money, need a hearing aid
You talking bout me, I don't see the shade
Switch up my style, I take any lane
I switch up my cup, I kill any pain

[Chorus]
Look what you've done
I’m a motherfuckin' starboy
Look what you've done
I'm a motherfuckin' starboy

[Verse 2]
Every day a nigga try to test me, ah
Every day a nigga try to end me, ah
Pull off in that Roadster SV, ah
Pockets overweight, gettin' hefty, ah
Coming for the king, that's a far cry, ah
I come alive in the fall time, I
No competition, I don't really listen
I’m in the blue Mulsanne bumping New Edition

[Pre-Chorus]
House so empty, need a centerpiece
20 racks a table cut from ebony
Cut that ivory into skinny pieces
Then she clean it with her face man I love my baby
You talking money, need a hearing aid
You talking bout me, I don’t see the shade
Switch up my style, I take any lane
I switch up my cup, I kill any pain

[Chorus]
Look what you've done
I’m a motherfuckin' starboy
Look what you've done
I'm a motherfuckin’ starboy

[Verse 3]
Let a nigga brag Pitt
Legend of the fall took the year like a bandit
Bought mama a crib and a brand new wagon
Now she hit the grocery shop looking lavish
Star Trek roof in that Wraith of Khan
Girls get loose when they hear this song
100 on the dash get me close to God
We don't pray for love, we just pray for cars

[Pre-Chorus]
House so empty, need a centerpiece
20 racks a table cut from ebony
Cut that ivory into skinny pieces
Then she clean it with her face man I love my baby
You talking money, need a hearing aid
You talking 'bout me, I don't see the shade
Switch up my style, I take any lane
I switch up my cup, I kill any pain

[Chorus]
Look what you've done
I'm a motherfuckin' starboy
Look what you've done
I'm a motherfuckin' starboy
Look what you've done
I'm a motherfuckin' starboy
Look what you've done
I'm a motherfuckin' starboy",The Weeknd,2016,"[2, 2, 2, 3, 3, 3, 2, 2, 2, 2, 2, 3, 40]",13
2,Closer,"[Verse 1: Andrew Taggart]
Hey, I was doing just fine before I met you
I drink too much
And that's an issue, but I'm okay
Hey, you tell your friends
It was nice to meet them
But I hope I never see them again

[Pre-Chorus: Andrew Taggart]
I know it breaks your heart
Moved to the city in a broke-down car
And four years, no calls
Now you're lookin' pretty in a hotel bar
And I-I-I can't stop
No, I-I-I can't stop

[Chorus: Andrew Taggart]
So, baby, pull me closer
In the backseat of your Rover
That I know you can't afford
Bite that tattoo on your shoulder
Pull the sheets right off the corner
Of the mattress that you stole
From your roommate back in Boulder
We ain't ever getting older

[Post-Chorus: Andrew Taggart]
We ain't ever getting older
We ain't ever getting older

[Verse 2: Halsey]
You look as good as the day I met you
I forget just why I left you, I was insane
Stay and play that blink-182 song
That we beat to death in Tucson, okay

[Pre-Chorus: Halsey]
I know it breaks your heart
Moved to the city in a broke-down car
And four years, no call
Now I'm lookin' pretty in a hotel bar
And I-I-I can't stop
No, I-I-I can't stop

[Chorus: Andrew Taggart & Halsey]
So, baby, pull me closer
In the backseat of your Rover
That I know you can't afford
Bite that tattoo on your shoulder
Pull the sheets right off the corner
Of the mattress that you stole
From your roommate back in Boulder
We ain't ever getting older

[Post-Chorus: Andrew Taggart & Halsey]
We ain't ever getting older
We ain't ever getting older

[Chorus: Andrew Taggart]
So, baby, pull me closer
In the backseat of your Rover
That I know you can't afford
Bite that tattoo on your shoulder
Pull the sheets right off the corner
Of the mattress that you stole
From your roommate back in Boulder
We ain't ever getting older

[Post-Chorus: Andrew Taggart & Halsey]
We ain't ever getting older
(No, we ain't ever getting older)
We ain't ever getting older
(No, we ain't ever getting older)
We ain't ever getting older
(We ain't ever getting older)
We ain't ever getting older
(No, we ain't ever getting older)
(We ain't ever getting older)
(No, we ain't ever getting older)",The Chainsmokers,2016,"[3, 3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 9]",20
3,24K Magic,"[Intro]
Tonight
I just want to take you higher
Throw your hands up in the sky
Let's set this party off right

[Chorus]
Players, put yo' pinky rings up to the moon
Girls, what y'all trying to do?
24 karat magic in the air
Head to toe so player
Uh, look out!

[Verse 1]
Pop pop, it's show time (Show time)
Show time (Show time)
Guess who's back again?
Oh they don't know? (Go on tell 'em)
Oh they don't know? (Go on tell 'em)
I bet they know soon as we walk in (Showin' up)
Wearing Cuban links (ya)
Designer minks (ya)
Inglewood's finest shoes (Whoop, whoop)
Don't look too hard
Might hurt ya'self
Known to give the color red the blues

[Pre-Chorus]
Ooh shit, I'm a dangerous man with some money in my pocket
(Keep up)
So many pretty girls around me and they waking up the rocket
(Keep up)
Why you mad? Fix ya face
Ain't my fault y'all be jocking
(Keep up)

[Chorus]
Players only, come on
Put your pinky rings up to the moon
Girls, what y'all trying to do?
24 karat magic in the air
Head to toe so player
Uh, look out!

[Verse 2]
Second verse for the hustlas (hustlas)
Gangstas (gangstas)
Bad bitches and ya ugly ass friends (Haha)
Can I preach? (Uh oh) Can I preach? (Uh oh)
I gotta show 'em how a pimp get it in
First, take your sip (sip), do your dip (dip)
Spend your money like money ain't shit (Whoop, whoop)
We too fresh
Got to blame it on Jesus
Hashtag blessed
They ain't ready for me

[Pre-Chorus]
I'm a dangerous man with some money in my pocket
(Keep up)
So many pretty girls around me and they waking up the rocket
(Keep up)
Why you mad? Fix ya face
Ain't my fault y'all be jocking
(Keep up)

[Chorus]
Players only, come on
Put your pinky rings up to the moon
Hey girls
What y'all trying to do?
24 karat magic in the air
Head to toe so player
Uh, look out!

[Bridge]
(Wooh)
Everywhere I go they be like
Ooh, so player ooh
Everywhere I go they be like
Ooh, so player ooh
Everywhere I go they be like
Ooh, so player ooh
Now, now, now
Watch me break it down like (Uh)
24 karat, 24 karat magic
What's that sound?
24 karat, 24 karat magic
Come on now
24 karat, 24 karat magic
Don't fight the feeling
Invite the feeling

[Chorus]
Just put your pinky rings up to the moon
Girls, what y'all trying to do?
24 karat magic in the air
Head to toe so player
Put your pinky rings up to the moon
Girls, what y'all trying to do? (Do)
24 karat magic in the air
Head to toe so player
(24 karat)
Uh, look out

[Outro]
(24 karat magic, magic, magic)",Bruno Mars,2016,"[4, 4, 5, 4, 6, 6, 7, 6, 6, 5]",10
4,Side To Side,"[Intro: Ariana Grande & Nicki Minaj]
I've been here all night (Ariana)
I've been here all day (Nicki Minaj)
And boy, got me walkin' side to side (Let them hoes know)

[Verse 1: Ariana Grande]
I'm talkin' to ya
See you standing over there with your body
Feeling like I wanna rock with your body
And we don't gotta think 'bout nothin' ('Bout nothin')
I'm comin' at ya
'Cause I know you got a bad reputation
Doesn't matter, 'cause you give me temptation
And we don't gotta think 'bout nothin' ('Bout nothin')

[Pre-Chorus: Ariana Grande]
These friends keep talkin' way too much
Say I should give you up
Can't hear them, no, 'cause I…

[Chorus: Ariana Grande]
I've been here all night
I've been here all day
And boy, got me walkin' side to side
I've been here all night
I've been here all day
And boy, got me walkin' side to side (Side to side)

[Verse 2: Ariana Grande]
Been tryna hide it
Baby, what's it gonna hurt if they don't know?
Makin' everybody think that we solo
Just as long as you know you got me (You got me)
And boy, I got ya
'Cause tonight I'm making deals with the devil
And I know it's gonna get me in trouble
Just as long as you know you got me

[Pre-Chorus: Ariana Grande]
These friends keep talkin' way too much
Say I should give you up
Can't hear them, no, 'cause I…

[Chorus: Ariana Grande]
I've been here all night
I've been here all day
And boy, got me walkin' side to side (Side to side)
I've been here all night (Been here all night, baby)
I've been here all day (Been here all day, baby)
And boy, got me walkin' side to side (Side to side)

[Refrain: Nicki Minaj]
Uh, yeah
This the new style with the fresh type of flow
Wrist icicle, ride dick bicycle
Come through yo, get you this type of blow
If you wanna Minaj, I got a tricycle

[Verse 3: Nicki Minaj]
All these bitches' flows is my mini-me
Body smoking, so they call me Young Nicki Chimney
Rappers in they feelings 'cause they feelin' me
Uh, I-I give zero fucks and I got zero chill in me
Kissing me, copped the blue box that say Tiffany
Curry with the shot, just tell 'em to call me Stephanie
Gun pop, then I make my gum pop
I'm the queen of rap, young Ariana run pop, uh

[Pre-Chorus: Ariana Grande]
These friends keep talkin' way too much (Way too much)
Say I should give him up (Give him up)
Can't hear them, no, 'cause I…

[Chorus: Ariana Grande]
I've been here all night (Been here all night, baby)
I've been here all day (Been here all night, baby)
And boy (Boy), got me walkin' side to side (Side to side)
I've been here all night (Been here all night, baby)
I've been here all day (Been here all day, baby) (Ooh, baby)
And boy (No), got me walkin' side to side (Side to side) (Yeah-eh, yeah, yeah, yeah)

[Refrain: Nicki Minaj and Ariana Grande]
This the new style with the fresh type of flow (Nah, nah, baby)
Wrist icicle, ride dick bicycle
Come through yo, get you this type of blow
If you wanna Minaj, I got a tricycle (No, eh, hey, eh, eh)",Ariana Grande,2016,"[5, 5, 4, 6, 4, 7, 6, 7, 8, 10, 12, 19, 18, 19, 18, 31]",16
5,I Don't Wanna Live Forever (Fifty Shades Darker),"Zayn & Taylor Swift - I Don't Wanna Live Forever (Fifty Shades Darker)
Steve Aoki & Louis Tomlinson - Just Hold On
Galantis - Pillow Fight
Flo Rida - Cake feat. 99 Percent
Pia Mia - We Should Be Together
Honors - Over
Kid Cudi - Swim in the Light
Michael Brun & Ben Alessi - U
Coldplay - Everglow (Live from Spotify London)
Gallant - Talking to Myself (Big Wild Remix)
Yo Gotti - Castro feat. Kanye West, Big Sean, Quavo & 2 Chainz
Vicetone & Youngblood Hawke - Landslide
Chris Brown - Party feat. Usher & Gucci Mane
LEÓN - Liar
Tom Walker - Just You and I (Acoustic)
Erik Hassle - Missing You (Olov Remix)
1Amvrka - Raised in the Wild
Andreas Moss - Thinking About You
Shoffy - Hold
Great Good Fine OK - Everything to Me
Sundara Karma - Happy Family
Felix Snow - Windows feat. Icona Pop
The Skins - i
The Head and the Heart - All We Ever Knew (Recorded at Spotify Studios NYC)
Andrew McMahon in the Wilderness - Walking in My Sleep
Biotin Babies - Eventually
Flume - My Boo feat. Vince Staples, Kučka, Ngaiire & Vera Blue (Triple J Like A Version)
GoldLink - Crew feat. Brent Faiyaz & Shy Glizzy
Wale - Groundhog Day
Vice - Steady 1234 feat. Jasmine Thompson & Skinny Mars (Bad Royale Remix)
Kaskade & deadmau5 - Beneath with Me feat. Skylar Grey (Kaskade's V.4)
WSTRN - Trap Love feat. Fekky
The Lox - Move Forward
Mondo Cozmo - Higher
ONE OK ROCK - I Was King
grandson - Bury Me Face Down
Old 97's - Good with God feat. Brandi Carlile
Muscadine Bloodline - WD-40
Aquilo - So Close to Magic
Little Simz - Shotgun feat. Syd
GEMS - Blow Out the Light
Saint PHNX - King
The Flaming Lips - Sunrise (Eyes of the Young)
Teflon Sega - Beretta Lake feat. SAINt JHN
Owkey & Ashdown - Know Myself
LE YOUTH - If You're Leaving feat. Sydnie
Allday - Raceway
Mokita - Broken Parts feat. The Ready Set
RHODES & Felix Jaehn - Your Soul (Holding On)
Felix Cartal - Falling Down
Matt Citron - Never Worried
Khalid - Coaster
Mario - Let Me Help You
Julia Bergwall - Won't Let You Go",Spotify,2016,[6],1
6,Deja Vu,"[Intro]
Huh, ayy, put a finger in the sky if you want it, nigga
Ayy, put two fingers in the sky if you want her
Ayy, put a finger in the sky if you want it, nigga
Ayy, put two fingers in the sky if you want her
Ayy, put a finger in the sky if you want it, nigga
Ayy, put two fingers in the sky if you want her
Ayy, put a finger in the sky if you want it, nigga
Ayy, put two fingers in the sky if you want her

[Verse 1]
Sometimes you worry 'bout the things he can provide for ya
Whenever you around I seem to come alive for ya
I finally recognize the feelings that's inside for ya
Although I know your man and trust me he would die for ya
These quiet thoughts of you been going on for years now
I saw you in the party, soft lips, soft spoken
I came and talked to you but homie interfered now
He introduced you as his girl and I was heartbroken
Some people talk about that love at first sight shit
To keep it real I don't know whether I believe it's true
But if it is then tell me if I'm wrong or right
If I fell in love with you before I ever even knew
I catch your eye then look away as if it never happened
At times I feel as though I'm caught up in a strange dream
If eyes could talk then mines would tell ya that I'm feeling you
Sometimes I swear your eyes be telling me the same thing

[Pre-Chorus]
She fuck with small town niggas, I got bigger dreams
She fuck with small town niggas, I got bigger dreams (listen)
She fuck with small town niggas, I got bigger dreams
She fuck with small town niggas, I got bigger dreams (listen)

[Chorus]
Club jumping, don't stop, off top
But you know we only go 'til 2 o'clock
Put yo motherfuckin' hood up, it's the weekend
Drop that, back that ass up and bitches get to freaking
Last call at the bar, ladies get a drink, nigga get some balls
Ain't no telling you gonna see that bitch tomorrow
Stop holding up the wall waiting for the right song
Better holla cause you know they bout to cut the lights on

[Verse 2]
And put my number in it—
I'm staring at you from afar, I'm wondering 'bout you
Like, where you from and who you are?
'Cause you a star—no, not the type that snort the white lines
I mean the type to light the night time, I heard you got a man
But who in their right mind letting you out the house alone?
Tell me is your house a home?
Why you in the club looking like you out your zone?
Now be discreet and pull out your phone and put my number in it
Text a nigga when your man leave you unattended
On a scale from 1 to 10 that girl's a hundred and I want it
No question, I know destiny well
And though I sin the Lord blessing me still
Every saint got a past, every sinner got a future
Every loser gotta win and every winner gotta lose someday
They say it's just a matter of time
And if I had my way then you would be mine

[Pre-Chorus]
She fuck with small town niggas, I got bigger dreams
She fuck with small town niggas, I got bigger dreams (listen)
She fuck with small town niggas, I got bigger dreams
She fuck with small town niggas, I got bigger dreams

[Chorus]
Club jumping, don't stop, off top
But you know we only go 'til 2 o'clock
Put yo motherfuckin' hood up, it's the weekend
Drop that, back that ass up and bitches get to freaking
Last call at the bar, ladies get a drink, nigga get some balls
Ain't no telling you gonna see that bitch tomorrow
Stop holding up the wall waiting for the right song
Better holla 'cause you know they bout to cut the lights on

[Bridge]
I know you were made for me but
Darling don't you wait for me
'Cause I can see the promised land
But I can't do no promising
I know you were made for me but
Darling don't you wait for me
'Cause I can see the promised land
But I can't do no promising

[Outro]
Ayy, put a finger in the sky if you want it, nigga
Ayy, put two fingers in the sky if you want her
Ayy, put a finger in the sky if you want it, nigga
Ayy, put two fingers in the sky if you want her
Ayy, put a finger in the sky if you want it, nigga
Ayy, put two fingers in the sky if you want her
Ayy, put a finger in the sky if you want it, nigga
Ayy, put two fingers in the sky if you want her",J. Cole,2016,"[7, 77, 75]",3
7,Juju On That Beat (TZ Anthem),"[Intro: Grandmother]
Do that one dance baby
That, that one dance
Yeah, oh
You don't know how to do that?
Baby do it for your grandma
Come on, I'm old and I'm trying to learn it
Well yeah, do it

[Intro: Two Girls]
Girl 1: Oh my god, oh my god. Girl ain't that Zay and Zayion?
Girl 2: Yas
Girl 1: Don't both of 'em got a girlfriend?
Girl 2: Girl I don't care
Girl 1: I don't care girl, he still cute
Girl 2: Oh yes, he is!

[Verse 1: Zay Hilfiger]
Walked in this party
And these girls lookin' at me
Skinny jeans on and you know my hair nappy
Hey, hey, hey
Okay, okay
I want y'all do it, do this dance now

[Chorus: Zay Hilfiger]
JuJu on the beat
JuJu on that beat
JuJu on that, JuJu on that, JuJu on that beat
Now slide, drop
Hit dem folks, don't stop, ayy
Don't stop, ayy
Don't stop, ayy
Running man on that beat, ayy
Running man on that beat, ayy
Running man on that beat, ayy
Running man on that beat
Now do your dance, do your dance, do your dance, ayy
You ugly
You your daddy's son

[Bridge: Zay Hilfiger]
Ayy, ayy
Do your dance, ayy
Go crazy, ayy
Get freaky, ayy
Let's go, leggo, leggo, leggo, leggo
Hey, hey, hey
Yeah

[Verse 2: Zayion McCall]
Okay we knuckin' and buckin'
And ready to fight
I got my cousin, he with me
And got Lil Zay on the right
And I'm a Detroit baby
And I don't know nothing else
Besides drinking and having parties
And having some fun
I say look in the mirror
What you expect me to do?
I see a 300-S
And got them blacked out rims
I mean I like your style
I'm on a whole 'nother level
If you compare me and you
There wouldn't be no comparings

[Chorus: Zay Hilfiger]
JuJu on the beat
JuJu on that beat
JuJu on that, JuJu on that, JuJu on that beat
Now slide, drop
Hit dem folks, don't stop, ayy
Don't stop, ayy
Don't stop, ayy
Running man on that beat, ayy
Running man on that beat, ayy
Running man on that beat, ayy
Running man on that beat
Now do your dance, do your dance, do your dance, ayy
You ugly
You your daddy's son",Zay Hilfigerrr,2016,"[8, 6, 6, 5, 8, 8, 8, 9, 13, 11, 89, 57]",12
8,Let Me Love You,"[Verse 1: Justin Bieber]
I used to believe
We were burnin' on the edge of somethin' beautiful
Somethin' beautiful
Sellin' a dream
Smoke and mirrors keep us waitin' on a miracle
On a miracle

[Pre-Chorus: Justin Bieber]
Say, go through the darkest of days
Heaven's a heartbreak away
Never let you go, never let me down
Oh, it's been a hell of a ride
Driving the edge of a knife
Never let you go, never let me down

[Chorus: Justin Bieber]
Don't you give up, nah, nah, nah
I won't give up, nah, nah, nah
Let me love you
Let me love you
Don't you give up, nah, nah, nah
I won't give up, nah, nah, nah
Let me love you
Let me love you
Oh baby, baby

[Breakdown: DJ Snake]

[Verse 2: Justin Bieber]
Don't fall asleep
At the wheel, we've got a million miles ahead of us
Miles ahead of us
All that we need
Is a rude awakening to know we're good enough yeah
Know we're good enough

[Pre-Chorus: Justin Bieber]
Say go through the darkest of days
Heaven's a heartbreak away
Never let you go, never let me down
Oh it's been a hell of a ride
Driving the edge of a knife
Never let you go, never let me down

[Chorus: Justin Bieber]
Don't you give up, nah, nah, nah
I won't give up, nah, nah, nah
Let me love you
Let me love you
Don't you give up, nah, nah, nah
I won't give up, nah, nah, nah
Let me love you
Let me love you
Oh baby, baby

[Breakdown: DJ Snake]

[Chorus: Justin Bieber]
Don't you give up, nah, nah, nah
I won't give up, nah, nah, nah
Let me love you
Let me love you
Don't you give up, nah, nah, nah
I won't give up, nah, nah, nah
Let me love you
Let me love you
Oh baby, baby",DJ Snake,2016,"[9, 8, 7, 8, 7, 5, 4, 4, 4, 4, 5, 5, 4, 6, 12, 13, 16, 19, 12, 99]",20
9,Don't Wanna Know,"[Intro]
Oh, hey
Oh, oh hey
Oh, oh, oh hey
Uh oh, uh oh

[Chorus: Adam Levine]
I don't wanna know, know, know, know
Who's taking you home, home, home, home
And loving you so, so, so, so
The way I used to love you, no
I don't wanna know, know, know, know
Who's taking you home, home, home, home
And loving you so, so, so, so
The way I used to love you, oh
I don't wanna know

[Verse 1: Adam Levine]
Wasted (Wasted)
And the more I drink, the more I think about you
Oh no, no, I can't take it
Baby, every place I go reminds me of you

[Pre-Chorus: Adam Levine]
Do you think of me? Of what we used to be?
Is it better now that I'm not around?
My friends are actin' strange, they don't bring up your name
Are you happy now?
Are you happy now?

[Chorus: Adam Levine]
I don't wanna know, know, know, know
Who's taking you home, home, home, home
And loving you so, so, so, so
The way I used to love you, no
I don't wanna know, know, know, know
Who's taking you home, home, home, home
And loving you so, so, so, so
The way I used to love you, oh
I don't wanna know

[Verse 2: Adam Levine]
And every time I go out, yeah
I hear it from this one, I hear it from that one
That you got someone new
Yeah, I see but don't believe it
Even in my head, you're still in my bed
Maybe I'm just a fool

[Pre-Chorus: Adam Levine]
Do you think of me? Of what we used to be? (What we used to be)
Is it better now that I'm not around? (That I'm not around)
My friends are actin' strange, they don't bring up your name
Are you happy now?
Are you happy now?

[Chorus: Adam Levine]
I don't wanna know, know, know, know
Who's taking you home, home, home, home
And loving you so, so, so, so
The way I used to love you, no
I don't wanna know, know, know, know
Who's taking you home, home, home, home
And loving you so, so, so, so
The way I used to love you, oh
I don't wanna know
(Oh hey)

[Verse 3: Kendrick Lamar]
No more “please stop”
No more hashtag boo'd up screenshots
No more tryin' make me jealous on your birthday
You know just how I made you better on your birthday, oh
Do he do you like this, do he woo you like this?
Do he lay it down for you, touch your poona like this?
Matter fact, never mind, we'll let the past be
May be his right now, but your body's still me, whoa

[Chorus: Adam Levine]
I don't wanna know, know, know, know
Who's taking you home, home, home, home
And loving you so, so, so, so
The way I used to love you, no
I don't wanna know, know, know, know
Who's taking you home, home, home, home
And loving you so, so, so, so
The way I used to love you, oh
I don't wanna know, know, know, know
Who's taking you home, home, home, home
And loving you so, so, so, so
The way I used to love you, oh (The way I used to love you)
I don't wanna know, know, know, know
Who's taking you home, home, home, home
And loving you so, so, so, so
The way I used to love you, oh
I don't wanna know

[Outro]
Oh hey
Oh, oh hey
Oh, oh, oh hey
Uh oh, uh oh",Maroon 5,2016,"[10, 7, 8, 10, 10, 10, 11, 13, 9, 56]",10
