,title,lyrics,artists,date,rank,cnt
0,Don't Forget About Us,"[Intro]
(Don't forget about us)
Don't baby, don't baby, don't let it go
No baby, no baby, no baby, no
(Don't forget about us)
Don't baby, don't baby, don't let it go
My baby boy

[Verse 1]
Just let it die with no goodbyes
Details don't matter, we both paid the price
Tears in my eyes
You know sometimes it'd be like that, baby

[Pre-Chorus 1]
Now every time I see you, I pretend I'm fine
When I wanna reach out to you
But I turn and I walk and I let it ride
Baby, I must confess
We were bigger than anything
Remember us at our best
And don't forget about

[Chorus]
Late nights, playing in the dark
And waking up inside my arms
Boy, you'll always be in my heart and
I can see it in your eyes, you still want it
So don't forget about us
I'm just speaking from experience
Nothing can compare to your first true love
So I hope this will remind you
When it's for real, it's forever
So don't forget about us

[Verse 2]
Oh, they say that you're in a new relationship
But we both know nothing comes close to
What we had, it perseveres
That we both can't forget it
How good we used to get it

[Pre-Chorus 2]
There's only one me and you
And how we used to shine (We used to shine)
No matter who you go through
We are one, that's a fact that you can't deny
So, baby, we just can't let the fire pass us by
Forever we'd both regret
So don't forget about

[Chorus]
Late nights, playing in the dark
And waking up inside my arms
Boy, you'll always be in my heart and
I can see it in your eyes, you still want it
So don't forget about us
I'm just speaking from experience
Nothing can compare to your first true love
So I hope this will remind you
When it's for real, it's forever
So don't forget about us

[Bridge]
And if she's got your head all messed up now
That's the trickery
So why you act like you don't know how this loving used to be?
I bet she can't do it like me, she'll never be MC
Baby, don't you, don't you forget about us

[Chorus]
Late nights, playing in the dark
And waking up inside my arms
Boy, you'll always be in my heart and
I can see it in your eyes you still want it
So don't forget about us
I'm just speaking from experience
Nothing can compare to your first true love
So I hope this will remind you
When it's for real, it's forever
So don't forget about us
Late nights, playing in the dark
And waking up inside my arms
Boy, you'll always be in my heart and
I can see it in your eyes, you still want it
So don't forget about us
I'm just speaking from experience
Nothing can compare to your first true love
So I hope this will remind you, babe
When it's for real, it's forever
So don't forget about us

[Outro]
Don't baby, don't baby, don't let it go
No baby, no baby, no baby, no
(Don't forget about us)
Don't baby, don't baby, don't let it go
When it's for real, it's forever
So don't forget about us",Mariah Carey,2005,"[1, 2, 7, 12, 11, 17, 20, 26, 36, 56, 81]",11
1,Run It!,"[Intro]
Southside on the track, yeah
Gang shit, nigga
Yeah
Fuck you talkin' 'bout, man?
This shit's got the most views out of everything I've ever put up on my shit
That little clip, that shit got a million views
I ain't never got no views on some shit out

[Verse 1]
Who you think you ahead of? Not us
In the S or the Porsche Carrera or some
Fuck twins like Tia and Tamera somethin'
Yeah, that boy gettin' bread, Panera, somethin'
Landed in the GT, leer or somethin'
Put Posto in the air or somethin'
Marry her, she havin' affairs
I'ma spin that ho like Pharris
Born in the Chi like Ye
But I do crimes like Bump J, I ain't scared of nothin'
Passport stamp, young nigga ran up that sack
Might as well go to Paris, huh?
Woofin, got whacked you embarrassed, huh?
Pussy you act like you scared of somethin'
Gon' and shoot up the terrorists (shoot up the terrorists)
Then they gon' realize it's serious (blah, blah)
I ain't even on that, period (period)
I'm makin' millions, I'm serious (I'm makin' millions)
That money come in various (furious)
Can't count it, I get delirious (delirious)
I bought my mama a mansion (a mansion)
So I can't trip over materials (yeah, yeah)
But I'm still dipped in that fashion
Know I stay drippin', that's period
These niggas drippin', that's period
Nah, they can't find me and I'm serious (serious)
They right behind, I'm serious (serious)
And I'm straight off the 9, now I'm serious
Who you gon' send to fuck with me?
Take stuff from me or from any of mine? Now I'm curious (I'm curious)
Better think 'fore you bust at me
If you miss, I'll clap a 50 and, man, now I'm furious
Dived in that water, dived like Aquarius
Young nigga, we was breakin' the barriers (breakin' the barriers)
If you grabbin' that torch, better carry it (better carry it)
Tryna hide on that porch on some scary shit (fuck yeah)

[Verse 2]
All I smoke is loud, you got that mild like Darius (yeah)
My son ain't gotta work because he gon' inherit it, uh huh (gon' inherit it)
We yell, ""Gang-gang first,"" you don't even know your heritage (bitch)
Took the cash from verses, I give that shit to charity
Lovin' my city like Chano, I swear
Why the fuck I still gotta ride everywhere with it?
""Herb I seen you on the news, I was worried""
We was just jokin' with y'all, that's a parody
We don't talk too much, got D's everywhere (everywhere)
We still fresh, double G's everywhere (everywhere)
I put the VV's everywhere (everywhere)
I do Mike Amiri's, every pair
And they know me for shittin' on everybody
I'm the one that do shit that you hear about
I'm the one that told y'all that I move like Obama
Then how the fuck they end up with my whereabouts?
Hold on, everybody gotta clear it out
Middle of summer, hot like a sauna
We was laid back in the back of the Honda
Told young sneak up, anaconda
It ain't happen, I wasn't there, your Honor
I was somewhere eatin' Benihana's
Get valet and Lil' Benny to park it
All my life I had been in apartments
Move to balley, get a brib, I'm ballin'
My bitch always primpin', keep ballin'
Yes I'm a lil' workaholic
Hit the crib with a 50 and all 20's
I'ma just make her count all of 'em
But I get the backend all blues
Nah don't fuck around, bruh, do all of it
Know it's goin' right to lil' dude
Already got a closet, all shoes
Bought 10 pairs of baby G-Fazos
And my bitch got a closet with some Loubs
Cashed out on the crib, I ain't get the view
I'm like, ""Fuck it, no problem, it'll do""
Mama's crib got a pond, not a pool
We had roaches and rats, I ain't get to move
I survived through it all, it's true (yes, it's true)
Slept on couches and floors all through middle school
Now I'm cool, now I'm 'bool
Now my car go vroom, (vroom)
Niggas hatin' on me, but it's bool
Guess I got rich too soon
Nigga, I've been rappin' like six years (what?)
I seen ten niggas get killed
What about me turnin' down them deals? (Huh)
Now you pissed off 'cause I switched wheels?

[Outro]
Uh, who run it? Limit
No Limit run it
No Limit
Who run it? G Herbo
I'm done with this shit",G Herbo,2005,"[2, 1, 1, 1, 1, 1, 2, 2, 2, 2, 8, 11, 24, 31, 46, 56, 79, 84, 92]",19
2,Grillz,"[Intro: Paul Wall]
Rob the jewelry store and tell 'em make me a grill
Add the whole top diamond and the bottom row's gold

[J.D.]
Yo we bout to start a epidemic wit this one
Y'all know what this is... So So Def

[Verse 1: Nelly & Brandy]
Got 30 down at the bottom, 30 more at the top
All invisible set in little ice cube blocks
If I could call it a drink, call it a smile on the rocks
If I could call out a price, let's say I call out a lot
I got like platinum and white rose, traditional gold
I'm changing grills everyday, like Jay change clothes
I might be grilled out nicely (oh) In my white tee (oh)
Or on South Beach (oh) in my wife beat
VVS studded, you can tell when they cut it
You see my grandmama hate it, but my lil mama love it
Cause when I...
Open up ya mouth, ya grill gleaming (say what)
Eyes stay low from the chiefing (chiefing)
I got a grill they call penny candy, you know what that means
It look like Now and Laters, gum drops, jelly beans
I wouldn't leave it for nothing only a crazy man would
So if you catch me in your city, somewhere out in your hood
Just say...

[Hook]
Smile for me daddy (What you looking at)
Let me see ya grill (Let me see my what)
Ya, ya grill ya, ya, ya grill (Rob the jewelry store and tell 'em make me a grill)
Smile for me daddy (What you looking at)
I want to see your grill (You wanna see my what)
Ya, ya grill ya, ya, ya grill (Had a whole top diamonds and the bottom rows gold)

[Verse 2: Paul Wall]
What it do baby, it's the ice man Paul Wall
I got my mouth looking something like a disco ball
I got the diamonds and the ice all hand set
I might cause a cold front if I take a deep breath
My teeth gleaming like I'm chewing on aluminum foil
Smiling showing off my diamonds sipping on some potent oil
I put my money where my mouth is and bought a grill
20 carats 30 stacks let 'em know I'm so for real
My motivation is from 30 pointers, VVS
The frontage in my mouth piece simply symbolize success
I got the wrist wear and neck wear that's captivating
But it's what smile that's got these onlookers spectating
My mouth piece simply certified a total package
Open up my mouth and you see more carrots than a salad
My teeth are mind blowing giving everybody chills
Call me George Foreman cause I'm selling everybody grills

[Hook]
Smile for me daddy (What you looking at)
Let me see ya grill (Let me see my what)
Ya, ya grill ya, ya, ya grill (Rob the jewelry store and tell 'em make me a grill)
Smile for me daddy (What you looking at)
I want to see your grill (You wanna see my what)
Ya, ya grill ya, ya, ya grill (Had a whole top diamonds and the bottom rows gold)

[Verse 3: Ali & Gipp]
[Gipp]
Gipp got them yellows, got them purples, got them reds
Lights gon' hit and make you woozy in your head
You can catch me in my 2 short drop
Mouth got colors like a Fruit Loop box
[Ali]
It's what it do, in the Lou', ice grill, country grammar
Where the hustlers move bricks and the gangsters bang hammers
Where I got 'em you can spot 'em, on the top, on the bottom
Got a bill in my mouth like I'm Hillary Rodham
[Gipp]
I ain't dissing nobody but lets bring it to the light
Gipp was the first with my mouth bright white
Yeah these hoes can't focus cause they eyesight blurry
Tipping on some 4's you can see my mouth jewelry
[Ali]
I got four different sets its a fabulous thang
One white, one yellow, like Fabolous chain
And the other set the same got my name in the mold
(Had a whole top diamonds and the bottom row's gold)

[Hook]
Smile for me daddy (What you looking at)
Let me see ya grill (Let you see my what)
Ya, ya grill ya, ya, ya grill (Rob the jewelry store and tell 'em make me a grill)
Smile for me daddy (What you looking at)
I want to see your grill (You wanna see my what)
Ya, ya grill ya, ya, ya grill (Had a whole top diamonds and the bottom rows gold)

[Brandy]
Boy, how you get ya grill that way
And how much did you pay
Every time I see you
Tha first thing I'm gon' say, hey.....

[Hook]
Smile for me daddy (What you looking at)
Let me see ya grill (Let me see my what)
Ya, ya grill ya, ya, ya grill (Rob the jewelry store and tell 'em make me a grill)
Smile for me daddy (What you looking at)
I want to see your grill (You wanna see my what)
Ya, ya grill ya, ya, ya grill (Had a whole top diamonds and the bottom rows gold)",Nelly,2005,"[3, 4, 11, 19, 52, 69, 84]",7
3,Laffy Taffy,"[Intro]
That laffy taffy (candy girl)
Girl, shake dat laffy taffy
That laffy taffy
Shake that laffy taffy
That laffy taffy
Girl, shake that laffy taffy
That laffy taffy
That laffy taffy (candy girl)
That laffy taffy

[Verse 1]
I'm lookin' for Mrs. Bubble Gum
I'm Mr. Chik-O-Stick
I wanna (dun dun dunt)(oh)
Cause you so thick
Girls call me Jolly Rancher
Cause I stay so hard
You can suck me for a long time
(Oh my God!)
Girl this ain't no dance flo'
This a candy sto'
And I'm really geeked up
And I got mo' dro'
I pop? I roll
It's all I do
It's the summer time
But yo laffy taffy got me cold (oh)
Gone get loose (oh)
Gone get low (oh)
Don't be shy
Ho I'm Fabo (oh)
I know you wanna ride
You a star and it shows
(well tell 'em, damn whassup, whassup let's go, let's go, let's go)

[Hook]
That laffy taffy (candy girl)
Girl, shake dat laffy taffy
That laffy taffy
Shake that laffy taffy
That laffy taffy
Girl, shake that laffy taffy
That laffy taffy
That laffy taffy (candy girl)
That laffy taffy

[Verse 2]
C'mon trick, c'mon trick
Here go Mr. Chocolate
I like the way you break it down
Waddle, stop you watchin' me
Laffy taffy I'm likin' this
Big ole ass you shakin' bitch
Close yo mouth and don't say shit
Bend on ova and hit a split
Work that pole and work it well
Stacks on deck, yo ankles swell
Girl, lemme touch ya
I will neva tell
Security guard don't scare nobody
Damn right I touched that ho
All the money just hit the flo'
D4L I'm ready to go
Ho can't even shake no mo'
They tired out
Let's ride out
Bitch you wanna go
Then she can go
She get in my car
I ain't playin' no mo'
Start movin' on my Faybo
Bitch she probably already know
Lemme see that laffy taffy
(dun dun dunt)

[Hook]
That laffy taffy (candy girl)
Girl, shake dat laffy taffy
That laffy taffy
Shake that laffy taffy
That laffy taffy
Girl, shake that laffy taffy
That laffy taffy
That laffy taffy (candy girl)
That laffy taffy

[Verse 3]
Say baby girl
Ay what you gon' do
I got a hundred ones
I wanna po' on you
Just keep that ass shakin'
And I keep tippin' you
While I sit back like a playa
And sip that grey goose
Feelin' all loose
Cause girl you on yo job
You got my dick hard
The way you touch them toes
Workin' them micros
On the stilletos
You made it skeet skeet skeet
Like a water hose (candy girl)
Got me goin' in my pocket pullin' out mo' dough
Let the waitress know I need to order, five hundred mo'
You best believe later on we headed to the mo'
So gone and pack them bags
And let's motherfuckin' go
I'm waitin' on yo fine ass
At the front do'
Girl, you don't know
I'mma toss the laffy taffy
Toss it, flip it, and slap it
Bust a couple of nuts
And get right back at it

[Hook]
That laffy taffy (candy girl)
Girl, shake dat laffy taffy
That laffy taffy
Shake that laffy taffy
That laffy taffy
Girl, shake that laffy taffy
That laffy taffy
That laffy taffy (candy girl)
That laffy taffy",D4L,2005,"[4, 3, 2, 4, 6, 7, 13, 18, 23, 30, 70, 91, 95, 98]",14
4,Stickwitu,"[Intro: Nicole Scherzinger]
Mmm
Come on

[Verse 1: Nicole Scherzinger, with Melody Thornton & Carmit Bachar]
I don't wanna go another day
So I'm telling you exactly what is on my mind
Seems like everybody's breaking up
And throwing their love away
But I know I got a good thing right here
That's why I say, hey

[Chorus: All, Melody Thornton]
Nobody gonna love me better (mmh)
I'ma stick with you forever (mmh)
Nobody gonna take me higher
I'ma stick with you (mmh)
You know how to appreciate me
I'ma stick with you, my baby
Nobody ever made me feel this way
I'ma stick with you

[Verse 2: Nicole Scherzinger, with Melody Thornton & Carmit Bachar, Ashley Roberts, Jessica Sutta & Kimberly Wyatt]
I don't wanna go another day
So I'm telling you exactly what is on my mind
See the way we ride in our private lives
Ain't nobody getting in between
I want you to know that you're the only one for me (one for me)
And I say...

[Chorus: All, Melody Thornton, Nicole Scherzinger]
Nobody gonna love me better (mmh)
I'ma stick with you forever
Nobody gonna take me higher
I'ma stick with you (oh bae)
You know how to appreciate me
I'ma stick with you, my baby (yeah)
Nobody ever made me feel this way
I'ma stick with you

[Verse 3: Nicole Scherzinger, Melody Thornton, Carmit Bachar, Ashley Roberts, Jessica Sutta & Kimberly Wyatt]
And now
Ain't nothing else I could need (nothing else I could need)
And now
I'm singing 'cause you're so, so into me
I got you
We'll be making love endlessly
I'm with you (baby, I'm with you)
Baby, you're with me (baby, you're with me higher)

[Bridge: Nicole Scherzinger, Melody Thornton]
So don't you worry about
People hanging around
They ain't bringing us down
I know you and you know me
And that's all that counts (hey hey)
So don't you worry about
People hanging around
They ain't bringing us down (mmh)
I know you and you know me
And that's... that's why I say, hey

[Chorus: All, Nicole Scherzinger]
Nobody gonna love me better
I'ma stick with you forever
Nobody gonna take me higher
I'ma stick with you (come on)
You know how to appreciate me
I'ma stick with you, my baby
Nobody ever made me feel this way
I'ma stick with you
Nobody gonna love me better
I'ma stick with you forever
Nobody gonna take me higher
I'ma stick with you
You know how to appreciate me
I'ma stick with you, my baby

[Outro: Nicole Scherzinger]
Nobody ever made me feel this way
I'ma stick with you",The Pussycat Dolls,2005,"[5, 7, 9, 8, 10, 9, 18, 25, 40, 67, 85]",11
5,Photograph,"[Verse 1]
Loving can hurt, loving can hurt sometimes
But it's the only thing that I know
When it gets hard, you know it can get hard sometimes
It is the only thing that makes us feel alive

[Pre-Chorus]
We keep this love in a photograph
We made these memories for ourselves
Where our eyes are never closing
Our hearts were never broken
And time's forever frozen, still

[Chorus 1]
So you can keep me
Inside the pocket of your ripped jeans
Holding me close until our eyes meet
You won't ever be alone, wait for me to come home

[Verse 2]
Loving can heal, loving can mend your soul
And it's the only thing that I know, know
I swear it will get easier, remember that with every piece of ya
And it's the only thing to take with us when we die

[Pre-Chorus]
We keep this love in a photograph
We made these memories for ourselves
Where our eyes are never closing
Our hearts were never broken
And time's forever frozen, still

[Chorus 2]
So you can keep me
Inside the pocket of your ripped jeans
Holding me close until our eyes meet
You won't ever be alone
And if you hurt me, that's okay baby
Only words bleed inside these pages
You just hold me
And I won’t ever let you go
Wait for me to come home
Wait for me to come home
Wait for me to come home
Wait for me to come home

[Bridge]
Oh you can fit me
Inside the necklace you got when you were sixteen
Next to your heartbeat where I should be
Keep it deep within your soul
And if you hurt me, that's okay baby
Only words bleed inside these pages
You just hold me
And I won’t ever let you go

[Outro]
When I'm away, I will remember how you kissed me
Under the lamppost back on Sixth street
Hearing you whisper through the phone
Wait for me to come home",Ed Sheeran,2005,"[6, 5, 4, 6, 5, 5, 5, 5, 4, 3, 2, 3, 4, 25, 42, 63, 75]",17
6,Gold Digger,"[Produced by Kanye West and Jon Brion]

[Intro: Jamie Foxx]
She take my money when I'm in need
Yeah, she's a triflin' friend indeed
Oh, she's a gold digger
Way over town that digs on me

[Hook: Kanye West & (Jamie Foxx)]
(She give me money) Now, I ain't sayin' she a gold digger
(When I'm in need) But she ain't messin' with no broke niggas
(She give me money) Now, I ain't sayin' she a gold digger
(When I'm in need) But she ain't messin' with no broke niggas
(I gotta leave) Get down girl, go 'head, get down
(I gotta leave) Get down girl, go 'head, get down
(I gotta leave) Get down girl, go 'head, get down
(I gotta leave) Get down girl, go 'head

[Verse 1: Kanye West]
Cutie the bomb, met her at a beauty salon
With a baby Louis Vuitton under her underarm
She said: ""I can tell you rock, I can tell by your charm
Far as girls, you got a flock
I can tell by your charm and your arm""
But I'm lookin' for the one, have you seen her?
My psychic told me she'll have a ass like Serena
Trina, Jennifer Lopez, four kids
And I gotta take all they bad asses to ShowBiz?
Okay, get your kids, but then they got their friends
I pulled up in the Benz, they all got up in
We all went to din' and then I had to pay
If you fuckin' with this girl, then you better be paid
You know why? It take too much to touch her
From what I heard she got a baby by Busta
My best friend said she used to fuck with Usher
I don't care what none of y'all say, I still love her

[Hook: Kanye West & (Jamie Foxx)]
(She give me money) Now, I ain't sayin' she a gold digger
(When I'm in need) But she ain't messin' with no broke niggas
(She give me money) Now, I ain't sayin' she a gold digger
(When I'm in need) But she ain't messin' with no broke niggas
(I gotta leave) Get down girl, go 'head, get down
(I gotta leave) Get down girl, go 'head, get down
(I gotta leave) Get down girl, go 'head, get down
(I gotta leave) Get down girl, go 'head

[Verse 2: Kanye West]
Eighteen years, eighteen years
She got one of your kids, got you for eighteen years
I know somebody payin' child support for one of his kids
His baby mama car and crib is bigger than his
You will see him on TV any given Sunday
Win the Super Bowl and drive off in a Hyundai
She was supposed to buy your shorty Tyco with your money
She went to the doctor, got lipo with your money
She walkin' around lookin' like Michael with your money
Shoulda got that insured, Geico for your money
If you ain't no punk
Holla, ""We want prenup! We want prenup!"" (Yeah!)
It's somethin' that you need to have
‘Cause when she leave yo' ass, she gon' leave with half
Eighteen years, eighteen years
And on the 18th birthday, he found out it wasn't his?

[Hook: Kanye West & (Jamie Foxx)]
(She give me money) Now, I ain't sayin' she a gold digger
(When I'm in need) But she ain't messin' with no broke niggas
(She give me money) Now, I ain't sayin' she a gold digger
(When I'm in need) But she ain't messin' with no broke niggas
(I gotta leave) Get down girl, go 'head, get down
(I gotta leave) Get down girl, go 'head, get down
(I gotta leave) Get down girl, go 'head, get down
(I gotta leave) Get down girl, go 'head

[Verse 3: Kanye West]
Now, I ain't sayin' you a gold digger, you got needs
You don't want a dude to smoke, but he can't buy weed
You go out to eat, he can't pay, y'all can't leave
There's dishes in the back, he gotta roll up his sleeves
But while y'all washin', watch him
He gon' make it to a Benz out of that Datsun
He got that ambition, baby, look at his eyes
This week he moppin' floors, next week it's the fries
So stick by his side
I know there's dudes ballin', and yeah, that's nice
And they gonna keep callin' and tryin', but you stay right, girl
And when you get on, he'll leave yo' ass for a white girl

[Hook: Kanye West & (Jamie Foxx)]
(I gotta leave) Get down girl, go 'head, get down
(I gotta leave) Get down girl, go 'head, get down
(I gotta leave) Get down girl, go 'head, get down
(I gotta leave) Get down girl, go 'head

[Outro: Kanye West]
Let me hear that back",Kanye West,2005,"[7, 6, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 19, 27, 30, 47, 62, 75, 92]",23
7,Check On It,"[Intro: Swizz Beatz & (Slim Thug)]
Swizz Beatz
DC, Destiny Child (Slim Thug)

[Verse 1: Slim Thug]
You need to stop playing 'round with all them clowns and the wankstas
Good girls gotta get down with the gangsta's
Go 'head girl, put some back and some neck up on it
While I stand up in the background and check up on it

[Chorus: Beyoncé]
Ooh, boy, you looking like you like what you see
Won't you come over and check up on it
I'm-a let you work up on it
Ladies let 'em check up on it, watch it while he check up on it
Dip it, pop it, twerk it, stop it, check on me tonight

[Verse 2: Beyoncé]
If you got it, flaunt it, boy, I know you want it
While I turn around, you watch me check up on it
Ooh, you watchin' me shake it, I see it in ya face
Ya can't take it, it's blazin', you watch me in amazement
You can look at it, as long as you don't grab it
If you don't go braggin', I might let you have it
You think that I'm teasin', but I ain't got no reason
I'm sure that I can please ya, but first I gotta read you

[Chorus: Beyoncé]
Ooh, boy, you looking like you like what you see
Won't you come over and check up on it
I'm-a let you work up on it
Ladies let 'em check up on it, watch it while he check up on it
Dip it, pop it, twerk it, stop it, check on me tonight
Ooh, boy, you looking like you like what you see
Won't you come over and check up on it
I'm-a let you work up on it
Ladies let 'em check up on it, watch it while he check up on it
Dip it, pop it, twerk it, stop it, check on me tonight

[Verse 3: Beyoncé]
I can tell you wanna taste it, but I'ma make you chase it
You've got to be patient, I like my men patient
More patience, you take my get you in more places
You can't be abrasive, has to know to pace it
If I let you get up on it, you gotta make a promise
That you gon' put it on me, like no one's put it on me
Don't bore me, just show me, all men talk, but don't please
I can be a tease, but I really wanna please you

[Chorus: Beyoncé]
Ooh, boy, you looking like you like what you see
Won't you come over and check up on it
I'm-a let you work up on it
Ladies let 'em check up on it, watch it while he check up on it
Dip it, pop it, twerk it, stop it, check on me tonight
Ooh, boy, you looking like you like what you see
Won't you come over and check up on it
I'm-a let you work up on it
Ladies let 'em check up on it, watch it while he check up on it
Dip it, pop it, twerk it, stop it, check on me tonight

[Verse 4: Bun B]
Well it's the King of the Underground, and the King of the Trill
Standin' on the top of the South like the King of the Hill
You're tuned into a winner that's never takin' a loss
Reppin' Houston with Beyoncé and Slim Thug The Boss
Diamonds on the wood peel, I'm a Dirty South Soldier
Draped up in that Crown Holder homie, I thought I told ya...
I like your wiggle and the way that you work it
But no touchin', just watchin' you twerk it, I'm checkin' up on you tonight!

[Chorus: Beyoncé]
Ooh, boy, you looking like you like what you see (Yeah, yeah)
Won't you come over and check up on it
I'm-a let you work up on it (All my ladies)
Ladies let 'em check up on it, watch it while he check up on it
Dip it, pop it, twerk it, stop it, check on me tonight (Yeah)
(Check on it, check on it, check on it, check on it...)
Ooh, boy, you looking like you like what you see
Won't you come over and check up on it
I'm-a let you work up on it
Ladies let 'em check up on it, watch it while he check up on it
Dip it, pop it, twerk it, stop it, check on me tonight
(Hey)
Ooh, boy, you looking like you like what you see
Won't you come over and check up on it (You, so sexy boy)
I'm-a let you work up on it
Ladies let 'em check up on it, watch it while he check up on it
(And I know you want it)
Dip it, pop it, twerk it, stop it, check on me tonight
(So baby, check up on me)
Ooh, boy, you looking like you like what you see
(He having such a good time)
Won't you come over and check up on it
(I'm gonna work it, baby, you're mine)
I'm-a let you work up on it
Ladies let 'em check up on it, watch it while he check up on it
(All mine, all mine)
Dip it, pop it, twerk it, stop it, check on me tonight",Beyoncé,2005,"[8, 18, 21, 27, 34, 55, 72]",7
8,Because Of You,"[Verse 1]
I will not make the same mistakes that you did
I will not let myself cause my heart so much misery
I will not break the way you did, you fell so hard
I've learned the hard way to never let it get that far

[Chorus 1]
Because of you
I never stray too far from the sidewalk
Because of you
I learned to play on the safe side so I don't get hurt
Because of you
I find it hard to trust not only me, but everyone around me
Because of you, I am afraid

[Verse 2]
I lose my way
And it's not too long before you point it out
I cannot cry
Because I know that's weakness in your eyes
I'm forced to fake a smile, a laugh, every day of my life
My heart can't possibly break
When it wasn't even whole to start with

[Chorus 1]
Because of you
I never stray too far from the sidewalk
Because of you
I learned to play on the safe side so I don't get hurt
Because of you
I find it hard to trust
Not only me, but everyone around me
Because of you
I am afraid

[Bridge]
I watched you die, I heard you cry every night in your sleep
I was so young, you should have known better than to lean on me
You never thought of anyone else, you just saw your pain
And now I cry in the middle of the night
For the same damn thing

[Chorus 2]
Because of you
I never stray too far from the sidewalk
Because of you
I learned to play on the safe side so I don't get hurt
Because of you
I try my hardest just to forget everything
Because of you
I don't know how to let anyone else in
Because of you
I'm ashamed of my life because it's empty
Because of you
I am afraid

[Outro]
Because of you
Because of you",Kelly Clarkson,2005,"[9, 10, 12, 10, 9, 8, 7, 8, 8, 9, 9, 14, 21, 23, 34, 43, 61, 99]",18
9,There It Go! (The Whistle Song),"[Intro]
San-tana, aight
It's Dipset, bitch!

There it go, baby don't stop now
There it go, baby don't stop now

[Hook]
There it go
Damn, shorty look good and I'm thinking 'bout getting at her
Okay, time to whistle at her

Ay, girl – you make – my whistle blow

There it go, bring it here baby
There it go, bring it here baby

[Verse 1]
Top down and I'm at it again
It's hot now and I'm at it to win, you heard me?
Who want it with me? Nobody want it with me
Oh, I'm so fly, oh, mami come and get me
Sit it down, back up, bring it on back up
Move it 'til you feel something hard on your back, ugh
There it go, if you want it, come and get it
I ain't kidding I'm with it, here it go, go

So girl – let me – see you get low

There it go, yeah, just like that
Move the thang like a boomerang and come right back
There it go, I don't need to ask I proceed to grab her
Chicks love my G'd up swagger, there it go

[Hook]
There it go
Damn, shorty look good and I'm thinking 'bout getting at her
Okay, time to whistle at her

Ay, girl – you make – my whistle blow

There it go, bring it here baby, come on
There it go, bring it here baby, come on

Ay, girl – let me – see you get low

There it go, set it down baby
There it go, set it down baby
There it go, it's Dipset
There it go, aight, aight, aight
There it go, it's Dipset
There it go, aight, aight

[Verse 2]
I got to get it, I'm so hot terrific
So not fair to the other guys that's in it
I know not my limit cause no sky's the limit
'til then I'm doing my, doing my, doing my thing
So baby keep moving your, moving your, moving your thing
And that'll keep you in the, you in the, you in the ring (or maybe not)

Ay, girl – you make – me want to know

You do it like a pro, lil' lady
If so bring it here, let it show, lil' lady, there it go
Let's go, lil' lady, to the crib
To the tele, you know, lil' lady
Um, yes girl, um, yes we can have a cum-fest, girl
'til the sun sets girl, girl
But first I gotta get you undressed girl
So take off them clothes and get undressed girl

[Hook]",Juelz Santana,2005,"[10, 12, 15, 11, 19, 23, 29, 29, 39, 55, 66, 88]",12
