,title,lyrics,artists,date,rank,cnt
0,Walk Like An Egyptian,"All the old paintings on the tombs
They do the sand dance don't you know
If they move too quick (oh whey oh)
They're falling down like a domino

All the bazaar men by the Nile
They got the money on a bet
Gold crocodiles (oh whey oh)
They snap their teeth on your cigarette

Foreign types with the hookah pipes say

(Chorus)
Ay oh whey oh, ay oh whey oh
Walk like an Egyptian

The blonde waitresses take their trays
They spin around and they cross the floor
They've got the moves (oh whey oh)
You drop your drink then they bring you more

All the school kids so sick of books
They like the punk and the metal band
When the buzzer rings (oh whey oh)
They're walking like an Egyptian

All the kids in the marketplace say

(Repeat Chorus)
Slide your feetup the street bend your back
Shift your arm then pull it back
Life's hard you know (oh whey oh)
So strike a pose on a Cadillac

If you want to find all the cops
They're hanging out in the donut shop
They sing and dance (oh whey oh)
Spin the clubs cruise down the block

All the Japanese with their yen
The party boys call the Kremlin
And the Chinese know (oh whey oh)
They walk the line like Egyptian

All the cops in the donut shop say

(Repeat Chorus)
Walk like an Egyptian",Me First and the Gimme Gimmes,1986,"[1, 1, 2, 5, 10, 16, 21, 25, 36, 48, 55, 63, 75, 82]",14
1,Everybody Have Fun Tonight,"I'll drive a million miles
To be with you tonight
So if you're feeling low
Turn up your radio
The words we use are strong
They make reality
But now the music's on
Oh, baby, dance with me, yeah

Rip it up, move down
Rip it up, move it down to the ground
Rip it up, cool down
Rip it up, don't hang me on the borderline

Everybody have fun tonight
Everybody have fun tonight
Everybody Wang Chung tonight
Everybody have fun tonight
Everybody Wang Chung tonight
Everybody have fun

Deep in the world tonight
Our hearts beat safe and sound
I'll hold you so close
Just let yourself go down

Rip it up, move down
Rip it up, move it down to the ground
Rip it up, cool down
Rip it up, get out what's inside of you

Everybody have fun tonight
Everybody have fun tonight
Everybody Wang Chung tonight
Everybody have fun tonight
Everybody Wang Chung tonight
Everybody have fun tonight (everybody)
Everybody have fun

On the edge of oblivion
All the word is Babylon
And all the love and everyone
A ship of fools sailing on

(Everybody)
Everybody have fun tonight
(Everybody)
Everybody have fun tonight

Across the nation, around the world
Everybody have fun tonight
A celebration, so spread the word

Everybody, everyone
Everybody, everyone (can you tell me what a Wang Chung is?)
Everybody, everyone

Everybody have fun tonight
Everybody have fun tonight
Everybody Wang Chung tonight
Everybody have fun tonight
Everybody Wang Chung tonight
Everybody have fun tonight
Everybody have fun

Everybody, everyone
Everybody, everyone
Everybody, everyone
Everybody, everyone",Wang Chung,1986,"[2, 3, 5, 7, 11, 13, 17, 23, 31, 37, 46, 57, 82]",13
2,Notorious,"[Intro: The Notorious B.I.G.]
(""Fuck all you hoes!"" Get a grip, motherfucker!)
Yeah, this album is dedicated
To all the teachers that told me I'd never amount to nothin'
To all the people that lived above the buildings that I was hustlin' in front of
Called the police on me when I was just tryin' to make some money to feed my daughter (it's all good)
And all the niggas in the struggle
You know what I'm sayin'? It's all good, baby baby

[Verse 1: The Notorious B.I.G.]
It was all a dream, I used to read Word Up! magazine
Salt-n-Pepa and Heavy D up in the limousine
Hangin' pictures on my wall
Every Saturday Rap Attack, Mr. Magic, Marley Marl
I let my tape rock 'til my tape popped
Smokin' weed in Bambú, sippin' on Private Stock
Way back, when I had the red and black lumberjack
With the hat to match
Remember Rappin' Duke? Duh-ha, duh-ha
You never thought that hip-hop would take it this far
Now I'm in the limelight 'cause I rhyme tight
Time to get paid, blow up like the World Trade
Born sinner, the opposite of a winner
Remember when I used to eat sardines for dinner
Peace to Ron G, Brucie B, Kid Capri
Funkmaster Flex, Lovebug Starski
I'm blowin' up like you thought I would
Call the crib, same number, same hood, it's all good
And if you don't know, now you know, nigga

[Chorus: Total & Puff Daddy]
You know very well (Yeah)
Who you are (Money, hoes and clothes)
Don't let 'em hold you down (Bankrolls, yeah, haha)
Reach for the stars (It's all good)
You had a goal (C'mon)
But not that many (It's all good)
'Cause you're the only one
I'll give you good and plenty (Check it)

[Verse 2: The Notorious B.I.G.]
I made the change from a common thief
To up close and personal with Robin Leach
And I'm far from cheap, I smoke skunk with my peeps all day
Spread love, it's the Brooklyn way
The Moët and Alizé keep me pissy, girls used to diss me
Now they write letters 'cause they miss me
I never thought it could happen, this rapping stuff
I was too used to packing gats and stuff
Now honeys play me close like butter play toast
From the Mississippi down to the East Coast
Condos in Queens, indo for weeks
Sold out seats to hear Biggie Smalls speak
Living life without fear
Puttin' five karats in my baby girl ear
Lunches, brunches, interviews by the pool
Considered a fool 'cause I dropped out of high school
Stereotypes of a black male misunderstood
And it's still all good
And if you don't know, now you know, nigga

[Chorus: Total & Puff Daddy]
You know very well (C'mon)
Who you are (Bankrolls)
Don't let 'em hold you down (Clothes)
Reach for the stars (Mansions)
You had a goal
But not that many (It's all good)
'Cause you're the only one
I'll give you good and plenty ('94)

[Verse 3: The Notorious B.I.G.]
Super Nintendo, Sega Genesis
When I was dead broke, man, I couldn't picture this
50-inch screen, money-green leather sofa
Got two rides, a limousine with a chauffeur
Phone bill about two G's flat
No need to worry, my accountant handles that
And my whole crew is loungin'
Celebrating every day, no more public housin'
Thinkin' back on my one-room shack
Now my mom pimps an Ac' with minks on her back
And she loves to show me off of course
Smiles every time my face is up in The Source
We used to fuss when the landlord dissed us
No heat, wonder why Christmas missed us
Birthdays was the worst days
Now we sip Champagne when we thirsty
Uh, damn right I like the life I live
'Cause I went from negative to positive and it's all (It's all good, nigga)
And if you don't know, now you know, nigga

[Chorus: Total, The Notorious B.I.G. & Puff Daddy]
You know very well (Money)
Who you are (Hoes and clothes)
Don't let 'em hold you down (Bankrolls)
And if you don't know, now you know, nigga
Reach for the stars (That's right)
You had a goal (It's all good)
But not that many (All good)
'Cause you're the only one (East coast, represent)
I'll give you good and plenty (C'mon)
And if you don't know, now you know, nigga

[Post-Chorus: The Notorious B.I.G. & Puff Daddy]
Representin' B-Town in the house (Biggie Smalls)
Junior Mafia, mad flavor (Bad Boy)
Uh, uh, yeah, aight (I see you, Cooch)

[Chorus: Total]
You know very well
Who you are
Don't let 'em hold you down
Reach for the stars
You had a goal
But not that many
'Cause you're the only one
I'll give you good and plenty

[Outro: Puff Daddy & Total]
Biggie Smalls, it's all good, nigga
Junior Mafia, it's all good, nigga
Bad Boy, it's all good, nigga
It's all good
That's right, '94
And on and on, and on and on
You know very well
It's all good
Who you are
Yeah
Don't let 'em hold you down
Reach for the stars

[Produced by Pete Rock and Poke of Trackmasters]",The Notorious B.I.G.,1986,"[3, 4, 8, 11, 16, 21, 30, 43, 56]",9
3,Shake You Down,"Girl, I’ve been watching you
From so far across the floor, now, baby
That’s nothing new, I’ve watched you
So many times before, now, baby
I see that look in your eyes (look in your eyes)
And what it’s telling me
And you know, ooh girl, that I’m not shy
I’m glad you picked up on my telepathy, now, baby

You read my mind (You know you did)
Girl I wanna shake you down (oh well, oh well)
I can give you all the lovin’ you need
(I’m gonna love you)
Come on let me take you down (oh, baby)
We’ll go all the way to heaven

Ooooh, I been missing you
And the way you make me feel inside
What can I do? I can tell you’ve got your pride now, baby
Come to me (oh well, oh well)
Let me ease your mind (oh babe)
I’ve got the remedy, yes I do
Now give me just a little time

(Here in my mind, Girl, I wanna shake you down)
I wanna rock you down
(I can give you all the lovin you need)
I’m gonna love you
(Come on let me take you down)
Oh well or well
(We’ll go all the way to heaven)

Girl, I’ve been missing you
And you know, it’s funny
Every time I get to feelin' this way
I wish I had you near me
I wanna reach out and touch you…

I can’t stop thinking of the things we do
The way you call me baby when I’m holding you
I shake and I shiver when I know you’re near
Then you whisper in my ear (oh baby, well, well)

Chorus

Eeny-meeny-miny-mo (You read my mind)
Come on, girl, let’s shock the show (Girl, I wanna shake you down)
(I can give you all the lovin' you need)
Roses are red and violets are blue
I’m gonna rock this world for you
Hey Baby
(We’ll go all the way to heaven
You read my mind)
Girl, I wanna shake you down
I can give you all the lovin’ you need
Come on, let me take you down
We’ll go all the way to heaven",Gregory Abbott,1986,"[4, 5, 9, 15, 17, 23, 31, 40, 47, 63, 76]",11
4,The Way It Is,"[Verse 1]
Standin' in line, marking time
Waiting for the welfare dime
'Cause they can't buy a job
The man in the silk suit hurries by
As he catches the poor old lady's eyes
Just for fun, he says ""Get a job""

[Chorus]
That's just the way it is
Some things'll never change
That's just the way it is
Ha, but don't you believe them

[Verse 2]
Said, ""Hey little boy, you can't go where the others go
'Cause you don't look like they do""
Said, ""Hey old man, how can you stand to think that way?
Did you really think about it before you made the rules?""
He said

[Chorus]
That's just the way it is
Some things'll never change
That's just the way it is
Ha, but don't you believe them

[Instrumental Solo]

[Chorus]
That's just the way it is
That's just the way it is

[Verse 3]
Well, they passed a law in '64
To give those who ain't got, a little more
But it only goes so far
'Cause the law don't change another's mind
When all it sees at the hiring time
Is the line on the color bar
But who knows

[Chorus]
That's just the way it is
Some things'll never change
That's just the way it is
That's just the way it is, it is, it is, it is",Bruce Hornsby and the Range,1986,"[5, 2, 1, 4, 8, 9, 14, 18, 27, 30, 40, 49, 60, 70, 86]",15
5,C'est La Vie,"Combien faut-il de temps pour accepter le sort ?
Combien faut-il de bières pour inhiber sa peur ?
Combien faut-il de pleurs pour pouvoir rire encore
Du fait d'être vivant en attendant la mort ?

R. C'est pas moi qui suis aigri, c'est la vie qu'est mortelle
Qui te sort de ton nid et te rogne les ailes
C'est pas moi qui suis aigri, c'est la vie qu'est mortelle

Combien faut-il de jours pour accepter la nuit ?
Combien faut-il de cuites pour vaincre l'insomnie ?
Est-ce vraiment le vin ou la vie qui m'écoeure
Quand elle choisit ton heure alors que je vomis ?

R. C'est pas moi qui suis aigri, c'est la vie qu'est mortelle
Qui te sort de ton nid et te rogne les ailes
C'est pas moi qui suis aigri, c'est la vie qu'est mortelle
Allez, tournez, allez valsez...

Faut-il être inconscient pour garder la raison
Quand de ceux qu'on aimait on écoute l'oraison
Que ruissellent à nos yeux les larmes du malheur
Serre-moi contre ton coeur, j'ai besoin d'illusion

R. (à Gégène)
C'est pas moi qui suis aigri, c'est la vie qu'est mortelle
Qui te sort de ton nid et te rogne les ailes
C'est pas moi qui suis aigri, c'est la vie qu'est mortelle
C'est pas moi qui suis aigri, c'est la vie qu'est mortelle",Yves Jamait,1986,"[6, 8, 14, 17, 21, 27, 35, 42, 48, 58, 68, 93]",12
6,Control,"[Produced by No I.D.]

[Intro: Big Sean]
Mhm, I look up
Yeah, and I take my time, nigga
I'ma take my time, woah
Mhm, power moves only, nigga

[Verse 1: Big Sean]
Boy, I'm 'bout my business on business, I drink liquor on liquor
I had women on women: yeah, that's bunk-bed bitches
I've done lived more than an 80-year-old man still kickin'
‘Cause they live for some moments, and I live for a livin'
But this for the girls who barely let me get to first base
On some ground ball shit
‘Cause now I run my city on some town hall shit
They prayin' on my motherfuckin' downfall, bitch
Like a drought, but you gon' get this rain like it's May weather
G.O.O.D. Music, 'Ye weather
Champagne just tastes better
They told me I never, boy, never say never
Swear flow special like an infant's first steps
I got paid then reversed debts
Then I finally found a girl that reverse stress
So now I'm talkin' to the reaper to reverse death
Yep, so I can kick it with my granddad, take him for a ride
Show him I made somethin' out myself and not just tried
Show him the house I bought the fam, let him tour inside
No matter how far ahead I get, I always feel behind in my mind
But fuck tryin' and not doin'
‘Cause not doin' is somethin' a nigga not doin'
I said fuck tryin' and not doin'
‘Cause not doin' is somethin' a nigga not doin'
I grew up to Em, B.I.G., and Pac, bitch, and got ruined
So until I got the same crib B.I.G. had in that ""Juicy"" vid
Bitch, I can't motherfuckin' stop movin'
Go against me, you won't stop losin'
From the city where every month is May-Day at home, spray your dome
Niggas get sprayed up like A.K. was cologne for a paycheck or loan
Yeah, I know that shit ain't fair
They say Detroit ain't got a chance, we ain't even got a mayor
You write your name with a Sharpie, I write mine in stone
I knew the world was for the taking and wouldn't take long
We on, tryna be better than everybody that's better than everybody
Rep Detroit, everybody, Detroit vers' everybody
I'm so fuckin' first class I could spit up on every pilot
The city's my Metropolis, feel it, it's metabolic
And I'm over niggas sayin' they're the hottest niggas
Then run to the hottest niggas just to stay hot
I'm one of the hottest because I flame drop
Drop fire, and not because I'm namedroppin', Hall of Fame droppin'
And I ain't takin' shit from nobody unless they're OGs
‘Cause that ain't the way of a OG
So I G-O collect mo' Gs, every dollar
Never changed though, I'm just the new version of old me
Forever hot-headed but never got cold feet
Got up in the game, won't look back at my old seats
Clique so deep we take up the whole street
I need a bitch so bad that she take up my whole week
Sean Don

[Bridge: Kendrick Lamar]
Miscellaneous minds are never explainin' their minds
Devilish grin for my alias aliens to respond
Peddlin' sin, thinkin' maybe when you get old you realize
I'm not gonna fold or demise
I don't smoke crack, motherfucker, I sell it!
Bitch, everything I rap is a quarter piece to your melon
So if you have a relapse, just relax and pop in my disc
Don't you pop me no fuckin' pill
I'ma pop you, then give you this

[Verse 2: Kendrick Lamar]
Tell Flex to drop a bomb on this shit
So many bombs, ring the alarm, like Vietnam on this shit
So many bombs, make Farrakhan think that Saddam in this bitch
One at a time, I line them up
And bomb on they mom while she watchin' the kids
I'm in a destruction mode if the gold exists
I'm important like the Pope, I'm a Muslim on pork
I'm Makaveli's offspring, I'm the King of New York
King of the Coast; one hand, I juggle 'em both
The juggernaut's all in your jugular, you take me for jokes
Live in the basement, church pews, and funeral faces
Cartier bracelets for my women friends, I'm in Vegas
Who the fuck y'all thought it's supposed to be?
If Phil Jackson came back, still no coachin' me
I'm uncoachable, I'm unsociable, fuck y'all clubs!
Fuck y'all pictures! Your Instagram can gobble these nuts!
Gobble dick up 'til you hiccup, my big homie Kurupt
This the same flow that put the rap game on a crutch
(West, West, West, West, West, West)
I've seen niggas transform like villain Decepticons
Mollies probably turn these niggas to fuckin' Lindsay Lohan
A bunch of rich-ass white girls lookin' for parties
Playin' with Barbies
Wreck the Porsche before you give them the car key
Judgement to the monarchy, blessings to Paul McCartney
You called me a black Beatle, I'm either that or a Marley
I don't smoke crack, motherfucker, I sell it!
I'm dressed in all black, this is not for the fan of Elvis
I'm aimin' straight for your pelvis
You can't stomach me? You plan on stumpin' me?
Bitch, I’ve been jumped before you put a gun on me
Bitch, I put one on yours, I'm Sean Connery
James Bonding with none of you niggas
Climbin' 100 mil in front of me
And I'm gonna get it even if you're in the way
And if you're in it, better run for Pete's sake
I heard the barbershops be in great debates all the time
'Bout who's the best MC: Kendrick, Jigga, and Nas
Eminem, André 3000; the rest of y'all
New niggas just new niggas, don't get involved
And I ain't rockin' no more designer shit
White T’s and Nike Cortez, this red Corvette's anonymous
I'm usually homeboys with the same niggas I'm rhymin' with
But this is hip-hop, and them niggas should know what time it is
And that goes for Jermaine Cole, Big K.R.I.T., Wale
Pusha T, Meek Millz, A$AP Rocky, Drake
Big Sean, Jay Electron', Tyler, Mac Miller
I got love for you all, but I'm tryna murder you niggas
Tryna make sure your core fans never heard of you niggas
They don't wanna hear not one more noun or verb from you niggas
What is competition? I'm tryna raise the bar high
Who tryna jump and get it? You're better off tryna skydive
Out the exit window of five G5's with five grand
With your granddad as the pilot, he drunk as fuck, tryna land
With the hand full of arthritis and poppin' prosthetic leg
Bumpin' Pac in the cockpit so the shit that pops in his head
Is an option of violence, someone heard the stewardess said
That your parachute is a latex condom hooked to a dread
West Coast

[Verse 3: Jay Electronica]
You could check my name on the books
I Earth Wind & Fire’d the verse, then reigned on the hook
The legend of Dorothy Flowers proclaimed from the roof
The tale of a magnificent king who came from the nooks
Of the wild magnolia, mother of many soldiers
We live by every single word she ever told us
Watch over your shoulders
And keep a tin of beans for when the weather turn the coldest
The Lord is our shepherd, so our cup runneth over
Put your trust in the Lord, but tether your Chevy Nova
I’m spittin' this shit for closure
And God is my witness, so you could get it from Hova
To all you magicians that’s fidgetin' with the cobra
I’m solid as a rock, ‘cause I came from a rock
That’s why I came with the rock
Then signed my name on the Roc
Draw a line around some Earth, then put my name on the plot
‘Cause I endured a lot of pain for everythang that I got
The eyelashes like umbrellas when it rain from the heart
And the tissue is like an angel kissin' you in the dark
You go from blind sight to hindsight
Passion of the Christ, right, to baskin' in the limelight
It take time to get your mind right
Jay Electricity, PBS Mysteries
In a lofty place tanglin' with Satan over history
You can’t say shit to me, الحمد لله‎
It’s strictly by faith that we made it this far",Big Sean,1986,"[7, 13, 17, 21, 27, 35, 41, 57, 73]",9
7,War,"[Intro]
AXL (AXL), AXL (AXL), AXL (AXL)
Woi-oi, ayy

[Verse]
I don't cop things for resale, don't do iCloud, don't do email
Feds wanna tap up man and wire up man like Chubbs did Detail
Back when Ricky was doin' up Teesdale, I was doin' dinner with Teezy
I didn't trust no one, swore gyal line me 'cause gyal too greazy
Niko never move neeky, sweatsuit Nike, sweatsuit DG
If man get beaky, ring ring, call up GiGi, do him up neatly
Used to look up to a man from certain ends with tune on repeat
Thought he was a bad boy, then 'til man got pinched and man went PC
Man went PC just like Dell and Windows, some man been those
Before I was ever around Kendall's, I was at ends though, dreamin' up Enzos
The woman I do end up with has to be a bad gyal just like Munchy
Can't have no pretentious ting when I know this road gets bumpy
Word to the broski Jay, he got different names in different countries
Three waps in the whip, when we beat that case, where man live way too comfy
I don't do well with people makin' disses or makin' threats
Woi-oi, man got flown like private jets, for way-way less
I know you try get one down on us ever since then it's been stressed
'Cause you know the reps dem owe you one and we always pay them debts
Wassa, wassa, just like the crodie Pressa, I don't do no passa
Link with Skull and Cuz and Jamie ah yard and we deh pon Gaza
Pasha Sasha pissed, I was way too young at the time for slashings
You niggas spend too much time on captions, not enough time on action
Pick one man with slaps that's rappin'; I bet he don't want no clashings
The LV pouch on chest is just for fashion, niggas just actin'
Are you dumb or stupid? The wheels on the Rolls is Chromazz, headshot domazz
Just checked in at a hotel, floor that we on got potent aromas
OVOXO link up, mandem drink up, me and the drillers
Hawk and Sticks and Cash and Baka, Gucci, P, and Gilla
And the boy that sound like he sang on Thriller, you know that's been my nigga
Yeah, we just had to fix things, family, 6ix tings, we can't split up
As for the rest of the game, I'll do man dirty, man'll get two time
To me, that's just our side, I don't really care who rides on whose side
Ring ten shots to the poolside, never seen none of these grown men outside
4301 won't spare no one, niggas gotta know about Southside
Steppin' outta line, get outlined, and you know I'm tied up stateside
Bringin' man down when they take sides, tryna get saved by the bell like Bayside
Prince I carry that last name, that shit stays on me like brand names
Jas just lined up brand new hand tings and nice guy on a madting
Everyone I know has code names, anyone I'm beefin' with is a no name
Niggas can't even win home games, they just gotta fall in line like Soul Train

[Outro]
Ayy, yeah
AXL (AXL), AXL (AXL), AXL (AXL)",Drake,1986,"[8, 11, 15, 20, 33, 45]",6
8,Stand By Me,"[Verse 1]
Made a meal and threw it up on Sunday
I've got a lot of things to learn
Said I would and I'll be leaving one day
Before my heart starts to burn

[Bridge]
So what's the matter with you?
Sing me something new
Don't you know the cold and wind and rain don't know
They only seem to come and go away

[Verse 2]
Times are hard when things have got no meaning
I've found a key upon the floor
Maybe you and I will not believe in
The things we find behind the door

[Bridge]
So what's the matter with you?
Sing me something new
Don't you know the cold and wind and rain don't know
They only seem to come and go away

[Chorus 1]
Stand by me, nobody knows the way it's gonna be
Stand by me, nobody knows the way it's gonna be
Stand by me, nobody knows the way it's gonna be
Stand by me, nobody knows
Yeah, nobody knows, the way it's gonna be

[Verse 3]
If you're leaving will you take me with you?
I'm tired of talking on my phone
There is one thing I can never give you
My heart will never be your home

[Bridge]
So what's the matter with you?
Sing me something new
Don't you know the cold and wind and rain don't know
They only seem to come and go away

[Chorus 1]
Stand by me, nobody knows the way it's gonna be
Stand by me, nobody knows the way it's gonna be
Stand by me, nobody knows the way it's gonna be
Stand by me, nobody knows
Yeah, nobody knows, the way it's gonna be

[Bridge 2]
The way it's gonna be, yeah
Maybe I can see, yeah
Don't you know the cold and wind and rain don't know
They only seem to come and go away (hey, hey)

[Chorus 2]
Stand by me, nobody knows the way it's gonna be
Stand by me, nobody knows the way it's gonna be
Stand by me, nobody knows the way it's gonna be
Stand by me, nobody knows
Yeah, God only knows, the way it's gonna be",Oasis,1986,"[9, 9, 10, 13, 15, 19, 23, 31, 39, 49, 57, 71, 95]",13
9,Don't Get Me Wrong,"[Verse 1]
Pray silence, I'm begging
Too tired to tell you I ain't coming home
Stop for a second
Guess I got caught up in leading you on
And I ain't responsible for the lump in your throat

[Pre-Chorus]
Haven't you had enough of all of this?
Haven't you had enough of loneliness?

[Chorus]
Don't get me wrong, I'd love to stay too long
Don't get me wrong, I'd love to tell you whatever you want
But haven't you had enough of loneliness?
And haven't we had enough of second best?
So don't get me wrong

[Verse 2]
Innocent then
Way back before we knew how to pretend
Picking up where we left
It ain't meant to be easy, shouldn't be hard as this
And I ain't responsible for letting this go

[Pre-Chorus]
Haven't you had enough of all of this?
Haven't you had enough of loneliness?

[Chorus]
Don't get me wrong, I'd love to stay too long
Don't get me wrong, I'd love to tell you whatever you want
But haven't you had enough of loneliness?
Haven't we had enough of second best?
Don't get me wrong
Don't get me wrong

[Bridge]
I just don't wanna be the devil, you know
It hurts the most when you come too close

[Chorus]
Don't get me wrong, I'd love to stay too long
Don't get me wrong, I'd love to tell you whatever you want
But haven't you had enough of loneliness?
Haven't we had enough of second best?
Don't get me wrong",Lewis Capaldi,1986,"[10, 12, 13, 16, 19, 22, 27, 37, 40, 51, 65, 88]",12
