,title,lyrics,artists,date,rank,cnt
0,I'm A Believer,"[Verse 1]
I thought love was only true in fairy tales
Meant for someone else but not for me
Love was out to get me
That's the way it seemed
Disappointment haunted all my dreams

[Chorus 1]
Then I saw her face, now I'm a believer
Not a trace of doubt in my mind
I'm in love, I'm a believer!
I couldn't leave her if I tried

[Verse 2]
I thought love was more or less a givin' thing
Seems the more I gave the less I got
What's the use in tryin'?
All you get is pain
When I needed sunshine I got rain

[Chorus 1]
Then I saw her face, now I'm a believer
Not a trace of doubt in my mind
I'm in love, I'm a believer
I couldn't leave her if I tried

[Solo]

[Bridge]
Love was out to get me
That's the way it seemed
Disappointment haunted all my dreams

[Chorus 1]
Then I saw her face, now I'm a believer
Not a trace of doubt in my mind
I'm in love, I'm a believer
I couldn't leave her if I tried

[Chorus 2]
Then I saw her face, now I'm a believer
Not a trace of doubt in my mind
And I'm a believer yeah yeah yeah yeah yeah
I'm a believer",The Monkees,1966,"[1, 3, 8, 44]",4
1,Snoopy Vs. The Red Baron,"[Verse 1]
After the turn of the century
In the clear blue skies over Germany
Came a roar and a thunder men had never heard
Like the scream and the sound of a big war bird
Up in the sky, a man in a plane
Baron von Richthofen was his name
Eighty men tried, and eighty men died
Now they're buried together on the countryside

[Chorus]
Ten, twenty, thirty, forty, fifty or more
The Bloody Red Baron was rolling out the score
Eighty men died trying to end that spree
Of the Bloody Red Baron of Germany

[Verse 2]
In the nick of time, a hero arose
A funny-looking dog with a big black nose
He flew into the sky to seek revenge
But the Baron shot him down (Curses, foiled again!)

[Chorus]

[Verse 3]
Now, Snoopy had sworn that he'd get that man
So he asked the Great Pumpkin for a new battle plan
He challenged the German to a real dogfight
While the Baron was laughing, he got him in his sight

[Musical interlude]

That Bloody Red Baron was in a fix
He'd tried everything, but he'd run out of tricks
Snoopy fired once, and he fired twice
And that Bloody Red Baron went spinning out of sight

[Chorus to fade]",The Royal Guardsmen,1966,"[2, 7, 30]",3
2,Winchester Cathedral,"{Whistling opening}

Winchester Cathedral
You're bringing me down
You stood and you watched as
My baby left town
You could have done something
But you didn't try
You didn't do nothing
You let her walk by
Now everyone knows just how much I needed that gal
She wouldn't have gone far away
If only you'd started ringing your bell
Winchester Cathedral
You're bringing me down
You stood and you watched as
My baby left town
Oh-bo-de-o-do oh-bo-de-o-do
Oh-bo-de-o-do de-do- duh",The New Vaudeville Band,1966,"[3, 1, 1, 3, 71, 1, 71, 3, 72, 3, 72, 6, 78, 24, 98, 66]",16
3,That's Life,"[Verse 1]
That's life (That's life), that's what all the people say
You're riding high in April, shot down in May
But I know I'm gonna change that tune
When I'm back on top, back on top in June
I said, that's life (That's life), and as funny as it may seem
Some people get their kicks, stompin' on a dream
But I don't let it, let it get me down
'Cause this fine old world it keeps spinning around

[Chorus]
I've been a puppet, a pauper, a pirate, a poet, a pawn and a king
I've been up and down and over and out, and I know one thing
Each time I find myself flat on my face
I pick myself up and get back in the race

[Verse 2]
That's life (That's life), I tell ya, I can't deny it
I thought of quitting, baby
But my heart just ain't gonna buy it
And if I didn't think it was worth one single try
I'd jump right on a big bird and then I'd fly

[Chorus]
I've been a puppet, a pauper, a pirate, a poet, a pawn and a king
I've been up and down and over and out, and I know one thing
Each time I find myself laying flat on my face
I just pick myself up and get back in the race

[Outro]
That's life (That's life), that's life and I can't deny it
Many times I thought of cutting out but my heart won't buy it
But if there's nothing shaking come this here July
I'm gonna roll myself up in a big ball and die
My, my",Frank Sinatra,1966,"[4, 4, 6, 10, 15, 42, 75]",7
4,Sugar Town,"[Verse 1]
Yeah, I'm on my way, on my way to Hell
Burnt up a dog, and got away with it
But some of them say that's where the Lord kicks in, but I say:

[Chorus]
How hard does he kick then, huh?
Uh, you know he better kick me good
I'm off to Su-Su-Su-Su-Su-Su-Su-Su-Sugar Town

[Verse 2]
Yeah, I'm on my way, on my way to Hell
But I think I'll live for a few more days
And just when I think that it's time to go, I say:

[Chorus]
Hell only exists if you believe in God, right?
So, that makes me a ghost when I die, right?
I call that Su-Su-Su-Su-Su-Su-Su-Su-Sugar Town

But I say: How hard does he kick then, huh?
Uh, you know he better kick me good
I'm off to Su-Su-Su-Su-Su-Su-Su-Su-Sugar Town",ShitKid,1966,"[5, 6, 9, 16, 44, 62, 83]",7
5,Mellow Yellow,"[Verse 1]
I'm just mad about Saffron
Saffron's mad about me
I'm-a just mad about Saffron
She's just mad about me

[Hook]
They call me mellow yellow
(Quite rightly)
They call me mellow yellow
(Quite rightly)
They call me mellow yellow

[Verse 2]
I'm just mad about fourteen
Frontine's mad about me
I'm just mad about fourteen
She's just mad about me

[Hook]
They call me mellow yellow
(Quite rightly)
They call me mellow yellow
(Quite rightly)
They call me mellow yellow

[Verse 3]
Born-a high forever to fly
A-Wind a-velocity nil
Born-a high forever to fly
If you want your cup I will fill

[Hook]
They call me mellow yellow
(Quite rightly)
They call me mellow yellow
(Quite rightly)
They call me mellow yellow

(So mellow, he's so yellow)

[Bridge]

[Verse 4]
Electrical banana
Is gonna be a sudden craze
Electrical banana
Is bound to be the very next phase

[Hook]
They call me mellow yellow
(Quite rightly)
They call me mellow yellow
(Quite rightly)
They call me mellow yellow

[Verse 5]
Saffron -- yeah
I'm just mad about her
I'm-a just-a mad-a about-a Saffron
She's just mad about me

[Hook]
They call me mellow yellow
(Quite rightly)
They call me mellow yellow
(Quite rightly)
They call me mellow yellow

(Oh so yellow, oh so mellow)",Donovan,1966,"[6, 2, 2, 2, 5, 9, 24, 65]",8
6,Tell It Like It Is,"[Produced by Omen]

[Karma] Daddy is that your car on TV?

[Ludacris]
You better believe it is baby
Now go in the other room
It's about to be some grown folks talkin here, okay?
All right

Yeah, things ain't always what they seem or cracked up to be (okay)
Like all these fakin ass rappers in this industry (tell 'em!)
Talkin 'bout what they got and they ain't got a damn thang
How you own three cars but you don't own your own name? (woo!)
Get your business right boys, the first class is in session (okay)
Get a entertainment lawyer in the music profession (hey!)
Start up your own company, trademark the name
That's gon' run ya about a grand so start savin your change (DTP!)
Open a bank account quick and then follow these steps (uh-huh)
Sign yourself TO yourself and start signin ya own checks (woo!)
Hit the booth and start recordin at the speed and need
Whatever gets your juices flowin, could be speed or weed (what else?)
Get it mixed and mastered (hey) pressed up and plastered (okay)
Sell it to your whole hood out the trunk, ya bastard!
Show all the non-believers what you destined to be (hey!)
And in just a couple years you could be rich like me!

[Hook: Ludacris]
But I can't hold my tongue - I'mma tell it like it is
This biz ain't all fun - I'mma tell it like it is
Give it to you straight, no chase - I'mma tell it like it is
Look you straight in yo' face and I'mma tell it like it is
I can't hold my tongue - I'mma tell it like it is
This biz ain't all fun - I'mma tell it like it is
Give it to you straight, no chase - I'mma tell it like it is
Look you straight in yo' face and I'mma tell it like it is

[Ludacris]
See mostly all your favorite artists got some serious problems (yup)
Their money could be the problem but money can't solve 'em (nope)
Some get addicted to drugs and flat out lazy (woo)
Some taste a little fame and go flat out crazy (woo!)
I'm close cause those close wanna live off my fame (yup)
And that type of shit ALONE'll drive a nigga insane (crazy!)
Not to mention all the vultures, the scandalous promoters (okay)
Crabs'll try to sue you, magazines'll misquote ya
Most of these label heads, they don't care nothin about ya (nah)
If you stop sellin records they'll act like they don't know ya
It's hard mixin business with pleasure so don't play
Me and my crew argue and fight like every other DAY (for real!)
Rappers ain't above the law but our life is so fast
That we got a special task force of police on our ass (true that)
All that, and this is really just the start of it (just the start of it)
Hip-Hop! You really wanna be a part of it?

[Hook: Ludacris]
Woo! I can't hold my tongue - I'mma tell it like it is
This biz ain't all fun - I'mma tell it like it is
Give it to you straight, no chase - I'mma tell it like it is
Woo! Look you straight in yo' face and I'mma tell it like it is
Hey hey, I can't hold my tongue - I'mma tell it like it is
Man this biz ain't all fun - I'mma tell it like it is
I'mma give it to you straight, no chase - I'mma tell it like it is
Hey! Look you straight in yo' face and I'mma tell it like it is

[Ludacris]
Let's go!
What's worse than havin no money is havin it and losin it (yup)
What's worse than havin some money is grabbin and abusin it (yup)
We never took no money from Chingy, thought I was cool with him (nah)
I wish his ass well but I don't want NOTHIN to do with him (woo!)
Some don't own they publishin; me? I never fool with 'em (nah)
I'm down for my artists, try my best to stay true to 'em (believe it)
Cause outside my label competition is irrelevant (DTP!)
Unless I'm still in competition with my president (what up Jay?)
And believe that I'm supportin the Hova
Cause the industry's shady, it needs to be taken over (okay!)
But the first rule to accumulation of wealth (what's that?)
Is don't trust nobody but your GOD damned self!

[Hook: Ludacris]
Woo! I can't hold my tongue - I'mma tell it like it is
Man this biz ain't all fun - I'mma tell it like it is
I'mma give it to you straight, no chase - I'mma tell it like it is
Look you straight in yo' face and I'mma tell it like it is
I said I can't hold my tongue - I'mma tell it like it is
This biz ain't all fun - I'mma tell it like it is
I'mma give it to you straight, no chase - I'mma tell it like it is
Look you straight in yo' face and I'mma tell it like it is

[Karma] Daddy are you finished with grown folk talk?

[Ludacris]
Yeah baby you can come back in here
Come give Daddy a kiss, you know I love you right?

[Karma] And I love you, always!",Ludacris,1966,"[7, 14, 25, 51, 78]",5
7,(I Know) I'm Losing You,"[Intro]
Your love is fadin', I feel it fade
Ah, your love is fadin', I feel it fade
Ah, your love is fadin', woman I feel it fade

[Verse 1]
Ah, woman, woman your touch, your touch has gone cold
As if someone else controls your very soul
I've fooled myself long as I can
Can feel the presence of another man
It's there when you speak my name
It's just not the same
Ooh babe, I'm losing you
It's in the air
It's there everywhere
Baby, baby, babe, I'm losing you

[Verse 2]
When I look into your eyes
A reflection of a face, I see
I'm hurt, down-hearted and worried, girl
'Cause that face doesn't belong to me
It's all over your face
Someone's takin' my place
Ooh baby, I'm losing you
You try hard to hide
The emptiness you feel inside
Ooh babe, I'm losing you

[Verse 3]
I can't bear the thought of losing you
Ah woman, can't you see what I'm goin' through
I'm losin' my mind, losin' my mind
And it's all because of you
I can't bear the thought of losing you
I'm losin' my mind, losin' my mind
And it's all because of you
I can't stand the thought of losing you",Rare Earth,1966,"[8, 10, 12, 19, 32, 43, 79]",7
8,A Place In The Sun,"[Verse 1]
Like a long lonely stream
I keep running towards a dream
Moving on, moving on
Like a branch on a tree
I keep reaching to be free
Moving on, moving on

[Chorus]
'Cause there's a place in the sun
Where there's hope for everyone
Where my poor restless heart's gotta run
There's a place in the sun
And before my life is done
Gotta find me a place in the sun

[Verse 2]
Like an old dusty road
I get weary from the load
Moving on, moving on
Like this tired troubled earth
I've been rolling since my birth
Moving on, moving on

[Chorus]
'Cause there's a place in the sun
Where there's hope for everyone
Where my poor restless heart's gotta run
I know there's a place in the sun
And before my life is done
Gotta find me a place in the sun

[Bridge]
You know when times are bad
And you're feeling sad
I want you to always remember

[Chorus]
Yes, there's a place in the sun
Where there's hope for everyone
Where my poor restless heart's gotta run
I know there's a place in the sun",Stevie Wonder,1966,"[9, 9, 10, 14, 23, 37, 53, 83]",8
9,Good Thing,"[Verse 1]
I book myself tables
At all the best restaurants, then eat alone
I buy myself fast cars
Just so I can drive them real fuckin' slow
I like my own company
Company, I don't need it
I'm not always cold
I'm just good on my own, so good on my own

[Pre-Chorus]
I've always been told, one day, I'll find
Somebody who changes my mind
If they come along, I won't think twice

[Chorus]
'Cause I already got a good thing with me
Yeah, I already got everything I need
The best things in life are already mine
Don't tell me that you got a good thing for me
'Cause I already got a good thing with me
Yeah, I already done everything I dream
I'm good by myself, don't need no one else
Don't tell me that you got a good thing for me
'Cause I already got a good thing

[Verse 2]
I make myself up
Just to dance in the mirror when I'm at home
I pose and take pictures
Then send them to people that I don't know
I like getting compliments
Complements how I'm feeling, oh
I'm not always selfish
Just bad at romance, it's not in my bones

[Pre-Chorus]
I've always been told, one day, I'll find
Somebody who changes my mind
If they come along, I won't think twice

[Chorus]
'Cause I already got a good thing with me (Good thing with me)
Yeah, I already got everything I need (Everything I need)
The best things in life are already mine
Don't tell me that you got a good thing for me
'Cause I already got a good thing with me (Good thing with me)
Yeah, I already done everything I dream (Everything I dream)
I'm good by myself, don't need no one else
Don't tell me that you got a good thing for me
'Cause I already got a good thing

[Pre-Chorus]
I've always been told, one day, I'll find
Somebody who changes my mind
If they come along, I won't think twice

[Chorus]
'Cause I already got a good thing with me (Oh, good thing with me)
Yeah, I already got everything I need (Everything I need, yeah)
The best things in life are already mine
Don't tell me that you got a good thing for me (No, no)
'Cause I already got a good thing with me (Good thing with me)
Yeah, I already done everything I dream (Everything, yeah)
I'm good by myself, don't need no one else
Don't tell me that you got a good thing for me
'Cause I already got a good thing",Zedd & Kehlani,1966,"[10, 27, 35, 66, 88]",5
