,title,lyrics,artists,date,rank,cnt
0,Empire State Of Mind,"[Intro: JAY-Z]
Yeah

[Verse 1: Jay-Z]
Yeah, I'm out that Brooklyn, now I'm down in Tribeca
Right next to De Niro, but I'll be hood forever
I'm the new Sinatra, and since I made it here
I can make it anywhere, yeah, they love me everywhere
I used to cop in Harlem – hola, my Dominicanos
Right there up on Broadway, brought me back to that McDonald's
Took it to my stash spot, 560 State Street
Catch me in the kitchen, like a Simmons whippin' pastry
Cruisin' down 8th street, off-white Lexus
Drivin' so slow, but BK is from Texas
Me? I'm out that Bed-Stuy, home of that boy Biggie
Now I live on Billboard and I brought my boys with me
Say what up to Ty Ty, still sippin' Mai Tais
Sittin' courtside, Knicks and Nets give me high fives
Nigga, I be spiked out, I could trip a referee
Tell by my attitude that I'm most definitely from…

[Chorus: Alicia Keys & Jay-Z]
In New York (ayy, aha) (uh, yeah)
Concrete jungle (yeah) where dreams are made of
There's nothin' you can't do (yeah) (okay)
Now you're in New York (aha, aha, aha) (uh, yeah)
These streets will make you feel brand-new (new)
Big lights will inspire you (come on) (okay)
Let's hear it for New York (You're welcome, OG) (come on)
New York (yeah), New York (uh) (I made you hot, nigga)

[Verse 2: Jay-Z]
Catch me at the X with OG at a Yankee game
Shit, I made the Yankee hat more famous than a Yankee can
You should know I bleed Blue, but I ain't a Crip, though
But I got a gang of niggas walkin' with my clique though
Welcome to the meltin' pot, corners where we sellin' rocks
Afrika Bambaataa shit, home of the hip-hop
Yellow cab, gypsy cab, dollar cab, holla back
For foreigners it ain't fair, they act like they forgot how to add
Eight million stories out there in the naked
City, it's a pity half of y'all won't make it
Me? I gotta plug Special Ed ""I Got It Made""
If Jeezy's payin' LeBron, I'm payin' Dwyane Wade
Three dice Cee Lo, three card Monte
Labor Day Parade – rest in peace, Bob Marley
Statue of Liberty, long live the World Trade
Long live the king, yo – I'm from the Empire State, that's…

[Chorus: Alicia Keys & Jay-Z]
In New York (ayy) (uh, yeah)
Concrete jungle where dreams are made of
There's nothin' you can't do (That boy good) (okay)
Now you're in New York (uh, yeah)
(Welcome to the bright light, baby)
These streets will make you feel brand-new
Big lights will inspire you (okay)
Let's hear it for New York (come on)
New York (yeah), New York (uh)

[Verse 3: Jay-Z]
Lights is blinding, girls need blinders
So they can step out of bounds quick, the side lines is
Lined with casualties who sip the life casually
Then gradually become worse – don't bite the apple, Eve!
Caught up in the in-crowd, now you're in-style
And when winter gets cold, en vogue with your skin out
The city of sin is a pity on a whim
Good girls gone bad, the city's filled with them
Mami took a bus trip, now she got her bust out
Everybody ride her, just like a bus route
""Hail Mary"" to the city, you're a virgin
And Jesus can't save you, life starts when the church ends
Came here for school, graduated to the high life
Ball players, rap stars, addicted to the limelight
MDMA got you feelin' like a champion
The city never sleeps, better slip you a Ambien

[Chorus: Alicia Keys & Jay-Z]
In New York (ayy, ah) (uh, yeah)
Concrete jungle where dreams are made of
There's nothin' you can't do (okay)
Now you're in New York (uh, yeah)
These streets will make you feel brand-new
Big lights will inspire you (okay)
Let's hear it for New York (come on)
New York (yeah), New York (uh)

[Bridge: Alicia Keys]
One hand in the air for the big city
Street lights, big dreams, all lookin' pretty
No place in the world that could compare
Put your lighters in the air, everybody say, ""Yeah"" (come on)
(Come on) Yeah (come on)

[Chorus: Alicia Keys]
In New York (uh, yeah)
Concrete jungle where dreams are made of
There's nothin' you can't do (okay)
Now you're in New York (uh, yeah)
These streets will make you feel brand-new
Big lights will inspire you (okay)
Let's hear it for New York (come on)
New York (yeah), New York (uh)",JAY-Z,2009,"[1, 1, 1, 1, 1, 2, 3, 13, 12, 13, 10, 10, 5, 50]",14
1,TiK ToK,"[Verse 1]
Wake up in the morning feelin' like P. Diddy (Hey, what up, girl?)
Grab my glasses, I'm out the door, I'm gonna hit this city (Let's go)
Before I leave, brush my teeth with a bottle of Jack
'Cause when I leave for the night, I ain't coming back

[Pre-Chorus 1]
I'm talkin' pedicure on our toes, toes
Tryin' on all our clothes, clothes
Boys blowin' up our phones, phones
Drop-toppin', playin' our favorite CDs
Pullin' up to the parties
Tryna get a little bit tipsy

[Chorus]
Don't stop, make it pop
DJ, blow my speakers up
Tonight, I'ma fight
Till we see the sunlight
Tick tock on the clock
But the party don't stop, no
Oh, whoa, whoa, oh
Oh, whoa, whoa, oh
Don't stop, make it pop
DJ, blow my speakers up
Tonight, I'ma fight
Till we see the sunlight
Tick tock on the clock
But the party don't stop, no
Oh, whoa, whoa, oh
Oh, whoa, whoa, oh

[Verse 2]
Ain't got a care in the world, but got plenty of beer
Ain't got no money in my pocket, but I'm already here
And now the dudes are linin' up 'cause they hear we got swagger
But we kick 'em to the curb unless they look like Mick Jagger

[Pre-Chorus 2]
I'm talkin' about errbody gettin' crunk, crunk
Boys try to touch my junk, junk
Gonna smack him if he gettin' too drunk, drunk
Now, now we go until they kick us out, out
Or the police shut us down, down
Police shut us down, down
Po-po shut us down

[Chorus]
Don't stop, make it pop
DJ, blow my speakers up
Tonight, I'ma fight
Till we see the sunlight
Tick tock on the clock
But the party don't stop, no
Oh, whoa, whoa, oh
Oh, whoa, whoa, oh
Don't stop, make it pop
DJ, blow my speakers up
Tonight, I'ma fight
Till we see the sunlight
Tick tock on the clock
But the party don't stop, no
Oh, whoa, whoa, oh
Oh, whoa, whoa, oh

[Bridge]
(DJ) You build me up, you break me down
My heart, it pounds, yeah, you got me
With my hands up, you got me now
You got that sound, yeah, you got me
(DJ) You build me up, you break me down
My heart, it pounds, yeah, you got me
With my hands up, put your hands up
Put your hands up

[Break]
Now, the party don't start till I walk in

[Chorus]
Don't stop, make it pop
DJ, blow my speakers up
Tonight, I'ma fight
Till we see the sunlight
Tick tock on the clock
But the party don't stop, no
Oh, whoa, whoa, oh
Oh, whoa, whoa, oh
Don't stop, make it pop
DJ, blow my speakers up
Tonight, I'ma fight
Till we see the sunlight
Tick tock on the clock
But the party don't stop, no
Oh, whoa, whoa, oh
Oh, whoa, whoa, oh",Kesha,2009,"[2, 3, 3, 5, 10, 14, 16, 22, 55, 79]",10
2,Bad Romance,"[Intro]
Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh
Caught in a bad romance
Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh
Caught in a bad romance
Ra-ra-ah-ah-ah
Roma Roma-ma
Gaga, ""Oh la-la""
Want your bad romance
Ra-ra-ah-ah-ah
Roma, Roma-ma
Gaga, ""Oh la-la""
Want your bad romance

[Verse 1]
I want your ugly, I want your disease
I want your everything as long as it’s free
I want your love
Love, love, love, I want your love, hey!
I want your drama, the touch of your hand, (Hey!)
I want your leather-studded kiss in the sand
I want your love
Love, love, love, I want your love
(Love, love, love, I want your love)

[Pre-Chorus]
You know that I want you
And you know that I need you
I want it bad
Your bad romance

[Chorus]
I want your love, and I want your revenge
You and me could write a bad romance
Oh-oh-oh-oh-oh
I want your love, and all your lover's revenge
You and me could write a bad romance
Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh
Caught in a bad romance
Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh
Caught in a bad romance

[Post-Chorus]
Ra-ra-ah-ah-ah
Roma-roma-ma
Gaga, ""Oh la-la""
Want your bad romance

[Verse 2]
I want your horror, I want your design
‘Cause you’re a criminal as long as you’re mine
I want your love
Love, love, love, I want your love, huh
I want your psycho, your vertigo shtick (Hey, hey!)
Want you in my rear window, baby, you're sick
I want your love
Love, love, love, I want your love
(Love, love, love, I want your love)

[Pre-Chorus]
You know that I want you
And you know that I need you ('cause I'm a free bitch, baby)
I want it bad
Your bad romance

[Chorus]
I want your love, and I want your revenge
You and me could write a bad romance
Oh-oh-oh-oh-oh
I want your love, and all your lover's revenge
You and me could write a bad romance
Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh
Caught in a bad romance
Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh
Caught in a bad romance

[Post-Chorus]
Ra-ra-ah-ah-ah
Roma-roma-ma
Gaga, ""Oh la-la""
Want your bad romance
Ra-ra-ah-ah-ah
Roma-roma-ma
Gaga, ""Oh la-la""
Want your bad romance

[Bridge 1]
Walk, walk, fashion, baby
Work it, move that bitch crazy
Walk, walk, fashion, baby
Work it, move that bitch crazy
Walk, walk, fashion, baby
Work it, move that bitch crazy
Walk, walk, passion, baby
Work it, I'm a free bitch, baby

[Bridge 2]
I want your love, and I want your revenge
I want your love, I don't wanna be friends
Je veux ton amour et je veux ta revanche
Je veux ton amour, I don't wanna be friends
(Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh)
No, I don't wanna be friends
(Want your bad romance)
I don't wanna be friends
Want your bad romance
Want your bad romance

[Chorus]
I want your love, and I want your revenge
You and me could write a bad romance
Oh-oh-oh-oh-oh
I want your love, and all your lover's revenge
You and me could write a bad romance
Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh
(Want your bad romance)
Caught in a bad romance
(Want your bad romance)
Oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh-oh
(Want your bad romance)
Caught in a bad romance

[Outro]
Ra-ra-ah-ah-ah
Roma, Roma-ma
Gaga, ""Oh la-la""
Want your bad romance",Lady Gaga,2009,"[3, 2, 2, 2, 11, 18, 9]",7
3,Replay,"[Chorus]
Shawty's like a melody in my head
That I can't keep out, got me singin' like
Na-na-na-na, everyday
It's like my iPod stuck on replay, replay-ay-ay-ay
Shawty's like a melody in my head
That I can't keep out, got me singin' like (ayy!)
Na-na-na-na, everyday
It's like my iPod stuck on replay (J-J-J-JR), replay

[Verse 1]
Remember the first time we met?
You was at the mall wit' yo' friend
I was scared to approach ya, but then you came closer
Hopin' you would give me a chance
Who would have ever knew
That we would ever be more than friends?
We're real worldwide, breaking all the rules
She like a song played again and again

[Pre-Chorus]
That girl, like somethin' off a poster
That girl, is a dime they say
That girl, is a gun to my holster
She's running through my mind all day, ayy

[Chorus]
Shawty's like a melody in my head
That I can't keep out, got me singin' like (Ayy)
Na-na-na-na, everyday
It's like my iPod stuck on replay, replay-ay-ay-ay
Shawty's like a melody in my head
That I can't keep out, got me singin' like (Ayy)
Na-na-na-na, everyday
It's like my iPod stuck on replay, replay-ay-ay-ay

[Verse 2]
See you been all around the globe
Not once did you leave my mind
We talk on the phone, from night 'til the morn'
Girl, you really changed my life
Doin' things I never do
I'm in the kitchen cookin' things she likes
We're real worldwide, breaking all the rules
Someday I wanna make you my wife

[Pre-Chorus]
That girl, like somethin' off a poster
That girl, is a dime they say
That girl, is a gun to my holster
She's running through my mind all day, ayy

[Chorus]
Shawty's like a melody in my head
That I can't keep out, got me singin' like (Ayy)
Na-na-na-na, everyday
It's like my iPod stuck on replay, replay-ay-ay-ay
Shawty's like a melody in my head
That I can't keep out, got me singin' like (Ayy)
Na-na-na-na, everyday
It's like my iPod stuck on replay, replay-ay-ay-ay

[Bridge]
I can be your melody
Oh, girl, I could write you a symphony
The one that could fill your fantasies
So come baby girl, let's sing with me
Ayy, I can be your melody
Oh, girl, I could write you a symphony
The one that could fill your fantasies
So come baby girl let's sing with me
Ayy, na, na-na, na-na, na-na
Na-na, na-na, na-naa
Shawty got me singin'
Na, na-na, na-na, na-na
Na-na, na-na, na-naa
Now she got me singin'

[Chorus]
Shawty's like a melody in my head
That I can't keep out, got me singin' like (Ayy)
Na-na-na-na, everyday
It's like my iPod stuck on replay, replay-ay-ay-ay
Shawty's like a melody in my head (like a melody)
That I can't keep out, got me singin' like (Ayy)
Na-na-na-na, everyday
It's like my iPod stuck on replay, replay-ay-ay-ay",Iyaz,2009,"[4, 4, 5, 6, 4, 4, 12, 12, 14, 14, 24, 51, 68, 66, 77, 80, 96]",17
4,Fireflies,"[Verse 1]
You would not believe your eyes
If ten million fireflies
Lit up the world as I fell asleep
'Cause they'd fill the open air
And leave teardrops everywhere
You'd think me rude but I would just stand and stare

[Chorus]
I'd like to make myself believe
That planet Earth turns slowly
It's hard to say that I'd rather stay awake when I'm asleep
'Cause everything is never as it seems

[Verse 2]
'Cause I'd get a thousand hugs
From ten thousand lightning bugs
As they tried to teach me how to dance
A foxtrot above my head
A sock hop beneath my bed
The disco ball is just hanging by a thread

[Chorus]
I'd like to make myself believe
That planet Earth turns slowly
It's hard to say that I'd rather stay awake when I'm asleep
'Cause everything is never as it seems (When I fall asleep)

[Bridge]
Leave my door open just a crack
(Please take me away from here)
'Cause I feel like such an insomniac
(Please take me away from here)
Why do I tire of counting sheep?
(Please take me away from here)
When I'm far too tired to fall asleep (Haha)

[Verse 3]
To ten million fireflies
I'm weird 'cause I hate goodbyes
I got misty eyes as they said farewell (Said farewell)
But I'll know where several are
If my dreams get real bizarre
'Cause I saved a few and I keep them in a jar (Jar, jar, jar)

[Chorus (Extended)]
I'd like to make myself believe
That planet Earth turns slowly
It's hard to say that I'd rather stay awake when I'm asleep
'Cause everything is never as it seems (When I fall asleep)
I'd like to make myself believe
That planet Earth turns slowly
It's hard to say that I'd rather stay awake when I'm asleep
'Cause everything is never as it seems (When I fall asleep)
I'd like to make myself believe
That planet Earth turns slowly
It's hard to say that I'd rather stay awake when I'm asleep
Because my dreams are bursting at the seams",Owl City,2009,"[5, 5, 4, 3, 2, 1, 2, 1, 7, 9, 11, 24, 46, 58, 82, 94, 97]",17
5,Sexy Chick,"[Verse: Akon]
Yes, I can see her
'Cause every girl here wanna be her
Oh, she's a diva
I feel the same and I wanna meet her
They say she low down
It's just a rumor and I don't believe 'em
They say she needs to slow down
The baddest thing around town

[Pre-Chorus: Akon (with David Guetta)]
She's nothing like a girl you've ever seen befo'
Nothing you can compare to your neighborhood, hood
I'm tryna find the words to describe this girl without being disrespectful
The way that booty movin', I can't take no more
Had to stop what I'm doin' so I can pull up close
I'm tryna find the words to describe this girl without being disrespectful
(Damn, girl)

[Chorus: David Guetta]
Damn, you's a sexy chick, a sexy chick
Damn, you's a sexy chick; damn, girl
Damn, you's a sexy chick, a sexy chick
Damn, you's a sexy chick; damn, girl

[Verse: Akon]
Yes, I can see her
'Cause every girl here wanna be her
Oh, she's a diva
I feel the same and I wanna meet her
They say she low down
It's just a rumor and I don't believe 'em
They say she needs to slow down
The baddest thing around town

[Pre-Chorus: Akon (with David Guetta)]
She's nothing like a girl you've ever seen befo'
Nothing you can compare to your neighborhood, hood
I'm tryna find the words to describe this girl without being disrespectful
The way that booty movin', I can't take no more
Had to stop what I'm doin' so I can pull up close
I'm tryna find the words to describe this girl without being disrespectful
(Damn, girl)

[Chorus: David Guetta]
Damn, you's a sexy chick, a sexy chick
Damn, you's a sexy chick; damn, girl
Damn, you's a sexy chick, a sexy chick
Damn, you's a sexy chick; damn, girl
Damn, you's a sexy chick, a sexy chick
Damn, you's a sexy chick; damn, girl
Damn, you's a sexy chick, a sexy chick
Damn, you's a sexy chick
Damn, you's a sexy chick",David Guetta,2009,"[6, 7, 8, 7, 12, 12, 18, 16, 21, 25, 34, 45, 55, 60, 71, 79, 92, 93, 56]",19
6,Whatcha Say,"[Intro]
Wha-wha-wha-wha-what did you say?
(J-J-J-J-J.R.)
Mmmm, whatcha say
Mmm, that you only meant well?
Well of course you did
Mmmm, whatcha say
(Jason Derulo)
Mmmm, that it's all for the best?
Of course, it is

[Verse 1]
I (I) was so wrong (wrong) for so long (long)
Only tryna please myself (myself)
Girl, I (I) was caught up (up) in her lust (lust)
When I don't really want no one else, so no
I know I should have treated you better (better)
But me and you were meant to last forever (forever)
So let me in (let me in), give me another chance (another chance)
To really be your man

[Pre-Chorus]
'Cause when the roof caved in and the truth came out
I just didn't know what to do
But when I become a star we'll be living so large, I'll do anything for you
So tell me, girl

[Chorus]
Mmmm, whatcha say
Mmmm, that you only meant well?
Well of course you did
Mmmm, whatcha say (whatcha say, whatcha say)
Mmmm, that it's all for the best?
Of course it is
Mmmm, whatcha say
Mmmm, that you only meant well?
Well of course you did
Mmmm, whatcha say (whatcha say, whatcha say)
Wha-wha-wha-wha-what did you say?

[Verse 2]
How (how) could I live (live) with myself (self)
Knowing that I let our love go? (Love go)
And ooh (ooh), what I'd do (do) with one chance (chance)
I just gotta let you know
I know what I did wasn't clever
But me and you we're meant to be together
So let me in (let me in), give me another chance (another chance)
To really be your man

[Pre-Chorus]
'Cause when the roof caved in and the truth came out
I just didn't know what to do
But when I become a star we'll be living so large, I'll do anything for you
So tell me, girl

[Chorus]
Mmmm, whatcha say
Mmmm, that you only meant well?
Well of course you did
Mmmm, whatcha say (whatcha say, whatcha say)
Mmmm, that it's all for the best?
Of course it is
Mmmm, whatcha say
Mmmm, that you only meant well?
Well of course you did
Mmmm, whatcha say (whatcha say, whatcha say)
Wha-wha-wha-wha-what did you say?

[Bridge]
Girl, tell me what to say, I (say, I)
I don't want you to leave me, though you caught me cheating
Tell me, tell me what to say, I (say, I)
I really need you in my life 'cause things ain't right, girl
Girl, tell me what to say, I (say, I)
I don't want you to leave me, though you caught me cheating
Tell me, tell me what to say, I (say, I)
I really need you in my life 'cause things ain't right

[Pre-Chorus]
'Cause when the roof caved in and the truth came out
I just didn't know what to do (I just didn't know what to do)
But when I become a star we'll be living so large, I'll do anything for you
So baby, whatcha say

[Chorus]
Mmmm, whatcha say
Mmmm, that you only meant well? (Well of course I did, baby)
Well of course you did
Mmmm, whatcha say (whatcha say, whatcha say)
Mmmm, that it's all for the best?
Of course it is (well, of course it is)
Mmmm, whatcha say (what did you say?)
Mmmm, that you only meant well?
Well of course you did (woah-oh-oh-oh)
Mmmm, whatcha say (whatcha say, whatcha say)
Wha-wha-wha-wha-what did you say?

[Outro]
(Beluga Heights)",Jason Derulo,2009,"[7, 6, 6, 4, 3, 3, 1, 2, 2, 4, 4, 5, 10, 7, 9, 13, 24, 54]",18
7,Meet Me Halfway,"[Intro: Fergie]
Ooh, I can't go any further than this
Ooh, I want you so badly, it's my biggest wish

[Verse 1: apl.de.ap]
Cool, I spend my time just thinking
Thinking, thinking 'bout you
Every single day, yes, I'm really missing, missing you
And all those things we used to
Used to, used to, used to do
Hey girl, what's up, it used, to used to be just me and you
I spend my time just thinking, thinking, thinking 'bout you
Every single day, yes, I'm really missing, missing you
And all those things we used to
Used to, used to, used to do
Hey girl, what's up yo, what's up, what's up

[Chorus: Fergie]
Can you meet me halfway? Right at the borderline
That's where I'm gonna wait for you
I'll be looking out, night and day
Took my heart to the limit, and this is where I'll stay
I can't go any further than this
I want you so bad, it's my only wish

[Verse 2: will.i.am]
Girl, I travel 'round the world and even sail the seven seas
Across the universe and go to other galaxies
Just tell me where to go, just tell me where you wanna meet
I navigate myself, myself to take me where you be
Cause girl I want, I, I, I want you right now
I travel uptown, town I travel downtown
Wanna have you around, 'round like every single day
I love you always, ways I'll meet you halfway

[Chorus: Fergie]
Can you meet me halfway? Right at the borderline
That's where I'm gonna wait for you
I'll be looking out, night and day
Took my heart to the limit, and this is where I'll stay
I can't go any further than this
I want you so bad, it's my only wish
I can't go any further than this
I want you so bad, it's my only wish

[Bridge: Taboo]
Let's cross the bridge to the other side
Just you and I (Just you and I)
I will fly, fly the skies
For you and I (For you and I)
I will try until I die
For you and I (For you and I)
For, for, for you and I
For, for, for, for you and I
For, for you and I (For you and I)

[Breakdown: Fergie]
Can you meet me halfway?
Can you meet me halfway?
Can you meet me halfway?
Can you meet me halfway?

[Chorus: Fergie]
Meet me halfway
Right at the borderline
That's where I'm gonna wait for you
I'll be looking out, night and day
Took my heart to the limit, and this is where I'll stay
I can't go any further than this
I want you so bad, it's my only wish
I can't go any further than this
I want you so bad, it's my only wish",The Black Eyed Peas,2009,"[8, 8, 7, 12, 15, 15, 13, 7, 9, 17, 32, 47, 75]",13
8,3,"[Chorus]
No matter what you say or what you do
When I'm alone, I'd rather be with you
Fuck these other niggas, I'll be right by your side
'Til 3005, hol' up

[Verse 1]
Okay, hold up, wait a minute, all good just a week ago
Crew at my house and we party every weekend so
On the radio, that's my favorite song
Make me bounce around, like I don't know, like I won't be here long
Now the thrill is gone, got no patience, 'cause I'm not a doctor
Girl why is you lying, girl why you Mufasa
Yeah, mi casa su casa, got it stripping like Gaza
Got so high off volcanoes, now the flow is so lava
Yeah, we spit that saliva, iPhone got message from Viber
Either the head is so hydra, or we let bygones be bygones
""My God, you pay for your friends?"" I'll take that as a compliment
Got a house full of homies, why I feel so the opposite?
Incompetent ain't the half of it
Saturdays we're Young Lavish-ing
Saddest shit, is I'm bad as it
Beans they took from the cabinet (Whoa)
Sorry, I'm just scared of the future
'Til 3005, I got your back, we can do this, hold up

[Pre-Chorus]
No matter what you say or what you do
When I'm alone, I'd rather be with you
Fuck these other niggas, I'll be right by your side
'Til 3005, hol' up (Hol' up)
Hol' up (Hol' up), hol' up (Hol' up)
Hol' up (Hol' up), hol' up (Hol' up)
Hol' up (Hol' up), hol' up (Hol' up)
Hol' up (Hol' up)

[Chorus]
No matter what you say or what you do
When I'm alone, I'd rather be with you
Fuck these other niggas, I'll be right by your side
'Til 3005, hol' up (Hol' up)
Hol' up (Hol' up), hol' up (Hol' up)
Hol' up (Hol' up), hol' up (Hol' up)
Hol' up (Hol' up), hol' up (Hol' up)
Hol' up (Hol' up)

[Verse 2]
I used to care what people thought, but now I care more
I mean, nobody out here's got it figured out
So therefore, I've lost all hope of a happy ending
Depending on whether or not it's worth it, so insecure, no one's perfect
We spend it with no shame, we blow that like Coltrane
We in here like Rogaine, or leave it like Cobain
And when I'm long gone, whole crew sing a swan song
Cause we all just ticking time bombs, got a Lambo like LeBron's mom
And no matter where all of my friends go, Emily, Fam, and Lorenzo
All of them people my kinfolk, at least I think so, can't tell
'Cause when them checks clear, they're not here
'Cause they don't care, it's kinda sad but I'm laughing whatever happens
Assassins, I'm stabbed in the back of my cabin
Labrador yapping, I'm glad that it happened, I mean it
Between us, I think there's something special, and if I lose my mental
Just hold my hand, even if you don't understand, hol' up

[Pre-Chorus]
No matter what you say or what you do (No, no)
When I'm alone, I'd rather be with you (You and me)
Fuck these other niggas, I'll be right by your side
'Til 3005, hol' up (Hol' up)
Hol' up (Hol' up), hol' up (Hol' up)
Hol' up (Hol' up), hol' up (Hol' up)
Hol' up (Hol' up), hol' up (Hol' up)
Hol' up

[Chorus]
No matter what you say or what you do
When I'm alone, I'd rather be with you
Fuck these other niggas, I'll be right by your side
'Til 3005, hol' up (Hol' up)
Hol' up (Hol' up), hol' up (Hol' up)
Hol' up (Hol' up), hol' up (Hol' up)
Hol' up (Hol' up), hol' up (Hol' up)
Hol' up (Hol' up)

[Post-Chorus]
Hol' up, hol' up
Hol' up, hol' up
Hol' up, hol' up
Hol' up, hol' up

[Outro]
Na—na—na, na—na—na—na—na
We did it! Yay!
Nigga, you so thirsty

[Produced by Childish Gambino, Ludwig Göransson, & Stefan Ponce]",Childish Gambino,2009,"[9, 9, 10, 9, 6, 8, 8, 8, 5, 1]",10
9,Down,"[Chorus]
I seen your girl post her BM
So I hit her in her DM
All eyes, yeah I see ’em
Yeah, that's your man? I'd hate to be him (whoop)
It goes down in the DM (it go down)
It go down in the DM (it go down, it go, down)
It goes down in the DM (it go down)
It go down in the DM (it go down, it go, down)

[Verse 1]
I tell her, Snapchat me that pussy, mood
Or Facetime me that pussy if it's, cool (whoo)
Boy, my DM poppin' (DM poppin')
My DM just caught a body
I got celebs in this DM
They breakin' news if they see them
But nah we don't do no talkin' (we don't do no talkin')
We see sucker shit too often (fuck nigga)

[Chorus]
I seen your girl post her BM
So I hit her in her DM
All eyes, yeah I see ’em
Yeah, that's your man? I'd hate to be him (whoop)
It goes down in the DM (it go down)
It go down in the DM (it go down, it go, down)
It goes down in the DM (it go down)
It go down in the DM (it go down, it go, down)

[Verse 2]
Don't you hate when you get screenshotted? (petty)
Bitch that DM wasn't for everybody (rules)
I love the ’Gram, I love the ’Gram (I love the ’Gram)
I'm addicted to it, I know I am (I know I am)
And I just followed Angela (Simmons)
Boy, I got a crush on Angela Simmons
They like, ""Damn Gotti, you bold""
Fuck it, I'ma let the world know (#goals)

[Chorus]
I seen your girl post her BM
So I hit her in her DM
All eyes, yeah I see ’em
Yeah, that's your man? I'd hate to be him (whoop)
It goes down in the DM (it go down)
It go down in the DM (it go down, it go, down)
It goes down in the DM (it go down)
It go down in the DM (it go down, it go, down)

[Bridge]
Snapchat me that pussy, mood
Snapchat me that pussy if it's, cool
Snapchat me that pussy, mood
Snapchat me that pussy if it's, cool

[Chorus]
I seen your girl post her BM
So I hit her in her DM
All eyes, yeah I see ’em
Yeah, this your man I hate to be him (whoop)
It goes down in the DM (it go down)
It go down in the DM (it go down, it go, down)
It goes down in the DM (it go down)
It go down in the DM (it go down, it go, down)",Yo Gotti,2009,"[10, 10, 9, 10, 7, 5, 4, 3, 1, 2, 1, 2, 3, 2, 2, 2, 3, 7, 6, 6, 32, 63, 78, 72]",24
