,title,lyrics,artists,date,rank,cnt
0,Lose Yourself,"[Intro]
Look, if you had one shot or one opportunity
To seize everything you ever wanted in one moment
Would you capture it, or just let it slip? Yo

[Verse 1]
His palms are sweaty, knees weak, arms are heavy
There's vomit on his sweater already, mom's spaghetti
He's nervous, but on the surface he looks calm and ready
To drop bombs, but he keeps on forgetting
What he wrote down, the whole crowd goes so loud
He opens his mouth, but the words won't come out
He's choking, how? Everybody's joking now
The clock's run out, time's up, over—blaow!
Snap back to reality, ope there goes gravity, ope
There goes Rabbit, he choked, he's so mad but he won't
Give up that easy, no, he won't have it, he knows
His whole back's to these ropes, it don't matter, he's dope
He knows that but he's broke, he's so stagnant, he knows
When he goes back to this mobile home, that's when it's
Back to the lab again yo, this whole rhapsody
Better go capture this moment and hope it don't pass him, and

[Chorus]
You better lose yourself in the music
The moment, you own it, you better never let it go (Go!)
You only get one shot, do not miss your chance to blow
This opportunity comes once in a lifetime, yo
You better lose yourself in the music
The moment, you own it, you better never let it go (Go!)
You only get one shot, do not miss your chance to blow
This opportunity comes once in a lifetime, yo
You better…

[Verse 2]
His soul's escaping through this hole that is gaping
This world is mine for the taking, make me king
As we move toward a New World Order
A normal life is boring; but superstardom's
Close to post-mortem, it only grows harder
Homie grows hotter, he blows, it's all over
These hoes is all on him, coast-to-coast shows
He's known as the Globetrotter, lonely roads
God only knows, he's grown farther from home, he's no father
He goes home and barely knows his own daughter
But hold your nose, 'cause here goes the cold water
These hoes don't want him no mo', he's cold product
They moved on to the next schmoe who flows
He nose-dove and sold nada, and so the soap opera
Is told, it unfolds, I suppose it's old, partner
But the beat goes on: da-da-dom, da-dom, dah-dah, dah-dah

[Chorus]
You better lose yourself in the music
The moment, you own it, you better never let it go (Go!)
You only get one shot, do not miss your chance to blow
This opportunity comes once in a lifetime, yo
You better lose yourself in the music
The moment, you own it, you better never let it go (Go!)
You only get one shot, do not miss your chance to blow
This opportunity comes once in a lifetime, yo
You better…

[Verse 3]
No more games, I'ma change what you call rage
Tear this motherfuckin' roof off like two dogs caged
I was playin' in the beginning, the mood all changed
I've been chewed up and spit out and booed off stage
But I kept rhymin' and stepped right in the next cypher
Best believe somebody's payin' the Pied Piper
All the pain inside amplified by the
Fact that I can't get by with my nine-to-
Five and I can't provide the right type of life for my family
'Cause man, these goddamn food stamps don't buy diapers
And there's no movie, there's no Mekhi Phifer, this is my life
And these times are so hard, and it's gettin' even harder
Tryna feed and water my seed, plus teeter-totter
Caught up between bein' a father and a prima donna
Baby mama drama, screamin' on her, too much for me to wanna
Stay in one spot, another day of monotony's
Gotten me to the point I'm like a snail, I've got
To formulate a plot or end up in jail or shot
Success is my only motherfuckin' option—failure's not
Mom, I love you, but this trailer's got
To go; I cannot grow old in Salem's Lot
So here I go, it's my shot: feet, fail me not
This may be the only opportunity that I got

[Chorus]
You better lose yourself in the music
The moment, you own it, you better never let it go (Go!)
You only get one shot, do not miss your chance to blow
This opportunity comes once in a lifetime, yo
You better lose yourself in the music
The moment, you own it, you better never let it go (Go!)
You only get one shot, do not miss your chance to blow
This opportunity comes once in a lifetime, yo
You better…

[Outro]
You can do anything you set your mind to, man",Eminem,2002,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 6, 9, 18, 43]",13
1,Work It,"[Intro]
DJ, please pick up your phone, I'm on the request line
This is a Missy Elliott one-time exclusive, come on

[Chorus]
Is it worth it? Let me work it
I put my thing down, flip it and reverse it
Ti esrever dna ti pilf, nwod gniht ym tup
Ti esrever dna ti pilf, nwod gniht ym tup
If you got a big *elephant trumpet*, let me search ya
And find out how hard I gotta work ya
Ti esrever dna ti pilf, nwod gniht ym tup
Ti esrever dna ti pilf, nwod gniht ym tup
C'mon

[Verse 1]
I'd like to get to know ya so I could show ya
Put the pussy on ya like I told ya
Give me all your numbers so I can phone ya
Your girl acting stank, then call me over
Not on the bed, lay me on your sofa
Call before you come, I need to shave my chocha
You do or you don't or you will or won't ya?
Go downtown and eat it like a vulture
See my hips and my tips, don't ya?
See my ass and my lips, don't ya?
Lost a few pounds and my waist for ya
This the kinda beat that go ra-ta-ta
Ra-ta-ta-ta-ta-ta-ta-ta-ta-ta
Sex me so good I say blah-blah-blah
Work it, I need a glass of water
Boy, oh boy, it's good to know ya
C'mon

[Chorus]
Is it worth it? Let me work it
I put my thing down, flip it and reverse it
Ti esrever dna ti pilf, nwod gniht ym tup
Ti esrever dna ti pilf, nwod gniht ym tup
If you got a big *elephant trumpet*, let me search ya
And find out how hard I gotta work ya
Ti esrever dna ti pilf, nwod gniht ym tup
Ti esrever dna ti pilf, nwod gniht ym tup
C'mon

[Verse 2]
If you a fly gal, get your nails done
Get a pedicure, get your hair did
Boy, lift it up, let's make a toast-a
Let's get drunk, that's gonna bring us closer
Don't I look like a Halle Berry poster?
See the Belvedere playing tricks on ya
Girlfriend wanna be like me, never
You won't find a bitch that's even better
I make you hot as Las Vegas weather
Listen up close while I take it backwards
​sdrawkcab ti ekat ot ekil yssiM yaw eht hctaW
I'm not a prostitute, but I could give you what you want
I love your braids and your mouth full of fronts
Love the way my ass go bum-bum-bum-bum
Keep your eyes on my bum-bum-bum-bum-bum
You think you can handle this badonka-donk-donk
Take my thong off and my ass go boom
Cut the lights on so you see what I could do
C'mon

[Chorus]
Is it worth it? Let me work it
I put my thing down, flip it and reverse it
Ti esrever dna ti pilf, nwod gniht ym tup
Ti esrever dna ti pilf, nwod gniht ym tup
If you got a big *elephant trumpet*, let me search ya
And find out how hard I gotta work ya
Ti esrever dna ti pilf, nwod gniht ym tup
Ti esrever dna ti pilf, nwod gniht ym tup
C'mon

[Verse 3]
Boys, boys, all type of boys
Black, White, Puerto Rican, Chinese boys (C'mon)
Why-thai, thai-o-toy-o-thai-thai
Rock-thai, thai-o-toy-o-thai-thai (C'mon)
Girls, girls, get that cash
If it's 9 to 5 or shaking your ass (Aha)
Ain't no shame, ladies do your thing (C'mon)
Just make sure you ahead of the game
Just 'cause I got a lot of fame super
Prince couldn't get me change my name, papa
Kunta Kinte a slave again, no sir
Picture blacks saying, “Oh yes'a, massa”
Picture Lil' Kim dating a pastor
Minute Man and Big Red could outlast ya
Who is the best? I don't have to ask ya
When I come out, you won't even matter
Why you act dumb like, uh, duh?
So you act dumb like, uh, duh
As the drummer boy go ba-rom-pop-pom-pom
Give you some-some-some of this Cinnabun
C'mon

[Chorus]
Is it worth it? Let me work it
I put my thing down, flip it and reverse it
Ti esrever dna ti pilf, nwod gniht ym tup
Ti esrever dna ti pilf, nwod gniht ym tup
If you got a big *elephant trumpet*, let me search ya
And find out how hard I gotta work ya
Ti esrever dna ti pilf, nwod gniht ym tup
Ti esrever dna ti pilf, nwod gniht ym tup
C'mon

[Outro]
To my fellas (Ooh good god!)
I like the way you work that (Uh huh, la-la-la-la)
To my ladies (Whoo! Good god!)
You sure know how to work that

Yeah, it's Missy Elliott!
I hope y'all enjoying what y'all heard so far
I was sittin' here thinkin' like
Big Daddy Kane and Public Enemy
Salt n Pepa, Lyte, EPMD, LL, Run-DMC
KRS-One, Rakim
Most of them artists used to dance
And still get respected in the street
Don't be scared to Bankhead or Bogo
Or move as far as sold Michael Jackson 43 million
Shoot, errbody have the zipper jacket
And half of these thugs have the glove to match, ya feel me?
Yo, it's ok though, if you wanna be hard and ice grill
And Harlem Shake at the same time, whatever
Let's just have fun, it's hip-hop man, this is hip-hop!",Missy Elliott,2002,"[2, 2, 2, 2, 2, 2, 2, 3, 4, 5, 5, 8, 11, 24, 42, 75]",16
2,Jenny From The Block,"[Intro: Sample]
Children grow and women producing
Men go working, some go stealing
Everyone's got to make a living
BX, uh (South side Bronx)
(South side Bronx)

[Chorus]
Don't be fooled by the rocks that I got
I'm still, I'm still Jenny from the block
Used to have a little, now I have a lot
No matter where I go I know where I came from (From the Bronx)
Don't be fooled by the rocks that I got
I'm still, I'm still Jenny from the block
Used to have a little, now I have a lot
No matter where I go I know where I came from (South side Bronx, from the Bronx)

[Verse 1]
From In Living Color to movie scripts
To On the 6 to J. Lo to this
Headline clips
I stay grounded as the amounts roll in
I'm real I thought I told ya (I'm real)
I'm real even on Oprah (I'm real)
That's just me
Nothing phony, don't hate on me
What you get is what you see, oh (South side Bronx)

[Chorus]
Don't be fooled by the rocks that I got
I'm still, I'm still Jenny from the block
Used to have a little, now I have a lot
No matter where I go I know where I came from (From the Bronx)
Don't be fooled by the rocks that I got
I'm still, I'm still Jenny from the block
Used to have a little, now I have a lot
No matter where I go I know where I came from (South side Bronx, from the Bronx)

[Verse 2]
I'm down to earth like this
Rocking this business
I've grown up so much
I'm in control and loving it
Rumors got me laughing kid
I love my life and my public
Put God first and can't forget to stay real (Real)
To me it's like breathing, yeah (South side Bronx)

[Chorus]
Don't be fooled by the rocks that I got
I'm still, I'm still Jenny from the block
Used to have a little, now I have a lot
No matter where I go I know where I came from (From the Bronx)
Don't be fooled by the rocks that I got
I'm still, I'm still Jenny from the block
Used to have a little, now I have a lot
No matter where I go I know where I came from

[Bridge: Sample]
South Bronx, oh, the South side Bronx
F-F-F-Flip it
Boricua
Now that's what happened
South Bronx, the South side Bronx
Ah
F-F-F-Flip it
Now that's what happened
South Bronx, the South side Bronx
Boricua's in the house
F-F-F-Flip it
Now that's what happened
Hey
South Bronx, the South side Bronx
Everyone's got to make a living
Alright, now bring it back

[Chorus]
Don't be fooled by the rocks that I got
I'm still, I'm still Jenny from the block
Used to have a little, now I have a lot
No matter where I go I know where I came from (From the Bronx)
Don't be fooled by the rocks that I got
I'm still, I'm still Jenny from the block
Used to have a little, now I have a lot (South side Bronx)
No matter where I go I know where I came from (South side Bronx, from the Bronx)
Don't be fooled by the rocks that I got
I'm still, I'm still Jenny from the block
Used to have a little, now I have a lot (South side Bronx)
No matter where I go I know where I came from (South side Bronx, from the Bronx)
Dont be fooled by the rocks that I got
I'm still, I'm still Jenny from the block
Used to have a little, now I have a lot (South side Bronx)
No matter where I go I know where I came from (South side Bronx, from the Bronx)",Jennifer Lopez,2002,"[3, 3, 3, 3, 6, 8, 11, 13, 16, 17, 38, 67]",12
3,'03 Bonnie & Clyde,"[Intro: Jay Z]
Uhh, uhh, uhh
You ready, B?
Let's go get 'em

[Verse 1: Jay Z]
Look for me!
Young, B, cruisin' down the Westside Highway
Doin' what we like to do, our way
Eyes behind shades
This necklace the reason all of my dates been blind dates
But today I got my thoroughest girl with me
I'm mashin' the gas, she's grabbin' the wheel, it's trippy
How hard she rides with me, the new Bobby and Whitney
Only time we don't speak is during Sex and the City
She gets Carrie fever, but soon as the show's over
She's right back to being my soldier
‘Cause mami's a rider and I'm a roller
Put us together, how they gon' stop both us?
Whatever she lacks I'm right over her shoulder
When I'm off track, mami is keepin' me focused
So let's lock this down like it's supposed to be
The '03 Bonnie and Clyde: Hov' and B

[Hook: Jay Z and Beyoncé]
All I need in this life of sin is me and my girlfriend (me and my girlfriend)
Down to ride 'til the very end, is me and my boyfriend (me and my boyfriend)
All I need in this life of sin is me and my girlfriend (me and my girlfriend)
Down to ride 'til the very end, is me and my boyfriend (me and my boyfriend)

[Verse 2: Jay Z]
The problem is, you dudes treat the one that you lovin'
With the same respect that you treat the one that you humpin'
That ain't 'bout nothin'
If ever you mad about somethin'
It won't be that, oh no, it won't be that
I don't be at places where we comfy at
With no be-atch, oh no, you won't see that
And no, I ain't perfect
Nobody walkin' this earth's surface is
But girlfriend, work with the kid
I keep you workin' that Hermès Birkin bag
Manolo Blahnik Timbs, Aviator lens
600 drops, Mercedes Benz
The only time you wear Burberry to swim
And I don't have to worry, only worry is him
She do anything necessary for him
And I do anything necessary for her
So don't let the necessary occur, yep!

[Hook: Jay Z and Beyoncé]
All I need in this life of sin is me and my girlfriend (me and my girlfriend)
Down to ride 'til the very end, is me and my boyfriend (me and my boyfriend)
All I need in this life of sin is me and my girlfriend (me and my girlfriend)
Down to ride 'til the very end, is me and my boyfriend (me and my boyfriend)

[Verse 3: Beyoncé (and Jay-Z)]
(Talk to 'em, B!) If I was your girlfriend
I'll be there for you, if somebody hurts you
Even if that somebody was me (That’s right!)
Yeah-hee (Break it down for 'em, B!)
Sometimes I trip on how happy we could be
And so I put this on my life
Nobody or nothing will ever come between us
And I promise I'll give my life
My love and my trust if you was my boyfriend (One more time!)
Put this on my life
The air that I breathe in, all that I believe in
I promise I'll give my life
And all of my trust if you was my boyfriend

[Hook: Jay Z and Beyoncé]
All I need in this life of sin is me and my girlfriend (me and my girlfriend)
Down to ride 'til the very end, is me and my boyfriend (me and my boyfriend)
All I need in this life of sin is me and my girlfriend (me and my girlfriend)
Down to ride 'til the very end, is me and my boyfriend (me and my boyfriend)",JAY-Z,2002,"[4, 5, 6, 8, 11, 12, 17, 25, 36, 56]",10
4,Air Force Ones,"[Refrain repeated throughout song]
Big boys

[Chorus]
(I said) give me two pairs
(Cause) I need two pairs
(So I) can get to stompin' in my Air Force Ones
Big boys stompin' in my Air Force Ones

[Verse 1: Nelly]
I like the all-white, high-top strap with the gum bottom
There's somethin' bout 'em, now dirty that's why I got 'em
I leave 'em strapped and laced and come up out 'em
The last person that touched 'em I been shot 'em

[Verse 2: Kyjuan]
Now if you look, and see lime-green Forces; it's Kiwi
You couldn't get this color if you had a personal genie
You know I keeps it hip-hop; my niggas flip-flop
Yeah, my Force Ones in tip-top (me) now form a flip flops

[Verse 3: Ali]
Me? I like the limited edition in khaki and army green
Patent leather pin stripe you should see how I do the strings
Size twelve with the strap, red and white with a Cardinal cap
All flavors but it just depend on when and where I'm at

[Verse 4: Murphy Lee]
Don't get me wrong, man
And Murphy Lee ain't dumb, man
Cause if the shoe is on the shelf
You should have some, man
You can not sit up and tell me that you have none, man
You may not have three or four
But you got one, man (big boy)

[Chorus]
(I said) give me two pairs
(Cause) I need two pairs
(So I) can get to stompin' in my Air Force Ones
Big boys stompin' in my Air Force Ones

[Verse 5: Murphy Lee]
We up in Foot Locker; I'm lookin' like I need those
Ten in a half and if you got 'em give me two of those
I can tell she never seen Murphy Lee befo'
Cause she's just standin there as if I'm shootin free throws
I said, ""Excuse me miss I only wanna buy shoes""
She said, ""I love you Murph especially in the white 'n blue""
I said, The white 'n blue sound nice make it twice""
And I signed an (yo) autograph (yo), ""Thanks for the advice""

[Verse 6: Ali]
I keep it real dirty, dirty you know how I do
Purple in gold with the Lakers the Broncos the orange and blue
I like 'em floppy with ankle socks
Lows mids and high tops,  which are clear so
But this tims and fat laces with it is cold
But when the winter go (burrr) and the hot summer flow
Then it's back to the all purpose wit them lil' dots in the toe
Then I'm stopping this dough that I'm spending fa sho
On dem Nike Air Force, ""NE"" behind the ""O""

[Verse 7: Kyjuan]
O-kay Lee, I treat my shoe like my ride
Chrome on the fat laces at what wood on the inside
Spray candy on the swoosh, with the electric roof
Since I put a kit on the sole, I got a wider shoe
You see that low-mid Skittle purple coupe I'm drivin in
(Kyjuan, were you getting dem colors, are you dyin them)
Ten is my size in dem, no point in tyin dem
Ain't no point in tryin these on, you know I'm buyin dem

[Verse 8: Nelly]
Now don't nothing get the hype on first sight like, white on whites
Them three quarters, them lows, they all tight
The only problem they only good for one night
Cause once you scuff 'em you fucked up your whole night
What's my basis? The look on store owner's faces
This kid's outrageous, he's buyin them by the cases
Cause once I cop 'em gut 'em and switch the laces
They all purpose ya heard me kinda like my daytons

[Chorus]
(I said) give me two pairs
(Cause) I need two pairs
(So I) can get to stompin' in my Air Force Ones
Big boys stompin' in my Air Force Ones

[Verse 9: Kyjuan]
I wore spurs at first now theres tape on dem
Damn, when those came out? So I write the date on them
These Louis Vuitton ones, you gotta wait on dem
I had to get em early so I spent more cake on dem

[Verse 10: Murphy Lee]
Look I'm tryin to keep it up like a one minute man
While Ali on the Kawasaki two head bands
Jewelry and all (wow) fish bowlin 'em all
(I got some fifteens) security buyin shoes and all

[Verse 11: Nelly]
Now some time I get em free some time I gotta pay
Walk in the mall and they now what I'm bout to say
Gimme the black and platinum, and leather gray
Ones in the back and (yo) the pair you got on display (check)

[Verse 12: Ali]
Now where da boxes where I keep mine (keep mine)
You should peep mine , (beep mine)
Maybe once or twice but never three times
I'm just a sneaker pro, I love Pumas and shell toes
But can't nothin compare to a fresh crispy white pearl

[Chorus]
(I said) give me two pairs
(Cause) I need two pairs
(So I) can get to stompin' in my Air Force Ones
Big boys stompin' in my Air Force Ones",Nelly,2002,"[5, 4, 7, 10, 12, 23, 40, 69]",8
5,Beautiful,"[Intro]
Lately I've been hard to reach
I've been too long on my own
Everybody has a private world
Where they can be alone
Are you calling me?
Are you trying to get through?
Are you reaching out for me?
Then I'm reaching out for you

[Verse 1]
I'm just so fuckin' depressed
I just can't seem to get out this slump
If I could just get over this hump
But I need somethin' to pull me out this dump
I took my bruises, took my lumps
Fell down and I got right back up
But I need that spark to get psyched back up
In order for me to pick the mic back up
I don't know how or why or when
I ended up in this position I'm in
I'm starting to feel distant again
So I decided just to pick this pen
Up and try to make an attempt to vent
But I just can't admit
Or come to grips with the fact that I may be done with rap
I need a new outlet
And I know some shit's so hard to swallow
But I just can't sit back and wallow
In my own sorrow, but I know one fact:
I'll be one tough act to follow
One tough act to follow, I'll be one tough act to follow
Here today, gone tomorrow
But you'd have to walk a thousand miles—

[Pre-Chorus]
In my shoes, just to see
What it's like to be me
I'll be you, let's trade shoes
Just to see what it'd be like to
Feel your pain, you feel mine
Go inside each other's minds
Just to see what we find
Look at shit through each other's eyes

[Chorus]
But don't let 'em say you ain't beautiful
They can all get fucked, just stay true to you
Don't let 'em say you ain't beautiful
They can all get fucked, just stay true to you

[Verse 2]
I think I'm starting to lose my sense of humor
Everything's so tense and gloom
I almost feel like I gotta check the temperature
Of the room, just as soon as
I walk in, it's like all eyes on me
So I try to avoid any eye contact
‘Cause if I do that, then it opens a door
For conversation like I want that
I'm not lookin' for extra attention
I just wanna be just like you
Blend in with the rest of the room
Maybe just point me to the closest restroom
I don't need no fuckin' man servant
Tryna follow me around and wipe my ass
Laugh at every single joke I crack
And half of 'em ain't even funny, like, ""Ha!
Marshall, you're so funny, man
You should be a comedian, goddamn!""
Unfortunately I am
I just hide behind the tears of a clown
So why don't you all sit down?
Listen to the tale I'm about to tell
Hell, we don't gotta trade our shoes
And you ain't gotta walk no thousand miles—

[Pre-Chorus]
In my shoes, just to see
What it's like to be me
I'll be you, let's trade shoes
Just to see what it'd be like to
Feel your pain, you feel mine
Go inside each other's minds
Just to see what we find
Look at shit through each other's eyes

[Chorus]
But don't let 'em say you ain't beautiful
They can all get fucked, just stay true to you
Don't let 'em say you ain't beautiful
They can all get fucked, just stay true to you

[Verse 3]
Nobody asked for life to deal us
With these bullshit hands we're dealt
We gotta take these cards ourselves
And flip 'em, don't expect no help
Now, I could've either just sat on my ass and pissed and moaned
Or take this situation in which I'm placed in
And get up and get my own
I was never the type of kid to wait by the door and pack his bags
And sat on the porch and hoped and prayed
For a dad to show up who never did
I just wanted to fit in in every single place, every school I went
I dreamed of being that cool kid
Even if it meant acting stupid
Aunt Edna always told me:
""Keep making that face, it'll get stuck like that.""
Meanwhile, I'm just standin' there
Holdin' my tongue, tryin' to talk like this
'Til I stuck my tongue on that frozen stop sign pole at 8 years old
I learned my lesson then
‘Cause I wasn't tryin' to impress my friends no mo'
But I already told you my whole life story
Not just based on my description
‘Cause where you see it from where you're sittin'
It's probably 110% different
I guess we would have to walk a mile in each other's shoes at least
What size you wear? I wear 10's
Let's see if you can fit your feet—

[Pre-Chorus]
In my shoes, just to see
What it's like to be me
I'll be you, let's trade shoes
Just to see what it'd be like to
Feel your pain, you feel mine
Go inside each other's minds
Just to see what we find
Look at shit through each other's eyes

[Chorus]
But don't let 'em say you ain't beautiful
They can all get fucked, just stay true to you
Don't let 'em say you ain't beautiful
They can all get fucked, just stay true to you

[Bridge]
Lately I've been hard to reach
I've been too long on my own
Everybody has a private world
Where they can be alone
Are you calling me?
Are you trying to get through?
Are you reaching out for me?
Then I'm reaching out for you

[Outro]
Yeah, to my babies: stay strong
Daddy'll be home soon
And to the rest of the world: God gave you them shoes to fit you
So put 'em on and wear 'em, be yourself, man
Be proud of who you are, even if it sounds corny
Never let no one tell you you ain't beautiful",Eminem,2002,"[6, 10, 11, 22, 39, 62]",6
6,"Bump, Bump, Bump","[Intro: P.Diddy + (B2K)]
We sending this one out to all the ladies all over the world
All those sexy mamas
Come on, come on, and come on now
As we proceed, to give you what you need
You know I like it when your body go
(Bump, bump, bump)
Bad Boy, B2K
Yo, O, talk to 'em, playa

[Verse 1: Omarion + (P.Diddy)]
I like your little sexy style
Love it when you getting wild
Girl in the club with me
Girl, you need to be in magazines
Wear a crown on your head cause you're a ghetto queen
Like bling bling bling
The way you shaking that sexy ass
Your body shaped like an hour glass
Baby we need to spend some time
I wanna get you to myself
Me and nobody else
And do the things we do
Baby there is something that I need from you

[Chorus: B2K + (Omarion)]
Baby turn around and let me see that sexy body go
Bump, bump, bump
(That is all I want to see
Baby show me, show me)
Baby turn around
And let me see that sexy body go
Bump, bump, bump
(The way you're throwing that thing at me
I can't take it, baby)

[Verse 2: Omarion + (P.Diddy)]
I love the way you're teasing me
Gonna have to stop pleasing me
While we're on this floor
You're kicking it round and round
I love the way you put it down
You're making me scream for more
Put your 2-way next to mine
Baby hit me anytime
You and me behind closed doors
You're about to be my main squeeze
Take trips, cop shiny things
Girl just come with me
Now, mama, go ahead do the damn thing

[Chorus]

[Verse 3: P. Diddy]
Dance for nothing mami, plans to take her by me
Get on the floor, make it bump more, shake it, mami
Let's ride, I'm your Clyde, you can be my Bonnie
See you the type for me, mami, so right for me
Man she can move it, love when she dance to the music
Make me wanna stand like a pool stick
Hands is the smoothest, just a simple touch make me lose it
Girl, that's enough; stop movin'
Now bump that, I pump that, girl, bring it to me bump that
I want that girl to sing it wit me like
(La la-la la-la la la la, La la-la la-la la la la)
So let's do it again, mami, you and a friend, mami
Money ain't a thing, look, what I gotta spend mami?
Put up your hands for me, that's how you dance for me
Shake it like you can honey, take it from your man, mami

[Chorus x2]

[Outro: P.Diddy]
B2K, Bad Boy
They call me Diddy
Yea, Dave Mack, you got one now, baby
Don't stop now, hah!
I see you, Chris
C'mon, let's go
C'mon, let's go
And another one
Come on, it's Pandemonium, baby
Let's go, yeah",B2K,2002,"[7, 12, 22, 45, 67]",5
7,Don't Mess With My Man,"[Intro: Brian & (Nivea)]
Uh, I like it baby, uh (yeah)
Uh, one time for the club (ye-eah)
Two time for my thugs, uh-huh
Three times for my ladies, come on, come on, come on (ooh, oh, oh)
Uh, Nivea y'all.. Jagged Edge y'all... (oooh)
Uh-uh, Jagged Edge, y'all

[Verse 1: Nivea]
It was hard to find a brotha that was down for me
So I'm tellin' everybody ""let him be""
'Cause he's mine and I can't take no pigeons tryna take my baby
So I thought I had to let you know
Find someone you can call your own
'Cause now you're walkin' in the danger zone
And if I touch you, I'll be wrong

[Hook 1: Nivea]
If you mess with my man
I'ma be the one to bring it to ya
Got my girls, got my man
So find your own and leave mine alone
Don't mess with my man
I'ma be the one to bring it to ya
Here's a little advice for you, find your own man

[Verse 2: Brian]
It was hard to find a girl that's really down for me
Seems like a lot of niggas tryin' me
'Cause they tryna take my baby, oh, what the hell, naw!
So now you really betta check yourself
Messin' with my girl is bad for your health and
So you know, you will be dealt with
Betta find your own, own girl, no

[Hook 2: Jagged Edge]
If you mess with my girl
I'ma be the one to bring it to ya (baby, I'mma be the one)
Got my niggas, got my girl
So find your own and leave mine alone (and you needa find your own)
Don't mess with my girl
I'ma be the one to bring it to ya (yeah)
Here's a little advice for you, find your own girl, ooh
I like this part

[Bridge 1: Nivea, Brandon Casey & Jagged Edge]
Girl, I'm warning you (Girl, I'm warning you)
If you want my man (if you want my man)
You should just keep ya hands to yourself, now-now
And playa I'm warnin' you, if you want my girl
I suggest that you look, but don't touch, now-now

[Bridge 2: Nivea & Brandon Casey]
It was hard to find a brotha that was down for me, don't mess with my man
It's hard to find a girl that's really down for me, don't mess wit my girl
Hard to find a brotha that was down for me, don't mess wit my man
So hard to find a girl that's down for me, don't mess with my girl, no, no

[Hook 1: Nivea]
If you mess with my man (if you mess with my man)
I'ma be the one to bring it to ya
Got my girls, got my man (I'm gonna be the one)
So find your own and leave mine alone
Don't mess with my man (leave him alone)
I'ma be the one to bring it to ya
Here's a little advice for you, find your own man

[Hook 2: Jagged Edge]
If you mess with my girl
I'ma be the one to bring it to ya
Got my niggas, got my girl
So find your own and leave mine alone
Don't mess with my girl
I'ma be the one to bring it to ya
Here's a little advice for you, find your own girl

[Hook 1: Nivea]
If you mess with my man (with my man)
I'ma be the one to bring it to ya
Got my girls, got my man (I'm gonna be the one)
So find your own and leave mine alone
Don't mess with my man
I'ma be the one to bring it to ya
Here's a little advice for you, find your own man

[Hook 2: Jagged Edge]
If you mess with my girl
I'ma be the one to bring it to ya
Got my niggas, got my girl
So find your own and leave mine alone
Don't mess with my girl
I'ma be the one to bring it to ya
Here's a little advice for you, find your own girl
(What? What?)",Nivea,2002,"[8, 8, 9, 12, 14, 22, 29, 44, 49, 58, 60, 60, 61, 66, 79, 79, 84, 88, 90, 90, 99]",21
8,Underneath It All,"[Verse 1]
There's times when I want something more
Someone more like me
There's times when this dress rehearsal
Seems incomplete
But you see the colors in me
Like no one else
And behind your dark glasses
You're something else

[Chorus]
You're really lovely
Underneath it all
You want to love me
Underneath it all
I'm really lucky
Underneath it all
You're really lovely

[Verse 2]
You know some real bad tricks
And you need some discipline
But lately you've been trying real hard
And giving me your best
And you give me the most gorgeous sleep
That I've ever had
And when it's really bad
I guess it's not that bad

[Chorus]
You're really lovely
Underneath it all
You want to love me
Underneath it all
I'm really lucky
Underneath it all
You're really lovely

[Bridge]
So many moons that we have seen
Stumbling back next to me
I've seen right through and underneath
And you make me better
I've seen right through and underneath
And you make me better, better, better

[Verse 4: Lady Saw]
For real!
'Cause underneat' it all, you are my real Prince Charmin'
Like the heat from the fire, you were always burnin'
Anytime you’re around, my body keeps callin'
For your touch, your kisses and your sweet romancin'
There’s another side of you, weh this a woman yah adore
Aside from your temper, everything else secure
You’re good for me, baby, for that, I’m sure
'Cause over and over again, me want more

[Verse 5]
You've used up all your coupons
And all you got left is me
And somehow I'm full of forgiveness
I guess it's meant to be…

[Chorus]
You're really lovely
Underneath it all
You want to love me
Underneath it all
I'm really lucky
Underneath it all
You're really lovely",No Doubt,2002,"[9, 6, 4, 4, 3, 3, 6, 6, 8, 7, 8, 12, 18, 27, 35, 39, 48, 64]",18
9,The Game Of Love,"[Chorus 1]
There is a game of love
There is a game of love
This is the game of love
This is the game of love
And it was you
And it was you
The one that would be breaking my heart
When you decided to walk away
When you decided to walk away

[Refrain]
The one that would be breaking my heart
When you decided to walk away
When you decided to walk away

[Chorus 2]
There is a game of love
There is a game of love
This is the game of love
This is the game of love
And it was you
And it was you
The one who would be breaking my heart
When you decided to walk away
When I wanted you to stay

[Outro]
And it was you
I just wanted you to stay
Me, I just wanted you to stay
Me, I just wanted you to stay
Me, I just wanted you to stay",Daft Punk,2002,"[10, 7, 5, 5, 5, 7, 7, 9, 9, 12, 21, 35, 66]",13
