,title,lyrics,artists,date,rank,cnt
0,The Monster,"[Intro: Rihanna]
I'm friends with the monster that's under my bed
Get along with the voices inside of my head
You're tryin' to save me, stop holdin' your breath
And you think I'm crazy, yeah, you think I'm crazy

[Verse 1: Eminem]
I wanted the fame but not the cover of Newsweek
Oh well, guess beggars can't be choosey
Wanted to receive attention for my music
Wanted to be left alone in public, excuse me
For wantin' my cake, and eat it too, and wantin' it both ways
Fame made me a balloon ‘cause my ego inflated
When I blew, see, but it was confusing
‘Cause all I wanted to do's be the Bruce Lee of loose leaf
Abused ink, used it as a tool when I blew steam
Whoo! Hit the lottery, ooh-wee
But with what I gave up to get it was bittersweet
It was like winnin' a used mink
Ironic ‘cause I think I'm gettin' so huge I need a shrink
I'm beginnin' to lose sleep: one sheep, two sheep
Goin' coo-coo and kooky as Kool Keith
But I'm actually weirder than you think, ‘cause I'm—

[Chorus: Rihanna & (Bebe Rexha)]
I'm friends with the monster that's under my bed
Get along with the voices inside of my head
You're tryin' to save me, stop holdin' your breath
And you think I'm crazy, yeah, you think I'm crazy
Well, that's nothin' (Ooh-ooh-ooh-ooh)
(Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh)
Well, that's nothin' (Ooh-ooh-ooh-ooh)
(Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh)

[Verse 2: Eminem]
Now, I ain't much of a poet
But I know somebody once told me to seize the moment
And don't squander it ‘cause you never know when it all
Could be over tomorrow, so I keep conjurin'
Sometimes I wonder where these thoughts spawn from
Yeah, ponderin'll do you wonders
No wonder you're losin' your mind, the way it wanders
Yodel-odel-ay-hee-hoo! I think it went wanderin' off down yonder
And stumbled onto Jeff VanVonderen
‘Cause I need an interventionist
To intervene between me and this monster
And save me from myself and all this conflict
‘Cause the very thing that I love's killin' me and I can't conquer it
My OCD's conkin' me in the head, keep knockin'
Nobody's home, I'm sleepwalkin'
I'm just relayin' what the voice in my head's sayin'
Don't shoot the messenger, I'm just friends with the—

[Chorus: Rihanna & (Bebe Rexha)]
I'm friends with the monster that's under my bed
Get along with the voices inside of my head
You're tryin' to save me, stop holdin' your breath
And you think I'm crazy, yeah, you think I'm crazy
Well, that's nothin' (Ooh-ooh-ooh-ooh)
(Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh)
Well, that's nothin' (Ooh-ooh-ooh-ooh)
(Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh)

[Verse 3: Eminem]
Call me crazy, but I have this vision, one day that
I'll walk amongst you a regular civilian
But until then, drums get killed and
I'm comin' straight at MC's, blood gets spilled and
I'll take you back to the days that I'd get on a Dre track
Give every kid who got played that pumped-up feelin'
And shit to say back to the kids who played him
I ain't here to save the fuckin' children
But if one kid out of a hundred million
Who are goin' through a struggle, feels it and relates, that's great!
It's payback, Russell Wilson fallin' way back
In the draft, turn nothin' into somethin', still can make that
Straw into gold, chump, I will spin—Rumpelstiltskin in a haystack
Maybe I need a straightjacket
Face facts: I am nuts for real, but I'm okay with that!
It's nothin', I'm still friends with the—

[Chorus: Rihanna]
I'm friends with the monster that's under my bed
Get along with the voices inside of my head
You're tryin' to save me, stop holdin' your breath
And you think I'm crazy, yeah, you think I'm crazy

[Bridge: Rihanna & (Eminem)]
I'm friends with the monster that's under my bed
(Get along with) Get along with the voices inside of my head
(You're tryin' to) You're tryin' to save me, stop holdin' your breath
(And you think) And you think I'm crazy, yeah, you think I'm crazy
Well, that's nothin'

[Outro: Rihanna & (Bebe Rexha)]
(Ooh-ooh-ooh-ooh)
(Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh)
Well, that's nothin' (Ooh-ooh-ooh-ooh)
(Ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh, ooh-ooh-ooh-ooh)",Eminem,2013,"[1, 1, 2, 2, 2, 2, 3]",7
1,Timber,"[Verse 1]
Aren't you somethin' to admire?
'Cause your shine is somethin' like a mirror
And I can't help but notice
You reflect in this heart of mine
If you ever feel alone and
The glare makes me hard to find
Just know that I'm always
Parallel on the other side

[Pre-Chorus]
'Cause with your hand in my hand and a pocket full of soul
I can tell you there's no place we couldn't go
Just put your hand on the past
I'm here tryna pull you through
You just gotta be strong

[Chorus]
I don't wanna lose you now
I'm lookin' right at the other half of me
The vacancy that sat in my heart
Is a space that now you hold
Show me how to fight for now
And I'll tell you, baby, it was easy
Comin' back here to you once I figured it out
You were right here all along
It's like you're my mirror (Oh)
My mirror staring back at me  (Oh)
I couldn't get any bigger (Oh)
With anyone else beside me (Oh)
And now it's clear as this promise
That we're making
Two reflections into one
'Cause it's like you're my mirror (Oh)
My mirror staring back at me, staring back at me

[Verse 2]
Aren't you somethin', an original?
'Cause it doesn't seem merely assembled
And I can't help but stare, 'cause
I see truth somewhere in your eyes
I can't ever change without you
You reflect me, I love that about you
And if I could, I
Would look at us all the time

[Pre-Chorus]
'Cause with your hand in my hand and a pocket full of soul
I can tell you there's no place we couldn't go
Just put your hand on the past
I'm here tryna pull you through
You just gotta be strong

[Chorus]
I don't wanna lose you now
I'm lookin' right at the other half of me
The vacancy that sat in my heart
Is a space that now you hold
Show me how to fight for now
And I'll tell you, baby, it was easy
Comin' back here to you once I figured it out
You were right here all along
It's like you're my mirror (Oh)
My mirror staring back at me (Oh)
I couldn't get any bigger (Oh)
With anyone else beside me (Oh)
And now it's clear as this promise
That we're making
Two reflections into one
'Cause it's like you're my mirror (Oh)
My mirror staring back at me, staring back at me

[Bridge]
Yesterday is history, oh
Tomorrow's a mystery, oh
I can see you lookin' back at me
Keep your eyes on me
Baby, keep your eyes on me

[Chorus]
'Cause I don't wanna lose you now
I'm lookin' right at the other half of me
The vacancy that sat in my heart
Is a space that now you hold
Show me how to fight for now (You show me, baby)
And I'll tell you, baby, it was easy
Comin' back here to you once I figured it out
You were right here all along
It's like you're my mirror (Oh)
My mirror staring back at me (Oh)
I couldn't get any bigger (Oh)
With anyone else beside me (Oh)
And now it's clear as this promise
That we're making
Two reflections into one
'Cause it's like you're my mirror (Oh)
My mirror staring back at me, staring back at me

[Post-Chorus]
Ohh (Oh oh, oh oh)
Ohh (Oh oh, oh oh)
Ohh ohh (Oh oh, oh oh)
Uhh (Oh oh, oh oh)
Ohh (Oh oh, oh oh)

[Break]
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life

[Verse 3]
Now, you're the inspiration of this precious song
And I just wanna see your face light up since you put me on
So now I say goodbye to the old me, it's already gone
And I can't wait, wait, wait, wait, wait to get you home
Just to let you know, you are

[Break]
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life

[Verse 4]
Girl, you're my reflection, all I see is you
My reflection, in everything I do
You're my reflection and all I see is you
My reflection, in everything I do

[Break]
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life
You are, you are the love of my life",Justin Timberlake,2013,"[2, 2, 4, 8, 10, 15, 20, 35, 46, 49]",10
2,Counting Stars,"[Chorus]
Lately, I've been, I've been losing sleep
Dreaming about the things that we could be
But baby, I've been, I've been praying hard
Said no more counting dollars
We'll be counting stars
Yeah, we'll be counting stars

[Verse 1]
I see this life, like a swinging vine
Swing my heart across the line
And in my face is flashing signs
Seek it out and ye' shall find
Old, but I'm not that old
Young, but I'm not that bold
And I don't think the world is sold
On just doing what we're told

[Pre-Chorus]
I-I-I-I feel something so right
Doing the wrong thing
I-I-I-I feel something so wrong
Doing the right thing
I couldn't lie, couldn't lie, couldn't lie
Everything that kills me makes me feel alive

[Chorus]
Lately, I've been, I've been losing sleep
Dreaming about the things that we could be
But baby, I've been, I've been praying hard
Said no more counting dollars
We'll be counting stars
Lately, I've been, I've been losing sleep
Dreaming about the things that we could be
But baby, I've been, I've been praying hard
Said no more counting dollars
We'll be, we'll be counting stars

[Verse 2]
I feel the love and I feel it burn
Down this river, every turn
Hope is our four-letter word
Make that money, watch it burn
Old, but I'm not that old
Young, but I'm not that bold
And I don't think the world is sold
On just doing what we're told

[Pre-Chorus]
I-I-I-I feel something so wrong
Doing the right thing
I couldn't lie, couldn't lie, couldn't lie
Everything that drowns me makes me wanna fly

[Chorus]
Lately, I've been, I've been losing sleep
Dreaming about the things that we could be
But baby, I've been, I've been praying hard
Said no more counting dollars
We'll be counting stars
Lately, I've been, I've been losing sleep
Dreaming about the things that we could be
But baby, I've been, I've been praying hard
Said no more counting dollars
We'll be, we'll be counting stars

[Bridge]
Take that money
Watch it burn
Sink in the river
The lessons I learned
Take that money
Watch it burn
Sink in the river
The lessons I learned
Take that money
Watch it burn
Sink in the river
The lessons I learned
Take that money
Watch it burn
Sink in the river
The lessons I learned

[Interlude]
Everything that kills me
Makes me feel alive

[Chorus]
Lately, I've been, I've been losing sleep
Dreaming about the things that we could be
But baby, I've been, I've been praying hard
Said no more counting dollars
We'll be counting stars
Lately, I've been, I've been losing sleep
Dreaming about the things that we could be
But baby, I've been, I've been praying hard
Said no more counting dollars
We'll be, we'll be counting stars

[Outro]
Take that money
Watch it burn
Sink in the river
The lessons I've learned
Take that money
Watch it burn
Sink in the river
The lessons I've learned
Take that money
Watch it burn
Sink in the river
The lessons I've learned
Take that money
Watch it burn
Sink in the river
The lessons I've learned",OneRepublic,2013,"[3, 3, 5, 4, 6, 7, 9, 8, 15, 19, 21, 22, 28, 38, 41, 55, 54, 57, 60, 67, 76, 70, 71, 80, 69, 32]",26
3,Say Something,"[Intro: A Great Big World]
Say something, I'm giving up on you
I'll be the one, if you want me to
Anywhere, I would've followed you
Say something, I'm giving up on you

[Verse 1: A Great Big World & Christina Aguilera]
And I... am feeling so small
It was over my head
I know nothing at all

[Verse 2: A Great Big World & Christina Aguilera]
And I will stumble and fall
I'm still learning to love
Just starting to crawl

[Chorus: A Great Big World & Christina Aguilera]
Say something, I'm giving up on you
I'm sorry that I couldn't get to you
Anywhere, I would've followed you
Say something, I'm giving up on you

[Verse 3: A Great Big World & Christina Aguilera]
And I will swallow my pride
You're the one that I love
And I'm saying goodbye

[Chorus: A Great Big World & Christina Aguilera]
Say something, I'm giving up on you
And I'm sorry that I couldn't get to you
And anywhere, I would've followed you, oh-oh
Say something, I'm giving up on you

[Outro: A Great Big World & Christina Aguilera]
Say something, I'm giving up on you
Say something...",A Great Big World,2013,"[4, 8, 10, 18, 38, 16]",6
4,Royals,"[Produced by Joel Little]
[Video by Joel Kefali]

[Verse 1]
I've never seen a diamond in the flesh
I cut my teeth on wedding rings in the movies
And I'm not proud of my address
In a torn up town, no postcode envy

[Pre-Chorus]
But every song's like
Gold teeth, Grey Goose, trippin' in the bathroom
Bloodstains, ball gowns, trashin' the hotel room
We don't care; we're driving Cadillacs in our dreams
But everybody's like
Cristal, Maybach, diamonds on your timepiece
Jet planes, islands, tigers on a gold leash
We don't care; we aren't caught up in your love affair

[Chorus]
And we'll never be royals (Royals)
It don't run in our blood
That kind of luxe just ain't for us
We crave a different kind of buzz
Let me be your ruler (Ruler)
You can call me queen bee
And baby, I'll rule (I'll rule, I'll rule, I'll rule)
Let me live that fantasy

[Verse 2]
My friends and I, we've cracked the code
We count our dollars on the train to the party
And everyone who knows us knows
That we're fine with this
We didn't come from money

[Pre-Chorus]
But every song's like
Gold teeth, Grey Goose, trippin' in the bathroom
Bloodstains, ball gowns, trashin' the hotel room
We don't care; we're driving Cadillacs in our dreams
But everybody's like
Cristal, Maybach, diamonds on your timepiece
Jet planes, islands, tiger's on a gold leash
We don't care; we aren't caught up in your love affair

[Chorus]
And we'll never be royals (Royals)
It don't run in our blood
That kind of luxe just ain't for us
We crave a different kind of buzz
Let me be your ruler (Ruler)
You can call me queen bee
And baby, I'll rule (I'll rule, I'll rule, I'll rule)
Let me live that fantasy

[Bridge]
(Oh, oh-oh)
We're bigger than we ever dreamed
And I'm in love with being queen
(Oh, oh-oh)
Life is great without a care
We aren't caught up in your love affair

[Chorus]
And we'll never be royals (Royals)
It don't run in our blood
That kind of luxe just ain't for us
We crave a different kind of buzz
Let me be your ruler (Ruler)
You can call me queen bee
And baby, I'll rule (I'll rule, I'll rule, I'll rule)
Let me live that fantasy",Lorde,2013,"[5, 4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 8, 12, 17, 24, 39, 59, 63, 74, 90]",24
5,Demons,"[Verse 1]
When the days are cold and the cards all fold
And the saints we see are all made of gold
When your dreams all fail and the ones we hail
Are the worst of all, and the blood's run stale

[Pre-Chorus]
I wanna hide the truth, I wanna shelter you
But with the beast inside, there's nowhere we can hide
No matter what we breed, we still are made of greed
This is my kingdom come, this is my kingdom come

[Chorus]
When you feel my heat, look into my eyes
It's where my demons hide, it's where my demons hide
Don't get too close; it's dark inside
It's where my demons hide, it's where my demons hide

[Verse 2]
At the curtain's call it's the last of all
When the lights fade out, all the sinners crawl
So they dug your grave and the masquerade
Will come calling out at the mess you've made

[Pre-Chorus]
Don't wanna let you down, but I am hell-bound
Though this is all for you, don't wanna hide the truth
No matter what we breed, we still are made of greed
This is my kingdom come, this is my kingdom come

[Chorus]
When you feel my heat, look into my eyes
It's where my demons hide, it's where my demons hide
Don't get too close; it's dark inside
It's where my demons hide, it's where my demons hide

[Bridge]
They say it's what you make, I say it's up to fate
It's woven in my soul, I need to let you go
Your eyes, they shine so bright, I wanna save that light
I can't escape this now, unless you show me how

[Chorus]
When you feel my heat, look into my eyes
It's where my demons hide, it's where my demons hide
Don't get too close; it's dark inside
It's where my demons hide, it's where my demons hide",Imagine Dragons,2013,"[6, 7, 7, 6, 7, 9, 8, 9, 12, 20, 24, 28, 46, 46, 63, 68, 59, 63, 64, 63, 67, 67, 74, 73, 73, 68, 64, 91, 96, 90, 89, 93, 97, 99]",34
6,Wake Me Up!,"[Verse 1]
Feeling my way through the darkness
Guided by a beating heart
I can't tell where the journey will end
But I know where to start
They tell me I'm too young to understand
They say I'm caught up in a dream
Well life will pass me by if I don't open up my eyes
Well that's fine by me

[Chorus]
So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself
And I didn't know﻿ I was lost
So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself
And I didn't know ﻿I was lost

[Instrumental Break]

[Verse 2]
I tried carrying the weight of the world
But I only have two hands
I hope I get the chance to travel the world
But I don't have any plans
I wish that I could stay forever this young
Not afraid to close my eyes
Life's a game﻿ made for everyone
And love is the prize

[Chorus]
So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself
And I didn't know﻿ I was lost
So wake me up when it's all over
When I'm wiser and I'm older
All this time I was finding myself
And I didn't know I was lost

[Outro]
I didn't know I was lost
I didn't know I was lost
I didn't know I was lost
I didn't know, I didn't know, I didn't know

[Instrumental]",Avicii,2013,"[7, 6, 6, 5, 4, 5, 5, 4, 4, 4, 4, 5, 4, 5, 5, 7, 7, 11, 15, 17, 48, 52, 59, 68, 81]",25
7,Wrecking Ball,"[Verse 1]
We clawed, we chained, our hearts in vain
We jumped, never asking why
We kissed, I fell under your spell
A love no one could deny

[Pre-Chorus]
Don't you ever say I just walked away
I will always want you
I can't live a lie, running for my life
I will always want you

[Chorus]
I came in like a wrecking ball
I never hit so hard in love
All I wanted was to break your walls
All you ever did was wreck me
Yeah, you, you wreck me

[Verse 2]
I put you high up in the sky
And now, you're not coming down
It slowly turned, you let me burn
And now, we're ashes on the ground

[Pre-Chorus]
Don't you ever say I just walked away
I will always want you
I can't live a lie, running for my life
I will always want you

[Chorus]
I came in like a wrecking ball
I never hit so hard in love
All I wanted was to break your walls
All you ever did was wreck me
I came in like a wrecking ball
Yeah, I just closed my eyes and swung
Left me crashing in a blazing fall
All you ever did was wreck me
Yeah, you, you wreck me

[Bridge]
I never meant to start a war
I just wanted you to let me in
And instead of using force
I guess I should've let you win
I never meant to start a war
I just wanted you to let me in
I guess I should've let you win

[Interlude]
Don't you ever say I just walked away
I will always want you

[Chorus]
I came in like a wrecking ball
I never hit so hard in love
All I wanted was to break your walls
All you ever did was wreck me
I came in like a wrecking ball
Yeah, I just closed my eyes and swung
Left me crashing in a blazing fall
All you ever did was wreck me
Yeah, you, you wreck me
Yeah, you, you wreck me

[Produced by Dr. Luke and Cirkut]
[Video by Terry Richardson]",Miley Cyrus,2013,"[8, 5, 1, 3, 3, 3, 2, 3, 3, 2, 3, 3, 1, 1, 22, 14, 50]",17
8,Let Her Go,"[Produced by Mike Rosenberg and Chris Vallejo]
[Video by Dave Jensen and Tavic]

[Hook]
Well you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go
Only know you've been high when you're feeling low
Only hate the road when you're missing home
Only know you love her when you let her go
And you let her go...

[Verse 1]
Staring at the bottom of your glass
Hoping one day you'll make a dream last
But dreams come slow and they go so fast
You see her when you close your eyes
Maybe one day you'll understand why
Everything you touch surely dies

[Hook]
But you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go
Only know you've been high when you're feeling low
Only hate the road when you're missing home
Only know you love her when you let her go

[Verse 2]
Staring at the ceiling in the dark
Same old empty feeling in your heart
'Cause love comes slow and it goes so fast
Well you see her when you fall asleep
But never to touch and never to keep
'Cause you loved her too much and you dived too deep

[Hook]
Well you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go
Only know you've been high when you're feeling low
Only hate the road when you're missing home
Only know you love her when you let her go
And you let her go...

[Bridge]
Oh, oh, woah, oh, oh
And you let her go
Oh, oh, woah, oh, oh
When you let her go
Whoa

[Hook]
'Cause you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go
Only know you've been high when you're feeling low
Only hate the road when you're missing home
Only know you love her when you let her go
'Cause you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go
Only know you've been high when you're feeling low
Only hate the road when you're missing home
Only know you love her when you let her go
And you let her go...",Passenger,2013,"[9, 9, 13, 10, 11, 12, 12, 17, 19, 25, 28, 38, 44, 43, 52, 63, 62, 74, 86, 95]",20
9,Story Of My Life,"[Verse 1: Harry Styles & Liam Payne]
Written in these walls are the stories that I can't explain
I leave my heart open
But it stays right here empty for days
She told me in the morning
She don't feel the same about us in her bones
It seems to me that when I die
These words will be written on my stone

[Pre-Chorus: Zayn Malik]
And I'll be gone, gone tonight
The ground beneath my feet is open wide
The way that I've been holding on too tight
With nothing in between

[Chorus: Harry Styles & All]
The story of my life
I take her home
I drive all night
To keep her warm
And time is frozen
The story of my life
I give her hope
I spend her love
Until she's broke inside
The story of my life

[Verse 2: Niall Horan &  Liam Payne]
Written on these walls are the colours that I can't change
Leave my heart open
But it stays right here in its cage
I know that in the morning, now
I'll see us in the light up on the hill
Although I am broken, my heart is untamed still

[Pre-Chorus: Louis Tomlinson]
And I'll be gone, gone tonight
The fire beneath my feet is burning bright
The way that I've been holding on so tight
With nothing in between

[Chorus: Harry Styles & All]
The story of my life
I take her home
I drive all night
To keep her warm
And time is frozen
The story of my life
I give her hope
I spend her love
Until she's broke inside
The story of my life

[Bridge: Zayn Malik]
And I been waiting for this time to come around
But, baby, running after you
Is like chasing the clouds

[Breakdown: Niall Horan]
The story of my life
I take her home
I drive all night
To keep her warm
And time is frozen

[Chorus: All, (Zayn) & Harry]
The story of my life
I give her hope (Give her hope)
I spend her love
Until she's broke inside
(Until she's broke inside)
The story of my life
The story of my life
The story of my life
The story of my life",One Direction,2013,"[10, 11, 8, 13, 13, 11, 6]",7
