,title,lyrics,artists,date,rank,cnt
0,Like A Virgin,"[Verse 1]
I made it through the wilderness
Somehow I made it through
Didn't know how lost I was until I found you
I was beat, incomplete, I'd been had
I was sad and blue, but you made me feel
Yeah, you made me feel shiny and new

[Chorus 1]
Like a virgin
Touched for the very first time
Like a virgin
When your heart beats next to mine

[Verse 2]
Gonna give you all my love, boy
My fear is fading fast
Been saving it all for you, 'cause only love can last
You're so fine and you're mine
Make me strong, yeah, you make me bold
Oh, your love thawed out
Yeah, your love thawed out what was scared and cold

[Chorus 2]
Like a virgin (hey)
Touched for the very first time
Like a virgin
With your heartbeat next to mine

[Verse 3]
You're so fine and you're mine
I'll be yours 'til the end of time
'Cause you made me feel
Yeah, you made me feel I've nothing to hide

[Chorus 2]
Like a virgin (hey)
Touched for the very first time
Like a virgin
With your heartbeat next to mine

[Outro]
Like a virgin
Like a virgin
Feels so good inside
When you hold me, and your heart beats, and you love me
Ooh, baby yeah
Can't you hear my heart beat for the very first time?",Madonna,1984,"[1, 1, 3, 11, 21, 38, 48]",7
1,The Wild Boys,"[Intro-Refrain]
Wild boys, wild boys, wild boys
Wild boys
Wild! Boys!

[Verse 1]
The wild boys are calling
On their way back from the fire
In august moon's surrender to
A dust cloud on the rise
Wild boys fallen far from glory
Reckless and so hungered
On the razors edge you trail
Because there's murder by the roadside
In a sore afraid new world

[Pre-Chorus]
They tried to break us
Looks like they'll try again

[Chorus]
Wild boys never lose it
Wild boys never chose this way
Wild boys never close your eyes
Wild boys always shine

[Verse 2]
You got sirens for a welcome
There's bloodstain for your pain
And your telephone been ringing while
You're dancing in the rain
Wild boys wonder where is glory
Where is all you angels
Now the figureheads have fell
And lovers war with arrows over
Secrets they could tell

Pre-Chorus
They tried to tame you
Looks like they'll try again

[Chorus]
Wild boys never lose it
Wild boys never chose this way
Wild boys never close your eyes
Wild boys always shine

[Refrain]
Wild boys, wild boys, wild boys
Wild boys, wild boys, wild boys

[Chorus]
Wild boys never lose it
Wild boys never chose this way
Wild boys never close your eyes
Wild boys always

[Chorus ]
Wild boys never lose it
Wild boys never chose this way
Wild boys never close your eyes
Wild boys always

[Outro-Chorus ]
Wild boys never lose it
Wild boys never chose this way
Wild boys never close your eyes
Wild boys always, wild boys",Duran Duran,1984,"[2, 2, 2, 4, 7, 12, 19, 28, 38]",9
2,Out Of Touch,"[Verse 1]
'Do', such a simple word just do
It's harder when it's you
Try to find a solution through
Such a simple fact it's true
It's harder when it's you
Try to find a solution

[Verse 2]
I come home late at night
Dizzy with conversation running through my mind
See my reflection with someone I dislike
Watch myself, try to drink it away
Turn the volume up, can't hear myself say
""I'm out of touch""

[Hook]
I'm out of touch
I'm out of sync with you
I'm out of touch
I'm out of sync with you
Oh-woah, oh, oh-woah, oh
I'm out of touch
I'm out of sync with you
I'm out of touch
I'm out of sync with you
Oh-woah, oh, oh-woah, oh

[Verse 3]
'Do', such a simple word just do
It's harder when it's you
Try to find a solution through
Such a simple fact it's true
It's harder when it's you
Try to find a solution

[Verse 4]
Lay on my back and I can't close my eyes
Because I'm spinning around, can't deny
I'm out of touch
Try to feel my body, so deaf and blind
In this social overload I'm confined
I'm out of touch

[Hook]
I'm out of touch
I'm out of sync with you
I'm out of touch
I'm out of sync with you
Oh-woah, oh, oh-woah, oh
I'm out of touch
I'm out of sync with you
I'm out of touch
I'm out of sync with you
Oh-woah, oh, oh-woah, oh
I'm out of touch
I'm out of sync with you
I'm out of touch
I'm out of sync with you
Oh-woah, oh, oh-woah, oh
I'm out of touch
I'm out of sync with you
I'm out of touch
I'm out of sync with you
Oh-woah, oh, oh-woah, oh",CUT_,1984,"[3, 3, 1, 1, 2, 4, 6, 6, 12, 20, 26, 32, 38, 48]",14
3,Sea Of Love,"[Verse 1]
Oh, you say you love me, Joe
How am I supposed to know?
When you go under the waves
What am I supposed to say?

[Chorus]
I see people on the floor
They slide into the sea
Can't stay here anymore
We're turning into fiends

[Post-Chorus]
If I stay here, trouble will find me
If I stay here, I'll never leave
If I stay here, trouble will find me
I believe

[Verse 2]
Joe, I'll always think of you
As the kind of child who knew
This was never gonna last
Oh, Joe, you fell so fast

[Bridge]
Hey Joe, sorry I hurt you, but
They say love is a virtue, don't they?
Hey Joe, sorry I hurt you, but
They say love is a virtue, don't they?
Hey Joe, sorry I hurt you, but
They say love is a virtue, don't they?
Hey Joe, sorry I hurt you, but
They say love is a virtue, don't they?

[Chorus]
I see people on the floor
They slide into the sea
Can't stay here anymore
We're turning into fiends

[Outro]
I see you rushing down
Tell me how to reach you
I see you rushing now
What did Harvard teach you?
I see you rushing down
Tell me how to reach you
I see you rushing down
What did Harvard teach you?
I see you rushing down (don’t drag me in)
Tell me how to reach you
I see you rushing down (don’t drag me in)
What did Harvard teach you?
I see you rushing down (don’t drag me in)
Tell me how to reach you
I see you rushing down (don’t drag me in)
What did Harvard teach you?",The National,1984,"[4, 4, 5, 7, 11, 13, 18, 25, 29, 33, 46, 62]",12
4,Cool It Now,"[Verse 1: Ralph]
Everybody's saying silly things
Without knowing that life brings a change
And they've been checking all the signs
My friends say I'm love sick 'cause I
All I keep thinking about is her in my arms
(Got to see what love is all about)
And I won't be the same until she is mine
And my friends keep telling me to

[Hook]
Cool it now
You got to cool it now
Ooooooh watch out
You're gonna lose control
Cool it now
You got to slow it down
Slow it down
You're gonna fall in love

[Verse 2]
Every day I walk her home from school
And she tells me, how she really feels
And there's no doubt in my mind
That this girl is one of a kind
'Cause all I keep thinking about is her in my arms
(Understand you're one of a kind)
And I won't feel the same until she is mine
And my friends keep telling me to

[Hook 2X]
Cool it now
You got to cool it now
Ooooooh watch out
You're gonna lose control
Cool it now
You better slow it down
Slow it down
You're gonna fall in love

[Verse 3]
All I keep thinking about is her in my arms
(Got to see what love is all about)
And I'll never be the same until you are mine
And my friends keep telling me

[Rap: Michael Bivins & Ronnie DeVoe]
When you got a girl who takes her time
You must slow the pace, you can't mess with her mind
If she feels the same, she'll let ya know
Just prepare yourself or be ready to go
And I hope this message stays in your mind
'Cause you almost lost a girl who is right on time
There's one more thing that you got to know
Just cool it down and stay in control!

[Hook]
Cool it now
You got to cool it now
Ooooooh watch out
You're gonna lose control
Cool it now
You better slow it down
Slow it down
You're gonna fall in love

All I keep thinking about is her in my arms
(Understand you're one of a kind)
And I'll never be the same until you are mine, oh
Listen to me, let me tell you...

[Rap: Ralph]
Why you all coming down on me?
Trying to tell me how my life is supposed to be
I know you're only trying to help me out
Trying to show me what life is really about
But this time I'm gonna make it on my own
So why don't you fellas just leave me alone
Ronnie, Bobby, Ricky, and Mike
If I love the girl who cares who you like

Cool it now
Ooooooh watch out
Cool it now
Slow it down

Cool it now
Ooooooh watch out
Cool it now
Slow it down

[Hook]

Cool it now
Slow it down
You're gonna lose control
Cool it now
You got to slow it down
Slow it down
'Cause you're gonna fall in love

Cool it now
Slow it down
'Cause you're gonna lose control
Cool it now
You got to slow it down
Slow it down
'
Cool it now
Ooooooh watch out
Cool it now
Slow it down",New Edition,1984,"[5, 5, 7, 9, 13, 14, 16, 22, 30, 34, 45, 55, 64, 74, 84]",15
5,We Belong,"[Intro]
We belong, we belong to the light

[Verse 1]
Many times, I tried to tell you
Many times, I cried alone
Always I'm surprised how well you
Cut my feelin's to the bone
Don't wanna leave you really
I've invested too much time
To give you up that easy
To the doubts that complicate your mind

[Chorus]
We belong to the light, we belong to the thunder
We belong to the sound of the words, we've both fallen under
Whatever we deny or embrace, for worse or for better
We belong, we belong, we belong together

[Verse 2]
Maybe it's a sign of weakness
When I don't know what to say
Maybe I just wouldn't know
What to do with my strength anyway
Have we become a habit?
Do we distort the facts?
Now, there's no looking forward
Now, there's no turning back
When you say

[Chorus]
We belong to the light, we belong to the thunder
We belong to the sound of the words, we've both fallen under
Whatever we deny or embrace, for worse or for better
We belong, we belong, we belong together

[Verse 3]
Close your eyes and try to sleep now
Close your eyes and try to dream
Clear your mind and do your best
To try and wash the palette clean
We can't begin to know it
How much we really care
I hear your voice inside me
I see your face everywhere, still you say

[Chorus]
We belong to the light, we belong to the thunder
We belong to the sound of the words, we've both fallen under
Whatever we deny or embrace, for worse or for better
We belong, we belong, we belong together
We belong to the light, we belong to the thunder
We belong to the sound of the words, we've both fallen under
Whatever we deny or embrace, for worse or for better
We belong, we belong, we belong together

[Outro]
We belong to the light, we belong to the thunder",Pat Benatar,1984,"[6, 6, 9, 10, 14, 19, 25, 31, 35, 45]",10
6,I Feel For You,"MELLE MEL:
Chaka, Chaka, Chaka, Chaka Khan
Chaka Khan, Chaka Khan, Chaka Khan
Chaka Khan, let me rock you
Let me rock you, Chaka Khan
Let me rock you, that's all I wanna do
Chaka Khan, let me rock you
Let me rock you, Chaka Khan
Let me rock you, let me feel for you
Chaka Khan let me tell you what I wanna do
Do you feel for me, the way I feel for you
Chaka Khan let me tell you what I wanna do
I wanna love you, wanna hug you, wanna squeeze you too
Let me take you in my arms
Let me fill you with my charms, Chaka
Cause you know that I'm the one to keep you warm
Chaka, I'll make you more than just a physical dream
I wanna rock you, Chaka
Baby, cause you make me wanna scream
Let me rock you, rock you

Baby, baby, when I look at you
I get a warm feeling inside
There's something about the things you do
That keeps me satisfied

I wouldn't lie to you, baby
It's mainly a physical thing
This feeling that i got for you, baby
Makes me wanna sing

CHORUS:
I feel for you
I think I love you
I feel for you
I think I love you

MELLE MEL:
Chaka Khan, let me rock you
Let me rock you, Chaka Khan
Let me rock you, that's all I wanna do
Chaka Khan, let me rock you
Let me rock you, Chaka Khan
Let me rock you, let me feel for you
Feel for you

Baby, baby, when I lay with you
There's no place I'd rather be
I can't believe, can't believe it's true
The things that you do to me

I wouldn't lie to you, baby
I'm physically attracted to you
This feeling that I got for you, baby
There's nothing that I wouldn't do

CHORUS

Yes sir, one more time
Say yeah
I feel for you (I think I love you)
I feel for you (I, I, I think I love you)

MELLE MEL:
Chaka Khan, let me rock you
Let me rock you, Chaka Khan
Let me rock you, that's all I wanna do
Chaka Khan, let me rock you
Let me rock you, Chaka Khan
Let me rock you, let me feel for you
Chaka Khan won't you tell me what you wanna do
Do you feel for me, the way I feel for you
Chaka Khan let me tell you what I wanna do
I wanna love you, wanna hug you, wanna squeeze you too
Let me take you in my arms
Let me fill you with my charms, Chaka
Cause you know that I'm the one to keep you warm
Chaka, I'll make you more than just a physical dream
I wanna rock you, Chaka
Baby, cause you make me wanna scream
Feel for you

I feel for you (Oooh, feel for you)
I feel it too (Oooh, feel for you)
I feel for you (Oooh, feel for you)

CHORUS",Chaka Khan,1984,"[7, 7, 4, 3, 3, 3, 4, 5, 10, 15, 24, 30, 33, 38, 49, 58, 73]",17
7,No More Lonely Nights,"[Verse 1]
I can wait another day until I call you
Mm-hm
You've only got my heart on a string
And everything aflutter (na na na na)
But another lonely night might take forever (na na na na)
We've only got each other to blame
It's all the same to me love

[Pre-Chorus 1]
Cause I know
What I feel
To be right

[Chorus 1]
No more lonely nights
No more lonely nights
You're my guiding light
Day or night I'm always there

[Verse 2]
May I never miss the thrill
(Na-na-na na)
Of being near you
(Na-na-na na-na na-na)
And if it takes a couple of years
To turn your tears to laughter

[Pre-Chorus 2]
I will do
What I feel
To be right

[Chorus 2]
No more lonely nights, never be another
No more lonely nights
You're my guiding light
Day or night I'm always there

[Bridge 1]
And I won't go away until you tell me so
No, I'll never go away

[Guitar solo: David Gilmour]

[Pre-Chorus 3]
Yes, I know
What I feel
To be right

[Chorus 3]
No more lonely nights, never be another
No more lonely nights
You're my guiding light
Day or night I'm always there

[Bridge 2]
And I won't go away until you tell me so
No, I'll never go away
And I won't go away until you tell me so
No, I'll never go away
No more lonely nights
No, no
Hoo

[C part with guitar solo by David Gilmour]",Paul McCartney,1984,"[8, 8, 6, 6, 10, 11, 14, 19, 25, 30, 38, 48]",12
8,All I Need,"[Verse 1]
I'm the next act
Waiting in the wings
I'm an animal
Trapped in your hot car
I am all the days
That you choose to ignore

[Chorus]
You are all I need
You're all I need
I'm in the middle of your picture
Lying in the reeds

[Verse 2]
I'm a moth
Who just wants to share your light
I'm just an insect
Trying to get out of the night
I only stick with you
Because there are no others

[Chorus]
You are all I need
You're all I need
I'm in the middle of your picture
Lying in the reeds

[Outro]
It's all wrong, it's all wrong, it's all wrong
It's all right,  it's all right,  it's all right
It's all wrong,  it's all right
It's all right,  it's all right",Radiohead,1984,"[9, 9, 14, 20, 24, 39, 46, 51, 62, 81, 88]",11
9,Valotte,"[Verse 1]
Sitting on the doorstep of the house I can't afford
I can feel you there
Thinking of a reason, well, it's really not very hard
To love you even though you nearly lost my heart
How can I explain the meaning of our love
It fits so tight, closer than a glove
Sitting on a pebble by the river playing guitar
Wond'ring if we're really ever gonna get that far
Do you know there's something wrong
'Cause I've felt it all along

[Verse 2]
I can see your face in the mirrors of my mind
Will you still be there?
We're really not so clever as we seem to think we are
We've always got our troubles so we solve them in the bar
As the days go by, we seem to drift apart
If I could only find a way to keep hold of your heart

[Chorus]
Sitting on a pebble by the river playing guitar
Wond'ring if we're really ever gonna get that far
Do you know there's something wrong
'Cause I've felt it all along

[Verse 3]
Sitting in the valley as I watch the sun go down
I can see you there
Thinking of a reason, well, it's really not very hard
To love you even though you nearly lost my heart
When will we know when the change is gonna come
I've got a good feeling and it's coming from the sun

[Chorus]
Sitting on a pebble by the river playing guitar
Wond'ring if we're really ever gonna get that far
Do you know there's something wrong
We'll stick together 'cause we're strong",Julian Lennon,1984,"[10, 10, 12, 16, 18, 24, 29, 33, 42, 51, 64]",11
