,title,lyrics,artists,date,rank,cnt
0,Every Rose Has Its Thorn,"[Verse 1]
We both lie silently still in the dead of the night
Although we both lie close together we feel miles apart inside
Was it something I said or something I did?
Did my words not come out right?
Though I tried not to hurt you
Though I tried
But I guess that's why they say

[Chorus]
Every rose has its thorn
Just like every night has its dawn
Just like every cowboy sings a sad sad song
Every rose has its thorn

Yeah it does

[Verse 2]
I listen to our favorite song playing on the radio
Hear the DJ say love's a game of easy come and easy go
But I wonder does he know
Has he ever felt like this
And I know that you'd be here right now
If I could have let you know somehow
I guess

[Chorus]
Every rose has its thorn
Just like every night has its dawn
Just like every cowboy sings a sad sad song
Every rose has its thorn

[Bridge]
Though it's been a while now
I can still feel so much pain
Like a knife that cuts you the wound heals
But the scar, that scar remains

[Verse 3]
I know I could have saved a love that night
If I'd known what to say
Instead of makin' love
We both made our separate ways

[Verse 4]
And now I hear you found somebody new
And that I never meant that much to you
To hear that tears me up inside
And to see you cuts me like a knife
I guess

[Chorus]
Every rose has its thorn
Just like every night has its dawn
Just like every cowboy sings a sad sad song
Every rose has its thorn",Poison,1988,"[1, 1, 2, 6, 10, 16, 23, 32, 42, 60]",10
1,My Prerogative,"Get busy!

[Chorus]
Everybody's talking all this stuff about me (Now now)
Why don't they just let me live? (Ooh)
I don't need permission
Make my own decisions (OH!)
That's my prerogative

[Verse 1]
They say I'm crazy, I really don't care
That's my prerogative
They say I'm nasty, but I don't give a damn
Getting girls is how I live
Some ask me questions, ""Why am I so real?""
But they don't understand me or really don't know the deal
About a brother, trying hard to make it right
Not long ago, before I win this fight (sing)

[Chorus]
Everybody's talking all this stuff about me
Why don't they just let me live? (Tell me why)
I don't need permission
Make my own decisions (OH!)
That's my prerogative

[Refrain]
It's the way that I wanna live (It's my prerogative)
I can do just what I feel (It's my prerogative)
No one can tell me what to do (It's my prerogative)
'Cause what I'm doing
I'm doing for you, now

[Verse 2]
Don't get me wrong, I'm really not souped
Ego trips is not my thing
All these strange relationships really gets me down
I see nothing wrong with spreading myself around (sing)

[Chorus]
Everybody's talking all this stuff about me (Yeah)
Why don't they just let me live? (Tell me why)
I don't need permission (I don't need...)
Make my own decisions (...my own decisions)
That's my prerogative

[Refrain]
It's my prerogative (It's my prerogative)
I can do what I wanna do (It's my prerogative)
Can live my life (It's my prerogative)
I'm doing it just for you (It's my prerogative)

[Bridge]
Tell me, tell me, why can't I live my life (Live my life)
Without all of the things that people say

[Interlude]
Yo Teddy, kick it like this
Oh, no, no
I can do what I wanna do
Me and you
Together, together, together, together, together

[Chorus]
Everybody's talking all this stuff about me
(Everybody's talking)
Why don't they just let me live?
(Why don't they just let me live, girl?)
I don't need permission
Make my own decisions
(I don't need permission from nobody)
That's my prerogative

Everybody's talking all this stuff about me
(Everybody's talking)
Why don't they just let me live? (Now)
I don't need permission (I don't need...)
Make my own decisions (...my own decisions)
That's my prerogative

[Outro]
What is this, a blizzard, that I can't have money in my pocket
And people not talk about me?
This world is a trip; I don't know what's going on these days
Got this person over here talking about me, this person
Ay, listen, let me tell you something, it's my prerogative
I can do what I wanna do
I made this money, you didn't; right, Ted?
We outta here!

It's my, it's my, it's my, it's my
It's my, my, my, my, my, my, my, my, my, my, my, my, my
It's my...WOO!
It's my prerogative, it's my...
It's my, it's my, my, my
It's my prerogative, can't you see, baby doll?
Ha, why you wanna talk about me?
Tell me, tell me why...",Bobby Brown,1988,"[2, 2, 4, 8, 13, 18, 22, 33, 45, 61, 78]",11
2,Look Away,"[Verse 1]
Two eyes staring back at me
From a magazine in my room
Cut out paper tragedies
Paper tragedies that I glue
Show up cause of memory
If it only feels black and blue?
Creating a fantasy
Something I can dream
That is true

[Hook]
I will only look away
If you say
If you say
I will only look away
If you say
If you say

[Verse 2]
I don't see it
Another message left for me in code
Hieroglyphics
I never figured out how to
Unfold your paper crane's origami agony
I ripped the edges
It gave me pleasure
Figuring it out
Each question in a shroud
It's been forever, wasn't forever

[Hook]
I will only look away
If you say
If you say
I will only look away
If you say
If you say
I will only look away
If you say
If you say
I will only look away
If you say
If you say

[Bridge]
Now when I close my eyes I see how much I've lost
From scratching a memory 'til all the colors off
Revealing a jagged line still there in black and white
When I close my eyes
If I close my eyes
But I can't laugh about it yet
It's all too soon
The things we used to joke about have all come true
I had to slowly back away

[Hook]
I will only look away
If you say
If you say
I will only look away
If you say
I will only look away
If you say
If you say
I will never look away
When you say",Lo-Fang,1988,"[3, 3, 1, 1, 2, 6, 9, 12, 17, 23, 29, 35, 43, 56, 77]",15
3,Giving You The Best That I Got,"[Verse 1]
Ain't there something I can give you?
In exchange for everything you give to me
Read my mind
And make me feel just fine
When I think my peace of mind is out of reach

The scales are sometimes unbalanced
And you bear the weight of all that has to be
I hope you see that you can lean on me
And together
We can calm a stormy sea

[Hook]
We love so strong and so unselfishly
And I tell you now that I made a vow
I'm giving you the best that I got, baby
Yes, I tell you now
That I made a vow
I'm giving you the best that I got, honey

[Verse 2]
Everybody's got opinions
'Bout the way they think our story's gonna end
Some folks feel it's just a superficial thrill
Everybody's gonna have to think again

[Hook]
We love so strong and so unselfishly
They don't bother me so I'm gonna keep on
Giving you the best that I got, baby
They don't bother me
Said I'm gonna keep on
Giving you the best that I got

[Bridge]
Listen, baby
Somebody understands me
Somebody gave his heart to me
I stumbled my whole life long
Always on my own
Now I'm home

[Verse 3]
My weary mind is rested
And I feel as if my home is in your arms
Fears are all gone
I like the sound of your song
And I think I want to sing it forever

[Hook]
We love so strong and so unselfishly
And I made a vow so I tell you now
I'm giving you the best that I got

Listen, baby
I bet everything on my wedding ring
I'm giving you the best that I got
Giving it to you, baby

[Outro]
Giving you the best that I got",Anita Baker,1988,"[4, 4, 3, 5, 6, 9, 13, 16, 22, 28, 36, 43, 51, 61, 85]",15
4,Waiting For A Star To Fall,"[Verse 1]
I hear your name whispered on the wind
It's a sound that makes me cry
I hear a song blow again and again
Through my mind and I don't know why
I wish I didn't feel so strong about you
Like happiness and love revolve around you

Trying to catch your heart
Is like trying to catch a star
So many people love you, baby
That must be what you are

[Pre-Chorus]
Waiting for a star to fall
And carry your heart into my arms
That's where you belong
In my arms
Baby, yeah

Waiting for a star to fall
And carry your heart into my arms
That's where you belong
In my arms
Baby, yeah

[Verse 2]
I've learn to feel what I cannot see
But with you, I lose that vision
I don't know how to dream your dream
So I'm all caught up in the superstition
I want to reach out and pull you to me
Who says I should let a wild one go free

[Pre-Chorus]
Trying to catch your heart
Is like trying to catch a star
But I can't love you this much, baby
And love you from this far

[Chorus]
Waiting for a star to fall
And carry your heart into my arms
That's where you belong
In my arms
Baby, yeah

Waiting for a star to fall
And carry your heart into my arms
That's where you belong
In my arms
Baby, yeah

[Bridge]
Waiting (however long)
I don't like waiting (I'll wait for you)
It's so hard waiting (Don't be too long)
Seems like waiting
Makes me love you even more

[Chorus]
Waiting for a star to fall
And carry your heart into my arms
That's where you belong
In my arms
Baby, yeah

Waiting for a star to fall
And carry your heart into my arms
That's where you belong
In my arms
Baby, yeah",Boy Meets Girl,1988,"[5, 5, 5, 7, 7, 12, 15, 17, 23, 29, 33, 39, 45, 49, 61, 75, 83]",17
5,Two Hearts,"[Verse 1]
You stole my heart bae
If you only knew
How much it breaks my heart
When you say things like ""I hate you""
The sound of it almost gave me a heart attack
I bet if I said I would leave you, you wouldn't even care
If you saw me bawlin' tears, I bet you wouldn't even shed one (not one)
Do you even love me like you say I wonder?
Uh huh, damn that's fucked up
Lord please tell me why I love her
Girl I'll beg you for my heart back
Shouldn't have to go through all that

[Hook]
You'll do fine with just one
Why you gotta be so selfish?
Why you gotta be so selfish?
I don't wanna waste your time
I just wanna get what's mine back
Never mind that
You don't need two hearts
(You stole my heart, give it back to me)

[Verse 2]
So in love, I can't think straight
Please get the fuck out of my head baby
I wanna take a ride, where will I go?
My favorite places we created memories in those
I know you think my heart is fine but it isn't though
Your love, I need it here, physical
Do I gotta beg you for my heart back?
No, I shouldn't have to go through all that

[Hook]
You'll do fine with just one
Why you gotta be so selfish?
Why you gotta be so selfish?
I don't wanna waste your time
I just wanna get what's mine back
Never mind that
You don't need two hearts
(You stole my heart, give it back to me)

[Verse 3]
Can I rap to you real quick?
I put what's left of my heart into this track
In hoping you'd feel it, damn
Real shit, it took a while to build this
And you still be talking that bullshit
Even though you not around, ventriloquist
You know better, that's off limits
Leave it alone before you break it
Maybe if you knew better, I might let you
But I know you won't hold it safely
Girl, you do know you got my heart
Please tell me what you need two for
To my health, girl, that's crucial
That's why I say I can't lose... you

[Outro]
You're my everything, everything
You've got something that belongs to me, yea
Oh, yeah
Can I have it back?",Bryson Tiller,1988,"[6, 6, 12, 17, 24, 35, 47]",7
6,Welcome To The Jungle,"[Pre-Hook: Amira (Shereen)]
Tonight I'll hunt you down
Boy can you make me growl
With the wild things on the prowl
(Welcome to the jungle
Welcome to the jungle
Welcome to the jungle)
(jungle, jungle, jungle, jungle.....)

[Hook: Jessica (Amira)]
La la la la la la
(La di da di hands on my body)
La la la la la la
(oh just love me down)
La la la la la la
(La di da di hands on my body)
La la la la la la
(oh just love me down)

[Verse 1: Asami (Shereen)]
See them boy hit me up at the bar
Dark and smooth like a jaguar
Ask one time and I’ll make you my star
(And you know you want to)
[Jessica (Shereen)]
If you wanna get deep in the club
Must refer up give it up time for love
Only one winner one bad man time
(And you know I want you)

[Pre-Hook]
Tonight I'll hunt you down
Boy can you make me growl
With the wild things on the prowl
(Welcome to the jungle
Welcome to the jungle
Welcome to the jungle)
(jungle, jungle, jungle, jungle.....)

[Hook]
La la la la la la
(La di da di hands on my body)
La la la la la la
(oh just love me down)
La la la la la la
(La di da di hands on my body)
La la la la la la
(oh just love me down)

[Verse 2: Jessica (Shereen)]
When you hungry then I'll be your cow
Come now help me with the kids’ cat purr
Top of the food chain, top of the world
(And you know you want to)
[Asami (Shereen)]
On your close unpredictable
One on one, done wild animal
Instant kicks and I can’t control
(And you know I want you
Welcome to the jungle)

[Bridge: Amira (Jessica)]
Beat it up like Rocky, no ASAP
Cop game like 8 track
You want that I stay strapped
You knocked down, don't say that
(Super faded, ready gone
She super bad, hardly wrong
Do your dance but they play my song
Excuse me shawty, you o-o-owned
True thrill and I'm sorry)
Got two seats in this 'rari
For this pussy popping safari
So fuck it, let's party
It’s two cliques, one crew
(Two twos and my two coops)
Girl do you but let me too

[Break/Beat: Shereen]
Welcome to the jungle
Welcome to the jungle

[Outro: Amira (Shereen)]
Tonight I'll hunt you down
Boy can you make me growl
With the wild things on the prowl
(Welcome to the jungle)",Neon Jungle,1988,"[7, 7, 9, 9, 11, 14, 18, 24, 33, 44, 58]",11
7,In Your Room,"[Verse 1]
In your room
Where time stands still
Or moves at your will

[Pre-Chorus]
Will you let the morning come soon
Or will you leave me lying here?
In your favourite darkness
Your favourite half-light
Your favourite consciousness
Your favourite slave

[Interlude]

[Verse 2]
In your room
Where souls disappear
Only you exist here

[Pre-Chorus]
Will you lead me to your armchair
Or leave me lying here?
Your favourite innocence
Your favourite prize
Your favourite smile
Your favourite slave

[Chorus]
I'm hanging on your words
Living on your breath
Feeling with your skin
Will I always be here?
I'm hanging on your words
Living on your breath
Feeling with your skin
Will I always be here?
I'm hanging on your words
Living on your breath
Feeling with your skin
Will I always be here?

[Interlude]

[Verse 3]
In your room
Your burning eyes
Cause flames to arise

[Pre-Chorus]
Will you let the fire die down soon
Or will I always be here?
Your favourite passion
Your favourite game
Your favourite mirror
Your favourite slave

[Chorus]
I'm hanging on your words
Living on your breath
Feeling with your skin
Will I always be here?
I'm hanging on your words
Living on your breath
Feeling with your skin
Will I always be here?
I'm hanging on your words
Living on your breath
Feeling with your skin
Will I always be here?
I'm hanging on your words
Living on your breath
Feeling with your skin
Will I always be here?",Depeche Mode,1988,"[8, 8, 13, 14, 20, 26, 31, 36, 41, 47, 51, 73]",12
8,Walk On Water,"[Chorus: Beyoncé & Eminem]
I walk on water
But I ain't no Jesus
I walk on water
But only when it freezes (Fuck)

[Verse 1: Eminem]
Why are expectations so high? Is it the bar I set?
My arms, I stretch, but I can’t reach
A far cry from it, or it's in my grasp, but as
Soon as I grab, squeeze
I lose my grip like the flying trapeze
Into the dark I plummet, now the sky's blackening
I know the mark’s high, butter–
flies rip apart my stomach
Knowin' that no matter what bars I come with
You're gonna harp, gripe, and
That's a hard Vicodin to swallow, so I scrap these
As pressure increases like khakis
I feel the ice cracking, because—

[Chorus: Beyoncé & Eminem]
I walk on water
But I ain't no Jesus
(It's the curse of the—, it's the curse of the—)
I walk on water (Shit)
But only when it freezes

[Verse 2: Eminem]
It's the curse of the standard, that the first of the Mathers disc set
Always in search of the verse that I haven’t spit yet
Will this step just be another misstep
To tarnish whatever the legacy, love or respect
I’ve garnered? The rhyme has to be perfect, the delivery flawless
And it always feels like I'm hittin’ the mark
'Til I go sit in the car, listen and pick it apart
Like, ""This shit is garbage!""
God's given me all this, still I feel no different regardless
Kids look to me as a god, this is retarded
If only they knew, it's a facade and it’s exhaustive
And I try not to listen to nonsense
But if you bitches are tryin' to strip me of my confidence
Mission accomplished
I'm not God-sent, Nas, Rakim, 'Pac, B.I.G., James Todd Smith
And I'm not Prince, so…

[Chorus: Beyoncé & Eminem]
I walk on water
But I ain't no Jesus
I walk on water
(It's true, I'm a Rubik's—, it's true—)
But only when it freezes
(It's true—)

[Post-Chorus: Beyoncé]
'Cause I'm only human, just like you
Making my mistakes, oh if you only knew
I don't think you should believe in me the way that you do
'Cause I'm terrified to let you down, oh

[Verse 3: Eminem]
It's true, I'm a Rubik's—a beautiful mess
At times juvenile, yes, I goof and I jest
A flawed human, I guess
But I'm doin' my best to not ruin your ex–
pectations and meet 'em, but first
The ""Speedom"" verse, now Big Sean
He's goin' too fast, is he gonna shout or curse out his mom?
There was a time I had the world by the balls, eatin' out my palm
Every album song I was spazzin' the fuck out on
And now I'm gettin' clowned and frowned on
But the only one who's looking down on
Me that matters now's DeShaun
Am I lucky to be around this long?
Begs the question though
Especially after the methadone
As yesterday fades and the Dresden home
Is burnt to the ground and all that's left of my house is lawn
The crowds are gone
And it's time to wash out the blonde
Sales decline, the curtain's drawn
They're closin' the set, I'm still pokin' my head from out behind
And everyone who has doubt, remind
Now take your best rhyme, outdo it, now do it a thousand times
Now let 'em tell ya the world no longer cares
Or gives a fuck about your rhymes
And as I grow outta site, outta mind, I might go outta mine
'Cause how do I ever let this mic go without a fight
When I made a fuckin' tightrope outta twine?
But when I do fall from these heights though, I'll be fine
I won't pout or cry or spiral down or whine
But I'll decide if it's my final bow this time around, 'cause—

[Chorus: Beyoncé]
I walk on water
But I ain't no Jesus
I walk on water
But only when it freezes

[Post-Chorus: Beyoncé]
'Cause I'm only human, just like you
I've been making my mistakes, oh if you only knew
I don't think you should believe in me the way that you do
'Cause I'm terrified to let you down, oh
If I walked on water, I would drown

[Outro: Eminem]
'Cause I'm just a man
But as long as I got a mic, I'm godlike
So me and you are not alike
Bitch, I wrote ""Stan""",Eminem,1988,"[9, 9, 10, 10, 12, 15, 17, 21, 26, 32, 39, 45, 52, 67]",14
9,Don't Rush Me,"[Intro: Jean Grae]
9th, 9th's got them beats that you just sing to for no reason
{*laughs*}
Sometimes you got to get to know yourself
You gotta travel a little bit
Look at yourself from another perspective
So I try to do that
Come on

[Verse 1: Jean Grae]
Listen, there's nothing like knowin' yourself
Like the way I know that the smoke has kind of broken my health
Like the way I know my flow don't make appropriate wealth
I can't change that
But, funny I'm sayin' that when it's money I'm aimed at
I give a fuck if you frame that or quote it (shit)
I meant what I said 'cause I wrote it—point noted
I know I'm overly sensitive when it comes to, well
Just about everything
And I'm so hardheaded—I don't need your help
Like no advice for these records 'less it's me and myself
Like, I don't ever want to breathe if it requires assistance
Just, just shut down my system
I'm a victim of choosin' bad love, bad luck Lucy
Every man touched seems to be a doozy and plus
I'm attached to this looseleaf, stand on my two feet
So it's hard enough to even have to physically move me
Go ahead, try

[Hook: Jean Grae]
I know I'm on the right path
To who I'm gonna be at last
But don't rush me nigga (just try)
I know I'm wrong and right
At the same time, both—I'm the dark and light
And they say, ""Life means everything to live""
At the same time, I got everything to give
Just don't rush me (hey, get your hand off me, man)
Don't rush me (you stupid?  I'll cut you)

[Verse 2: Jean Grae]
I gotta be more disciplined
I'm listenin' more to straight logic, blocking random shit that's drifting in
Age is a motherfucker (damn right)
Find myself staring at the little kids, thinking ""I can beat 'em like a stepmother""
Creeping on a come-up at thirty soon
But looking twenty, ooh
The food catches up to you now plenty
Attending christenings of my best friend's children
And then asking who's next
And I'm wishing for six more wishes for Christmas or
Kids on the wish list
Or time machines to be in existence
I'm a team player—not (nope)
The dry wit is similar to Arizona weather.  Say it, nigga—""Hot""
Patent leather sole, tappin' at my bowl
If the album's not platinum, then I'll have to rack a gold
This rappin' ain't for nothin'
Unless I hold plaques so I can sit up on a boat like Colin, roll that
And you know that

[Hook: Jean Grae]
I know I'm on the right path
To who I'm gonna be at last
But don't rush me nigga
I know I'm wrong and right
At the same time, both—I'm the dark and light
And they say, ""Life means everything to live""
At the same time, I got everything to give
Just don't rush me (hey, didn't I just tell you?)
Don't rush me (fall back, nigga)

[Verse 3: Jean Grae]
See, this here is the most serious that I've ever been
The most clear headed
My gear fetish clearly needs an account
So if I need, I'll smoke 'em all like Dennis Leary and I'm out
Beef's great though, thanks for addin' more insecurities
Just as I was findin' my level of maturity
Just as I was mindin' my business, tried to murder Jean's confidence
But lucky for me, you're all incompetent
Road block in this, yes
I see 'em tryna put a stop to my obnoxiousness but
I stay long-winded like sayin', ""George Papadopoulous""
I know but I write from this heart with this
So, I've got some things to work on
My moodiness like masturbation—gets its jerk on
My fascination with the fast pace
The money's encapsulated in my mind space like ""What a thrill""
Past dated and I know I'm not in last place
But it's hard to work through it with this masked face
And masking tape up on the window keeps the cold out
And every time I'm laying down, my back breaks because it's old now
I yell too much, get stressed too quick
But the best thing about it—I can change that shit
And still remain who I came down to Earth to be
It's not Jean Grae—that's just a name, you'll see

[Hook: Jean Grae]
I know I'm on the right path
To who I'm gonna be at last
But don't rush me nigga
I know I'm wrong and right
At the same time, both—I'm the dark and light
And they say, ""Life means everything to live""
At the same time, I got everything to give
Just don't rush me
Don't rush me

[Outro: Jean Grae]
Please don't make me kill you, I don't want to
I don't need to go to jail right now
I got things to do
Can't be locked up, man
My momma, my momma
No momma.  No, no
Anyway, yo, thanks man
Thank you 9th
And we had a beautiful lunch
Don't be afraid to talk in the back
Thanks everybody for coming out tonight
Justus League!  What up Flames?
What up, though!
Flames, you're dope
You the man, Flames
{*laughs*} You the man
We out",Jean Grae,1988,"[10, 10, 15, 21, 26, 33, 42, 56, 81]",9
