,title,lyrics,artists,date,rank,cnt
0,Le Freak,"[Chorus]
Ah, freak out
Le freak, c'est chic
Freak out
Ah, freak out
Le freak, c'est chic
Freak out

[Verse 1]
Have you heard about the new dance craze
Listen to us, I'm sure you'll be amazed
Big fun to be had by everyone
It's up to you, it surely can be done
Young and old are doing it, I'm told
Just one try, and you too will be sold
It's called Le Freak, they're doing it night and day
Allow us, we'll show you the way

[Chorus]
Ah, freak out
Le freak, c'est chic
Freak out
Ah, freak out
Le freak, c'est chic
Freak out

[Verse 2]
All that pressure got you down
Has your head spinning all around
Feel the rhythm, check the rhyme
Come on along and have a real good time
Like the days of “Stompin' at the Savoy”
Now we freak, oh what a joy
Just come on down, to the 54
And find a spot out on the floor

[Chorus]
Ah, freak out
Le freak, c'est chic
Freak out

[Breakdown]
Now freak
I said freak
Now freak

[Verse 2]
All that pressure got you down
Has your head spinning all around
Feel the rhythm, check the ride
Come on along and have a real good time
Like the days of “Stompin' at the Savoy”
Now we freak, oh what a joy
Just come on down, to the 54
And find a spot out on the floor

[Chorus]
Ah, freak out
Le freak, c'est chic
Freak out
Ah, freak out
Le freak, c'est chic
Freak out",Chic,1978,"[1, 1, 2, 1, 4, 6, 37, 54, 70, 82]",10
1,Too Much Heaven,"[Hook:  Barry, Robin & Maurice Gibb]
Nobody gets too much heaven no more
It's much harder to come by
I'm waiting in line
Nobody gets too much love anymore
It's as high as a mountain
And harder to climb

[Verse 1: Barry Gibb]
Oh you and me girl
Got a lot of love in store
And it flows through you
And it flows through me
And I love you so much more
Then my life, I can see beyond forever
Everything we are will never die
Loving's such a beautiful thing
Oh, you make my world a summer day
Are you just a dream to fade away?

[Hook: Barry, Robin & Maurice Gibb]
Nobody gets too much heaven no more
It's much harder to come by
I'm waiting in line
Nobody gets too much love anymore
It's as high as a mountain
And harder to climb

[Verse 2: Barry Gibb]
You and me girl got a highway to the sky
We can turn away from the night and day
And the tears you had to cry
You're my life
I can see a new tomorrow
Everything we are will never die
Loving's such a beautiful thing
When you are to me, the light above
Made for all to see our precious love

[Hook: Barry, Robin & Maurice Gibb]
Nobody gets too much heaven no more
It's much harder to come by
I'm waiting in line
Nobody gets too much love anymore
It's as high as a mountain
And harder to climb

[Interlude]
Love is such a beautiful thing
You make my world a summer day
Are you just a dream to fade away

[Hook] [Barry (with falsetto), Robin & Maurice Gibb]
Nobody gets too much heaven no more
It's much harder to come by
I'm waiting in line
Nobody gets too much love anymore
It's as wide as a river
And harder to climb

[Outro]
Nobody gets too much heaven no more
It's much harder to come by
I'm waiting in line
Nobody gets too much love anymore
It's as high as a mountain
And harder to climb
Nobody gets too much heaven no more
It's much harder to come by
I'm waiting in line
Nobody gets too much love anymore
It's as high as a mountain
And harder to climb",Bee Gees,1978,"[2, 2, 3, 12, 16, 31, 35]",7
2,You Don't Bring Me Flowers,"You don't bring me flowers
You don't sing me love songs

You hardly talk to me anymore
When I come through the door at the end of the day...

I remember when you couldn't wait to love me
Used to hate to leave me
Now after loving me late at night

When it's good for you, babe
And you're feeling all right

When you just roll over and turn out the light...
And you don't bring me flowers anymore

It used to be so natural

It used to be...

To talk about forever

Mmm...

But used-to-bes don't count anymore
They just lay on the floor
Till we sweep them away

And baby I remember all the things you taught me

I learned how to laugh and I learned how to cry

Well, I learned how to love and I learned how to lie

So you think I could learn how to tell you goodbye

So you think I could learn how to tell you goodbye
You don't bring me flowers any more...

Well, you think I could learn how to tell you goodbye...

'Cause you don't say you need me;

You don't sing me love songs

You don't bring me flowers anymore...",Barbra Streisand,1978,"[3, 3, 1, 3, 1, 4, 5, 16, 31, 48]",10
3,My Life,"[Chorus: Adam Levine]
My, yeah, yeah, mmm
My life, my life
Makes me wanna run away
There's no place to go
No place to go
All the confusion
It's an illusion, like a movie
Got nowhere to go
Nowhere to run and hide
No matter how hard I try, yeah

[Verse 1: 50 Cent]
Yeah, '03, I went from quite filthy to filthy rich
Man, their emotions change, so I can never trust a bitch
I tried to help niggas get on, they turned around and spit
Right in my face, so Game and Buck both can suck a dick
Now when you hear 'em it may sound like it's some other shit
‘Cause I'm not writin' anymore, they not makin' hits
I'm far from perfect, there's so many lessons I done learned
If money's evil, look at all the evil I done earned
I'm doin' what I'm supposed to, I'm a writer, I'm a fighter
Entrepreneur, fresh out the sewer, watch me maneuver
What's it to ya? The track I lace it, it's better than basic
This is my recovery, my comeback, kid

[Chorus: Adam Levine]
My life, my life
Makes me wanna run away
There's no place to go
No place to go
All the confusion
It's an illusion, like a movie
Got nowhere to go
Nowhere to run and hide
No matter how hard I try, yeah

[Verse 2: Eminem & 50 Cent]
While you were sippin' your own Kool-Aid gettin' your buzz heavy
I was in the fuckin' shed, sharpenin' my machete
Sippin' on some of that revenge juice, gettin' my taste buds ready
To wolf down this spaghetti or should I say this spa-get-even?
I think you fuckin' meatballs keep on just forgettin'
Thought he was finished, motherfucker, it's only the beginnin'
He's buggin' again, he's straight thuggin', fuck who he's offendin'! (Yeah!)
He'll rip your vocal chords out and have them bitches plugged in the
Motherfuckin' wall with 3000 volts of electricity
Now take the other end of 'em, then plug them motherfuckers-in-each
One of your eye sockets 'cause I thought you might finally fuckin' see
That'll teach you to go voicin' your cocksuckin' opinion to me
I done put my blood, my sweat and my tears in this shit, fuck lettin' up!
You’re gonna end up regrettin' you ever betted against me
Feels like I'ma snap any minute, yeah, it's happenin' again
And I'm thinkin' about just sayin', ""Motherfuck everybody that's up in this bitch but 50!""
‘Cause this is all I know, this is why so hard I go
I swear to God I put my heart and soul in this more than anybody knows
I'm trapped, so all I do is rap, but every time I rap I'm more trapped
And I rap myself right to this bubble, oh I guess it's bubble wrap (Haha)
It's like a vicious cycle, my life's in a crisis
Christ, how was I supposed to know shit would turn up like it did?
Feels like I'm goin' psycho again (Ch, ch, ch, ch) and I might just blow my lid
Shit, I almost wish that I would have never made Recovery, kid
‘Cause I'm runnin' in circles with—

[Chorus: Adam Levine]
My life, my life
Makes me wanna run away
There's no place to go
No place to go
All the confusion
It's an illusion, like a movie
Got nowhere to go
Nowhere to run and hide
No matter how hard I try, yeah

[Verse 3: 50 Cent]
I haven't been this fuckin' confused since I was a kid
Sold like 40 million records, people forgot what I did
Maybe this is for me, maybe, maybe I'm supposed to go crazy
Maybe I'll do it 3 a.m. in the morning like Shady
Psycho killer, Michael Myers, I'm on fire like a lighter
Try to say this ain't classic, get yo' ass kicked mad quick
Wrap your head up in plastic, pussy, now pick the casket
Dirt nap with the maggots, it's tragic, it's sad
It's never gonna end, now we number one again
With that frown on your face and your heart full of hate
Accept it, respect it, this a gift God-given
Like the air in the lungs of every fuckin' thing livin'

[Chorus: Adam Levine]
My life, my life
Makes me wanna run away
There's no place to go
No place to go
All the confusion
It's an illusion, like a movie
Got nowhere to go
Nowhere to run and hide
No matter how hard I try, yeah (Yeah, yeah, yeah)",50 Cent,1978,"[4, 4, 5, 8, 9, 16, 19, 39, 69]",9
4,I Love The Nightlife (Disco 'round),"The nightlife
On the disco 'round
The nightlife
On the disco 'round
The nightlife
On the disco 'round
The nightlife
On the disco 'round

Please don't talk about love tonight
Please don't talk about sweet love
Please don't talk about being true
And all the trouble we've been through
Ah, please don't talk about all the plans
We had for fixin' this broken romance
I want to go where the people dance
I want some action, I want to live

Action, I have so much to give
I want to give it, I want to get some too

I love the nightlife
I got to boogie on the disco 'round
I love the nightlife
I got to boogie on the disco 'round

Please don't talk about love tonight
Your sweet talk won't make it right
Love and lies just bring me down
When you got women all over town
You can love them all and when you're through
Maybe that'll make, huh, a man out of you
I want to go where the people dance
I want some action, I want to live

Action, I have so much to give
I want to give it, I want to get some too

I love the nightlife
I got to boogie on the disco 'round
I love the nightlife
I got to boogie on the disco 'round

The nightlife
On the disco 'round
The nightlife
On the disco 'round
The nightlife
On the disco 'round
The nightlife
On the disco 'round

I love the nightlife
I got to boogie on the disco 'round
I love the nightlife
I got to boogie on the disco 'round

I love the nightlife
I got to boogie on the disco 'round
I love the nightlife
I got to boogie on the disco 'round",Gottsha,1978,"[5, 5, 6, 6, 7, 8, 12, 13, 15, 18, 20, 22, 24, 27, 30, 33, 37, 41, 45, 46, 54, 58, 64, 74, 76, 86]",26
5,I Just Wanna Stop,"[Verse 1]
For your love
When I think about those nights in Montreal
I get the sweetest thoughts of you and me
Memories of love above the city lights
Ooh, I tried so hard to take it
But oh lord my heart won't make it

[Chorus]
I just wanna stop
And tell you what I feel about you babe
I just wanna stop
I never wanna live without you babe
I just gotta stop
For your love

[Verse 2]
When I think about the way the world must turn
I get the saddest thoughts for you and me
Memories of life and times go on and on
Ooh, Ive tried hard to forget it
But of lord my mind won't let it

[Chorus]
I just wanna stop
And tell you what I feel about you babe
I just wanna stop
I never wanna live without you babe
I just gotta stop
For your love

[Bridge]
Ooo, Ive tried so hard to take it
But oh lord my heart won't make it

[Chorus]
I just wanna stop
And tell you what I feel about you babe
I just wanna stop
I never wanna live without you babe
I just gotta stop
For your love",Gino Vannelli,1978,"[6, 6, 4, 4, 5, 7, 8, 10, 16, 22, 24, 29, 43, 53, 65, 77, 87]",17
6,Sharing The Night Together,"[Verse 1]
You're looking kinda lonely girl
Would you like someone
New to talk to?
Ah-yeah, alright
I'm feeling kinda lonely too
If you don't mind
Can I sit down here beside you?
Ah-yeah, alright

[Bridge]
If I seem to come on too strong
I hope that you will understand
I say these things
'Cause I'd like to know
If you're as lonely as I am
And if you mind

[Chorus]
Sharing the night together (woah, yeah)
Sharing the night together (woah, yeah)
Sharing the night

[Bridge]
We could bring in the morning girl
If you wanna go that far
And if tomorrow find us together
Right here the way we are
Would you mind

[Chorus]
Sharing the night together (woah, yeah)
Sharing the night together (woah, yeah)
Sharing the night

[Verse 2]
Would you like to dance with me and hold me
You know I want to be holding you
Ah-yeah, alright
'Cause I like feeling like I do
And I see in your eyes
That you're liking it
I'm liking it too
Ah yeah, alright

[Bridge]
Like to get to know you better
Is there a place where we can go?
Where we can be alone together
And turn the lights down low
And start

[Chorus]
Sharing the night together (woah, yeah)
Sharing the night together (woah, yeah)

[Chorus / Outro]
Sharing the night together
(Would you mind, sharing the night?)
Sharing the night together
(Would you mind, sharing the night?)
Sharing the night together
(Would you mind, sharing the night?)
Sharing the night together
(Would you mind, sharing the night?)",Dobie Gray,1978,"[7, 7, 8, 9, 10, 12, 13, 21, 23, 25, 27, 37, 48, 57, 66, 79]",16
7,Y.M.C.A.,"[Verse 1]
Young man, there's no need to feel down
I said, young man, pick yourself off the ground
I said, young man, cause you're in a new town
There's no need to be unhappy
Young man, there's a place you can go
I said, young man, when you're short on your dough
You can stay there, and I'm sure you will find
Many ways to have a good time

[Hook]
It's fun to stay at the Y.M.C.A
It's fun to stay at the Y.M.C.A
They have everything for young men to enjoy
You can hang out with all the boys
It's fun to stay at the Y.M.C.A
It's fun to stay at the Y.M.C.A
You can get yourself clean, you can have a good meal
You can do whatever you feel

[Verse 2]
Young man, are you listening to me?
I said, young man, what do you want to be?
I said, young man, you can make real your dreams
But you got to know this one thing
No man does it all by himself
I said, young man, put your pride on the shelf
And just go there, to the Y.M.C.A
I'm sure they can help you today

[Hook]
It's fun to stay at the Y.M.C.A
It's fun to stay at the Y.M.C.A
They have everything for young men to enjoy
You can hang out with all the boys
It's fun to stay at the Y.M.C.A
It's fun to stay at the Y.M.C.A
You can get yourself clean, you can have a good meal
You can do whatever you feel

[Verse 3]
Young man, I was once in your shoes
I said, I was down and out with the blues
I felt no man cared if I were alive
I felt the whole world was so jive
That's when someone came up to me
And said, young man, take a walk up the street
There's a place there called the Y.M.C.A
They can start you back on your way

[Outro]
It's fun to stay at the Y.M.C.A
It's fun to stay at the Y.M.C.A
They have everything for young men to enjoy
You can hang out with all the boys
Y.M.C.A....It's fun to stay at the Y.M.C.A
Young man, young man, there's no need to feel down
Young man, young man, get yourself off the ground
Y.M.C.A....you'll find it at the Y.M.C.A
No man, no man does it all by himself
Young man, young man, put your pride on the shelf
Y.M.C.A....just go to the Y.M.C.A
Young man, young man, are you listening to me?
Young man, young man, what do you wanna be?
Y.M.C.A....you find in the Y.M.C.A....
No man, no man does it all by himself
Young man, young man, put your pride on the shelf
Y.M.C.A....just go to the Y.M.C.A
Young man, young man I was watching your shoes
Young man, young I was down with the blues",Village People,1978,"[8, 8, 12, 15, 15, 17, 22, 31, 68, 76, 87]",11
8,(Our Love) Don't Throw It All Away,"Maybe I don't want to know the reason why
But lately you don't talk to me
Darling, I can't see me in your eyes

I hold you near, but you're so far away
And it's losing you I can't believe
To watch you leave and let this feeling die

You alone are the living thing that keeps me alive
And tomorrow, if I'm here without your love
You know I can't survive
Only my love can raise you high above it all

Don't throw it all away, our love, our love
Don't throw it all away, our love
Don't throw it all away, our love, our love
Don't throw it all away, our love

We can take the darkness, make if full of light
But let your love flow back to me
How can you leave and let this feeling die?

This happy room would be a lonely place when you are gone
And I won't even have your shoulder for the crying on
No other woman's love could be as true , I'm begging you

Don't throw it all away, our love, our love
Don't throw it all away, our love
Don't throw it all away, our love, our love
Don't throw it all away, our love

We changed the world, we made it ours to hold
But dreams are made for those who really try
This losing you is real, but I still feel you here inside

Don't throw it all away, our love, our love
Don't throw it all away, our love
Don't throw it all away, our love, our love
Don't throw it all away, our love

(repeat last verse at least twice more and fade out)",Bee Gees,1978,"[9, 9, 9, 10, 11, 13, 14, 18, 26, 46, 61, 70]",12
9,Hold The Line,"[Verse 1]
Crossbows and arrows, the smoke in the shadows
You'll lose your mind standing on the battle line
Starting to choke on your heart in your throat and
It feels just like you can't remember how to fight

[Pre-Chorus]
We'll crack before we shatter
We can't fall apart (Oh, oh)

[Chorus]
We don't get to die young
Trouble keeping our head sometimes
We just have to push on
We don't get to give up this life
All the breath in your lungs
Is stronger than the tears in your eyes
It's do or die, but we're alive
And while we're here, we'll hold the line

[Post-Chorus]
We'll hold the line

[Verse 2]
Don't hold your hands up, it's your final stand
Put your white flag down, oh don't you surrender now
No hero's story, there's no blaze of glory
But dawn only comes at the end of the night

[Pre-Chorus]
We'll crack before we shatter
We can't fall apart (Oh, oh, oh)

[Chorus]
We don't get to die young
Trouble keeping our head sometimes
We just have to push on
We don't get to give up this life
All the breath in your lungs
Is stronger than the tears in your eyes
It's do or die, but we're alive
And while we're here, we'll hold the line

[Post-Chorus]
Hold the line
Hold the line

[Outro]
We don't get to die young
We just have to push on
We don't get to die young
Hold the line",Avicii,1978,"[10, 10, 13, 15, 18, 23, 33, 37, 53, 61, 68, 76, 84]",13
