,title,lyrics,artists,date,rank,cnt
0,Drop It Like It's Hot,"[Produced by The Neptunes]

[Refrain]
Snoop
Snoop

[Chorus: Snoop Dogg]
When the pimp's in the crib, ma
Drop it like it's hot, drop it like it's hot, drop it like it's hot
When the pigs try to get at you
Park it like it's hot, park it like it's hot, park it like it's hot
And if a nigga get a attitude
Pop it like it's hot, pop it like it's hot, pop it like it's hot
I got the Rolly on my arm, and I'm pourin' Chandon
And I roll the best weed ‘cause I got it goin' on

[Verse 1: Pharrell]
I'm a nice dude, with some nice dreams
See these ice cubes? See these Ice Creams?
Eligible bachelor, million dollar boat
That's whiter than what's spillin' down your throat
The Phantom, exterior like fish eggs
The interior like suicide wrist red
I can exercise you, this can be your Phys. Ed
Cheat on your man, ma, that's how you get ahizzead
Killer with the beat, I know killers in the street
With the steel that'll make you feel like Chinchilla in the heat
So don't try to run up on my ear
Talkin' all that raspy shit, tryin' to ask me shit
When my niggas fill your vest they ain't gon' pass me shit
You should think about it, take a second (Ding)
Matter fact, you should take four, b
And think before you fuck with lil Skateboard P

[Chorus: Snoop Dogg]
When the pimp's in the crib, ma
Drop it like it's hot, drop it like it's hot, drop it like it's hot
When the pigs try to get at you
Park it like it's hot, park it like it's hot, park it like it's hot
And if a nigga get a attitude
Pop it like it's hot, pop it like it's hot, pop it like it's hot
I got the Rolly on my arm, and I'm pourin' Chandon
And I roll the best weed ‘cause I got it goin' on

[Verse 2: Snoop Dogg]
I'm a gangsta, but y'all knew that
Da Big Boss Dogg, yeah I had to do that
I keep a blue flag hangin' out my backside
But only on the left side, yeah, that's the Crip side
Ain't no other way to play the game the way I play
I cut so much you thought I was a DJ
""Two, one, yep, three!""
S-N double O-P, D-O double G
I can't fake it, just break it, and when I take it
See, I specialize in makin' all the girls get naked
So bring your friends, all of y'all come inside
We got a world premiere right here, now get live!
So don't change the dizzle, turn it up a little
I got a livin' room full of fine dime brizzles
Waitin' on the Pizzle, the Dizzle and the Chizzle
G's to the bizzack—now, ladies, here we gizzo!

[Chorus: Snoop Dogg]
When the pimp's in the crib, ma
Drop it like it's hot, drop it like it's hot, drop it like it's hot
When the pigs try to get at you
Park it like it's hot, park it like it's hot, park it like it's hot
And if a nigga get a attitude
Pop it like it's hot, pop it like it's hot, pop it like it's hot
I got the Rolly on my arm, and I'm pourin' Chandon
And I roll the best weed ‘cause I got it goin' on

[Verse 3: Snoop Dogg]
I'm a bad boy, with a lot of hoes
Drive my own cars, and wear my own clothes
I hang out tough, I'm a real boss
Big Snoop Dogg, yeah he's so sharp
On the TV screen and in the magazines
If you play me close, you're on a red beam
Oh you got a gun, so you wanna pop back?
AK-47 now, nigga, stop that!
Cement shoes, now I'm on the move
Your family's cryin', now you on the news
They can't find you, and now they miss you
Must I remind you, I'm only here to twist you
Pistol-whip you, dip you, then flip you
Then dance to this mothafuckin' music we Crip to
Subscribe, nigga, get your issue
Baby, come close, let me see how you get loose!

[Chorus: Snoop Dogg]
When the pimp's in the crib, ma
Drop it like it's hot, drop it like it's hot, drop it like it's hot
When the pigs try to get at you
Park it like it's hot, park it like it's hot, park it like it's hot
And if a nigga get a attitude
Pop it like it's hot, pop it like it's hot, pop it like it's hot
I got the Rolly on my arm, and I'm pourin' Chandon
And I roll the best weed ‘cause I got it goin' on

[Refrain]
Snoop
Snoop",Snoop Dogg,2004,"[1, 1, 1, 2, 2, 2, 2, 4, 7, 11, 19, 40, 51]",13
1,Let Me Love You,"[Verse 1: Justin Bieber]
I used to believe
We were burnin' on the edge of somethin' beautiful
Somethin' beautiful
Sellin' a dream
Smoke and mirrors keep us waitin' on a miracle
On a miracle

[Pre-Chorus: Justin Bieber]
Say, go through the darkest of days
Heaven's a heartbreak away
Never let you go, never let me down
Oh, it's been a hell of a ride
Driving the edge of a knife
Never let you go, never let me down

[Chorus: Justin Bieber]
Don't you give up, nah, nah, nah
I won't give up, nah, nah, nah
Let me love you
Let me love you
Don't you give up, nah, nah, nah
I won't give up, nah, nah, nah
Let me love you
Let me love you
Oh baby, baby

[Breakdown: DJ Snake]

[Verse 2: Justin Bieber]
Don't fall asleep
At the wheel, we've got a million miles ahead of us
Miles ahead of us
All that we need
Is a rude awakening to know we're good enough yeah
Know we're good enough

[Pre-Chorus: Justin Bieber]
Say go through the darkest of days
Heaven's a heartbreak away
Never let you go, never let me down
Oh it's been a hell of a ride
Driving the edge of a knife
Never let you go, never let me down

[Chorus: Justin Bieber]
Don't you give up, nah, nah, nah
I won't give up, nah, nah, nah
Let me love you
Let me love you
Don't you give up, nah, nah, nah
I won't give up, nah, nah, nah
Let me love you
Let me love you
Oh baby, baby

[Breakdown: DJ Snake]

[Chorus: Justin Bieber]
Don't you give up, nah, nah, nah
I won't give up, nah, nah, nah
Let me love you
Let me love you
Don't you give up, nah, nah, nah
I won't give up, nah, nah, nah
Let me love you
Let me love you
Oh baby, baby",DJ Snake,2004,"[2, 3, 3, 5, 9, 15, 21, 45, 80, 97]",10
2,"1, 2 Step","[Intro: Jazze Pha]
Ladies and Gentlemen (Ladies and Gentlemen)
This is a Jazze Phizzle (Phizzle, phizzle)
Productshizzle, uh, oh
Missy! (Missy)
The princess is here, she's Ciara!

[Verse 1: Ciara w/ Missy Elliot, Missy Elliot]
This beat is
Automatic, supersonic, hypnotic, funky fresh (Ha!)
Work my body, so melodic, this beat rolls right through my chest (Yup)
Everybody, ma and papi, came to party, grab somebody
Work ya body, work ya body
Let me see you 1, 2 step (Here we go!)

[Chorus: Ciara]
Rock it, don't stop it
Everybody get on the floor
Crank the party up
We about to get it on
Let me see you 1, 2 step
I love it when you 1, 2 step
Everybody 1, 2 step
We about to get it on

[Verse 2: Ciara, w/ Missy Elliot, Missy Elliot]
This beat is
Outrageous, so contagious, make you crave it
Jazze made it (Ha!)
So retarded, top charted, ever since the day I started
Strut my stuff, and yes, I flaunt it
Goodies make the boys jump on it (Ha!)
No, I can't control myself
Now let me do my 1, 2 step (Come on!)

[Chorus: Ciara]
Rock it, don't stop it
Everybody get on the floor
Crank the party up
We about to get it on
Let me see you 1, 2 step
I love it when you 1, 2 step
Everybody 1, 2 step
We about to get it on

[Interlude: Missy Elliot]
We gon' flip it like this, ooh, wee!

[Bridge: Ciara, Jazze, Missy]
It don't matter to me, we can dance slow (Ladies and gentlemen)
Whichever way the beat drops, our bodies will flow (I like this)
So swing it over here Mr. DJ (Hey, hey)
And we will, we will rock you, oh
It don't matter to me, we can dance slow (Yeah, dance slow)
Whichever way the beat drops, our bodies will flow
So swing it over here Mr. DJ (Ladies and gentlemen)
And we will, we will rock you

[Verse 3: Missy Elliott]
(Let's shake!)
I shake it like Jello, make the boys say hello
'Cause they know I'm rockin the beat (Uh-huh)
I know you heard about a lot of great MC's
But they ain't got nothing on me
Because I'm 5 foot 2, I wanna dance with you
And I'm sophisticated fun
I eat filet mignon, I'm nice and young
Best believe I'm number one

[Chorus: Ciara]
Rock it, don't stop it
Everybody get on the floor
Crank the party up
We about to get it on
Let me see you 1, 2 step
I love it when you 1, 2 step
Everybody 1, 2 step
We about to get it on

Rock it, don't stop it
Everybody get on the floor
Crank the party up
We about to get it on
Let me see you 1, 2 step
I love it when you 1, 2 step
Everybody 1, 2 step
We about to get it on

[Outro: Ciara]
This is for the hearing impaired
A Jazze Pha Production",Ciara,2004,"[3, 5, 6, 9, 13, 16, 24, 42, 74]",9
3,My Boo,"[Intro: Usher, Alicia Keys & Both]
There's always that one person that will always have your heart
You never see it coming 'cause you're blinded from the start
Know that you're that one for me, it's clear for everyone to see
Oh baby, ooh, yeah (You gotta rock away to this one)
You will always be my boo
See, I don't know 'bout y'all, but I know about us and, uh (Oh!)
It's the only way we know how to rock
I don't know 'bout y'all, but I know about us and, uh (Oh!)
It's the only way we know how to rock

[Verse 1: Usher]
Do you remember, girl?
I was the one who gave you your first kiss
'Cause I remember, girl
I was the one who said, ""Put your lips like this""
Even before all the fame
And people screaming your name
Girl, I was there when you were my baby

[Chorus: Usher & Alicia Keys]
It started when we were younger, you were mine (my boo)
Now another brother's taken over, but it's still in your eyes (my boo)
Even though we used to argue, it's alright (my boo)
I know we haven't seen each other in a while
But you will always be my boo
I was in love with you when we were younger, you were mine (my boo)
And I see it from time to time, I still feel like (my boo)
And I can see it no matter how I try to hide (my boo)And even though there's another man who's in my life
You will always be my boo

[Verse 2: Alicia Keys with Usher]
Yes, I remember, boy
'Cause after we kissed, I could only think about your lips
Yes, I remember, boy
The moment I knew you were the one I could spend my life with
Even before all the fame
And people screaming your name
I was there
And you were my baby

[Chorus: Usher & Alicia Keys]
It started when we were younger, you were mine (my boo)
Now another brother's taken over, but it's still in your eyes (my boo)
Even though we used to argue, it's alright (my boo)
I know we haven't seen each other in a while
But you will always be my boo
I was in love with you when we were younger, you were mine (my boo)
And I see it from time to time, I still feel like (my boo)
And I can see it no matter how I try to hide (my boo)
And even though there's another man who's in my life
You will always be my...

[Bridge: Usher & Alicia Keys]
Oh, my oh, my oh, my oh, my, my boo
My oh, my oh, my oh, my oh, my boo

[Chorus: Usher & Alicia Keys]
It started when we were younger, you were mine (my boo)
Now another brother's taken over, but it's still in your eyes (my boo)
Even though we used to argue, it's alright (my boo)
I know we haven't seen each other in a while
But you will always be my boo

[Outro: Usher]
I don't know about y'all, but I know about us and, uh
It's the only way we know how to rock
I don't know about y'all, but I know about us and, uh
It's the only way we know how to rock
It started when we were younger
My boo...",Usher,2004,"[4, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2, 2, 5, 7, 18, 29]",16
4,Over And Over,"[Verse 1]
From the way you smile
To the way you look
You capture me
Unlike no other
From the first hello
Yeah, that’s all it took
And suddenly
We had each other

[Pre-Chorus]
And I won’t leave you
Always be true
One plus one, two for life
Over and over again

[Chorus]
So don’t ever think I need more
I’ve got the one to live for
No one else will do
And I’m telling you
Just put your heart in my hands
I promise it won’t get broken
We’ll never forget this moment
It will stay brand new
‘Cause I’ll love you
Over and over again
Over and over again

[Verse 2]
From the heat of night
To the break of day
I’ll keep you safe
And hold you forever
And the sparks will fly
They will never fade
‘Cause every day gets better and better

[Pre-Chorus]
And I won’t leave you
Always be true
One plus one, two for life
Over and over again

[Chorus]
So don’t ever think I need more
I’ve got the one to live for
No one else will do
I’m telling you
Just put your heart in my hands
I promise it won’t get broken
We’ll never forget this moment
It will stay brand new
‘Cause I’ll love you
Over and over again
Over and over again

[Verse 3]
Girl when I’m with you
I lose track of time
When I’m without you
You’re stuck on my mind
I’ll be all you need
Until the day that I die
I’ll love you
Over and over again

[Bridge]
So don’t ever think I need more
I’ve got the one to live for
No one else will do, yeah
I’m telling you

[Chorus]
Just put your heart in my hands
I promise it won’t get broken
We’ll never forget this moment
It will stay brand new
‘Cause I’ll love you
Over and over again
Over and over again
Oh yeah oh yeah

[Outro]
Over and over again
Oh yeah oh yeah
Over and over again",Nathan Sykes,2004,"[5, 4, 4, 3, 4, 4, 5, 5, 8, 18, 58]",11
5,Lovers And Friends,"[Chorus]
Tell me would you ride for me 'til the very end?
You ain't gotta tell nobody, I'm your lover, I'm your friend
I'ma pull off in the Rari, we gon' leave off in the Benz
Just tell me what it is, am I your lover or your friend?
Tell me would you ride for me 'til the very end?
You ain't gotta tell nobody, I'm your lover, I'm your friend
I'ma pull off in the Rari, we gon' leave off in the Benz
Just tell me what it is, if you my lover or my friend

[Verse 1]
Baby girl you the baddest baby
Anything, you can have it, baby
When we fuckin', you's a savage baby
You know you want it, you can grab it
'Cause you's a ten out of ten, whoa whoa
You can have anything, oh-oh
We gon' pull off in a Benz
You know I win, you gon' win, yeah yeah, yeah
Baby girl you the baddest, yeah yeah
Anything you can have it, yeah yeah
Baby girl you the baddest, yeah yeah
No, no, no, no no no

[Chorus]
Tell me would you ride for me 'til the very end?
You ain't gotta tell nobody, I'm your lover, I'm your friend
I'ma pull off in the Rari, we gon' leave off in the Benz
Just tell me what it is, am I your lover or your friend?
Tell me would you ride for me 'til the very end?
You ain't gotta tell nobody, I'm your lover, I'm your friend
I'ma pull off in the Rari, we gon' leave off in the Benz
Just tell me what it is, if you my lover or my friend, oh no no

[Verse 2]
I might just throw back this perky and take a trip to Venus
That time I said I don't love you, girl I ain't really mean it
Why would you tell me you love me if you don't really mean it?
I got a show out in Texas, I might just gotta in
Keep it one hundred, I keep it a million
When I look in your eyes, I can tell how you feelin'
If you see it and want it, you know I'ma spend it
Gucci and Fendi, I buy it from Lenox
Came a long long way from the project's business
Brand new bust down iced out Rollies
You said that you love me, why don't you just show me?
Buy you a Mercedes and give you the door key
Bick back, bick back, ballin' like Kobe
When it's cold I just want you to hold me
These niggas be talkin', don't even really know me
It's off the love, baby girl you don't owe me
Chosen one, baby you are my trophy
Promise you gon' ride to the end
This that new Osiris and that QRN

[Chorus]
Tell me would you ride for me 'til the very end?
You ain't gotta tell nobody, I'm your lover, I'm your friend
I'ma pull off in the Rari, we gon' leave off in the Benz
Just tell me what it is, am I your lover or your friend?
Tell me would you ride for me 'til the very end?
You ain't gotta tell nobody, I'm your lover, I'm your friend
I'ma pull off in the Rari, we gon' leave off in the Benz
Just tell me what it is, if you my lover or my friend, oh no no

[Outro]
If you my lover and my friend
We gon' leave off in the Benz, yeah yeah
You my lover, you my friend",Quando Rondo,2004,"[6, 7, 10, 17, 36]",5
6,Soldier,"[Intro]
I'm a soldier
I'm a soldier (la-de-dah-dah, dah-dah, dah-dah)
I'm a soldier
I'm a soldier
Yo...

[Verse 1]
Never was a thug, just infatuated with guns
Never was a gangsta 'til I graduated to one
And got the rep of a villain, for weapon concealing
Took the image of a thug, kept shit appealing
Willing to stick out my neck for respect, if it meant
Life or death, never live to regret what I said
When you're me, people just wanna see if it's true
If it's you—what you say in your raps, what you do
So they feel it's part of your obligation to fulfill
When they see you on the streets, face to face, are you for real?
In confrontation, ain't no conversation, if you feel
You're in violation, any hesitation'll get you killed
If you feel it, kill it; if you conceal it, reveal it
Being reasonable'll leave you full of bullets, pull it
Squeeze it 'til it's empty; tempt me, push me, pussies
I need a good reason to give this trigger a good squeeze

[Chorus]
(I'm a soldier) These shoulders hold up so much
They won't budge, I'll never fall or fold up
(I'm a soldier) Even if my collarbones crush or crumble
I will never slip or stumble
(I'm a soldier) These shoulders hold up so much
They won't budge, I'll never fall or fold up
(I'm a soldier) Even if my collarbones crush or crumble
I will never stumble

[Verse 2]
I love pissing you off, gets me off
Like my lawyers when the fuckin' judge lets me off
All you motherfuckers gotta do is set me off
I'll violate and all the motherfucking bets be off
I'm a lit fuse, anything I do, bitch, it's news
Pistol-whippin' motherfucking bouncers 6'2""
Who needs bullets? As soon as I pull it, you sweat bullets
An excellent method to get rid of the next bully
It's actually better 'cause instead of you murderin'
You can hurt 'em and come back again and kick dirt at 'em
It's like pouring salt in the wounds, assault and get sued
You can smell the lawsuits soon as I waltz in the room
Everybody halts and stops, calls the cops
All you see is bitches coming out their halter tops
Running and ducking out the Hot Rocks parking lot
You'll all get shot, whether it's your fault or not, 'cause I'm a—

[Chorus]
(I'm a soldier) These shoulders hold up so much
They won't budge, I'll never fall or fold up
(I'm a soldier) Even if my collarbones crush or crumble
I will never slip or stumble
(I'm a soldier) These shoulders hold up so much
They won't budge, I'll never fall or fold up
(I'm a soldier) Even if my collarbones crush or crumble
I will never stumble

[Verse 3]
I spit it slow so these kids know that I'm talking to 'em
Give it back to these damn critics and sock it to 'em
I'm like a thug with a little bit of Pac influence
I spew it, and look how I got you bitches rocking to it
You motherfuckers could never do it like I could do it
Don't even try it, you'll look stupid, do not pursue it
Don't ever in your life try to knock the truest
I spit the illest shit ever been dropped in two-inch
So ticky-tock, listen as the sound ticks on the clock
Listen to the sound of Kim as she licks on a cock
Listen to the sound of me spilling my heart through this pen
Motherfuckers know that I'll never be Marshall again
Full of controversy until I retire my jersey
'Til the fire inside dies and expires at thirty
And Lord, have mercy on any more of these rappers that verse me
And put a curse on authorities, in the face of adversity, I'm a—

[Chorus]
(I'm a soldier) These shoulders hold up so much
They won't budge, I'll never fall or fold up
(I'm a soldier) Even if my collarbones crush or crumble
I will never slip or stumble
(I'm a soldier) These shoulders hold up so much
They won't budge, I'll never fall or fold up
(I'm a soldier) Even if my collarbones crush or crumble
I will never stumble

[Outro]
Yo, left, yo, left, yo, left, right, left
Yo, left, yo, left, yo, left, right, left
Yo, left, yo, left, yo, left, right, left
Yo, left, yo, left, yo, left, right, left",Eminem,2004,"[7, 10, 14, 20, 41]",5
7,Wonderful,"[Produced by T-Minus & Boi-1da]

[Intro: Travis Scott]
Yeah, yeah
(Yeah)

[Chorus: Travis Scott]
Oh my, oh my, what a wonderful time (Yeah)
Been a minute since I pulled up outside (Skrr, skrr)
Shut it down, yeah, you do that every time (Okay)
Oowee, got a feeling you might, yeah (Yeah)

[Post-Chorus: Travis Scott]
Work it like a stripper, yeah
But you not a stripper, yeah
Dog her down with you, yeah
Work that 9 to 5 with you, yeah
After smoke a pound with you

[Verse 1: Travis Scott]
Oh my (Yeah), on a vibe, what a wonderful time (It's lit)
Hundred deep, all my niggas outside
Valet park when I pull up in the ride (Yeah, yeah)
Ho, it's late, you might have to spend the night, yeah

[Verse 2: The Weeknd & Travis Scott]
Oh, I love my city lit at night, yeah (Yeah)
Oh, I love my bitches when they bite, yeah (Yeah)
Oh, let's call some up and let's get right, yeah (Yeah)
Oh, oh-oh (Yeah)
We just landed in your city, go time
Driving to the venue like she's seeing no signs
She got all the passes, she don't ever do lines
Bustin' like she's single, she ain't wasting no time (Alright)
You cannot record, that's for the show now (Oh no)
Leave your phone, you'll get that later on, now (Straight up)
Pour that special drink that's for my throat now (Yeah)
And take a sip

[Chorus: The Weeknd & Travis Scott]
Oh my, oh my, what a wonderful time
Been a minute since I pulled up outside
Shut it down, yeah, we do that every time
Oowee, got a feeling you might-might (Yeah)

[Post-Chorus: Travis Scott]
Work it like a stripper, yeah
But you not a stripper, yeah
Dog her down with you, yeah (Down with you)
Work that 9 to 5 with you, yeah (Work with you)
After smoke a pound with you (Pound with you)

[Verse 3: Travis Scott & The Weeknd]
Oh me, oh my
Why they wondering who the kid sleeping side?
I been up sleepless late nights
Override, yeah, overdrive, yeah (Oh)
Bag it, bag it up, just bag it up, yeah (Yeah)
Wanna try this one more again (Oh my)
I been on the edge (Yeah, yeah)
Scoping through the lens
These thoughts is in my mind
Got me on the drive
Got me on the ride to a wonderful time

[Chorus: The Weeknd & Travis Scott]
Oh my, oh my, what a wonderful time (Straight up)
Been a minute since I pulled up outside
Shut it down, yeah, we do that every time
Oowee, got a feeling you might, yeah (Yeah)
Oh my, what a wonderful time
Been a minute since I pulled up outside
Shut it down, yeah, you do that every time
Oowee, got a feeling you might, yeah

[Post-Chorus: The Weeknd]
Work it like a stripper, yeah
But you not a stripper, yeah
Dog her down with you, yeah
Work that 9 to 5 with you, yeah
After smoke a pound with you, oh me",Travis Scott,2004,"[8, 8, 7, 6, 5, 9, 13, 21, 34, 60, 69]",11
8,Lose My Breath,"[Intro: Destiny’s Child]
Hit me!

[Chorus: Destiny’s Child]
Can you keep up?
Baby boy, make me lose my breath
Bring the noise, make me lose my breath
Hit me hard, make me lose my (Hah Hah)
Can you keep up?
Baby boy, make me lose my breath
Bring the noise, make me lose my breath
Hit me hard, make me lose my breath (Hah Hah)

[Verse 1: Beyoncé]
Oooh!
I put it right there, made it easy for you to get to
Now you wanna act like ya don't know what to do
After I done everything that you asked me
Grabbed you, grind you, liked you, tried you
Moved so fast baby now I can't find you
Oooh!
I'm startin' to believe that I'm way too much for you
All that talk but it seems like it can't come through
All them lies like you could satisfy me
Now I see where believing you got me
Gave you the wheel, but you can't drive me

[Chorus: Destiny’s Child]
Can you keep up?
Baby boy, make me lose my breath
Bring the noise, make me lose my breath
Hit me hard, make me lose my (Hah Hah)
Can you keep up?
Baby boy, make me lose my breath
Bring the noise, make me lose my breath
Hit me hard, make me lose my breath (Hah Hah)

[Verse 2: Kelly]
Oooh!
Two things I don't like when I tryin' to get my groove
Is a partna that meets me only half way and just can't prove
Take me out so deep when you know you can't swim
Need a lifeguard and I need protection
To put it on me deep in the right direction
Oooh!
You understand the facts that I'm tryin' to give to you
You movin' so slow like you just don't have a clue
Didn't mama teach you to give affection?
I know the difference of a man and an adolescent
It ain't you, boo, so get to steppin'!

[Chorus: Destiny’s Child]
Can you keep up?
Baby boy, make me lose my breath
Bring the noise, make me lose my breath
Hit me hard, make me lose my (Hah Hah)
Can you keep up?
Baby boy, make me lose my breath
Bring the noise, make me lose my breath
Hit me hard, make me lose my breath (Hah Hah)
Can you keep up?
Baby boy, make me lose my breath
Bring the noise, make me lose my breath
Hit me hard, make me lose my (Hah Hah)
Can you keep up?
Baby boy, make me lose my breath
Bring the noise, make me lose my breath
Hit me hard, make me lose my breath (Hah Hah)

[Bridge: Michelle & All]
If you can't make me say 'oooh'
Like the beat of this drum
Why you ask for some and you really want none
If you can't make me say 'oooh'
Like the beat of this groove
(You don't have no business in this here's your papers
Baby you are dismissed, dismissed, dismissed....)

[Chorus: Destiny’s Child]
Can you keep up?
Baby boy, make me lose my breath
Bring the noise, make me lose my breath
Hit me hard, make me lose my (Hah Hah)
Can you keep up?
Baby boy, make me lose my breath
Bring the noise, make me lose my breath
Hit me hard, make me lose my breath (Hah Hah)
Can you keep up?
Baby boy, make me lose my breath
Bring the noise, make me lose my breath
Hit me hard, make me lose my (Hah Hah)
Can you keep up?
Baby boy, make me lose my breath
Bring the noise, make me lose my breath
Hit me hard, make me lose my breath (Hah Hah)",Destiny’s Child,2004,"[9, 6, 5, 4, 3, 3, 4, 3, 3, 4, 5, 7, 12, 30]",14
9,Breakaway,"[Verse 1]
Grew up in a small town
And when the rain would fall down
I'd just stare out my window
Dreaming of what could be
And if I'd end up happy
I would pray (I would pray)

[Verse 2]
Trying hard to reach out
But when I tried to speak out
Felt like no one could hear me
Wanted to belong here
But something felt so wrong here
So I prayed (I would pray) I could break away

[Chorus 1]
I'll spread my wings and I'll learn how to fly
I'll do what it takes 'til I touch the sky
And I'll make a wish, take a chance, make a change
And breakaway
Out of the darkness and into the sun
But I won't forget all the ones that I love
I'll take a risk, take a chance, make a change
And breakaway

[Verse 3]
Wanna feel the warm breeze
Sleep under a palm tree
Feel the rush of the ocean
Get onboard a fast train
Travel on a jet plane, far away (I will)
And breakaway

[Chorus 1]
I'll spread my wings and I'll learn how to fly
I'll do what it takes 'til I touch the sky
And I'll make a wish, take a chance, make a change
And breakaway
Out of the darkness and into the sun
I won't forget all the ones that I love (I gotta)
I'll take a risk, take a chance, make a change
And breakaway

[Bridge]
Buildings with a hundred floors
Swinging around revolving doors
Maybe I don't know where they'll take me, but
Gotta keep moving on, moving on
Fly away, breakaway

[Chorus 2]
I'll spread my wings and I'll learn how to fly (Learn how to fly)
Though it's not easy to tell you goodbye
I gotta take a risk, take a chance, make a change
And breakaway
Out of the darkness and into the sun
But I won't forget of the place I come from
I gotta take a risk, take a chance, make a change
And breakaway

[Outro]
Breakaway
Breakaway",Kelly Clarkson,2004,"[10, 11, 9, 8, 8, 6, 8, 9, 10, 12, 14, 20, 27, 31, 42, 48, 54, 60]",18
