,title,lyrics,artists,date,rank,cnt
0,Faith,"[Verse 1: Kendrick Lamar]
I take a sip of Hennessy and then get pissy drunk
I ain't a drinker, I'm a thinker, call it what you want
But if you turn your back, know that you just missed your chance
To witness the realest shit that's ever been told to man
I found myself losing focus at a Sunday service
Embarrassed so I start questioning God, ""What is my purpose?""
He said to live the way he did, that's all he want from me
Spread the word and witness, he rose on the first Sunday
I said alright, enthused that my Lord gave a listen
I opened my Bible in search to be a better Christian
And this from a person that never believed in religion
But shit, my life is so fucked up, man; I can't help but give in
I'm giving testimonies to strangers I never met
Hopped on the pulpit and told them how I was truly blessed
Felt like I'm free from all my sins when the service was over
Walked out the church, then got a call that my homie was murdered
Then lost my faith again

[Hook: BJ The Chicago Kid]
What am I gonna do
Gotta have faith
Life is too much
I'm just through
Where is your faith?
(Don't you give up dont you give in...)
Faith
All you need is the size of a mustard seed

[Verse 2: Kendrick Lamar]
Single black parent from Compton raising children of four
That's four innocent bastards 'cause, papa, they don't know
Her day consists of working back and forth with babysitters
Can't find no one to watch her kids, so she pay her sister
Her baby daddy ain't 'bout shit, that nigga ain't 'bout shit
Spilt his daughter milk just to cop a new outfit
She pray to God every night, hoping that he'll mature
And maybe one day his kids something that he'll live for
Baby wanna go back to school, but she need some help
Because it's hard trying to pay the bills when you're by yourself
She thought about credit card scams, 'til she heard a voice
That said, ""The Devil is a lie, make a better choice""
And so it's back to McDonald's and every month dealing
With those crazy ass people at the county building
Looked to the heavens and asked Him to make a better way
Then got a letter in the mail, lost her Section 8
Then lost her faith again

[Hook: BJ The Chicago Kid]
What am I gonna do
Gotta have faith
Life is too much
I'm just through
Where is your faith?
(Don't you give up dont you give in...)
Faith
All you need is the size of a mustard seed

[Verse 3: Punch]
I had dreams of holding a 9 milla to Ray's killa
Ask him why as my eyes fill up
Each day it gets more realer, orangutans bang like gorillas
It's jungle when the niggas in zoo
The rats lurking, vultures circling the serpents
Cats lying through they teeth, my nigga didn't deserve it
I flirted with the ideal of caressing the steel
To make karma come faster than she normally will
It's ill, to see my faith try and leave me
It's so hard to get it, to get rid of it is easy
I'm tryna reach Cloud 9, that's what my niggas 'bout
But it never rain in California unless the pistols out
Until then, my feet planted on the ground
Shadowboxing my conscience till my faith start responding
And if I get no answer, just know I tried
I should have never looked into his son's eyes
Rayshawn Boyce

[Hook: BJ The Chicago Kid]
What am I gonna do
Gotta have faith
Life is too much
I'm just through
Where is your faith?
(Don't you give up dont you give in...)
Faith
All you need is the size of a mustard seed

[Verse 4: Kendrick Lamar]
This for my people that stressing whenever times is hard
Your mind's slipping, wondering, ""Is there really a God?""
Knowing you shouldn't think that way and trying to freeze your brain
But whenever there's pain, that feeling forever remains
We can't believe what we can't see and reality seems stronger than prayer
Cause you tried to change your life, and now you live in a wheelchair
And your son was born with cancer and he live in urgent care
At the tender age of 12, and you feel that no one cares
Searching for answers, that's human nature, you ain't in the wrong
Just know when you feeling that way His Spirit's in the room
I watched people I know pray and catch the Holy Ghost
And wonder why I ain't ever caught that feeling before
Maybe they know Him better, or I don't know no better
But what I do know, is that He's real and He lives forever
So the next time you feel like your world's about to end
I hope you studied because He's testing your faith again

[Outro: Kendrick Lamar]
I'd rather not live like there isn't a God
Than die and find out there really is
Think about it",Kendrick Lamar,1987,"[1, 1, 1, 3, 5, 10, 19, 27, 37, 54]",10
1,So Emotional,"[Intro]
I don't know why I like it
I just do

[Verse 1]
I've been hearing your heartbeat inside of me
I keep your photo right beside my bed
Livin' in a world of fantasies
I can't get you out of my head
I've been waiting for the phone to ring all night
Why you wanna make me feel so good?
I got a love of my own, babe
I shouldn't get so hung up on you

[Pre-Chorus]
I remember the way that we touched
I wish I didn't like it so much

[Chorus]
I get so emotional, baby
Everytime I think of you
I get so emotional, baby
Ain't it shocking what love can do?
Ain't it shocking what love can do?
Ain't it shocking what love can do?

[Verse 2]
I gotta watch you walk in the room, baby
I gotta watch you walk out
I like the animal way you move
And when you talk
I just watch your mouth

[Pre-Chorus]
I remember the way that we touched
I wish I didn't like it so much

[Chorus]
I get so emotional, baby
Everytime I think of you
I get so emotional, baby
Ain't it shocking what love can do?

I get so emotional, baby
Everytime I think of you
I get so emotional, baby
Ain't it shocking what love can do?
Ain't it shocking what love can do?
Ain't it shocking what love can do?

[Outro]
See I remember the way that we touched
I wish I didn't like it so much

I get so emotional, baby
Everytime I think of you
I get so emotional, baby
Ain't it shocking what love can do?",Whitney Houston,1987,"[2, 3, 7, 8, 16, 19, 29, 38, 47]",9
2,Is This Love,"[Spoken Intro]

[Verse 1]
I want to love you and treat you right
I want to love you every day and every night
We'll be together with a roof right over our heads
We'll share the shelter of my single bed
We'll share the same room, yeah!
For Jah provide the bread

[Chorus]
Is this love - is this love - is this love
Is this love that I'm feeling?
Is this love - is this love - is this love
Is this love that I'm feeling?
I want to know - want to know - want to know now!
I got to know - got to know - got to know now!
I-I-I-I-I-I-I-I-I - I'm willing and able
So I throw my cards on your table!

[Verse 2]
I want to love you - I want to love and treat -
Love and treat you right
I want to love you every day and every night
We'll be together, yeah! -
With a roof right over our heads
We'll share the shelter, yeah, oh now! -
Of my single bed
We'll share the same room, yeah! -
For Jah provide the bread

[Chorus]
Is this love - is this love - is this love
Is this love that I'm feeling?
Is this love - is this love - is this love
Is this love that I'm feeling?
Wo-o-o-oah! Oh yes, I know; yes, I know - yes, I know now!
Yes, I know; yes, I know - yes, I know now!
Yes I, yes I - I'm willing and able
So I throw my cards on your table!

[Verse 3]
I want to love you - I want to love and treat -
Love and treat you right
I want to love you every day and every night
We'll be together
With a roof right over our heads
We'll share the shelter, yeah, oh now! -
Of my single bed
We'll share the same room
For Jah provide the bread
We'll share the shelter, of my single bed
We'll share the same room
For Jah provide the bread",Bob Marley & The Wailers,1987,"[3, 2, 5, 5, 11, 16, 25, 30, 41, 53, 85, 66, 49, 34, 16, 9, 9, 10, 12]",19
3,Got My Mind Set On You,"[Chorus]
