,title,lyrics,artists,date,rank,cnt
0,"Thank U, Next","[Verse 1]
Thought I'd end up with Sean
But he wasn't a match
Wrote some songs about Ricky
Now I listen and laugh
Even almost got married
And for Pete, I'm so thankful
Wish I could say, ""Thank you"" to Malcolm
'Cause he was an angel

[Pre-Chorus]
One taught me love
One taught me patience
And one taught me pain
Now, I'm so amazing
Say I've loved and I've lost
But that's not what I see
So, look what I got
Look what you taught me
And for that, I say

[Chorus]
Thank you, next (Next)
Thank you, next (Next)
Thank you, next
I'm so fuckin' grateful for my ex
Thank you, next (Next)
Thank you, next (Next)
Thank you, next (Next)
I'm so fuckin'—

[Verse 2]
Spend more time with my friends
I ain't worried 'bout nothin'
Plus, I met someone else
We havin' better discussions
I know they say I move on too fast
But this one gon' last
'Cause her name is Ari
And I'm so good with that (So good with that)

[Pre-Chorus]
She taught me love (Love)
She taught me patience (Patience)
How she handles pain (Pain)
That shit's amazing (Yeah, she's amazing)
I've loved and I've lost (Yeah, yeah)
But that's not what I see (Yeah, yeah)
'Cause look what I've found (Yeah, yeah)
Ain't no need for searching, and for that, I say

[Chorus]
Thank you, next (Thank you, next)
Thank you, next (Thank you, next)
Thank you, next (Thank you)
I'm so fuckin' grateful for my ex
Thank you, next (Thank you, next)
Thank you, next (Said thank you, next)
Thank you, next (Next)
I'm so fuckin' grateful for my ex

[Post-Chorus]
Thank you, next
Thank you, next
Thank you, next
I'm so fuckin'—

[Bridge]
One day I'll walk down the aisle
Holding hands with my mama
I'll be thanking my dad
'Cause she grew from the drama
Only wanna do it once, real bad
Gon' make that shit last
God forbid something happens
Least this song is a smash (Song is a smash)

[Pre-Chorus]
I've got so much love (Love)
Got so much patience (Patience)
And I've learned from the pain (Pain)
I turned out amazing (Turned out amazing)
Say I've loved and I've lost (Yeah, yeah)
But that's not what I see (Yeah, yeah)
'Cause look what I've found (Yeah, yeah)
Ain't no need for searching
And for that, I say

[Chorus]
Thank you, next (Thank you, next)
Thank you, next (Thank you, next)
Thank you, next
I'm so fuckin' grateful for my ex
Thank you, next (Thank you, next)
Thank you, next (Said thank you, next)
Thank you, next (Next)
I'm so fuckin' grateful for my ex

[Post-Chorus]
Thank you, next
Thank you, next
Thank you, next
Yeah, yee
Thank you, next
Thank you, next
Thank you, next
Yeah, yee",Ariana Grande,2018,"[1, 1, 1, 2, 1, 1, 1]",7
1,Without Me,"[Intro: Obie Trice]
Obie Trice! Real name, no gimmicks (*record scratch*)

[Refrain 1: Eminem]
Two trailer park girls go 'round the outside
'Round the outside, 'round the outside
Two trailer park girls go 'round the outside
'Round the outside, 'round the outside

[Refrain 2: Eminem]
Guess who's back, back again
Shady's back, tell a friend
Guess who's back, guess who's back
Guess who's back, guess who's back
Guess who's back, guess who's back
Guess who's back

[Verse 1: Eminem]
I've created a monster, 'cause nobody wants to
See Marshall no more, they want Shady, I'm chopped liver
Well, if you want Shady, this is what I'll give ya
A little bit of weed mixed with some hard liquor
Some vodka that'll jump start my heart quicker
Than a shock when I get shocked at the hospital
By the doctor when I'm not co-operating
When I'm rocking the table while he's operating (Hey!)
You waited this long, now stop debating
‘Cause I'm back, I'm on the rag and ovulating
I know that you got a job, Ms. Cheney
But your husband's heart problem's complicating
So the FCC won't let me be
Or let me be me, so let me see
They try to shut me down on MTV
But it feels so empty without me
So, come on and dip, bum on your lips
Fuck that! Cum on your lips and some on your tits
And get ready, ‘cause this shit's about to get heavy
I just settled all my lawsuits—fuck you, Debbie!

[Chorus: Eminem]
Now this looks like a job for me
So everybody, just follow me
‘Cause we need a little controversy
‘Cause it feels so empty without me
I said this looks like a job for me
So everybody, just follow me
‘Cause we need a little controversy
‘Cause it feels so empty without me

[Verse 2: Eminem]
Little hellions, kids feeling rebellious
Embarrassed their parents still listen to Elvis
They start feeling like prisoners helpless
'Til someone comes along on a mission and yells, ""Bitch!""
A visionary, vision is scary
Could start a revolution, polluting the airwaves
A rebel, so just let me revel and bask
In the fact that I got everyone kissing my ass (*smack*)​​
And it's a disaster, such a catastrophe
For you to see so damn much of my ass—you asked for me?
Well, I'm back, na-na-na-na-na-na-na-na-na-na
Fix your bent antenna, tune it in, and then I'm gonna
Enter in, and up under your skin like a splinter
The center of attention, back for the winter
I'm interesting, the best thing since wrestling
Infesting in your kid's ears and nesting
Testing, ""Attention please""
Feel the tension soon as someone mentions me
Here's my ten cents, my two cents is free
A nuisance, who sent? You sent for me?

[Chorus: Eminem]
Now this looks like a job for me
So everybody, just follow me
‘Cause we need a little controversy
‘Cause it feels so empty without me
I said this looks like a job for me
So everybody, just follow me
‘Cause we need a little controversy
‘Cause it feels so empty without me

[Verse 3: Eminem]
A tisk-it a task-it, I'll go tit for tat with
Anybody who's talking ""this shit, that shit""
Chris Kirkpatrick, you can get your ass kicked
Worse than them little Limp Bizkit bastards
And Moby? You can get stomped by Obie
You 36-year-old baldheaded fag, blow me
You don't know me, you're too old, let go
It's over, nobody listens to techno
Now let's go, just give me the signal
I'll be there with a whole list full of new insults
I've been dope, suspenseful with a pencil
Ever since Prince turned himself into a symbol
But sometimes the shit just seems
Everybody only wants to discuss me
So this must mean I'm disgusting
But it's just me, I'm just obscene
Though I'm not the first king of controversy
I am the worst thing since Elvis Presley
To do black music so selfishly
And use it to get myself wealthy (Hey!)
There's a concept that works
Twenty million other white rappers emerge
But no matter how many fish in the sea
It'd be so empty without me

[Chorus: Eminem]
Now this looks like a job for me
So everybody, just follow me
‘Cause we need a little controversy
‘Cause it feels so empty without me
I said this looks like a job for me
So everybody, just follow me
‘Cause we need a little controversy
‘Cause it feels so empty without me

[Outro: Eminem]
Hum dei dei la la, la la la la la
La la la la la, la la la la
Hum dei dei la la, la la la la la
La la la la la, la la la la
Kids!",Eminem,2018,"[2, 2, 3, 4, 4, 4, 6, 9, 12, 23, 18]",11
2,Sicko Mode,"[Part I]

[Intro: Drake]
Astro, yeah
Sun is down, freezin' cold
That's how we already know, winter's here
My dawg would probably do it for a Louis belt
That's just all he know, he don't know nothin' else
I tried to show 'em, yeah
I tried to show 'em, yeah, yeah
Yeah, yeah, yeah
Goin' on you with the pick and roll
Young La Flame, he in sicko mode

[Part II]

[Verse 1: Travis Scott & The Notorious B.I.G.]
Woo, made this here with all the ice on in the booth
At the gate outside, when they pull up, they get me loose
Yeah, Jump Out boys, that's Nike boys, hoppin' out coupes
This shit way too big, when we pull up, give me the loot
(Gimme the loot!)
Was off the Remy, had a Papoose
Had to hit my old town to duck the news
Two four hour lockdown, we made no moves
Now it's 4 a.m. and I'm back up poppin' with the crew
I just landed in, Chase B mixes pop like Jamba Juice
Different colored chains, think my jeweler really sellin' fruits
And they chokin', man, know the crackers wish it was a noose

[Bridge: Big Hawk & Swae Lee]
Some-Some-Some-Someone said
To win the retreat, we all in too deep
Pl-Pl-Playin' for keeps, don't play us for weak (Someone said)
To win the retreat, we all in too deep
Pl-Pl-Playin' for keeps, don't play us for weak

[Verse 2: Travis Scott & Uncle Luke]
Yeah, this shit way too formal, y'all know I don't follow suit
Stacey Dash, most of these girls ain't got a clue
All of these hoes I made off records I produced
I might take all my exes and put 'em all in a group
Hit my eses, I need the bootch
'Bout to turn this function to Bonnaroo
Told her, ""Hop in, you comin' too""
In the 305, bitches treat me like I'm Uncle Luke
(Don't stop, pop that pussy!)
Had to slop the top off, it's just a roof, uh
She said, ""Where we goin'?"" I said, ""The moon""
We ain't even make it to the room
She thought it was the ocean, it's just the pool
Now I got her open, it's just the Goose
Who put this shit together? I'm the glue

[Bridge: Travis Scott, Swae Lee & Big Hawk]
Someone said
Shorty FaceTimed me out the blue
Someone said
Pl-Playin' for keeps
Someone said, motherfucker—someone said
Don't play us for weak

[Part III]

[Intro: Travis Scott, Drake & Lil Juice]
Yeah!
Astro, yeah, yeah
(Tay Keith, fuck these niggas up!)
Ayy, ayy

[Chorus: Drake & Travis Scott]
She's in love with who I am
Back in high school, I used to bus it to the dance (Yeah)
Now I hit the FBO with duffels in my hands
I did half a Xan, 13 hours 'til I land
Had me out like a light, ayy, yeah
Like a light, ayy, yeah

[Verse 3: Drake & Travis Scott]
Like a light, ayy, slept through the flight, ayy
Knocked for the night, ayy
767, man, this shit got double bedroom, man
I still got scores to settle, man
I crept down the block (Down the block)
Made a right (Yeah, right)
Cut the lights (Yeah, what?), paid the price (Yeah)
Niggas think it's sweet (Nah, never), it's on sight (Yeah, what?)
Nothin' nice (Yeah), baguettes in my ice (Aw, man)
Jesus Christ (Yeah), checks over stripes (Yeah)
That's what I like (Yeah), that's what we like (Yeah)
Lost my respect, you not a threat
When I shoot my shot, that shit wetty like I'm Sheck (Bitch)
See the shots that I took (Ayy), wet like I'm Book (Ayy)
Wet like I'm Lizzie
I be spinnin' Valley, circle blocks 'til I'm dizzy (Yeah, what?)
Like where is he? (Yeah, what?)
No one seen him (Yeah, yeah)
I'm tryna clean 'em (Yeah)

[Chorus: Drake & Travis Scott]
She's in love with who I am
Back in high school, I used to bus it to the dance
Now I hit the FBO with duffels in my hands (Woo)
I did half a Xan, 13 hours 'til I land
Had me out like a light (Like a light)
Like a light (Like a light)
Like a light (Like a light)
Like a light

[Verse 4: Travis Scott]
Yeah, passed the dawgs a celly
Sendin' texts, ain't sendin' kites, yeah
He said, ""Keep that on lock""
I say, ""You know this shit, it's stife,"" yeah
It's absolute, yeah (Yeah), I'm back, reboot (It's lit)
LaFerrari to Jamba Juice, yeah (Skrrt, skrrt)
We back on the road, they jumpin' off, no parachute, yeah
Shawty in the back
She said she workin' on her glutes, yeah (Oh my God)
Ain't by the book, yeah, this how it look, yeah
'Bout a check, yeah (Check), just check the foots, yeah
Pass this to my daughter, I'ma show her what it took (Yeah)
Baby mama cover Forbes, got these other bitches shook
Yeah",Travis Scott,2018,"[3, 3, 2, 1, 2, 2, 3, 2, 2, 7, 6, 6, 6, 9, 8, 9, 7, 9, 7, 4]",20
3,Sunflower (Spider-Man: Into The Spider-Verse),"Author: Jorge Ramos
You did read it, and it will happen. Post Malone has recently joined the exclusive list of artists to perform on Virtual Reality. The concert, scheduled for 17 of October will take place on the Raleigh’s PNC Arena, and streamed through the Oculus Venue app. So everyone who owns an Oculus headset will be able to watch the concert on a 180 perspective through Oculus Venues.

Post Malone is ready to “Bend Minds”, according to Billboard, and they are not wrong, the concert is going to be one of the increasing amounts of events to be streamed on VR this year, through the Oculus Venue app.

The Raleigh’s PNC Arena, in North Carolina, will hold the event that will be streamed in a 180 degrees perspective through Oculus Venue, an app of the VR company to watch exclusive events through Oculus devices.

The Grammy-winning artist dropped his most recent album, Hollywood’s Bleeding, back in September with some great collaborators, such as Ozzy Osborne and Travis Scott in the track “Take What You Want”, and Halsey alongside Future for “Die For Me”. The record also includes the singles “Wow” and “Sunflower” (Spiderman: Into the Spider-Verse) featuring Swae Lee, both reaching the top 10 of the Global Chart on Spotify.

Malone talked about the concert and according to Variety stated that “When putting together this tour, I wanted to make sure I was giving my fans something new and crazy with this new production and show.“ Later adding that “Working with Oculus on this VR broadcast gives fans at home a chance to sit front row with me during my North Carolina show, just like you’re in the arena. That sounds pretty f***ing cool to me.”

PREVIOUS CONCERTS BROADCASTED ON VR
The concert will make Austin Richard Post Aka Post Malone, one of the few people to have done this kind of show. Still, among important artists who have done it before there are Billie Eilish, who did it a month ago, and Tenacious D.

Tenacious D went out to do it on July 31st and many agree saying that it was a success and that the experience actually made it more comfortable. An unexpected advantage of “different state legislation” for some people, as it is mentioned in this article from The Cult Machine.
Moving a little closer on time, on September 3rd, we were able to see Billie Eilish’s concert being streamed on VR, using Oculus Venues as the platform as well. Eilish played in Madrid, Spain, and according to many articles, the experience and opinions may vary a lot, as it is explained in this article from the UploadVR.

According to iHeartRadio, she talked about the concert stating that ""I make everybody get really low, and we all jump when the drop comes in. Even though you'll be watching on a VR headset, you should still get low and jump with everyone.""

Besides music, there’s a lot of exclusive events that plan on going towards Virtual Reality, including the NBA. Last September they announced their collaboration with many VR platform to broadcast about 26 games starting this October. It is likely that soon you can watch the NFL season and bet on the Superbowl favorites, using VR technology.

VR HAS TAKEN OVER THE LAST YEAR
Although the recent concerts of some of the biggest stars of the moment have made VR reach a spotlight, there are a couple of extra apps that have taken a step forward on this remark. They are having thesigning deals with some of the biggest record labels and allowing us to feel we are on the crowds of different concerts, events or even festivals.

It is safe to say that Virtual Reality keeps breaking walls but is also worth to think for a minute how this could affect the trends, the attendances to concerts and many other factors. Also, what could change into the VR Apps for this kind of shows, if microtransactions are a possibility or any possible alteration in the near future.",Jorja Smith,2018,"[4, 7, 17, 17, 16, 22, 23, 24, 9]",9
4,Happier,"[Intro]
Lately, I've been, I've been thinking
I want you to be happier, I want you to be happier

[Verse 1]
When the morning comes
When we see what we've become
In the cold light of day, we're a flame in the wind
Not the fire that we've begun
Every argument, every word we can't take back
'Cause with all that has happened
I think that we both know the way that this story ends

[Chorus]
Then only for a minute
I want to change my mind
'Cause this just don't feel right to me
I wanna raise your spirits
I want to see you smile but
Know that means I'll have to leave

[Post-Chorus]
Know that means I'll have to leave
Lately, I've been, I've been thinking
I want you to be happier, I want you to be happier

[Verse 2]
When the evening falls
And I'm left there with my thoughts
And the image of you being with someone else
Well, it's eating me up inside
But we ran our course, we pretended we're okay
Now if we jump together, at least we can swim
Far away from the wreck we made

[Chorus]
Then only for a minute
I want to change my mind
'Cause this just don't feel right to me
I wanna raise your spirits
I want to see you smile but
Know that means I'll have to leave

[Post-Chorus]
Know that means I'll have to leave
Lately, I've been, I've been thinking
I want you to be happier, I want you to be happier

[Bridge]
So I'll go, I'll go
I will go, go, go
So I'll go, I'll go
I will go, go, go

[Pre-Chorus]
Lately, I've been, I've been thinking
I want you to be happier, I want you to be happier
Even though I might not like this
I think that you'll be happier, I want you to be happier

[Chorus]
Then only for a minute (Only for a minute)
I want to change my mind
'Cause this just don't feel right to me (Right to me)
I wanna raise your spirits (Wanna raise your spirits)
I want to see you smile but
Know that means I'll have to leave

[Post-Chorus]
Know that means I'll have to leave
Lately, I've been, I've been thinking
I want you to be happier, I want you to be happier

[Outro]
So I'll go, I'll go
I will go, go, go",Marshmello & Bastille,2018,"[5, 4, 4, 3, 3, 3, 4, 3, 4, 6, 8, 13, 15, 31, 35, 46, 59, 63]",18
5,High Hopes,"[Intro]
High, high hopes

[Chorus]
Had to have high, high hopes for a living
Shooting for the stars when I couldn't make a killing
Didn't have a dime but I always had a vision
Always had high, high hopes (High, high hopes)
Had to have high, high hopes for a living
Didn't know how but I always had a feeling
I was gonna be that one in a million
Always had high, high hopes

[Verse 1]
Mama said, fulfill the prophecy
Be something greater, go make a legacy
Manifest destiny, back in the days
We wanted everything, wanted everything
Mama said, burn your biographies
Rewrite your history, light up your wildest dreams
Museum victories, every day
We wanted everything, wanted everything

[Pre-Chorus]
Mama said don't give up, it's a little complicated
All tied up, no more love and I'd hate to see you waiting

[Chorus]
Had to have high, high hopes for a living
Shooting for the stars when I couldn't make a killing
Didn't have a dime but I always had a vision
Always had high, high hopes
Had to have high, high hopes for a living
Didn't know how but I always had a feeling
I was gonna be that one in a million
Always had high, high hopes (High, high hopes)

[Verse 2]
Mama said, it's uphill for oddities
The stranger crusaders, ain't ever wannabes
The weird and the novelties don't ever change
We wanted everything, wanted everything (High, high hopes)

[Bridge]
Stay up on that rise
Stay up on that rise and never come down, oh
Stay up on that rise
Stay up on that rise and never come down

[Pre-Chorus]
Mama said don't give up, it's a little complicated
All tied up, no more love and I'd hate to see you waiting
They say it's all been done but they haven't seen the best of me-eh-eh-eh
So I got one more run and it's gonna be a sight to see-eh-eh-eh

[Bridge]
Had to have high, high hopes for a living
Shooting for the stars when I couldn't make a killing
Didn't have a dime but I always had a vision
Always had high, high hopes (High, high hopes)
Had to have high, high hopes for a living
Didn't know how but I always had a feeling
I was gonna be that one in a million
Always had high, high hopes (High, high hopes)

[Chorus]
Had to have high, high hopes for a living
Shooting for the stars when I couldn't make a killing
Didn't have a dime but I always had a vision
Always had high, high hopes
Had to have high, high hopes for a living
Didn't know how but I always had a feeling
I was gonna be that one in a million
Always had high, high hopes (High, high hopes)",Panic! at the Disco,2018,"[6, 5, 5, 5, 6, 8, 12, 11, 21, 27, 35, 49, 46, 56, 62, 74, 76, 90, 84, 98]",20
6,All I Want For Christmas Is You,"[Intro]
I don't want a lot for Christmas
There is just one thing I need
I don't care about the presents
Underneath the Christmas tree
I just want you for my own
More than you could ever know
Make my wish come true
All I want for Christmas is you, yeah

[Verse 1]
I don't want a lot for Christmas
There is just one thing I need (And I)
Don't care about the presents
Underneath the Christmas tree
I don't need to hang my stocking
There upon the fireplace (Ah)
Santa Claus won't make me happy
With a toy on Christmas Day

[Chorus]
I just want you for my own (Ooh)
More than you could ever know (Ooh)
Make my wish come true
All I want for Christmas is you
You, baby

[Verse 2]
Oh, I won't ask for much this Christmas
I won't even wish for snow (And I)
I'm just gonna keep on waiting
Underneath the mistletoe
I won't make a list and send it
To the North Pole for Saint Nick (Ah)
I won't even stay awake to
Hear those magic reindeer click

[Chorus]
'Cause I just want you here tonight (Ooh)
Holding on to me so tight (Ooh)
What more can I do?
Oh baby, all I want for Christmas is you
You, baby

[Bridge]
Oh, all the lights are shining
So brightly everywhere (So brightly, baby)
And the sound of children's
Laughter fills the air (Oh, oh yeah)
And everyone is singing (Oh yeah)
I hear those sleigh bells ringing (Oh)
Santa, won't you bring me the one I really need? (Yeah, oh, oh)
Won't you please bring my baby to me?

[Verse 3]
Oh, I don't want a lot for Christmas
This is all I'm asking for (Ah)
I just wanna see my baby
Standing right outside my door

[Chorus]
Oh, I just want you for my own (Ooh)
More than you could ever know (Ooh)
Make my wish come true
Oh baby, all I want for Christmas is you

[Outro]
You, baby
All I want for Christmas is you, baby (You)
All I want for Christmas is you, baby (Ah, oh, ah, oh)
All I want for Christmas is you, baby (You)
All I want for Christmas is you, baby (All I really want, baby, ooh)
All I want for Christmas is you, baby (All I want, all I really want is you)",Mariah Carey,2018,"[7, 6, 7, 14, 29, 13, 9]",7
7,ZEZE,"[Intro]
D.A. got that dope!

[Chorus: Travis Scott]
Ice water, turned Atlantic (Freeze)
Nightcrawlin' in the Phantom (Skrrt, Skrrt)
Told them hoes that don't you panic
Took an island, (Yeah) flood the mansion (Big water)
Dropped the roof, more expansion
Drive a coupe you can stand in (It's lit)
See the bitches undercover (In the sheets)
I'm an ass and titty lover (Big ass)
Guess we all made for each other
Now that all the dawgs free (Yeah, yeah)
And we out in these streets (Alright)
Can you do it, can you pop it for me?

[Refrain: Kodak Black]
Pull up in a Demon, on God (On God)
Lookin' like I still do fraud (Fraud)
Flyin' private jet with the rod (Rod)
This that Z shit, this that Z shit (This that Z shit)
Pull up in a Demon, on God (On God)
Lookin' like I still do fraud (Fraud)
Flyin' private jet with the rod (Rod)
This that Z shit, this that Z shit (This that Z shit)

[Verse 1: Offset]
Offset!
Blow the brains out the coupe (Boom)
Police wanna talk, but I'm on mute (Woo-woo, hey)
I'ma bust her wrist down 'cause she cute (Ice, ice)
Fuck her on a yacht, dive in a pool (Yeah)
She an addict (Addict), addict for the lifestyle and the Patek (Patek)
Big daddy, have you ever felt Chanel fabrics? (Chanel)
I be drippin' to death, I need a casket (Drippin')
And we got more stripes than the ref, he foul, TEC him (Bow, stripes)
In the middle of the field like David Beckham (Field, bow-bow)
All my niggas locked up, for real, I'm tryna help 'em (Free, free)
When I got a mil', got me the chills, don't know what happened (Hoo, chills)
Pop pills, do what you feel, I'm on that zombie (Hey, hoo)
I'm more like Gaddafi, I'm not no Gandhi (Gaddafi, hey)
I'm more like I'm David, Goliath runnin' (Hey, hey)
Niggas be clonin', I find it funny (Clone, haha)
We from the Nawf, straight out of the dungeon (We from the Nawf, hey)
I go in her mouth, she can't tell me nothin' (Eghck, eghck, egchk)
300, the watch is out of your budget (Woo, woo, 300)
Mean-muggin' got me clutchin'
Yeah, and this stick right out of Russia

[Chorus: Travis Scott]
Ice water, turned Atlantic (Freeze)
Nightcrawlin' in the Phantom (Skrrt, skrrt)
Told them hoes that don't you panic
Took an island, (Yeah) flood the mansion (Big water)
Dropped the roof, more expansion
Drive a coupe you can stand in (It's lit)
Bitches undercover (In the sheets)
I'm an ass and titty lover (Big ass)
Guess we all made for each other
Now that all the dawgs free (Yeah, yeah)
And we out in these streets (Alright)
Can you do it, can you pop it for me?

[Refrain: Kodak Black]
Pull up in a Demon, on God (On God)
Lookin' like I still do fraud (Fraud)
Flyin' private jet with the rod (Rod)
This that Z shit, this that Z shit (This that Z shit)
Pull up in a Demon, on God (On God)
Lookin' like I still do fraud (Fraud)
Flyin' private jet with the rod (Rod)
This that Z shit, this that Z shit (This that Z shit)

[Verse 2: Kodak Black]
In a Hellcat 'cause I'm a hell-raiser
Self-made, I don't owe a nigga nann favor
When you get that money, nigga, keep your heart
I'm slidin' in a coupe, ain't got no key to start
I got the fire on me in BET Awards
When your well run dry, you know you need me for it
When I pull up in the Buick, you know what I'm doin'
If the police get behind me, I'm fleein' and eludin'
Sleepin' on the palette turned me to a savage
I'm a project baby, now I stay in Calabasas
Like I still serve fiends, like I'm still jackin'
I be sippin' on lean, tryna keep balance
Hit that Z-Walk, Dickie's with my Reeboks
I don't say much, I just let the heat talk
Your jewelry water whip, diamonds like re-rock
My lil' baby ride the dick like a seesaw
When I stepped up on the scene, I was on a bean
When I jumped up out the Beam', I was in Celine
Baby girl, you just a fling, that ain't what I mean
Money bustin' out my jeans like I do the scheme

[Refrain: Kodak Black]
Pull up in a Demon, on God (On God)
Lookin' like I still do fraud (Fraud)
Flyin' private jet with the rod (Rod)
This that Z shit, this that Z shit (This that Z shit)
Pull up in a Demon, on God (On God)
Lookin' like I still do fraud (Fraud)
Flyin' private jet with the rod (Rod)
This that Z shit, this that Z shit (This that Z shit)

[Outro]
Uh-huh, ha, oh-ah-oh
Uh-huh, ha, oh-ah-oh
Uh-huh, ha, oh-ah-oh
Uh-huh, ha, oh-ah-oh",Kodak Black,2018,"[8, 9, 8, 7, 10, 9, 8, 6, 6, 2]",10
8,Drip Too Hard,"[Intro]
Run that back, Turbo

[Verse 1: Lil Baby]
You can get the biggest Chanel bag in the store if you want it
I gave 'em the drip, they sucked it up, I got 'em moanin'
I bought a new Patek, I had the watch, so I two-toned 'em
Takin' these drugs, I'm gon' be up until the mornin'
That ain't your car, you just a leaser, you don't own it
If I'm in the club, I got that fire when I'm performin'
The backend just came in, in all hundreds
Vibes galore, cute shit, they all on us
I'm from Atlanta where young niggas run shit
I know they hatin' on me, but I don't read comments
Whenever I tell her to come, she comin'
Whenever it's smoke, we ain't runnin'

[Chorus: Lil Baby]
Drip too hard, don't stand too close
You gon' fuck around and drown off this wave
Doin' all these shows, I've been on the road
I don't care where I go, long as I get paid
Bad lil' vibe, she been on my mind
Soon as I get back, she gettin' slayed
Do this all the time, this ain't no surprise
Every other night, another movie gettin' made
Drip too hard, don't stand too close
You gon' fuck around and drown off this wave
Doin' all these shows, I've been on the road
I don't care where I go, long as I get paid
Bad lil' vibe, she been on my mind
Soon as I get back, she gettin' slayed
Do this all the time, this ain't no surprise
Every other night, another movie gettin' made

[Verse 2: Gunna]
Yeah, every other night, another dollar gettin' made
Every other night started with a good day
I feel like a child, I got boogers in the face
Diamonds dancin' in the dial like this shit is a parade
I don't want your chain, Young GonWunna not a slave
I had to draw the line, too many bitches gettin' saved
TSA harass me, so I took a private plane
These pussy niggas lackin', why I'm workin' on my aim
Drip too hard (Too hard), charge it to the card (To the card)
Designer to the ground, I can barely spell the names
Drip too hard, caution on the floor
You gon' fuck around and drown tryna ride a nigga wave

[Chorus: Lil Baby]
Drip too hard, don't stand too close
You gon' fuck around and drown off this wave
Doin' all these shows, I've been on the road
I don't care where I go, long as I get paid
Bad lil' vibe, she been on my mind
Soon as I get back, she gettin' slayed
Do this all the time, this ain't no surprise
Every other night, another movie gettin' made
Drip too hard, don't stand too close
You gon' fuck around and drown off this wave
Doin' all these shows, I've been on the road
I don't care where I go, long as I get paid
Bad lil' vibe, she been on my mind
Soon as I get back, she gettin' slayed
Do this all the time, this ain't no surprise
Every other night, another movie gettin' made",Lil Baby & Gunna,2018,"[9, 8, 9, 8, 9, 10, 10, 8, 8, 8, 4, 25, 25, 28]",14
9,It's The Most Wonderful Time Of The Year,"[Chorus]
It's the most wonderful time of the year
With the kids jingle belling
And everyone telling you ""be of good cheer""
It's the most wonderful time of the year

[Verse 1]
It's the hap-happiest season of all
With those holiday greetings
And gay happy meetings when friends come to call
It's the hap-happiest season of all

[Pre-Chorus]
There'll be parties for hosting
Marshmallows for toasting
And caroling out in the snow
There'll be scary ghost stories
And tales of the glories
Of Christmases long, long ago

[Chorus]
It's the most wonderful time of the year
There'll be much mistletoeing
And hearts will be glowing when loved ones are near
It's the most wonderful time of the year

[Pre-Chorus]
There'll be parties for hosting
Marshmallows for toasting
And caroling out in the snow
There'll be scary ghost stories
And tales of the glories
Of Christmases long, long ago

[Chorus]
It's the most wonderful time of the year
There'll be much mistletoeing
And hearts will be glowing when loved ones are near
It's the most wonderful time
It's the most wonderful time
It's the most wonderful time
It's the most wonderful time of the year",Andy Williams,2018,"[10, 13, 16, 21, 38, 32]",6
