,title,lyrics,artists,date,rank,cnt
0,Let's Do It Again,"[Intro]
Ooo baby yeaay
Yea yea yea yeayy na-na-na-naaai

[Hook]
Nice to nice to know ya lets do it again
How we did it on a one night stand
Girl I wanna be more than a friend, to ya
Nice to nice to know ya lets do it again
How we did it on a one night stand
Girl I wanna be more than a friend, to ya

[Verse 1]
It was like food for all of my senses
Our time priceless, no expenses
Like water to all dem dry trenches
She had a theme song for her every entrance
We had a: dinner and a movie
Fire up di doobie
Raised vibes for dis girl, scoot closer to me
I call her babe, she call me boogie
Her beauty, intelligence, really moves me

[Hook]
Nice to nice to know ya lets do it again
How we did it on a one night stand
Girl I wanna be more than a friend, to ya
Nice to nice to know ya lets do it again
How we did it on a one night stand
Girl I wanna be more than a friend, to ya

[Verse 2]
Dis isn't my first rendezvous in a relationship
Well rounded graduated with love certificates aye
She wanna lovah, a lovah I'll be
Stimulate her body and, mentally aye
No fuss me straight up me no lie-ah
Use up me shouldah if u want cry-ah
My love is no not like dem other guys
Feel sorry for who signed up
'Coz me I win first prize

[Hook]
Nice to nice to know ya lets do it again
How we did it on a one night stand
Girl I wanna be more than a friend, to ya
Nice to nice to know ya lets do it again
How we did it on a one night stand
Girl I wanna be more than a friend, to ya

[Verse 3]
She lookin pretty, real nice, lightly remote
She got de perfect body type
Being with you is like being in paradise
Neva seen a girl that can live up to da hype
Aye aye aye
She is Hawaiian, Samoan Fijian, Maori, Tahiiti ma Tonga!!!
Big ups to carribean girl and keep it proper
All me latinos and all a me me sexy mamas
Boogie, corleon giving you a holla

[Hook]
Nice to nice to know ya lets do it again
How we did it on a one night stand
Girl I wanna be more than a friend, to ya
Nice to nice to know ya lets do it again
How we did it on a one night stand
Girl I wanna be more than a friend, to ya

Nice to nice to know ya lets do it again
How we did it on a one night stand
Girl I wanna be more than a friend, to ya
Nice to nice to know ya lets do it again
How we did it on a one night stand
Girl I wanna be more than a friend, to ya",J Boog,1975,"[1, 2, 2, 4, 5, 10, 21, 28, 37, 68]",10
1,Saturday Night,"[Verse 1]
Saturday nights, blueberry cigarillos
Swishers make my throat hurt
Rolling OCB's on the side for me
Light 'em up and let 'em both burn
Family feuds, say your mom's confused
Off of shit she doesn't wanna learn
But daddy's gone, say he's never home
And wishing only makes it worse

[Pre-Chorus]
I guess there's certain dreams that you gotta keep
'Cause they'll only know what you let 'em see

[Chorus]
All the things that I know
That your parents don't
They don't care like I do
Nowhere like I do
And all the things that I know
That your parents don't
They don't care like I do
Nowhere like I do
Nowhere like I do
Nowhere like I do

[Verse 2]
Saturday nights, light gray Silverado
You drive it 'cause you have to
Stay up working late at a job you hate
Fix your makeup in a dirty bathroom
No more love, in and out of clubs
Knowing what you gotta do
You've got plans wrapped in rubber bands
And that's the only thing you'll never lose

[Pre-Chorus]
I guess there's certain dreams that you gotta keep
'Cause they'll only know what you let 'em see

[Chorus]
All the things that I know
That your parents don't
They don't care like I do
Nowhere like I do
And all the things that I know
That your parents don't
They don't care like I do
Nowhere like I do
Nowhere like I do

[Bridge]
'Cause I care, I care about you
There's nowhere I'd rather be
Than right here around you
I care, care about you
There's nowhere I'd rather be

[Chorus]
All the things that I know
That your parents don't
They don't care about you
Nowhere like I do
All the things that I know
That your parents don't
Don't care about you
Nowhere like I
Nowhere like I do (Do, do, do)
Nowhere like I do (Do, do, do)
Nowhere like I do (Do, do, do)
Nowhere like I do (Do, do, do)",Khalid,1975,"[2, 4, 5, 9, 11, 17, 27, 36, 44, 55, 75, 85]",12
2,That's The Way (I Like It),"{Lead in}

That's the way, aha, aha
I like it, aha, aha
That's the way, aha, aha
I like it, aha, aha
That's the way, aha, aha
I like it, aha, aha
That's the way, aha, aha
I like it, aha, aha

When you take me by the hand
Tell me I'm your lovin' man
When you give me all your love
And do it babe the very best you can

That's the way, aha, aha
I like it, aha, aha
That's the way, aha, aha
I like it, aha, aha
That's the way, aha, aha
I like it, aha, aha
That's the way, aha, aha
I like it, aha, aha

When I get to be in your arms
When we're all, all alone
When you whisper sweet in my ear
When you turn, turn me on

That's the way, aha, aha
I like it, aha, aha
That's the way, aha, aha
I like it, aha, aha
That's the way, aha, aha
I like it, aha, aha
That's the way, aha, aha
I like it, aha, aha

Babe
Oh babe, aha
That's the way, aha
That's the way, aha

Babe
Oh babe, aha
That's the way, aha
That's the way, aha

That's the way, aha, aha
I like it, aha, aha
That's the way, aha, aha
I like it, aha, aha
That's the way, aha, aha
I like it, aha, aha
That's the way, aha, aha
I like it, aha, aha

That's the way, aha, aha
I like it, aha, aha
That's the way, aha, aha
I like it, aha, aha
That's the way, aha, aha
I like it, aha, aha
That's the way, aha, aha
I like it, aha, aha",KC and the Sunshine Band,1975,"[3, 1, 4, 2, 2, 1, 6, 19, 28, 50]",10
3,Love Rollercoaster,"Roller coaster of Love
""Say What""
RollerCoaster
""Hah huh""
Ooh ooh ooh
Roller coaster ""Right"" of Love
Roller coaster
""He He He""
Ooh Ohh Ohh
RollerCoaster of Love
""Love Roller Coaster""
Rollar coaster
""Bow wow wow""
Ooh Ohh ohh
""Right""
Roller Coaster Of love
""Love Roller Coaster Child""
Roller coaster
""loving you is really wild""
Ooh Ohh Ohh

Chorus
Your love is like a roller coaster baby
I wish to ride
Your love is like a roller coaster baby
I wish to ride

Rightttttt

""huh huh""
""alright girl""
""girl""
Wahooo
""Huh Huh""
Owwwww

Roller coaster of love
""Love Roller Coaster Girl""
Roller coaster
""Loving you in the free world Child""
Ooh ooh ooh
""Let Me Ride""
Roller coaster of Love
Roller coaster
Ooh ooh ohh Repeat (2x)

Your love is like a rollercoaster baby I want to ride
Your love is like a rollercoaster baby I want to ride
Your love is like a rollercoaster baby I want to ride
Your love is like a rollercoaster baby I want to ride...

{In some versions of the lyrics}

Move over dad cause I'm a double dipple
Upside down on the big dip dipper
I've got a ticket come ride with me
Let me go down on the merry-go-round
All is fair 'n' a big fairground
Let's go slow, let's go fast
Like a licorice twist gonna whip your ass
Roller coaster say what I will be there for you I will be your man",Ohio Players,1975,"[4, 5, 6, 12, 16, 34, 51]",7
4,Theme From Mahogany (Do You Know Where You're Going To),"[Chorus]
Do you know where you're going to?
Do you like the things that life's been showing you?
Where are you going to?
Do you know?
Do you gain what you're hoping for?
When you look behind you, there's no open door
What are you hoping for?
Do you know?

[Verse 1]
Once we were standing still in time
Chasing the fantasies that filled our mind
You knew how I loved you, but my spirit was free
Laughing at the questions that you once asked of me

[Chorus]
Do you know where you're going to?
Do you like the things that life's been showing you?
Where are you going to?
Do you know?

[Verse 2]
Now looking back on all we planned
We let so many dreams just slip through our hands
Why must we wait so long before we see
How sad the answers to our those questions can be?

[Chorus]
Do you know where you're going to?
Do you like the things that life's been showing you?
Where are you going to?
Do you know?
Do you gain what you're hoping for?
When you look behind you, there's no open door
What are you hoping for?
Do you know?

[Outro]
Do you know?",Jennifer Lopez,1975,"[5, 6, 8, 19, 31, 39, 53, 79, 89]",9
5,I Write The Songs,"[Verse 1]
I've been alive forever
And I wrote the very first song
I put the words and the melodies together
I am music and I write the songs

[Chorus]
I write the songs that make the whole world sing
I write the songs of love and special things
I write the songs that make the young girls cry
I write the songs, I write the songs

[Verse 2]
My home lies deep within you
And I've got my own place in your soul
Now when I look out through your eyes
I'm young again, even though I'm very old

[Chorus]
I write the songs that make the whole world sing
I write the songs of love and special things
I write the songs that make the young girls cry
I write the songs, I write the songs

[Bridge]
Oh, my music makes you dance
And gives your spirit to take a chance
And I wrote some rock 'n' roll so you can move
Music fills your heart, well, that's a real fine place to start
It's from me, it's for you
It's from you, it's from me
It's a worldwide symphony

[Chorus]
I write the songs that make the whole world sing
I write the songs of love and special things
I write the songs that make the young girls cry
I write the songs, I write the songs

[Chorus]
I write the songs that make the whole world sing
I write the songs of love and special things
I write the songs that make the young girls cry
I write the songs, I write the songs

[Outro]
I am music (music) and I write the songs",Barry Manilow,1975,"[6, 8, 11, 13, 27, 38, 48]",7
6,Convoy,"[CB Radio Chatter]
Yeah, breaker one-nine
This here's the Rubber Duck
You got a copy on me Pig Pen, c'mon?
Uh, yeah, Ten-Four Pig Pen, fer sure, fer sure
By golly it's clean clear to Flag Town, c'mon
Yeah, its a big Ten-Four there, Pig Pen
Yeah, we definitely got the front door, Good Buddy
Mercy sakes alive, looks like we've got us a convoy

[Verse 1]
It was the dark of the moon
On the sixth of June
In a Kenworth, pullin' logs
Cabover Pete with a reefer on
And a Jimmy haulin' hogs
We was headin' for bear
On 'I-1-0
'Bout a mile out Shakey Town
I says, Pig Pen this here's the Rubber Duck
And I'm about to put the hammer down

[Chorus]
'Cause we got a little 'ole convoy
Rockin' through the night
Yeah, we got a little 'ole convoy
Ain't she a beautiful sight
C'mon and join our Convoy
Ain't nothin' gonna get in our way
We gonna roll this truckin' convoy
'Cross the USA
Convoy
Convoy

[CB Radio Chatter]
Yeah, breaker Pig Pen this here's the Duck
And uh, you wanna back off them hogs
Uh, ten-four 'bout five mile or so
Ten-Roger them hogs is gettin' intense up here

[Verse 2]
By the time we got into Tulsa Town
We had eighty-five trucks in all
But they's a road block up on the clover leaf
And them bears was wall to wall
Yeah, them smokies was thick as bugs on a bumper
They even had a bear in the air
I says, callin' all trucks
This here's the Duck
We about to go a huntin' bear

[Chorus]
'Cause we got a great big convoy
Rockin' through the night
Yeah, we got a great big convoy
Ain't she a beautiful sight
C'mon and join our Convoy
Ain't nothin' gonna get in our way
We gonna roll this truckin' convoy
'Cross the USA
Convoy
Convoy

[CB Radio Chatter]
Uh, you wanna give me a ten-nine on that Pig Pen
Uh, negatory Pig Pen you're still too close
Yeah, them hogs is startin' to close up my sinuses
Mercy sakes, you'd better back off another ten

[Verse 3]
Well, we rolled up Innerstate fourty-four
Like a rocket sled on rails
We tore up all of our swindle sheets
And left 'em settin' on the scales
By the time we hit that Chi-Town
Them bears was a gettin' smart
They'd brought up some reinforcements
From the Illinois National Guard
There's armored cars and tanks and jeeps
And rigs of every size
Yeah, them chicken coops was full of bears
And choppers filled the skies
Well, we shot the line
We went for broke
With a thousand screamin' trucks
And eleven long haired Friends of Jesus
In a Chartreuse microbus

[CB Radio Chatter]
Yeah, Rubber Duck to Sod Buster
C'mon there
Yeah, Ten-Four Sod Buster
Listen, you wanna put that microbus
In behind that suicide jockey?
Yeah, he's haulin' dynamite
And he needs all the help he can get

[Verse 4]
Well, we laid a strip for the Jersey Shore
Prepared to cross the line
I could see the bridge was lined with bears
But I didn't have a doggone dime
I says, Pig Pen this here's the Rubber Duck
We just ain't a gonna pay no toll
So we crashed the gate doin' 98
I says let them truckers roll
Ten-Four

[Chorus]
'Cause we got a mighty convoy
Rockin' through the night
Yeah, we got a mighty convoy
Ain't she a beautiful sight
C'mon and join our Convoy
Ain't nothin' gonna get in our way
We gonna roll this truckin' convoy
'Cross the USA
Convoy
Convoy

[CB Radio Chatter]
Ah, Ten-Four
Pig Pen what's you're Twenty
Omaha
Well, they oughtta know what to do
With them hogs out there, fer sure
Well, mercy sakes good buddy
We gonna back on outta here
So keep the bugs off yer glass
And the bears off yer...tail
We'll catch you on the flip flop
This here's the Rubber Duck on the side
We gone
Bye, bye",C.W. McCall,1975,"[7, 14, 29, 82]",4
7,Fox On The Run,"I
Don't wanna know your name
Cause you don't look the same
The way you did before
OK
You think you got a pretty face
But the rest of you is out of place
You looked all right before
Fox on the run
You scream and everybody comes
A running
Take a run and hide
Yourself away
Foxy's on the run
F-foxy
Fox on the run
And hide away
You
You talk about just every band
But the names you drop are second hand
I've heard it all before
I
Don't wanna know your name
Cause you don't look the same
The way you did before
Fox on the run
You scream and everybody comes
A running
Take a run and hide
Yourself away
Foxy's on the run
F-foxy
Fox on the run
And hide away
Foxy
Fox on the run
You scream and everybody comes
A running
Take a run and hide
Yourself away
Foxy's on the run
F-foxy
Fox on the run
You scream and everybody comes
A running
Take a run and hide
Yourself away
Foxy's on the run
F-f-f-foxy",The Academy Is...,1975,"[8, 9, 10, 11, 26, 35, 47]",7
8,"Fly, Robin, Fly","Fly, robin fly
Fly, robin fly
Fly, robin fly
Up, up to the sky

Fly, robin fly
Fly, robin fly
Fly, robin fly
Up, up to the sky

Fly, robin fly
Fly, robin fly
Fly, robin fly
Up, up to the sky",Silver Convention,1975,"[9, 3, 1, 1, 1, 2, 16, 22, 25, 32, 48, 87]",12
9,I Love Music (Part 1),"Oh, oh, oh...
Get it on, get it on
Get it on, get it on
Get it on, get it on, yeah

I love music
Any kind of music
I love music, just as
Long as it's grooving

Makes me laugh
Makes me smile all the while
Whenever I'm with you, girl

While we dance, make romance
I'm enchanted by the
Things that you do

Oh, oh, oh...

I love music
Sweet, sweet music
Long as it's swinging
All the joy that it's bringing

I'm so happy to be
In complete harmony
I love you, girl

And to hold you
So close in my arms
I'm so glad that
You're mine, all mine

Nothing can be better
Than a sweet love song
So sweet, so sweet
So mellow, mellow

When you got the girl
That you love in your armss
Honey, I love you
I love you, yeah

Music is the healing
Force of the world
It's understood by every man
Woman, boy and girl

And that's why
That's why I say
I love music
Any kind of music
I love music
Just as long as it's
Grooving, grooving

Music makes the
Atmosphere so fine
Lights down low
Just me and you
Baby, you know

Especially when you got
A cold glass of wine
Mellow, mellow wine and song

I love music
Any, any kind of music
I love music
Just as long as it's grooving

And I say I love, I love
I love, I love, I love music
Sweet, sweet music
I love, I love, I love
I love, I love music

I love, I love, I love
I love, I love music...",The O’Jays,1975,"[10, 12, 14, 18, 25, 30, 37, 59, 70]",9
